shRNA,value,pool
Baz2a.1,-13.61094601389889,p1
Baz2a.3,0,p1
Baz2a.4,-9.389059519401954,p1
Baz2b.2,-20.285456157715714,p1
Baz2b.3,-22.260760018846526,p1
Baz2b.4,-21.86976222043814,p1
Bcl6.3,-18.72879246417862,p1
Bmi1.1,-19.093327811013012,p1
Bmi1.2,7.821221338700568,p1
Bmi1.3,-3.035991236956896,p1
Bop1.1,-8.497197342230152,p1
Bop1.2,-19.02230343325335,p1
Bop1.3,-28.566921724014996,p1
Bop1.4,-4.6424009829876365,p1
Bptf.1,1.0417719225300601,p1
Bptf.2,-7.056129383596243,p1
Bptf.3,-24.098973083322605,p1
Bptf.4,-11.29870191223867,p1
Brd1.1,-22.11509851797983,p1
Brd1.3,-10.718752269699728,p1
Brd1.4,-2.1130314457904937,p1
Brd2.1,-12.349972479370074,p1
Brd2.2,41.09263911661967,p1
Brd2.3,-3.4697380964953908,p1
Brd2.4,-23.21331825463083,p1
Brd3.1,-7.717671031425056,p1
Brd3.2,-15.862378270708405,p1
Brd3.3,-6.586358948577541,p1
Brd3.4,1.3300528272366492,p1
Brd4.1,7.214872564772712,p1
Brd4.2,43.31081435170614,p1
Brd4.3,11.501259074605024,p1
Brd4.4,5.492462235433166,p1
Brd8.1,26.91019900287705,p1
Brd8.2,-7.564986081013878,p1
Brd8.3,-10.567976158767244,p1
Brd8.4,-14.996939636343356,p1
Brd9.2,24.197668023176234,p1
Brd9.3,-27.044512217961262,p1
Brd9.4,-11.803509492182041,p1
Brpf1.1,6.103359969425142,p1
Brpf1.2,-7.183945986321277,p1
Brpf1.3,-7.066946383603138,p1
Brpf1.4,-20.29714067427352,p1
Brpf3.1,-22.837591442594928,p1
Brpf3.2,41.45191883170123,p1
Brpf3.3,-13.298422076278214,p1
Brpf3.4,-13.726515703816354,p1
Brwd1.1,-11.312456213502458,p1
Brwd1.2,9.195752882016734,p1
Brwd1.3,-10.643054715764102,p1
Brwd1.4,-11.608639271619403,p1
Brwd3.1,-23.122126644467066,p1
Brwd3.2,-10.112210418455291,p1
Brwd3.3,0.6391329306563094,p1
Cd4.1,25.635609964471797,p1
Cd4.2,-6.890426755101057,p1
Cd4.3,11.69312534913081,p1
Cd4.4,-29.292027712776957,p1
Carm1.1,-3.74673729814581,p1
Carm1.2,-12.900625862213175,p1
Carm1.3,-12.56277692376483,p1
Carm1.4,9.726104253472066,p1
Cbx1.1,-1.5779605232431493,p1
Cbx1.2,-8.576207388430916,p1
Cbx1.3,-7.652651498484417,p1
Cbx1.4,-18.361842159513003,p1
Cbx3.2,0.8372419039107939,p1
Cbx3.3,7.816894490444071,p1
Cbx4.1,-2.0516855082182985,p1
Cbx4.3,-1.7259738754766332,p1
Cbx4.4,-11.51602752665704,p1
Cbx5.1,-26.978358936744485,p1
Cbx5.2,-21.814638042617077,p1
Cbx5.3,-10.664177986863397,p1
Cbx5.4,34.016021591841564,p1
Cbx6.1,8.367965678511393,p1
Cbx6.2,-8.5167349100184,p1
Cbx6.3,28.72685991305475,p1
Cbx6.4,0.989920802444793,p1
Cbx7.1,-19.3524428159433,p1
Cbx7.2,-22.522188334841797,p1
Cbx7.3,-21.122187690437173,p1
Cbx7.4,-9.051388151637582,p1
Cbx8.1,-9.746859269158357,p1
Cbx8.2,7.792439337688975,p1
Cbx8.3,-21.558112713330317,p1
Cbx8.4,7.772805522985422,p1
Cd14.2,-17.673975426203306,p1
Cd4.5,-12.106221365321108,p1
Chaf1a.1,-8.309746205962242,p1
Chaf1a.2,0.8987634241673934,p1
Chaf1a.3,14.445593526365293,p1
Chaf1a.4,11.572562318467568,p1
Chaf1b.1,-20.982927044643183,p1
Chaf1b.2,-1.9167532972496844,p1
Chaf1b.3,34.699885955522554,p1
Chaf1b.4,15.593818492344937,p1
Chd1.1,-13.68288777848774,p1
Chd1.2,-10.52171213210707,p1
Chd1.4,20.232051191090676,p1
Chd1l.1,-2.3297678157763144,p1
Chd1l.2,-5.9788982094981336,p1
Chd1l.3,23.150792525891703,p1
Chd2.1,-7.827652833065741,p1
Chd2.2,-25.27969408019991,p1
Chd2.3,7.91453971703757,p1
Chd2.4,-19.13685691425937,p1
Chd3.1,8.647972619684793,p1
Chd3.2,-1.0548738600323588,p1
Chd3.3,-6.844850485695339,p1
Chd3.4,-20.849470207469224,p1
Chd4.1,9.136604922303633,p1
Chd4.2,-26.225139942751227,p1
Chd4.3,0.7948439868078054,p1
Chd4.4,-5.229810862802118,p1
Chd5.1,-7.461204522646852,p1
Chd5.2,1.3511224144398426,p1
Chd5.3,-29.608707675618636,p1
Chd5.4,-2.6872583776075416,p1
Chd6.1,-20.425781055135246,p1
Chd6.2,-17.785385930497455,p1
Chd6.3,-18.007267682830097,p1
Chd6.4,22.323332260316896,p1
Chd8.1,-1.6913186034959864,p1
Chd8.2,-30.927607745315,p1
Chd8.3,-1.0656775018178593,p1
Chd8.4,-7.672689780042873,p1
Chd9.1,-25.543525306348165,p1
Chd9.2,5.828060596305512,p1
Chd9.3,-0.4368927138384322,p1
Chd9.4,-8.34565564733147,p1
Crebbp.2,-20.86890769063217,p1
Crebbp.3,-11.237476324502154,p1
Crebbp.4,-8.005006196297565,p1
Ctsl.1,-10.524600348011177,p1
Ctsl.2,-7.0392385461023395,p1
Ctsl.3,-4.89291200056649,p1
Ctsl.4,32.860428160973086,p1
Cxxc1.1,1.8543647250819646,p1
Cxxc1.2,3.01895054968103,p1
Cxxc1.3,-5.708655519406982,p1
Cxxc1.4,-12.934853493038077,p1
Dmap1.1,7.468272347217052,p1
Dmap1.2,-11.71872194734921,p1
Dmap1.3,-32.494702154305045,p1
Dmap1.4,-19.27174201576605,p1
Dnmt1.1,0,p1
Dnmt1.2,-20.91127391842869,p1
Dnmt1.3,28.08228266066234,p1
Dnmt1.4,26.473918734295033,p1
Dnmt3a.1,-25.467199651306814,p1
Dnmt3a.2,-22.860093267693436,p1
Dnmt3a.3,-24.186711605562934,p1
Dnmt3a.4,-26.33618656942332,p1
Dnmt3b.1,40.53065682876809,p1
Dnmt3b.2,-18.442711775046675,p1
Dnmt3b.3,-24.125069120224893,p1
Dnmt3b.4,-5.201988476075513,p1
Dnmt3l.1,33.56694138881224,p1
Dnmt3l.2,-5.621231341128819,p1
Dnmt3l.3,-0.13872215897222873,p1
Dnmt3l.4,-12.949825897740183,p1
Dot1l.1,-23.1609081899258,p1
Dot1l.2,10.442209830335898,p1
Dot1l.3,-10.747062837282833,p1
Dot1l.4,-16.36261585195137,p1
Dub2a.1,-24.237715384351667,p1
Dub2a.2,4.586454012079123,p1
Dub2a.3,0.9687043357648619,p1
Dub2a.4,-10.816346535896443,p1
Eed.1,12.438058438692057,p1
Eed.2,-30.324064953069765,p1
Eed.3,6.634224288638407,p1
Ehmt1.1,-17.400457014743623,p1
Ehmt1.2,39.212837908116754,p1
Ehmt1.3,-21.971830185039728,p1
Ehmt1.4,42.913841111296236,p1
Ehmt2.1,-20.118807258502365,p1
Ehmt2.2,-24.930382773612664,p1
Ehmt2.3,-38.28836611144571,p1
Ehmt2.4,-16.56517155200219,p1
Elp3.1,29.563554131581107,p1
Elp3.2,-13.143258833641923,p1
Elp3.4,-9.955278600645578,p1
Elp4.1,-19.391437143463982,p1
Elp4.2,-4.844246909657457,p1
Elp4.3,-10.579348028026345,p1
Ep300.2,4.9392684110853295,p1
Ep300.3,5.140744617330036,p1
Ep400.1,-16.903484617808523,p1
Ep400.2,-30.05847426387819,p1
Ep400.3,-24.986291336540912,p1
Ep400.4,20.097836639316423,p1
Epc1.1,-10.401204395997102,p1
Epc1.2,23.318245196429025,p1
Epc1.3,-22.055815357884086,p1
Epc1.4,17.708743949926202,p1
Epc2.1,-27.643007766463093,p1
Epc2.2,-34.56803200800587,p1
Epc2.3,-29.749722581053987,p1
Ercc5.1,-21.30246981092214,p1
Ercc5.2,-21.698845906628428,p1
Ercc5.3,-6.9567736313412,p1
Ercc5.4,-5.90242160136993,p1
Ezh1.2,-11.585986386985894,p1
Ezh1.3,-29.238993777013306,p1
Ezh1.4,-31.787255594236377,p1
Ezh2.1,19.085798169478526,p1
Ezh2.2,3.4682091324766233,p1
Ezh2.3,-1.9324840763851299,p1
Ezh2.4,-22.087121520316643,p1
Fbxl19.1,-17.241671853033623,p1
Fbxl19.2,-5.039335361147387,p1
Fbxl19.3,22.740714340592724,p1
Fbxl19.4,32.84623353362055,p1
Fbxo44.1,-23.22691642600796,p1
Fbxo44.2,1.7258323467695291,p1
Fbxo44.3,4.744804102610701,p1
Fbxo44.4,21.114391558180067,p1
Fbxw9.1,-16.60503943145735,p1
Fbxw9.2,-5.668535608494089,p1
Fbxw9.3,-33.63700947353221,p1
Fbxw9.4,6.861559341731876,p1
Fkbp1a.1,-22.618776348598274,p1
Fkbp1a.3,-8.561706649601746,p1
Fkbp1a.4,6.3328912266963755,p1
Fosb.2,-11.677129141613491,p1
Gadd45a.1,-11.217337039423171,p1
Gadd45a.2,-0.25595334917857215,p1
Gadd45a.3,8.478499974487491,p1
Gadd45a.4,74.62770518011831,p1
Gadd45b.1,-25.06576975262268,p1
Gadd45b.2,-22.11752914315462,p1
Gadd45b.3,-17.46653233826646,p1
Gtf2b.2,19.991631506662017,p1
Gtf2b.3,-27.336455017567374,p1
Gtf2b.4,1.0997121867601578,p1
Gtf2f1.1,2.3069101881492813,p1
Gtf2f1.2,-23.612999119277582,p1
Gtf2f1.3,6.883613058541712,p1
Gtf2f1.4,19.605566677544246,p1
Gtf3c4.1,4.340536089706006,p1
Gtf3c4.2,-31.60973654403024,p1
Gtf3c4.3,0,p1
Gtf3c4.4,-3.144059185542716,p1
Hat1.1,15.063594028056158,p1
Hat1.2,-9.015928676725636,p1
Hat1.4,36.716670393566545,p1
Hcfc1.1,46.03761995091887,p1
Hcfc1.2,35.39180556560799,p1
Hcfc1.3,-2.739734430241164,p1
Hcfc1.4,19.995862322289653,p1
Hdac1.1,5.987136006962173,p1
Hdac1.2,12.043525069171928,p1
Hdac1.3,-15.837837938009045,p1
Hdac1.4,-2.7928685757612612,p1
Hdac10.1,-2.8191920568660933,p1
Hdac10.2,2.978772966897907,p1
Hdac10.3,-3.983157655581657,p1
Hdac10.4,39.47522403219844,p1
Hdac2.2,-22.28622797573773,p1
Hdac2.3,-19.834943373435095,p1
Hdac2.4,-32.069047123159564,p1
Hdac3.1,44.464016417573575,p1
Hdac3.2,3.4830521344539136,p1
Hdac3.3,-25.008266533889326,p1
Hdac3.4,-10.86465893907318,p1
Hdac4.1,2.4220035919725333,p1
Hdac4.2,-3.341457485410448,p1
Hdac4.3,-31.892991266517413,p1
Hdac4.4,41.03315071319242,p1
Hdac6.1,-19.75219774330226,p1
Hdac6.2,1.701976923359723,p1
Hdac6.3,20.350922912334227,p1
Hdac6.4,-25.39627975794535,p1
Hdac7.1,-30.05984179173769,p1
Hdac7.2,-9.32425245426063,p1
Hdac7.3,11.020536678865085,p1
Hdac7.4,-2.8027324797632645,p1
Hdac8.1,-12.70719753767473,p1
Hdac8.2,-6.803785960676805,p1
Hdac8.3,-19.689031274919095,p1
Hdac8.4,-30.860936789086892,p1
Hdac9.2,6.882974756387171,p1
Hdac9.3,20.592722359412605,p1
Hells.1,-17.646217058447583,p1
Hells.2,22.560500371371006,p1
Hells.3,0,p1
Hes1.2,29.057080537870355,p1
Hes1.3,52.801183945626974,p1
Hes6.3,-41.28166364654798,p1
Hira.1,-20.213213999103267,p1
Hira.2,-23.851382904756818,p1
Hira.3,-27.825189303066875,p1
Hira.4,-17.430870828638263,p1
Hltf.1,0,p1
Hltf.2,-26.54974090801261,p1
Hltf.4,-13.06595271802766,p1
Id2.2,-7.279326298294691,p1
Id2.3,25.566496368618836,p1
Id2.4,-22.32760268277081,p1
Id2.5,-0.6592712415883426,p1
Id3.2,-20.560173535763866,p1
Id3.3,-18.66933119608248,p1
Id3.4,-2.581400405242235,p1
Id3.5,24.362901066798806,p1
Ing2.1,-24.21065896767275,p1
Ing2.2,-20.64590986133635,p1
Ing2.3,41.534537191378966,p1
Ing2.4,-25.134534503413487,p1
Ing3.1,-12.458243208528891,p1
Ing3.2,-9.864550628125144,p1
Ing3.3,-32.10537686801035,p1
Ing3.4,-7.5515682786467835,p1
Ing4.1,-26.234293544946645,p1
Ing4.2,-13.896752593056025,p1
Ing4.3,-9.115367091211724,p1
Ing4.4,0.7609964515595209,p1
Ing5.1,-23.111952658927496,p1
Ing5.2,-20.925829304754373,p1
Ing5.3,-9.871898393888642,p1
Ing5.4,7.7987123165941625,p1
Ino80.1,-16.3892393486177,p1
Ino80.2,-22.915880584276096,p1
Ino80.3,-18.31708039353076,p1
Ino80.4,-3.173115724672776,p1
Jarid2.1,-30.72918535469322,p1
Jarid2.2,-25.5269042141516,p1
Jarid2.3,-10.319145326300308,p1
Jarid2.4,12.30031449847992,p1
Jhdm1d.2,-22.5362782474686,p1
Jhdm1d.3,-15.930118582371268,p1
Jhdm1d.4,-4.768856118154261,p1
Jmjd1c.2,-23.82376185332818,p1
Jmjd1c.3,-1.3083039429028034,p1
Jmjd1c.4,-23.02279737808807,p1
Jmjd4.1,-16.583493038182006,p1
Jmjd4.2,-14.942567549879023,p1
Jmjd4.3,-13.888722440091172,p1
Jmjd4.4,3.3626910913377372,p1
Klf12.4,21.045480075182027,p1
Klf12.5,-6.788372277010254,p1
Klf2.2,6.853645377558337,p1
Klf2.3,17.377166502893232,p1
Klf2.4,-32.37311640961727,p1
Klf2.5,-0.7456554955231933,p1
Klf2.6,-19.281823026539556,p1
Klf2.7,13.329683515476589,p1
Ms4a1.2,-30.271271928788735,p1
Nfatc3.2,-18.42208903386468,p1
Nfatc3.3,-5.463000916484731,p1
Nfatc3.7,1.5405543537736435,p1
Nfatc3.8,14.774240559023308,p1
Runx3.2,11.717282983791335,p1
Runx3.3,-11.49864059283432,p1
Sgk1.1,-19.602257194432436,p1
Tbx21.3,-20.67537804176974,p1
Tbx21.4,2.5327218333780053,p1
Bcl6.2,-13.258087535725707,p2
Bcl6.3,-28.73026094051349,p2
Cd4.1,-19.076069231466413,p2
Cd4.2,25.4331912921704,p2
Cd4.3,1.9944778748949616,p2
Cd4.4,-5.324736010897439,p2
Cd14.2,20.455899766713756,p2
Cd4.5,17.061644846410843,p2
Fosb.2,12.326249489136977,p2
Hes1.2,3.4943444403422106,p2
Hes1.3,1.8440569516245091,p2
Hes6.3,52.75142759651552,p2
Id2.2,6.929723547611516,p2
Id2.3,-1.4596598618988565,p2
Id2.4,21.596788396031585,p2
Id2.5,16.35458476929685,p2
Id3.2,-4.426820015823331,p2
Id3.3,-4.786984159017635,p2
Id3.5,50.18361609701362,p2
Jmjd5.1,33.48353844980831,p2
Jmjd5.2,-2.3787364635895614,p2
Jmjd5.3,-11.094647543962111,p2
Jmjd5.4,12.062081445759134,p2
Jmjd6.1,-16.72960507856122,p2
Jmjd6.2,-5.677278895847763,p2
Jmjd6.3,6.174993024702424,p2
Jmjd6.4,46.05155161024625,p2
Kat2a.1,0.284014349588527,p2
Kat2a.2,0,p2
Kat2a.3,3.56186922816201,p2
Kat2b.1,2.563277871306603,p2
Kat2b.3,1.5887233465006574,p2
Kat2b.4,9.420027540613859,p2
Kat5.1,-6.610399230349557,p2
Kat5.3,7.417091684985543,p2
Kat5.4,0.7264961461424377,p2
Kdm1a.1,-5.378425438415718,p2
Kdm1a.2,-4.091359513748046,p2
Kdm1a.4,11.024686071457523,p2
Kdm1b.1,-0.22960381045892575,p2
Kdm1b.2,-9.708361261328712,p2
Kdm1b.3,-7.4738621668355165,p2
Kdm1b.4,12.257633433165473,p2
Kdm2a.1,-9.375389699546936,p2
Kdm2a.3,-17.945218883660857,p2
Kdm2a.4,44.533295570412065,p2
Kdm2b.1,56.82680214192948,p2
Kdm2b.2,21.084157080884196,p2
Kdm2b.3,39.541775442587,p2
Kdm2b.4,49.679689461142175,p2
Kdm3a.1,16.293988215449573,p2
Kdm3a.2,8.579946305371095,p2
Kdm3a.3,6.11094667564015,p2
Kdm3a.4,4.25317714075311,p2
Kdm3b.2,-2.825904727771956,p2
Kdm3b.3,11.626923330981342,p2
Kdm3b.4,5.844805882631626,p2
Kdm4a.1,-8.212544262405785,p2
Kdm4a.2,29.43086200957155,p2
Kdm4a.3,-13.264595446474104,p2
Kdm4a.4,7.663564755448618,p2
Kdm4c.2,-15.938737518827935,p2
Kdm4c.3,-24.45949266987857,p2
Kdm4c.4,31.984920785893678,p2
Kdm4d.1,-17.756880505076552,p2
Kdm4d.2,-17.459840524733025,p2
Kdm4d.3,22.844646079966864,p2
Kdm4d.4,-11.358401245664552,p2
Kdm5a.1,-16.962480141938343,p2
Kdm5a.3,11.838378035687143,p2
Kdm5a.4,-12.144370874195502,p2
Kdm5b.1,15.865851155808272,p2
Kdm5b.2,2.448772198119684,p2
Kdm5b.3,9.62050944164389,p2
Kdm5b.4,-14.388254286321242,p2
Kdm5c.3,-7.135892245394992,p2
Kdm5c.4,13.75480113913968,p2
Kdm5d.1,13.635650479646543,p2
Kdm5d.2,-7.025501726974937,p2
Kdm5d.3,-32.16304357313708,p2
Kdm5d.4,3.618079015362607,p2
Kdm6a.1,-14.668389925543515,p2
Kdm6a.2,18.08393072459259,p2
Kdm6a.3,-2.9252466879450196,p2
Kdm6a.4,-18.514259891825745,p2
Kdm6b.1,23.945525798555487,p2
Kdm6b.2,23.644674719082076,p2
Kdm6b.3,12.759300840256337,p2
Kdm6b.4,25.53427883137202,p2
Klf12.4,45.20130213430599,p2
Klf12.5,35.06097993685266,p2
Klf2.2,36.76214494624971,p2
Klf2.3,29.135457099738872,p2
Klf2.4,-11.21001103058478,p2
Klf2.5,21.35973758991851,p2
Klf2.6,30.35648165677094,p2
Klf2.7,65.8657562843022,p2
L3mbtl1.1,18.8435858727389,p2
L3mbtl1.2,19.26119976523856,p2
L3mbtl1.4,-24.587003427808767,p2
L3mbtl2.1,-14.938810769101629,p2
L3mbtl2.3,13.961742280833427,p2
L3mbtl2.4,16.964883457562394,p2
L3mbtl3.1,29.027496638688888,p2
L3mbtl3.2,1.9485772725851191,p2
L3mbtl3.3,-9.57003943535372,p2
L3mbtl3.4,-10.298759540685836,p2
L3mbtl4.1,4.768939751355433,p2
L3mbtl4.2,-12.596428700212115,p2
L3mbtl4.3,7.81613389861549,p2
L3mbtl4.4,3.396492911531041,p2
Mbd1.1,10.716111104235367,p2
Mbd1.2,33.23457070828802,p2
Mbd1.3,43.2042987064549,p2
Mbd1.4,-2.0251038133984736,p2
Mbd2.2,44.783012080885854,p2
Mbd2.3,4.666945119071613,p2
Mbd2.4,14.907888961477902,p2
Mbd3.1,3.4329531444131405,p2
Mbd3.2,-13.251447991678589,p2
Mbd3.3,25.78449912031471,p2
Mbd3.4,24.652511197093972,p2
Mbd4.1,-13.225289086894776,p2
Mbd4.2,-12.930450027472077,p2
Mbd4.3,2.2419260700475974,p2
Mbd4.4,-8.092572194483658,p2
Mecom.1,4.353430271396505,p2
Mecom.2,23.939298638098997,p2
Mecom.3,-5.599145478699192,p2
Mecom.4,4.7812419427066,p2
Men1.1,28.658429545215952,p2
Men1.3,18.832874372137418,p2
Men1.4,4.785188172086762,p2
Mll1.1,15.597396079734487,p2
Mll1.2,12.92457598867253,p2
Mll1.3,2.823934856954935,p2
Mll1.4,15.667594612108608,p2
Mll2.2,-2.0731993404097153,p2
Mll2.3,37.11635712703803,p2
Mll2.4,15.82018351865802,p2
Mll3.3,-15.050530375028217,p2
Mll3.4,-1.7934457511214532,p2
Mll5.2,14.990031941356222,p2
Mll5.3,-15.79158548604972,p2
Mll5.4,11.358997128151643,p2
Morf4l1.3,-30.204359942968814,p2
Morf4l1.4,-5.614243364536691,p2
Ms4a1.2,2.0597596155739026,p2
Msl3.1,-5.802789035760902,p2
Msl3.2,-13.525459830067632,p2
Msl3.3,-12.1827289206377,p2
Msl3.4,-9.074655455679583,p2
Mta1.1,21.188171807562952,p2
Mta1.2,35.6239962125421,p2
Mta1.3,8.096380968598844,p2
Mta1.4,-5.985382685347091,p2
Mta2.1,-2.3119081572659326,p2
Mta2.2,-3.8813250144650624,p2
Mta2.3,25.999740559368405,p2
Mta2.4,-12.086363030259044,p2
Mta3.1,-11.46831896520294,p2
Mta3.2,21.922898424990947,p2
Mta3.3,23.558481151588836,p2
Mta3.4,-9.51363360272439,p2
Mtf2.1,-2.510033796340238,p2
Mtf2.3,32.39320072313483,p2
Mtf2.4,-8.078495432273186,p2
Myst1.1,16.52082461357248,p2
Myst1.2,-20.161193667015738,p2
Myst1.3,-0.8721528041046867,p2
Myst1.4,5.187081764416007,p2
Myst2.1,-2.6940336818091026,p2
Myst2.2,5.458478402398711,p2
Myst2.3,22.795161271623186,p2
Myst2.4,32.05251177200587,p2
Myst3.1,25.129070512848536,p2
Myst3.2,-9.877374436228067,p2
Myst3.3,8.337279299430136,p2
Myst3.4,8.383193095312713,p2
Myst4.1,-21.85805146020212,p2
Myst4.3,23.32558105377216,p2
Myst4.4,34.367131011849594,p2
Nap1l1.1,-12.467482835133467,p2
Nap1l1.2,26.84792233364695,p2
Nap1l1.3,-10.003957386793473,p2
Nap1l1.4,-7.762641545348572,p2
Nap1l2.1,-20.464201932633912,p2
Nap1l2.2,38.29145102203911,p2
Nap1l2.3,-4.296353843054,p2
Nap1l2.4,-23.27325516186204,p2
Nap1l3.1,1.3480367636167188,p2
Nap1l3.2,0.30115233755819304,p2
Nap1l3.4,-12.512566097263623,p2
Ncoa1.1,-1.3601939278307213,p2
Ncoa1.2,0.3479872398723671,p2
Ncoa1.3,-2.1306893314257422,p2
Ncoa1.4,56.85997972764599,p2
Ncoa3.1,-0.5562283469008946,p2
Ncoa3.2,-5.613215630262076,p2
Ncoa3.3,-21.016551522605155,p2
Ncoa3.4,6.517784037366241,p2
Ncor1.1,-10.860928806930147,p2
Ncor1.3,-4.759038627137507,p2
Ncor1.4,-6.088462882967477,p2
Ncor2.1,-18.865872066715873,p2
Ncor2.2,1.2336496181250496,p2
Ncor2.3,-6.337786501049287,p2
Ncor2.4,-2.8654557970588215,p2
Nfatc3.2,-11.511349803666235,p2
Nfatc3.3,0.5741445208881117,p2
Nfatc3.7,33.94674679118061,p2
Nfatc3.8,34.1692716796052,p2
Nsd1.1,-3.8836693840085275,p2
Nsd1.2,15.463214326612537,p2
Nsd1.3,16.119396502878384,p2
Nsd1.4,6.485698048640458,p2
Orc1.1,-0.6576502574075178,p2
Orc1.2,-12.259310268938492,p2
Orc1.3,-26.149209442599272,p2
Orc1.4,49.45510234084909,p2
Padi1.1,-11.180368454989761,p2
Padi1.2,-0.12263909527778338,p2
Padi1.4,6.610392526155607,p2
Padi4.1,19.922978783927206,p2
Padi4.2,-19.253004327337976,p2
Padi4.3,8.58136387520635,p2
Padi4.4,-12.72473814430085,p2
Padi6.1,-9.958266844725259,p2
Padi6.2,0,p2
Padi6.3,17.346987065283372,p2
Padi6.4,-4.995468508289292,p2
Parp1.1,-13.605958374702055,p2
Parp1.2,31.84584050726731,p2
Parp1.4,17.265833311164613,p2
Paxip1.1,-10.228040138759212,p2
Paxip1.2,-14.905088394266215,p2
Paxip1.3,3.1244654782689025,p2
Paxip1.4,-18.999671201296223,p2
Pbrm1.1,-11.273570540191983,p2
Pbrm1.3,0,p2
Pbrm1.4,-6.489962580024958,p2
Pcgf1.1,7.219280946340845,p2
Pcgf1.2,-10.449862788563564,p2
Pcgf1.3,-10.63403827502723,p2
Pcgf1.4,-16.877720928211318,p2
Pcgf2.2,14.954249835568994,p2
Pcgf2.3,46.315343350568895,p2
Pcgf2.4,61.63880933843944,p2
Pcgf5.1,7.2236261940768145,p2
Pcgf5.2,-6.234637997969799,p2
Pcgf5.3,13.184160671659534,p2
Pcgf5.4,22.121974557728052,p2
Pcgf6.1,-6.5793043858922715,p2
Pcgf6.2,-16.343968444818657,p2
Pcgf6.4,-25.18905255227861,p2
Pcmt1.1,-19.73114645843824,p2
Pcmt1.3,-13.401109351596553,p2
Phc1.1,0.5706644267827556,p2
Phc1.2,-2.3307503898792277,p2
Phc1.3,0.9251074099260705,p2
Phc1.4,41.579866803077564,p2
Phf1.1,8.862126578504842,p2
Phf1.2,15.75615682822216,p2
Phf1.3,2.493812171037817,p2
Phf1.4,24.137670355583225,p2
Phf19.1,-1.275720837708036,p2
Phf19.2,16.1094048042169,p2
Phf19.4,17.597021401828684,p2
Phf2.1,25.717761955655938,p2
Phf2.2,-5.574332061719119,p2
Phf2.3,-18.198108090943357,p2
Phf2.4,13.778581590595032,p2
Phf20.1,0,p2
Phf20.2,18.240613409333008,p2
Phf20.3,-5.934894794726489,p2
Phf20.4,-4.114227441241155,p2
Phf20l1.1,1.5676365758841655,p2
Phf20l1.2,26.92171249911729,p2
Phf20l1.4,-0.5677960098987995,p2
Phf8.1,-11.846723868737328,p2
Phf8.3,47.044286877479195,p2
Phip.1,-11.145614959980449,p2
Phip.2,18.812296833308622,p2
Phip.3,0,p2
Phip.4,-4.008585036789185,p2
Polr2b.1,48.0991270003613,p2
Polr2b.2,40.51661378544715,p2
Polr2b.3,-1.6055783847686769,p2
Polr2b.4,9.63171339717718,p2
Ppargc1a.1,4.579930772817178,p2
Ppargc1a.2,-20.320698083843112,p2
Ppargc1a.3,-6.926282410501372,p2
Ppargc1a.4,0.1534821261946746,p2
