plate,shRNA,Well,Percentage
CR-pLMPd-A-P04,Dot1l.3,F03,6.87960688
control screen 3,Brd8.1,C06,8.602620087
CR-pLMPd-A-P09,L3mbtl1.1,B09,4.790874525
CR-pLMPd-A-P08,Jmjd6.4,G04,4.794520548
CR-pLMPd-A-P04,Chd3.2,C04,6.896551724
CR-pLMPd-A-P14,Prmt5.4,F10,4.797843666
control screen 2,Brd8.2,C07,4.799647732
CR-pLMPd-A-P11,Pbrm1.2,D03,4.808024905
CR-pLMPd-A-P13,Prdm9.2,C02,4.808126411
CR-pLMPd-A-P08,Kdm2a.1,B05,4.818624797
CR-pLMPd-A-P17,Taf1.1,B11,8.669201521
CR-pLMPd-A-P02,Brpf3.3,F03,6.94980695
CR-pLMPd-A-P21,Smarca2.3,C03,8.680381335
CR-pLMPd-A-P03,Chaf1a.3,E10,6.955736224
CR-pLMPd-A-P07,Jmjd4.4,G05,6.964420893
CR-pLMPd-A-P17,Sp100.3,F02,8.697916667
control screen 3,Whsc1.4,B09,8.700616579
CR-pLMPd-A-P03,Chaf1a.2,D08,6.988564168
CR-pLMPd-A-P20,Fkbp2.2,E04,8.718304967
CR-pLMPd-A-P02,Bmi1.4,G07,7
CR-pLMPd-A-P03,Cbx7.4,G09,7.005347594
CR-pLMPd-A-P18,Usp51.2,D11,8.734177215
CR-pLMPd-A-P05,Eed.3,E08,7.027363184
CR-pLMPd-A-P12,Phf8.1,C06,4.86381323
control screen 3,Brd8.2,C07,8.777024847
CR-pLMPd-A-P19,Cecr2.3,E05,8.778173191
CR-pLMPd-A-P15,Setd2.3,F05,8.785648574
CR-pLMPd-A-P16,Sirt6.3,F05,8.800567779
CR-pLMPd-A-P12,Phc1.2,E07,4.88590604
CR-pLMPd-A-P01,Ash2l.2,D09,7.098491571
control screen 1,Bptf.1,B02,7.102092581
control screen 2,shCd4.1+pMig,B11,4.901960784
CR-pLMPd-A-P15,Scml4.1,B06,8.861767047
CR-pLMPd-A-P16,Smarcc2.4,F04,8.883899936
CR-pLMPd-A-P17,Ssrp1.1,B09,8.884210526
CR-pLMPd-A-P19,Dpy30.1,D03,8.88533577
CR-pLMPd-A-P17,Suv420h2.3,E10,8.897876643
CR-pLMPd-A-P20,Phc2.2,G02,8.899483512
control screen 3,Ncor1.3,D04,8.905228758
CR-pLMPd-A-P02,Baz1b.2,D02,7.170542636
CR-pLMPd-A-P09,Kdm6b.4,G07,4.933814681
control screen 2,shCd4.3+pMig,D11,4.938271605
CR-pLMPd-A-P08,Kdm4d.3,D07,4.939400869
CR-pLMPd-A-P05,Epc2.2,C07,7.186030893
CR-pLMPd-A-P09,Men1.1,B07,4.941551541
CR-pLMPd-A-P09,Mbd4.4,F11,4.945904173
CR-pLMPd-A-P15,Sfmbt1.3,E05,8.94990568
CR-pLMPd-A-P02,Brd4.3,E10,7.209612817
CR-pLMPd-A-P13,Prdm12.1,B06,4.95412844
CR-pLMPd-A-P19,Brdt.3,C06,8.956796628
CR-pLMPd-A-P08,Jmjd6.2,D02,4.957945994
CR-pLMPd-A-P04,Dnmt3a.2,C02,7.235142119
CR-pLMPd-A-P03,Cbx8.2,C07,7.236467236
CR-pLMPd-A-P01,Atm.3,E05,7.249466951
CR-pLMPd-A-P16,Sirt3.3,E08,9.006707122
CR-pLMPd-A-P20,Mecp2.3,G11,9.014084507
CR-pLMPd-A-P03,Cbx8.1,B04,7.276819205
CR-pLMPd-A-P10,Nap1l1.3,F03,4.987350922
CR-pLMPd-A-P19,Brd7.1,G09,9.03686088
CR-pLMPd-A-P02,Brd2.3,D04,7.302823759
CR-pLMPd-A-P10,Mta1.2,E02,5
CR-pLMPd-A-P09,L3mbtl4.2,C10,5.003335557
CR-pLMPd-A-P01,Arid2.3,F06,7.326007326
CR-pLMPd-A-P16,Sirt1.4,E04,9.085948158
CR-pLMPd-A-P12,Pcmt1.1,C03,5.018020516
CR-pLMPd-A-P09,Kdm5b.2,C04,5.022026432
CR-pLMPd-A-P15,Sin3a.3,D07,9.135691894
CR-pLMPd-A-P20,Padi3,G09,9.138724523
CR-pLMPd-A-P02,Brd1.4,G11,7.392996109
CR-pLMPd-A-P11,Ncor2.4,G10,5.04587156
CR-pLMPd-A-P21,Setd3.1,B10,9.162995595
control screen 3,shCd4.4+Runx3,E10,9.173387097
CR-pLMPd-A-P01,Atrx.3,D07,7.42778542
CR-pLMPd-A-P06,Gtf3c4.2,E02,7.440336921
CR-pLMPd-A-P20,Phc3.2,C02,9.205298013
CR-pLMPd-A-P02,Baz1b.3,E08,7.471980075
CR-pLMPd-A-P17,Suz12.1,B08,9.252506837
CR-pLMPd-A-P05,Eed.1,B10,7.49219563
control screen 1,Whsc1.3,B08,7.509505703
CR-pLMPd-A-P01,Atad2b.1,C06,7.517309594
CR-pLMPd-A-P18,Tdg.3,D10,9.298721426
CR-pLMPd-A-P09,L3mbtl2.4,G03,5.113122172
control screen 2,Bptf.3,B04,5.117017057
CR-pLMPd-A-P01,Asxl3.2,C10,7.544836116
CR-pLMPd-A-P17,Suv39h1.2,E03,9.318259678
CR-pLMPd-A-P05,Ehmt1.3,F02,7.560137457
CR-pLMPd-A-P09,L3mbtl2.3,F09,5.135557873
CR-pLMPd-A-P17,Suv39h2.4,G09,9.361600762
CR-pLMPd-A-P03,Carm1.2,C08,7.592281879
control screen 2,Klf2.3,E08,5.146036161
CR-pLMPd-A-P05,Dub2a.1,B02,7.603305785
CR-pLMPd-A-P08,Kdm3b.2,D08,5.147864184
CR-pLMPd-A-P20,Jmjd8.1,G10,9.377738826
CR-pLMPd-A-P11,Padi6.4,G02,5.151915456
CR-pLMPd-A-P03,Cbx5.2,E02,7.624831309
CR-pLMPd-A-P02,Brd9.4,F11,7.637540453
CR-pLMPd-A-P14,Rnf20.4,F11,5.173169662
CR-pLMPd-A-P05,Elp4.4,G10,7.665964173
CR-pLMPd-A-P08,Kdm4a.3,E05,5.181695828
CR-pLMPd-A-P17,Suz12.2,C02,9.452389257
CR-pLMPd-A-P05,Ep400.1,B05,7.687165775
CR-pLMPd-A-P01,Asxl2.2,E03,7.692307692
CR-pLMPd-A-P18,Tet2.1,B06,9.495387954
CR-pLMPd-A-P12,Polr2b.3,E09,5.206247497
CR-pLMPd-A-P16,Smarcc2.3,E06,9.504
CR-pLMPd-A-P01,Atad2.2,C07,7.736625514
CR-pLMPd-A-P18,Trim28.3,E11,9.523809524
CR-pLMPd-A-P15,Sfmbt2.2,C05,9.531374106
CR-pLMPd-A-P03,Chd2.3,F03,7.756232687
CR-pLMPd-A-P20,Gtf2h1.1,B06,9.539473684
CR-pLMPd-A-P01,Atrx.1,C09,7.795582503
CR-pLMPd-A-P03,Chd1l.3,D07,7.80141844
control screen 3,Bptf.1,B02,9.589041096
control screen 2,Wdr82.2,G07,5.251641138
CR-pLMPd-A-P17,Smyd5.2,D02,9.606081548
CR-pLMPd-A-P13,Prdm8.3,E10,5.255420801
CR-pLMPd-A-P16,Smyd3.3,F03,9.620253165
CR-pLMPd-A-P13,Prdm11.1,B10,5.263157895
CR-pLMPd-A-P09,Mbd1.2,C07,5.266666667
CR-pLMPd-A-P08,Kdm1b.1,C11,5.270394134
CR-pLMPd-A-P04,Chd5.2,C08,7.859358842
CR-pLMPd-A-P17,Suv420h2.4,G02,9.648493544
CR-pLMPd-A-P05,Ezh2.1,B11,7.87037037
CR-pLMPd-A-P05,Ercc5.3,E10,7.884972171
CR-pLMPd-A-P04,Dmap1.1,B04,7.916666667
CR-pLMPd-A-P02,Brd1.3,F08,7.957393484
CR-pLMPd-A-P02,Brpf1.1,C09,7.976878613
CR-pLMPd-A-P19,Cecr2.2,C02,9.777517564
CR-pLMPd-A-P03,Chaf1a.4,G02,7.985257985
CR-pLMPd-A-P01,Asxl3.1,B03,7.990690458
CR-pLMPd-A-P12,Phf20.2,C10,5.34939759
CR-pLMPd-A-P03,Cbx4.2,D09,8.023483366
CR-pLMPd-A-P02,Baz2b.4,F10,8.033664881
CR-pLMPd-A-P05,Ezh2.2,C05,8.046817849
CR-pLMPd-A-P12,Phf20.4,G09,5.385190726
CR-pLMPd-A-P17,Sp100.4,G08,9.899229401
CR-pLMPd-A-P03,Cbx8.3,E06,8.098591549
CR-pLMPd-A-P01,Atr.2,C05,8.109875736
CR-pLMPd-A-P15,Setdb1.1,B03,9.985243483
CR-pLMPd-A-P19,Whsc1.3,F06,10.02124646
CR-pLMPd-A-P11,Pbrm1.3,D07,5.452620434
CR-pLMPd-A-P18,Usp51.1,B07,10.03616637
CR-pLMPd-A-P11,Nsd1.4,G03,5.459057072
CR-pLMPd-A-P15,Setd2.1,D05,10.05942275
CR-pLMPd-A-P03,Cbx4.1,B09,8.246597278
CR-pLMPd-A-P14,Prmt3.1,B06,5.469020422
CR-pLMPd-A-P11,Ncoa1.3,F02,5.470368835
CR-pLMPd-A-P16,Sirt3.1,B10,10.09817672
CR-pLMPd-A-P11,Orc1.2,E03,5.492957746
CR-pLMPd-A-P01,Atad2.1,B04,8.309990663
CR-pLMPd-A-P09,Mbd4.2,C05,5.498007968
control screen 3,Whsc1.2,B07,10.18932874
CR-pLMPd-A-P20,Kdm4b.3,B05,10.19399011
CR-pLMPd-A-P17,Suv420h1.1,B04,10.2297593
CR-pLMPd-A-P14,Prmt6.2,E07,5.544554455
CR-pLMPd-A-P17,Sp100.1,B06,10.24042743
CR-pLMPd-A-P12,Polr2b.1,B11,5.550737207
CR-pLMPd-A-P15,Sfmbt1.1,B08,10.25145068
CR-pLMPd-A-P15,Scml2.1,B10,10.26438569
CR-pLMPd-A-P02,Baz2b.1,C03,8.438818565
CR-pLMPd-A-P14,Rbbp4.4,G09,5.561993048
CR-pLMPd-A-P03,Cbx6.2,E03,8.452380952
control screen 1,Ncor1.1,D02,8.457711443
CR-pLMPd-A-P12,Phf20l1.2,C07,5.571428571
CR-pLMPd-A-P14,Prmt7.2,D09,5.571593533
CR-pLMPd-A-P18,Tet3.4,F10,10.29411765
CR-pLMPd-A-P13,Prdm8.2,D08,5.574136009
CR-pLMPd-A-P14,Rnf40.4,G05,5.576559546
CR-pLMPd-A-P15,Sin3a.2,D03,10.33067825
CR-pLMPd-A-P06,Hdac2.2,C02,8.505367465
CR-pLMPd-A-P16,Smarcc2.1,B04,10.34288926
CR-pLMPd-A-P01,Aff4.3,F02,8.515699334
control screen 2,Klf2.1,E06,5.600789539
CR-pLMPd-A-P02,Bop1.4,G10,8.551068884
CR-pLMPd-A-P12,Phf19.3,F09,5.620953502
CR-pLMPd-A-P01,Ash2l.4,G10,8.569353667
CR-pLMPd-A-P21,Setd7.1,G04,10.41995579
CR-pLMPd-A-P01,Actl6b.1,B02,8.583247156
CR-pLMPd-A-P15,Setd8.1,B05,10.42639278
CR-pLMPd-A-P13,Prdm5.1,B03,5.641348881
CR-pLMPd-A-P13,Prdm12.2,C08,5.641891892
CR-pLMPd-A-P06,Hdac3.3,E09,8.613804906
CR-pLMPd-A-P06,Hdac3.2,C05,8.620689655
CR-pLMPd-A-P01,Actl6b.3,D10,8.639308855
CR-pLMPd-A-P03,Chd1l.2,D03,8.650793651
CR-pLMPd-A-P17,Supt16h.4,G03,10.49640015
CR-pLMPd-A-P09,Kdm5b.3,D10,5.675833821
CR-pLMPd-A-P05,Fbxo44.4,G05,8.670820353
CR-pLMPd-A-P09,Kdm5d.2,C08,5.67942785
CR-pLMPd-A-P05,Elp4.1,B09,8.692767087
CR-pLMPd-A-P05,Elp3.4,G07,8.701472557
CR-pLMPd-A-P03,Cbx6.4,G11,8.73015873
CR-pLMPd-A-P11,Ncoa3.1,C03,5.711519845
CR-pLMPd-A-P09,Men1.4,G05,5.723234624
CR-pLMPd-A-P01,Aff1.4,G04,8.768267223
CR-pLMPd-A-P01,Arid2.1,C03,8.775008775
CR-pLMPd-A-P05,Ehmt1.2,C08,8.778625954
CR-pLMPd-A-P15,Setd5.2,E02,10.660941
CR-pLMPd-A-P01,Ash2l.3,E11,8.849557522
CR-pLMPd-A-P05,Ercc5.1,C06,8.880903491
CR-pLMPd-A-P09,L3mbtl4.4,G09,5.804311774
CR-pLMPd-A-P05,Ehmt1.4,G08,8.936170213
CR-pLMPd-A-P02,Bop1.1,B09,8.942307692
CR-pLMPd-A-P03,Cbx4.4,G10,8.949416342
CR-pLMPd-A-P02,Brd2.1,B03,8.955223881
CR-pLMPd-A-P17,Smyd5.1,B10,10.82901554
CR-pLMPd-A-P13,Prdm4.2,E03,5.821917808
CR-pLMPd-A-P04,Dnmt1.4,G02,8.964316797
CR-pLMPd-A-P20,Hdac11.2,F10,10.87124133
CR-pLMPd-A-P01,Aff4.2,C08,9.014810045
CR-pLMPd-A-P01,Aff1.3,E08,9.07227063
CR-pLMPd-A-P07,Hdac9.1,B06,9.090909091
CR-pLMPd-A-P02,Brd2.2,C10,9.090909091
CR-pLMPd-A-P01,Asxl1.3,F09,9.090909091
CR-pLMPd-A-P15,Rpa3.1,B02,10.98204857
CR-pLMPd-A-P02,Bptf.1,C11,9.107468124
CR-pLMPd-A-P01,Ash2l.1,B09,9.124928037
CR-pLMPd-A-P05,Dub2a.2,C04,9.132420091
CR-pLMPd-A-P01,Ash1l.4,G07,9.165302782
CR-pLMPd-A-P01,Asxl1.1,C11,9.167054444
CR-pLMPd-A-P15,Setd5.3,F09,11.05398458
CR-pLMPd-A-P14,Prmt5.1,C03,5.94028932
CR-pLMPd-A-P17,Suv39h1.1,B05,11.09200344
CR-pLMPd-A-P18,Trim66.3,F08,11.10213969
CR-pLMPd-A-P10,Mll5.4,F10,5.955006617
CR-pLMPd-A-P06,Fbxw9.2,C04,9.240099893
CR-pLMPd-A-P05,Fbxl19.2,D03,9.263157895
CR-pLMPd-A-P04,Crebbp.2,E02,9.274193548
CR-pLMPd-A-P07,Ing3.1,B05,9.282422646
CR-pLMPd-A-P03,Carm1.3,F02,9.285714286
CR-pLMPd-A-P15,Setd1a.3,F06,11.2122023
CR-pLMPd-A-P03,Chaf1b.1,B08,9.323813524
CR-pLMPd-A-P12,Phf2.3,F08,6.006006006
CR-pLMPd-A-P02,Baz1a.4,E04,9.349766256
CR-pLMPd-A-P08,Kat2b.1,C03,6.027535259
CR-pLMPd-A-P14,Rnf217.1,C09,6.034482759
CR-pLMPd-A-P14,Prmt1.1,B02,6.035562234
CR-pLMPd-A-P11,Padi4.1,B04,6.067172264
CR-pLMPd-A-P01,Asxl3.4,G09,9.463276836
CR-pLMPd-A-P15,Scml2.4,G04,11.37523065
CR-pLMPd-A-P20,Phc3.1,B08,11.3836187
CR-pLMPd-A-P18,Trim24.2,E07,11.42993783
CR-pLMPd-A-P02,Bop1.3,E11,9.534368071
CR-pLMPd-A-P15,Setd1a.2,D06,11.45218418
CR-pLMPd-A-P05,Ehmt2.4,F10,9.56284153
CR-pLMPd-A-P09,Men1.3,F03,6.121281465
CR-pLMPd-A-P01,Atr.4,F11,9.579439252
CR-pLMPd-A-P12,Phf20.3,D04,6.129597198
control screen 1,mll2.1,C02,9.594822735
CR-pLMPd-A-P05,Epc1.2,C10,9.617612978
CR-pLMPd-A-P20,Padi2.1,B03,11.53281097
control screen 3,Whsc1.3,B08,11.57548126
CR-pLMPd-A-P19,Cbx2.1,D08,11.61330822
CR-pLMPd-A-P08,Kdm1b.4,G03,6.194225722
CR-pLMPd-A-P19,Wdr5.2,D02,11.63556531
CR-pLMPd-A-P10,Myst2.1,B08,6.204081633
CR-pLMPd-A-P06,Hdac3.4,F11,9.76744186
CR-pLMPd-A-P12,Phf2.2,E03,6.221198157
CR-pLMPd-A-P03,Carm1.4,G08,9.773123909
control screen 3,Wdr82.4,G09,11.69944528
CR-pLMPd-A-P02,Baz2a.3,F02,9.803921569
CR-pLMPd-A-P10,Myst4.2,D03,6.25
CR-pLMPd-A-P08,Kdm3b.1,C06,6.25
CR-pLMPd-A-P01,Aurkb.4,G05,9.848484848
control screen 2,Whsc1.2,B07,6.266846361
CR-pLMPd-A-P01,Asxl3.3,D04,9.89729225
CR-pLMPd-A-P13,Prdm4.3,F08,6.290531777
CR-pLMPd-A-P10,Mta1.1,C11,6.297613002
CR-pLMPd-A-P18,Tdg.4,E04,11.88118812
CR-pLMPd-A-P11,Nap1l3.1,B10,6.329113924
CR-pLMPd-A-P10,Mll1.4,E04,6.354668502
CR-pLMPd-A-P15,Setd4.2,D09,12.01501877
CR-pLMPd-A-P14,Prmt1.2,C04,6.393775372
control screen 3,Wdr82.2,G07,12.14215202
CR-pLMPd-A-P14,Prmt1.3,D10,6.445783133
CR-pLMPd-A-P10,Mll3.1,B06,6.451612903
CR-pLMPd-A-P13,Prkcd.4,G05,6.459627329
CR-pLMPd-A-P20,Phf10.1,F07,12.20735786
CR-pLMPd-A-P17,Ssrp1.4,G10,12.23362273
CR-pLMPd-A-P05,Ezh2.4,F11,10.28
control screen 3,Wdr82.3,G08,12.24097415
CR-pLMPd-A-P16,Sirt5.3,F06,12.31212024
CR-pLMPd-A-P14,Rbbp4.2,C10,6.50994575
CR-pLMPd-A-P10,Mll1.1,B02,6.516963632
control screen 3,Wdr82.1,G06,12.36893549
CR-pLMPd-A-P14,Rnf217.3,D07,6.539351852
CR-pLMPd-A-P18,Uhrf1.4,F07,12.41291957
CR-pLMPd-A-P21,Satb1.3,B02,12.41351241
CR-pLMPd-A-P14,Prmt3.2,C08,6.557377049
CR-pLMPd-A-P03,Cbx3.4,G07,10.45655376
CR-pLMPd-A-P03,Brwd3.1,B10,10.50632911
CR-pLMPd-A-P01,Aff1.1,B10,10.51972448
CR-pLMPd-A-P12,Phf1.2,D09,6.594885599
CR-pLMPd-A-P02,Brd3.4,F04,10.52631579
CR-pLMPd-A-P18,Ube2e1.1,B04,12.54125413
CR-pLMPd-A-P14,Rnf217.2,D03,6.639523959
CR-pLMPd-A-P11,Pbrm1.4,G06,6.640106242
CR-pLMPd-A-P10,Myst2.2,C02,6.675703151
CR-pLMPd-A-P06,Hdac10.1,C06,10.68931069
CR-pLMPd-A-P18,Uhrf1.3,E05,12.70758123
CR-pLMPd-A-P05,Elp4.3,E11,10.72164948
control screen 1,Whsc1.1,B06,10.72239891
CR-pLMPd-A-P03,Brwd1.3,D10,10.73762838
CR-pLMPd-A-P19,Wdr5.4,G04,12.75440977
CR-pLMPd-A-P11,Ncor1.3,F05,6.719924812
CR-pLMPd-A-P08,Kat2a.2,C08,6.734177215
CR-pLMPd-A-P02,Baz1a.2,C04,10.82352941
CR-pLMPd-A-P11,Ncor2.1,B09,6.756756757
CR-pLMPd-A-P15,Setmar.3,E10,12.85433071
CR-pLMPd-A-P05,Fbxl19.1,C09,10.86042065
CR-pLMPd-A-P18,Ube2e1.4,F04,12.86425018
CR-pLMPd-A-P15,Sin3b.4,G05,12.86443749
CR-pLMPd-A-P14,Prmt6.3,F05,6.783919598
CR-pLMPd-A-P09,L3mbtl3.4,G11,6.788990826
CR-pLMPd-A-P15,Setd2.4,G07,12.92979943
CR-pLMPd-A-P03,Cbx6.1,B05,10.95890411
CR-pLMPd-A-P16,Smyd2.3,D07,13.02083333
CR-pLMPd-A-P03,Chaf1b.2,C02,11.01694915
control screen 3,Whsc1.1,B06,13.0345031
CR-pLMPd-A-P09,Mbd2.4,G02,6.848582129
CR-pLMPd-A-P03,Cbx5.1,C11,11.05651106
CR-pLMPd-A-P12,Phf19.1,C11,6.876061121
CR-pLMPd-A-P20,Phf10.3,C05,13.12462372
CR-pLMPd-A-P01,Atm.2,C02,11.12956811
CR-pLMPd-A-P13,Prdm14.2,E07,6.903353057
CR-pLMPd-A-P14,Prmt6.1,D05,6.909937888
CR-pLMPd-A-P02,Baz1a.3,D10,11.19894598
CR-pLMPd-A-P14,Rnf217.4,G06,6.933457422
CR-pLMPd-A-P18,Ube2e1.3,E06,13.2396282
CR-pLMPd-A-P15,Setd5.4,G03,13.24606371
CR-pLMPd-A-P12,Pcmt1.4,F10,6.968902211
control screen 1,mll2.2,C03,11.28696377
CR-pLMPd-A-P03,Cbx7.2,C10,11.29943503
CR-pLMPd-A-P19,Whsc1.1,C03,13.33333333
CR-pLMPd-A-P07,Hdac7.1,B02,11.32561133
control screen 2,Ncor1.3,D04,6.996935649
CR-pLMPd-A-P15,Setd8.3,F08,13.40057637
CR-pLMPd-A-P01,Asxl1.4,G03,11.37349398
CR-pLMPd-A-P14,Rbbp4.1,B03,7.021276596
CR-pLMPd-A-P01,Arid2.4,F10,11.38888889
CR-pLMPd-A-P01,Arid2.2,D06,11.43478261
control screen 3,Ncor1.1,D02,13.47789116
CR-pLMPd-A-P03,Cbx4.3,E11,11.46245059
CR-pLMPd-A-P03,Cbx6.3,F08,11.50442478
control screen 2,Sp140.3,F08,7.152542373
CR-pLMPd-A-P12,Ppargc1a.1,C09,7.16934487
CR-pLMPd-A-P09,Mbd3.4,F07,7.188841202
control screen 2,shCd4.4+pMig,E11,7.191316147
CR-pLMPd-A-P17,Suv39h1.4,G11,13.79797504
CR-pLMPd-A-P18,Usp22.3,E09,13.82411726
CR-pLMPd-A-P05,Epc1.4,G09,11.83127572
CR-pLMPd-A-P17,Smyd4.3,D10,13.92434988
CR-pLMPd-A-P01,Atm.4,F07,11.86440678
CR-pLMPd-A-P10,Mll2.1,B10,7.287191726
CR-pLMPd-A-P14,Ring1.4,F07,7.29317852
CR-pLMPd-A-P17,Smyd4.1,B02,14.04440154
CR-pLMPd-A-P18,Tet2.3,F02,14.07379937
CR-pLMPd-A-P14,Psip1.2,E03,7.392887146
CR-pLMPd-A-P11,Ncoa3.2,D06,7.42280285
CR-pLMPd-A-P15,Setd1a.4,F10,14.30615165
CR-pLMPd-A-P17,Supt16h.1,C11,14.32160804
CR-pLMPd-A-P11,Nap1l2.1,B02,7.465940054
CR-pLMPd-A-P01,Aff1.2,D02,12.28733459
control screen 1,Bptf.3,B04,12.34782609
CR-pLMPd-A-P17,Suz12.4,F07,14.4820296
CR-pLMPd-A-P11,Nap1l3.2,D02,7.524115756
CR-pLMPd-A-P18,Tet1.1,B10,14.54429978
CR-pLMPd-A-P06,Fbxw9.1,B02,12.44598099
CR-pLMPd-A-P14,Rnf20.1,B11,7.578558226
control screen 2,Whsc1.4,B09,7.618369527
CR-pLMPd-A-P01,Aurkb.2,D11,12.71929825
CR-pLMPd-A-P09,Mbd1.4,F04,7.695456406
CR-pLMPd-A-P15,Scml4.4,G08,14.89361702
CR-pLMPd-A-P18,Usp22.4,F11,14.92168178
CR-pLMPd-A-P14,Rnf40.3,F03,7.750060547
CR-pLMPd-A-P12,Pcmt1.3,F06,7.799245994
control screen 2,Ncor1.1,D02,7.808716707
CR-pLMPd-A-P09,Kdm5c.4,G04,7.814336075
CR-pLMPd-A-P10,Mll2.2,D02,7.854183927
CR-pLMPd-A-P14,Rnf40.1,B07,7.866323907
CR-pLMPd-A-P01,Atr.1,B11,13.09707242
CR-pLMPd-A-P14,Ring1.3,E05,7.882082375
CR-pLMPd-A-P02,Brd8.2,C02,13.1294964
CR-pLMPd-A-P18,Trim24.1,D05,15.38461538
CR-pLMPd-A-P14,Rbbp7.1,C06,7.98146241
CR-pLMPd-A-P18,Ube2i.2,D08,15.6779661
CR-pLMPd-A-P14,Prmt3.3,F02,8.070041873
CR-pLMPd-A-P04,Ctsl.4,G11,13.80897583
CR-pLMPd-A-P14,Ring1.1,B08,8.23015295
CR-pLMPd-A-P04,Dmap1.2,C07,13.90581717
control screen 2,shCd4.4+Runx3,E10,8.272506083
CR-pLMPd-A-P08,Kdm2b.2,C10,8.30246241
CR-pLMPd-A-P06,Hdac3.1,B11,14.01098901
CR-pLMPd-A-P07,Jmjd1c.3,D07,14.28571429
control screen 3,mll2.1,C02,16.52628892
CR-pLMPd-A-P12,Pcgf6.2,C08,8.513853904
CR-pLMPd-A-P17,Sp110.4,F10,16.66666667
CR-pLMPd-A-P01,Atrx.2,D03,14.42622951
CR-pLMPd-A-P13,Prdm6.3,E06,8.544652701
CR-pLMPd-A-P02,Bptf.3,F09,14.56380678
CR-pLMPd-A-P10,Mll1.3,D10,8.648648649
CR-pLMPd-A-P17,Supt16h.2,E02,17.05020921
CR-pLMPd-A-P18,Uhrf1.2,C02,17.13911906
CR-pLMPd-A-P12,Phf19.4,G03,8.771929825
control screen 2,mll2.1,C02,8.809891808
CR-pLMPd-A-P04,Cxxc1.2,C10,15
CR-pLMPd-A-P16,Smarcd3.1,B08,17.34408936
CR-pLMPd-A-P12,Phf1.4,G10,8.85032538
CR-pLMPd-A-P15,Setdb1.4,G09,17.749658
CR-pLMPd-A-P12,Phip.4,F07,9.039548023
CR-pLMPd-A-P14,Rnf20.3,E09,9.071351739
CR-pLMPd-A-P15,Scml2.2,D02,18.02143814
CR-pLMPd-A-P02,Baz1b.1,B10,15.78467153
CR-pLMPd-A-P02,Brpf3.1,B07,15.90697674
CR-pLMPd-A-P09,Mbd2.2,D08,9.350434423
CR-pLMPd-A-P12,Phf2.1,B05,9.382518043
control screen 3,mll2.2,C03,18.54267083
CR-pLMPd-A-P08,Kdm1a.2,D09,9.405306496
CR-pLMPd-A-P15,Sfmbt2.4,F11,19.14893617
control screen 2,Whsc1.3,B08,10.11426153
CR-pLMPd-A-P18,Ube2i.1,C06,20.24
control screen 2,Whsc1.1,B06,10.18691589
CR-pLMPd-A-P17,Ssrp1.2,D09,20.31948882
CR-pLMPd-A-P12,Prdm1.1,B07,10.46815351
CR-pLMPd-A-P14,Prmt2.4,G04,10.50554871
CR-pLMPd-A-P15,Rpa3.3,D10,21.23893805
CR-pLMPd-A-P12,Phc1.3,F05,10.68249258
CR-pLMPd-A-P10,Mll2.4,G04,10.68859198
control screen 1,mll2.4,C05,18.83067578
CR-pLMPd-A-P10,Myst3.4,F11,10.96084633
CR-pLMPd-A-P02,Baz1a.1,B02,19.61538462
CR-pLMPd-A-P08,Kat2a.4,G08,11.11111111
CR-pLMPd-A-P05,Ep300.1,C11,20
CR-pLMPd-A-P05,Elp3.3,F05,20
CR-pLMPd-A-P11,Ncor2.3,E11,11.44578313
control screen 2,mll2.2,C03,11.50817686
control screen 3,mll2.4,C05,23.19831668
CR-pLMPd-A-P05,Ep400.4,G11,20.70145423
CR-pLMPd-A-P17,Ssrp1.3,E11,23.72881356
CR-pLMPd-A-P15,Sin3a.4,G06,23.85643913
CR-pLMPd-A-P21,Smarcc1.3,E07,25
CR-pLMPd-A-P09,Mbd2.3,E10,12.4775045
CR-pLMPd-A-P12,Pcgf2.1,B02,12.5
CR-pLMPd-A-P11,Ncor1.2,E07,12.5
control screen 2,mll2.4,C05,13.01411909
CR-pLMPd-A-P18,Uhrf1.1,B08,26.92012289
CR-pLMPd-A-P15,Setd8.4,G11,27.8677686
control screen 2,Ncor1.2,D03,14.28571429
CR-pLMPd-A-P08,Kdm4a.2,C02,14.62747779
CR-pLMPd-A-P16,Sirt7.3,E11,31.25
CR-pLMPd-A-P07,Jmjd1c.1,C09,30
CR-pLMPd-A-P15,Setd4.4,G10,34.61946903
CR-pLMPd-A-P18,Ube2i.3,E10,50
CR-pLMPd-A-P06,Fkbp1a.2,D02,50
CR-pLMPd-A-P02,Brd9.1,B11,50
CR-pLMPd-A-P14,Psip1.4,G11,NaN
