plate,shRNA,Well,Percentage
CR-pLMPd-A-P04,Chd3.3,D10,3.368623677
CR-pLMPd-A-P16,Sirt4.2,C08,4.858718125
control screen 1,Wdr82.2,G07,3.384768542
CR-pLMPd-A-P07,Jhdm1d.2,C05,3.38770389
CR-pLMPd-A-P05,Epc2.4,F04,3.389385181
CR-pLMPd-A-P19,Arid1b.1,B03,4.866888519
CR-pLMPd-A-P06,Gadd45a.4,G08,3.39673913
control screen 1,Runx3.3,F04,3.404255319
CR-pLMPd-A-P20,Hdac11.3,D05,4.891504229
CR-pLMPd-A-P08,Kdm4d.4,G06,3.07314075
control screen 1,Smarca4.1,E02,3.418803419
CR-pLMPd-A-P18,Tet3.1,C03,4.901315789
CR-pLMPd-A-P14,Prmt8.4,G03,3.076283517
CR-pLMPd-A-P06,Fkbp1a.4,G04,3.424657534
CR-pLMPd-A-P05,Fbxo44.3,F03,3.433476395
CR-pLMPd-A-P17,Smyd4.4,E04,4.918949134
CR-pLMPd-A-P07,Hells.2,D06,3.450920245
CR-pLMPd-A-P13,Prdm5.2,C10,3.092783505
CR-pLMPd-A-P10,Mtf2.2,C07,3.095164767
control screen 3,Runx3.1,F02,4.94687915
CR-pLMPd-A-P17,Sp110.2,D06,4.958677686
CR-pLMPd-A-P17,Taf1.4,F11,4.959568733
CR-pLMPd-A-P21,Smarcc1.1,F10,4.964075767
CR-pLMPd-A-P20,Phc3.3,E05,4.980988593
CR-pLMPd-A-P12,Phf8.2,D08,3.116147309
CR-pLMPd-A-P21,Smyd1.2,E11,4.993065187
CR-pLMPd-A-P12,Pcgf5.2,D02,3.120759837
CR-pLMPd-A-P06,Gtf2f1.2,D09,3.516174402
CR-pLMPd-A-P04,Dnmt3b.2,C05,3.517241379
CR-pLMPd-A-P15,Setdb2.4,F04,5.011700468
control screen 3,Bptf.2,B03,5.015197568
CR-pLMPd-A-P20,Padi2.2,C10,5.021302495
CR-pLMPd-A-P04,Chd9.4,G10,3.552077062
control screen 3,Ncor1.4,D05,5.045408678
CR-pLMPd-A-P06,Gtf2f1.4,G10,3.560528993
CR-pLMPd-A-P03,Cbx1.4,F10,3.571428571
CR-pLMPd-A-P17,Smyd5.4,G04,5.066225166
CR-pLMPd-A-P17,Sp140.1,D05,5.08174989
CR-pLMPd-A-P18,Tdg.1,B02,5.098684211
CR-pLMPd-A-P16,Smarcd1.1,C06,5.106382979
CR-pLMPd-A-P16,Smyd2.1,C09,5.117707267
CR-pLMPd-A-P20,Parp2.3,D08,5.124271249
CR-pLMPd-A-P10,Myst2.3,E05,3.179824561
control screen 3,shCd4.1+pMig,B11,5.133470226
CR-pLMPd-A-P16,Smarca5.3,D04,5.135350318
CR-pLMPd-A-P10,Morf4l1.4,G07,3.185167578
CR-pLMPd-A-P13,Prkcd.3,F03,3.187396959
CR-pLMPd-A-P06,Hdac10.3,E10,3.64806867
CR-pLMPd-A-P10,Mta2.1,B05,3.187875621
CR-pLMPd-A-P13,Prdm4.4,G11,3.190810466
CR-pLMPd-A-P07,Hells.1,C03,3.659506762
CR-pLMPd-A-P16,Smarce1.1,B11,5.19434629
CR-pLMPd-A-P03,Cbx5.3,F09,3.703703704
control screen 1,Brd8.1,C06,3.707865169
CR-pLMPd-A-P02,Brd4.4,G02,3.720930233
CR-pLMPd-A-P06,Hdac1.2,C07,3.723404255
CR-pLMPd-A-P14,Ring1.2,C02,3.225806452
CR-pLMPd-A-P04,Crebbp.4,G03,3.72983871
CR-pLMPd-A-P16,Smarcd1.3,E10,5.233002292
CR-pLMPd-A-P14,Psip1.3,F08,3.230543319
CR-pLMPd-A-P10,Nap1l1.4,G05,3.238207896
CR-pLMPd-A-P11,Padi1.4,G09,3.244997296
CR-pLMPd-A-P08,Kdm2b.3,D04,3.255618568
CR-pLMPd-A-P16,Sirt4.3,F02,5.294888598
CR-pLMPd-A-P02,Baz2b.3,F06,3.794642857
CR-pLMPd-A-P12,Phf20l1.3,E06,3.266832918
CR-pLMPd-A-P19,Brd7.2,B04,5.316200554
CR-pLMPd-A-P20,Kdm4b.1,F09,5.31952874
CR-pLMPd-A-P07,Hells.3,F06,3.830083565
CR-pLMPd-A-P07,Ing2.1,C11,3.833470734
CR-pLMPd-A-P13,Prdm15.3,E11,3.279386712
CR-pLMPd-A-P06,Gadd45a.2,C08,3.838582677
CR-pLMPd-A-P10,Myst4.4,G06,3.283530229
CR-pLMPd-A-P10,Nap1l1.1,B07,3.291501541
CR-pLMPd-A-P09,L3mbtl3.2,E03,3.291984733
control screen 3,Runx3.2,F03,5.372570194
CR-pLMPd-A-P16,Sirt7.2,D09,5.374656728
CR-pLMPd-A-P06,Gtf2f1.3,E11,3.874813711
CR-pLMPd-A-P05,Ep400.2,E03,3.875968992
CR-pLMPd-A-P11,Nap1l3.3,E08,3.300970874
CR-pLMPd-A-P15,Sfmbt2.3,E09,5.388272583
CR-pLMPd-A-P11,Pcgf1.2,D11,3.311258278
CR-pLMPd-A-P07,Ino80.4,G02,3.90070922
CR-pLMPd-A-P06,Hdac1.1,B04,3.90324354
CR-pLMPd-A-P01,Asxl2.1,B05,3.904282116
CR-pLMPd-A-P19,Wbp7.3,D10,5.41958042
CR-pLMPd-A-P05,Ehmt2.2,D06,3.917525773
CR-pLMPd-A-P02,Brd9.2,C05,3.923541247
CR-pLMPd-A-P10,Msl3.2,D09,3.328509407
CR-pLMPd-A-P07,Ing4.2,C10,3.933518006
CR-pLMPd-A-P21,Scmh1.3,E04,5.447897623
CR-pLMPd-A-P11,Padi6.1,C06,3.331112592
CR-pLMPd-A-P09,Men1.2,D11,3.333333333
CR-pLMPd-A-P19,Wdr82.4,G08,5.471421593
CR-pLMPd-A-P08,Kdm1b.2,E02,3.342696629
control screen 2,Ncor1.4,D05,3.343598768
CR-pLMPd-A-P19,Zmynd8.4,G03,5.488297014
CR-pLMPd-A-P01,Atrx.4,G06,3.972125436
CR-pLMPd-A-P21,Smarcc1.2,D05,5.490296221
CR-pLMPd-A-P13,Prdm6.4,F04,3.349709692
control screen 2,Bptf.4,B05,3.354540197
CR-pLMPd-A-P15,Setd5.1,C11,5.507706256
CR-pLMPd-A-P06,Gtf3c4.4,G03,3.995229577
control screen 1,Cxxcl.1,D06,4.012036108
CR-pLMPd-A-P12,Phip.3,E05,3.368712506
CR-pLMPd-A-P17,Suv39h2.2,C10,5.53390491
CR-pLMPd-A-P21,Smyd1.1,D09,5.535714286
CR-pLMPd-A-P03,Chaf1b.4,F07,4.016913319
CR-pLMPd-A-P16,Smarcd3.3,E05,5.540897098
control screen 3,Ncor1.2,D03,5.555555556
CR-pLMPd-A-P12,Phip.1,B08,3.385548257
CR-pLMPd-A-P11,Pcgf1.1,B07,3.386531724
CR-pLMPd-A-P07,Hdac9.3,F02,4.050144648
control screen 1,Smarce1.4,G05,4.057480981
CR-pLMPd-A-P10,Mta2.2,E03,3.395425607
CR-pLMPd-A-P14,Rbbp5.1,B04,3.395585739
CR-pLMPd-A-P14,Rnf20.2,C05,3.3984375
CR-pLMPd-A-P17,Suz12.3,E05,5.597964377
CR-pLMPd-A-P20,Phf17.1,E09,5.602037104
CR-pLMPd-A-P18,Ube2b.2,C10,5.603788477
CR-pLMPd-A-P06,Hat1.3,F08,4.092837534
CR-pLMPd-A-P06,Gtf2b.1,D05,4.09694172
CR-pLMPd-A-P21,Setd3.3,E08,5.623031939
CR-pLMPd-A-P21,Smarcd2.2,G07,5.624142661
CR-pLMPd-A-P19,Zmynd11.4,G10,5.630791162
CR-pLMPd-A-P03,Cbx3.2,E07,4.106280193
CR-pLMPd-A-P06,Hdac1.3,E06,4.108108108
CR-pLMPd-A-P17,Tcea1.4,G05,5.64117476
CR-pLMPd-A-P12,Ppargc1a.3,D07,3.422370618
CR-pLMPd-A-P10,Myst4.3,D07,3.423031262
control screen 3,Sp140.2,F07,5.652078293
CR-pLMPd-A-P08,Kdm3a.1,B04,3.42377261
CR-pLMPd-A-P10,Mll5.1,C03,3.432539683
CR-pLMPd-A-P01,Asxl2.4,G11,4.14507772
CR-pLMPd-A-P05,Epc1.1,B03,4.145854146
CR-pLMPd-A-P06,Hat1.4,G11,4.156479218
CR-pLMPd-A-P20,H2afz.2,C03,5.69218016
CR-pLMPd-A-P08,Kat2b.2,D06,3.442428353
CR-pLMPd-A-P07,Jmjd4.3,F03,4.168090195
CR-pLMPd-A-P19,Wdr82.3,F02,5.715730905
CR-pLMPd-A-P03,Chaf1a.1,C06,4.187192118
CR-pLMPd-A-P06,Hdac1.4,F04,4.189435337
CR-pLMPd-A-P06,Hdac2.4,F07,4.198800343
CR-pLMPd-A-P08,Kdm2b.4,G09,3.460933403
CR-pLMPd-A-P11,Nsd1.1,C11,3.464499572
CR-pLMPd-A-P04,Cxxc1.3,D04,4.214963119
