plate,shRNA,Well,GeoMean
CR-pLMPd-A-P05,Ehmt1.1,B06,489.719083
CR-pLMPd-A-P05,Epc2.1,B04,491.7967736
control screen 3,Smarce1.2,G03,450.2436258
CR-pLMPd-A-P08,Kdm1b.4,G03,712.1544136
CR-pLMPd-A-P05,Eed.1,B10,493.6027391
CR-pLMPd-A-P21,Smyd1.3,G10,451.9612635
control screen 2,Smarce1.4,G05,714.6887808
CR-pLMPd-A-P14,Prmt7.2,D09,716.6981734
control screen 3,mll2.4,C05,456.4291505
CR-pLMPd-A-P09,Kdm5d.4,G08,720.5057843
CR-pLMPd-A-P11,Nap1l3.4,G04,721.7314233
CR-pLMPd-A-P12,Phf1.1,B09,722.6426146
CR-pLMPd-A-P09,Kdm5b.1,B02,727.0556704
CR-pLMPd-A-P10,Mll2.2,D02,734.1203895
CR-pLMPd-A-P16,Sirt4.4,G08,470.5802739
CR-pLMPd-A-P04,Cxxc1.2,C10,515.489819
CR-pLMPd-A-P02,Brd3.1,B04,519.0594268
CR-pLMPd-A-P01,Actl6b.1,B02,520.0085444
control screen 1,Runx3.1,F02,521.2665188
control screen 2,Sp140.2,F07,749.9788525
CR-pLMPd-A-P17,Sp100.2,C08,479.2777264
CR-pLMPd-A-P12,Phf20.2,C10,755.3711222
control screen 1,shCd4.3+Runx3,D10,526.6089703
control screen 3,shCd4.3+pMig,D11,482.5734756
CR-pLMPd-A-P18,Ube2b.1,B03,485.2296571
control screen 2,Bptf.4,B05,761.1814945
CR-pLMPd-A-P16,Sirt6.1,D05,487.5757798
control screen 1,Brd8.3,C08,532.9538379
CR-pLMPd-A-P16,Smarca5.3,D04,488.6939436
CR-pLMPd-A-P08,Kat2b.3,F06,766.025727
CR-pLMPd-A-P18,Trim66.4,G11,491.1237932
control screen 2,Ncor1.4,D05,770.0923295
CR-pLMPd-A-P20,Padi2.2,C10,492.9169284
CR-pLMPd-A-P05,Dub2a.1,B02,537.9128686
CR-pLMPd-A-P05,Ep300.2,E02,538.704703
control screen 2,mll2.4,C05,774.3303697
CR-pLMPd-A-P01,Asxl1.4,G03,541.2303351
CR-pLMPd-A-P11,Parp1.1,B08,775.8727663
CR-pLMPd-A-P01,Aurkb.1,B07,541.6532831
CR-pLMPd-A-P16,Sirt6.3,F05,498.5526644
CR-pLMPd-A-P05,Fbxo44.3,F03,544.4656212
CR-pLMPd-A-P06,Hdac6.4,G05,545.4493696
control screen 1,Cxxcl.3,D08,546.5535217
CR-pLMPd-A-P10,Mta3.2,C10,784.4987612
CR-pLMPd-A-P10,Mll3.4,G08,784.7572852
CR-pLMPd-A-P02,Brd8.3,E05,549.1816625
CR-pLMPd-A-P01,Asxl1.2,E02,549.7621905
control screen 2,Wdr82.4,G09,788.1477777
control screen 2,Brd8.4,C09,788.6910743
CR-pLMPd-A-P06,Gtf3c4.1,C11,552.1374456
CR-pLMPd-A-P10,Myst1.1,C06,795.3490144
CR-pLMPd-A-P09,L3mbtl1.4,G10,796.3188945
CR-pLMPd-A-P06,Hcfc1.3,D04,557.3585696
CR-pLMPd-A-P15,Scml2.4,G04,513.9545079
control screen 1,shCd4.1+pMig,B11,562.5472141
CR-pLMPd-A-P02,Brd2.1,B03,562.5545847
control screen 3,shCd4.2+pMig,C11,516.4585095
CR-pLMPd-A-P08,Kdm4d.2,D03,804.781137
CR-pLMPd-A-P02,Brd2.4,G09,564.0381098
CR-pLMPd-A-P14,Rnf40.3,F03,808.5022655
control screen 1,Runx3.2,F03,566.868104
CR-pLMPd-A-P11,Ncoa3.3,F06,809.1393539
control screen 2,mll2.3,C04,809.2332871
control screen 1,shCd4.4+pMig,E11,567.9283736
control screen 1,mll2.4,C05,568.0974356
CR-pLMPd-A-P04,Chd3.1,B02,569.4109149
CR-pLMPd-A-P04,Crebbp.4,G03,569.8826012
CR-pLMPd-A-P16,Smyd3.1,B07,524.7358153
CR-pLMPd-A-P19,Arid1a.2,G11,524.7546361
CR-pLMPd-A-P04,Crebbp.2,E02,574.5010525
CR-pLMPd-A-P05,Ezh2.1,B11,575.7968233
CR-pLMPd-A-P08,Jmjd5.1,B02,822.0802374
CR-pLMPd-A-P10,Nap1l1.1,B07,822.7087506
control screen 3,shCd4.3+Runx3,D10,531.183125
CR-pLMPd-A-P21,Smarcd2.3,B09,532.1648172
CR-pLMPd-A-P12,Phip.1,B08,825.4806013
CR-pLMPd-A-P10,Morf4l1.2,E07,826.1382615
CR-pLMPd-A-P01,Aff1.4,G04,580.4740932
CR-pLMPd-A-P08,Kat2a.3,F02,828.9471265
CR-pLMPd-A-P15,Sfmbt2.3,E09,534.810861
control screen 2,Sp140.1,F06,830.7125422
CR-pLMPd-A-P20,Satb1.2,G05,536.4008104
CR-pLMPd-A-P20,Hdac5.1,E07,536.4785101
CR-pLMPd-A-P10,Myst2.4,F07,831.7179975
CR-pLMPd-A-P08,Kdm4a.4,F07,831.7294663
CR-pLMPd-A-P13,Prdm10.3,D10,832.8400216
CR-pLMPd-A-P03,Chd2.1,B07,585.0798532
control screen 3,Runx3.2,F03,539.5633344
CR-pLMPd-A-P16,Smyd2.4,G06,540.9218454
control screen 2,shCd4.4+Runx3,E10,837.773852
CR-pLMPd-A-P07,Hira.2,E07,590.0219203
control screen 1,Bptf.1,B02,591.59813
CR-pLMPd-A-P02,Baz2a.2,C08,591.7417948
CR-pLMPd-A-P07,Ing5.2,C07,591.9110645
control screen 2,Bptf.1,B02,842.4778595
CR-pLMPd-A-P15,Sfmbt1.1,B08,544.964538
CR-pLMPd-A-P14,Rbbp5.3,E06,843.9674932
CR-pLMPd-A-P09,Mecom.3,D07,845.87161
CR-pLMPd-A-P15,Scml4.2,C08,548.2174266
CR-pLMPd-A-P08,Kdm4d.4,G06,851.5842427
CR-pLMPd-A-P14,Rnf20.1,B11,853.499727
control screen 2,Ncor1.1,D02,855.1192823
CR-pLMPd-A-P05,Elp4.1,B09,601.9443512
CR-pLMPd-A-P09,Mecom.1,C09,855.4022881
control screen 2,Klf2.4,E09,855.4417176
CR-pLMPd-A-P21,Sirt2,C08,554.8566279
CR-pLMPd-A-P09,L3mbtl4.3,D04,857.9256833
CR-pLMPd-A-P02,Baz2a.1,B06,604.5117557
control screen 2,Smarca4.3,E04,858.5676981
CR-pLMPd-A-P07,Ing5.4,F04,604.7643233
CR-pLMPd-A-P17,Sp110.1,C03,556.2539815
CR-pLMPd-A-P18,Trim33.4,G03,556.8363587
control screen 1,Cxxcl.1,D06,607.4719834
CR-pLMPd-A-P17,Taf1.2,C05,559.3577306
CR-pLMPd-A-P20,Mecp2.3,G11,559.3911707
CR-pLMPd-A-P12,Pcgf6.1,B06,863.8324809
control screen 1,shCd4.4+Runx3,E10,609.110644
CR-pLMPd-A-P18,Usp27x.4,G06,560.969925
CR-pLMPd-A-P05,Ezh2.3,E09,610.5753738
control screen 1,Cxxcl.4,D09,610.8436341
control screen 1,Ncor1.4,D05,610.8761931
CR-pLMPd-A-P18,Trim66.1,B05,562.6324619
CR-pLMPd-A-P01,Aff4.3,F02,613.200066
control screen 1,Sp140.3,F08,613.7447054
control screen 2,shCd4.1+Runx3,B10,871.6552486
CR-pLMPd-A-P02,Brd2.3,D04,615.616576
CR-pLMPd-A-P09,Kdm6a.3,F06,875.8532057
CR-pLMPd-A-P13,Prdm2.1,C11,875.8632507
CR-pLMPd-A-P12,Phf20.4,G09,876.4084084
CR-pLMPd-A-P02,Brd3.3,E06,618.1899475
CR-pLMPd-A-P17,Supt16h.4,G03,569.2519557
CR-pLMPd-A-P05,Fbxo44.2,D11,619.3677062
CR-pLMPd-A-P12,Ppargc1a.4,G06,878.1512593
CR-pLMPd-A-P08,Kdm1a.1,B09,879.3276012
CR-pLMPd-A-P14,Rnf40.4,G05,880.7338628
CR-pLMPd-A-P01,Asxl2.4,G11,623.7368572
CR-pLMPd-A-P21,Smarca2.3,C03,574.5464812
CR-pLMPd-A-P02,Brd1.1,B05,624.2020058
CR-pLMPd-A-P16,Smarce1.4,F11,575.0106316
CR-pLMPd-A-P08,Kdm1b.2,E02,885.0871191
CR-pLMPd-A-P02,Bmi1.4,G07,625.1649773
CR-pLMPd-A-P01,Actl6b.4,E04,625.1959645
CR-pLMPd-A-P16,Smarce1.2,C05,576.5036833
control screen 2,Smarca4.1,E02,887.1309767
CR-pLMPd-A-P06,Gadd45b.2,D06,627.1026821
CR-pLMPd-A-P04,Cxxc1.4,G09,628.0783094
CR-pLMPd-A-P10,Msl3.4,G10,891.7365691
CR-pLMPd-A-P17,Smyd4.2,C04,580.058014
control screen 3,Bptf.4,B05,582.2033999
CR-pLMPd-A-P05,Ercc5.3,E10,632.3264131
CR-pLMPd-A-P09,L3mbtl4.1,B03,895.6325099
CR-pLMPd-A-P09,Mbd4.1,B11,896.3987201
control screen 3,Ncor1.1,D02,583.2934817
CR-pLMPd-A-P05,Ezh1.4,F07,633.9174859
CR-pLMPd-A-P12,Phf20l1.1,B04,897.7049551
CR-pLMPd-A-P17,Taf1.3,E09,584.4408552
CR-pLMPd-A-P15,Setd8.1,B05,585.3211391
CR-pLMPd-A-P19,Brdt.2,F04,585.4358479
CR-pLMPd-A-P12,Pcgf2.3,D10,900.4102461
CR-pLMPd-A-P05,Ehmt2.3,F06,636.4685217
CR-pLMPd-A-P16,Smyd2.1,C09,586.3571766
control screen 1,Wdr82.4,G09,636.6844271
CR-pLMPd-A-P06,Hdac4.3,D07,637.2991067
control screen 1,Klf2.1,E06,638.616559
CR-pLMPd-A-P16,Sirt7.2,D09,588.7807241
CR-pLMPd-A-P08,Kat2b.2,D06,904.3622153
CR-pLMPd-A-P13,Prdm13.3,F06,905.1930137
CR-pLMPd-A-P14,Prmt1.1,B02,905.6879741
CR-pLMPd-A-P11,Padi1.3,D04,907.1350804
CR-pLMPd-A-P08,Kdm2a.3,F08,907.7062291
control screen 1,mll2.3,C04,642.5930975
CR-pLMPd-A-P02,Bptf.1,C11,642.6271482
CR-pLMPd-A-P15,Setd5.2,E02,592.205382
CR-pLMPd-A-P05,Dub2a.4,E04,643.6758499
control screen 1,Cxxcl.2,D07,643.74172
CR-pLMPd-A-P10,Myst3.1,B11,910.1549805
CR-pLMPd-A-P15,Rpa3.3,D10,593.304536
CR-pLMPd-A-P09,Kdm6a.1,C03,910.7576621
CR-pLMPd-A-P11,Nap1l2.3,D10,910.9605522
CR-pLMPd-A-P02,Brpf1.3,D07,644.6508149
control screen 3,shCd4.4+pMig,E11,594.4733013
CR-pLMPd-A-P15,Scml2.1,B10,595.1876126
CR-pLMPd-A-P21,Scmh1.1,C04,595.2735322
control screen 1,Ncor1.3,D04,646.2236437
CR-pLMPd-A-P02,Baz1b.1,B10,647.2754692
CR-pLMPd-A-P16,Sirt6.4,G07,596.6063982
CR-pLMPd-A-P16,Smarcc2.2,C07,596.8553341
CR-pLMPd-A-P20,Padi2.1,B03,597.7491887
CR-pLMPd-A-P20,Jmjd8.3,E02,598.6666794
CR-pLMPd-A-P15,Scml2.3,E08,599.3998926
CR-pLMPd-A-P12,Pcgf6.4,G08,919.0675613
control screen 2,Bptf.2,B03,919.4440572
CR-pLMPd-A-P20,Mecp2.1,E03,599.7772726
control screen 1,shCd4.1+Runx3,B10,650.9334469
CR-pLMPd-A-P04,Chd6.1,C03,651.5373249
CR-pLMPd-A-P20,H2afz.2,C03,601.1035636
CR-pLMPd-A-P06,Hdac10.4,G02,653.1014371
CR-pLMPd-A-P07,Ino80.2,D08,653.6430101
CR-pLMPd-A-P01,Aff4.4,G08,654.5557122
CR-pLMPd-A-P15,Setd4.1,B09,603.5559649
control screen 1,shCd4.2+Runx3,C10,655.2208562
CR-pLMPd-A-P06,Hdac4.2,D03,655.6151015
CR-pLMPd-A-P01,Ash2l.3,E11,655.6786035
CR-pLMPd-A-P20,Gtf2h1.2,C08,604.4305602
CR-pLMPd-A-P13,Prdm5.2,C10,927.0168298
CR-pLMPd-A-P17,Suv420h1.2,C07,605.5906802
control screen 3,Brd8.3,C08,606.3537109
CR-pLMPd-A-P01,Atm.1,B08,659.1464093
CR-pLMPd-A-P05,Ehmt1.3,F02,659.3319298
CR-pLMPd-A-P14,Prmt7.4,G10,931.2874696
CR-pLMPd-A-P17,Taf1.1,B11,608.4155656
CR-pLMPd-A-P08,Kdm4a.1,B08,931.583354
CR-pLMPd-A-P16,Smarcd3.4,F07,609.7911065
CR-pLMPd-A-P20,Hdac5.3,G07,609.8450799
CR-pLMPd-A-P08,Kdm2a.4,G11,933.4624052
control screen 1,Sp140.4,F09,661.678268
CR-pLMPd-A-P08,Kdm1a.4,G10,933.7203934
CR-pLMPd-A-P07,Hdac8.1,B10,661.7633278
CR-pLMPd-A-P01,Atad2.2,C07,662.753755
CR-pLMPd-A-P05,Ep300.4,G03,662.8329827
CR-pLMPd-A-P04,Chd4.4,G04,662.8491935
CR-pLMPd-A-P04,Ctsl.2,E03,663.2997016
CR-pLMPd-A-P14,Rbbp4.2,C10,935.9004705
control screen 3,Smarce1.1,G02,611.7350838
CR-pLMPd-A-P21,Ube2a.1,C11,612.032139
CR-pLMPd-A-P07,Ino80.3,E10,664.3465016
CR-pLMPd-A-P05,Ehmt2.1,C03,664.3676469
CR-pLMPd-A-P11,Paxip1.4,F11,937.5357082
CR-pLMPd-A-P12,Ppargc1a.1,C09,938.3580592
CR-pLMPd-A-P20,Rnf2.2,B07,613.7247352
CR-pLMPd-A-P16,Sirt1.3,D10,615.0386146
CR-pLMPd-A-P09,L3mbtl2.2,E02,940.8004523
CR-pLMPd-A-P20,Fkbp5.3,G04,615.5122372
CR-pLMPd-A-P15,Setd2.2,E07,616.5274264
CR-pLMPd-A-P09,Kdm6b.1,D05,942.9557034
CR-pLMPd-A-P01,Actl6b.2,C04,668.794877
CR-pLMPd-A-P15,Sfmbt2.4,F11,616.9012444
CR-pLMPd-A-P12,Phf1.4,G10,944.0689468
CR-pLMPd-A-P20,Jmjd8.2,C11,618.5660013
CR-pLMPd-A-P05,Epc2.4,F04,671.1127972
CR-pLMPd-A-P15,Setd4.3,E11,619.6319834
CR-pLMPd-A-P02,Brpf3.1,B07,672.9838835
CR-pLMPd-A-P16,Sirt3.1,B10,620.8599071
CR-pLMPd-A-P10,Mll3.3,F02,949.1763168
CR-pLMPd-A-P11,Padi1.1,B03,949.5578517
CR-pLMPd-A-P05,Elp3.2,E07,674.6836123
CR-pLMPd-A-P02,Brpf3.4,G05,675.1377692
CR-pLMPd-A-P16,Smarcd1.1,C06,622.8651353
control screen 3,Cxxcl.2,D07,623.442332
CR-pLMPd-A-P02,Baz1b.2,D02,676.0441357
CR-pLMPd-A-P17,Smyd4.1,B02,623.8443397
CR-pLMPd-A-P18,Usp22.1,B11,624.4666659
CR-pLMPd-A-P02,Bmi1.1,D05,677.4834685
CR-pLMPd-A-P18,Tet3.1,C03,625.3985412
CR-pLMPd-A-P20,Fkbp2.1,D10,625.7788835
control screen 1,Whsc1.4,B09,678.6447294
CR-pLMPd-A-P15,Setdb2.3,E06,626.0959725
CR-pLMPd-A-P15,Setdb1.2,C10,626.3701504
control screen 1,Sp140.2,F07,679.0527298
control screen 1,Smarce1.4,G05,679.2859827
CR-pLMPd-A-P02,Baz1b.4,G04,679.3183089
CR-pLMPd-A-P19,Actl6a,E03,627.4492219
CR-pLMPd-A-P16,Smarca5.2,C10,627.5180593
CR-pLMPd-A-P09,Kdm6a.2,D06,958.4502024
control screen 2,Smarca4.4,E05,958.5291356
CR-pLMPd-A-P11,Ncor2.1,B09,959.0944732
CR-pLMPd-A-P10,Msl3.1,B09,959.4477611
CR-pLMPd-A-P05,Epc2.3,E06,682.7121097
CR-pLMPd-A-P14,Rbbp4.4,G09,961.5477293
CR-pLMPd-A-P06,Hdac4.1,C09,683.4902753
CR-pLMPd-A-P20,Phc2.2,G02,630.8635037
CR-pLMPd-A-P15,Sin3b.1,B07,631.2060163
control screen 1,Bptf.4,B05,684.1800188
CR-pLMPd-A-P14,Prmt2.3,E08,963.3554007
CR-pLMPd-A-P08,Jmjd6.3,E08,963.8009566
CR-pLMPd-A-P20,Gtf2h1.3,F02,633.0145059
CR-pLMPd-A-P16,Smyd2.2,D03,634.4082195
CR-pLMPd-A-P04,Chd3.3,D10,689.181289
control screen 2,Klf2.1,E06,970.9376824
CR-pLMPd-A-P05,Ep400.1,B05,690.4054406
CR-pLMPd-A-P13,Prdm11.1,B10,971.4266316
CR-pLMPd-A-P09,L3mbtl1.2,D09,972.1280276
CR-pLMPd-A-P04,Dot1l.4,G05,691.3128282
CR-pLMPd-A-P04,Dnmt1.4,G02,691.7263572
CR-pLMPd-A-P05,Ezh2.4,F11,691.8752727
control screen 2,Whsc1.4,B09,975.1612834
CR-pLMPd-A-P06,Hat1.4,G11,694.0138577
CR-pLMPd-A-P01,Atr.2,C05,694.3017298
CR-pLMPd-A-P17,Tcea1.2,D11,641.425955
CR-pLMPd-A-P13,Prkcd.1,B07,980.2974502
CR-pLMPd-A-P04,Chd4.1,B10,697.9081256
CR-pLMPd-A-P20,Fkbp2.3,B10,644.5467302
CR-pLMPd-A-P12,Phc1.1,D05,982.118612
CR-pLMPd-A-P15,Setdb2.4,F04,644.9153813
CR-pLMPd-A-P09,Mbd3.3,E05,983.9366566
CR-pLMPd-A-P02,Bop1.1,B09,700.5641706
CR-pLMPd-A-P15,Setmar.4,G02,647.4893736
CR-pLMPd-A-P20,Iws1.1,B09,647.7813403
CR-pLMPd-A-P13,Prdm11.2,D02,986.3637077
CR-pLMPd-A-P09,Mbd4.3,E09,986.4824802
CR-pLMPd-A-P02,Bptf.4,G03,702.2474427
CR-pLMPd-A-P11,Nap1l3.1,B10,988.0333411
CR-pLMPd-A-P14,Rnf20.2,C05,989.3065858
CR-pLMPd-A-P10,Morf4l1.4,G07,990.2344572
CR-pLMPd-A-P03,Carm1.3,F02,705.3156484
CR-pLMPd-A-P02,Bptf.2,E02,705.4556224
CR-pLMPd-A-P14,Prmt1.2,C04,991.3145353
CR-pLMPd-A-P05,Dub2a.2,C04,705.8301964
CR-pLMPd-A-P21,Setd7.2,B06,651.9570485
CR-pLMPd-A-P14,Psip1.1,B05,993.395714
CR-pLMPd-A-P07,Hdac8.3,E08,707.6746591
CR-pLMPd-A-P19,Cbx2.2,E10,654.2367231
CR-pLMPd-A-P04,Dnmt3l.1,C09,710.1825916
CR-pLMPd-A-P07,Hdac7.3,D10,710.2537507
control screen 3,Ncor1.4,D05,656.1194869
CR-pLMPd-A-P04,Crebbp.1,C11,711.2529697
CR-pLMPd-A-P05,Eed.2,D02,711.5266509
control screen 3,Ncor1.3,D04,657.9732439
CR-pLMPd-A-P11,Orc1.4,G11,1000.459612
CR-pLMPd-A-P17,Suv39h1.3,F08,658.2759784
control screen 2,Brd8.2,C07,1001.335302
CR-pLMPd-A-P09,Mecom.4,G06,1001.764651
CR-pLMPd-A-P03,Cbx4.2,D09,713.6662411
control screen 1,Bptf.2,B03,714.0158542
CR-pLMPd-A-P01,Atad2b.4,G02,714.446991
CR-pLMPd-A-P14,Prmt6.4,G07,1005.17967
CR-pLMPd-A-P11,Padi6.4,G02,1005.208591
CR-pLMPd-A-P03,Chd1.3,E09,716.5225701
CR-pLMPd-A-P09,Kdm6a.4,F10,1005.934426
CR-pLMPd-A-P09,Mbd4.2,C05,1006.497192
CR-pLMPd-A-P20,Kdm4b.3,B05,662.6497612
CR-pLMPd-A-P12,Phf19.1,C11,1007.79364
CR-pLMPd-A-P01,Aurkb.4,G05,718.5185664
CR-pLMPd-A-P01,Atm.4,F07,718.9670745
CR-pLMPd-A-P02,Brpf1.2,D03,719.0526953
CR-pLMPd-A-P07,Ino80.1,C06,719.5025483
control screen 3,shCd4.1+pMig,B11,665.2493492
CR-pLMPd-A-P08,Kdm2a.2,E03,1010.639928
CR-pLMPd-A-P16,Smarca4.3,F08,665.4600116
CR-pLMPd-A-P01,Atr.1,B11,720.7170986
CR-pLMPd-A-P16,Smarca4.1,B05,666.2780431
CR-pLMPd-A-P19,Dpy30.2,D07,666.341419
CR-pLMPd-A-P07,Hltf.4,G10,722.3327755
CR-pLMPd-A-P08,Kdm5a.4,G05,1014.442948
control screen 1,Brd8.4,C09,723.6073054
CR-pLMPd-A-P02,Brpf3.2,D11,723.8901111
CR-pLMPd-A-P14,Prmt3.3,F02,1016.354171
CR-pLMPd-A-P20,Phf10.2,B11,670.6018035
CR-pLMPd-A-P04,Dnmt3b.1,B11,726.0384011
CR-pLMPd-A-P08,Kdm1a.3,E11,1018.39549
CR-pLMPd-A-P19,Wdr82.4,G08,671.8698762
CR-pLMPd-A-P12,Phf20l1.2,C07,1021.086589
CR-pLMPd-A-P05,Ehmt2.4,F10,728.349401
CR-pLMPd-A-P05,Ezh1.3,E05,728.4874965
CR-pLMPd-A-P14,Rbbp5.1,B04,1021.677089
CR-pLMPd-A-P01,Atr.4,F11,729.613504
CR-pLMPd-A-P03,Cbx4.1,B09,729.7976082
CR-pLMPd-A-P05,Epc1.2,C10,729.915623
CR-pLMPd-A-P04,Chd5.1,B06,730.0103804
CR-pLMPd-A-P05,Fbxo44.4,G05,730.0746982
CR-pLMPd-A-P10,Mtf2.3,E06,1023.487153
CR-pLMPd-A-P14,Ring1.4,F07,1024.276808
CR-pLMPd-A-P15,Sfmbt1.4,F07,675.3570204
CR-pLMPd-A-P14,Prmt2.1,B10,1026.192589
CR-pLMPd-A-P11,Orc1.1,B05,1026.479408
CR-pLMPd-A-P12,Phf20.1,B03,1026.498894
CR-pLMPd-A-P16,Sirt6.2,E07,677.8814731
CR-pLMPd-A-P05,Epc1.4,G09,734.1254034
CR-pLMPd-A-P11,Padi4.2,C07,1029.012525
CR-pLMPd-A-P10,Mtf2.4,F04,1029.08081
CR-pLMPd-A-P11,Padi4.4,F04,1029.181056
CR-pLMPd-A-P05,Eed.3,E08,734.432648
CR-pLMPd-A-P01,Arid2.1,C03,734.8377454
CR-pLMPd-A-P16,Smyd3.2,D11,681.8895152
CR-pLMPd-A-P17,Suv39h2.3,D04,681.9402374
CR-pLMPd-A-P07,Hdac8.4,G04,738.4528732
CR-pLMPd-A-P20,Parp2.2,C06,682.7540012
CR-pLMPd-A-P09,Mbd1.3,E06,1034.899449
CR-pLMPd-A-P07,Hltf.1,B09,739.66105
CR-pLMPd-A-P19,Brd7.1,G09,684.3515228
CR-pLMPd-A-P07,Hira.4,G07,740.518429
CR-pLMPd-A-P21,Smarcc1.2,D05,684.5058525
control screen 3,Bptf.3,B04,684.640585
CR-pLMPd-A-P18,Usp22.4,F11,684.6613751
