plate_well,shRNA,GeoMean
12_C09,Ppargc1a.1,3703.40282
12_D03,Ppargc1a.2,4102.678427
12_D07,Ppargc1a.3,3318.626335
12_G06,Ppargc1a.4,3915.888093
12_B07,Prdm1.1,4602.998397
12_D11,Prdm1.2,4157.737806
12_F03,Prdm1.3,4453.005544
12_G05,Prdm1.4,3258.038196
13_B02,Prdm10.1,1479.139975
13_C04,Prdm10.2,1134.269427
13_D10,Prdm10.3,1129.860746
13_E04,Prdm10.4,1117.667686
13_B10,Prdm11.1,1809.033062
13_D02,Prdm11.2,903.4929774
13_E08,Prdm11.3,893.6285126
13_G04,Prdm11.4,1226.335242
13_B06,Prdm12.1,1108.682821
13_C08,Prdm12.2,1116.317283
13_F02,Prdm12.3,958.6483665
13_G08,Prdm12.4,902.4786685
13_C03,Prdm13.1,1142.186827
13_D06,Prdm13.2,1069.550755
13_F06,Prdm13.3,3190.257732
13_F10,Prdm13.4,722.6174667
13_D05,Prdm14.1,1146.381256
13_E07,Prdm14.2,767.0998473
13_F05,Prdm14.3,977.1602411
13_G07,Prdm14.4,928.5740603
13_B09,Prdm15.1,1119.447814
13_D09,Prdm15.2,703.1879872
13_E11,Prdm15.3,777.683264
13_G10,Prdm15.4,1126.772854
13_C11,Prdm2.1,1156.505052
13_E02,Prdm2.2,1328.112088
13_F09,Prdm2.3,1549.056902
13_G03,Prdm2.4,846.7046993
13_B05,Prdm4.1,1481.423851
13_E03,Prdm4.2,950.3600113
13_F08,Prdm4.3,965.1736015
13_G11,Prdm4.4,1143.26415
13_B03,Prdm5.1,1932.2429
13_C10,Prdm5.2,916.1625066
13_D04,Prdm5.3,530.4249202
13_G09,Prdm5.4,971.7571703
13_B04,Prdm6.1,1282.002321
13_C07,Prdm6.2,1168.07509
13_E06,Prdm6.3,1180.322583
13_F04,Prdm6.4,1461.469356
13_C06,Prdm8.1,847.1787134
13_D08,Prdm8.2,1825.249514
13_E10,Prdm8.3,837.7643873
13_G02,Prdm8.4,634.7381681
13_B08,Prdm9.1,1502.033116
13_C02,Prdm9.2,884.7655855
13_E05,Prdm9.3,1124.424046
13_F07,Prdm9.4,1026.101232
13_B11,Prkaa1.1,1480.959064
13_C05,Prkaa1.2,1175.839721
13_E09,Prkaa1.3,1188.281041
13_F11,Prkaa1.4,739.5575597
13_C09,Prkaa2.1,777.2997281
13_D03,Prkaa2.2,873.9201458
13_D07,Prkaa2.3,928.3238624
13_G06,Prkaa2.4,994.6394586
13_B07,Prkcd.1,1449.221414
13_D11,Prkcd.2,738.0787132
13_F03,Prkcd.3,1322.53297
13_G05,Prkcd.4,1533.295818
14_B02,Prmt1.1,6138.035035
14_C04,Prmt1.2,4549.715024
14_D10,Prmt1.3,4642.093233
14_E04,Prmt1.4,5914.658365
14_B10,Prmt2.1,4135.033784
14_D02,Prmt2.2,5681.342812
14_E08,Prmt2.3,4433.563638
14_G04,Prmt2.4,2501.123792
14_B06,Prmt3.1,3407.753102
14_C08,Prmt3.2,3485.572185
14_F02,Prmt3.3,2661.388251
14_G08,Prmt3.4,3689.858352
14_C03,Prmt5.1,4465.181519
14_D06,Prmt5.2,3405.271528
14_F06,Prmt5.3,5364.877493
14_F10,Prmt5.4,3612.279462
14_D05,Prmt6.1,4567.354559
14_E07,Prmt6.2,4569.845125
14_F05,Prmt6.3,4989.552307
14_G07,Prmt6.4,2632.328688
14_B09,Prmt7.1,4974.922978
14_D09,Prmt7.2,4377.518936
14_E11,Prmt7.3,5175.043429
14_G10,Prmt7.4,4890.367443
14_C11,Prmt8.1,3383.86716
14_E02,Prmt8.2,6519.608904
14_F09,Prmt8.3,4286.128916
14_G03,Prmt8.4,4196.406916
14_B05,Psip1.1,4046.013703
14_E03,Psip1.2,4794.985963
14_F08,Psip1.3,4369.57008
14_G11,Psip1.4,4550.826424
14_B03,Rbbp4.1,6107.520028
14_C10,Rbbp4.2,3852.190844
14_D04,Rbbp4.3,7451.911127
14_G09,Rbbp4.4,2550.885552
14_B04,Rbbp5.1,4512.788923
14_C07,Rbbp5.2,3930.458265
14_E06,Rbbp5.3,4630.610298
14_F04,Rbbp5.4,5229.37008
14_C06,Rbbp7.1,3507.673849
14_D08,Rbbp7.2,3258.941967
14_E10,Rbbp7.3,4240.551075
14_G02,Rbbp7.4,4597.064027
14_B08,Ring1.1,3861.862768
14_C02,Ring1.2,5127.595743
14_E05,Ring1.3,4606.018452
14_F07,Ring1.4,6669.043112
14_B11,Rnf20.1,5269.112766
14_C05,Rnf20.2,3644.507619
14_E09,Rnf20.3,3884.48609
14_F11,Rnf20.4,4431.004415
14_C09,Rnf217.1,3448.951652
14_D03,Rnf217.2,5129.797132
14_D07,Rnf217.3,3723.605099
14_G06,Rnf217.4,4284.282845
14_B07,Rnf40.1,5239.447944
14_D11,Rnf40.2,2968.730957
14_F03,Rnf40.3,5587.295353
14_G05,Rnf40.4,4191.498932
15_B02,Rpa3.1,3790.437427
15_C04,Rpa3.2,4004.640794
15_D10,Rpa3.3,2901.343162
15_E04,Rpa3.4,3633.620946
15_B10,Scml2.1,3254.90741
15_D02,Scml2.2,3698.090702
15_E08,Scml2.3,3742.220121
15_G04,Scml2.4,4067.10237
15_B06,Scml4.1,2554.557982
15_C08,Scml4.2,3658.310196
15_F02,Scml4.3,4648.394295
15_G08,Scml4.4,1657.84657
15_C03,Setd1a.1,3801.284743
15_D06,Setd1a.2,3081.408866
15_F06,Setd1a.3,3642.592384
15_F10,Setd1a.4,4027.502141
15_D05,Setd2.1,4238.481251
15_E07,Setd2.2,3560.83656
15_F05,Setd2.3,4403.99134
15_G07,Setd2.4,3708.314017
15_B09,Setd4.1,4572.818431
15_D09,Setd4.2,4619.870457
15_E11,Setd4.3,4777.217652
15_G10,Setd4.4,5533.048323
15_C11,Setd5.1,3862.071186
15_E02,Setd5.2,6020.840632
15_F09,Setd5.3,5234.194483
15_G03,Setd5.4,6273.020111
15_B05,Setd8.1,4196.586507
15_E03,Setd8.2,3415.029691
15_F08,Setd8.3,3559.308604
15_G11,Setd8.4,4102.920467
15_B03,Setdb1.1,4632.080973
15_C10,Setdb1.2,3273.884106
15_D04,Setdb1.3,2654.154419
15_G09,Setdb1.4,2845.899348
15_B04,Setdb2.1,4738.921836
15_C07,Setdb2.2,3579.383863
15_E06,Setdb2.3,2218.653966
15_F04,Setdb2.4,3593.390583
15_C06,Setmar.1,4247.447579
15_D08,Setmar.2,4025.805357
15_E10,Setmar.3,4309.682834
15_G02,Setmar.4,3821.58971
15_B08,Sfmbt1.1,3790.591869
15_C02,Sfmbt1.2,4931.667689
15_E05,Sfmbt1.3,4331.925925
15_F07,Sfmbt1.4,4249.165893
15_B11,Sfmbt2.1,4129.783054
15_C05,Sfmbt2.2,4546.040929
15_E09,Sfmbt2.3,3533.729229
15_F11,Sfmbt2.4,3027.861901
15_C09,Sin3a.1,3317.935792
15_D03,Sin3a.2,3149.08604
15_D07,Sin3a.3,3443.279721
15_G06,Sin3a.4,3569.844363
15_B07,Sin3b.1,4244.65775
15_D11,Sin3b.2,4685.766485
15_F03,Sin3b.3,3802.538431
15_G05,Sin3b.4,4725.711056
16_B02,Sirt1.1,4095.137789
16_C04,Sirt1.2,4910.436172
16_D10,Sirt1.3,3521.966556
16_E04,Sirt1.4,4463.159049
16_B10,Sirt3.1,3508.435905
16_D02,Sirt3.2,3384.262562
16_E08,Sirt3.3,3920.947892
16_G04,Sirt3.4,3104.442234
16_B06,Sirt4.1,3606.06895
16_C08,Sirt4.2,3331.836568
16_F02,Sirt4.3,4605.713924
16_G08,Sirt4.4,3837.869209
16_C03,Sirt5.1,3326.737132
16_D06,Sirt5.2,3522.943704
16_F06,Sirt5.3,4943.429061
16_F10,Sirt5.4,4247.558205
16_D05,Sirt6.1,5013.085926
16_E07,Sirt6.2,3430.402556
16_F05,Sirt6.3,4439.617626
16_G07,Sirt6.4,4804.396959
16_B09,Sirt7.1,4020.398385
16_D09,Sirt7.2,2571.647064
16_E11,Sirt7.3,3091.115099
16_G10,Sirt7.4,3782.214778
16_C11,Smarca1.1,3983.600555
16_E02,Smarca1.2,4606.894134
16_F09,Smarca1.3,2531.045183
16_G03,Smarca1.4,4738.589493
16_B05,Smarca4.1,2814.363734
16_E03,Smarca4.2,2806.421888
16_F08,Smarca4.3,3025.906537
16_G11,Smarca4.4,3149.507151
16_B03,Smarca5.1,4199.628034
16_C10,Smarca5.2,4335.789586
16_D04,Smarca5.3,3542.825319
16_G09,Smarca5.4,4592.163868
16_B04,Smarcc2.1,5541.259027
16_C07,Smarcc2.2,4663.123047
16_E06,Smarcc2.3,4247.61062
16_F04,Smarcc2.4,5133.180783
16_C06,Smarcd1.1,3742.42715
16_D08,Smarcd1.2,3341.805163
16_E10,Smarcd1.3,5314.391847
16_G02,Smarcd1.4,3837.743852
16_B08,Smarcd3.1,5605.480287
16_C02,Smarcd3.2,4687.113041
16_E05,Smarcd3.3,4159.211803
16_F07,Smarcd3.4,5089.266131
16_B11,Smarce1.1,4064.919259
16_C05,Smarce1.2,3856.071359
16_E09,Smarce1.3,3862.739768
16_F11,Smarce1.4,3345.313314
16_C09,Smyd2.1,4339.633003
16_D03,Smyd2.2,4365.409087
16_D07,Smyd2.3,3203.975368
16_G06,Smyd2.4,4755.288162
16_B07,Smyd3.1,4014.016885
16_D11,Smyd3.2,4468.843104
16_F03,Smyd3.3,4292.048785
16_G05,Smyd3.4,3807.495483
17_B02,Smyd4.1,5246.633687
17_C04,Smyd4.2,3523.776045
17_D10,Smyd4.3,4496.649073
17_E04,Smyd4.4,3369.904744
17_B10,Smyd5.1,3012.583746
17_D02,Smyd5.2,5242.756076
17_E08,Smyd5.3,3969.169002
17_G04,Smyd5.4,3542.319755
17_B06,Sp100.1,3628.122781
17_C08,Sp100.2,2753.391797
17_F02,Sp100.3,4045.542085
17_G08,Sp100.4,2071.741046
17_C03,Sp110.1,3642.10595
17_D06,Sp110.2,4027.662656
17_F06,Sp110.3,3716.352173
17_F10,Sp110.4,5767.106234
17_D05,Sp140.1,3712.003331
17_E07,Sp140.2,3476.478269
17_F05,Sp140.3,3746.678092
17_G07,Sp140.4,2210.981796
17_B09,Ssrp1.1,2918.936822
17_D09,Ssrp1.2,3482.296249
17_E11,Ssrp1.3,3883.520928
17_G10,Ssrp1.4,4143.700935
17_C11,Supt16h.1,4678.624375
17_E02,Supt16h.2,4575.592875
17_F09,Supt16h.3,5559.06299
17_G03,Supt16h.4,3863.902733
17_B05,Suv39h1.1,3590.641606
17_E03,Suv39h1.2,5281.692627
17_F08,Suv39h1.3,4358.092398
17_G11,Suv39h1.4,4992.567782
17_B03,Suv39h2.1,2829.51538
17_C10,Suv39h2.2,4191.242644
17_D04,Suv39h2.3,3071.926331
17_G09,Suv39h2.4,4178.257886
17_B04,Suv420h1.1,3897.696525
17_C07,Suv420h1.2,3504.532733
17_E06,Suv420h1.3,3527.482762
17_F04,Suv420h1.4,3696.262501
17_C06,Suv420h2.1,4015.892274
17_D08,Suv420h2.2,4027.230087
17_E10,Suv420h2.3,3993.690841
17_G02,Suv420h2.4,3336.978453
17_B08,Suz12.1,2461.313045
17_C02,Suz12.2,3583.487664
17_E05,Suz12.3,2717.870959
17_F07,Suz12.4,3164.279214
17_B11,Taf1.1,4293.749729
17_C05,Taf1.2,3916.383315
17_E09,Taf1.3,4393.943494
17_F11,Taf1.4,6747.056062
17_C09,Taf3.1,2991.118347
17_D03,Taf3.2,3640.85386
17_D07,Taf3.3,3358.409243
17_G06,Taf3.4,3778.253813
17_B07,Tcea1.1,4131.714612
17_D11,Tcea1.2,3248.168177
17_F03,Tcea1.3,3883.839633
17_G05,Tcea1.4,4148.945317
18_B02,Tdg.1,5593.24997
18_C04,Tdg.2,3080.968501
18_D10,Tdg.3,3700.948572
18_E04,Tdg.4,3140.57026
18_B10,Tet1.1,3956.758134
18_D02,Tet1.2,4201.804835
18_E08,Tet1.3,3674.25786
18_G04,Tet1.4,3932.454196
18_B06,Tet2.1,3356.845176
18_C08,Tet2.2,2260.233624
18_F02,Tet2.3,4955.444477
18_G08,Tet2.4,2963.262543
18_C03,Tet3.1,4434.124873
18_D06,Tet3.2,3133.743986
18_F06,Tet3.3,4139.323201
18_F10,Tet3.4,3487.877583
18_D05,Trim24.1,277.2130885
18_E07,Trim24.2,3452.141289
18_F05,Trim24.3,3662.359586
18_G07,Trim24.4,4859.893587
18_B09,Trim28.1,2638.259192
18_D09,Trim28.2,3413.675346
18_E11,Trim28.3,4955.583427
18_G10,Trim28.4,3418.519431
18_C11,Trim33.1,3695.398361
18_E02,Trim33.2,4524.540495
18_F09,Trim33.3,3213.131447
18_G03,Trim33.4,3897.411472
