plate_well,shRNA,Percentage
12_F11,Polr2b.4,941.9130299
10_B04,Mtf2.1,942.4386843
2_B05,Brd1.1,420.8701618
control2_D04,shNcor1.3,944.1074771
16_B02,Sirt1.1,566.2899359
control3_E03,shSmarca4.2,568.5770475
14_F09,Prmt8.3,947.6919393
control2_E02,shSmarca4.1,948.8698701
9_C05,Mbd4.2,949.9924608
2_B07,Brpf3.1,426.0068177
16_G02,Smarcd1.4,573.6576697
9_G11,L3mbtl3.4,952.9616224
5_B08,Ezh1.1,428.857967
7_B02,Hdac7.1,429.6614067
4_E11,Chd9.3,430.3186949
17_C05,Taf1.2,578.7544874
6_C08,Gadd45a.2,431.4540821
16_B05,Smarca4.1,580.7819762
21_D06,Smarcb1.1,581.0009426
control1_C03,shMll2.2,433.2933146
2_F07,Brd8.4,433.4653295
control1_B11,shCd4.1,433.8690132
2_C02,Brd8.2,434.2352282
20_B06,Gtf2h1.1,584.014757
16_G05,Smyd3.4,584.4570035
16_B08,Smarcd3.1,584.7941597
control1_E03,shSmarca4.2,435.2518283
control2_E04,shSmarca4.3,963.4981484
14_C11,Prmt8.1,964.0804401
control1_D04,shNcor1.3,438.3639329
9_D08,Mbd2.2,967.8563888
7_B06,Hdac9.1,439.2063946
9_C02,Mbd3.2,968.8894723
control3_E02,shSmarca4.1,592.6227601
12_C10,Phf20.2,970.0127617
7_G09,Ing4.4,440.8932917
7_E10,Ino80.3,440.9260653
4_F03,Dot1l.3,441.9927913
19_E03,Actl6a,595.7115067
4_C11,Crebbp.1,443.3411187
6_C06,Hdac10.1,443.8365135
20_B08,Phc3.1,600.0455784
7_E02,Ing2.2,446.5768033
5_F09,Ep300.3,447.0916517
16_E06,Smarcc2.3,602.6400529
12_D11,Prdm1.2,979.6042436
15_E04,Rpa3.4,604.2448888
16_B06,Sirt4.1,604.27486
5_F11,Ezh2.4,450.1660542
7_F02,Hdac9.3,452.0024261
9_D11,Men1.2,986.9697657
control1_G04,shSmarce1.3,453.4109284
2_D02,Baz1b.2,454.7900515
2_E08,Baz1b.3,454.9249147
2_F09,Bptf.3,456.9925608
16_F07,Smarcd3.4,617.4972464
18_B08,Uhrf1.1,617.9356911
control2_G02,shSmarce1.1,994.2228742
7_G03,Ing2.4,459.7367745
16_E03,Smarca4.2,621.4030718
17_B06,Sp100.1,622.9508376
control2_C05,shMll2.4,998.8046672
19_G11,Arid1a.2,624.1098161
4_D02,Chd4.2,462.7067055
control3_B11,shCd4.1,625.1573473
6_B09,Gtf2f1.1,464.1252975
5_G07,Elp3.4,465.1136488
17_C09,Taf3.1,628.507699
4_F04,Dmap1.4,465.5515615
2_E04,Baz1a.4,465.7044643
5_E10,Ercc5.3,465.7093429
9_F08,L3mbtl3.3,1004.794061
2_B09,Bop1.1,466.4226427
6_B02,Fbxw9.1,467.908155
4_C10,Cxxc1.2,469.8487967
control3_D05,shNcor1.4,635.371319
17_B08,Suz12.1,637.0179414
8_D04,Kdm2b.3,1012.205192
control1_E06,shKlf2.1,471.5049828
11_C08,Ncoa1.2,1012.257832
control2_G05,shSmarce1.4,1013.088819
9_C08,Kdm5d.2,1013.313137
15_B08,Sfmbt1.1,638.9047536
2_D04,Brd2.3,472.5978373
16_F02,Sirt4.3,639.3307176
9_G08,Kdm5d.4,1014.984786
14_C05,Rnf20.2,1015.224524
9_C06,Mbd2.1,1015.735634
16_B11,Smarce1.1,641.6842655
4_E05,Dnmt3a.3,474.8698597
6_C07,Hdac1.2,475.4322856
19_D05,Whsc1l1.1,644.1331165
2_C09,Brpf1.1,476.8863129
4_C09,Dnmt3l.1,479.5680383
4_F05,Chd8.3,479.6564716
12_E08,Pcgf5.3,1024.422884
16_F03,Smyd3.3,651.2026285
control3_C09,shBrd8.4,651.4178507
16_G11,Smarca4.4,651.4777671
1_E02,Asxl1.2,481.5385295
6_B03,Hcfc1.1,481.7404135
16_G10,Sirt7.4,652.5750095
control1_B09,shWhsc1.4,482.331612
2_G08,Baz2a.4,482.5974984
15_D05,Setd2.1,654.4175371
15_B02,Rpa3.1,654.8859545
4_G03,Crebbp.4,484.3130622
15_E10,Setmar.3,655.959553
1_D02,Aff1.2,484.4320678
17_E10,Suv420h2.3,657.1655463
11_F06,Ncoa3.3,1031.288046
14_F04,Rbbp5.4,1031.397167
9_G09,L3mbtl4.4,1032.072007
4_C08,Chd5.2,486.4758092
14_D03,Rnf217.2,1032.77505
12_F07,Phip.4,1033.050569
16_E11,Sirt7.3,659.6055799
8_C09,Kdm4d.1,1033.486909
control1_C02,shMll2.1,487.9925883
20_G09,Padi3,661.9628674
19_D02,Wdr5.2,662.2704993
18_C07,Ube2e1.2,662.4513492
16_F10,Sirt5.4,663.7037613
15_D04,Setdb1.3,663.8304447
20_B09,Iws1.1,664.0926544
18_G10,Trim28.4,664.3719422
2_D10,Baz1a.3,490.7746085
2_E09,Brd9.3,491.1159211
11_B11,Paxip1.1,1040.900165
18_E11,Trim28.3,669.0673641
4_C04,Chd3.2,494.5114888
14_F10,Prmt5.4,1043.90156
5_G04,Eed.4,495.080702
2_D03,Brpf1.2,495.5696131
17_B10,Smyd5.1,672.7179792
control2_B08,shWhsc1.3,1049.004394
4_E02,Crebbp.2,499.2089274
4_D07,Dnmt3l.3,499.6497096
16_D10,Sirt1.3,678.377953
control1_E02,shSmarca4.1,500.8580504
12_C05,Polr2b.2,1052.575748
7_G04,Hdac8.4,502.1449553
14_C07,Rbbp5.2,1054.043612
7_D02,Hdac8.2,502.6247036
5_C07,Epc2.2,503.2258774
8_F04,Kdm3a.4,1056.222839
19_G07,Whsc1l1.4,684.7744911
18_B11,Usp22.1,685.4701839
17_F07,Suz12.4,686.0762624
20_G05,Satb1.2,686.1592622
10_F05,Morf4l1.3,1058.71504
12_E05,Phip.3,1059.09218
16_C08,Sirt4.2,687.3563413
12_F08,Phf2.3,1059.940436
control1_D11,shCd4.3,507.2948871
15_F10,Setd1a.4,689.151879
4_D05,Chd8.1,507.4696457
7_G10,Hltf.4,508.7559929
17_B02,Smyd4.1,691.3826019
16_B04,Smarcc2.1,693.6287705
13_E07,Prdm14.2,1065.530218
6_D06,Gadd45b.2,511.6066855
8_C10,Kdm2b.2,1067.023115
16_C09,Smyd2.1,696.5794842
16_G08,Sirt4.4,696.8738763
10_B08,Myst2.1,1068.655277
14_G07,Prmt6.4,1068.737348
5_C10,Epc1.2,513.0499313
14_G03,Prmt8.4,1071.129087
18_F02,Tet2.3,700.602858
15_F02,Scml4.3,700.8737755
6_B05,Hat1.1,515.8184194
control3_E11,shCd4.4,703.0647194
10_C02,Myst2.2,1074.780081
11_D05,Ncor1.1,1075.377322
9_G07,Kdm6b.4,1076.279546
16_G07,Sirt6.4,705.5828801
15_C04,Rpa3.2,708.2298831
16_F08,Smarca4.3,708.494386
control1_B10,shCd4.1,520.8797934
control1_B06,shWhsc1.1,521.2998391
control1_E04,shSmarca4.3,522.4411252
10_C06,Myst1.1,1082.67478
10_C11,Mta1.1,1083.266218
21_E02,Ube2a.2,712.857102
5_B09,Elp4.1,524.3416107
9_G05,Men1.4,1084.909358
16_F06,Sirt5.3,715.0489035
7_E09,Jhdm1d.3,525.6455417
10_G03,Mta1.4,1086.277411
5_C08,Ehmt1.2,525.8113786
17_B04,Suv420h1.1,716.5376621
7_E03,Ing3.2,526.970403
15_E11,Setd4.3,718.1858802
16_E07,Sirt6.2,718.7761228
4_G10,Chd9.4,527.9912465
14_E07,Prmt6.2,1089.949165
control3_C07,shBrd8.2,719.6952404
2_G11,Brd1.4,529.0240377
4_D06,Chd6.2,529.0465776
11_D02,Nap1l3.2,1091.00365
15_B05,Setd8.1,721.2146152
16_E09,Smarce1.3,721.5545225
16_C10,Smarca5.2,721.8617249
14_D08,Rbbp7.2,1092.762384
4_F06,Chd6.3,531.0866308
4_C03,Chd6.1,531.1539204
12_C09,Ppargc1a.1,1093.688448
1_B11,Atr.1,531.4602275
16_F11,Smarce1.4,725.6840068
control2_D08,shCxxcl.3,1096.143516
17_C11,Supt16h.1,726.770503
5_B05,Ep400.1,533.5788221
14_D06,Prmt5.2,1097.129966
17_F10,Sp110.4,728.2846255
15_G02,Setmar.4,728.5088282
9_B08,Mbd3.1,1099.242751
8_C05,Kdm4c.2,1099.461253
control3_E09,shKlf2.4,730.1148043
14_G06,Rnf217.4,1099.915247
control1_B02,shBptf.1,535.7695761
12_G04,Pcgf5.4,1100.483915
14_B11,Rnf20.1,1100.658433
7_G05,Jmjd4.4,536.5555252
14_F06,Prmt5.3,1102.007013
15_F06,Setd1a.3,732.3487195
9_F02,Kdm5d.3,1102.28708
19_F10,Whsc1.4,732.8802713
2_C03,Baz2b.1,538.3397691
18_D08,Ube2i.2,734.8745344
16_F05,Sirt6.3,735.2792323
8_G08,Kat2a.4,1104.835233
6_B07,Hdac6.1,539.4065782
11_G07,Ncor1.4,1105.849789
15_B06,Scml4.1,736.8089823
6_E09,Hdac3.3,540.7803247
control3_C02,shMll2.1,737.4871973
control2_D07,shCxxcl.2,1107.999912
2_G07,Bmi1.4,541.9294453
control1_B05,shBptf.4,542.1068442
11_B10,Nap1l3.1,1108.875335
19_G04,Wdr5.4,740.0671077
control1_B07,shWhsc1.2,542.7372288
15_C08,Scml4.2,740.8690198
14_G10,Prmt7.4,1110.139406
14_E08,Prmt2.3,1111.409799
15_G08,Scml4.4,743.673006
4_F02,Chd5.3,545.9178981
14_F07,Ring1.4,1114.279901
15_C07,Setdb2.2,745.3116822
15_D07,Sin3a.3,745.4971973
6_C02,Hdac2.2,546.7697251
17_G06,Taf3.4,747.0812728
6_G07,Gtf2b.4,548.5832671
2_F04,Brd3.4,548.7475446
14_E02,Prmt8.2,1118.112365
7_C10,Ing4.2,550.0198616
8_E03,Kdm2a.2,1119.579776
6_G10,Gtf2f1.4,551.1430753
15_B07,Sin3b.1,752.4627986
control2_D11,shCd4.3,1121.377472
1_G02,Atad2b.4,552.0003618
7_C06,Ino80.1,552.5045205
13_D10,Prdm10.3,1123.432586
13_G03,Prdm2.4,1123.506374
control2_B11,shCd4.1,1124.046937
16_D11,Smyd3.2,756.8677215
7_B10,Hdac8.1,555.0441046
19_E06,Brdt.1,758.6260043
11_G09,Padi1.4,1127.009047
18_F08,Trim66.3,759.0003237
15_E02,Setd5.2,759.0407625
15_F09,Setd5.3,759.3946995
15_G03,Setd5.4,759.7431194
5_E11,Elp4.3,556.5787363
11_F05,Ncor1.3,1128.535148
15_F07,Sfmbt1.4,760.4606193
18_E03,Trim66.2,761.1131426
control2_E06,shKlf2.1,1129.556254
15_D03,Sin3a.2,761.4815763
9_B06,Kdm5d.1,1129.677671
17_E07,Sp140.2,761.6757547
1_G04,Aff1.4,557.64849
8_B10,Jmjd6.1,1130.812373
10_B05,Mta2.1,1131.64784
16_D05,Sirt6.1,764.239509
7_F07,Jarid2.4,559.9967005
15_E06,Setdb2.3,766.0229467
4_E08,Chd4.3,560.7604924
2_G06,Brpf1.4,560.9236039
7_E04,Hdac7.4,561.1741127
2_C11,Bptf.1,561.3118516
control2_E10,shCd4.4,1134.973191
5_C11,Ep300.1,561.6563854
control2_B03,shBptf.2,1136.009128
16_E02,Smarca1.2,768.3871373
19_G10,Zmynd11.4,769.9393133
control2_D06,shCxxcl.1,1137.758237
8_E02,Kdm1b.2,1138.319539
14_C10,Rbbp4.2,1138.339528
18_D05,Trim24.1,771.0350212
9_B07,Men1.1,1138.877635
15_D11,Sin3b.2,771.4762027
9_G06,Mecom.4,1139.077212
18_F05,Trim24.3,771.8412563
17_E08,Smyd5.3,773.3100779
control2_B09,shWhsc1.4,1141.308523
10_C03,Mll5.1,1141.376991
19_D11,Eaf1.2,774.015995
18_B09,Trim28.1,774.4103506
16_C05,Smarce1.2,774.6899475
control1_E05,shSmarca4.4,567.5773442
13_B10,Prdm11.1,1143.949193
18_B02,Tdg.1,776.8807807
19_F11,Clock.2,777.1942584
17_E04,Smyd4.4,777.2460438
12_E10,Phf8.3,1144.954061
12_D09,Phf1.2,1145.009882
control1_D05,shNcor1.4,569.2152214
14_C08,Prmt3.2,1145.758674
4_E07,Chd8.2,569.5410352
16_C04,Sirt1.2,779.2807952
control3_D11,shCd4.3,779.2929537
5_B02,Dub2a.1,571.1454224
19_D08,Cbx2.1,781.6068821
16_D03,Smyd2.2,781.8742668
14_E10,Rbbp7.3,1150.277799
12_E09,Polr2b.3,1151.366411
15_B09,Setd4.1,784.491379
4_F08,Ctsl.3,573.7954631
18_E09,Usp22.3,785.5521514
4_G04,Chd4.4,574.2129186
9_C11,L3mbtl2.1,1152.649651
8_C04,Jmjd5.2,1153.061391
control1_B03,shBptf.2,575.6388337
16_G06,Smyd2.4,787.7103423
4_F10,Chd6.4,575.7337298
16_E04,Sirt1.4,788.0439053
17_G08,Sp100.4,788.5905223
12_F09,Phf19.3,1155.304334
9_F04,Mbd1.4,1155.327114
8_C06,Kdm3b.1,1155.527898
12_F04,Phf20l1.4,1156.510713
control3_C06,shBrd8.1,791.0810755
15_D09,Setd4.2,791.3784155
6_C09,Hdac4.1,578.5702792
14_F03,Rnf40.3,1158.669395
2_B06,Baz2a.1,579.0275643
16_D06,Sirt5.2,792.7311405
5_C04,Dub2a.2,579.392875
2_D07,Brpf1.3,579.7330755
control1_G05,shSmarce1.4,580.0508221
20_B07,Rnf2.2,794.4355475
8_E10,Kdm3b.3,1162.231379
15_G04,Scml2.4,796.2208502
8_C03,Kat2b.1,1163.222207
9_D02,Kdm5c.2,1163.419283
12_F10,Pcmt1.4,1163.768798
15_B10,Scml2.1,797.9702161
control2_E05,shSmarca4.4,1166.641201
2_G05,Brpf3.4,584.6657145
6_B08,Hdac2.1,584.937737
9_F06,Kdm6a.3,1167.521791
5_G08,Ehmt1.4,586.5493104
9_C04,Kdm5b.2,1169.285488
control2_B07,shWhsc1.2,1169.621203
11_G03,Nsd1.4,1169.699613
12_G07,Phc1.4,1170.489819
15_G05,Sin3b.4,804.8542902
2_D09,Bop1.2,588.5876382
10_B11,Myst3.1,1172.227463
control1_F03,shRunx3.2,588.8751998
5_D11,Fbxo44.2,590.3027589
8_D11,Kdm5a.2,1174.490293
17_C10,Suv39h2.2,809.0734583
8_D09,Kdm1a.2,1175.169912
18_E08,Tet1.3,810.2160228
14_E03,Psip1.2,1175.98762
6_D02,Fkbp1a.2,591.9824092
3_B10,Brwd3.1,592.1515423
20_G11,Mecp2.3,812.0523492
12_F06,Pcmt1.3,1177.88762
13_D02,Prdm11.2,1179.015434
16_D02,Sirt3.2,813.6986683
7_F05,Hira.3,593.865679
control2_C07,shBrd8.2,1179.335223
15_E03,Setd8.2,814.6160535
12_E02,Phf19.2,1179.969886
4_E09,Dnmt3b.3,594.9626324
control1_F07,shSp140.2,595.2274372
12_G05,Prdm1.4,1181.226867
9_C10,L3mbtl4.2,1181.542063
control2_B10,shCd4.1,1182.914629
11_G10,Ncor2.4,1182.982534
18_G09,Ube2b.4,818.1258881
9_B09,L3mbtl1.1,1183.451316
6_B06,Gadd45a.1,596.9908344
18_C11,Trim33.1,818.4542183
4_D08,Dnmt1.2,597.6139665
13_C02,Prdm9.2,1184.574544
control2_B06,shWhsc1.1,1185.673496
9_D10,Kdm5b.3,1185.698223
19_G03,Zmynd8.4,821.1589474
control3_F08,shSp140.3,821.2068182
17_G03,Supt16h.4,821.4568694
11_D09,Ncor2.2,1186.437828
10_E11,Msl3.3,1186.654209
control2_C03,shMll2.2,1187.463112
control3_E04,shSmarca4.3,823.0102182
5_G02,Ercc5.4,600.3358456
7_B05,Ing3.1,600.6440961
17_C02,Suz12.2,824.3050394
9_D06,Kdm6a.2,1189.079287
18_E07,Trim24.2,825.538591
8_D03,Kdm4d.2,1190.750172
control1_C07,shBrd8.2,602.5453782
4_G08,Chd5.4,602.8681205
7_G06,Jmjd1c.4,604.0227503
16_D09,Sirt7.2,829.2359479
18_E06,Ube2e1.3,829.6280074
9_C09,Mecom.1,1194.381642
15_D06,Setd1a.2,830.1410618
13_C07,Prdm6.2,1194.736633
15_E07,Setd2.2,830.8450093
6_B04,Hdac1.1,605.6897021
6_D07,Hdac4.3,606.8163582
8_F05,Kat5.3,1196.994876
20_B03,Padi2.1,832.8057765
12_G08,Pcgf6.4,1197.912633
9_B02,Kdm5b.1,1198.393037
10_G06,Myst4.4,1198.5124
20_B05,Kdm4b.3,835.7227131
8_G09,Kdm2b.4,1200.193588
5_G11,Ep400.4,609.2418161
16_G04,Sirt3.4,836.2400287
6_E08,Fkbp1a.3,609.4627004
20_G02,Phc2.2,837.0494005
10_C04,Mll1.2,1201.97267
1_D03,Atrx.2,610.8573452
20_C02,Phc3.2,839.4135097
10_F07,Myst2.4,1204.349199
11_E08,Nap1l3.3,1204.593738
9_C03,Kdm6a.1,1204.898778
5_D10,Dub2a.3,612.8063374
17_G02,Suv420h2.4,841.5117474
8_B05,Kdm2a.1,1205.511683
4_G05,Dot1l.4,613.4929771
16_F04,Smarcc2.4,842.3630619
5_C06,Ercc5.1,613.7429214
6_G03,Gtf3c4.4,613.8191347
2_F10,Baz2b.4,614.0971253
8_G03,Kdm1b.4,1207.200885
18_G07,Trim24.4,844.1355826
7_B11,Jhdm1d.1,615.1780708
13_E11,Prdm15.3,1208.776139
19_D06,Whsc1.2,845.1816488
17_G05,Tcea1.4,845.7778868
11_D11,Pcgf1.2,1209.939606
9_D05,Kdm6b.1,1210.897086
6_E02,Gtf3c4.2,617.2135111
7_D04,Ing4.3,617.4172071
4_E04,Chd3.4,618.8811093
10_F06,Mll5.3,1213.678637
4_D09,Chd9.2,619.3877203
2_F05,Bmi1.3,619.9975141
14_D10,Prmt1.3,1215.019196
7_F11,Jhdm1d.4,620.1016094
6_D03,Hdac4.2,620.4058442
15_C02,Sfmbt1.2,852.2748207
2_B08,Brd8.1,620.9180294
7_E05,Jarid2.3,621.0554285
5_G10,Elp4.4,622.0087079
12_C07,Phf20l1.2,1217.895261
5_C09,Fbxl19.1,622.3541652
12_E11,Phf1.3,1218.339196
18_C10,Ube2b.2,855.6761018
5_B10,Eed.1,623.6957525
10_F11,Myst3.4,1220.411883
control3_F07,shSp140.2,857.5097708
7_F06,Hells.3,624.5030484
17_B05,Suv39h1.1,859.0248147
1_C10,Asxl3.2,625.6844912
10_F03,Nap1l1.3,1223.727062
8_G07,Kat5.4,1223.736903
9_G10,L3mbtl1.4,1225.503964
5_C03,Ehmt2.1,627.875312
16_G09,Smarca5.4,863.2044023
16_D04,Smarca5.3,863.4410698
15_E08,Scml2.3,863.7092471
9_B11,Mbd4.1,1226.53892
12_D08,Phf8.2,1227.455458
5_B06,Ehmt1.1,629.4643985
21_E07,Smarcc1.3,865.3240703
20_C11,Jmjd8.2,865.5175561
2_E02,Bptf.2,629.712652
7_C04,Hdac7.2,629.8359451
12_D07,Ppargc1a.3,1228.773079
8_E11,Kdm1a.3,1229.364984
control3_G03,shSmarce1.2,867.0702196
5_G05,Fbxo44.4,630.8589735
20_E06,Paf1.3,867.9353758
2_F08,Brd1.3,631.344408
5_E02,Ep300.2,631.3761483
control3_D08,shCxxcl.3,868.2486221
19_D04,Arid1b.3,868.4018969
10_E10,Myst1.3,1230.906356
4_E06,Dmap1.3,633.5183623
15_B04,Setdb2.1,872.523868
12_D10,Pcgf2.3,1234.752461
7_B07,Jmjd4.1,634.7002034
20_C05,Phf10.3,873.7276319
13_B02,Prdm10.1,1237.128104
15_C03,Setd1a.1,875.7860874
21_B09,Smarcd2.3,876.2873353
7_F04,Ing5.4,637.4944406
8_G04,Jmjd6.4,1239.46075
control3_D07,shCxxcl.2,878.4174962
5_D05,Elp3.1,639.212132
6_C03,Gadd45b.1,639.3119254
17_F09,Supt16h.3,879.8856999
19_C02,Cecr2.2,879.9487607
2_D11,Brpf3.2,639.7942325
7_G02,Ino80.4,639.8493
4_F07,Dnmt3a.4,640.1788233
18_F10,Tet3.4,880.805131
control1_E09,shKlf2.4,640.4464934
20_E07,Hdac5.1,882.0624212
16_B09,Sirt7.1,882.2705938
10_D02,Mll2.2,1244.424723
18_E05,Uhrf1.3,883.2897558
20_B11,Phf10.2,883.6792764
8_F02,Kat2a.3,1245.283967
7_B09,Hltf.1,642.4231259
1_B04,Atad2.1,642.4277968
5_F10,Ehmt2.4,642.4863261
19_G02,Cbx2.3,884.1481488
6_F05,Gtf2b.3,642.5989662
8_F03,Kdm5a.3,1245.832903
11_G11,Orc1.4,1246.773512
7_C03,Hells.1,643.6365648
17_D03,Taf3.2,886.3941952
control1_D07,shCxxcl.2,644.1232235
19_F05,Whsc1l1.3,886.8751315
14_G08,Prmt3.4,1248.601237
2_G03,Bptf.4,644.7152049
2_D05,Bmi1.1,644.9699932
1_E03,Asxl2.2,645.176096
12_E06,Phf20l1.3,1249.836187
12_B05,Phf2.1,1250.41741
13_C04,Prdm10.2,1250.427128
4_B07,Dot1l.1,646.2875757
12_E03,Phf2.2,1251.601722
9_E09,Mbd4.3,1252.014932
20_F07,Phf10.1,892.3758464
15_F03,Sin3b.3,892.3797101
control3_C08,shBrd8.3,892.6289116
5_B07,Fbxo44.1,648.7277339
18_C02,Uhrf1.2,893.3680046
6_D05,Gtf2b.1,649.0128856
9_E04,Kdm5b.4,1255.400679
2_B04,Brd3.1,650.7046893
18_F07,Uhrf1.4,896.4056918
10_B03,Mta3.1,1257.657665
8_B03,Kdm2b.1,1257.835065
7_D10,Hdac7.3,652.5905002
15_C09,Sin3a.1,899.5473818
5_E09,Ezh2.3,653.8348507
10_F08,Mta2.3,1261.54587
15_B11,Sfmbt2.1,901.4839534
3_E10,Chaf1a.3,655.1431205
21_C03,Smarca2.3,902.3630199
4_G07,Chd8.4,655.4406714
7_F03,Jmjd4.3,655.8602614
12_C11,Phf19.1,1264.037654
11_E03,Orc1.2,1264.134994
17_D02,Smyd5.2,903.7104159
