plate_well,shRNA,Percentage
7_D08,Ino80.2,0.960219479
19_B09,Zmynd11.1,2.327514547
control2_E02,Smarca4.1,1.884126236
control3_C11,shCd4.2+pMig,2.380952381
control1_E03,Smarca4.2,1.069518717
13_F10,Prdm13.4,1.909722222
13_B04,Prdm6.1,1.911018214
10_F04,Mtf2.4,1.912889935
control1_D08,Cxxcl.3,1.096319499
9_B03,L3mbtl4.1,1.93236715
16_F08,Smarca4.3,2.452085682
19_E03,Actl6a,2.463054187
6_E07,Gtf2b.2,1.149425287
7_F08,Ing3.3,1.178010471
control1_D09,Cxxcl.4,1.182795699
10_F05,Morf4l1.3,1.965973535
13_D02,Prdm11.2,1.978973408
17_C09,Taf3.1,2.534791252
17_C08,Sp100.2,2.535657686
control1_F08,Sp140.3,1.217137293
8_F04,Kdm3a.4,1.985878199
16_B05,Smarca4.1,2.560585277
6_D07,Hdac4.3,1.239669421
control1_F09,Sp140.4,1.262916188
20_G08,H2afz.1,2.591729761
19_B05,Actb,2.612190221
17_E09,Taf1.3,2.648171501
control1_C08,Brd8.3,1.336573512
control1_D11,shCd4.3+pMig,1.354401806
18_C04,Tdg.2,2.704852824
16_F11,Smarce1.4,2.715283165
control3_E03,Smarca4.2,2.734617775
21_F02,Smarca2.1,2.741774676
control2_D09,Cxxcl.4,2.080181543
6_F06,Gadd45b.3,1.427371956
control1_E09,Klf2.4,1.437024514
20_E06,Paf1.3,2.780309936
9_B11,Mbd4.1,2.094240838
control2_C09,Brd8.4,2.097902098
10_E08,Mll2.3,2.100972092
7_E07,Hira.2,1.469147894
control2_D08,Cxxcl.3,2.110927152
9_E05,Mbd3.3,2.125693161
control2_C08,Brd8.3,2.127659574
control1_D10,shCd4.3+Runx3,1.56114484
control3_E05,Smarca4.4,2.952243126
8_F06,Kat2b.3,2.180451128
9_D03,Mecom.2,2.201257862
7_D09,Hltf.2,1.658031088
20_C07,Paf1.2,3.020134228
13_G07,Prdm14.4,2.205110256
17_C05,Taf1.2,3.045829775
12_F03,Prdm1.3,2.21720386
7_D10,Hdac7.3,1.691331924
13_D10,Prdm10.3,2.223172296
control1_G09,Wdr82.4,1.708706265
5_E02,Ep300.2,1.709401709
7_C07,Ing5.2,1.726263872
2_E06,Brd3.3,1.751592357
control2_G03,Smarce1.2,2.249770432
8_F08,Kdm2a.3,2.255808707
7_F04,Ing5.4,1.769911504
13_G04,Prdm11.4,2.271805274
12_E04,Pcgf2.4,2.272727273
9_D06,Kdm6a.2,2.301330457
2_E05,Brd8.3,1.863354037
7_F09,Ing2.3,1.873453517
16_G02,Smarcd1.4,3.274942879
21_D02,Setd3.2,3.284541235
control2_C10,shCd4.2+Runx3,2.341311134
control1_E08,Klf2.3,1.945320715
11_B11,Paxip1.1,2.344992051
16_C05,Smarce1.2,3.324194654
9_B10,Kdm5c.1,2.348690154
7_E10,Ino80.3,1.983339944
9_B05,L3mbtl3.1,2.370689655
5_E05,Ezh1.3,2.005012531
8_D05,Kat5.1,2.375565611
19_D04,Arid1b.3,3.393581704
16_D05,Sirt6.1,3.410404624
16_D08,Smarcd1.2,3.411580595
20_E08,Fkbp5.2,3.414264036
16_B03,Smarca5.1,3.417085427
20_D09,Iws1.2,3.421953146
12_B06,Pcgf6.1,2.398081535
control1_G08,Wdr82.3,2.073050346
7_F07,Jarid2.4,2.096602972
7_C06,Ino80.1,2.115127175
control3_D08,Cxxcl.3,3.505696757
11_E06,Padi4.3,2.434456929
15_C06,Setmar.1,3.520456708
7_E09,Jhdm1d.3,2.145922747
control1_E07,Klf2.2,2.153625269
8_B08,Kdm4a.1,2.447617282
21_D10,Scmh1.2,3.545086843
7_G07,Hira.4,2.155887231
8_D03,Kdm4d.2,2.458471761
control1_F07,Sp140.2,2.189490446
20_C09,Prdm16.1,3.585657371
11_B03,Padi1.1,2.470461869
control1_E11,shCd4.4+pMig,2.201834862
5_F09,Ep300.3,2.203856749
14_B09,Prmt7.1,2.481155779
6_G05,Hdac6.4,2.223190933
control1_D05,Ncor1.4,2.224969098
6_F10,Gadd45b.4,2.233804914
control2_C04,mll2.3,2.486772487
4_D02,Chd4.2,2.249718785
8_B03,Kdm2b.1,2.5
7_C08,Hdac9.2,2.260738508
7_G09,Ing4.4,2.273803884
7_B08,Jarid2.1,2.288782142
10_G03,Mta1.4,2.51572327
11_B08,Parp1.1,2.518139138
11_F11,Paxip1.4,2.522522523
7_E05,Jarid2.3,2.310325157
21_C04,Scmh1.1,3.716216216
15_C08,Scml4.2,3.71756487
20_D06,H2afz.3,3.724394786
12_E02,Phf19.2,2.536051716
8_F05,Kat5.3,2.540777917
21_F06,Smarcb1.2,3.755029057
7_E04,Hdac7.4,2.35426009
control1_F02,Runx3.1,2.36869207
7_D04,Ing4.3,2.372881356
6_G09,Hcfc1.4,2.384500745
7_G10,Hltf.4,2.386002121
11_F09,Nsd1.3,2.562574493
control3_D06,Cxxcl.1,3.798767967
6_D08,Hdac10.2,2.401372213
7_E06,Ing5.3,2.403238047
11_G07,Ncor1.4,2.573238321
10_E10,Myst1.3,2.573828231
6_D06,Gadd45b.2,2.415766052
13_G10,Prdm15.4,2.586975914
9_D04,L3mbtl4.3,2.587601078
20_C11,Jmjd8.2,3.859202714
20_D07,Prdm16.3,3.863002788
9_E07,Kdm6b.2,2.595529921
control2_E05,Smarca4.4,2.604166667
13_C09,Prkaa2.1,2.612881045
6_G07,Gtf2b.4,2.494802495
20_B09,Iws1.1,3.912601626
control1_E05,Smarca4.4,2.510822511
10_F09,Mta1.3,2.624671916
11_C05,Paxip1.2,2.627388535
10_D04,Mta3.3,2.628120894
14_D06,Prmt5.2,2.628285357
control1_E10,shCd4.4+Runx3,2.528644804
13_F11,Prkaa1.4,2.633248731
8_G11,Kdm2a.4,2.633477633
12_D11,Prdm1.2,2.643801358
13_C11,Prdm2.1,2.644836272
17_G07,Sp140.4,3.978779841
20_G05,Satb1.2,4.002287021
18_G06,Usp27x.4,4.039238315
20_F04,Parp2.1,4.039260098
19_B10,Wdr5.1,4.05643739
7_C04,Hdac7.2,2.658486708
20_B04,Paf1.1,4.087591241
control3_E04,Smarca4.3,4.091693369
20_E10,Phc2.1,4.112253404
13_G08,Prdm12.4,2.711357814
10_F07,Myst2.4,2.71656535
6_D04,Hcfc1.3,2.699896158
17_B03,Suv39h2.1,4.139228598
19_E07,Whsc1l1.2,4.146449052
19_B08,Cecr2.1,4.148217199
19_E06,Brdt.1,4.150197628
13_B05,Prdm4.1,2.730510487
control2_B03,Bptf.2,2.731411229
control3_B05,Bptf.4,4.174493843
12_C04,Pcgf2.2,2.739726027
19_C05,Chd7.3,4.183719873
7_D11,Jmjd4.2,2.757352941
7_B09,Hltf.1,2.762012864
control3_D10,shCd4.3+Runx3,4.194470925
19_F04,Brdt.2,4.2
2_F05,Bmi1.3,2.772277228
19_D09,Zmynd11.2,4.219611604
18_G05,Usp51.4,4.221854305
control1_D07,Cxxcl.2,2.792553191
12_B04,Phf20l1.1,2.768044849
21_C11,Ube2a.1,4.248366013
11_F08,Orc1.3,2.777777778
19_E09,Clock.1,4.260089686
20_E03,Mecp2.1,4.285246974
4_D07,Dnmt3l.3,2.891844997
12_E10,Phf8.3,2.813299233
7_E08,Hdac8.3,2.897617514
control1_G04,Smarce1.3,2.898550725
control3_G02,Smarce1.1,4.347826087
20_C08,Gtf2h1.2,4.356846473
control2_C11,shCd4.2+pMig,2.826379542
19_E10,Cbx2.2,4.368709973
15_C02,Sfmbt1.2,4.370564064
7_E11,Hltf.3,2.929140642
10_C09,Myst4.1,2.831402831
10_G09,Mta3.4,2.831402831
12_C02,Phip.2,2.835538752
2_E07,Bmi1.2,2.946593002
9_E11,L3mbtl1.3,2.845982143
16_G11,Smarca4.4,4.411764706
17_F03,Tcea1.3,4.425465839
9_F05,Kdm6b.3,2.857142857
19_E08,Wdr5.3,4.431599229
control1_G06,Wdr82.1,2.983870968
9_D05,Kdm6b.1,2.874432678
12_E08,Pcgf5.3,2.880970432
control1_E06,Klf2.1,3.034734918
10_B09,Msl3.1,2.890932983
14_C11,Prmt8.1,2.898089172
4_F06,Chd6.3,3.069888961
control1_E04,Smarca4.3,3.079109427
6_F03,Hdac6.3,3.086419753
4_E07,Chd8.2,3.086419753
19_C10,Arid1b.2,4.543802254
6_F09,Gtf3c4.3,3.098591549
17_E07,Sp140.2,4.557179708
6_F05,Gtf2b.3,3.10360566
19_C04,Wbp7.2,4.560943644
7_F11,Jhdm1d.4,3.115044248
4_E03,Ctsl.2,3.115264798
7_G11,Ing3.4,3.11550152
control1_B11,shCd4.1+pMig,3.119266055
18_B05,Trim66.1,4.583333333
control3_G05,Smarce1.4,4.592496766
10_E11,Msl3.3,2.934232715
11_E05,Parp1.3,2.935010482
4_F09,Crebbp.3,3.14795383
9_B04,Mbd1.1,2.939904885
control2_F09,Sp140.4,2.943516309
13_D06,Prdm13.2,2.944062807
4_G09,Cxxc1.4,3.162055336
16_E09,Smarce1.3,4.626013818
10_C10,Mta3.2,2.950668511
21_G10,Smyd1.3,4.638872578
6_E08,Fkbp1a.3,3.186813187
7_G06,Jmjd1c.4,3.189561435
20_E07,Hdac5.1,4.658525554
6_B08,Hdac2.1,3.206412826
control3_B10,shCd4.1+Runx3,4.682967261
18_G04,Tet1.4,4.688090737
20_G04,Fkbp5.3,4.690831557
control3_F09,Sp140.4,4.69328942
20_F05,Hdac5.2,4.702702703
control1_B10,shCd4.1+Runx3,3.262736119
control3_C09,Brd8.4,4.735803552
16_B09,Sirt7.1,4.744873629
20_D11,Rnf2.3,4.750593824
12_D05,Phc1.1,3.006535948
13_D11,Prkcd.2,3.008165019
8_E10,Kdm3b.3,3.009781791
19_B02,Wbp7.1,4.772557793
2_C06,Brd4.1,3.305785124
4_G05,Dot1l.4,3.309692671
9_D09,L3mbtl1.2,3.023046992
control2_D07,Cxxcl.2,3.023516237
7_D05,Hira.1,3.321201092
7_E03,Ing3.2,3.327128897
8_B11,Kdm4c.1,3.03519535
14_E04,Prmt1.4,3.037506603
2_D05,Bmi1.1,3.346720214
9_E08,Kdm5c.3,3.038487508
4_E08,Chd4.3,3.352540597
16_F09,Smarca1.3,4.829123328
19_E04,Wbp7.4,4.840444604
8_F09,Kdm1b.3,3.048943568
12_G04,Pcgf5.4,3.048968278
4_D10,Chd3.3,3.368623677
16_C08,Sirt4.2,4.858718125
control1_G07,Wdr82.2,3.384768542
7_C05,Jhdm1d.2,3.38770389
5_F04,Epc2.4,3.389385181
19_B03,Arid1b.1,4.866888519
6_G08,Gadd45a.4,3.39673913
control1_F04,Runx3.3,3.404255319
20_D05,Hdac11.3,4.891504229
8_G06,Kdm4d.4,3.07314075
control1_E02,Smarca4.1,3.418803419
18_C03,Tet3.1,4.901315789
14_G03,Prmt8.4,3.076283517
6_G04,Fkbp1a.4,3.424657534
5_F03,Fbxo44.3,3.433476395
17_E04,Smyd4.4,4.918949134
7_D06,Hells.2,3.450920245
13_C10,Prdm5.2,3.092783505
10_C07,Mtf2.2,3.095164767
control3_F02,Runx3.1,4.94687915
17_D06,Sp110.2,4.958677686
17_F11,Taf1.4,4.959568733
21_F10,Smarcc1.1,4.964075767
20_E05,Phc3.3,4.980988593
12_D08,Phf8.2,3.116147309
21_E11,Smyd1.2,4.993065187
12_D02,Pcgf5.2,3.120759837
6_D09,Gtf2f1.2,3.516174402
4_C05,Dnmt3b.2,3.517241379
15_F04,Setdb2.4,5.011700468
control3_B03,Bptf.2,5.015197568
20_C10,Padi2.2,5.021302495
4_G10,Chd9.4,3.552077062
control3_D05,Ncor1.4,5.045408678
6_G10,Gtf2f1.4,3.560528993
3_F10,Cbx1.4,3.571428571
17_G04,Smyd5.4,5.066225166
17_D05,Sp140.1,5.08174989
18_B02,Tdg.1,5.098684211
16_C06,Smarcd1.1,5.106382979
16_C09,Smyd2.1,5.117707267
20_D08,Parp2.3,5.124271249
10_E05,Myst2.3,3.179824561
control3_B11,shCd4.1+pMig,5.133470226
16_D04,Smarca5.3,5.135350318
10_G07,Morf4l1.4,3.185167578
13_F03,Prkcd.3,3.187396959
6_E10,Hdac10.3,3.64806867
10_B05,Mta2.1,3.187875621
13_G11,Prdm4.4,3.190810466
7_C03,Hells.1,3.659506762
16_B11,Smarce1.1,5.19434629
3_F09,Cbx5.3,3.703703704
control1_C06,Brd8.1,3.707865169
2_G02,Brd4.4,3.720930233
6_C07,Hdac1.2,3.723404255
14_C02,Ring1.2,3.225806452
4_G03,Crebbp.4,3.72983871
16_E10,Smarcd1.3,5.233002292
14_F08,Psip1.3,3.230543319
10_G05,Nap1l1.4,3.238207896
11_G09,Padi1.4,3.244997296
8_D04,Kdm2b.3,3.255618568
16_F02,Sirt4.3,5.294888598
2_F06,Baz2b.3,3.794642857
12_E06,Phf20l1.3,3.266832918
19_B04,Brd7.2,5.316200554
20_F09,Kdm4b.1,5.31952874
7_F06,Hells.3,3.830083565
7_C11,Ing2.1,3.833470734
13_E11,Prdm15.3,3.279386712
6_C08,Gadd45a.2,3.838582677
10_G06,Myst4.4,3.283530229
10_B07,Nap1l1.1,3.291501541
9_E03,L3mbtl3.2,3.291984733
control3_F03,Runx3.2,5.372570194
16_D09,Sirt7.2,5.374656728
6_E11,Gtf2f1.3,3.874813711
5_E03,Ep400.2,3.875968992
11_E08,Nap1l3.3,3.300970874
15_E09,Sfmbt2.3,5.388272583
11_D11,Pcgf1.2,3.311258278
7_G02,Ino80.4,3.90070922
6_B04,Hdac1.1,3.90324354
1_B05,Asxl2.1,3.904282116
19_D10,Wbp7.3,5.41958042
5_D06,Ehmt2.2,3.917525773
2_C05,Brd9.2,3.923541247
10_D09,Msl3.2,3.328509407
7_C10,Ing4.2,3.933518006
21_E04,Scmh1.3,5.447897623
11_C06,Padi6.1,3.331112592
9_D11,Men1.2,3.333333333
19_G08,Wdr82.4,5.471421593
8_E02,Kdm1b.2,3.342696629
control2_D05,Ncor1.4,3.343598768
19_G03,Zmynd8.4,5.488297014
1_G06,Atrx.4,3.972125436
21_D05,Smarcc1.2,5.490296221
13_F04,Prdm6.4,3.349709692
control2_B05,Bptf.4,3.354540197
15_C11,Setd5.1,5.507706256
6_G03,Gtf3c4.4,3.995229577
control1_D06,Cxxcl.1,4.012036108
12_E05,Phip.3,3.368712506
17_C10,Suv39h2.2,5.53390491
21_D09,Smyd1.1,5.535714286
3_F07,Chaf1b.4,4.016913319
16_E05,Smarcd3.3,5.540897098
control3_D03,Ncor1.2,5.555555556
12_B08,Phip.1,3.385548257
11_B07,Pcgf1.1,3.386531724
7_F02,Hdac9.3,4.050144648
control1_G05,Smarce1.4,4.057480981
10_E03,Mta2.2,3.395425607
14_B04,Rbbp5.1,3.395585739
14_C05,Rnf20.2,3.3984375
17_E05,Suz12.3,5.597964377
20_E09,Phf17.1,5.602037104
18_C10,Ube2b.2,5.603788477
6_F08,Hat1.3,4.092837534
6_D05,Gtf2b.1,4.09694172
21_E08,Setd3.3,5.623031939
21_G07,Smarcd2.2,5.624142661
19_G10,Zmynd11.4,5.630791162
3_E07,Cbx3.2,4.106280193
6_E06,Hdac1.3,4.108108108
17_G05,Tcea1.4,5.64117476
12_D07,Ppargc1a.3,3.422370618
10_D07,Myst4.3,3.423031262
control3_F07,Sp140.2,5.652078293
8_B04,Kdm3a.1,3.42377261
10_C03,Mll5.1,3.432539683
1_G11,Asxl2.4,4.14507772
5_B03,Epc1.1,4.145854146
6_G11,Hat1.4,4.156479218
20_C03,H2afz.2,5.69218016
8_D06,Kat2b.2,3.442428353
7_F03,Jmjd4.3,4.168090195
19_F02,Wdr82.3,5.715730905
3_C06,Chaf1a.1,4.187192118
6_F04,Hdac1.4,4.189435337
6_F07,Hdac2.4,4.198800343
8_G09,Kdm2b.4,3.460933403
11_C11,Nsd1.1,3.464499572
4_D04,Cxxc1.3,4.214963119
20_B02,Fbxo17.2,5.773955774
11_D04,Padi1.3,3.480589023
18_C08,Tet2.2,5.777777778
19_B07,Eaf1.1,5.783991228
20_F06,Hdac11.1,5.786555787
17_D03,Taf3.2,5.786618445
19_E02,Zmynd8.2,5.787037037
8_F03,Kdm5a.3,3.48733234
4_E04,Chd3.4,4.259776536
18_D09,Trim28.2,5.797101449
control1_F06,Sp140.1,4.262672811
6_B06,Gadd45a.1,4.269081501
6_G02,Hdac10.4,4.276985743
8_B09,Kdm1a.1,3.501816981
13_D04,Prdm5.3,3.504043127
8_E06,Kdm3a.3,3.50456073
10_D11,Nap1l1.2,3.507383966
13_C07,Prdm6.2,3.509677419
5_E04,Dub2a.4,4.301075269
control3_D07,Cxxcl.2,5.855855856
control3_C08,Brd8.3,5.857914416
13_D05,Prdm14.1,3.520804755
control3_C10,shCd4.2+Runx3,5.864547862
18_G08,Tet2.4,5.865724382
1_G08,Aff4.4,4.332129964
11_C08,Ncoa1.2,3.527980535
19_C07,Brd7.3,5.90086546
control2_B02,Bptf.1,3.539823009
20_D10,Fkbp2.1,5.905511811
14_F09,Prmt8.3,3.541315346
8_C05,Kdm4c.2,3.541991535
10_C04,Mll1.2,3.544026306
20_C04,Fbxo17.3,5.913150601
11_D10,Nap1l2.3,3.550784476
3_G05,Chd2.4,4.383561644
control1_B03,Bptf.2,4.385964912
10_B11,Myst3.1,3.556218058
6_C09,Hdac4.1,4.395604396
20_B07,Rnf2.2,5.943691345
6_E05,Hdac2.3,4.39727066
13_E04,Prdm10.4,3.561116458
4_C09,Dnmt3l.1,4.40386681
11_G11,Orc1.4,3.563129357
7_B11,Jhdm1d.1,4.426377597
control2_C06,Brd8.1,3.574975174
13_D03,Prkaa2.2,3.590664273
1_F03,Aurkb.3,4.473684211
18_G03,Trim33.4,6.038394415
8_G07,Kat5.4,3.602958721
16_G08,Sirt4.4,6.042741341
13_E05,Prdm9.3,3.609422492
3_C09,Chd1l.1,4.507512521
2_G03,Bptf.4,4.509894156
2_G09,Brd2.4,4.510556622
20_F03,Satb1.1,6.066044508
7_B03,Ing4.1,4.512233874
13_F02,Prdm12.3,3.619114547
2_E09,Brd9.3,4.523026316
10_D06,Mll5.2,3.625377644
8_C07,Kdm3a.2,3.625755366
12_F11,Polr2b.4,3.626943005
5_B04,Epc2.1,4.545454545
control1_F03,Runx3.2,4.545454545
1_F08,Asxl2.3,4.545454545
2_G08,Baz2a.4,4.552129222
9_F10,Kdm6a.4,3.637381086
9_C03,Kdm6a.1,3.639371381
12_D03,Ppargc1a.2,3.640537881
20_B10,Fkbp2.3,6.129550321
10_D08,Myst1.2,3.650586701
9_B08,Mbd3.1,3.656126482
20_F11,Phf17.2,6.15473109
8_E08,Jmjd6.3,3.656647041
3_D06,Cbx1.2,4.611443211
10_G02,Myst1.4,3.667855323
11_G08,Ncoa1.4,3.674832962
19_C09,Clock.3,6.199158485
11_C10,Padi1.2,3.679329943
6_C11,Gtf3c4.1,4.643962848
20_C06,Parp2.2,6.2077597
11_E09,Paxip1.3,3.681885125
6_E04,Fbxw9.4,4.651888854
18_D04,Ube2b.3,6.218402427
4_B07,Dot1l.1,4.654036244
6_D11,Hdac6.2,4.659090909
9_G06,Mecom.4,3.691496374
19_G05,Fbxo17.1,6.240875912
19_D06,Whsc1.2,6.25
18_B09,Trim28.1,6.25
16_D02,Sirt3.2,6.254071661
4_B10,Chd4.1,4.6875
4_G06,Dnmt3l.4,4.6875
3_E04,Brwd1.4,4.692387904
7_B07,Jmjd4.1,4.69953775
3_D11,Chd2.2,4.706409682
6_B05,Hat1.1,4.719188768
9_F08,L3mbtl3.3,3.720735786
17_C06,Suv420h2.1,6.309611152
control3_G04,Smarce1.3,6.316021127
20_G06,Rnf2.1,6.321334504
10_B03,Mta3.1,3.736614263
8_F10,Kat2b.4,3.738317757
4_E05,Dnmt3a.3,4.761904762
5_E06,Epc2.3,4.776299879
4_F04,Dmap1.4,4.779033916
3_F11,Chd1.4,4.786545925
12_G05,Prdm1.4,3.753026634
8_B02,Jmjd5.1,3.756298672
20_E02,Jmjd8.3,6.378704169
19_E11,Zmynd11.3,6.380881991
17_B07,Tcea1.1,6.384455239
20_F02,Gtf2h1.3,6.384892086
16_B07,Smyd3.1,6.391560658
control1_C07,Brd8.2,4.835589942
9_D07,Mecom.3,3.778718259
19_B06,Wdr82.1,6.418716257
9_B06,Kdm5d.1,3.781693167
control1_C04,mll2.3,4.864359214
4_G08,Chd5.4,4.869913276
control2_D10,shCd4.3+Runx3,3.793010024
11_C02,Parp1.2,3.797468354
19_G06,Dpy30.3,6.463195691
8_B10,Jmjd6.1,3.800675676
12_F02,Pcgf6.3,3.805726713
18_F06,Tet3.3,6.481481481
17_C03,Sp110.1,6.488991889
control3_D09,Cxxcl.4,6.492508644
6_D03,Hdac4.2,4.914933837
6_F02,Gadd45a.3,4.921465969
7_B10,Hdac8.1,4.935957513
3_F06,Cbx1.3,4.936530324
17_D04,Suv39h2.3,6.526856409
8_B07,Kdm5a.1,3.830010493
18_B03,Ube2b.1,6.53941322
2_F07,Brd8.4,4.954419342
control3_F04,Runx3.3,6.561403509
8_D10,Jmjd5.3,3.846153846
15_F07,Sfmbt1.4,6.567038518
9_G10,L3mbtl1.4,3.850855746
18_C05,Usp22.2,6.574539363
14_E08,Prmt2.3,3.853794199
20_D02,Fkbp5.1,6.592178771
14_D02,Prmt2.2,3.866587957
7_G03,Ing2.4,5.020283976
4_D08,Dnmt1.2,5.02994012
4_B06,Chd5.1,5.033557047
19_F03,Eaf1.3,6.625527769
11_C09,Pbrm1.1,3.874883287
4_F10,Chd6.4,5.040983607
7_D02,Hdac8.2,5.046826223
18_G02,Ube2i.4,6.639839034
7_G04,Hdac8.4,5.049180328
17_F04,Suv420h1.4,6.644034918
21_B06,Setd7.2,6.645316253
18_E03,Trim66.2,6.666666667
18_F03,Usp51.3,6.676258993
17_D07,Taf3.3,6.684856753
11_B06,Ncoa1.1,3.902034039
17_D08,Suv420h2.2,6.685236769
6_G06,Hdac4.4,5.098163395
6_B03,Hcfc1.1,5.099150142
19_F09,Zmynd8.3,6.700655499
1_E04,Actl6b.4,5.108173077
13_B02,Prdm10.1,3.912111468
16_D10,Sirt1.3,6.720045754
3_E09,Chd1.3,5.128205128
21_G08,Smarca2.2,6.728343146
8_D11,Kdm5a.2,3.926431081
16_G06,Smyd2.4,6.742556918
9_F06,Kdm6a.3,3.93858478
4_E10,Dnmt1.3,5.172413793
2_D11,Brpf3.2,5.18018018
13_E02,Prdm2.2,3.947767993
9_E06,Mbd1.3,3.949329359
16_C03,Sirt5.1,6.793842035
3_D05,Cbx3.1,5.198776758
14_E10,Rbbp7.3,3.956834532
2_E03,Brd1.2,5.203045685
20_G03,Kdm4b.2,6.80608365
3_C03,Cbx1.1,5.20361991
19_C08,Wdr82.2,6.869760785
1_E06,Atad2.3,5.263157895
4_B03,Cxxc1.1,5.27018012
13_B11,Prkaa1.1,3.998161765
13_B08,Prdm9.1,3.998655914
control2_F06,Sp140.1,4.001584786
7_B04,Ing5.1,5.296194586
15_E06,Setdb2.3,6.905710491
18_F05,Trim24.3,6.918238994
9_D02,Kdm5c.2,4.017408771
11_E04,Nap1l2.4,4.022038567
15_E11,Setd4.3,6.94980695
6_C10,Hcfc1.2,5.339805825
17_F08,Suv39h1.3,6.961406937
15_B04,Setdb2.1,6.965572458
15_E03,Setd8.2,6.969949917
16_C07,Smarcc2.2,6.971340046
16_G04,Sirt3.4,6.986215539
10_G10,Msl3.4,4.047878128
9_E04,Kdm5b.4,4.050049391
17_C04,Smyd4.2,7.012278308
12_C05,Polr2b.2,4.054054054
6_C03,Gadd45b.1,5.404014411
4_C03,Chd6.1,5.405405405
2_E02,Bptf.2,5.405405405
4_F05,Chd8.3,5.407463823
20_F08,Mecp2.2,7.04070407
4_B05,Ctsl.1,5.426356589
15_D08,Setmar.2,7.048710602
18_G10,Trim28.4,7.051762941
4_B08,Dnmt3a.1,5.434140579
4_F07,Dnmt3a.4,5.443698732
14_G10,Prmt7.4,4.077791719
11_F03,Pcgf1.3,4.081632653
control3_G03,Smarce1.2,7.073434125
6_D10,Fbxw9.3,5.458089669
12_B03,Phf20.1,4.084574724
14_E11,Prmt7.3,4.084923408
9_E09,Mbd4.3,4.085872576
control3_E06,Klf2.1,7.083333333
10_C05,Myst3.2,4.087385483
18_G09,Ube2b.4,7.085828343
7_F10,Hells.4,5.485544848
15_E04,Rpa3.4,7.116788321
17_C07,Suv420h1.2,7.123854567
19_F08,Arid1a.1,7.13018801
control2_B10,shCd4.1+Runx3,4.109589041
9_C02,Mbd3.2,4.110559887
1_B06,Aff4.1,5.513784461
14_D04,Rbbp4.3,4.119072343
13_B09,Prdm15.1,4.119511091
16_G07,Sirt6.4,7.15590743
19_F05,Whsc1l1.3,7.157057654
control1_G02,Smarce1.1,5.539772727
16_G03,Smarca1.4,7.168860263
15_E08,Scml2.3,7.180431352
19_G07,Whsc1l1.4,7.181259601
control1_G03,Smarce1.2,5.555555556
16_E02,Smarca1.2,7.183673469
8_C04,Jmjd5.2,4.142011834
11_E02,Nsd1.2,4.145342886
5_C03,Ehmt2.1,5.581127733
9_F02,Kdm5d.3,4.147698533
15_C10,Setdb1.2,7.217366789
control3_E02,Smarca4.1,7.221259388
12_G08,Pcgf6.4,4.152712659
control2_E09,Klf2.4,4.154786151
16_D03,Smyd2.2,7.233757535
2_B04,Brd3.1,5.607476636
4_D11,Dot1l.2,5.610972569
20_E11,Iws1.3,7.242251739
14_D11,Rnf40.2,4.160769884
11_G04,Nap1l3.4,4.161516275
control1_B09,Whsc1.4,5.614567527
16_C04,Sirt1.2,7.248484848
5_F06,Ehmt2.3,5.617088608
8_E04,Jmjd5.4,4.166666667
19_D11,Eaf1.2,7.267239378
11_D09,Ncor2.2,4.182076814
