plate_well,shRNA,GeoMean
control2_D10,shCd4.3+Runx3,612.5171767
8_E03,Kdm2a.2,612.6765513
5_B03,Epc1.1,312.1050558
8_B04,Kdm3a.1,614.5200265
11_G08,Ncoa1.4,615.6987142
19_B10,Wdr5.1,304.6865296
9_B11,Mbd4.1,618.1152729
2_D10,Baz1a.3,315.1173133
17_F11,Taf1.4,274.4188365
8_D08,Kdm3b.2,619.7645012
10_C10,Mta3.2,619.7934384
15_E04,Rpa3.4,275.9240784
5_B07,Fbxo44.1,317.1219199
20_G08,H2afz.1,296.0750647
5_D11,Fbxo44.2,317.6207303
8_G04,Jmjd6.4,625.2390477
12_G08,Pcgf6.4,625.776122
15_G04,Scml2.4,278.9767884
16_D09,Sirt7.2,279.3625679
5_E07,Elp3.2,319.4250453
3_B09,Cbx4.1,320.0932762
6_F06,Gadd45b.3,320.8566556
11_B11,Paxip1.1,629.3762293
12_G02,Phf8.4,629.4332723
15_F08,Setd8.3,281.5444565
5_E03,Ep400.2,321.6313513
19_D06,Whsc1.2,315.8224867
18_D08,Ube2i.2,283.337525
5_B09,Elp4.1,322.7321773
2_G11,Brd1.4,323.1162949
control2_D11,shCd4.3+pMig,633.6608101
15_E05,Sfmbt1.3,284.2709674
3_B11,Chd1.1,323.7982229
17_D09,Ssrp1.2,284.7699419
15_E10,Setmar.3,284.8557135
2_F08,Brd1.3,324.0663795
3_B06,Carm1.1,324.0988994
19_D04,Arid1b.3,318.9265083
8_E06,Kdm3a.3,637.2885268
8_D05,Kat5.1,638.0578634
7_B02,Hdac7.1,325.8447442
12_G06,Ppargc1a.4,638.3249286
14_C08,Prmt3.2,640.0221109
5_E06,Epc2.3,327.3724788
control2_F06,Sp140.1,641.408899
11_E05,Parp1.3,641.5544882
2_C07,Brd3.2,328.0867253
12_G10,Phf1.4,642.279484
7_E07,Hira.2,328.9425437
11_G11,Orc1.4,643.9024197
control2_F09,Sp140.4,644.6945581
5_B06,Ehmt1.1,329.7792674
11_G07,Ncor1.4,645.353697
13_C10,Prdm5.2,646.4934271
4_G03,Crebbp.4,331.5250573
5_B05,Ep400.1,332.5436198
11_C10,Padi1.2,651.9489974
20_E08,Fkbp5.2,316.8922314
19_E03,Actl6a,332.148629
2_G10,Bop1.4,334.6494774
11_F06,Ncoa3.3,655.2696777
15_E11,Setd4.3,298.9729091
12_B08,Phip.1,656.1528568
control2_D06,Cxxcl.1,656.2252207
4_C11,Crebbp.1,336.080028
9_F10,Kdm6a.4,656.405316
20_B07,Rnf2.2,319.1835846
12_G07,Phc1.4,659.5865718
11_F07,Parp1.4,659.7197812
control3_G02,Smarce1.1,301.9138942
control2_E08,Klf2.3,661.4303178
2_D09,Bop1.2,339.5428443
6_B07,Hdac6.1,339.6793218
19_E05,Cecr2.3,340.233783
11_G04,Nap1l3.4,665.2911127
3_E11,Cbx4.3,341.6210973
11_C06,Padi6.1,666.3141996
7_D02,Hdac8.2,341.9639842
9_F06,Kdm6a.3,666.7879381
11_D07,Pbrm1.3,667.216783
10_B05,Mta2.1,667.7376699
2_B02,Baz1a.1,342.9095696
5_C02,Ezh1.2,343.6806815
9_B03,L3mbtl4.1,670.2672996
control2_C10,shCd4.2+Runx3,672.5372822
15_E02,Setd5.2,310.6368879
6_D07,Hdac4.3,345.4935861
control2_B11,shCd4.1+pMig,673.0240137
18_E11,Trim28.3,310.8229276
14_G09,Rbbp4.4,674.2522334
11_E07,Ncor1.2,674.5778216
1_F07,Atm.4,347.0938186
3_B04,Cbx8.1,347.7204882
14_F09,Prmt8.3,678.0561541
8_F02,Kat2a.3,678.2618329
2_C03,Baz2b.1,348.5151906
4_B08,Dnmt3a.1,348.9227934
17_G11,Suv39h1.4,314.748346
14_C10,Rbbp4.2,680.5331674
8_B05,Kdm2a.1,681.5812093
18_D10,Tdg.3,316.5586734
9_F04,Mbd1.4,681.762039
20_B08,Phc3.1,337.9702837
4_G05,Dot1l.4,351.8303078
8_C08,Kat2a.2,684.2280328
16_C08,Sirt4.2,318.7971713
19_C10,Arid1b.2,356.7434477
11_D04,Padi1.3,686.4762034
11_D09,Ncor2.2,686.5876983
2_F11,Brd9.4,353.7121306
18_F10,Tet3.4,320.5071022
2_F10,Baz2b.4,353.9194401
15_D05,Setd2.1,320.8210761
11_D05,Ncor1.1,688.2255597
8_F06,Kat2b.3,688.6428564
5_C06,Ercc5.1,354.4178089
5_E10,Ercc5.3,355.0111512
18_B08,Uhrf1.1,322.195965
21_F10,Smarcc1.1,322.5750082
11_B03,Padi1.1,691.0658717
13_C09,Prkaa2.1,691.80349
5_F10,Ehmt2.4,356.2746189
8_G07,Kat5.4,692.7953118
7_E04,Hdac7.4,357.1230197
20_G09,Padi3,344.8307692
17_B10,Smyd5.1,325.7265977
15_D10,Rpa3.3,325.8409904
4_E02,Crebbp.2,359.2855201
12_F09,Phf19.3,699.8815893
1_G03,Asxl1.4,361.1698746
12_D06,Pcmt1.2,701.0563732
11_D02,Nap1l3.2,702.6207525
17_B06,Sp100.1,330.8698776
6_D05,Gtf2b.1,363.4855251
8_E04,Jmjd5.4,704.8889755
4_B03,Cxxc1.1,363.6116375
6_E02,Gtf3c4.2,364.0481903
17_G09,Suv39h2.4,332.9479532
13_G07,Prdm14.4,706.1806381
20_E03,Mecp2.1,353.5828408
5_D06,Ehmt2.2,364.8500343
control2_E07,Klf2.2,707.286071
2_C02,Brd8.2,365.2807189
15_E08,Scml2.3,334.4491513
11_F10,Ncoa3.4,708.9433309
20_D08,Parp2.3,356.2490784
6_C08,Gadd45a.2,367.1261194
10_B09,Msl3.1,712.1012202
5_C08,Ehmt1.2,368.0322703
15_G10,Setd4.4,337.6322193
3_E09,Chd1.3,368.2242343
9_C03,Kdm6a.1,713.7849555
5_G06,Fbxl19.4,368.7588673
1_D02,Aff1.2,368.8644836
16_D11,Smyd3.2,339.0097295
6_D09,Gtf2f1.2,369.4263221
11_F11,Paxip1.4,715.5607959
5_C05,Ezh2.2,369.658504
17_B09,Ssrp1.1,339.5417086
1_C11,Asxl1.1,370.0045269
15_F09,Setd5.3,339.9341778
5_D04,Epc1.3,370.1547754
9_F05,Kdm6b.3,717.0595316
16_B10,Sirt3.1,340.9362851
7_B05,Ing3.1,371.1711923
14_D07,Rnf217.3,718.7014166
17_D02,Smyd5.2,341.6900706
12_G11,Phf2.4,719.6124039
19_B02,Wbp7.1,381.6330832
7_D04,Ing4.3,372.0928806
5_C04,Dub2a.2,372.1289663
control2_G02,Smarce1.1,721.0928719
9_G09,L3mbtl4.4,721.7177833
5_G08,Ehmt1.4,373.1315182
20_F07,Phf10.1,364.3156444
9_E11,L3mbtl1.3,723.348945
20_F05,Hdac5.2,365.0900102
3_G05,Chd2.4,374.3977668
19_G06,Dpy30.3,385.8657869
5_G11,Ep400.4,375.3832221
1_G02,Atad2b.4,375.6280226
2_F07,Brd8.4,376.0371489
21_G10,Smyd1.3,347.1944289
7_C06,Ino80.1,376.1874141
control2_G08,Wdr82.3,727.6905302
7_E02,Ing2.2,376.4683259
18_E08,Tet1.3,347.9535046
11_D06,Ncoa3.2,728.3583734
6_F02,Gadd45a.3,376.8354472
19_B03,Arid1b.1,388.1283451
19_E07,Whsc1l1.2,388.217095
7_B03,Ing4.1,376.9390926
7_F03,Jmjd4.3,377.0885708
3_C08,Carm1.2,377.3411928
2_B06,Baz2a.1,377.5873433
3_C11,Cbx5.1,377.6338221
17_F07,Suz12.4,349.3261757
1_G04,Aff1.4,377.9117871
14_C06,Rbbp7.1,731.4158198
control1_C05,mll2.4,378.5847358
9_G07,Kdm6b.4,731.6304174
1_C06,Atad2b.1,378.7858012
control2_C05,mll2.4,733.3565012
16_B07,Smyd3.1,351.6308434
15_G11,Setd8.4,351.6743975
20_E11,Iws1.3,372.1775589
6_E04,Fbxw9.4,379.917195
17_D11,Tcea1.2,352.090832
11_B09,Ncor2.1,734.7106488
control2_D02,Ncor1.1,734.9222005
9_G03,L3mbtl2.4,735.6782241
3_E03,Cbx6.2,381.0923186
15_F05,Setd2.3,353.2291792
17_E05,Suz12.3,353.3180807
12_B06,Pcgf6.1,736.1585056
20_B06,Gtf2h1.1,374.5329832
5_E09,Ezh2.3,382.0675477
8_E05,Kdm4a.3,737.8951096
6_G05,Hdac6.4,382.2367241
14_F10,Prmt5.4,739.3101569
19_G03,Zmynd8.4,396.7918869
5_D10,Dub2a.3,383.7598295
17_G03,Supt16h.4,356.397754
19_B08,Cecr2.1,397.5181691
17_G05,Tcea1.4,357.0045917
13_B10,Prdm11.1,741.5741346
20_B11,Phf10.2,379.0983062
19_G02,Cbx2.3,400.0162513
9_C08,Kdm5d.2,744.8092448
6_E05,Hdac2.3,386.5895571
10_F06,Mll5.3,746.3822507
6_B06,Gadd45a.1,387.0977119
17_D06,Sp110.2,361.1085105
11_E08,Nap1l3.3,748.2220416
9_C11,L3mbtl2.1,749.0274423
7_E03,Ing3.2,389.0815627
8_D03,Kdm4d.2,750.3255729
10_G04,Mll2.4,750.6467697
7_C10,Ing4.2,389.5587626
8_D10,Jmjd5.3,751.501944
4_B07,Dot1l.1,390.7901682
control3_E09,Klf2.4,364.7894643
15_G09,Setdb1.4,364.8314622
6_F05,Gtf2b.3,391.4223611
control2_D08,Cxxcl.3,754.1704544
19_G10,Zmynd11.4,408.4204755
9_D10,Kdm5b.3,755.9697399
19_F03,Eaf1.3,409.2378901
8_B10,Jmjd6.1,756.9448651
8_F11,Kdm4c.4,758.0386715
5_C09,Fbxl19.1,393.6951901
3_F11,Chd1.4,393.8191338
18_E07,Trim24.2,369.3181259
14_G03,Prmt8.4,759.8753036
5_F11,Ezh2.4,395.0795343
1_F05,Ash1l.3,395.2798074
18_F08,Trim66.3,370.2653157
3_C04,Brwd1.2,396.0631017
8_D07,Kdm4d.3,762.3742564
15_F04,Setdb2.4,371.4191692
20_G10,Jmjd8.1,392.3949456
9_G10,L3mbtl1.4,763.3008289
12_E09,Polr2b.3,763.5633935
13_C02,Prdm9.2,764.2130337
4_B04,Dmap1.1,397.1603076
3_E06,Cbx8.3,397.2389277
4_B09,Chd9.1,397.9482729
2_C04,Baz1a.2,398.1582127
6_G04,Fkbp1a.4,398.9739349
9_B05,L3mbtl3.1,768.0073306
14_D08,Rbbp7.2,768.0526898
9_C10,L3mbtl4.2,768.303645
11_C09,Pbrm1.1,768.5571409
15_B10,Scml2.1,375.2866803
19_E11,Zmynd11.3,418.3973922
10_F05,Morf4l1.3,768.9843046
20_G11,Mecp2.3,396.441547
8_C06,Kdm3b.1,769.5514149
10_G03,Mta1.4,769.6641279
7_C07,Ing5.2,400.5116445
17_B08,Suz12.1,376.5861111
18_C11,Trim33.1,377.7387557
1_E11,Ash2l.3,401.8769623
15_D08,Setmar.2,378.0937981
8_B02,Jmjd5.1,773.3677053
11_D11,Pcgf1.2,774.457926
2_G06,Brpf1.4,403.4457357
16_E07,Sirt6.2,380.7871102
19_G05,Fbxo17.1,424.2235509
1_B02,Actl6b.1,405.0145435
13_C11,Prdm2.1,779.6256252
19_D02,Wdr5.2,426.7132606
15_C09,Sin3a.1,383.2501909
control1_G02,Smarce1.1,406.6815103
4_C09,Dnmt3l.1,407.2437329
3_D02,Brwd3.2,407.3210902
17_E08,Smyd5.3,384.947447
17_E03,Suv39h1.2,385.6182099
20_E02,Jmjd8.3,406.7200505
20_G03,Kdm4b.2,407.2633802
9_E06,Mbd1.3,784.834144
19_B04,Brd7.2,430.5671033
3_B07,Chd2.1,409.2224975
12_B11,Polr2b.1,785.7828935
6_D10,Fbxw9.3,409.7548437
19_E10,Cbx2.2,431.7420313
control3_B11,shCd4.1+pMig,387.6126956
17_B05,Suv39h1.1,387.8455616
16_E08,Sirt3.3,387.9157852
2_G05,Brpf3.4,410.6787327
17_E07,Sp140.2,388.9886381
control3_C11,shCd4.2+pMig,389.4413265
15_B09,Setd4.1,389.7751001
control1_B02,Bptf.1,412.6910157
3_B05,Cbx6.1,412.8776734
19_F04,Brdt.2,435.749758
17_G08,Sp100.4,391.4324708
control3_C05,mll2.4,391.4747438
3_B03,Cbx7.1,413.9241031
14_C02,Ring1.2,794.1815034
6_F09,Gtf3c4.3,414.0637548
control3_C10,shCd4.2+Runx3,392.9016854
17_D10,Smyd4.3,393.1801587
20_E07,Hdac5.1,414.4067399
17_C11,Supt16h.1,393.4888985
8_E08,Jmjd6.3,796.0003876
18_D11,Usp51.2,394.4276823
9_C05,Mbd4.2,797.0188759
9_E03,L3mbtl3.2,797.9177176
20_C08,Gtf2h1.2,416.8295754
8_F09,Kdm1b.3,799.7052984
19_B07,Eaf1.1,441.5775997
11_G10,Ncor2.4,800.2606136
6_E03,Hat1.2,418.1069657
15_F10,Setd1a.4,397.5237704
20_F09,Kdm4b.1,418.7932415
9_B02,Kdm5b.1,801.6217415
10_G11,Mta2.4,801.6721434
11_C08,Ncoa1.2,801.8633058
12_E02,Phf19.2,801.8970053
9_D08,Mbd2.2,803.7436987
3_G11,Cbx6.4,419.8818253
6_D11,Hdac6.2,420.1610187
18_G09,Ube2b.4,399.8602837
4_F11,Dnmt3b.4,420.1780223
3_G10,Cbx4.4,420.5700076
8_C10,Kdm2b.2,805.8951176
12_F08,Phf2.3,806.4587072
17_C03,Sp110.1,401.2880628
2_F06,Baz2b.3,421.4195873
5_C10,Epc1.2,421.543738
1_F10,Arid2.4,421.8336111
10_C08,Mll3.2,807.9606459
19_F08,Arid1a.1,447.8015171
15_C06,Setmar.1,402.3106213
1_F02,Aff4.3,422.3783717
9_F09,L3mbtl2.3,808.9693299
2_C11,Bptf.1,422.9600894
7_E10,Ino80.3,423.0039323
16_G06,Smyd2.4,403.3685493
3_E02,Cbx5.2,423.1041178
control1_B07,Whsc1.2,423.4204013
17_C07,Suv420h1.2,403.7635369
control2_E11,shCd4.4+pMig,811.4995036
control2_C09,Brd8.4,811.6300582
4_F07,Dnmt3a.4,424.1461561
4_E05,Dnmt3a.3,424.4997799
11_B05,Orc1.1,812.7759425
2_D04,Brd2.3,424.6168105
2_G07,Bmi1.4,424.9551472
12_C04,Pcgf2.2,813.5213803
3_C07,Cbx8.2,425.0481004
20_G07,Hdac5.3,427.1062959
17_F05,Sp140.3,405.9448464
19_D11,Eaf1.2,452.7200927
2_E11,Bop1.3,425.9290144
15_G07,Setd2.4,407.0300071
8_G06,Kdm4d.4,816.0250185
9_B09,L3mbtl1.1,816.4554169
20_B02,Fbxo17.2,429.334488
20_D05,Hdac11.3,429.731538
2_D02,Baz1b.2,427.4279834
15_F07,Sfmbt1.4,408.5718885
13_C06,Prdm8.1,817.9845329
5_D03,Fbxl19.2,427.987356
6_G07,Gtf2b.4,428.1903998
11_B10,Nap1l3.1,820.9359068
control1_D06,Cxxcl.1,429.3222017
16_B02,Sirt1.1,410.830205
11_D08,Padi6.2,821.7853785
18_D06,Tet3.2,411.3368624
5_G05,Fbxo44.4,430.4967603
8_E11,Kdm1a.3,824.1558143
6_G02,Hdac10.4,431.1675564
1_D06,Arid2.2,431.2518356
3_D06,Cbx1.2,431.2878425
10_F02,Mll3.3,825.0080364
control2_B10,shCd4.1+Runx3,825.2001279
19_C04,Wbp7.2,461.2262692
20_D06,H2afz.3,436.5432401
control1_D02,Ncor1.1,432.8622912
control1_B03,Bptf.2,433.5128224
6_C05,Hdac3.2,433.7093304
18_F06,Tet3.3,416.2694043
3_E07,Cbx3.2,433.935163
6_G08,Gadd45a.4,434.3631685
control1_C11,shCd4.2+pMig,434.3718197
1_F06,Arid2.3,434.4813678
17_E04,Smyd4.4,417.1322252
12_C06,Phf8.1,830.9276332
8_F04,Kdm3a.4,831.463701
16_C06,Smarcd1.1,417.945856
8_D11,Kdm5a.2,831.7895643
20_D04,Padi2.3,439.8102638
16_B08,Smarcd3.1,418.2098943
9_D07,Mecom.3,832.2348419
control1_F07,Sp140.2,435.6758648
18_G04,Tet1.4,418.7375791
12_E10,Phf8.3,832.9966606
5_F08,Ep400.3,436.0807937
15_G03,Setd5.4,419.8114341
19_G09,Brd7.1,467.6911136
2_E04,Baz1a.4,437.3661297
9_C02,Mbd3.2,835.8687292
7_D11,Jmjd4.2,437.7412305
9_E09,Mbd4.3,837.1246415
8_F10,Kat2b.4,837.1502657
17_E02,Supt16h.2,421.7201218
15_B06,Scml4.1,421.7270881
1_C08,Aff4.2,438.4909718
16_D10,Sirt1.3,421.7551656
16_F07,Smarcd3.4,421.797047
6_E06,Hdac1.3,438.8205066
17_G07,Sp140.4,423.2248221
16_B06,Sirt4.1,423.3839006
9_G08,Kdm5d.4,840.0339903
18_B06,Tet2.1,423.685211
7_C03,Hells.1,440.213976
15_C08,Scml4.2,424.4529052
3_D09,Cbx4.2,440.7810771
9_B04,Mbd1.1,842.1689764
16_F05,Sirt6.3,425.0019098
7_G04,Hdac8.4,441.2291658
16_G08,Sirt4.4,425.1150936
15_C04,Rpa3.2,425.14003
4_G08,Chd5.4,441.55119
17_G10,Ssrp1.4,425.9781547
4_E11,Chd9.3,442.2966901
16_E06,Smarcc2.3,426.3988656
20_G06,Rnf2.1,448.2304275
14_B07,Rnf40.1,844.776151
2_E09,Brd9.3,442.6606689
9_G02,Mbd2.4,845.1744241
4_C08,Chd5.2,442.9607936
16_G10,Sirt7.4,427.1441292
2_F05,Bmi1.3,443.4796062
1_G05,Aurkb.4,443.8772512
control1_F08,Sp140.3,443.8809965
2_B08,Brd8.1,444.0592873
12_F10,Pcmt1.4,848.4078997
7_F02,Hdac9.3,444.7485515
19_C02,Cecr2.2,478.2500776
control1_D03,Ncor1.2,445.7389631
11_E10,Padi6.3,850.593178
17_B03,Suv39h2.1,430.6620693
9_G06,Mecom.4,850.698729
20_D09,Iws1.2,452.7923743
6_G06,Hdac4.4,446.3781846
5_D08,Ercc5.2,446.4501791
20_F02,Gtf2h1.3,453.1485398
5_G09,Epc1.4,446.6532192
7_C05,Jhdm1d.2,447.0582057
9_D06,Kdm6a.2,852.9493152
control1_E09,Klf2.4,447.3688864
1_C07,Atad2.2,447.3833635
18_G08,Tet2.4,432.893008
1_G11,Asxl2.4,448.2413067
7_C11,Ing2.1,448.304302
5_B11,Ezh2.1,448.5637532
1_G07,Ash1l.4,448.8756847
5_D05,Elp3.1,448.9771744
6_G10,Gtf2f1.4,450.2350847
6_G11,Hat1.4,450.2684042
12_F05,Phc1.3,858.3896078
11_C11,Nsd1.1,858.5466619
8_E07,Kat5.2,858.7571718
9_E08,Kdm5c.3,858.8057617
16_F10,Sirt5.4,436.5125055
19_E08,Wdr5.3,485.837471
15_D02,Scml2.2,436.6835083
control2_D09,Cxxcl.4,859.7673097
1_E05,Atm.3,451.4273608
3_D10,Brwd1.3,451.6038956
3_F09,Cbx5.3,451.7804279
17_D03,Taf3.2,437.9718951
15_C02,Sfmbt1.2,438.4829794
3_D05,Cbx3.1,452.8063521
14_B10,Prmt2.1,862.9047182
1_D11,Aurkb.2,453.5211905
14_D09,Prmt7.2,864.2380994
18_D09,Trim28.2,440.2182445
9_E10,Mbd2.3,864.8771864
7_B07,Jmjd4.1,454.2154357
13_C07,Prdm6.2,865.5501826
control1_F06,Sp140.1,454.9130091
1_F03,Aurkb.3,455.0037501
10_F08,Mta2.3,866.9783231
15_F03,Sin3b.3,441.7697822
9_B10,Kdm5c.1,867.5832302
3_F08,Cbx6.3,455.564805
15_F11,Sfmbt2.4,442.3874661
18_D07,Usp27x.3,442.3982225
10_G07,Morf4l1.4,868.3307326
7_G10,Hltf.4,455.9904143
3_C09,Chd1l.1,456.3004698
15_B02,Rpa3.1,443.1023425
4_D07,Dnmt3l.3,456.3755821
17_E10,Suv420h2.3,443.2230719
14_E08,Prmt2.3,869.4769983
3_B02,Brwd1.1,457.3241155
8_E10,Kdm3b.3,871.1096252
15_E06,Setdb2.3,444.7241448
20_E04,Fkbp2.2,467.1266067
3_E05,Chaf1b.3,458.0386224
12_B07,Prdm1.1,872.297805
control1_D05,Ncor1.4,458.2472539
4_B10,Chd4.1,458.2791502
15_G08,Scml4.4,445.7057798
14_E02,Prmt8.2,872.9485953
12_E11,Phf1.3,873.3448047
20_C03,H2afz.2,468.4206485
18_C02,Uhrf1.2,446.5870397
9_G04,Kdm5c.4,874.5877408
8_G09,Kdm2b.4,874.8143451
12_C08,Pcgf6.2,875.0883891
1_D05,Ash1l.1,460.069541
7_D03,Jmjd1c.2,460.4102442
18_C06,Ube2i.1,447.9615402
15_G05,Sin3b.4,447.9854423
6_D06,Gadd45b.2,460.4656428
19_F11,Clock.2,498.6935347
19_E04,Wbp7.4,498.7064556
7_E06,Ing5.3,460.7825361
3_D04,Cbx7.3,460.8042679
20_B10,Fkbp2.3,470.5876124
8_D06,Kat2b.2,876.9848716
3_B10,Brwd3.1,460.9179259
1_C02,Atm.2,461.8929781
10_B08,Myst2.1,878.836542
7_B06,Hdac9.1,462.3392217
7_E08,Hdac8.3,462.3443804
