shRNA,t1,t2
Padi6.2,-38.71364,39.43546
Ncor2.2,-24.395823,-4.0994816
Nap1l2.3,-42.904926,-0.32126164
Pcgf1.2,-51.948772,34.880547
Nsd1.2,-30.157114,41.57408
Orc1.2,-26.853306,36.832577
Nap1l2.4,-31.041655,25.589424
Parp1.3,-37.951477,17.622316
Padi4.3,-41.744373,-2.4750025
Ncor1.2,10.812389,79.39903
Nap1l3.3,-38.085987,18.256386
Paxip1.3,-47.719067,25.01148
Padi6.3,-39.434784,39.595993
Ncor2.3,7.519551,53.278866
Ncoa1.3,-36.617504,25.53377
Pcgf1.3,-28.671791,30.319021
Padi4.4,-31.223524,26.427523
Ncor1.3,-7.140548,53.205135
Ncoa3.3,-17.92136,6.9537344
Parp1.4,-46.63222,29.712347
Orc1.3,-49.73768,0.17231624
Nsd1.3,-61.83153,-24.526545
Ncoa3.4,-29.148932,25.792036
Paxip1.4,-31.351278,23.558388
Padi6.4,-26.244078,38.669994
Nsd1.4,-24.540554,30.501106
Nap1l3.4,-46.66025,1.1536517
Pcgf1.4,-59.738876,21.746664
Pbrm1.4,-25.965767,36.863678
Ncor1.4,-39.435097,23.812048
Ncoa1.4,-29.648571,25.348299
Padi1.4,-28.118921,31.29591
Ncor2.4,-23.437656,33.26522
Orc1.4,-28.71267,36.159565
Pcgf2.1,-0.042508595,90.0011
Phf20.1,-44.244137,-5.7296624
Phf20l1.1,-15.2231455,-62.27212
Phf2.1,11.236705,55.42047
Pcgf6.1,-34.34879,31.773966
Prdm1.1,8.460863,53.63262
Phip.1,-33.636562,30.47257
Phf1.1,-34.905132,33.63625
Pcgf5.1,-16.764793,-17.835049
Polr2b.1,2.49844,34.19843
Phip.2,-25.308119,10.227278
Pcmt1.1,-27.282625,10.720969
Pcgf2.2,-26.493029,11.014286
Polr2b.2,-49.982677,38.074345
Phf8.1,-8.188371,26.963799
Phf20l1.2,-6.168409,29.590433
Pcgf6.2,10.457211,54.77525
Ppargc1a.1,9.761502,38.41488
Phf20.2,9.38175,38.11076
Phf19.1,-21.501764,32.822945
Pcgf5.2,-28.081926,10.532326
Ppargc1a.2,-24.618666,12.26801
Phf20.3,-7.394382,35.06978
Phc1.1,-24.532202,11.496978
Pcmt1.2,-12.106586,0.16570728
Ppargc1a.3,-34.31988,6.792154
Phf8.2,-26.10957,11.968991
Phf1.2,-5.655741,31.086535
Pcgf2.3,12.96913,42.36943
Prdm1.2,-3.7222118,26.428425
Phf19.2,-34.056416,7.0555644
Phf2.2,-6.663207,32.30838
Pcgf2.4,-30.976597,13.065785
Phip.3,-24.68239,5.34888
Phf20l1.3,-25.803007,6.16431
Phc1.2,-8.373658,34.47249
Pcgf5.3,-25.241081,5.688386
Polr2b.3,-9.18294,26.53368
Phf8.3,-7.7991023,26.990074
Phf1.3,2.5237365,30.478455
Pcgf6.3,-24.184114,5.138651
Prdm1.3,-50.86651,38.58115
Phf20l1.4,-6.7508616,32.271545
Phc1.3,8.5919695,53.68679
Pcmt1.3,6.1232224,49.10619
Phip.4,9.718069,54.34543
Phf2.3,1.7733362,33.464447
Phf19.3,2.3881001,31.796083
Pcmt1.4,0.14085175,40.08689
Polr2b.4,-49.735943,36.741203
Phf8.4,-12.696654,50.28557
Phf19.4,18.17806,15.117985
Pcgf5.4,10.019557,-42.602436
Prdm1.4,-37.176636,24.428917
Ppargc1a.4,-34.484104,32.724148
Phc1.4,3.3265595,31.51527
Pcgf6.4,3.7306275,31.187122
Phf20.4,4.6056433,13.032462
Phf1.4,31.335707,38.784523
Phf2.4,4.5115843,32.544445
Prdm10.1,-87.41831,11.487395
Prdm5.1,-94.651924,27.29614
Prdm6.1,-88.67457,15.716575
Prdm4.1,-90.47045,17.481659
Prdm12.1,-92.013916,18.11107
Prkcd.1,-90.872604,11.266772
Prdm9.1,-88.739204,12.272066
Prdm15.1,-95.384544,21.713758
Prdm11.1,-62.124474,-25.365566
Prkaa1.1,-89.88468,11.3533
Prdm9.2,-87.11846,25.376783
Prdm13.1,-87.75781,27.974035
Prdm10.2,-84.28782,24.060198
Prkaa1.2,-86.278206,28.190914
Prdm8.1,-81.7003,27.00448
Prdm6.2,-84.72619,25.589535
Prdm12.2,-85.50581,29.99967
Prkaa2.1,-88.07264,14.85636
Prdm5.2,-80.982285,26.75641
Prdm2.1,-84.45463,13.146437
Prdm11.2,-83.626755,14.333982
Prkaa2.2,-89.44571,24.95504
Prdm5.3,-74.512596,10.229325
Prdm14.1,-89.11085,27.295404
Prdm13.2,-85.11412,20.498653
Prkaa2.3,-87.68546,26.45891
Prdm8.2,-84.98379,30.594933
Prdm15.2,-95.39536,21.813215
Prdm10.3,-83.29987,14.356551
Prkcd.2,-89.42384,17.36118
Prdm2.2,-91.55368,14.944881
Prdm4.2,-90.13115,30.339865
Prdm10.4,-89.63463,24.894878
Prdm9.3,-89.65213,32.031754
Prdm6.3,-91.53945,30.478294
Prdm14.2,-92.46039,30.534666
Prdm11.3,-87.501366,28.033407
Prkaa1.3,-84.581604,27.50636
Prdm8.3,-89.23324,10.175756
Prdm15.3,-87.48373,29.313547
Prdm12.3,-92.2517,23.16486
Prkcd.3,-89.028,19.928047
Prdm6.4,-90.33838,20.542816
Prdm14.3,-91.636665,26.572792
Prdm13.3,-57.74898,-4.0107794
Prdm9.4,-89.573296,32.41151
Prdm4.3,-94.12461,27.104856
Prdm2.3,-85.39626,26.77482
Prdm13.4,-73.673744,9.445244
Prkaa1.4,-90.57022,16.610518
Prdm8.4,-91.0212,15.931944
Prdm2.4,-91.80261,21.664558
Prdm11.4,-87.5821,16.95162
Prkcd.4,-74.83692,10.657824
Prkaa2.4,-90.96173,21.287657
Prdm14.4,-84.582275,16.200567
Prdm12.4,-87.73788,18.798859
Prdm5.4,-86.24359,17.694075
Prdm15.4,-92.09928,25.929256
Prdm4.4,-88.82987,11.882892
Prmt1.1,-6.10446,94.52621
Rbbp4.1,-6.410935,88.38077
Rbbp5.1,-3.768367,91.7814
Psip1.1,-16.265205,71.980125
Prmt3.1,1.5414015,95.14694
Rnf40.1,-7.5405397,88.125755
Ring1.1,-2.337776,86.93578
Prmt7.1,-1.6809719,91.890434
Prmt2.1,-1.7957063,93.42543
Rnf20.1,-6.737361,88.357544
Ring1.2,-30.262602,54.5867
Prmt5.1,-1.8108894,92.35553
Prmt1.2,5.4332104,84.361336
Rnf20.2,-0.51300377,82.02367
Rbbp7.1,2.0971494,82.53315
Rbbp5.2,1.611677,95.18051
Prmt3.2,1.2663758,87.571724
Rnf217.1,-1.89011,86.84317
Rbbp4.2,4.9417834,80.64436
Prmt8.1,-1.0441538,78.89436
Prmt2.2,-5.5132866,81.69586
Rnf217.2,-8.180631,84.98452
Rbbp4.3,-9.092658,38.865482
Prmt6.1,-3.7262065,86.776955
Prmt5.2,-2.1906705,82.0575
Rnf217.3,-0.23488674,89.05131
Rbbp7.2,7.4833255,79.741325
Prmt7.2,1.6634921,81.578156
Prmt1.3,-6.2088804,94.59181
Rnf40.2,-3.8030763,78.99459
Prmt8.2,-5.7637053,81.607346
Psip1.2,-6.2713113,83.34712
Prmt1.4,-5.270723,82.60106
Ring1.3,5.145677,83.47637
Rbbp5.3,2.1894646,80.96054
Prmt6.2,-1.3744353,88.09342
Prmt2.3,-2.385149,81.14629
Rnf20.3,-7.60871,84.750626
Rbbp7.3,-2.1943958,78.483505
Prmt7.3,2.691163,90.337746
Prmt3.3,9.480112,79.66539
Rnf40.3,-4.2820573,77.08672
Rbbp5.4,3.2811837,79.989426
Prmt6.3,4.2943764,80.15769
Prmt5.3,-1.826452,77.457634
Ring1.4,4.7483087,78.57946
Psip1.3,3.0494742,78.67863
Prmt8.3,1.5947831,87.56257
Prmt5.4,8.183678,79.711945
Rnf20.4,-2.766976,78.97017
Rbbp7.4,-18.115246,71.503456
Prmt8.4,2.6629915,86.84302
Prmt2.4,-39.614365,73.5564
Rpa3.1,-2.3235147,9.746963
Setdb1.1,5.5378556,85.613365
Setdb2.1,6.5492187,-6.8457913
Setd8.1,12.756452,-9.543329
Scml4.1,-7.4387846,-3.1226273
Sin3b.1,0.20881751,3.3118634
Sfmbt1.1,-3.4352176,0.29447672
Setd4.1,1.5666939,2.5919502
Scml2.1,-2.7358124,-1.0967554
Sfmbt2.1,6.9059477,1.4560752
Sfmbt1.2,-21.61714,-33.38645
Setd1a.1,14.676472,23.36572
Rpa3.2,-2.8996382,8.192517
Sfmbt2.2,29.841743,11.411347
Setmar.1,-40.983242,-55.482246
Setdb2.2,7.1598306,2.2021446
Scml4.2,-19.097082,-12.887705
Sin3a.1,6.5719805,0.5865388
Setdb1.2,4.252474,8.09476
Setd5.1,-55.834167,-4.1283813
Scml2.2,30.732372,50.590332
Sin3a.2,-1.7532488,-2.8694398
Setdb1.3,-10.105483,26.03208
Setd2.1,17.268747,25.033348
Setd1a.2,35.337303,30.630613
Sin3a.3,-2.4502878,-2.123851
Setmar.2,-19.901958,-7.9961104
Setd4.2,5.4677153,6.4946537
Rpa3.3,30.569376,46.828926
Sin3b.2,3.5528932,1.7391232
Setd5.2,13.360377,-25.646324
Setd8.2,-14.664587,-27.684055
Rpa3.4,-2.3536775,8.495504
Sfmbt1.3,20.661709,28.034512
Setdb2.3,0.025970928,-56.917076
Setd2.2,2.0402677,-19.747099
Scml2.3,-18.982693,-24.909945
Sfmbt2.3,-6.0912933,-57.097015
Setmar.3,22.61916,24.130323
Setd4.3,14.324458,-13.3996105
Scml4.3,-0.47922674,3.7141469
Sin3b.3,-4.2256303,-9.806407
Setdb2.4,-22.322102,-6.587235
Setd2.3,-1.449652,-9.460668
Setd1a.3,14.920834,25.652058
Sfmbt1.4,-1.8514454,-28.562588
Setd8.3,-5.4889827,58.135403
Setd5.3,12.605373,-26.083073
Setd1a.4,23.563126,14.693661
Sfmbt2.4,-25.958412,39.696884
Setmar.4,-6.745036,1.2282429
Setd5.4,12.545519,-26.119652
Scml2.4,-5.6617126,-1.416241
Sin3b.4,4.5610633,-25.345491
Sin3a.4,32.658966,50.664383
Setd2.4,4.5290775,-25.373722
Scml4.4,-59.508366,-6.0325017
Setdb1.4,30.064188,50.87691
Setd4.4,35.392166,47.090908
Setd8.4,34.96278,45.019352
Sirt1.1,-25.596659,-16.721098
Smarca5.1,-48.535675,-16.656439
Smarcc2.1,9.689737,-18.499683
Smarca4.1,-81.12583,-31.414354
Sirt4.1,-11.288627,-11.519359
Smyd3.1,-18.64539,-20.581768
Smarcd3.1,32.87048,40.559147
Sirt7.1,-19.24084,-20.36583
Sirt3.1,-6.0149555,2.8419597
Smarce1.1,-22.897696,-18.538942
Smarcd3.2,-3.9979572,-26.262205
Sirt5.1,0.61676663,-53.131363
Sirt1.2,-4.862203,-24.216366
Smarce1.2,-87.69676,-31.112215
Smarcd1.1,-29.258436,-15.3598995
Smarcc2.2,8.530134,-18.04745
Sirt4.2,-19.640001,-11.06666
Smyd2.1,-22.486675,-18.926798
Smarca5.2,1.6970723,4.609084
Smarca1.1,4.608455,-17.451876
Sirt3.2,-42.70883,-14.396753
Smyd2.2,-6.3475866,-22.095161
Smarca5.3,-49.574574,-17.175428
Sirt6.1,-42.09118,-56.775654
Sirt5.2,-6.6306953,-28.447674
Smyd2.3,-71.93757,7.405644
Smarcd1.2,-37.429165,-16.1868
Sirt7.2,-57.122593,-31.139645
Sirt1.3,-20.643356,-17.669176
Smyd3.2,13.614226,-12.6668415
Smarca1.2,-5.396174,-23.556925
Smarca4.2,-81.32624,-31.719662
Sirt1.4,-5.696747,-27.969366
Smarcd3.3,8.208429,-49.22156
Smarcc2.3,21.263004,28.062471
Sirt6.2,-20.298174,-17.482111
Sirt3.3,7.7813945,-17.695045
Smarce1.3,-87.91585,-30.74802
Smarcd1.3,-27.475,-16.16364
Sirt7.3,35.27191,48.349983
Sirt4.3,-5.508465,-25.02019
Smyd3.3,-2.6386206,-23.26668
Smarcc2.4,0.6731642,-42.201885
Sirt6.3,-5.7344646,-17.229334
Sirt5.3,21.907537,29.896818
Smarcd3.4,12.722064,-16.748182
Smarca4.3,-70.85656,-32.82369
Smarca1.3,1.6808364,-48.892345
Sirt5.4,3.9879713,-18.647348
Smarce1.4,-70.65425,-32.647026
Smarcd1.4,-37.59909,-16.378212
Smarca1.4,-25.627153,-16.779741
Sirt3.4,-0.9298592,-56.569286
Smyd3.4,4.32359,-18.12033
Smyd2.4,13.298738,-15.969814
Sirt6.4,12.947548,-16.55673
Sirt4.4,-13.557101,-18.966309
Smarca5.4,-47.966736,-16.163805
Smyd4.1,-58.435978,-27.140766
Suv39h2.1,-57.59874,-28.057327
Suv420h1.1,16.486834,1.0506282
Suv39h1.1,10.457143,-0.6807063
Sp100.1,12.802507,10.650471
Tcea1.1,15.878554,-1.1926485
Suz12.1,32.134842,11.066167
Ssrp1.1,13.024665,10.824645
Smyd5.1,12.052088,9.975656
Taf1.1,-29.041775,-13.612814
Suz12.2,-23.547033,-24.517982
Sp110.1,-16.401936,-19.340319
Smyd4.2,-16.431763,-19.241926
Taf1.2,-31.06903,-16.65764
Suv420h2.1,-5.0098805,-46.151806
Suv420h1.2,-14.446864,-19.51694
Sp100.2,-54.909786,-28.58689
Taf3.1,-33.41654,-18.311073
Suv39h2.2,4.970018,-48.792625
Supt16h.1,23.192026,24.879147
Smyd5.2,16.426216,-9.692285
Taf3.2,-23.403763,-25.659466
Suv39h2.3,-14.9836,-62.425728
Sp140.1,-8.544307,-44.299023
Sp110.2,-22.642117,-26.56502
Taf3.3,-33.357582,-18.369473
Suv420h2.2,-4.8254933,-56.157387
Ssrp1.2,31.639269,40.451202
Smyd4.3,22.935787,25.566416
Tcea1.2,-29.09358,-13.966244
Supt16h.2,33.522675,43.217937
Suv39h1.2,15.442332,-10.266961
Smyd4.4,-19.169907,-12.704413
Suz12.3,-17.894753,-43.971703
Suv420h1.3,-7.9127164,-42.96375
Sp140.2,-1.6914434,-29.935884
Smyd5.3,3.1864595,-19.289003
Taf1.3,-31.657192,-16.236294
Suv420h2.3,16.855639,0.7688072
Ssrp1.3,30.762304,46.897243
Sp100.3,6.314238,-7.2778835
Tcea1.3,-21.0526,-51.3424
Suv420h1.4,2.70808,-47.071712
Sp140.3,-17.984192,-24.415646
Sp110.3,6.162559,-48.68221
Suz12.4,-1.8713663,10.561955
Suv39h1.3,-2.123659,-27.766941
Supt16h.3,1.7293009,-43.637188
Sp110.4,-0.12228308,-23.39341
Taf1.4,-2.0197756,94.57763
Suv420h2.4,-5.258558,13.486062
Supt16h.4,-3.8320389,-0.8348297
Smyd5.4,-22.407051,-37.536488
Tcea1.4,-31.19756,-19.987936
Taf3.4,-32.0034,-19.632208
Sp140.4,-31.498491,-46.913284
Sp100.4,12.643705,-2.276464
Suv39h2.4,-1.2129824,-27.231228
Ssrp1.4,22.607683,25.937931
Suv39h1.4,26.326647,26.67395
Tdg.1,-22.375013,-20.127424
Ube2b.1,-36.309902,-59.116184
Ube2e1.1,36.74532,16.602037
Trim66.1,-19.923069,-21.653173
Tet2.1,9.285569,1.2641225
Usp51.1,15.621513,-59.931854
Uhrf1.1,26.40569,40.603477
Trim28.1,27.28503,-12.657296
Tet1.1,31.530836,38.92287
Usp22.1,-7.0271854,0.9615982
Uhrf1.2,25.492027,40.66976
Tet3.1,-24.724724,-52.373463
Tdg.2,-53.54567,-31.75111
Usp22.2,-8.421961,-43.129246
Ube2i.1,18.529911,52.95652
Ube2e1.2,-38.334312,-17.451105
Tet2.2,-15.109264,-4.942337
Usp27x.1,-59.649162,-32.650005
Ube2b.2,-17.823036,7.1117225
Trim33.1,-6.6335087,3.8019094
Tet1.2,-12.629044,-40.903908
Usp27x.2,-13.10398,-41.934647
Ube2b.3,-24.008053,-52.58972
Trim24.1,-32.60325,54.510426
Tet3.2,-12.592288,-45.803726
Usp27x.3,-12.039816,-41.035755
Ube2i.2,29.708242,50.211857
Trim28.2,-22.201117,-40.75981
Tdg.3,-11.217892,-40.494495
Usp51.2,-4.235628,-9.341384
Trim33.2,-1.7275006,-41.764378
Trim66.2,-31.21841,55.245235
Tdg.4,24.036854,-2.970423
Uhrf1.3,21.136734,31.598522
Ube2e1.3,33.233707,32.99829
Trim24.2,-3.9228394,11.879572
Tet1.3,-11.645559,-11.781526
Usp22.3,33.437393,33.682045
Ube2i.3,36.415504,44.681896
Trim28.3,-3.9640849,-5.3356285
Tet2.3,21.475227,13.9281435
Usp51.3,-20.183897,-50.513638
Ube2e1.4,37.985916,15.786138
Trim24.3,-13.6489315,16.751488
Tet3.3,-2.3887892,-41.792847
Uhrf1.4,37.28225,15.79106
Trim66.3,19.70665,13.470034
Trim33.3,30.731503,-10.343451
Tet3.4,19.020988,13.568934
Usp22.4,26.704699,26.910624
Ube2i.4,-41.362938,8.1311655
Trim33.4,-26.021538,-52.37777
Tet1.4,-18.50938,-55.161472
Usp51.4,8.535666,-49.306217
Usp27x.4,0.6424325,-48.77938
Trim24.4,15.453939,6.3651466
Tet2.4,-16.470734,-25.50194
Ube2b.4,-16.310163,-23.725048
Trim28.4,-6.553104,-21.293755
Trim66.4,-7.2617493,-34.806923
Wbp7.1,-2.8355625,-57.973843
Arid1b.1,-18.039015,-55.75825
Brd7.2,-4.24013,-58.645805
Actb,-48.457752,-23.908846
Wdr82.1,-41.868298,70.57191
Eaf1.1,-4.3922462,-57.246864
Cecr2.1,-28.138401,-48.67828
Zmynd11.1,-26.575394,-47.445786
Wdr5.1,-27.889925,-49.81237
Chd7.2,-51.097588,-35.806335
Cecr2.2,14.069603,-10.872531
Whsc1.1,19.79513,33.514473
Wbp7.2,3.046779,-50.08094
Chd7.3,-22.836515,12.171069
Brdt.3,2.5412424,-45.83134
Brd7.3,2.532853,-49.282555
Wdr82.2,-41.79077,70.42327
Clock.3,-1.6916819,-55.164955
Arid1b.2,-31.988623,-44.735703
Zmynd8.1,-40.270397,-7.497337
Wdr5.2,-15.593856,43.95623
Dpy30.1,-19.08663,-8.094772
Arid1b.3,-9.975454,-29.13328
Whsc1l1.1,-39.88723,-15.043161
Whsc1.2,-4.435408,-52.91524
Dpy30.2,-32.329548,-60.97147
Cbx2.1,-0.6218158,-21.20905
Zmynd11.2,-9.199101,-30.39466
Wbp7.3,-2.2661395,-56.314953
Eaf1.2,-14.686546,-4.8696456
Zmynd8.2,-20.88069,-51.18872
Actl6a,-72.23334,-35.48969
Wbp7.4,-32.215424,-43.288506
Cecr2.3,-4.7675257,-41.01064
Brdt.1,-9.255031,-29.556108
Whsc1l1.2,-30.544237,-22.65191
Wdr5.3,-27.055323,-52.59366
Clock.1,-33.45395,-42.066616
Cbx2.2,-30.610466,-21.552109
Zmynd11.3,-1.4948736,-19.67949
Wdr82.3,-46.18395,73.754585
Eaf1.3,-13.764953,-39.851765
Brdt.2,-56.04538,-31.361036
Whsc1l1.3,-42.24973,8.684201
Whsc1.3,18.424236,39.472313
Chd7.1,-50.993668,-35.59156
Arid1a.1,-2.7033353,-56.065395
Zmynd8.3,1.7293208,-51.687737
Whsc1.4,-0.24415325,-18.826134
Clock.2,-0.7407099,-19.805656
Cbx2.3,-8.3532505,-18.110683
Zmynd8.4,-1.3954954,-30.977352
Wdr5.4,22.168406,30.012365
Fbxo17.1,-16.823885,-24.559896
Dpy30.3,-11.099058,-17.745878
Whsc1l1.4,-7.445398,-28.878218
Wdr82.4,-34.841496,69.3621
Brd7.1,-5.0217443,-16.940939
Baz1a.1,92.6395,-7.734526
Brd2.1,7.8747644,10.149968
Brd3.1,4.4864717,-34.907333
Brd1.1,77.45133,-15.532079
Baz2a.1,76.42871,-15.384073
Brpf3.1,91.52274,-5.310781
Brd8.1,73.73467,-31.87838
Bop1.1,89.16544,-3.0973349
Baz1b.1,91.54551,-5.3307147
Brd9.1,41.640793,48.67659
Brd8.2,86.36239,-10.691427
Baz2b.1,81.26278,-7.906759
Baz1a.2,75.5696,-7.9785957
Brd9.2,32.44905,-38.22614
Brd4.1,-11.997222,-79.43205
Brd3.2,65.88183,-20.192377
Baz2a.2,45.562534,-31.59177
Brpf1.1,76.24828,-14.437827
Brd2.2,76.103485,-12.617995
Bptf.1,89.292336,-2.8898563
Baz1b.2,74.58887,-15.891011
Brpf1.2,23.930346,-2.5996482
Brd2.3,30.220966,-4.591541
Bmi1.1,31.602549,-5.8344035
Baz2b.2,68.405716,-9.983128
Brpf1.3,87.94256,-14.80799
Brd4.2,-12.866098,-79.161606
Bop1.2,70.69814,-9.870719
Baz1a.3,88.35128,-4.03709
Brpf3.2,70.87439,-9.884479
Bptf.2,69.30458,-18.21038
Brd1.2,64.97668,-21.575333
Baz1a.4,81.22952,-3.1268616
Brd8.3,47.47382,-31.14843
Brd3.3,37.522552,-45.728836
Bmi1.2,65.050644,-42.46918
Baz1b.3,70.01822,-8.286824
Brd9.3,34.12139,-38.761326
Brd4.3,-11.643373,-79.5744
Bop1.3,81.40715,-3.2961009
Baz2a.3,83.576965,-11.670684
Brpf3.3,67.99836,-16.543297
Brd3.4,87.29581,-4.797073
Bmi1.3,68.51701,-14.04153
Baz2b.3,49.625465,-49.182938
Brd8.4,34.424313,-38.34602
Brd1.3,65.36698,-20.968536
Bptf.3,82.966194,-2.65991
Baz2b.4,81.783554,-7.864885
Brd9.4,80.81452,-4.4268084
Brd4.4,-12.384592,-79.70206
Bptf.4,68.51755,-17.592194
Baz1b.4,66.73652,-18.940672
Brpf3.4,68.514885,-16.803667
Brpf1.4,80.632164,-8.258565
Bmi1.4,71.733734,-9.971261
Baz2a.4,69.093796,-15.108627
Brd2.4,3.2100787,-34.884262
Bop1.4,75.50701,-7.9816217
Brd1.4,84.465935,-7.752676
Fbxo17.2,-25.309988,-37.325516
Padi2.1,6.162036,9.352243
Paf1.1,-62.661144,-37.91865
Kdm4b.3,4.7406535,8.071956
Gtf2h1.1,18.11149,12.885069
Rnf2.2,13.966518,-35.351753
Phc3.1,23.482079,14.138179
Iws1.1,-47.738403,-23.666153
Fkbp2.3,13.716845,-37.806602
Phf10.2,-8.128607,-17.885307
Phc3.2,11.118333,20.095316
H2afz.2,-21.505041,-34.905468
Fbxo17.3,13.214558,-39.080788
Phf10.3,38.129677,23.91868
Parp2.2,14.649707,-38.73352
Paf1.2,-61.39591,-37.840893
Gtf2h1.2,-19.341919,-33.433155
Prdm16.1,-32.64944,-40.89407
Padi2.2,-17.275831,-37.03616
Jmjd8.2,-20.038452,-32.990425
Fkbp5.1,-26.798086,-37.996628
Prdm16.2,-12.961092,-47.987038
