"Experiment: 10 U p1","Analysis: Analysis 3","User: Admin","Number of Plates: 8","Plate Type: 96 Well","Plate Order: Row","Export Date: 6/2/2015","Export Time: 2:03:29 PM"
"Plate: control"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"F05","Sample",46.1864406779661,44.2249892657793,57.2188449848024
"F06","Sample",42.2687373396354,42.7723360047492,62.7090301003344
"F07","Sample",37.2046254399196,43.9619274241523,65.5032467532468
"F08","Sample",41.9453820190242,51.154163231657,68.9308176100629
"F09","Sample",39.4181818181818,45.5846610856063,66.0840812470477
"F10","Sample",43.3566433566434,41.5773353751914,61.8834080717489
"F11","Sample",31.6624895572264,40.1688182720953,61.7045031633792
"G02","Sample",31.5394242803504,44.995996797438,59.409751924722
"G03","Sample",37.4517374517375,41.5254237288136,53.0882352941177
"G04","Sample",38.0141843971631,46.5451055662188,66.3157894736842
"G05","Sample",32.0496894409938,38.9911929543635,57.2952218430034
"G06","Sample",36.6859027205276,41.8696883852691,65.791081246182
"G07","Sample",36.9506726457399,39.4200626959248,55.8333333333333
"G08","Sample",39.5033860045147,47.9550102249489,67.6688793440062
"G09","Sample",33.5012594458438,33.6486486486486,57.2265625
"G10","Sample",39.4449116904962,40.0269996625042,55.4334554334554
"G11","Sample",28.96,32.3383084577114,43.3652007648184
"Plate: 21"
"Well ID","Well Type","GFP+CD103+ as % of GFP+","Amet+GFP+CD103+ as % of Amet+GFP+","Amet+CD103+ as % of Amet+"
"B02","Sample",42.512077294686,48.0950716532681,55.8760223848472
"B03","Sample",40.1705051533274,41.304347826087,34.375
"B04","Sample",45.682071614422,50,25
"B05","Sample",46.7792370231395,71.4285714285714,57.1428571428571
"B06","Sample",40.5543952914373,52.039603960396,61.185086551265
"B07","Sample",46.4070999141139,56.6666666666667,66.6666666666667
"B08","Sample",42.8607755880483,50,33.3333333333333
"B09","Sample",28.9540171803941,36.616362192216,36.0078828828829
"B10","Sample",33.5329341317365,34.2842967005706,58.1532416502947
"B11","Sample",40.2750491159136,45.8333333333333,41.9354838709677
"C02","Sample",44.7839626313741,47.6190476190476,31.25
"C03","Sample",35.3500432152118,42.8938906752412,56.106071179344
"C04","Sample",39.4675385333956,46.8105065666041,64.7900323027227
"C05","Sample",46.8808070082294,25.8064516129032,47.3684210526316
"C06","Sample",50.5401123433674,57.8947368421053,57.1428571428571
"C07","Sample",45.1489780842157,35.7142857142857,0
"C08","Sample",46.1516654854713,66.6666666666667,20
"C09","Sample",47.3613715510313,50,50
"C10","Sample",40.6691009572683,60.8695652173913,69.2307692307692
"C11","Sample",34.2760180995475,34.3106796116505,55.4922701383238
"D02","Sample",35.5822550831793,48.3266932270916,66.304347826087
"D03","Sample",52.0594555873925,54.2857142857143,53.125
"D04","Sample",44.7492904446547,53.8461538461538,61.5384615384615
"D05","Sample",34.733893557423,52.6072607260726,67.9690022602519
"D06","Sample",47.1221685852209,59.2592592592593,56.25
"D07","Sample",49.0562187531884,52.1739130434783,40
"D08","Sample",46.3060686015831,45.4545454545455,100
"D09","Sample",35.2472996020466,50.9585951345255,76.9541390250937
"D10","Sample",42.9583702391497,49.9694563225412,76.0968921389397
"D11","Sample",43.9768786127168,42.1052631578947,52.9411764705882
"E02","Sample",41.6542170311015,36.6666666666667,58.3333333333333
"E03","Sample",42.3672451418477,60.8695652173913,60
"E04","Sample",37.5643224699828,47.6247745039086,65.8709106984969
"E05","Sample",44.0495250293521,56.4102564102564,42.8571428571429
"E06","Sample",44.9370227114946,36.8421052631579,0
"E07","Sample",42.3296468069925,46.031746031746,56.25
"E08","Sample",35.4017995656221,44.2822384428224,68.0993314231137
"E09","Sample",41.3143211407316,44,81.8181818181818
"E10","Sample",42.8648648648649,68.4210526315789,71.4285714285714
"E11","Sample",34.0501792114695,33.3594976452119,64.4765121277249
"F02","Sample",41.9974391805378,37.2468763464024,55.9146341463415
"F03","Sample",46.1156393275599,45,33.3333333333333
"F04","Sample",47.8132454844939,53.3333333333333,50
"F05","Sample",45.7552494919847,57.4468085106383,61.1111111111111
"F06","Sample",45.1298701298701,39.128664495114,65.3094462540717
"F07","Sample",47.911628929435,55.9322033898305,75
"F08","Sample",50.1640171587181,57.1428571428571,50
"F09","Sample",48.4039713889185,50,33.3333333333333
"F10","Sample",33.1337325349301,36.9347826086956,57.6145274453157
"F11","Sample",43.2821075740944,50,54.5454545454545
"G02","Sample",35.7165404040404,31.25,75
"G03","Sample",36.2333941130503,30.7692307692308,50
"G04","Sample",38.4710234278668,35.4711673699016,59.1266375545852
"G05","Sample",41.611309827968,48,50
"G06","Sample",42.2191207257502,66.6666666666667,14.2857142857143
"G07","Sample",36.1454288739852,43.2147937411095,57.8285714285714
"G08","Sample",34.0889276373147,33.772411269667,56.346623270952
"G09","Sample",40.2448071216617,31.8181818181818,40
"G10","Sample",27.3990447242727,43.1000492853622,61.4589316484779
"G11","Sample",38.1105006105006,46.5116279069767,65
