Well,shRNA,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,GeoMean Alexa 700-A - CD44 of Amet+,Amet+CD62L+ as % of Amet+,Amet+ as % of Amet+CXCR3+,Amet+CXCR3+ as % of Amet+,GeoMean APC-A - CD103 of Amet+,GeoMean PE-A - CD127 of Amet+
D11,Usp51.2,3032.255291,3680.68982,18.89721627,290.2874903,34.44860814,21.54047481,54.57408366
E02,Trim33.2,4524.540495,4665.85124,26.49780809,235.9770115,42.37700925,22.52832283,59.93907327
E03,Trim66.2,3935.303165,5201.23201,79.16666667,240,41.66666667,54.92016374,76.83800593
E04,Tdg.4,3140.57026,4447.414954,19.0862196,304.6015713,32.82977155,21.6312285,58.12425769
E05,Uhrf1.3,4425.529679,3793.259717,14.67304625,264.2781876,37.83891547,18.32739168,61.40761881
E06,Ube2e1.3,2186.241968,4978.703156,21.43507973,413.7606032,24.16856492,24.64828161,61.47928853
E07,Trim24.2,3452.141289,3837.939149,22.54481192,282.9285714,35.34460995,22.9062005,63.50044328
E08,Tet1.3,3674.25786,4575.781275,22.67091746,332.9009434,30.03896564,21.71177092,65.93420947
E09,Usp22.3,3026.362454,5178.89484,15.73855592,324.7509579,30.79282681,25.00786373,55.54172906
E10,Ube2i.3,2519.714626,4225.223237,39.28571429,254.5454545,39.28571429,55.39458876,89.06254177
E11,Trim28.3,4955.583427,4578.100372,11.34686347,320.7100592,31.18081181,15.82942415,49.60802528
F02,Tet2.3,4955.444477,5552.511379,21.75177763,215.3096729,46.44473174,19.70096413,60.78822495
F03,Usp51.3,3731.256057,5286.557221,29.59009394,314.3624161,31.81041845,19.84700563,62.26427662
F04,Ube2e1.4,3383.903005,5915.01337,23.73134328,335.839599,29.7761194,20.92880836,55.57937366
F05,Trim24.3,3662.359586,4545.104783,19.17145449,232.0701754,43.09041427,20.0227803,53.33252726
F06,Tet3.3,4139.323201,4973.70461,25.83479789,328.9017341,30.40421793,18.49523594,59.57220972
F07,Uhrf1.4,3835.331734,5327.254987,21.26607319,345.6410256,28.93175074,20.975233,52.74592156
F08,Trim66.3,4176.970466,4829.868408,20.78239609,380.7180851,26.26615438,17.7551601,55.1775508
F09,Trim33.3,3213.131447,5471.602875,21.48254768,334.8192771,29.86685858,25.51090981,66.36644659
F10,Tet3.4,3487.877583,5241.795036,19.5862069,322.9398664,30.96551724,22.23840257,61.79706419
F11,Usp22.4,5447.696138,3616.289813,16.10169492,302.1214338,33.09927361,18.33987396,62.6832189
G02,Ube2i.4,4528.571072,5111.803831,30.54695562,157.0502431,63.67389061,21.80887792,73.2189703
G03,Trim33.4,3897.411472,4303.71267,22.8711547,192.0376712,52.07311636,31.4973104,66.11731034
G04,Tet1.4,3932.454196,4846.022193,22.60223048,347.0967742,28.81040892,18.59020891,74.84339029
G05,Usp51.4,4499.259714,4879.20543,21.7552534,374.537037,26.69962917,19.4920908,66.41372127
G06,Usp27x.4,2047.899929,4930.516496,20.07465782,262.0652174,38.15844048,33.26816323,70.16677661
G07,Trim24.4,4859.893587,3759.947586,22.8226887,251.2906846,39.79455114,26.99748072,65.4585884
G08,Tet2.4,2963.262543,4218.554132,24.40087146,319.8606272,31.26361656,22.68171242,60.85325472
G09,Ube2b.4,3370.426786,4184.075193,23.26297274,300.7936508,33.24538259,21.20107261,56.39863163
G10,Trim28.4,3418.519431,4860.267872,18.3639399,372.8215768,26.82248191,22.23740303,51.44387994
G11,Trim66.4,4799.033571,4154.3848,19.48373409,309.0710383,32.35502122,22.94614694,50.88271477
