,,Experiment: 100U p1,Analysis: Analysis 1,User: Admin,Plate: 20,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:46:57 AM,,,,,,,,,,,,,,,,,,,,,
B11,Phf10.2,B11,Sample,736,4237,1809,11904,9314.002896,10094.56723,4232.864872,4039.760956,3124.109836,1886.952909,4489.391498,5247.246855,36.82065217,23.71475954,19.51852726,29.81385413,2.717391304,296.5010497,9.950248756,33.72669342,0.135869565,6.329273648,8.164744944,20.62103813,52.31059206,64.20254702,57.4301504
C02,Phc3.2,C02,Sample,1734,1968,987,11788,11369.2163,11880.63304,4482.469413,4264.010408,2500.908536,2833.478886,5963.257218,4777.574946,30.27681661,24.72137791,18.95325203,22.83197832,4.671280277,382.8793774,10.23302938,26.11788618,0.519031142,4.181447644,5.807875379,16.25797841,39.17411432,67.23995794,53.79362097
C03,H2afz.2,C03,Sample,1331,2421,1423,10603,10806.96387,9166.759888,3953.722046,3704.87158,2527.406085,2418.369632,4283.482558,4540.28305,30.65364388,24.3851019,16.43948781,20.80783354,2.704733283,391.1147011,8.995080815,25.56794713,0.450788881,4.447698023,7.596419366,17.93767822,50.31221598,69.67650878,51.4979301
C04,Fbxo17.3,C04,Sample,1123,2333,1400,9505,10442.55181,9435.588117,4674.503644,3819.16918,2406.219304,2939.345029,5153.135626,4509.843396,33.12555654,26.21428571,17.6168024,24.89948306,2.84951024,306.9736842,9.571428571,32.5760823,0.089047195,4.351780171,6.210483091,15.15118774,52.01546885,63.15414515,54.46176067
C05,Phf10.3,C05,Sample,2674,1215,897,12723,9283.849969,11840.64253,5378.174325,3319.090096,2317.208154,2793.498806,4871.226854,4759.201784,32.23635004,34.22519509,24.03292181,23.43633378,5.534779357,400.990099,14.04682274,24.9382716,0.33657442,5.931070008,8.405102318,19.03561529,57.64639319,115.799045,92.94475618
C06,Parp2.2,C06,Sample,1715,2844,1389,12092,11496.81915,10199.96805,3699.806189,3822.865612,2704.276147,2729.281144,5699.673939,4773.216288,33.81924198,27.42980562,17.72151899,26.31031614,4.314868805,353.7313433,12.59899208,28.27004219,0.29154519,4.461100113,7.813291105,18.92450636,55.82564742,98.85570666,77.10743791
C07,Paf1.2,C07,Sample,3032,893,793,13663,9878.31515,4455.981454,1687.38953,3908.682989,2582.993433,1369.453361,2265.653001,4627.210514,33.87203166,35.93947037,27.99552072,23.29545455,6.365435356,181.504065,14.88020177,55.09518477,0.461741425,5.166196042,10.45666913,23.2781279,52.8834418,58.59833117,54.74474656
C08,Gtf2h1.2,C08,Sample,1403,1615,954,9530,8784.41203,8765.480497,4026.204925,3332.067541,2823.985351,2477.670036,4249.475366,4695.528172,30.86243763,27.04402516,16.78018576,24.93573265,3.777619387,323,13.94129979,30.95975232,0.071275837,5.622036367,8.613093095,17.92391684,47.93669791,66.54990415,59.45513108
C09,Prdm16.1,C09,Sample,1574,509,560,8152,7140.477329,7055.444174,3032.743777,2614.586819,2519.839821,2875.508448,4667.654541,4206.468216,33.73570521,30.71428571,23.1827112,27.95031056,4.510800508,282.7777778,16.78571429,35.36345776,0.254129606,7.138676404,11.64610214,24.89138478,48.73776926,98.94126741,70.1392581
C10,Padi2.2,C10,Sample,1264,3440,1948,12409,10613.92964,8724.560702,3769.633383,4376.150387,2716.696107,1978.026197,4272.343756,5212.895893,31.96202532,20.84188912,13.48837209,25.24366472,5.221518987,300.4366812,12.01232033,33.28488372,0.39556962,4.618470449,8.918411471,19.93997103,54.41179118,59.19109255,52.07440559
C11,Jmjd8.2,C11,Sample,2596,2047,1520,14670,9588.066059,9857.760044,4823.80731,3812.717494,2718.183784,2619.33256,4712.215248,4942.384476,31.2403698,27.5,16.51196873,23.73289216,4.237288136,422.9338843,9.605263158,23.6443576,0.30816641,5.481556869,7.793185015,18.43779688,48.93684224,68.56661662,59.19638299
D02,Fkbp5.1,D02,Sample,1383,2363,1334,11149,11687.70451,12587.41852,5502.84564,4614.195957,2046.746947,1549.638211,3870.701133,4362.923347,23.28271873,16.26686657,10.45281422,15.83541147,5.929139552,298.3585859,12.59370315,33.51671604,1.012292119,4.403793805,6.473853223,19.08808937,42.36432078,58.14849442,53.05102908
D03,Prdm16.2,D03,Sample,1450,1852,1207,10710,9178.048428,9594.625502,4283.261173,3354.297603,2401.893936,2258.425484,4080.238361,4391.92498,31.17241379,27.09196355,19.70842333,25.31269875,5.793103448,325.483304,13.75310688,30.72354212,0.620689655,5.8028338,7.658264138,18.37660719,52.44425015,71.59044045,59.12596465
D04,Padi2.3,D04,Sample,1426,2899,1713,12621,8608.32367,7988.282234,3409.377852,3299.919818,2529.033085,2345.299825,4360.411989,4360.973884,38.28892006,28.42965558,18.6271128,28.60933009,5.259467041,225.2525253,12.31757151,44.39461883,0.631136045,5.634730974,9.645997965,23.27148693,66.37757084,88.61558242,69.0128688
D05,Hdac11.3,D05,Sample,1143,2006,1407,9197,8623.169723,9289.055098,3319.603415,3017.534527,2598.627859,2377.93707,4286.744729,4440.392849,34.29571304,29.77967306,25.12462612,26.06042112,4.374453193,263.9473684,13.57498223,37.88634098,0.612423447,6.071493866,8.725432382,21.6363574,66.43577466,94.74637601,67.1019032
D06,H2afz.3,D06,Sample,876,1451,1060,7607,8935.170388,5171.963499,1989.506062,3155.462626,2615.245915,3066.465732,3993.75655,4339.676447,35.95890411,28.49056604,17.98759476,31.3562146,6.506849315,171.3105077,20.56603774,58.37353549,0.570776256,5.849618692,13.20084968,26.99290354,63.2675452,77.11737831,57.91389431
D07,Prdm16.3,D07,Sample,1314,2310,1459,10036,6534.411317,4329.191609,2062.68485,2643.858814,2180.035217,2117.817283,3266.67946,3421.449892,36.52968037,29.33516107,23.29004329,29.19822408,4.337899543,239.8753894,14.05071967,41.68831169,0.380517504,7.232831474,16.56018135,31.62174659,60.97966413,85.92913951,67.68984213
D08,Parp2.3,D08,Sample,1122,1198,950,7020,6790.41227,4472.328228,1665.616089,2082.411556,2508.66941,2381.143936,3623.743912,3679.993863,33.95721925,35.26315789,23.4557596,25.35787321,4.545454545,237.6984127,15.36842105,42.07011686,0.713012478,6.614105736,13.79782832,33.51905719,70.27823603,104.6974128,80.02887573
D09,Iws1.2,D09,Sample,999,2145,1138,8571,8267.409504,6197.405665,3540.941158,3220.911975,2419.32914,2553.011515,4157.586832,4308.501532,33.73373373,28.91036907,20.6993007,26.45996388,5.305305305,259.3712213,13.00527241,38.55477855,0.1001001,5.911600101,10.53304063,21.60292528,57.55604548,84.43455818,66.46537051
D10,Fkbp2.1,D10,Sample,1084,2251,1319,9117,7958.912467,7054.202708,2864.661859,3149.695036,2348.467887,2223.12058,4150.306653,4246.627205,32.65682657,24.18498863,17.68103065,25.61719431,4.243542435,377.6845638,9.93176649,26.47712128,0,6.9629138,10.426217,24.46939466,48.08703064,76.32569096,61.01212501
D11,Rnf2.3,D11,Sample,2414,1411,884,12356,10962.96588,11263.84138,3832.672781,4175.480709,2405.710834,3829.188329,5396.254091,4924.284582,28.58326429,28.84615385,21.4032601,22.33024457,4.556752278,595.3586498,9.049773756,16.79659816,0.57995029,5.365218802,7.719577731,21.00483354,57.59790572,108.288229,67.11246473
E02,Jmjd8.3,E02,Sample,2341,1457,1119,11858,12076.92103,10817.28325,4267.198764,4509.607251,2431.432192,2311.608073,4322.73258,5018.57449,32.42204186,28.86505809,19.49210707,25.28792366,4.27167877,332.6484018,10.72386059,30.06177076,0.55531824,4.636042747,6.993516086,18.54871629,41.64663547,63.29303284,53.95677205
E03,Mecp2.1,E03,Sample,1558,2570,2007,12137,9448.865922,7645.863167,2604.872399,3454.001543,2329.553321,2495.906048,4018.766304,4587.296669,31.1296534,22.62082711,15.79766537,23.55652596,3.851091142,286.5105909,9.6163428,34.90272374,0.192554557,5.054167673,8.039274068,18.96454129,44.88092754,58.69852374,55.39291613
E04,Fkbp2.2,E04,Sample,1407,1910,1567,9866,9751.778482,9551.668333,4599.066746,3853.14211,2485.355752,2341.499445,4826.646293,5015.082031,37.31343284,34.39693682,25.28795812,30.6738962,4.122245913,302.2151899,7.083599234,33.08900524,0.284292822,5.447075495,7.186653356,17.5528947,43.34308732,64.00606715,55.75150799
E05,Phc3.3,E05,Sample,1481,1903,1605,9333,9312.536399,10510.98086,4271.198616,3372.273478,2804.666502,2665.454309,4848.00664,4561.292647,38.08237677,34.82866044,28.00840778,28.59784284,3.916272789,463.0170316,8.348909657,21.59747767,0.337609723,5.313611858,6.99169755,17.98855043,51.6345307,77.94926531,60.28907579
E06,Paf1.3,E06,Sample,2273,1794,1538,12511,9967.050583,5508.695104,1491.691313,3688.019248,2674.363761,1518.250996,2221.318461,4773.142042,38.97932248,37.84135241,30.15607581,29.45429506,4.707435108,182.5025432,11.96358908,54.79375697,0.263968324,5.424230617,10.44380093,28.00083263,56.17896782,64.21027826,58.8850911
E07,Hdac5.1,E07,Sample,1545,1529,1150,8930,9037.27531,8847.658999,3473.164218,3427.782822,2692.812266,2685.457445,4984.925366,4595.440303,37.08737864,33.56521739,21.05951602,29.15057915,3.948220065,314.6090535,11.56521739,31.78548071,0.194174757,5.777537764,8.589852337,23.60862444,63.39813809,73.86052709,67.48537914
E08,Fkbp5.2,E08,Sample,1186,1740,1525,9258,8533.352997,6648.138952,3276.008594,3187.66063,2644.792702,1948.047419,3972.119694,4773.761222,34.7386172,32.06557377,24.08045977,27.98833819,5.059021922,240.6639004,13.57377049,41.55172414,0.505902192,6.020029063,10.37043336,21.71616392,46.66868024,57.58915237,56.35207265
E09,Phf17.1,E09,Sample,1606,2116,1503,10507,8170.186577,9259.306764,4078.564163,3180.911804,3125.581364,3120.523511,5260.204608,4942.381352,36.23910336,34.46440452,19.94328922,26.16754935,4.04732254,358.6440678,9.314703925,27.88279773,0.311332503,6.524938391,9.298856562,19.62765878,56.81032284,91.98298375,70.42317473
E10,Phc2.1,E10,Sample,1470,2599,2093,11881,9046.741719,8616.073524,3755.432442,3550.579881,2676.198816,2207.422803,4352.12509,5009.973706,36.53061224,24.27138079,14.19776837,24.94807892,3.741496599,305.4054054,9.17343526,32.74336283,0.204081633,5.934830732,9.335417038,22.18531673,44.62544222,54.57796141,52.26062581
E11,Iws1.3,E11,Sample,1669,2822,1713,12126,9573.029934,9791.319818,4048.113219,3891.666961,2726.822115,2198.307676,4592.449203,5168.960814,32.47453565,31.17338004,23.52941176,26.21646203,4.014379868,391.4008322,10.74138938,25.54925585,0.659077292,5.929425648,8.605304224,21.07017415,48.15304888,70.45520978,54.20380855
F02,Gtf2h1.3,F02,Sample,1388,1390,900,8972,10790.11524,10692.64091,4433.135175,4227.997792,2175.886698,2646.855816,4656.539903,4410.387638,35.15850144,31.11111111,20,24.08514709,4.538904899,283.6734694,13.55555556,35.25179856,0.648414986,5.096644657,6.872366938,17.36731892,47.84263891,63.84338115,58.41296552
F03,Satb1.1,F03,Sample,1064,1144,618,7045,10885.15412,10197.88805,5144.602152,4183.682323,2882.851368,2231.580845,4542.098762,5324.289985,30.73308271,27.18446602,15.2972028,27.96559905,5.263157895,281.0810811,12.62135922,35.57692308,0.37593985,5.392333119,9.114652421,20.36671596,52.53835476,94.27136644,80.42771072
F04,Parp2.1,F04,Sample,1086,1626,1445,8124,8452.655566,6720.65702,3393.706087,3365.89678,2699.67255,2059.782804,4047.811822,4625.345004,34.53038674,28.85813149,19.43419434,24.96468927,5.064456722,280.3448276,10.51903114,35.6703567,0.460405157,5.821485878,9.297431078,23.24687909,49.23985194,67.76963958,64.53745035
F05,Hdac5.2,F05,Sample,1853,904,813,8772,9695.336502,9904.1418,3893.370918,3217.625174,2653.977627,2641.218307,5181.103298,4710.778001,32.43389099,26.93726937,18.36283186,26.3195099,6.152185645,393.0434783,11.93111931,25.44247788,0.647598489,5.82880585,8.052868304,18.17640302,57.03759226,71.37246899,60.58095738
F06,Hdac11.1,F06,Sample,1222,1654,1269,8570,9391.438168,8604.481393,4251.707742,3358.273596,2707.353356,2215.434226,4200.171707,5100.289279,36.66121113,29.86603625,22.91414752,27.5944811,4.337152209,291.1971831,11.89913318,34.34099154,0.490998363,6.200731032,10.76730965,20.17578585,49.30968267,65.0959873,47.28728183
F07,Phf10.1,F07,Sample,1568,775,493,8444,8837.749449,11278.28086,5287.085555,3175.46611,3002.8715,3395.005961,5033.377202,5052.587596,36.8622449,34.88843813,23.74193548,28.03217822,4.846938776,317.6229508,12.57606491,31.48387097,0.510204082,6.574266558,6.801249675,18.50334309,52.16584771,94.27473463,82.72179293
F08,Mecp2.2,F08,Sample,2341,995,793,9956,7396.4434,8611.995715,3517.784785,2880.479021,2571.903301,3065.441893,4401.08163,4575.349573,37.97522426,35.56116015,24.92462312,27.96011633,4.698846647,336.1486486,12.86254729,29.74874372,0.427167877,7.083475001,9.871118913,24.85615911,53.1093895,70.83088064,60.88656851
F09,Kdm4b.1,F09,Sample,1101,2241,1411,8315,9003.260756,7285.060208,3663.663604,3417.89896,2775.236808,2592.199213,4335.32483,4794.033802,34.42325159,29.05740609,17.09058456,27.39778372,3.269754768,289.9094437,9.071580439,34.49352967,0.090826521,5.658930308,10.05266613,24.24009428,52.02085522,55.07918157,54.21834725
F10,Hdac11.2,F10,Sample,781,2323,1003,7406,9110.131664,8478.186323,3866.190283,3946.501117,2742.625242,2555.765674,5017.993123,4746.914365,36.36363636,24.82552343,17.64959105,24.46941323,2.816901408,331.8571429,7.377866401,30.13344813,0,6.481325798,9.921032183,21.41912072,40.39044709,61.79561501,53.3395272
F11,Phf17.2,F11,Sample,959,2510,1289,9069,8901.770058,8525.850793,3863.905846,3807.200926,2593.728676,2509.334775,4283.486265,5003.327181,30.65693431,25.52366175,18.76494024,25.91911765,4.379562044,325.974026,8.921644686,30.67729084,0.417101147,6.788365876,9.746291916,23.77493991,44.30944891,57.61553366,56.54233274
G02,Phc2.2,G02,Sample,936,2111,1110,8329,11530.65024,9338.55471,4662.712645,4022.452125,2550.550392,1800.740624,4103.056864,4693.809528,38.9957265,28.82882883,21.55376599,27.65379976,2.991452991,408.3172147,9.189189189,24.49076267,0.213675214,5.155835268,9.050875705,19.44404608,53.88584445,62.31577252,55.61039303
G03,Kdm4b.2,G03,Sample,1393,2682,1649,10833,9293.495306,9892.932817,4311.146329,3262.105531,2584.841379,2267.045202,4387.492794,4770.28364,41.27781766,31.594906,22.89336316,29.96774994,4.235463029,292.7947598,12.31049121,34.1536167,0.430725054,7.196236178,8.487642115,23.95935528,52.42650924,81.00549996,72.89418935
G04,Fkbp5.3,G04,Sample,2015,1452,1162,10612,10120.23704,11141.59931,4041.799801,3569.424532,2243.703253,2323.524213,4828.758834,4743.366491,39.15632754,37.34939759,30.37190083,29.69290218,3.672456576,672.2222222,5.938037866,14.87603306,0.446650124,5.465894299,7.139406273,19.63425555,47.51692573,69.66403122,52.58473203
G05,Satb1.2,G05,Sample,1069,2466,1163,9186,8165.449296,8720.702646,3206.015884,2829.89967,2633.271451,3604.68366,4849.357807,4652.702926,42.84377923,35.68357696,24.24979724,35.87292662,2.993451824,569.5150115,7.996560619,17.55879968,0.280636109,7.560258739,9.621473876,21.735176,49.69213928,56.6975665,46.58835058
G06,Rnf2.1,G06,Sample,1380,1190,944,8076,9931.989968,7928.740107,3837.029147,3784.306019,3113.70074,3314.156913,5764.889891,5346.428748,35.50724638,33.89830508,28.57142857,31.59085197,3.405797101,275.462963,10.80508475,36.30252101,0.362318841,6.492252464,9.616151158,24.63195005,41.03360724,62.21330364,74.56731518
G07,Hdac5.3,G07,Sample,1348,1687,1224,8707,8918.926111,8720.387223,3869.738823,3076.592948,2803.074633,2412.871435,4820.260235,4707.568356,39.24332344,29.98366013,16.89389449,28.01152738,2.596439169,508.1325301,9.232026144,19.67990516,0.222551929,6.705090438,9.691158318,20.6498841,55.662546,90.97969447,70.00144282
G08,H2afz.1,G08,Sample,1035,1561,1207,7296,8685.447435,8668.464489,4384.298714,3334.115163,2693.299156,2260.025183,3992.369819,4646.855197,37.58454106,35.95691798,23.51057015,27.66302147,2.801932367,374.3405276,8.202154101,26.7136451,0.38647343,7.784770806,10.81381953,24.24210346,51.81673484,48.61233746,55.24350571
G09,Padi3,G09,Sample,2740,1251,1220,11987,10210.42928,8372.685195,3508.489783,3907.383313,2585.23114,2307.04275,4638.015576,5252.540498,40.47445255,30.49180328,23.10151878,29.80278817,3.832116788,479.3103448,6.147540984,20.86330935,0.291970803,6.096255813,9.353368902,22.58914635,45.93898475,48.12159875,48.2550848
G10,Jmjd8.1,G10,Sample,1369,2533,1491,10185,11268.0964,11156.74826,4751.862014,4089.570065,2615.351486,2683.899224,5159.404203,5171.276098,28.41490139,23.87659289,16.18634031,23.35822817,3.506208912,417.9867987,9.255533199,23.92420055,0.365230095,6.723448547,9.530580233,22.30718475,47.24231424,57.94876671,59.14829303
G11,Mecp2.3,G11,Sample,922,2767,1900,9850,10505.67862,9366.386754,3837.290428,3721.044119,3022.877323,2301.078737,4863.18868,5298.363901,37.20173536,31.42105263,23.05746296,33.33333333,1.735357918,474.6140652,6.526315789,21.06975063,0.10845987,6.228040915,11.25603321,26.25654672,41.34332726,62.54213208,54.36132825
