,,Experiment: 100U p1,Analysis: Analysis 1,User: Admin,Plate: 18,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:45:48 AM,,,,,,,,,,,,,,,,,,,,,
E06,Ube2e1.3,E06,Sample,1183,4390,1446,14422,7766.094924,6180.014982,2186.241968,3303.578339,2151.207674,3275.255321,4978.703156,3930.422549,40.74387151,32.50345781,21.43507973,29.55277281,5.156382079,413.7606032,10.78838174,24.16856492,0.422654269,6.934730808,11.33243512,24.64828161,55.05652158,69.04721512,61.47928853
E07,Trim24.2,E07,Sample,1782,3961,1850,17653,8841.040397,8022.845712,3452.141289,3543.656178,2458.190923,1798.468702,3837.939149,4666.510065,40.01122334,29.51351351,22.54481192,29.76323292,4.713804714,282.9285714,11.02702703,35.34460995,0.168350168,5.976050666,8.892484285,22.9062005,51.40554087,68.39489254,63.50044328
E08,Tet1.3,E08,Sample,1844,2823,1271,15760,7871.304274,8446.438289,3674.25786,3102.112303,2490.399133,2315.228527,4575.781275,4553.531169,37.79826464,32.49409913,22.67091746,29.41981078,5.585683297,332.9009434,12.27380016,30.03896564,0.379609544,6.744682022,9.74890619,21.71177092,60.12719624,77.9396324,65.93420947
E09,Usp22.3,E09,Sample,1460,4238,1419,17231,10688.69028,6926.03777,3026.362454,3932.461539,2499.139624,2770.294702,5178.89484,4925.890954,35,28.68217054,15.73855592,25.35164099,5.205479452,324.7509579,9.020436927,30.79282681,0.410958904,5.742676998,11.39840536,25.00786373,48.90919111,61.08317769,55.54172906
E10,Ube2i.3,E10,Sample,3308,28,10,21773,11568.90832,9145.936353,2519.714626,4341.398616,2396.318894,3142.720753,4225.223237,5366.158372,28.74848851,40,39.28571429,19.96754155,7.103990326,254.5454545,20,39.28571429,0.392986699,5.753119485,16.13419675,55.39458876,54.9214077,50.84821467,89.06254177
E11,Trim28.3,E11,Sample,4131,1084,543,24126,11565.92392,10815.2271,4955.583427,4379.781971,2096.95745,2137.313359,4578.100372,4906.671481,28.12878238,18.2320442,11.34686347,20.70158972,5.8097313,320.7100592,8.655616943,31.18081181,0.484144275,5.411625713,8.344751778,15.82942415,45.85259197,41.14792569,49.60802528
F02,Tet2.3,F02,Sample,686,3094,1106,10220,10565.57844,9521.389507,4955.444477,4400.379781,3004.048763,3661.264756,5552.511379,5392.5368,37.75510204,32.73056058,21.75177763,28.0709841,8.017492711,215.3096729,13.38155515,46.44473174,0.437317784,5.223106696,7.393114573,19.70096413,54.05500557,63.43714351,60.78822495
F03,Usp51.3,F03,Sample,621,2342,889,8542,11116.20158,9189.542041,3731.256057,4435.041713,2921.359089,2821.048951,5286.557221,5268.694277,37.84219002,40.15748031,29.59009394,34.30200978,4.669887279,314.3624161,11.36107987,31.81041845,0,4.825091433,7.580262548,19.84700563,52.00497816,81.16638584,62.26427662
F04,Ube2e1.4,F04,Sample,2514,1340,676,15592,10105.30836,7816.985362,3383.903005,3789.752702,2493.644041,3494.120521,5915.01337,4753.187466,35.3221957,34.46745562,23.73134328,28.84204094,5.171042164,335.839599,13.31360947,29.7761194,0.119331742,5.25970056,8.685363983,20.92880836,45.33197023,64.84394052,55.57937366
F05,Trim24.3,F05,Sample,1183,3307,1198,13539,9924.916436,10696.84457,3662.359586,3910.227582,3147.503017,2461.557063,4545.104783,5466.87224,41.5046492,31.71953255,19.17145449,31.45539906,5.748098056,232.0701754,15.02504174,43.09041427,0.422654269,5.396348858,7.583767616,20.0227803,50.77845596,58.05657887,53.33252726
F06,Tet3.3,F06,Sample,2426,1707,816,14808,9969.864542,9954.735473,4139.323201,3874.313049,2700.8867,2502.552818,4973.70461,5273.976635,43.03380049,35.29411765,25.83479789,30.96498142,5.729596043,328.9017341,11.64215686,30.40421793,0.288540808,5.146116776,7.331194376,18.49523594,46.05437121,54.97453337,59.57220972
F07,Uhrf1.4,F07,Sample,2244,2022,852,14850,9641.728714,10421.96699,3835.331734,3526.294519,2605.61242,2466.359392,5327.254987,5148.910234,35.56149733,23.70892019,21.26607319,29.45237,5.436720143,345.6410256,11.85446009,28.93175074,0.445632799,6.017624322,7.401119658,20.975233,48.46412012,60.13918492,52.74592156
F08,Trim66.3,F08,Sample,1160,2863,1008,13201,11462.70894,10545.12457,4176.970466,3871.728136,2638.379819,2292.867594,4829.868408,5286.452442,41.46551724,30.15873016,20.78239609,29.89307989,4.482758621,380.7180851,10.61507937,26.26615438,0.689655172,5.080143732,7.465240962,17.7551601,49.86986402,68.94800503,55.1775508
F09,Trim33.3,F09,Sample,1846,2779,1074,15787,12008.88217,9060.458834,3213.131447,4433.69105,2682.363962,2891.430475,5471.602875,5460.170677,32.6652221,29.23649907,21.48254768,25.52170517,6.283856988,334.8192771,14.05959032,29.86685858,0.487540628,5.544430091,9.877195373,25.51090981,50.40844343,72.4321314,66.36644659
F10,Tet3.4,F10,Sample,1132,2900,1110,13528,9455.248301,9116.761129,3487.877583,3601.169074,2381.621699,2733.611855,5241.795036,5163.631753,35.86572438,27.65765766,19.5862069,27.29706877,4.681978799,322.9398664,11.35135135,30.96551724,0.441696113,6.521576223,10.93245155,22.23840257,46.95564338,68.56674231,61.79706419
F11,Usp22.4,F11,Sample,1066,4130,1260,15355,10669.1514,10721.59915,5447.696138,4132.346945,2334.05819,1292.90789,3616.289813,5090.92036,35.27204503,26.42857143,16.10169492,23.68596141,3.846153846,302.1214338,9.444444444,33.09927361,0,6.444163541,7.959734397,18.33987396,51.47343301,72.85167859,62.6832189
G02,Ube2i.4,G02,Sample,1633,969,521,10295,10560.10384,8935.348126,4528.571072,4619.730289,3147.26628,3565.505907,5111.803831,5460.7969,37.96693203,42.4184261,30.54695562,30.9880934,7.470912431,157.0502431,23.6084453,63.67389061,0.367421923,5.510741056,8.976075943,21.80887792,46.92497821,69.02849087,73.2189703
G03,Trim33.4,G03,Sample,695,2243,1100,8696,8981.010557,8776.415854,3897.411472,3874.949186,2506.128158,1781.809439,4303.71267,5252.960912,34.10071942,32.09090909,22.8711547,30.53125,5.611510791,192.0376712,20,52.07311636,0.863309353,6.028029645,16.20723635,31.4973104,46.60669961,85.77827965,66.11731034
G04,Tet1.4,G04,Sample,1024,2690,1321,10854,8579.117826,8265.919333,3932.454196,3580.58118,2617.65928,2792.666227,4846.022193,4682.769799,37.79296875,34.14080242,22.60223048,31.36979897,5.078125,347.0967742,12.26343679,28.81040892,0.29296875,6.105822425,8.605674237,18.59020891,60.1463458,92.73055881,74.84339029
G05,Usp51.4,G05,Sample,3009,1618,1053,15605,8764.649889,9723.528679,4499.259714,3737.559198,2728.946991,2722.401671,4879.20543,5020.360072,35.36058491,29.62962963,21.7552534,27.41020794,5.649717514,374.537037,12.34567901,26.69962917,0.398803589,6.913197728,8.755226987,19.4920908,58.47373491,80.20468591,66.41372127
G06,Usp27x.4,G06,Sample,1406,2411,1654,12357,9695.350803,4760.684173,2047.899929,3813.004523,2530.295212,3117.251002,4930.516496,4869.724444,37.05547653,31.43893591,20.07465782,31.01741884,5.33428165,262.0652174,11.547763,38.15844048,0.995732575,6.154084417,15.78417445,33.26816323,58.19675929,83.10234372,70.16677661
G07,Trim24.4,G07,Sample,842,2239,1022,9576,9657.521443,9478.44128,4859.893587,3684.062591,2391.210443,2477.400408,3759.947586,5097.280301,37.7672209,31.11545988,22.8226887,29.18781726,5.819477435,251.2906846,15.45988258,39.79455114,0.475059382,6.708012564,11.17266469,26.99748072,44.18733484,82.74494079,65.4585884
G08,Tet2.4,G08,Sample,2113,1836,1103,13614,9057.886951,7606.367941,2963.262543,3197.713047,2524.601243,2479.170534,4218.554132,4724.775445,35.11594889,34.36083409,24.40087146,29.05405405,5.82110743,319.8606272,19.31097008,31.26361656,0.094652153,6.555982233,13.97273619,22.68171242,56.87063398,87.34505523,60.85325472
G09,Ube2b.4,G09,Sample,845,2274,1150,9592,8937.026947,8556.149441,3370.426786,3158.912964,1975.023851,2257.265194,4184.075193,4785.850524,31.83431953,31.91304348,23.26297274,30.92105263,4.142011834,300.7936508,11.30434783,33.24538259,0.355029586,6.516725334,10.56406122,21.20107261,53.11335927,69.9334241,56.39863163
G10,Trim28.4,G10,Sample,2010,1797,1360,13733,10455.88753,9621.330509,3418.519431,3718.852249,2336.295638,2818.17658,4860.267872,5088.412914,30.34825871,23.60294118,18.3639399,29.34341313,4.925373134,372.8215768,13.38235294,26.82248191,0.447761194,5.829435774,10.77031095,22.23740303,57.34028138,54.25607724,51.44387994
G11,Trim66.4,G11,Sample,1348,2828,1447,13800,11405.03274,11289.28568,4799.033571,3845.223667,2358.582795,1897.452664,4154.3848,5021.579878,33.38278932,24.87906012,19.48373409,28.55606759,4.673590504,309.0710383,12.37042156,32.35502122,0.59347181,5.903827732,8.295227949,22.94614694,49.52966002,59.25141961,50.88271477
