shRNA,Q1,Q2,Q3,Q4,exp
Baz2b.4,1.26,1.20,-0.67,1.22,P1-7_rep1
Bcl6,0.54,0.54,3.65,1.14,P1-7_rep1
Bcl6.2,-0.09,-0.28,3.92,-0.04,P1-7_rep1
Bcl6.3,-0.73,-2.50,-7.80,-0.27,P1-7_rep1
Bmi1.1,-0.86,0.96,-4.56,0.25,P1-7_rep1
Bmi1.2,-0.72,-1.07,-4.40,-1.32,P1-7_rep1
Bmi1.3,-0.37,0.50,-9.40,-3.57,P1-7_rep1
Bmi1.4,-1.65,-2.62,2.07,-2.36,P1-7_rep1
Bop1.1,-1.32,0.15,-4.14,-5.77,P1-7_rep1
Bop1.2,-0.22,0.24,-2.03,-3.46,P1-7_rep1
Bop1.3,0.76,-2.51,2.12,-1.96,P1-7_rep1
Bop1.4,-0.37,-0.92,-8.30,-4.68,P1-7_rep1
Bptf.1,-0.43,-0.60,-8.33,-1.82,P1-7_rep1
Bptf.2,0.55,-1.40,4.00,0.17,P1-7_rep1
Bptf.3,2.36,1.45,-5.53,1.54,P1-7_rep1
Bptf.4,0.30,0.11,-3.50,0.97,P1-7_rep1
Brd1.1,0.66,0.32,-1.33,0.56,P1-7_rep1
Brd1.2,0.05,0.94,3.17,0.43,P1-7_rep1
Brd1.3,2.32,-3.52,-2.64,0.04,P1-7_rep1
Brd1.4,0.34,-4.06,-8.36,1.42,P1-7_rep1
Brd2.1,0.90,-1.56,-0.59,-0.14,P1-7_rep1
Brd2.2,-2.83,-5.34,-2.17,-5.46,P1-7_rep1
Brd2.3,0.79,-2.33,-2.94,-0.45,P1-7_rep1
Brd2.4,1.29,1.86,-1.27,0.46,P1-7_rep1
Brd3.1,-0.18,-0.20,-2.59,0.44,P1-7_rep1
Brd3.2,0.12,0.14,-2.55,-0.69,P1-7_rep1
Brd3.3,0.01,-0.84,-1.80,-1.02,P1-7_rep1
Brd3.4,-3.96,-3.17,-7.55,-0.21,P1-7_rep1
Brd4.1,-3.35,-1.84,-6.88,-0.28,P1-7_rep1
Brd4.2,-4.16,-3.21,-10.13,-2.59,P1-7_rep1
Brd4.3,-1.69,-5.16,-8.48,-2.71,P1-7_rep1
Brd4.4,-2.96,-0.42,-0.16,0.18,P1-7_rep1
Brd7.1,-3.46,-2.38,-8.01,-7.60,P1-7_rep1
Brd7.2,0.00,0.00,-10.91,0.00,P1-7_rep1
Brd7.3,2.86,2.80,-5.25,1.89,P1-7_rep1
Brd8.1,-3.00,-2.87,8.21,-1.85,P1-7_rep1
Brd8.2,0.33,0.87,-4.06,-1.74,P1-7_rep1
Brd8.3,0.30,-1.15,0.90,0.06,P1-7_rep1
Brd8.4,-0.02,-0.21,8.98,-0.04,P1-7_rep1
Brd9.2,-1.53,-2.74,-0.36,-2.70,P1-7_rep1
Brd9.3,0.58,-0.54,-3.35,0.36,P1-7_rep1
Brd9.4,0.08,1.89,-8.19,1.26,P1-7_rep1
Brdt.1,1.18,1.64,-9.78,0.65,P1-7_rep1
Brdt.2,1.79,1.99,-9.42,0.00,P1-7_rep1
Brdt.3,2.33,1.99,0.40,1.89,P1-7_rep1
Brpf1.1,-5.42,-3.25,-8.80,-5.86,P1-7_rep1
Brpf1.2,-0.64,-0.33,-3.52,-0.81,P1-7_rep1
Brpf1.3,-1.01,-0.88,2.41,-0.24,P1-7_rep1
Brpf1.4,1.38,1.35,0.96,-0.05,P1-7_rep1
Brpf3.1,0.67,0.39,-10.80,0.21,P1-7_rep1
Brpf3.2,-8.78,-8.78,-9.53,-8.78,P1-7_rep1
Brpf3.3,0.07,0.57,-9.43,0.56,P1-7_rep1
Brpf3.4,0.14,0.58,-0.31,-0.80,P1-7_rep1
Brwd1.1,-0.11,0.22,-4.12,0.08,P1-7_rep1
Brwd1.2,-2.09,-2.82,-2.94,-1.02,P1-7_rep1
Brwd1.3,-0.71,-1.22,-1.92,0.81,P1-7_rep1
Brwd1.4,0.29,-0.18,-2.30,0.29,P1-7_rep1
Brwd3.1,0.85,0.58,-3.45,0.32,P1-7_rep1
Brwd3.2,0.67,-0.05,5.73,-0.71,P1-7_rep1
Brwd3.3,-0.48,-0.52,-2.62,-1.92,P1-7_rep1
CD4.1,-3.87,-7.06,5.88,-1.82,P1-7_rep1
CD4.2,-1.10,0.79,-8.17,-1.02,P1-7_rep1
CD4.3,-1.57,-2.10,-10.94,-2.06,P1-7_rep1
CD4.4,0.91,0.71,0.49,1.17,P1-7_rep1
CDK9.1,-0.71,0.94,4.30,-0.69,P1-7_rep1
CDK9.2,-0.89,-4.00,-3.91,-1.39,P1-7_rep1
CDK9.3,0.81,-0.51,5.89,0.06,P1-7_rep1
Carm1.1,-1.05,0.28,-1.78,-2.46,P1-7_rep1
Carm1.2,0.19,-0.07,-0.49,0.27,P1-7_rep1
Carm1.3,1.82,0.40,-2.47,-0.37,P1-7_rep1
Carm1.4,-0.54,-2.56,-2.43,-2.42,P1-7_rep1
Cbx1.1,0.28,0.36,-0.59,-0.61,P1-7_rep1
Cbx1.2,0.25,-0.03,5.98,-0.26,P1-7_rep1
Cbx1.3,-1.84,0.88,4.49,-0.42,P1-7_rep1
Cbx1.4,0.38,0.25,-0.16,-0.32,P1-7_rep1
Cbx2.1,-1.26,-2.10,-9.17,-1.45,P1-7_rep1
Cbx2.2,0.44,-0.47,-0.05,-0.34,P1-7_rep1
Cbx2.3,-4.05,-1.26,-2.40,-3.68,P1-7_rep1
Cbx3.1,0.50,0.44,1.60,0.29,P1-7_rep1
Cbx3.2,0.14,-0.88,-4.12,-1.55,P1-7_rep1
Cbx3.3,-1.83,-2.18,-1.94,-2.27,P1-7_rep1
Cbx3.4,0.34,0.46,1.32,-0.01,P1-7_rep1
Cbx4.1,-0.42,0.06,-5.02,-1.40,P1-7_rep1
Cbx4.2,-0.19,0.41,-1.87,-0.12,P1-7_rep1
Cbx4.3,0.60,-1.47,-4.80,-3.54,P1-7_rep1
Cbx4.4,-0.31,-0.29,0.40,-3.67,P1-7_rep1
Cbx5.1,0.95,0.96,-0.14,1.26,P1-7_rep1
Cbx5.2,0.51,0.30,-2.02,0.67,P1-7_rep1
Cbx5.3,2.34,2.43,-10.16,2.41,P1-7_rep1
Cbx5.4,-6.34,-3.72,-9.04,-5.52,P1-7_rep1
Cbx6.1,-2.31,1.09,-8.27,2.43,P1-7_rep1
Cbx6.2,0.24,-0.57,6.21,-0.53,P1-7_rep1
Cbx6.3,-1.39,-9.18,-5.78,-3.44,P1-7_rep1
Cbx6.4,0.00,0.00,-10.66,0.00,P1-7_rep1
Cbx7.1,1.85,1.39,0.13,-2.28,P1-7_rep1
Cbx7.2,0.85,3.60,-3.42,2.47,P1-7_rep1
Cbx7.3,0.75,0.56,-0.93,0.15,P1-7_rep1
Cbx7.4,-0.66,0.63,-2.08,-0.28,P1-7_rep1
Cbx8.1,0.79,0.22,-2.27,0.94,P1-7_rep1
Cbx8.2,-1.19,-1.42,-0.26,-1.54,P1-7_rep1
Cbx8.3,0.58,0.78,-0.54,-0.94,P1-7_rep1
Cbx8.4,-0.99,-1.33,-2.01,-1.15,P1-7_rep1
Ccnt1,-1.79,-1.17,2.10,-0.08,P1-7_rep1
Ccnt1.2,-0.46,-1.43,3.27,-1.25,P1-7_rep1
Ccnt1.3,0.84,-0.27,1.63,0.31,P1-7_rep1
Ccnt1.4,-1.08,-2.17,-0.12,-1.74,P1-7_rep1
Cd14,-6.10,-7.89,-3.53,-7.89,P1-7_rep1
Cd14.2,1.37,-1.05,-0.40,-2.25,P1-7_rep1
Cd19,0.46,-8.70,0.70,-0.55,P1-7_rep1
Cd19.3,-0.91,-0.78,-3.29,-2.80,P1-7_rep1
Cd19.4,0.47,0.88,0.77,0.00,P1-7_rep1
Cd4.5,1.70,-0.05,-2.31,2.93,P1-7_rep1
Cecr2.1,0.00,0.00,-6.67,0.00,P1-7_rep1
Cecr2.2,5.91,2.48,-3.50,0.00,P1-7_rep1
Cecr2.3,-1.03,-1.05,-9.34,-2.17,P1-7_rep1
Chaf1a.1,0.15,0.16,-9.44,-1.45,P1-7_rep1
Chaf1a.2,-1.30,-1.58,-8.42,-1.52,P1-7_rep1
Chaf1a.3,-1.73,-1.28,-8.17,-1.07,P1-7_rep1
Chaf1a.4,-1.57,-2.14,-1.59,-0.99,P1-7_rep1
Chaf1b.1,0.41,0.43,0.87,-0.35,P1-7_rep1
Chaf1b.2,0.21,0.72,-3.17,-0.46,P1-7_rep1
Chaf1b.3,-5.33,-3.19,6.43,-2.36,P1-7_rep1
Chaf1b.4,-3.22,-1.59,0.00,-1.13,P1-7_rep1
Chd1.1,-0.85,-0.34,7.61,-0.09,P1-7_rep1
Chd1.2,0.01,-0.38,-7.06,0.74,P1-7_rep1
Chd1.3,0.42,0.33,2.40,0.15,P1-7_rep1
Chd1.4,-1.38,-2.19,0.16,-2.51,P1-7_rep1
Chd1l.1,-1.26,0.68,-2.71,-0.14,P1-7_rep1
Chd1l.2,-0.87,-0.09,-3.18,-0.94,P1-7_rep1
Chd1l.3,-2.21,-2.77,2.40,-1.39,P1-7_rep1
Chd2.1,-0.15,-0.99,2.23,-0.20,P1-7_rep1
Chd2.2,0.90,1.25,3.40,0.53,P1-7_rep1
Chd2.3,-0.60,-0.45,-7.46,-1.08,P1-7_rep1
Chd2.4,-1.06,-0.24,4.27,-0.07,P1-7_rep1
Chd3.1,-1.41,-2.02,0.97,-2.45,P1-7_rep1
Chd3.2,-1.65,-0.03,0.00,-2.80,P1-7_rep1
Chd3.3,-1.19,-1.18,-2.00,-0.65,P1-7_rep1
Chd3.4,0.94,0.74,7.61,0.28,P1-7_rep1
Chd4.1,-5.03,-0.56,0.00,-1.44,P1-7_rep1
Chd4.2,0.40,1.47,-12.35,0.70,P1-7_rep1
Chd4.3,-0.51,-0.70,-5.04,0.39,P1-7_rep1
Chd4.4,-3.48,-3.75,0.58,1.28,P1-7_rep1
Chd5.1,0.18,-0.28,3.00,0.35,P1-7_rep1
Chd5.2,-1.34,-4.83,-5.38,0.02,P1-7_rep1
Chd5.3,0.06,2.34,-1.59,0.59,P1-7_rep1
Chd5.4,-1.92,-0.32,-1.33,-1.94,P1-7_rep1
Chd6.1,0.54,0.54,-3.01,0.59,P1-7_rep1
Chd6.2,1.34,1.32,-1.14,-0.29,P1-7_rep1
Chd6.3,0.22,0.31,-4.87,-1.59,P1-7_rep1
Chd6.4,-1.73,-4.76,-5.90,-1.94,P1-7_rep1
Chd7.1,3.03,2.48,0.00,2.38,P1-7_rep1
Chd7.2,-3.01,0.61,-8.96,4.20,P1-7_rep1
Chd7.3,3.56,0.00,5.02,0.00,P1-7_rep1
Chd8.1,-0.91,-0.75,-1.45,-1.14,P1-7_rep1
Chd8.2,1.65,1.30,3.76,0.95,P1-7_rep1
Chd8.3,-3.56,-0.94,-2.92,-0.04,P1-7_rep1
Chd8.4,-0.02,-0.83,-3.18,-0.08,P1-7_rep1
Chd9.1,0.13,0.81,0.61,1.15,P1-7_rep1
Chd9.2,-1.34,-1.12,-5.68,-1.20,P1-7_rep1
Chd9.3,0.04,0.14,-0.01,0.45,P1-7_rep1
Chd9.4,-0.18,-0.21,-0.71,-0.07,P1-7_rep1
Clock.1,-0.81,-0.53,-8.32,-3.84,P1-7_rep1
Clock.2,-0.98,-1.86,-8.32,-3.84,P1-7_rep1
Clock.3,0.00,0.00,-12.18,0.00,P1-7_rep1
Crebbp.1,-1.67,-1.67,-3.37,-2.13,P1-7_rep1
Crebbp.2,0.42,1.05,-4.18,0.08,P1-7_rep1
Crebbp.3,0.07,-0.50,-2.57,-0.22,P1-7_rep1
Crebbp.4,-2.16,-3.81,0.00,-6.05,P1-7_rep1
Ctsl.1,-0.78,-0.26,-2.42,-0.45,P1-7_rep1
Ctsl.2,-1.03,-0.75,-0.78,-1.78,P1-7_rep1
Ctsl.3,-1.72,-0.63,0.00,-0.27,P1-7_rep1
Ctsl.4,-3.18,-2.46,-0.90,-4.11,P1-7_rep1
Cxxc1.1,-0.26,-0.14,-11.18,-1.69,P1-7_rep1
Cxxc1.2,-1.48,-0.29,-4.33,-3.49,P1-7_rep1
Cxxc1.3,-0.36,-0.81,-2.75,-0.01,P1-7_rep1
Cxxc1.4,0.27,-0.52,0.93,0.00,P1-7_rep1
Dmap1.1,-1.09,-2.25,-5.64,-1.52,P1-7_rep1
Dmap1.2,-0.47,0.75,0.01,-0.57,P1-7_rep1
Dmap1.3,0.87,1.44,-7.75,1.98,P1-7_rep1
Dmap1.4,0.21,0.10,-0.46,0.41,P1-7_rep1
Dnmt1.1,0.00,0.00,-11.61,0.00,P1-7_rep1
Dnmt1.2,0.43,0.62,1.26,0.35,P1-7_rep1
Dnmt1.3,-0.96,-2.69,-7.11,-6.52,P1-7_rep1
Dnmt1.4,-7.49,-10.13,-9.21,-6.48,P1-7_rep1
Dnmt3a.1,0.52,0.46,1.69,0.65,P1-7_rep1
Dnmt3a.2,0.60,-0.31,-5.09,2.08,P1-7_rep1
Dnmt3a.3,1.56,1.11,0.65,-0.32,P1-7_rep1
Dnmt3a.4,0.81,-0.10,0.10,0.25,P1-7_rep1
Dnmt3b.1,-3.99,-3.10,-3.55,-3.59,P1-7_rep1
Dnmt3b.2,-0.29,0.24,0.41,0.64,P1-7_rep1
Dnmt3b.3,0.67,0.68,-1.83,0.14,P1-7_rep1
Dnmt3b.4,-0.75,-0.49,-1.56,0.29,P1-7_rep1
Dnmt3l.1,-4.66,-2.95,-1.84,-1.88,P1-7_rep1
Dnmt3l.2,-1.10,-0.26,8.22,-2.26,P1-7_rep1
Dnmt3l.3,-0.86,-0.61,-1.34,-1.07,P1-7_rep1
Dnmt3l.4,0.07,-0.58,-9.08,0.63,P1-7_rep1
Dot1l.1,-0.09,0.42,-0.22,0.75,P1-7_rep1
Dot1l.2,0.18,-0.95,-1.87,-0.31,P1-7_rep1
Dot1l.3,0.15,-0.84,-1.10,1.16,P1-7_rep1
Dot1l.4,0.00,0.00,-8.01,9.37,P1-7_rep1
Dpy30.1,0.00,0.00,-7.35,0.00,P1-7_rep1
Dpy30.2,2.16,3.84,-9.96,-0.47,P1-7_rep1
Dpy30.3,0.00,0.00,-5.07,0.00,P1-7_rep1
Dub2a.1,0.34,1.27,-0.92,2.15,P1-7_rep1
Dub2a.2,1.36,1.90,-3.01,-1.60,P1-7_rep1
Dub2a.3,-0.15,-1.34,-2.31,-0.27,P1-7_rep1
Dub2a.4,-1.05,-1.00,-0.92,-0.72,P1-7_rep1
Eaf1.1,-0.95,-0.81,-2.36,-0.14,P1-7_rep1
Eaf1.2,-1.20,-3.53,0.00,-0.65,P1-7_rep1
Eaf1.3,2.33,0.00,0.00,2.38,P1-7_rep1
Eed.1,-3.53,0.88,-9.98,-3.53,P1-7_rep1
Eed.2,1.45,0.86,-0.10,0.33,P1-7_rep1
Eed.3,-1.34,-1.03,0.00,-1.61,P1-7_rep1
Eed.4,-2.09,-1.45,-4.43,-1.37,P1-7_rep1
Ehmt1.1,1.19,1.04,-4.18,0.80,P1-7_rep1
Ehmt1.2,-2.67,-3.18,-3.93,-2.83,P1-7_rep1
Ehmt1.3,-0.36,-1.18,1.61,-0.79,P1-7_rep1
Ehmt1.4,-4.82,-5.84,-3.99,-3.00,P1-7_rep1
Ehmt2.1,-0.02,-0.73,-1.32,-2.02,P1-7_rep1
Ehmt2.2,0.31,0.59,0.79,0.66,P1-7_rep1
Ehmt2.3,1.80,1.52,-0.40,1.28,P1-7_rep1
Ehmt2.4,1.28,0.22,-2.66,0.32,P1-7_rep1
Elp3.1,-3.83,-2.82,-9.81,-8.87,P1-7_rep1
Elp3.2,-0.23,-0.95,-9.00,-0.67,P1-7_rep1
Elp3.4,-0.02,0.14,-4.23,-1.31,P1-7_rep1
Elp4.1,-0.48,-0.12,1.79,0.33,P1-7_rep1
Elp4.2,-1.54,-0.30,-0.61,-2.06,P1-7_rep1
Elp4.3,-0.50,0.68,-0.25,-0.83,P1-7_rep1
Elp4.4,-0.32,0.23,0.95,0.67,P1-7_rep1
Ep300.2,-3.68,-2.42,6.36,-0.84,P1-7_rep1
Ep300.3,-0.28,-1.11,-2.79,-1.51,P1-7_rep1
Ep400.1,-0.26,0.32,8.35,-0.67,P1-7_rep1
Ep400.2,1.58,-0.19,-11.07,0.72,P1-7_rep1
Ep400.3,2.38,3.03,-1.23,-0.66,P1-7_rep1
Ep400.4,-5.12,-2.28,-2.55,-8.75,P1-7_rep1
Epc1.1,0.64,0.85,-8.09,-0.37,P1-7_rep1
Epc1.2,-2.81,-1.74,-3.53,-1.90,P1-7_rep1
Epc1.3,0.16,-0.83,-0.04,1.03,P1-7_rep1
Epc1.4,-2.57,-3.50,0.00,-1.24,P1-7_rep1
Epc2.1,-0.41,0.56,5.14,0.60,P1-7_rep1
Epc2.2,4.52,2.70,-10.12,3.68,P1-7_rep1
Epc2.3,0.04,0.51,-2.76,1.11,P1-7_rep1
Epc2.4,0.14,0.10,-1.72,-0.97,P1-7_rep1
Ercc5.1,-0.70,0.09,-3.01,-0.60,P1-7_rep1
Ercc5.2,-0.17,0.07,-4.37,0.25,P1-7_rep1
Ercc5.3,-0.07,-3.10,-7.02,-2.13,P1-7_rep1
Ercc5.4,-0.49,-0.15,-8.44,-0.10,P1-7_rep1
Ezh1.2,-0.31,0.21,1.71,0.23,P1-7_rep1
Ezh1.3,-0.16,0.38,-2.73,0.86,P1-7_rep1
Ezh1.4,1.90,1.93,-2.44,1.61,P1-7_rep1
Ezh2.1,-1.67,-3.70,-7.35,-2.57,P1-7_rep1
Ezh2.2,-2.07,-4.24,-9.03,-4.92,P1-7_rep1
Ezh2.3,-5.02,-4.88,-5.43,-0.27,P1-7_rep1
Ezh2.4,0.39,0.44,-0.82,0.21,P1-7_rep1
Fbxl19.1,0.01,-0.74,-2.72,-1.75,P1-7_rep1
Fbxl19.2,-0.44,-1.00,-3.00,-0.87,P1-7_rep1
Fbxl19.3,-2.74,-4.90,-8.58,-6.40,P1-7_rep1
Fbxl19.4,-6.69,-3.83,-10.94,-3.28,P1-7_rep1
Fbxo17.1,0.00,1.99,-10.77,0.00,P1-7_rep1
Fbxo17.2,0.00,0.00,-10.51,1.89,P1-7_rep1
Fbxo17.3,1.79,2.48,-5.30,0.00,P1-7_rep1
Fbxo44.1,0.51,0.14,5.83,-1.55,P1-7_rep1
Fbxo44.2,-1.64,-1.65,-0.31,-0.91,P1-7_rep1
Fbxo44.3,-6.23,-1.81,-9.22,-6.23,P1-7_rep1
Fbxo44.4,-2.36,-3.66,-12.32,-2.35,P1-7_rep1
Fbxw9.1,1.13,-0.26,-5.04,0.01,P1-7_rep1
Fbxw9.2,-0.36,-0.82,-13.08,-0.93,P1-7_rep1
Fbxw9.3,0.00,0.00,-8.78,1.89,P1-7_rep1
Fbxw9.4,-8.19,-3.59,-9.90,-5.81,P1-7_rep1
Fkbp1a.1,-0.63,0.32,-2.38,0.33,P1-7_rep1
Fkbp1a.3,-1.38,0.18,-4.48,-0.13,P1-7_rep1
Fkbp1a.4,-1.68,-1.84,-1.63,-2.82,P1-7_rep1
Fkbp2.1,0.00,0.00,-7.76,0.00,P1-7_rep1
Fkbp2.2,0.00,0.00,-9.21,0.00,P1-7_rep1
Fkbp2.3,0.00,0.00,-9.05,0.00,P1-7_rep1
Fkbp5.1,1.42,0.65,-4.88,1.16,P1-7_rep1
Fkbp5.2,-0.37,-3.01,0.00,-0.33,P1-7_rep1
Fkbp5.3,0.00,0.00,-8.87,1.89,P1-7_rep1
Fosb,1.79,1.99,-4.68,7.46,P1-7_rep1
Fosb.2,-7.91,1.19,-3.01,2.06,P1-7_rep1
Gadd45a.1,2.30,-1.70,-6.03,0.70,P1-7_rep1
Gadd45a.2,-2.93,-3.74,-10.09,-4.32,P1-7_rep1
Gadd45a.3,-2.06,-2.03,-6.03,-1.30,P1-7_rep1
Gadd45a.4,-7.93,-6.71,0.27,-12.32,P1-7_rep1
Gadd45b.1,1.07,1.47,-2.48,0.36,P1-7_rep1
Gadd45b.2,-0.55,0.38,-0.25,0.21,P1-7_rep1
Gadd45b.3,0.07,0.20,-0.62,0.63,P1-7_rep1
Gadd45b.4,4.08,6.29,0.00,0.00,P1-7_rep1
Gtf2b.1,-0.16,-0.25,-2.20,-0.01,P1-7_rep1
Gtf2b.2,-3.12,-0.80,-2.19,-3.57,P1-7_rep1
Gtf2b.3,7.32,7.65,-5.78,5.18,P1-7_rep1
Gtf2b.4,-0.92,-1.04,-8.89,-2.65,P1-7_rep1
Gtf2f1.1,0.07,-2.23,-8.94,-2.44,P1-7_rep1
Gtf2f1.2,0.84,0.67,-4.58,-0.45,P1-7_rep1
Gtf2f1.3,-2.41,-0.98,-6.90,-3.39,P1-7_rep1
Gtf2f1.4,-1.72,-0.07,-4.28,-4.02,P1-7_rep1
Gtf2h1.1,3.03,0.00,-9.40,0.00,P1-7_rep1
Gtf2h1.2,1.61,0.62,-0.56,1.34,P1-7_rep1
Gtf2h1.3,8.03,6.32,-9.66,6.29,P1-7_rep1
Gtf3c4.1,0.00,0.00,-6.21,0.00,P1-7_rep1
Gtf3c4.2,2.41,0.78,-1.35,1.86,P1-7_rep1
Gtf3c4.3,0.00,0.00,-6.92,0.00,P1-7_rep1
Gtf3c4.4,1.22,0.32,-1.11,0.40,P1-7_rep1
H2afz.1,2.64,0.00,-7.91,2.38,P1-7_rep1
H2afz.2,1.79,0.00,0.00,0.00,P1-7_rep1
H2afz.3,0.00,0.00,0.00,0.00,P1-7_rep1
Hat1.1,-3.21,-4.21,2.93,-3.16,P1-7_rep1
Hat1.2,7.17,5.93,-2.35,5.16,P1-7_rep1
Hat1.3,-0.37,-0.17,-1.68,-0.10,P1-7_rep1
Hat1.4,0.00,0.00,-3.01,0.00,P1-7_rep1
Hcfc1.1,-4.32,-2.43,-3.53,-8.13,P1-7_rep1
Hcfc1.2,-7.01,-6.81,0.00,-5.72,P1-7_rep1
Hcfc1.3,0.37,-4.25,0.00,-6.49,P1-7_rep1
Hcfc1.4,-7.35,-7.35,0.00,0.43,P1-7_rep1
Hdac1.1,-2.92,-3.27,-11.81,-1.94,P1-7_rep1
