shRNA_names,Q4,Q1,Q2,Q3
Elp3.1_repP1-7_rep1,19.63,19.10,24.32,44.97
Elp3.2_repP1-7_rep1,50.34,50.36,53.45,52.19
Elp3.4_repP1-7_rep1,49.26,51.29,54.88,41.58
Elp4.1_repP1-7_rep1,55.94,49.41,53.86,55.85
Elp4.2_repP1-7_rep1,44.70,44.46,51.67,49.94
Elp4.3_repP1-7_rep1,46.55,47.96,61.93,53.32
Elp4.4_repP1-7_rep1,50.16,49.95,50.08,46.53
Ep300.2_repP1-7_rep1,49.46,46.87,51.78,55.92
Ep300.3_repP1-7_rep1,47.35,50.28,51.14,51.65
Ep400.1_repP1-7_rep1,47.84,50.59,56.28,55.92
Ep400.2_repP1-7_rep1,53.73,59.97,54.66,21.52
Ep400.3_repP1-7_rep1,51.04,52.73,58.25,50.96
Ep400.4_repP1-7_rep1,48.37,47.47,52.41,51.73
Epc1.1_repP1-7_rep1,51.07,50.34,55.10,54.86
Epc1.2_repP1-7_rep1,28.49,25.07,31.13,51.49
Epc1.3_repP1-7_rep1,72.01,54.19,51.49,49.83
Epc1.4_repP1-7_rep1,50.04,48.75,53.50,55.92
Epc2.1_repP1-7_rep1,53.63,50.02,55.71,55.92
Epc2.2_repP1-7_rep1,53.55,57.39,55.36,40.23
Epc2.3_repP1-7_rep1,60.19,51.07,55.88,35.38
Epc2.4_repP1-7_rep1,40.81,60.76,52.03,46.40
Ercc5.1_repP1-7_rep1,49.07,47.45,54.16,48.75
Ercc5.2_repP1-7_rep1,52.48,50.40,54.86,44.23
Ercc5.3_repP1-7_rep1,49.66,50.71,53.44,55.63
Ercc5.4_repP1-7_rep1,51.27,50.04,54.80,54.13
Ezh1.2_repP1-7_rep1,52.20,49.80,50.68,55.66
Ezh1.3_repP1-7_rep1,54.94,50.37,55.33,28.43
Ezh1.4_repP1-7_rep1,66.55,71.94,66.37,50.13
Ezh2.1_repP1-7_rep1,48.22,47.65,51.99,19.88
Ezh2.2_repP1-7_rep1,49.31,48.58,53.23,52.01
Ezh2.3_repP1-7_rep1,51.11,49.72,54.54,56.18
Ezh2.4_repP1-7_rep1,57.63,59.62,57.31,50.83
Fbxl19.1_repP1-7_rep1,43.73,54.55,48.90,52.10
Fbxl19.2_repP1-7_rep1,48.39,49.24,50.85,19.97
Fbxl19.3_repP1-7_rep1,34.62,34.39,38.56,53.78
Fbxl19.4_repP1-7_rep1,49.22,48.27,53.10,21.66
Fbxo17.1_repP1-7_rep1,51.07,50.17,54.99,24.47
Fbxo17.2_repP1-7_rep1,51.07,50.17,54.99,30.48
Fbxo17.3_repP1-7_rep1,51.07,50.17,54.99,52.44
Fbxo44.1_repP1-7_rep1,50.48,51.56,54.97,55.92
Fbxo44.2_repP1-7_rep1,48.38,45.99,50.41,55.71
Fbxo44.3_repP1-7_rep1,50.97,50.06,54.89,51.03
Fbxo44.4_repP1-7_rep1,47.59,46.67,51.26,20.08
Fbxw9.1_repP1-7_rep1,52.07,60.12,54.24,53.40
Fbxw9.2_repP1-7_rep1,50.76,50.12,54.58,20.10
Fbxw9.3_repP1-7_rep1,51.07,50.17,54.99,53.41
Fbxw9.4_repP1-7_rep1,49.76,48.86,53.69,43.55
Fkbp1a.1_repP1-7_rep1,62.39,46.96,56.37,38.52
Fkbp1a.3_repP1-7_rep1,51.95,47.99,55.02,40.19
Fkbp1a.4_repP1-7_rep1,20.72,37.53,29.16,48.73
Fkbp2.1_repP1-7_rep1,51.07,50.17,54.99,55.18
Fkbp2.2_repP1-7_rep1,51.07,50.17,54.99,50.97
Fkbp2.3_repP1-7_rep1,51.07,50.17,54.99,51.91
Fkbp5.1_repP1-7_rep1,51.09,50.19,54.99,53.88
Fkbp5.2_repP1-7_rep1,51.07,50.17,54.99,55.93
Fkbp5.3_repP1-7_rep1,51.07,50.17,54.99,52.75
Fosb.2_repP1-7_rep1,70.14,49.26,57.45,55.92
Fosb_repP1-7_rep1,51.86,50.17,54.99,55.90
Gadd45a.1_repP1-7_rep1,51.77,57.29,54.76,30.06
Gadd45a.2_repP1-7_rep1,50.97,50.07,54.89,40.35
Gadd45a.3_repP1-7_rep1,46.50,44.45,49.00,46.77
Gadd45a.4_repP1-7_rep1,15.04,14.14,18.99,54.68
Gadd45b.1_repP1-7_rep1,51.43,51.37,56.08,39.05
Gadd45b.2_repP1-7_rep1,54.69,49.20,55.99,54.70
Gadd45b.3_repP1-7_rep1,59.19,52.17,55.10,53.36
Gadd45b.4_repP1-7_rep1,51.07,50.18,55.08,55.92
Gtf2b.1_repP1-7_rep1,57.72,53.10,47.90,48.84
Gtf2b.2_repP1-7_rep1,47.95,47.08,52.74,56.91
Gtf2b.3_repP1-7_rep1,51.11,50.79,55.52,19.90
Gtf2b.4_repP1-7_rep1,47.26,47.94,51.82,52.81
Gtf2f1.1_repP1-7_rep1,46.45,53.23,50.27,52.55
Gtf2f1.2_repP1-7_rep1,50.97,52.72,55.69,23.48
Gtf2f1.3_repP1-7_rep1,38.94,38.58,45.32,55.75
Gtf2f1.4_repP1-7_rep1,48.29,47.81,54.25,20.71
Gtf2h1.1_repP1-7_rep1,51.07,50.17,54.99,49.56
Gtf2h1.2_repP1-7_rep1,55.31,56.24,55.44,54.80
Gtf2h1.3_repP1-7_rep1,51.25,51.72,55.09,47.02
Gtf3c4.1_repP1-7_rep1,51.07,50.17,54.99,55.81
Gtf3c4.2_repP1-7_rep1,58.65,65.67,55.56,54.53
Gtf3c4.3_repP1-7_rep1,51.07,50.17,54.99,55.66
Gtf3c4.4_repP1-7_rep1,55.78,68.44,55.59,41.66
H2afz.1_repP1-7_rep1,51.07,50.17,54.99,55.01
H2afz.2_repP1-7_rep1,51.07,50.17,54.99,55.92
H2afz.3_repP1-7_rep1,51.07,50.17,54.99,55.92
Hat1.1_repP1-7_rep1,16.84,15.77,19.33,56.55
Hat1.2_repP1-7_rep1,51.11,50.68,55.05,35.45
Hat1.3_repP1-7_rep1,55.71,48.64,48.40,48.97
Hat1.4_repP1-7_rep1,51.07,50.17,54.99,55.92
Hcfc1.1_repP1-7_rep1,18.78,18.09,24.06,55.92
Hcfc1.2_repP1-7_rep1,48.21,47.31,52.13,55.92
Hcfc1.3_repP1-7_rep1,47.93,54.58,51.85,55.92
Hcfc1.4_repP1-7_rep1,51.80,49.73,54.55,55.92
Hdac1.1_repP1-7_rep1,51.05,50.14,54.96,19.98
Hdac1.2_repP1-7_rep1,46.85,45.95,50.77,53.03
Hdac1.3_repP1-7_rep1,51.08,55.63,56.36,45.75
Hdac1.4_repP1-7_rep1,49.57,48.24,53.84,50.00
Hdac10.1_repP1-7_rep1,50.99,50.09,54.91,55.92
Hdac10.2_repP1-7_rep1,48.69,45.85,43.93,30.49
Hdac10.3_repP1-7_rep1,50.52,50.33,54.16,55.38
Hdac10.4_repP1-7_rep1,46.07,45.15,50.03,53.34
Hdac11.1_repP1-7_rep1,51.08,50.17,54.99,55.44
Hdac11.2_repP1-7_rep1,51.07,50.17,54.99,55.92
Hdac11.3_repP1-7_rep1,51.07,50.17,54.99,55.92
Hdac2.1_repP1-7_rep1,44.15,45.98,31.20,19.91
Hdac2.2_repP1-7_rep1,72.02,51.65,55.33,53.78
Hdac2.3_repP1-7_rep1,46.74,68.10,50.57,55.92
Hdac2.4_repP1-7_rep1,56.43,77.95,54.55,51.63
Hdac3.1_repP1-7_rep1,49.54,48.63,53.46,55.92
Hdac3.2_repP1-7_rep1,49.55,48.91,53.52,55.92
Hdac3.3_repP1-7_rep1,52.53,54.55,55.41,55.92
Hdac3.4_repP1-7_rep1,49.21,61.76,52.49,55.92
Hdac4.1_repP1-7_rep1,51.08,50.73,54.99,50.17
Hdac4.2_repP1-7_rep1,51.00,50.10,54.92,50.90
Hdac4.3_repP1-7_rep1,53.30,56.79,57.45,49.97
Hdac4.4_repP1-7_rep1,21.41,19.09,21.02,55.07
Hdac5.1_repP1-7_rep1,51.07,50.17,54.99,45.28
Hdac5.2_repP1-7_rep1,51.07,50.17,54.99,55.84
Hdac5.3_repP1-7_rep1,51.07,50.17,54.99,53.79
Hdac6.1_repP1-7_rep1,50.50,56.70,54.24,55.91
Hdac6.2_repP1-7_rep1,44.50,43.61,48.68,55.98
Hdac6.3_repP1-7_rep1,31.74,28.80,30.52,51.69
Hdac6.4_repP1-7_rep1,69.86,61.90,55.46,55.66
Hdac7.1_repP1-7_rep1,51.33,50.96,55.16,47.42
Hdac7.2_repP1-7_rep1,55.71,56.77,45.62,42.80
Hdac7.3_repP1-7_rep1,49.63,48.74,55.34,55.89
Hdac7.4_repP1-7_rep1,47.16,51.59,54.74,55.48
Hdac8.1_repP1-7_rep1,45.11,60.40,49.99,19.88
Hdac8.2_repP1-7_rep1,52.31,50.07,51.30,53.61
Hdac8.3_repP1-7_rep1,49.53,61.07,54.17,20.74
Hdac8.4_repP1-7_rep1,60.48,77.99,64.91,46.16
Hdac9.2_repP1-7_rep1,23.84,25.77,27.10,54.76
Hdac9.3_repP1-7_rep1,48.69,47.30,52.13,52.77
Hells.1_repP1-7_rep1,73.25,57.70,58.45,40.30
Hells.2_repP1-7_rep1,47.03,20.27,29.95,55.65
Hells.3_repP1-7_rep1,51.07,50.17,54.99,53.06
Hells.4_repP1-7_rep1,50.21,50.21,50.21,53.96
Hes1.2_repP1-7_rep1,29.35,18.68,23.55,54.03
Hes1.3_repP1-7_rep1,16.81,15.91,20.75,52.61
Hes1_repP1-7_rep1,50.36,51.89,54.25,54.24
Hes6.3_repP1-7_rep1,51.72,57.62,61.29,54.11
Hes6_repP1-7_rep1,60.80,57.43,57.87,55.71
Hira.1_repP1-7_rep1,52.22,56.69,59.73,54.56
Hira.2_repP1-7_rep1,73.01,53.68,56.85,51.00
Hira.3_repP1-7_rep1,52.21,74.30,61.44,54.12
Hira.4_repP1-7_rep1,58.88,50.54,50.27,49.92
Hltf.1_repP1-7_rep1,51.07,50.17,54.99,23.63
Hltf.2_repP1-7_rep1,50.74,55.75,57.46,54.95
Hltf.3_repP1-7_rep1,50.65,50.65,50.44,48.98
Hltf.4_repP1-7_rep1,49.45,53.34,52.65,55.91
Id2.2_repP1-7_rep1,53.19,50.17,54.99,55.91
Id2.3_repP1-7_rep1,37.41,36.51,41.33,50.10
Id2.4_repP1-7_rep1,54.12,50.18,55.12,55.92
Id2.5_repP1-7_rep1,54.78,50.17,54.99,39.02
Id2_repP1-7_rep1,40.13,39.18,44.01,54.86
Id3.2_repP1-7_rep1,51.59,50.15,54.97,54.58
Id3.3_repP1-7_rep1,48.85,52.20,47.19,55.48
Id3.4_repP1-7_rep1,52.30,49.72,55.41,55.10
Id3.5_repP1-7_rep1,50.04,49.13,53.95,55.23
Id3_repP1-7_rep1,51.17,50.17,55.03,55.12
Ing2.1_repP1-7_rep1,50.54,53.54,55.23,54.81
Ing2.2_repP1-7_rep1,54.79,67.34,59.64,47.05
Ing2.3_repP1-7_rep1,15.32,18.23,19.32,55.92
Ing2.4_repP1-7_rep1,53.39,52.52,55.78,21.19
Ing3.1_repP1-7_rep1,49.14,56.04,52.48,55.92
Ing3.2_repP1-7_rep1,47.61,52.65,58.05,36.21
Ing3.3_repP1-7_rep1,50.83,56.51,55.22,52.71
Ing3.4_repP1-7_rep1,42.12,53.91,47.28,55.91
Ing4.1_repP1-7_rep1,52.26,63.54,54.65,55.17
Ing4.2_repP1-7_rep1,52.27,53.03,55.00,39.39
Ing4.3_repP1-7_rep1,45.17,46.86,45.02,48.18
Ing4.4_repP1-7_rep1,48.95,48.99,52.47,53.74
Ing5.1_repP1-7_rep1,51.18,50.16,54.98,56.04
Ing5.2_repP1-7_rep1,59.62,54.24,49.28,68.31
Ing5.3_repP1-7_rep1,53.39,49.58,55.20,20.92
Ing5.4_repP1-7_rep1,50.64,49.73,54.56,23.39
Ino80.1_repP1-7_rep1,51.92,46.46,57.41,55.92
Ino80.2_repP1-7_rep1,70.60,53.26,58.00,51.89
Ino80.3_repP1-7_rep1,55.32,49.56,52.85,55.06
Ino80.4_repP1-7_rep1,58.25,47.69,53.47,53.29
Iws1.1_repP1-7_rep1,51.07,50.17,54.99,55.92
Iws1.2_repP1-7_rep1,51.07,50.17,54.99,55.92
Iws1.3_repP1-7_rep1,51.07,50.16,54.99,55.92
Jarid2.1_repP1-7_rep1,69.99,57.22,58.69,31.00
Jarid2.2_repP1-7_rep1,69.31,69.31,63.54,54.77
Jarid2.3_repP1-7_rep1,52.56,45.06,57.28,60.38
Jarid2.4_repP1-7_rep1,30.96,31.05,24.43,55.92
Jhdm1d.1_repP1-7_rep1,26.51,28.46,28.20,44.78
Jhdm1d.2_repP1-7_rep1,54.00,61.92,58.55,55.81
Jhdm1d.3_repP1-7_rep1,56.57,50.89,55.04,53.34
Jhdm1d.4_repP1-7_rep1,50.46,48.42,53.36,55.56
Jmjd1c.2_repP1-7_rep1,73.75,75.87,61.75,55.14
Jmjd1c.3_repP1-7_rep1,50.62,50.36,53.94,55.92
Jmjd1c.4_repP1-7_rep1,46.75,74.80,59.48,52.96
Jmjd4.1_repP1-7_rep1,51.23,52.75,54.92,55.50
Jmjd4.2_repP1-7_rep1,62.28,45.48,51.02,23.27
Jmjd4.3_repP1-7_rep1,51.57,56.16,56.63,54.60
Jmjd4.4_repP1-7_rep1,50.27,49.39,54.18,55.34
Klf12.4_repP1-7_rep1,46.49,44.79,49.19,55.79
Klf12.5_repP1-7_rep1,52.90,48.32,49.28,50.28
Klf12_repP1-7_rep1,50.98,50.08,55.86,46.79
Klf2.2_repP1-7_rep1,51.21,51.03,56.58,50.13
Klf2.3_repP1-7_rep1,55.67,44.53,49.36,49.66
Klf2.4_repP1-7_rep1,52.23,50.11,54.94,53.28
Klf2.5_repP1-7_rep1,51.07,50.17,54.99,55.92
Klf2.6_repP1-7_rep1,58.15,53.03,57.73,50.24
Klf2.7_repP1-7_rep1,50.28,49.37,54.20,51.56
Klf2_repP1-7_rep1,52.61,52.67,54.58,55.92
Ms4a1.2_repP1-7_rep1,54.85,57.40,57.47,53.90
Ms4a1_repP1-7_rep1,20.90,33.58,29.67,45.44
Nfatc3.2_repP1-7_rep1,68.34,68.47,67.10,55.92
Nfatc3.3_repP1-7_rep1,50.63,53.63,54.69,55.86
Nfatc3.7_repP1-7_rep1,51.06,50.16,55.04,49.07
Nfatc3.8_repP1-7_rep1,51.07,50.17,54.99,53.75
Runx3.2_repP1-7_rep1,47.87,47.87,52.05,20.05
Runx3.3_repP1-7_rep1,51.75,58.51,53.79,41.25
Runx3_repP1-7_rep1,49.40,48.49,53.32,55.85
Tbx21.3_repP1-7_rep1,49.98,49.46,53.89,54.81
Tbx21.4_repP1-7_rep1,49.67,48.76,53.64,54.51
Tbx21_repP1-7_rep1,59.38,70.52,57.29,46.24
Bcl6.2_repP15-21_rep2,55.66,63.51,50.44,49.66
Bcl6.3_repP15-21_rep2,52.65,52.94,55.28,53.38
Bcl6_repP15-21_rep2,55.42,49.66,52.02,51.77
CD4.1_repP15-21_rep2,49.99,81.01,48.63,52.41
CD4.2_repP15-21_rep2,80.09,49.83,49.60,50.07
CD4.3_repP15-21_rep2,51.73,50.42,49.95,48.73
CD4.4_repP15-21_rep2,51.23,54.24,49.89,50.73
CDK9.1_repP15-21_rep2,50.61,52.48,49.06,62.86
CDK9.2_repP15-21_rep2,52.05,52.07,51.98,52.74
CDK9.3_repP15-21_rep2,59.29,71.48,47.88,47.43
Ccnt1.2_repP15-21_rep2,72.23,72.80,72.62,72.70
Ccnt1.3_repP15-21_rep2,50.49,52.31,53.35,52.06
Ccnt1.4_repP15-21_rep2,59.28,64.15,51.78,55.14
Ccnt1_repP15-21_rep2,50.83,60.42,49.58,57.50
Cd14.2_repP15-21_rep2,54.40,48.73,53.56,51.02
Cd14_repP15-21_rep2,56.75,48.83,52.07,59.08
Cd19.3_repP15-21_rep2,49.87,73.03,50.48,52.96
Cd19.4_repP15-21_rep2,56.13,49.18,49.17,55.25
Cd19_repP15-21_rep2,51.62,53.54,50.83,53.07
Fosb.2_repP15-21_rep2,57.01,70.44,48.75,48.49
Fosb_repP15-21_rep2,52.60,69.35,76.52,51.78
Hes1.2_repP15-21_rep2,51.93,48.35,49.42,54.67
Hes1.3_repP15-21_rep2,49.76,65.87,83.00,76.74
Hes1_repP15-21_rep2,51.37,54.22,56.26,56.38
Id2.2_repP15-21_rep2,57.76,64.58,55.55,48.83
Id2.3_repP15-21_rep2,50.01,63.06,56.55,58.25
Id2.4_repP15-21_rep2,48.91,57.89,61.24,56.76
Id2.5_repP15-21_rep2,50.02,49.22,82.18,52.45
Id2_repP15-21_rep2,64.30,76.74,49.58,48.94
Id3.2_repP15-21_rep2,72.05,62.18,52.15,50.98
Id3.3_repP15-21_rep2,73.97,72.70,61.79,64.95
Id3.4_repP15-21_rep2,50.88,48.47,57.58,50.51
Id3.5_repP15-21_rep2,81.54,50.98,50.36,68.05
Id3_repP15-21_rep2,54.34,53.26,53.07,55.31
Klf12.4_repP15-21_rep2,48.21,51.33,72.54,68.09
Klf12.5_repP15-21_rep2,49.83,78.19,51.46,51.99
Klf12_repP15-21_rep2,46.81,48.90,49.64,48.85
Klf2.2_repP15-21_rep2,51.33,64.32,49.35,48.92
Klf2.3_repP15-21_rep2,50.25,69.94,65.08,61.50
Klf2.4_repP15-21_rep2,54.46,50.52,52.55,71.24
Klf2.5_repP15-21_rep2,64.04,48.83,49.82,48.25
Klf2.6_repP15-21_rep2,50.27,63.93,52.33,59.80
Klf2.7_repP15-21_rep2,76.50,49.22,55.18,82.56
Klf2_repP15-21_rep2,50.33,52.22,53.57,48.72
Ms4a1.2_repP15-21_rep2,58.68,53.49,56.65,49.02
Ms4a1_repP15-21_rep2,50.27,56.72,66.02,48.72
Nfatc3.2_repP15-21_rep2,63.18,48.95,59.70,77.17
Nfatc3.3_repP15-21_rep2,65.67,44.15,60.97,75.57
Nfatc3.7_repP15-21_rep2,50.23,61.91,48.45,50.94
Nfatc3.8_repP15-21_rep2,50.36,50.36,70.79,50.36
Rpa3.1_repP15-21_rep2,55.37,63.80,49.58,48.98
Rpa3.2_repP15-21_rep2,50.18,51.71,49.61,51.43
Rpa3.3_repP15-21_rep2,49.29,57.78,49.65,47.26
Rpa3.4_repP15-21_rep2,52.04,62.20,22.00,54.46
Runx3.2_repP15-21_rep2,50.99,52.41,49.28,50.62
Runx3.3_repP15-21_rep2,50.76,49.83,51.29,50.44
Runx3_repP15-21_rep2,50.76,51.82,52.22,49.51
Satb1.1_repP15-21_rep2,55.25,69.99,49.58,62.38
Satb1.2_repP15-21_rep2,50.23,57.79,49.65,48.55
Satb1.3_repP15-21_rep2,56.37,48.84,48.44,48.87
Scmh1.1_repP15-21_rep2,50.00,46.42,50.83,67.63
Scmh1.2_repP15-21_rep2,48.79,43.17,49.49,50.10
Scmh1.3_repP15-21_rep2,51.88,60.20,50.18,42.17
Scml2.1_repP15-21_rep2,75.14,62.45,50.63,65.23
Scml2.2_repP15-21_rep2,69.79,57.16,50.74,54.56
Scml2.3_repP15-21_rep2,65.59,57.21,44.77,55.50
Scml2.4_repP15-21_rep2,50.23,49.22,50.28,59.23
Scml4.1_repP15-21_rep2,49.97,55.22,48.98,77.29
Scml4.2_repP15-21_rep2,49.47,57.47,49.59,48.09
Scml4.3_repP15-21_rep2,54.42,50.75,54.88,50.02
Setd1a.1_repP15-21_rep2,58.54,54.41,52.43,50.31
Setd1a.2_repP15-21_rep2,54.90,67.48,52.56,46.90
Setd1a.3_repP15-21_rep2,52.26,51.15,48.86,50.99
Setd1a.4_repP15-21_rep2,69.99,72.23,50.02,47.88
Setd2.1_repP15-21_rep2,54.33,49.25,49.63,46.12
Setd2.2_repP15-21_rep2,63.49,49.64,48.92,75.90
Setd2.3_repP15-21_rep2,47.75,58.02,33.21,41.12
Setd2.4_repP15-21_rep2,51.15,45.05,68.87,58.05
Setd3.1_repP15-21_rep2,48.29,61.54,47.33,45.18
Setd3.2_repP15-21_rep2,50.23,49.92,69.38,46.34
Setd3.3_repP15-21_rep2,48.82,52.34,48.70,49.36
Setd4.1_repP15-21_rep2,52.99,50.91,50.09,52.56
Setd4.2_repP15-21_rep2,50.23,50.67,60.87,44.62
Setd4.3_repP15-21_rep2,50.18,82.81,50.63,80.44
Setd4.4_repP15-21_rep2,49.97,49.22,49.16,47.89
Setd5.1_repP15-21_rep2,50.57,52.05,48.83,73.18
Setd5.2_repP15-21_rep2,72.90,54.96,39.41,54.84
Setd5.3_repP15-21_rep2,51.63,53.42,51.05,49.49
Setd5.4_repP15-21_rep2,40.66,48.75,64.28,48.41
Setd7.1_repP15-21_rep2,45.01,49.21,38.09,61.11
Setd7.2_repP15-21_rep2,50.44,55.55,51.98,50.68
Setd8.1_repP15-21_rep2,46.71,50.44,49.83,49.68
Setd8.2_repP15-21_rep2,61.21,66.42,59.23,50.87
Setd8.3_repP15-21_rep2,50.26,49.26,45.21,56.36
Setd8.4_repP15-21_rep2,59.88,52.73,50.00,57.50
Setdb1.1_repP15-21_rep2,50.18,55.31,49.58,62.64
Setdb1.2_repP15-21_rep2,40.13,61.49,64.05,32.20
Setdb1.3_repP15-21_rep2,46.26,53.13,55.57,48.92
Setdb1.4_repP15-21_rep2,50.44,45.32,55.64,72.85
Setdb2.1_repP15-21_rep2,37.25,49.22,47.92,61.90
Setdb2.2_repP15-21_rep2,50.05,52.57,77.96,53.06
Setdb2.3_repP15-21_rep2,58.87,48.82,49.17,48.91
Setdb2.4_repP15-21_rep2,50.17,55.21,51.66,51.93
Setmar.1_repP15-21_rep2,50.41,47.43,45.46,48.06
Setmar.2_repP15-21_rep2,54.26,46.47,49.85,41.78
Setmar.3_repP15-21_rep2,82.13,45.73,77.18,49.08
Setmar.4_repP15-21_rep2,49.37,63.48,62.18,44.96
Sfmbt1.1_repP15-21_rep2,26.94,48.18,49.48,47.75
Sfmbt1.2_repP15-21_rep2,59.07,53.61,49.54,48.78
Sfmbt1.3_repP15-21_rep2,49.34,47.93,48.46,48.90
Sfmbt1.4_repP15-21_rep2,50.43,49.22,48.99,47.75
Sfmbt2.1_repP15-21_rep2,54.76,48.08,56.19,53.94
Sfmbt2.2_repP15-21_rep2,68.87,64.90,47.76,59.58
Sfmbt2.3_repP15-21_rep2,53.10,49.81,44.36,33.89
Sgk1.1_repP15-21_rep2,49.77,50.92,50.84,49.11
Sin3a.1_repP15-21_rep2,55.97,54.11,49.03,49.03
Sin3a.2_repP15-21_rep2,49.69,52.86,50.97,26.36
Sin3a.3_repP15-21_rep2,67.18,59.00,47.87,54.62
Sin3a.4_repP15-21_rep2,51.24,49.91,49.58,59.01
Sin3b.1_repP15-21_rep2,51.68,53.19,61.69,50.36
Sin3b.2_repP15-21_rep2,53.66,51.77,50.34,51.62
Sin3b.3_repP15-21_rep2,45.31,46.39,58.94,52.68
Sin3b.4_repP15-21_rep2,57.01,75.52,70.85,63.08
Sirt1.1_repP15-21_rep2,50.61,49.23,46.65,58.89
Sirt1.2_repP15-21_rep2,45.29,50.18,44.50,49.86
Sirt1.3_repP15-21_rep2,47.62,48.85,49.57,64.66
Sirt1.4_repP15-21_rep2,53.86,58.30,61.58,50.58
Sirt3.1_repP15-21_rep2,54.09,59.25,54.36,51.04
Sirt3.2_repP15-21_rep2,54.06,57.68,53.91,50.02
Sirt3.3_repP15-21_rep2,47.44,50.00,64.90,49.81
Sirt3.4_repP15-21_rep2,50.23,24.31,48.71,50.52
Sirt4.1_repP15-21_rep2,42.01,50.64,75.73,49.18
Sirt4.2_repP15-21_rep2,40.09,59.29,55.99,49.60
Sirt4.3_repP15-21_rep2,50.06,48.76,50.86,47.92
Sirt4.4_repP15-21_rep2,52.60,48.85,61.04,46.85
Sirt5.1_repP15-21_rep2,49.21,62.41,51.55,56.78
Sirt5.2_repP15-21_rep2,50.05,53.62,50.14,52.54
Sirt5.3_repP15-21_rep2,59.36,48.66,59.35,55.87
Sirt5.4_repP15-21_rep2,50.42,63.04,53.15,64.52
Sirt6.1_repP15-21_rep2,54.47,48.14,49.96,47.86
Sirt6.2_repP15-21_rep2,50.57,52.94,57.88,51.15
Sirt6.3_repP15-21_rep2,46.90,60.03,52.50,53.62
Sirt6.4_repP15-21_rep2,49.54,52.60,34.55,48.67
Sirt7.1_repP15-21_rep2,49.20,39.07,26.20,48.94
Sirt7.2_repP15-21_rep2,52.76,64.10,50.83,50.22
Sirt7.3_repP15-21_rep2,58.03,49.25,51.38,50.49
Sirt7.4_repP15-21_rep2,59.37,63.03,14.86,53.56
Smarca1.1_repP15-21_rep2,50.48,49.22,55.93,48.24
Smarca1.2_repP15-21_rep2,67.45,41.32,51.01,45.61
Smarca1.3_repP15-21_rep2,53.69,48.49,49.78,51.40
Smarca1.4_repP15-21_rep2,46.93,54.96,52.34,45.44
Smarca2.1_repP15-21_rep2,49.37,53.67,50.01,47.30
Smarca2.2_repP15-21_rep2,50.02,48.55,58.55,68.87
Smarca2.3_repP15-21_rep2,75.08,61.71,48.20,48.27
Smarca4.1_repP15-21_rep2,54.95,72.26,52.11,51.75
Smarca4.2_repP15-21_rep2,52.58,14.31,49.64,52.32
Smarca4.3_repP15-21_rep2,42.74,48.31,56.86,57.57
Smarca4.4_repP15-21_rep2,53.99,16.79,59.24,53.17
Smarca5.1_repP15-21_rep2,42.70,68.98,52.58,44.81
Smarca5.2_repP15-21_rep2,50.79,50.02,54.15,48.92
Smarca5.3_repP15-21_rep2,48.84,49.25,15.43,54.74
Smarca5.4_repP15-21_rep2,58.06,49.12,66.78,47.91
Smarcb1.2_repP15-21_rep2,55.27,50.71,54.33,52.15
Smarcc1.1_repP15-21_rep2,59.50,46.08,66.22,53.15
Smarcc1.2_repP15-21_rep2,51.24,62.91,64.62,48.29
Smarcc1.3_repP15-21_rep2,39.25,60.68,53.68,74.58
Smarcc2.1_repP15-21_rep2,52.04,51.94,50.10,48.22
Smarcc2.2_repP15-21_rep2,50.00,46.46,49.21,49.00
Smarcc2.3_repP15-21_rep2,53.88,45.99,65.94,72.57
Smarcc2.4_repP15-21_rep2,61.96,55.13,63.12,62.41
Smarcd1.1_repP15-21_rep2,49.44,77.98,50.97,47.89
Smarcd1.2_repP15-21_rep2,59.27,45.41,81.01,52.50
Smarcd1.3_repP15-21_rep2,49.69,48.54,61.05,48.12
Smarcd1.4_repP15-21_rep2,63.69,64.66,55.65,35.41
Smarcd2.1_repP15-21_rep2,55.62,53.34,62.45,62.55
Smarcd2.2_repP15-21_rep2,42.99,50.80,55.38,19.18
Smarcd2.3_repP15-21_rep2,52.34,52.69,52.36,82.10
Smarcd3.1_repP15-21_rep2,47.80,54.48,51.31,34.79
Smarcd3.2_repP15-21_rep2,36.39,49.19,62.90,53.38
Smarcd3.3_repP15-21_rep2,64.65,65.22,55.80,50.01
Smarcd3.4_repP15-21_rep2,49.66,71.93,70.63,48.50
Smarce1.1_repP15-21_rep2,64.90,50.00,50.16,68.87
Smarce1.2_repP15-21_rep2,50.09,54.75,50.00,48.03
Smarce1.3_repP15-21_rep2,51.86,47.97,51.53,49.72
Smarce1.4_repP15-21_rep2,45.67,64.34,48.71,28.82
Smyd1.1_repP15-21_rep2,49.52,49.04,54.76,48.22
Smyd1.2_repP15-21_rep2,53.47,49.11,49.39,48.92
Smyd1.3_repP15-21_rep2,66.89,44.00,51.64,39.75
Smyd2.1_repP15-21_rep2,56.82,49.74,50.29,50.84
Smyd2.2_repP15-21_rep2,48.93,59.52,47.85,67.62
Smyd2.3_repP15-21_rep2,51.82,20.80,50.00,35.03
Smyd2.4_repP15-21_rep2,62.44,50.38,49.54,54.00
Smyd3.1_repP15-21_rep2,51.84,48.77,41.16,65.39
Smyd3.2_repP15-21_rep2,50.75,63.94,57.62,46.49
Smyd3.3_repP15-21_rep2,57.58,49.78,51.90,48.67
