shRNA_names,Q4,Q1,Q2,Q3
Ncor1.3_repP8-14_rep1,56.18,55.66,55.34,51.18
Ncor1.4_repP8-14_rep1,65.39,60.96,53.80,19.95
Ncor2.1_repP8-14_rep1,57.67,61.23,60.88,53.62
Ncor2.2_repP8-14_rep1,55.32,57.17,56.51,55.97
Ncor2.3_repP8-14_rep1,57.80,57.56,56.17,56.65
Ncor2.4_repP8-14_rep1,60.05,55.34,54.13,36.77
Nfatc3.2_repP8-14_rep1,67.84,58.70,56.67,55.00
Nfatc3.3_repP8-14_rep1,54.83,54.71,54.92,21.37
Nfatc3.7_repP8-14_rep1,53.47,52.30,53.54,55.29
Nfatc3.8_repP8-14_rep1,21.83,20.67,21.91,54.02
Nsd1.1_repP8-14_rep1,56.15,54.99,56.23,53.12
Nsd1.2_repP8-14_rep1,63.25,54.44,55.38,54.26
Nsd1.3_repP8-14_rep1,57.31,55.05,56.23,54.44
Nsd1.4_repP8-14_rep1,53.57,45.28,52.20,54.17
Orc1.1_repP8-14_rep1,60.01,56.88,56.96,57.20
Orc1.2_repP8-14_rep1,61.80,59.18,59.67,37.12
Orc1.3_repP8-14_rep1,60.38,59.06,56.02,57.01
Orc1.4_repP8-14_rep1,29.23,27.61,28.27,32.16
Padi1.1_repP8-14_rep1,61.85,63.66,68.07,56.61
Padi1.2_repP8-14_rep1,59.47,54.01,54.59,24.15
Padi1.3_repP8-14_rep1,18.85,17.71,19.00,19.99
Padi1.4_repP8-14_rep1,45.36,30.19,36.89,54.72
Padi2.1_repP8-14_rep1,56.15,54.99,56.23,45.80
Padi2.2_repP8-14_rep1,56.16,54.99,56.23,42.31
Padi2.3_repP8-14_rep1,56.16,54.99,56.23,51.73
Padi3_repP8-14_rep1,53.63,52.46,53.69,50.86
Padi4.1_repP8-14_rep1,54.90,50.52,51.21,55.31
Padi4.2_repP8-14_rep1,67.95,56.06,58.04,57.19
Padi4.3_repP8-14_rep1,46.46,44.25,46.63,51.81
Padi4.4_repP8-14_rep1,70.13,55.44,61.62,55.04
Padi6.1_repP8-14_rep1,74.55,52.73,59.74,56.84
Padi6.2_repP8-14_rep1,56.15,54.99,56.23,20.02
Padi6.3_repP8-14_rep1,58.52,52.68,53.26,46.84
Padi6.4_repP8-14_rep1,52.24,64.89,66.94,56.00
Paf1.1_repP8-14_rep1,56.15,54.99,56.23,42.70
Paf1.2_repP8-14_rep1,56.15,54.99,56.23,54.19
Paf1.3_repP8-14_rep1,59.72,53.30,53.77,54.95
Parp1.1_repP8-14_rep1,61.96,61.83,59.75,54.00
Parp1.2_repP8-14_rep1,31.33,24.50,25.99,57.16
Parp1.3_repP8-14_rep1,76.85,75.05,76.79,54.48
Parp1.4_repP8-14_rep1,51.24,48.82,51.94,45.67
Parp2.1_repP8-14_rep1,56.21,55.04,56.27,51.89
Parp2.2_repP8-14_rep1,56.16,54.99,56.23,44.92
Parp2.3_repP8-14_rep1,56.14,54.98,56.22,45.27
Paxip1.1_repP8-14_rep1,65.43,58.23,55.27,55.80
Paxip1.2_repP8-14_rep1,66.25,55.03,57.32,57.20
Paxip1.3_repP8-14_rep1,56.15,55.28,56.28,51.29
Paxip1.4_repP8-14_rep1,77.68,70.25,68.53,54.36
Pbrm1.1_repP8-14_rep1,61.97,56.36,60.19,56.10
Pbrm1.2_repP8-14_rep1,51.08,49.92,51.06,71.67
Pbrm1.3_repP8-14_rep1,56.15,54.99,56.23,56.24
Pbrm1.4_repP8-14_rep1,63.95,55.58,56.64,57.20
Pcgf1.1_repP8-14_rep1,57.91,35.17,40.81,25.65
Pcgf1.2_repP8-14_rep1,58.34,55.75,55.90,45.06
Pcgf1.3_repP8-14_rep1,58.05,59.05,59.27,50.70
Pcgf1.4_repP8-14_rep1,68.79,55.38,57.43,57.02
Pcgf2.2_repP8-14_rep1,57.48,49.47,50.33,56.75
Pcgf2.3_repP8-14_rep1,25.30,19.16,20.24,57.19
Pcgf2.4_repP8-14_rep1,18.84,17.87,19.08,52.40
Pcgf5.1_repP8-14_rep1,54.96,45.92,49.85,51.19
Pcgf5.2_repP8-14_rep1,72.81,54.97,58.62,19.89
Pcgf5.3_repP8-14_rep1,63.39,46.47,51.00,57.20
Pcgf5.4_repP8-14_rep1,49.33,39.79,42.60,57.20
Pcgf6.1_repP8-14_rep1,63.60,54.64,56.39,54.76
Pcgf6.2_repP8-14_rep1,74.34,64.26,58.78,23.69
Pcgf6.3_repP8-14_rep1,65.84,65.84,65.84,55.02
Pcgf6.4_repP8-14_rep1,63.04,64.23,60.70,54.30
Pcmt1.1_repP8-14_rep1,77.57,57.94,63.42,52.64
Pcmt1.3_repP8-14_rep1,71.32,62.60,58.53,42.06
Pcmt1.4_repP8-14_rep1,50.00,49.91,49.63,55.41
Phc1.1_repP8-14_rep1,50.10,45.04,49.87,57.20
Phc1.2_repP8-14_rep1,66.00,56.85,50.16,40.79
Phc1.3_repP8-14_rep1,58.19,54.40,56.02,36.48
Phc1.4_repP8-14_rep1,48.60,34.17,35.40,38.42
Phc2.1_repP8-14_rep1,56.15,54.99,56.23,55.02
Phc2.2_repP8-14_rep1,56.15,54.99,56.23,56.84
Phc3.1_repP8-14_rep1,56.15,54.99,56.23,57.20
Phc3.2_repP8-14_rep1,56.16,54.99,56.23,56.12
Phc3.3_repP8-14_rep1,56.16,54.99,56.23,40.18
Phf1.1_repP8-14_rep1,55.77,56.50,55.27,36.08
Phf1.2_repP8-14_rep1,54.82,52.96,54.60,36.38
Phf1.3_repP8-14_rep1,62.57,53.66,55.84,47.80
Phf1.4_repP8-14_rep1,53.64,51.24,51.75,54.72
Phf10.1_repP8-14_rep1,56.16,54.99,56.23,28.78
Phf10.2_repP8-14_rep1,56.16,54.99,56.23,55.41
Phf10.3_repP8-14_rep1,56.12,54.96,56.20,55.71
Phf17.1_repP8-14_rep1,56.15,54.99,56.23,54.51
Phf17.2_repP8-14_rep1,34.09,28.17,30.85,56.62
Phf19.1_repP8-14_rep1,68.23,60.86,56.55,45.68
Phf19.2_repP8-14_rep1,47.86,46.28,48.54,54.16
Phf19.3_repP8-14_rep1,60.40,60.40,60.39,19.92
Phf19.4_repP8-14_rep1,53.20,49.07,49.84,41.58
Phf2.1_repP8-14_rep1,53.29,52.05,53.29,57.20
Phf2.2_repP8-14_rep1,62.91,60.44,53.76,34.56
Phf2.3_repP8-14_rep1,73.37,67.68,61.72,55.59
Phf2.4_repP8-14_rep1,56.16,54.99,56.23,41.80
Phf20.1_repP8-14_rep1,56.15,54.99,56.23,52.23
Phf20.2_repP8-14_rep1,59.61,58.40,51.81,53.15
Phf20.3_repP8-14_rep1,72.83,56.65,62.61,38.85
Phf20.4_repP8-14_rep1,56.02,61.05,55.12,53.08
Phf20l1.1_repP8-14_rep1,63.60,50.48,50.85,57.20
Phf20l1.2_repP8-14_rep1,56.81,52.55,53.95,52.53
Phf20l1.3_repP8-14_rep1,20.69,19.46,21.46,47.01
Phf20l1.4_repP8-14_rep1,71.89,69.58,52.49,30.65
Phf8.1_repP8-14_rep1,78.28,56.80,54.21,20.09
Phf8.2_repP8-14_rep1,58.65,58.65,57.51,19.89
Phf8.3_repP8-14_rep1,38.26,34.28,35.78,20.24
Phip.1_repP8-14_rep1,69.66,68.48,62.77,54.65
Phip.2_repP8-14_rep1,44.56,25.35,35.08,25.48
Phip.3_repP8-14_rep1,56.15,54.99,56.23,56.69
Phip.4_repP8-14_rep1,61.90,54.07,61.36,48.41
Polr2b.1_repP8-14_rep1,56.31,52.25,53.49,55.35
Polr2b.2_repP8-14_rep1,22.90,18.57,21.63,52.64
Polr2b.3_repP8-14_rep1,56.31,54.58,56.23,42.20
Polr2b.4_repP8-14_rep1,56.99,53.59,54.25,35.25
Ppargc1a.1_repP8-14_rep1,56.09,54.55,55.26,54.51
Ppargc1a.2_repP8-14_rep1,82.74,60.64,69.97,48.59
Ppargc1a.3_repP8-14_rep1,57.32,61.96,67.33,56.89
Ppargc1a.4_repP8-14_rep1,43.07,50.74,45.25,56.53
Prdm1.1_repP8-14_rep1,58.58,59.68,56.00,52.30
Prdm1.2_repP8-14_rep1,69.29,54.54,59.68,57.20
Prdm1.3_repP8-14_rep1,62.51,49.80,53.82,45.59
Prdm1.4_repP8-14_rep1,80.96,55.92,59.75,20.19
Prdm10.1_repP8-14_rep1,79.72,64.44,72.22,20.33
Prdm10.2_repP8-14_rep1,72.46,69.26,60.22,53.83
Prdm10.3_repP8-14_rep1,42.10,41.72,40.83,56.56
Prdm10.4_repP8-14_rep1,58.78,53.96,54.36,51.42
Prdm11.2_repP8-14_rep1,43.98,42.85,44.08,56.80
Prdm11.3_repP8-14_rep1,61.55,62.59,59.18,20.01
Prdm11.4_repP8-14_rep1,56.90,56.92,56.53,57.20
Prdm12.1_repP8-14_rep1,56.88,55.92,58.23,56.76
Prdm12.2_repP8-14_rep1,69.59,56.96,60.93,21.02
Prdm12.3_repP8-14_rep1,61.18,66.04,57.53,56.02
Prdm12.4_repP8-14_rep1,52.19,47.50,47.96,53.17
Prdm13.1_repP8-14_rep1,45.15,39.38,47.12,53.51
Prdm13.2_repP8-14_rep1,56.91,53.53,55.22,56.31
Prdm13.4_repP8-14_rep1,55.67,54.49,55.75,56.40
Prdm14.1_repP8-14_rep1,35.29,34.07,35.40,57.20
Prdm14.2_repP8-14_rep1,56.80,55.15,56.32,56.97
Prdm14.3_repP8-14_rep1,56.92,55.51,56.82,54.78
Prdm14.4_repP8-14_rep1,55.59,54.39,55.65,55.11
Prdm15.1_repP8-14_rep1,56.15,54.99,56.23,45.03
Prdm15.2_repP8-14_rep1,54.78,58.45,53.71,52.26
Prdm15.3_repP8-14_rep1,55.88,58.42,56.17,57.20
Prdm15.4_repP8-14_rep1,58.81,57.84,41.58,53.39
Prdm16.1_repP8-14_rep1,39.07,37.13,39.09,55.48
Prdm16.2_repP8-14_rep1,56.16,54.99,56.23,56.70
Prdm16.3_repP8-14_rep1,56.15,54.99,56.23,47.05
Prdm2.1_repP8-14_rep1,53.50,52.76,53.63,54.01
Prdm2.2_repP8-14_rep1,58.42,53.38,56.25,22.88
Prdm2.3_repP8-14_rep1,56.82,45.68,49.34,57.20
Prdm2.4_repP8-14_rep1,50.28,49.29,49.27,41.92
Prdm4.1_repP8-14_rep1,56.16,54.99,56.23,43.85
Prdm4.2_repP8-14_rep1,67.77,41.80,48.10,30.43
Prdm4.3_repP8-14_rep1,62.79,61.12,67.00,38.85
Prdm4.4_repP8-14_rep1,56.27,41.68,44.63,55.55
Prdm5.1_repP8-14_rep1,46.47,44.57,36.20,57.20
Prdm5.2_repP8-14_rep1,60.11,51.91,52.95,57.20
Prdm5.3_repP8-14_rep1,55.17,53.92,55.20,55.45
Prdm5.4_repP8-14_rep1,35.50,28.82,25.36,30.22
Prdm6.1_repP8-14_rep1,68.14,53.22,56.51,55.40
Prdm6.2_repP8-14_rep1,50.36,47.02,48.56,54.40
Prdm6.3_repP8-14_rep1,46.67,45.50,46.75,40.21
Prdm6.4_repP8-14_rep1,70.75,69.85,68.41,41.25
Prdm8.1_repP8-14_rep1,76.90,67.57,66.73,42.43
Prdm8.2_repP8-14_rep1,51.58,48.29,50.19,19.89
Prdm8.3_repP8-14_rep1,56.46,52.70,53.67,19.89
Prdm8.4_repP8-14_rep1,59.34,64.10,57.55,49.54
Prdm9.1_repP8-14_rep1,59.42,59.30,54.36,49.87
Prdm9.2_repP8-14_rep1,56.57,54.97,56.63,57.20
Prdm9.3_repP8-14_rep1,56.15,54.99,56.23,57.20
Prdm9.4_repP8-14_rep1,66.81,62.50,64.90,56.06
Prkaa1.1_repP8-14_rep1,51.67,50.57,54.54,55.61
Prkaa1.2_repP8-14_rep1,45.34,43.78,45.41,20.56
Prkaa1.3_repP8-14_rep1,63.42,55.11,52.64,53.52
Prkaa1.4_repP8-14_rep1,54.67,53.80,59.11,39.34
Prkaa2.1_repP8-14_rep1,40.80,30.92,28.77,40.22
Prkaa2.2_repP8-14_rep1,82.44,60.97,63.19,33.87
Prkaa2.3_repP8-14_rep1,80.32,72.69,71.93,28.00
Prkaa2.4_repP8-14_rep1,55.36,54.00,56.37,48.88
Prkcd.1_repP8-14_rep1,49.03,29.50,26.29,57.20
Prkcd.2_repP8-14_rep1,62.43,54.92,56.06,52.67
Prkcd.3_repP8-14_rep1,47.05,49.10,37.63,49.70
Prkcd.4_repP8-14_rep1,61.96,56.08,56.83,53.96
Prmt1.1_repP8-14_rep1,56.07,54.91,58.18,30.50
Prmt1.2_repP8-14_rep1,54.64,55.18,54.29,56.74
Prmt1.3_repP8-14_rep1,62.03,54.56,53.47,56.26
Prmt1.4_repP8-14_rep1,61.09,55.87,55.55,49.03
Prmt2.1_repP8-14_rep1,62.29,52.27,51.79,43.92
Prmt2.2_repP8-14_rep1,56.87,46.14,48.61,55.97
Prmt2.3_repP8-14_rep1,57.06,63.80,57.26,48.69
Prmt2.4_repP8-14_rep1,74.75,69.91,71.09,61.12
Prmt3.1_repP8-14_rep1,64.64,57.55,59.92,54.53
Prmt3.2_repP8-14_rep1,41.65,40.48,41.72,55.20
Prmt3.3_repP8-14_rep1,75.75,53.11,62.02,20.29
Prmt3.4_repP8-14_rep1,53.40,47.15,47.63,57.05
Prmt5.1_repP8-14_rep1,23.69,30.44,25.75,57.00
Prmt5.2_repP8-14_rep1,55.73,55.73,51.57,42.39
Prmt5.3_repP8-14_rep1,78.69,70.79,76.48,56.36
Prmt5.4_repP8-14_rep1,54.15,50.12,56.08,53.65
Prmt6.1_repP8-14_rep1,46.72,47.21,46.73,21.22
Prmt6.2_repP8-14_rep1,72.15,57.45,62.84,36.53
Prmt6.3_repP8-14_rep1,77.59,74.88,67.76,46.28
Prmt6.4_repP8-14_rep1,52.40,54.19,55.22,57.10
Prmt7.1_repP8-14_rep1,54.38,50.21,56.17,38.57
Prmt7.2_repP8-14_rep1,55.68,54.54,56.28,49.64
Prmt7.3_repP8-14_rep1,27.87,22.28,23.28,48.34
Prmt7.4_repP8-14_rep1,55.43,58.44,57.21,57.20
Prmt8.1_repP8-14_rep1,57.33,55.05,57.09,49.74
Prmt8.2_repP8-14_rep1,58.28,55.92,58.76,54.49
Prmt8.3_repP8-14_rep1,57.14,51.73,53.34,57.20
Prmt8.4_repP8-14_rep1,53.35,53.35,53.35,55.77
Psip1.1_repP8-14_rep1,65.01,55.39,64.70,33.38
Psip1.2_repP8-14_rep1,50.00,50.00,50.00,54.62
Psip1.3_repP8-14_rep1,80.59,62.11,55.73,43.84
Psip1.4_repP8-14_rep1,69.29,53.61,66.02,57.20
Rbbp4.1_repP8-14_rep1,67.94,53.82,57.88,54.96
Rbbp4.2_repP8-14_rep1,42.39,40.85,39.42,25.14
Rbbp4.3_repP8-14_rep1,50.01,46.94,50.01,28.99
Rbbp5.1_repP8-14_rep1,58.34,51.40,53.29,29.17
Rbbp5.2_repP8-14_rep1,69.41,62.78,69.33,30.45
Rbbp5.3_repP8-14_rep1,82.66,75.99,73.61,51.80
Rbbp5.4_repP8-14_rep1,67.82,67.82,67.82,52.39
Rbbp7.1_repP8-14_rep1,79.82,79.42,78.57,57.16
Rbbp7.2_repP8-14_rep1,70.08,56.26,53.24,57.20
Rbbp7.3_repP8-14_rep1,51.22,51.22,51.22,65.40
Rbbp7.4_repP8-14_rep1,78.58,60.67,67.80,24.87
Ring1.1_repP8-14_rep1,48.75,47.35,48.58,20.16
Ring1.3_repP8-14_rep1,44.22,28.58,23.76,53.93
Ring1.4_repP8-14_rep1,65.97,54.18,55.69,50.93
Rnf2.1_repP8-14_rep1,61.54,52.36,53.38,53.91
Rnf2.2_repP8-14_rep1,56.16,54.99,56.23,57.18
Rnf2.3_repP8-14_rep1,56.16,54.99,56.23,57.20
Rnf20.1_repP8-14_rep1,57.25,61.01,56.65,50.87
Rnf20.2_repP8-14_rep1,60.89,56.22,59.57,55.18
Rnf20.3_repP8-14_rep1,67.43,56.99,54.39,57.20
Rnf20.4_repP8-14_rep1,56.21,57.09,57.84,20.90
Rnf217.1_repP8-14_rep1,57.11,61.56,57.30,53.57
Rnf217.2_repP8-14_rep1,58.18,44.44,41.82,47.86
Rnf217.3_repP8-14_rep1,55.51,54.37,55.59,36.23
Rnf217.4_repP8-14_rep1,72.37,56.93,63.15,56.93
Rnf40.1_repP8-14_rep1,55.63,53.60,53.98,54.40
Rnf40.2_repP8-14_rep1,55.33,50.90,52.18,51.26
Rnf40.3_repP8-14_rep1,69.30,53.83,52.86,56.89
Rnf40.4_repP8-14_rep1,57.50,51.80,56.31,50.96
Runx3.2_repP8-14_rep1,56.60,57.33,56.15,49.55
Runx3.3_repP8-14_rep1,20.94,19.77,21.01,57.20
Runx3_repP8-14_rep1,55.19,54.03,55.27,57.20
Tbx21.3_repP8-14_rep1,52.10,50.93,52.17,53.87
Tbx21.4_repP8-14_rep1,52.06,50.89,52.13,53.10
Tbx21_repP8-14_rep1,22.83,22.83,27.05,53.90
