Protein1,Protein2,Score
4299|AFF1|P51825,3015|H2AFZ|P0C0S5,0.139742308
9739|SETD1A|O15047,86|ACTL6A|O96019,0.139025762
4673|NAP1L1|P55209,1912|PHC2|Q8IXK0,0.138953522
60|ACTB|P60709,2962|GTF2F1|P35269,0.13870091
9739|SETD1A|O15047,6601|SMARCC2|Q8TAQ2,0.138497492
57492|ARID1B|Q8NFD5,6045|RNF2|Q99496,0.138358627
9031|BAZ1B|Q9UIG0,1912|PHC2|Q8IXK0,0.137725705
6603|SMARCD2|Q92925,11091|WDR5|P61964,0.137378502
60|ACTB|P60709,8930|MBD4|O95243,0.136721996
10419|PRMT5|O14744,7994|KAT6A|Q92794,0.136716183
11168|PSIP1|O75475,25942|SIN3A|Q96ST3,0.135952793
23774|BRD1|O95696,55193|PBRM1|Q86U86,0.13398375
6045|RNF2|Q99496,55193|PBRM1|Q86U86,0.133312454
83746|L3MBTL2|Q969R5,2146|EZH2|Q15910,0.132994417
9031|BAZ1B|Q9UIG0,54620|FBXL19|Q6PCT2,0.132423363
3276|PRMT1|Q99873,55693|KDM4D|Q6B0I6,0.132391173
5110|PCMT1|P22061,3431|SP110|Q9HB58,0.131879158
1106|CHD2|O14647,10155|TRIM28|Q13263,0.131407922
10951|CBX1|P83916,55274|PHF10|Q8WUB8,0.130596285
60|ACTB|P60709,2648|KAT2A|Q92830,0.130458042
63976|PRDM16|Q9HAZ2,142|PARP1|P09874,0.130435591
4204|MECP2|P51608,3015|H2AFZ|P0C0S5,0.130383577
9031|BAZ1B|Q9UIG0,10155|TRIM28|Q13263,0.129665713
51592|TRIM33|Q9UPN9,5928|RBBP4|Q09028,0.129440557
8805|TRIM24|O15164,5928|RBBP4|Q09028,0.12931253
57332|CBX8|Q9HC52,3066|HDAC2|Q92769,0.128575031
57492|ARID1B|Q8NFD5,8467|SMARCA5|O60264,0.128393224
23028|KDM1A|O60341,5931|RBBP7|Q16576,0.128200721
5928|RBBP4|Q09028,3054|HCFC1|P51610,0.12811944
60|ACTB|P60709,22992|KDM2A|Q9Y2K7,0.126359453
3065|HDAC1|Q13547,10919|EHMT2|Q96KQ7,0.126012204
648|BMI1|P35226,3066|HDAC2|Q92769,0.125494373
22976|PAXIP1|Q6ZW49,5928|RBBP4|Q09028,0.125065574
5931|RBBP7|Q16576,10919|EHMT2|Q96KQ7,0.125000965
9739|SETD1A|O15047,23468|CBX5|P45973,0.124840522
10498|CARM1|Q86X55,142|PARP1|P09874,0.124735002
2965|GTF2H1|P32780,5110|PCMT1|P22061,0.123987957
6015|RING1|Q06587,64324|NSD1|Q96L73,0.122917424
9031|BAZ1B|Q9UIG0,25942|SIN3A|Q96ST3,0.122458391
6596|HLTF|Q14527,5928|RBBP4|Q09028,0.121847011
11168|PSIP1|O75475,142|PARP1|P09874,0.121639136
9031|BAZ1B|Q9UIG0,57492|ARID1B|Q8NFD5,0.121208269
5431|POLR2B|P30876,54623|PAF1|Q8N7H5,0.121069786
4673|NAP1L1|P55209,25942|SIN3A|Q96ST3,0.120748062
11198|SUPT16H|Q9Y5B9,6601|SMARCC2|Q8TAQ2,0.120742966
3065|HDAC1|Q13547,23081|KDM4C|Q9H3R0,0.119672042
6601|SMARCC2|Q8TAQ2,11168|PSIP1|O75475,0.119013663
79831|KDM8|Q8N371,80335|WDR82|Q6UXN9,0.118068396
9739|SETD1A|O15047,4673|NAP1L1|P55209,0.117433039
60|ACTB|P60709,9611|NCOR1|O75376,0.117254722
10419|PRMT5|O14744,2186|BPTF|Q12830,0.116487757
23081|KDM4C|Q9H3R0,5931|RBBP7|Q16576,0.116113036
86|ACTL6A|O96019,9112|MTA1|Q13330,0.114468315
23309|SIN3B|O75182,3276|PRMT1|Q99873,0.114073424
6601|SMARCC2|Q8TAQ2,5252|PHF1|O43189,0.112955439
5929|RBBP5|Q15291,8467|SMARCA5|O60264,0.112395049
10419|PRMT5|O14744,2965|GTF2H1|P32780,0.11204392
10155|TRIM28|Q13263,23411|SIRT1|Q96EB6,0.11198578
6015|RING1|Q06587,9031|BAZ1B|Q9UIG0,0.111844195
9329|GTF3C4|Q9UKN8,25942|SIN3A|Q96ST3,0.111700966
3065|HDAC1|Q13547,55693|KDM4D|Q6B0I6,0.111564079
60|ACTB|P60709,23133|PHF8|Q9UPP1,0.110951093
9329|GTF3C4|Q9UKN8,3431|SP110|Q9HB58,0.110583545
9031|BAZ1B|Q9UIG0,23030|KDM4B|O94953,0.110492139
26147|PHF19|Q5T6S3,3015|H2AFZ|P0C0S5,0.110266242
23569|PADI4|Q9UM07,5431|POLR2B|P30876,0.109710547
60|ACTB|P60709,10919|EHMT2|Q96KQ7,0.10950111
4204|MECP2|P51608,6605|SMARCE1|Q969G3,0.108990873
10419|PRMT5|O14744,80853|JHDM1D|Q6ZMT4,0.108859741
7862|BRPF1|P55201,10419|PRMT5|O14744,0.108616076
84456|L3MBTL3|Q96JM7,60|ACTB|P60709,0.108531999
23774|BRD1|O95696,10155|TRIM28|Q13263,0.108058924
1912|PHC2|Q8IXK0,1108|CHD4|Q14839,0.106469249
25942|SIN3A|Q96ST3,80335|WDR82|Q6UXN9,0.106140936
5431|POLR2B|P30876,23466|CBX6|O95503,0.105983267
9329|GTF3C4|Q9UKN8,84661|DPY30|Q9C005,0.105365275
6598|SMARCB1|Q12824,6749|SSRP1|Q08945,0.104687248
196528|ARID2|Q68CP9,5928|RBBP4|Q09028,0.104674972
80335|WDR82|Q6UXN9,8467|SMARCA5|O60264,0.104376549
4204|MECP2|P51608,29117|BRD7|Q9NPI1,0.104089298
4673|NAP1L1|P55209,5110|PCMT1|P22061,0.102734229
86|ACTL6A|O96019,9031|BAZ1B|Q9UIG0,0.102178125
5927|KDM5A|P29375,60|ACTB|P60709,0.101748797
11143|KAT7|O95251,55193|PBRM1|Q86U86,0.10126006
23476|BRD4|O60885,5928|RBBP4|Q09028,0.101197738
6605|SMARCE1|Q969G3,8467|SMARCA5|O60264,0.101142755
23492|CBX7|O95931,60|ACTB|P60709,0.100974444
11091|WDR5|P61964,8467|SMARCA5|O60264,0.100929396
6749|SSRP1|Q08945,11335|CBX3|Q13185,0.10059633
11198|SUPT16H|Q9Y5B9,83746|L3MBTL2|Q969R5,0.100342505
64324|NSD1|Q96L73,6045|RNF2|Q99496,0.100155856
10419|PRMT5|O14744,3275|PRMT2|P55345,0.099703076
86|ACTL6A|O96019,9329|GTF3C4|Q9UKN8,0.099114264
23512|SUZ12|Q15022,83746|L3MBTL2|Q969R5,0.098672418
5929|RBBP5|Q15291,60|ACTB|P60709,0.098026615
10419|PRMT5|O14744,387893|SETD8|Q9NQR1,0.096676081
3065|HDAC1|Q13547,23210|JMJD6|Q6NYC1,0.096302954
6749|SSRP1|Q08945,80335|WDR82|Q6UXN9,0.095180728
8085|MLL2|O14686,60|ACTB|P60709,0.094829938
10419|PRMT5|O14744,54904|WHSC1L1|Q9BZ95,0.094434533
3065|HDAC1|Q13547,23468|CBX5|P45973,0.093668113
6598|SMARCB1|Q12824,5431|POLR2B|P30876,0.093660413
6015|RING1|Q06587,4204|MECP2|P51608,0.093558623
79960|PHF17|Q6IE81,5110|PCMT1|P22061,0.093463368
10419|PRMT5|O14744,9611|NCOR1|O75376,0.093314391
9031|BAZ1B|Q9UIG0,10036|CHAF1A|Q13111,0.093018024
5931|RBBP7|Q16576,23522|KAT6B|Q8WYB5,0.091665719
3276|PRMT1|Q99873,2145|EZH1|Q92800,0.091209139
3275|PRMT2|P55345,3015|H2AFZ|P0C0S5,0.089065784
3276|PRMT1|Q99873,23613|ZMYND8|Q9ULU4,0.088985791
5927|KDM5A|P29375,142|PARP1|P09874,0.088755738
3276|PRMT1|Q99873,6596|HLTF|Q14527,0.087818357
60|ACTB|P60709,389856|USP27X|A6NNY8,0.087562447
4673|NAP1L1|P55209,23466|CBX6|O95503,0.086721189
8850|KAT2B|Q92831,5928|RBBP4|Q09028,0.086122282
23569|PADI4|Q9UM07,142|PARP1|P09874,0.085264445
10155|TRIM28|Q13263,23030|KDM4B|O94953,0.084633491
142|PARP1|P09874,23210|JMJD6|Q6NYC1,0.084441595
150572|SMYD1|Q8NB12,142|PARP1|P09874,0.083439534
25942|SIN3A|Q96ST3,1912|PHC2|Q8IXK0,0.082974205
5110|PCMT1|P22061,2145|EZH1|Q92800,0.082954396
79813|EHMT1|Q9H9B1,142|PARP1|P09874,0.082845973
10419|PRMT5|O14744,2146|EZH2|Q15910,0.08253816
53615|MBD3|O95983,5110|PCMT1|P22061,0.082400158
4204|MECP2|P51608,23210|JMJD6|Q6NYC1,0.082208535
3015|H2AFZ|P0C0S5,2146|EZH2|Q15910,0.081053692
11198|SUPT16H|Q9Y5B9,6599|SMARCC1|Q92922,0.080929152
3065|HDAC1|Q13547,55929|DMAP1|Q9NPF5,0.08086803
58508|MLL3|Q8NEZ4,60|ACTB|P60709,0.080839454
23326|USP22|Q9UPT9,10155|TRIM28|Q13263,0.08049723
11198|SUPT16H|Q9Y5B9,55193|PBRM1|Q86U86,0.080215565
9031|BAZ1B|Q9UIG0,2146|EZH2|Q15910,0.079833471
11168|PSIP1|O75475,6599|SMARCC1|Q92922,0.079749296
3015|H2AFZ|P0C0S5,8208|CHAF1B|Q13112,0.079273242
11168|PSIP1|O75475,55193|PBRM1|Q86U86,0.079042667
5928|RBBP4|Q09028,29117|BRD7|Q9NPI1,0.078866647
3066|HDAC2|Q92769,8535|CBX4|O00257,0.078847004
23512|SUZ12|Q15022,55193|PBRM1|Q86U86,0.078774541
60|ACTB|P60709,65980|BRD9|Q9H8M2,0.078641597
84733|CBX2|Q14781,3065|HDAC1|Q13547,0.078577895
23081|KDM4C|Q9H3R0,3015|H2AFZ|P0C0S5,0.078573066
23468|CBX5|P45973,6598|SMARCB1|Q12824,0.077987952
9031|BAZ1B|Q9UIG0,83746|L3MBTL2|Q969R5,0.077927264
3065|HDAC1|Q13547,6749|SSRP1|Q08945,0.077738344
9329|GTF3C4|Q9UKN8,2145|EZH1|Q92800,0.077103123
10419|PRMT5|O14744,51147|ING4|Q9UNL4,0.077025139
54093|SETD4|Q9NVD3,60|ACTB|P60709,0.07687127
9329|GTF3C4|Q9UKN8,6599|SMARCC1|Q92922,0.076520715
9329|GTF3C4|Q9UKN8,3054|HCFC1|P51610,0.075341265
23476|BRD4|O60885,5931|RBBP7|Q16576,0.075136005
9031|BAZ1B|Q9UIG0,9329|GTF3C4|Q9UKN8,0.074945899
5431|POLR2B|P30876,1108|CHD4|Q14839,0.074920602
6603|SMARCD2|Q92925,8467|SMARCA5|O60264,0.074599315
86|ACTL6A|O96019,1108|CHD4|Q14839,0.073465943
1106|CHD2|O14647,142|PARP1|P09874,0.073455938
23246|BOP1|Q14137,3015|H2AFZ|P0C0S5,0.073372552
3015|H2AFZ|P0C0S5,9682|KDM4A|O75164,0.073198268
86|ACTL6A|O96019,5431|POLR2B|P30876,0.072694473
51111|SUV420H1|Q4FZB7,3276|PRMT1|Q99873,0.072595688
5928|RBBP4|Q09028,55193|PBRM1|Q86U86,0.072559501
8085|MLL2|O14686,5928|RBBP4|Q09028,0.072468159
23466|CBX6|O95503,5931|RBBP7|Q16576,0.072420838
9329|GTF3C4|Q9UKN8,56950|SMYD2|Q9NRG4,0.07206597
10419|PRMT5|O14744,2648|KAT2A|Q92830,0.071488268
6015|RING1|Q06587,5928|RBBP4|Q09028,0.071164474
5431|POLR2B|P30876,79831|KDM8|Q8N371,0.071000037
3015|H2AFZ|P0C0S5,10943|MSL3|Q8N5Y2,0.070936407
4673|NAP1L1|P55209,5931|RBBP7|Q16576,0.070822819
22823|MTF2|Q9Y483,5110|PCMT1|P22061,0.070468882
11168|PSIP1|O75475,5928|RBBP4|Q09028,0.069995141
23476|BRD4|O60885,10155|TRIM28|Q13263,0.069738842
6601|SMARCC2|Q8TAQ2,79831|KDM8|Q8N371,0.069601772
86|ACTL6A|O96019,8726|EED|O75530,0.069483495
6603|SMARCD2|Q92925,9031|BAZ1B|Q9UIG0,0.069433381
9031|BAZ1B|Q9UIG0,8208|CHAF1B|Q13112,0.069283902
86|ACTL6A|O96019,8520|HAT1|O14929,0.069256536
6601|SMARCC2|Q8TAQ2,8726|EED|O75530,0.069147038
58508|MLL3|Q8NEZ4,5928|RBBP4|Q09028,0.068447042
10419|PRMT5|O14744,51780|KDM3B|Q7LBC6,0.068415999
6119|RPA3|P35244,6599|SMARCC1|Q92922,0.068080706
23476|BRD4|O60885,142|PARP1|P09874,0.067972749
22823|MTF2|Q9Y483,6601|SMARCC2|Q8TAQ2,0.066932888
6603|SMARCD2|Q92925,6045|RNF2|Q99496,0.066611987
23028|KDM1A|O60341,10155|TRIM28|Q13263,0.066044157
5929|RBBP5|Q15291,4204|MECP2|P51608,0.065150816
3015|H2AFZ|P0C0S5,79831|KDM8|Q8N371,0.064933144
9329|GTF3C4|Q9UKN8,79831|KDM8|Q8N371,0.064927623
51111|SUV420H1|Q4FZB7,5110|PCMT1|P22061,0.064543342
3276|PRMT1|Q99873,55929|DMAP1|Q9NPF5,0.064402827
55929|DMAP1|Q9NPF5,142|PARP1|P09874,0.063293003
8289|ARID1A|O14497,4673|NAP1L1|P55209,0.062930557
9112|MTA1|Q13330,8535|CBX4|O00257,0.062528922
22976|PAXIP1|Q6ZW49,60|ACTB|P60709,0.06250507
54620|FBXL19|Q6PCT2,3015|H2AFZ|P0C0S5,0.061931108
9329|GTF3C4|Q9UKN8,23476|BRD4|O60885,0.061740426
84733|CBX2|Q14781,142|PARP1|P09874,0.061343946
8535|CBX4|O00257,55193|PBRM1|Q86U86,0.061265038
23476|BRD4|O60885,5110|PCMT1|P22061,0.061128751
3015|H2AFZ|P0C0S5,23210|JMJD6|Q6NYC1,0.060779873
60|ACTB|P60709,546|ATRX|P46100,0.06039043
10771|ZMYND11|Q15326,60|ACTB|P60709,0.059749813
10419|PRMT5|O14744,26038|CHD5|Q8TDI0,0.059637941
60|ACTB|P60709,1105|CHD1|O14646,0.059556367
55818|KDM3A|Q9Y4C1,5931|RBBP7|Q16576,0.059290961
55693|KDM4D|Q6B0I6,142|PARP1|P09874,0.058442171
3015|H2AFZ|P0C0S5,80335|WDR82|Q6UXN9,0.058430123
11335|CBX3|Q13185,8467|SMARCA5|O60264,0.057503314
11198|SUPT16H|Q9Y5B9,3066|HDAC2|Q92769,0.056930788
27125|AFF4|Q9UHB7,142|PARP1|P09874,0.056580284
10419|PRMT5|O14744,648|BMI1|P35226,0.056322978
3066|HDAC2|Q92769,55193|PBRM1|Q86U86,0.056316976
9031|BAZ1B|Q9UIG0,23512|SUZ12|Q15022,0.055803044
10419|PRMT5|O14744,639|PRDM1|O75626,0.055142296
6749|SSRP1|Q08945,8535|CBX4|O00257,0.054890928
9329|GTF3C4|Q9UKN8,5110|PCMT1|P22061,0.054863117
10419|PRMT5|O14744,84333|PCGF5|Q86SE9,0.054522396
6119|RPA3|P35244,6597|SMARCA4|P51532,0.054407268
5929|RBBP5|Q15291,5431|POLR2B|P30876,0.054297303
6595|SMARCA2|P51531,5110|PCMT1|P22061,0.054206651
11198|SUPT16H|Q9Y5B9,8535|CBX4|O00257,0.053961689
3065|HDAC1|Q13547,51780|KDM3B|Q7LBC6,0.0537138
5929|RBBP5|Q15291,6601|SMARCC2|Q8TAQ2,0.053133255
23326|USP22|Q9UPT9,142|PARP1|P09874,0.052922709
7403|KDM6A|O15550,3065|HDAC1|Q13547,0.052342
1108|CHD4|Q14839,55193|PBRM1|Q86U86,0.05228585
9031|BAZ1B|Q9UIG0,3065|HDAC1|Q13547,0.052060199
9739|SETD1A|O15047,5928|RBBP4|Q09028,0.052052535
10155|TRIM28|Q13263,6596|HLTF|Q14527,0.051948466
1108|CHD4|Q14839,142|PARP1|P09874,0.051459136
3276|PRMT1|Q99873,79831|KDM8|Q8N371,0.051230907
6119|RPA3|P35244,8467|SMARCA5|O60264,0.050787871
54904|WHSC1L1|Q9BZ95,3276|PRMT1|Q99873,0.050518903
9329|GTF3C4|Q9UKN8,5931|RBBP7|Q16576,0.050450483
4673|NAP1L1|P55209,6045|RNF2|Q99496,0.049752745
142|PARP1|P09874,79831|KDM8|Q8N371,0.049555515
60|ACTB|P60709,54623|PAF1|Q8N7H5,0.049279137
9329|GTF3C4|Q9UKN8,64324|NSD1|Q96L73,0.048723735
9329|GTF3C4|Q9UKN8,6597|SMARCA4|P51532,0.048136212
60|ACTB|P60709,7994|KAT6A|Q92794,0.047783476
6605|SMARCE1|Q969G3,11168|PSIP1|O75475,0.047674183
84289|ING5|Q8WYH8,142|PARP1|P09874,0.04766587
6598|SMARCB1|Q12824,8467|SMARCA5|O60264,0.047412061
55193|PBRM1|Q86U86,80335|WDR82|Q6UXN9,0.046967185
9031|BAZ1B|Q9UIG0,6119|RPA3|P35244,0.046912575
60|ACTB|P60709,7799|PRDM2|Q13029,0.046462594
9329|GTF3C4|Q9UKN8,51780|KDM3B|Q7LBC6,0.046304351
86|ACTL6A|O96019,4673|NAP1L1|P55209,0.046268007
11143|KAT7|O95251,10419|PRMT5|O14744,0.046189985
5929|RBBP5|Q15291,23468|CBX5|P45973,0.045999231
10155|TRIM28|Q13263,10933|MORF4L1|Q9UBU8,0.045976388
8535|CBX4|O00257,29117|BRD7|Q9NPI1,0.045400387
142|PARP1|P09874,10322|SMYD5|Q6GMV2,0.045191055
10155|TRIM28|Q13263,2145|EZH1|Q92800,0.044988501
3065|HDAC1|Q13547,22955|SCMH1|Q96GD3,0.044867842
10419|PRMT5|O14744,1105|CHD1|O14646,0.04465947
10419|PRMT5|O14744,79813|EHMT1|Q9H9B1,0.043993347
86|ACTL6A|O96019,6749|SSRP1|Q08945,0.043933432
60|ACTB|P60709,23411|SIRT1|Q96EB6,0.043921997
6601|SMARCC2|Q8TAQ2,6749|SSRP1|Q08945,0.043615369
9329|GTF3C4|Q9UKN8,10951|CBX1|P83916,0.043463067
6045|RNF2|Q99496,29117|BRD7|Q9NPI1,0.043329439
1912|PHC2|Q8IXK0,55193|PBRM1|Q86U86,0.043283167
5931|RBBP7|Q16576,10951|CBX1|P83916,0.04324774
9329|GTF3C4|Q9UKN8,2965|GTF2H1|P32780,0.043133548
53615|MBD3|O95983,10419|PRMT5|O14744,0.042198275
6015|RING1|Q06587,23210|JMJD6|Q6NYC1,0.042137619
1108|CHD4|Q14839,6597|SMARCA4|P51532,0.041434447
2962|GTF2F1|P35269,10155|TRIM28|Q13263,0.041276949
6597|SMARCA4|P51532,8535|CBX4|O00257,0.041218938
4204|MECP2|P51608,5928|RBBP4|Q09028,0.04060156
10419|PRMT5|O14744,65980|BRD9|Q9H8M2,0.039629168
6119|RPA3|P35244,6605|SMARCE1|Q969G3,0.03950067
84661|DPY30|Q9C005,6045|RNF2|Q99496,0.039352839
3065|HDAC1|Q13547,55193|PBRM1|Q86U86,0.039270234
23466|CBX6|O95503,142|PARP1|P09874,0.039219051
3066|HDAC2|Q92769,55274|PHF10|Q8WUB8,0.039117252
9031|BAZ1B|Q9UIG0,55274|PHF10|Q8WUB8,0.039038113
23081|KDM4C|Q9H3R0,142|PARP1|P09874,0.039009342
6599|SMARCC1|Q92922,25942|SIN3A|Q96ST3,0.038588368
5431|POLR2B|P30876,2146|EZH2|Q15910,0.038329626
11143|KAT7|O95251,3276|PRMT1|Q99873,0.037869505
7862|BRPF1|P55201,60|ACTB|P60709,0.037606632
23028|KDM1A|O60341,60|ACTB|P60709,0.037605745
6601|SMARCC2|Q8TAQ2,3066|HDAC2|Q92769,0.036775787
8535|CBX4|O00257,8467|SMARCA5|O60264,0.03644133
4152|MBD1|Q9UIS9,10155|TRIM28|Q13263,0.035732428
3276|PRMT1|Q99873,1108|CHD4|Q14839,0.035618698
3065|HDAC1|Q13547,9329|GTF3C4|Q9UKN8,0.035342384
23133|PHF8|Q9UPP1,142|PARP1|P09874,0.035091974
27154|BRPF3|Q9ULD4,60|ACTB|P60709,0.035086065
79960|PHF17|Q6IE81,5931|RBBP7|Q16576,0.035052086
51105|PHF20L1|A8MW92,60|ACTB|P60709,0.034588341
196528|ARID2|Q68CP9,60|ACTB|P60709,0.0345376
6599|SMARCC1|Q92922,6749|SSRP1|Q08945,0.034511141
4673|NAP1L1|P55209,23468|CBX5|P45973,0.034425794
9739|SETD1A|O15047,9329|GTF3C4|Q9UKN8,0.034388524
23468|CBX5|P45973,55274|PHF10|Q8WUB8,0.034330526
6597|SMARCA4|P51532,80335|WDR82|Q6UXN9,0.034289357
6749|SSRP1|Q08945,55193|PBRM1|Q86U86,0.034096145
10419|PRMT5|O14744,7799|PRDM2|Q13029,0.034063478
51230|PHF20|Q9BVI0,60|ACTB|P60709,0.0339632
5929|RBBP5|Q15291,5928|RBBP4|Q09028,0.033922654
10419|PRMT5|O14744,1107|CHD3|Q12873,0.033908936
9031|BAZ1B|Q9UIG0,3066|HDAC2|Q92769,0.033773444
26147|PHF19|Q5T6S3,10419|PRMT5|O14744,0.033703487
56950|SMYD2|Q9NRG4,3066|HDAC2|Q92769,0.033686159
6602|SMARCD1|Q96GM5,5110|PCMT1|P22061,0.033350555
23210|JMJD6|Q6NYC1,8535|CBX4|O00257,0.033154619
10419|PRMT5|O14744,546|ATRX|P46100,0.03291098
60|ACTB|P60709,79813|EHMT1|Q9H9B1,0.032875022
9070|ASH2L|Q9UBL3,5431|POLR2B|P30876,0.03221978
55274|PHF10|Q8WUB8,80335|WDR82|Q6UXN9,0.032049964
10389|SCML2|Q9UQR0,10155|TRIM28|Q13263,0.031988348
8289|ARID1A|O14497,5110|PCMT1|P22061,0.031933098
23468|CBX5|P45973,2146|EZH2|Q15910,0.031908566
60|ACTB|P60709,387893|SETD8|Q9NQR1,0.031890033
27125|AFF4|Q9UHB7,3015|H2AFZ|P0C0S5,0.031793414
6419|SETMAR|Q53H47,10155|TRIM28|Q13263,0.03134619
84678|KDM2B|Q8NHM5,142|PARP1|P09874,0.031325729
1912|PHC2|Q8IXK0,8467|SMARCA5|O60264,0.031275641
60|ACTB|P60709,8520|HAT1|O14929,0.031010069
23135|KDM6B|O15054,3015|H2AFZ|P0C0S5,0.030799153
4221|MEN1|O00255,10155|TRIM28|Q13263,0.030704485
6045|RNF2|Q99496,5928|RBBP4|Q09028,0.030578319
5431|POLR2B|P30876,80335|WDR82|Q6UXN9,0.030154072
60|ACTB|P60709,6419|SETMAR|Q53H47,0.03009617
142|PARP1|P09874,54623|PAF1|Q8N7H5,0.029833195
10155|TRIM28|Q13263,6594|SMARCA1|P28370,0.029565527
25942|SIN3A|Q96ST3,6597|SMARCA4|P51532,0.029549662
23468|CBX5|P45973,3015|H2AFZ|P0C0S5,0.029336691
6605|SMARCE1|Q969G3,1108|CHD4|Q14839,0.029335518
51111|SUV420H1|Q4FZB7,10155|TRIM28|Q13263,0.029187887
23309|SIN3B|O75182,60|ACTB|P60709,0.028965481
142|PARP1|P09874,10919|EHMT2|Q96KQ7,0.028961533
9031|BAZ1B|Q9UIG0,5928|RBBP4|Q09028,0.028018413
84148|KAT8|Q9H7Z6,10155|TRIM28|Q13263,0.028000697
25942|SIN3A|Q96ST3,55274|PHF10|Q8WUB8,0.027984299
3065|HDAC1|Q13547,1912|PHC2|Q8IXK0,0.027901267
22955|SCMH1|Q96GD3,142|PARP1|P09874,0.027507443
142|PARP1|P09874,84108|PCGF6|Q9BYE7,0.027419477
84289|ING5|Q8WYH8,10419|PRMT5|O14744,0.027047732
84456|L3MBTL3|Q96JM7,5928|RBBP4|Q09028,0.026689968
6015|RING1|Q06587,6601|SMARCC2|Q8TAQ2,0.02664837
6605|SMARCE1|Q969G3,3066|HDAC2|Q92769,0.026516274
9329|GTF3C4|Q9UKN8,6601|SMARCC2|Q8TAQ2,0.026390868
10951|CBX1|P83916,8467|SMARCA5|O60264,0.026031117
9070|ASH2L|Q9UBL3,3065|HDAC1|Q13547,0.0259846
84108|PCGF6|Q9BYE7,8467|SMARCA5|O60264,0.025983759
60|ACTB|P60709,26038|CHD5|Q8TDI0,0.025689109
10036|CHAF1A|Q13111,142|PARP1|P09874,0.025620598
10419|PRMT5|O14744,84759|PCGF1|Q9BSM1,0.025578492
3275|PRMT2|P55345,60|ACTB|P60709,0.025505097
9329|GTF3C4|Q9UKN8,5252|PHF1|O43189,0.025028458
11198|SUPT16H|Q9Y5B9,5431|POLR2B|P30876,0.025003943
9031|BAZ1B|Q9UIG0,4673|NAP1L1|P55209,0.024789743
10419|PRMT5|O14744,64754|SMYD3|Q9H7B4,0.024579555
5431|POLR2B|P30876,11168|PSIP1|O75475,0.024573944
5431|POLR2B|P30876,23512|SUZ12|Q15022,0.024456922
11143|KAT7|O95251,9329|GTF3C4|Q9UKN8,0.023950505
142|PARP1|P09874,10933|MORF4L1|Q9UBU8,0.023910324
6601|SMARCC2|Q8TAQ2,23512|SUZ12|Q15022,0.023805599
9031|BAZ1B|Q9UIG0,10951|CBX1|P83916,0.02364505
9031|BAZ1B|Q9UIG0,84108|PCGF6|Q9BYE7,0.023600933
6605|SMARCE1|Q969G3,1912|PHC2|Q8IXK0,0.023478695
4221|MEN1|O00255,60|ACTB|P60709,0.022995254
4204|MECP2|P51608,6598|SMARCB1|Q12824,0.022963486
26147|PHF19|Q5T6S3,60|ACTB|P60709,0.022856336
142|PARP1|P09874,80012|PHC3|Q8NDX5,0.022817443
6601|SMARCC2|Q8TAQ2,11091|WDR5|P61964,0.022814949
9739|SETD1A|O15047,10155|TRIM28|Q13263,0.022756689
3276|PRMT1|Q99873,1107|CHD3|Q12873,0.022721244
23028|KDM1A|O60341,10419|PRMT5|O14744,0.022645577
10419|PRMT5|O14744,51230|PHF20|Q9BVI0,0.022411829
5110|PCMT1|P22061,6604|SMARCD3|Q6STE5,0.022193098
9329|GTF3C4|Q9UKN8,23466|CBX6|O95503,0.022011241
23613|ZMYND8|Q9ULU4,3015|H2AFZ|P0C0S5,0.021926098
10419|PRMT5|O14744,23411|SIRT1|Q96EB6,0.021834982
56981|PRDM11|Q9NQV5,10155|TRIM28|Q13263,0.02162389
60|ACTB|P60709,29117|BRD7|Q9NPI1,0.021544433
3276|PRMT1|Q99873,23210|JMJD6|Q6NYC1,0.021342107
3065|HDAC1|Q13547,6597|SMARCA4|P51532,0.02118471
6015|RING1|Q06587,6749|SSRP1|Q08945,0.021132052
10155|TRIM28|Q13263,51147|ING4|Q9UNL4,0.021078908
4152|MBD1|Q9UIS9,142|PARP1|P09874,0.020856423
4204|MECP2|P51608,9329|GTF3C4|Q9UKN8,0.020571063
84787|SUV420H2|Q86Y97,10155|TRIM28|Q13263,0.020402482
54093|SETD4|Q9NVD3,142|PARP1|P09874,0.020329978
6605|SMARCE1|Q969G3,25942|SIN3A|Q96ST3,0.020219292
23476|BRD4|O60885,3276|PRMT1|Q99873,0.0201394
10419|PRMT5|O14744,84678|KDM2B|Q8NHM5,0.020091146
6597|SMARCA4|P51532,5928|RBBP4|Q09028,0.019919437
23468|CBX5|P45973,23512|SUZ12|Q15022,0.019889382
51460|SFMBT1|Q9UHJ3,60|ACTB|P60709,0.019880107
22823|MTF2|Q9Y483,3276|PRMT1|Q99873,0.01956968
51105|PHF20L1|A8MW92,10419|PRMT5|O14744,0.019046902
6119|RPA3|P35244,6601|SMARCC2|Q8TAQ2,0.019038675
5431|POLR2B|P30876,6599|SMARCC1|Q92922,0.019020828
60|ACTB|P60709,6599|SMARCC1|Q92922,0.019016156
9329|GTF3C4|Q9UKN8,2962|GTF2F1|P35269,0.019006316
9329|GTF3C4|Q9UKN8,1912|PHC2|Q8IXK0,0.01893413
6119|RPA3|P35244,5928|RBBP4|Q09028,0.018933667
7703|PCGF2|P35227,10419|PRMT5|O14744,0.018892981
11143|KAT7|O95251,6015|RING1|Q06587,0.018689482
