Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
E11,Phf1.3,97.3026973,48.3016983,7619.495421,234.0595616,189.1999324,34.31568432,1952.236963,1218.339196
F02,Pcgf6.3,97.51585624,39.58773784,7198.828328,188.0869911,147.6306771,36.31078224,1784.919763,1272.773706
F03,Prdm1.3,97.99687011,59.56181534,7427.743466,514.4112301,217.7434811,27.41784038,2005.59544,1308.553209
F04,Phf20l1.4,98.58464888,52.31355471,7960.518799,385.7218333,155.0542675,32.77082199,1996.226689,1156.510713
F05,Phc1.3,97.79559118,46.89378758,7069.552406,266.6738105,210.965117,28.05611222,2267.991817,1384.238908
F06,Pcmt1.3,98.46678024,44.63373083,10612.42611,244.0673272,150.5876059,19.96592845,2375.425183,1177.88762
F07,Phip.4,96.43584521,36.76171079,7602.037716,126.3052686,196.640349,28.81873727,2267.44577,1033.050569
F08,Phf2.3,97.53160747,44.00963275,8692.245167,205.6012473,206.9988637,24.56351595,2266.862071,1059.940436
F09,Phf19.3,97.4017744,48.44740177,7219.213315,277.0403823,147.8605524,21.03929024,1923.704114,1155.304334
F10,Pcmt1.4,97.60348584,54.44642503,6736.474307,387.0718939,202.1469509,23.09368192,1955.056411,1163.768798
F11,Polr2b.4,96.05055292,49.28909953,7227.802089,324.909461,227.4090102,22.74881517,1931.771251,941.9130299
G02,Phf8.4,100,52.94117647,9019.218711,346.0476563,73.77646922,23.52941176,2308.586359,777.1622085
G03,Phf19.4,97.98882682,41.11731844,9847.473247,162.0349093,198.7649925,27.03910615,2254.239022,1556.549841
G04,Pcgf5.4,95.96997234,33.58356381,6178.862185,113.1102679,215.1127102,45.67364678,2367.106431,1100.483915
G05,Prdm1.4,98.6135182,42.11438475,9490.370477,195.9992917,146.9230906,27.20970537,2070.623233,1181.226867
G06,Ppargc1a.4,97.00214133,48.60813704,7095.543586,284.1187826,252.4165879,25.5888651,2101.238401,1405.359825
G07,Phc1.4,97.96122995,47.25935829,8040.270926,267.1755563,159.8526435,25.60160428,1923.397973,1170.489819
G08,Pcgf6.4,97.25609756,45.80792683,8421.903258,235.6029078,125.1392331,26.75304878,1924.082042,1197.912633
G09,Phf20.4,98.48648649,46.77477477,9649.669927,259.1288756,224.9924076,30.09009009,2361.670753,864.1210123
G10,Phf1.4,96.60018132,42.65639166,6975.451815,193.669596,221.5387663,27.10788758,2000.852015,854.0117637
G11,Phf2.4,97.77777778,51.46825397,7364.086578,347.1548847,214.2752016,23.25396825,1993.683817,929.9020833
