Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
E04,Prdm10.4,98.80181347,61.65803109,12573.47834,538.8079811,148.2324624,28.9507772,2307.541375,1611.297863
E05,Prdm9.3,97.90922998,62.16216216,10544.37109,540.2165733,122.8893154,36.4099949,2297.828906,1311.809097
E06,Prdm6.3,98.86449659,62.83118849,12639.83883,588.20645,178.7072819,25.58667676,2674.151897,1293.180922
E07,Prdm14.2,98.52084267,57.50784402,10587.60899,540.9607803,304.5647083,16.22590766,3214.226708,1065.530218
E08,Prdm11.3,98.53390348,57.51374465,11391.46787,444.4396792,145.2164334,28.43616371,2369.429025,1424.48704
E09,Prkaa1.3,98.94366197,62.37424547,12098.71049,613.7947998,169.7675192,19.96981891,2390.609292,1443.2089
E10,Prdm8.3,99.14400806,55.94159114,13713.52587,379.8694577,126.8971349,28.80161128,2689.785348,1470.670973
E11,Prdm15.3,99.27817879,64.63076069,12764.32438,600.173286,170.4177724,24.98611882,2691.097177,1208.776139
F02,Prdm12.3,99.23413567,60.77680525,13606.3013,483.9125497,106.5221415,41.13785558,2379.808072,1301.40693
F03,Prkcd.3,99.17592947,52.47221158,11671.48951,336.561317,120.8165655,40.57110004,2297.292341,1288.197539
F04,Prdm6.4,99.06986805,64.2439974,13002.61206,607.9385046,169.8723529,42.89422453,2309.568961,1406.147247
F05,Prdm14.3,98.4257358,59.68514716,12805.35211,488.0159928,144.9421857,43.1211499,2451.399036,1396.117932
F06,Prdm13.3,96.875,59.375,9732.44492,675.4349509,118.3031012,40.625,2027.791108,872.9089315
F07,Prdm9.4,95.87044534,65.93792173,8790.929784,672.6406128,214.6392108,40.72874494,2467.775756,1441.106183
F08,Prdm4.3,98.91046897,59.78209379,9759.918565,475.1279366,221.0501326,38.65466604,2656.461593,1444.558971
F09,Prdm2.3,98.87263863,57.49542962,10705.2904,429.2816525,214.8460041,30.83485679,2553.323776,1371.166302
F10,Prdm13.4,99.04076739,68.63309353,15701.89729,817.9860423,88.0706844,33.9088729,2320.322345,1635.903001
F11,Prkaa1.4,99.06396256,63.5725429,12521.19246,674.758601,95.26917766,39.27457098,2167.580713,1271.980845
G02,Prdm8.4,98.95833333,55.72916667,13177.48011,343.9022453,83.59282682,38.80208333,2092.057222,1417.228366
G03,Prdm2.4,98.8173456,54.66491459,12077.3634,387.8685694,279.8798377,40.34165572,2487.116788,1123.506374
G04,Prdm11.4,98.55147439,56.1303673,11562.86085,365.4935905,231.2828936,44.49042938,2280.029023,1670.198115
G05,Prkcd.4,99.43084804,71.08708025,12019.17681,964.0110372,406.3769546,41.94649972,2851.885017,1490.948936
G06,Prkaa2.4,99.25808161,64.54689984,12503.97771,649.4854852,140.1983671,45.89295178,2431.009652,1352.504383
G07,Prdm14.4,99.50900164,55.15548282,13416.66004,387.2862945,185.2308415,37.15220949,2419.178174,1612.511584
G08,Prdm12.4,98.7836871,64.63152874,10129.3368,680.0867083,84.75270475,38.23038397,2038.183048,1313.597955
G09,Prdm5.4,99.0234375,69.140625,10505.80741,886.632408,127.6478198,41.50390625,2297.294421,1757.835676
G10,Prdm15.4,98.50948509,66.80216802,13078.77128,783.0231374,212.4016771,43.76693767,2564.980657,1441.099222
G11,Prdm4.4,99.04580153,58.07888041,12319.64788,471.0928355,211.5041869,35.46437659,2436.620111,1481.409535
