,,Experiment: 10 U panel 1,Analysis: Analysis 2,User: Admin,Plate: 8,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:17:25 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Kdm4c.1,B11,Sample,98.43394077,70.79889807,66.36615811,57.08997722,37.71043771,35.85298197,9523.671055,1861.342718,1563.121663,398.3040156,194.721721,198.8012145,208.5051952,494.5311963,343.6321641,34.08314351,41.32231405,39.04299584,2223.228837,1647.465542,1382.177115,1563.090032,451.695598,287.5731281,24185,15194,3512,3267,1442,11082
C02,Kdm4a.2,C02,Sample,95.54744526,53.80333952,54.73282443,38.32116788,20.03710575,21.83206107,6873.977849,706.401213,839.2338793,167.2188918,58.48025455,74.06093879,451.9055993,1588.996578,566.3747567,18.61313869,31.35435993,26.79389313,2469.680984,1641.056608,1168.276812,675.8395016,293.5201038,215.9967157,16714,11588,1370,1078,1310,7794
C03,Kat2b.1,C03,Sample,98.39043825,59.64228388,56.27705628,36.03187251,17.79408393,30.51948052,9574.182208,1039.185186,850.2477407,112.6499368,69.56742196,150.0355136,193.4614067,899.1995124,498.393989,21.21115538,28.86952534,32.03463203,2342.40042,1735.608811,1162.752831,1163.222207,428.8003167,238.586744,22959,15278,6275,4361,462,10538
C04,Jmjd5.2,C04,Sample,98.54730343,62.43767313,57.60755509,52.75104413,33.93351801,21.72088143,9299.044996,1270.201157,1071.3641,359.0885893,175.3764108,82.70829642,203.699907,444.0325838,570.6786331,26.54802978,30.96952909,32.84365163,2057.612702,1363.046285,1196.28877,1153.061391,415.5024487,272.2727939,27567,17786,5507,3610,953,12659
C05,Kdm4c.2,C05,Sample,97.90720632,59.89259469,59.30962343,52.00394867,29.67778406,21.0251046,7688.930361,1063.903886,942.6678555,375.6386819,142.8277037,75.37814413,244.0181977,689.566618,494.1849319,30.38499506,39.17467496,36.71548117,1826.122778,1251.958504,1302.623172,1099.461253,449.8162275,280.6782642,25367,16184,5065,3538,956,11205
C06,Kdm3b.1,C06,Sample,91.37931034,43.18181818,57.25140403,53.44827586,27.27272727,22.59663033,4769.814025,329.4277573,869.8191612,442.4612647,196.5845991,85.19621231,261.1611037,621.4291761,699.9740581,50,43.18181818,31.28510076,1946.127552,1179.710923,1428.396322,1155.527898,565.7952161,372.989986,27177,18295,58,44,3027,13675
C07,Kdm3a.2,C07,Sample,97.95073032,61.54290667,55.74886536,51.07913669,32.15833574,22.46596067,7074.588596,1065.992301,948.0758412,298.3626608,141.0790587,88.11870993,235.5813671,450.6320924,337.1386323,37.56267713,42.29991332,37.51891074,1835.06966,1439.176212,1137.999722,1337.488364,440.0813488,247.1852175,26616,18116,4587,3461,1322,12909
C08,Kat2a.2,C08,Sample,98.75651825,72.53623188,66.08306189,56.67870036,35.57971014,24.26710098,8580.703882,1564.186693,1210.451694,408.6507631,139.0936952,75.39765755,253.2020402,563.2287766,537.1514207,22.74368231,35.14492754,34.5276873,2188.284636,1667.124741,1403.383592,1373.750003,611.4258261,367.8594557,31715,21635,2493,1380,2456,16679
C09,Kdm4d.1,C09,Sample,97.18139722,57.0295602,56.47138965,46.40628146,21.58135064,28.74659401,6996.343025,996.5248109,954.2519724,237.6543699,83.46776272,136.1504529,223.7984579,449.8677907,305.6030026,22.38775921,33.54962749,31.88010899,1729.558185,1142.226108,1018.60469,1033.486909,329.7566859,222.0749521,29021,20243,4967,4161,1468,13658
C10,Kdm2b.2,C10,Sample,95.87113498,58.50358918,54.89815713,66.9690798,37.68636113,25.31522793,6039.477439,1013.232854,897.3331277,849.6944861,208.0308508,87.94270346,280.5497309,524.1394928,371.9144164,14.73801148,26.11816676,32.10475267,2180.209195,1222.430169,1110.22433,1067.023115,447.7169087,283.9578205,25841,17436,5401,3622,1031,11912
C11,Kdm1b.1,C11,Sample,98.64536297,66.86328938,64.79316547,51.89301841,32.61623872,25.76438849,9127.706829,1544.76629,1340.466192,307.330695,127.9157068,89.29984847,250.9847033,573.4253753,463.0966083,25.70336923,33.27550312,30.57553957,2278.073378,1506.285706,1352.985508,1320.308772,572.627364,396.0486415,26933,18211,2879,2882,2224,12913
D02,Jmjd6.2,D02,Sample,98.30708661,60.48932847,56.98166432,58.54330709,34.669443,26.3751763,8634.386724,1154.096419,877.657071,577.0968946,206.7144418,134.1944916,313.5959556,563.4559059,459.9074342,32.83464567,34.72149922,35.96614951,2560.355358,1512.054615,1022.714638,850.5486113,390.0609575,223.6266261,17091,10750,2540,1921,709,7652
D03,Kdm4d.2,D03,Sample,98.53694221,65.77120435,61.59052453,72.07998049,53.21460912,36.20981387,8730.736561,1471.210462,1207.137396,1022.540233,488.1156928,183.8708778,278.5854868,915.4412973,401.7324445,45.40356011,47.66073046,42.30118443,2194.320878,1637.243804,1198.89538,1190.750172,470.3981835,261.1747484,20633,13301,4101,3313,591,9641
D04,Kdm2b.3,D04,Sample,98.68664758,62.32186966,56.43564356,55.26182859,31.76895307,29.10891089,10524.82411,1277.10724,937.5901671,436.6580469,157.8027001,142.2355982,139.979749,323.9360328,476.3745006,24.63377673,30.799924,39.40594059,2153.747593,1157.793827,1178.902291,1012.205192,377.2531274,296.713341,29090,18975,5939,5263,1010,12948
D05,Kat5.1,D05,Sample,98.3599574,72.22222222,67.96875,65.81469649,46.65327979,39.0625,8490.620699,2098.383639,1646.829503,728.4095412,353.1319152,226.7449239,282.1201716,579.6471748,312.6221927,46.96485623,50.0334672,40.234375,2048.469162,1608.559841,1226.520526,1590.015213,544.3582259,321.443104,21979,14155,4695,2988,768,10796
D06,Kat2b.2,D06,Sample,98.52062164,67.38216752,67.62246117,77.40585774,45.917142,32.49701314,8659.006742,1511.579415,1618.606037,1346.12438,352.5013361,180.7834382,286.1349239,852.2652347,414.8875493,42.12492528,42.6448514,42.05495818,2402.479331,2163.820974,1402.690656,1539.637086,643.0372832,380.917381,31456,21304,6692,6662,837,15589
D07,Kdm4d.3,D07,Sample,97.3347361,61.13368984,64.93341788,59.68788357,38.88770053,36.71528218,6925.589949,1142.949502,1280.105849,549.3423586,245.346775,223.3849132,457.4800228,936.9530008,372.524765,42.29352972,50.18181818,41.15409004,2042.748271,1454.190576,1326.704519,1358.948448,481.5997922,345.8397597,30579,20390,5703,4675,1577,14487
D08,Kdm3b.2,D08,Sample,98.44331641,62.4004899,61.4990689,59.49238579,36.61971831,33.65921788,9700.858582,1262.778481,1141.902305,496.2288644,202.5735813,183.2013231,237.2835643,462.5052904,344.9324262,32.18274112,38.24249847,40.59590317,2112.218851,1368.001523,1225.998368,1343.629028,446.914529,295.3766827,28548,18697,2955,3266,2148,13456
D09,Kdm1a.2,D09,Sample,98.45122146,68.43650599,67.59656652,54.28708287,34.03474431,35.51502146,8323.849389,1671.103003,1550.712713,429.7034433,173.9281713,225.9679438,244.4286131,379.1819897,355.9215914,20.96439406,31.22094446,42.06008584,2905.500964,1874.192482,1346.609033,1175.169912,524.9260301,357.2824549,28451,18585,6263,4087,932,13610
D10,Jmjd5.3,D10,Sample,99.06117505,70.51689287,67.64403292,67.29254997,45.24978342,38.22016461,9226.174639,1710.03283,1590.316571,806.9745774,312.8740174,250.5951206,513.1152282,707.9652887,426.4481453,34.19139915,38.75252671,39.40329218,2361.708885,1707.351626,1238.971358,1373.551189,510.4712801,341.9261049,29085,19155,3302,3463,1944,14035
D11,Kdm5a.2,D11,Sample,98.67805573,72.77701778,69.76744186,57.55541997,35.59051528,38.50129199,10013.20831,2028.632627,1707.814656,495.0521577,183.9552212,239.2554959,245.9785873,614.3012975,302.8552556,32.39780354,38.2124943,37.46770026,2176.570045,1647.192536,1288.209521,1174.490293,461.9029653,369.6846528,25465,16192,4917,4386,774,12005
E02,Kdm1b.2,E02,Sample,98.6103828,69.22837586,59.2321755,56.266387,36.65214686,35.2833638,8534.871539,1773.98204,1157.702314,445.2255062,218.5554524,224.5368477,221.8988024,448.3809655,266.3835723,37.30991085,37.52333541,34.00365631,1869.445758,1311.214663,1214.381328,1138.319539,392.8750715,264.400979,18893,12338,3814,3214,547,8694
E03,Kdm2a.2,E03,Sample,98.03465219,60.68358146,56.87250996,56.50374968,37.00985532,34.61155378,8334.432856,1123.24986,928.17791,441.6273545,225.1075564,187.5273205,292.4105117,622.0549296,359.9283257,39.90173261,41.47620046,40.33864542,2108.712182,1256.753298,1165.748869,1119.579776,357.8143218,279.4178865,29943,19945,3867,4769,2008,13406
E04,Jmjd5.4,E04,Sample,97.90334953,65.69444444,64.13276231,52.62081309,34.77777778,35.11777302,9271.817947,1466.102665,1264.575039,365.2907673,180.342971,206.2691079,266.6351011,595.8223986,472.9273132,36.00102276,39.36111111,37.04496788,2443.841351,1714.324004,1336.128195,1296.942685,489.2894133,271.9304234,25063,15928,3911,3600,934,11594
E05,Kdm4a.3,E05,Sample,98.69580543,67.91636626,65.92664093,52.7317589,37.45493872,41.31274131,9655.725549,1600.749338,1538.112822,382.9836043,197.3878868,263.8693616,278.1847245,633.3452037,363.2552833,42.05146281,46.61139149,41.21621622,2218.277746,1671.430065,1414.117913,1549.485391,531.4158225,355.8164774,19864,12788,2837,2774,1036,9393
E06,Kdm3a.3,E06,Sample,97.99057306,72.66686802,62.11401425,59.31530638,47.35729387,34.91686461,7859.850401,1964.226698,1237.557551,537.2030699,357.9785228,198.7304918,303.1811231,438.2147927,325.2294468,42.04911933,46.60223497,41.68646081,1928.520344,1541.878604,1200.520234,1492.530641,563.0869005,354.7472031,22313,14271,4031,3311,842,10499
E07,Kat5.2,E07,Sample,98.47222222,66.86018384,60.63422635,61.70138889,37.44557329,33.18753417,7858.637936,1406.914075,1134.293096,642.4387962,213.7056273,166.4711332,202.1311655,485.4111019,312.6033001,41.35416667,45.08950169,41.8261345,1973.554688,1500.831877,1116.266587,1272.979087,439.8160871,352.7898569,25457,16799,2880,2067,1829,12410
E08,Jmjd6.3,E08,Sample,95.02945508,59.67235971,68.20083682,47.31222386,33.87940049,38.9818689,5933.765703,982.3714433,1468.732011,322.7381328,178.7872594,224.214758,450.7716238,838.4995718,373.7304532,32.54786451,39.42140119,40.58577406,2484.029943,1885.949028,1435.906533,1432.944978,578.738564,408.7461168,23060,14507,2716,2869,1434,10200
E09,Kdm4c.3,E09,Sample,99.25795053,67.0923913,65.625,46.67844523,35.48913043,35.69915254,10484.97491,1348.357601,1382.417458,237.9621525,164.2666935,175.6130946,389.9012849,1011.95267,359.5273866,50.49469965,50.97826087,44.86228814,1917.487511,1805.62024,1215.38095,1340.344259,487.0331677,307.0028117,25964,17116,2830,3680,1888,12426
E10,Kdm3b.3,E10,Sample,97.44936234,59.57960028,59.47521866,64.59114779,39.24879394,31.02040816,8411.636407,1022.276859,1018.293798,739.2052795,241.5763728,163.6045392,179.4314013,504.2350272,430.9667932,30.57014254,40.79944866,42.50728863,2146.838386,1399.508976,1251.914895,1162.231379,427.8900192,317.5134487,24650,16097,2666,2902,1715,11393
E11,Kdm1a.3,E11,Sample,99.03846154,78.80267215,62.07978485,50.26923077,36.12538541,35.23083819,9580.682446,2749.414092,1349.719007,330.0435473,172.701901,158.4179527,292.7519787,432.0496491,373.7052906,41,40.57040082,41.99910354,2320.248649,2013.743231,1221.899069,1229.364984,500.9494931,342.1806412,26775,17391,2600,3892,2231,12616
F02,Kat2a.3,F02,Sample,98.34983498,61.41439206,54.77582846,56.87568757,35.32878412,28.46003899,8925.31401,1074.598512,758.4990835,433.5168985,186.4354788,145.4954969,204.5529215,488.8940444,448.6042448,34.65346535,37.15880893,33.91812865,1941.331377,1182.497451,1051.561857,1245.283967,363.0264051,212.6767418,21257,13903,2727,3224,1026,9508
F03,Kdm5a.3,F03,Sample,98.16254417,56.94624773,51.10864745,62.19081272,42.61230849,23.3924612,8741.668157,966.6659599,792.307593,639.5051421,280.9014873,114.5891297,192.3504922,419.9784448,624.1337045,19.76442874,26.43469229,27.49445676,1995.488139,1375.73101,1088.240084,1245.832903,383.6127229,260.8895283,23569,15872,4245,3851,902,10608
F04,Kdm3a.4,F04,Sample,97.78956676,62.6984127,56.37674628,63.08576481,38.04855275,27.03920685,7785.17509,1199.365606,950.9343818,637.315374,219.715028,115.0658051,318.5637387,923.6466608,496.0736851,34.65959328,41.643324,35.73681839,2115.360686,1812.497452,1148.775972,1056.222839,396.6242625,207.5457355,25674,16906,2262,2142,2219,12115
F05,Kat5.3,F05,Sample,98.60675723,65.69476082,63.99147727,59.66562173,35.89977221,30.61079545,10747.68252,1522.036368,1273.145592,534.457795,191.8996402,159.8557786,168.7328808,508.1598929,441.3857932,26.64576803,34.48747153,36.22159091,1852.908139,1311.557279,1247.117858,1196.994876,452.9011613,313.4962012,20424,13502,2871,2195,1408,9680
F06,Kat2b.3,F06,Sample,98.17488423,63.94106814,62.5748503,63.96077363,38.37937385,32.63473054,8770.72842,1243.386161,1175.047509,730.3257607,214.6473183,194.7375378,303.1792284,959.2158279,560.5762424,31.70798148,42.46777164,36.82634731,1922.066236,1640.755457,1321.579034,1376.250617,479.0989002,386.3024474,17371,10651,3671,2715,334,7729
F07,Kdm4a.4,F07,Sample,98.03979804,67.15955983,60.58543227,51.26225126,28.74828061,25.73179033,7853.206852,1456.18462,1136.15827,311.4859326,114.8425893,110.8011315,330.963054,758.7463089,549.558569,41.995842,52.61348006,40.09530293,2181.595428,1835.901084,1297.399011,1471.803202,592.8288358,331.4570045,25349,16658,3367,2908,1469,12153
F08,Kdm2a.3,F08,Sample,98.06034483,60.94733355,62.24648986,53.20881226,38.78767804,22.30889236,8616.545133,1140.402388,1382.5973,320.5080646,226.4821062,89.13187188,310.2878016,753.4286428,591.7842595,41.52298851,51.27525671,46.17784711,2228.598393,1621.570007,1383.417946,1771.329545,545.3913456,346.1818054,20167,12699,4176,3019,641,9226
F09,Kdm1b.3,F09,Sample,97.89817842,63.55404641,63.39449541,55.93180757,37.6910017,30.73394495,8220.020499,1325.261417,1247.416387,434.0201596,188.1089124,134.4458757,251.5054206,432.3553612,317.1864216,35.45072396,44.36898698,43.21100917,2133.716877,1629.201272,1202.085986,1444.306328,505.0959602,355.0521162,24406,15553,4282,3534,1090,11210
F10,Kat2b.4,F10,Sample,98.85746929,74.47456595,66.51982379,59.72579263,35.54675602,27.53303965,9320.838901,2116.779498,1490.570482,493.0858122,175.5954062,130.8865242,210.6061117,441.5439373,483.7967948,29.99143102,40.45080719,41.85022026,2391.496108,1810.004196,1445.827941,1741.791745,666.8842422,363.809465,24226,15502,3501,3283,1362,11517
F11,Kdm4c.4,F11,Sample,97.80755177,66.63533835,64.79438315,64.88022737,36.18421053,27.88365095,8618.778081,1490.909123,1354.041685,709.4050797,178.0908758,123.0553355,470.0894317,705.9670195,464.6540126,31.42509135,32.04887218,38.31494483,2779.152187,2035.807811,1331.044961,1308.756468,445.242058,358.1712576,24801,16059,2463,3192,1994,11299
G02,Kdm3b.4,G02,Sample,98.6852917,67.89554531,55.85585586,54.29334429,41.21863799,31.08108108,9280.409533,1672.741594,1149.19542,445.3298165,241.3334524,146.2654511,279.2070986,444.5683197,259.5962892,36.05176664,35.17665131,40.54054054,1895.400266,1182.562704,865.6497122,897.4660467,370.2238155,224.2189405,19292,12052,4868,1953,222,9014
G03,Kdm1b.4,G03,Sample,97.89391576,70.45454545,64.51612903,50.23400936,38.63636364,29.03225806,8347.985896,1937.993452,1538.525209,305.7701012,168.7179272,84.96870492,545.5810377,769.1534921,664.2401739,39.78159126,44.6969697,41.93548387,2165.2448,1421.367813,1285.608932,1207.200885,588.7630867,274.6683749,19236,12302,3846,132,31,10402
G04,Jmjd6.4,G04,Sample,98.73817035,64.92307692,59.39553219,55.20504732,31.07692308,31.11695138,9161.015543,1271.383875,1053.231342,354.7066686,115.7832759,151.5466881,258.2489102,791.2409166,496.6230214,32.80757098,41.23076923,38.58081472,2173.345765,1331.982962,1127.108775,1239.46075,441.4395926,275.7789144,28226,18534,317,325,3805,13675
G05,Kdm5a.4,G05,Sample,98.62704918,63.44397416,61.75395859,55.14344262,37.13521943,31.05968331,9275.515426,1327.650875,1196.243986,410.6892142,219.8858305,138.5588567,278.7452905,632.0031134,383.8437939,37.27459016,41.47917131,42.14372716,2102.27481,1363.492829,1041.954712,1343.495575,401.3248762,235.1164891,26236,16405,4880,4489,821,11619
G06,Kdm4d.4,G06,Sample,98.64153036,67.70833333,61.56626506,59.07956751,42.52136752,30.84337349,9595.137997,1713.919068,1221.516527,426.8267802,275.4131982,159.9026095,232.3147952,585.5233481,421.1703805,41.22539507,44.89850427,42.10843373,2085.095222,1461.601419,1213.097382,1574.873666,472.4305799,297.9703324,28689,17875,3607,3744,1660,13071
G07,Kat5.4,G07,Sample,98.56550294,69.91552956,57.96089385,61.82163844,36.28979857,33.65921788,9948.452467,1782.714213,1062.375016,622.4920855,199.1231834,174.6917927,208.3593152,385.1460855,342.4418708,31.55893536,36.07862248,32.61173184,2279.118668,1573.160023,1099.650314,1223.736903,433.858434,253.7178745,33848,22920,5786,6156,1432,16413
G08,Kat2a.4,G08,Sample,97.22222222,58.06451613,60.68173533,44.44444444,37.09677419,31.97229311,6918.602533,819.44592,1076.979541,458.8424014,180.9329371,156.9968268,208.1345015,309.1649771,510.5172934,44.44444444,48.38709677,42.30769231,1532.939407,1388.068586,1195.987767,1104.835233,355.9508687,333.2771162,37751,24818,36,62,5486,18401
G09,Kdm2b.4,G09,Sample,98.81175735,67.37739872,66.98473282,67.29205754,44.29637527,34.84732824,11266.89708,1703.207173,1518.753369,820.7210348,307.6610772,174.977594,203.4738766,510.4166024,455.2954347,25.8286429,36.30063966,41.29770992,2283.376348,1438.477463,1290.836076,1200.193588,484.8954246,355.6621823,25880,16751,1599,1876,2620,12540
G10,Kdm1a.4,G10,Sample,98.70388833,65.21614658,63.66572467,75.0997009,45.54823934,30.96487687,7870.788952,1194.823431,1206.597844,1219.333132,263.8417008,151.7453067,451.4368612,1676.239796,495.8141876,39.98005982,50.44374463,37.6665321,2723.71453,2588.921068,1225.549221,1418.477847,574.9155639,325.139808,34652,23658,4012,3493,2477,17332
G11,Kdm2a.4,G11,Sample,97.46657284,66.69238683,66.5317139,55.4539057,39.32613169,31.4439946,7213.610881,1426.477946,1377.610787,410.6263547,225.1514586,168.7808095,304.747107,591.6656979,465.0071198,44.28806005,46.01337449,38.79892038,2032.823123,1439.490233,1115.872463,1541.759456,565.0897199,353.6376405,29374,18558,4263,3888,1482,13078
