Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
F02,Carm1.3,2504.522618,4616.962565,35.07588533,28.09515724,3.70994941,0.674536256,61.38160459
F03,Chd2.3,3195.138106,6676.517343,32.27408143,31.92765582,6.554121152,0.595829196,71.94559623
F04,Cbx8.4,3548.017042,7994.49258,38.38268793,23.60238214,3.075170843,0.455580866,71.19568246
F05,Cbx3.3,3218.608773,6713.184352,29.33920705,25.61414477,3.348017621,0.969162996,54.19569297
F06,Cbx1.3,3554.437691,6054.366703,38.03418803,22.80040068,3.952991453,0.641025641,77.21143699
F07,Chaf1b.4,3306.757225,6940.989359,39.14590747,32.77561561,2.846975089,11.38790036,120.329113
F08,Cbx6.3,2795.934196,5522.310909,35.36345776,22.86198786,2.946954813,0.589390963,62.23975646
F09,Cbx5.3,2816.981958,5521.401391,31.21468927,21.90434602,2.966101695,0.564971751,52.93919137
F10,Cbx1.4,3306.183766,5932.975111,28.88086643,22.6053469,3.971119134,1.083032491,78.4620336
F11,Chd1.4,2252.47,5372.47242,28.68162693,29.3517525,2.173913043,0.420757363,51.75390547
G02,Chaf1a.4,2900.982437,5462.651296,34.47251114,20.99065348,4.606240713,2.377414562,82.51081984
G03,Cbx5.4,2737.218826,5769.717981,40.12461059,22.06112416,2.242990654,0.186915888,70.05059514
G04,Brwd3.4,1762.046012,3981.199212,76.92307692,14.83101238,7.692307692,0,17.04830471
G05,Chd2.4,2492.383672,7394.329482,31.66421208,24.10831854,4.12371134,0.147275405,57.38650321
G06,Chd1l.4,1659.008065,3873.495461,0,26.09287566,0,0,39.38586581
G07,Cbx3.4,1725.867795,7226.558463,25.76,25.37665374,2.4,0.32,81.39397282
G08,Carm1.4,2634.459361,7044.321824,33.96825397,24.73356218,3.333333333,0.793650794,72.07656002
G09,Cbx7.4,3098.621686,6542.591155,33.01827347,25.99318865,3.717706364,0.441083806,66.59587287
G10,Cbx4.4,2745.382927,6883.636215,26.816609,21.88710424,2.595155709,0.08650519,76.28346655
G11,Cbx6.4,2301.030628,4862.724518,23.78121284,24.77734284,3.804994055,1.307966706,58.56541059
