,,Experiment: 100U p1_1,Analysis: Analysis 1,User: Admin,Plate: 6,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:26:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,
B11,Hdac3.1,B11,Sample,22972,977,727,5173,2838.418249,2001.923564,2391.353064,2100.983408,7357.416843,5931.609564,1837.295934,12.28249744,21.87070151,25.82640634,15.87541164,70.11431403,23.48761322,21.3833263,87.09307719,8.700102354,2.613480055,1.469166828,11.7384742,0.614124872,0.275103164,0.328629422,1.104555434,45.37268169,65.89314758,54.60923066,38.22738171
C02,Hdac2.2,C02,Sample,20289,2578,3026,3861,3870.994529,2662.439891,2831.744615,1664.873925,4633.338611,5169.483692,1609.59222,24.67028704,41.83740912,41.90624191,26.72911448,84.62098701,29.59244291,29.6238182,115.7699251,10.86113266,2.544613351,1.657601658,13.61507461,1.163692785,0.4957039,0.284900285,0.893148894,55.09335056,75.03661597,71.24122432,49.10682303
C03,Gadd45b.1,C03,Sample,24029,4405,3989,3302,3946.918151,2705.530251,2849.975523,1860.652179,6115.327919,5955.501194,1815.475733,19.86379115,35.27199799,39.0369473,23.87774594,112.541717,36.49542013,32.88294278,127.3144942,13.2122588,2.882928052,0.969109631,14.59195585,0.998864926,0.451240913,0.090854028,0.848986522,53.15950748,71.52178299,74.06893139,53.09809164
C04,Fbxw9.2,C04,Sample,24721,5369,4482,3058,3785.69144,2549.024605,2816.995128,1993.096087,6547.115372,5121.187906,1590.929233,18.6440678,32.61936635,33.45323741,20.94031724,106.9696258,39.55268795,30.5446935,126.7124219,12.6653008,2.855867916,0.915631131,14.50416524,1.210653753,0.624721107,0.490516678,0.992810681,48.09290006,75.46482096,66.46365563,48.41455597
C05,Hdac3.2,C05,Sample,20938,461,416,5780,1976.957392,1579.538999,2832.93608,4865.670709,10185.66851,6208.393784,1772.938453,13.6659436,25.24038462,31.05536332,17.94035785,99.80151239,35.94581883,28.02199549,93.36265809,10.84598698,4.326923077,1.955017301,11.60238569,0.21691974,1.201923077,0.380622837,0.938369781,54.73153418,90.65624297,73.2461963,46.75817974
C06,Hdac10.1,C06,Sample,25603,2242,2618,6270,3890.502821,2632.80215,2696.887948,2094.511776,7255.726954,5442.688891,1570.993282,17.03835861,31.74178762,34.38596491,19.40323249,82.55048547,34.46146649,28.5200643,118.0896837,11.59678858,3.552330023,1.913875598,14.9772068,0.847457627,0.611153552,0.223285486,1.011189391,58.94669884,93.0868811,66.7847184,47.16719028
C07,Hdac1.2,C07,Sample,18194,1290,1519,4166,3849.671609,3111.286388,2901.371295,1611.846831,6157.152586,5822.989743,1771.898681,12.24806202,28.17643186,32.50120019,19.67978652,102.9067079,23.78719996,28.61963276,112.7766318,16.58914729,2.764976959,1.704272684,14.57638426,0.620155039,0.789993417,0.360057609,1.289748721,48.28231885,59.76644283,66.49976309,45.31079819
C08,Gadd45a.2,C08,Sample,21913,2018,1863,5008,3258.65531,2266.136647,2835.575742,1849.205285,6473.021568,5657.513232,1644.399815,15.11397423,27.75093935,30.71086262,17.36431359,104.4751249,30.81946924,26.4181451,121.4370337,14.61843409,3.542673108,1.537539936,14.93437389,1.189296333,0.590445518,0.399361022,1.099680738,43.03037464,72.6225045,68.94429018,47.04333329
C09,Hdac4.1,C09,Sample,22580,1088,1122,5886,3106.391063,1991.877329,2623.600786,1949.710819,5680.995186,5561.292447,1663.136349,14.70588235,30.3030303,30.13931363,17.68421053,104.3799183,27.27777321,26.78208841,125.057008,16.54411765,4.099821747,1.698946653,15.78947368,0.919117647,0.445632799,0.407747197,1.279352227,42.27597152,65.56492869,61.64530263,41.18419213
C10,Hcfc1.2,C10,Sample,18275,1074,1142,4174,5009.96434,3442.64437,2808.660839,2630.522986,8797.400664,6324.498781,1778.676033,21.13594041,31.34851138,28.86919023,16.56412683,84.99865204,29.48772555,28.27386246,104.7727123,12.29050279,3.940455342,1.724964063,13.9517274,2.048417132,0.700525394,0.551030187,1.069569333,58.46812662,85.77730078,62.06375949,44.45747364
C11,Gtf3c4.1,C11,Sample,21990,890,892,5324,4182.678363,2352.71546,2451.447785,2209.550721,5620.997595,5811.489663,1775.199902,17.86516854,30.04484305,26.05184072,13.15079059,74.45188785,23.18593673,22.45409587,90.01418967,13.03370787,3.587443946,1.465063862,12.8268415,0.786516854,0.67264574,0.3756574,1.079830312,42.09133517,72.98855032,62.54986046,41.36886661
D02,Fkbp1a.2,D02,Sample,22307,11,7,6341,2853.663519,5165.479905,2580.391912,558.7136326,5096.860133,5199.5648,1780.199532,36.36363636,57.14285714,36.12994796,24.95667244,102.4689126,72.950178,33.25338308,125.2454101,9.090909091,28.57142857,2.74404668,14.89745812,0,0,0.457341113,0.895436164,27.38131782,166.3999228,74.83631462,55.22335968
D03,Hdac4.2,D03,Sample,20945,4283,4412,2982,4651.205021,2965.116369,2771.504397,2349.653957,6845.790223,6174.17647,1921.001431,22.25075881,36.49138713,36.51911469,24.82768128,100.0335816,34.64013057,32.70790238,153.9731694,12.35115573,4.034451496,2.012072435,18.8034188,1.097361662,0.679963735,0.435949027,1.29583678,51.61341423,75.44192043,74.78456667,49.99910296
D04,Hcfc1.3,D04,Sample,16713,1645,1326,3623,4173.810819,3200.185293,2813.171238,1746.919456,4719.908466,5423.039088,1618.105656,15.01519757,28.73303167,35.49544576,22.10864821,311.6044071,39.57450478,35.80460283,160.6197688,31.67173252,5.580693816,3.063759315,17.46870334,6.079027356,2.262443439,0.662434447,0.953256001,69.09471358,95.46818118,71.97514897,49.97713793
D05,Gtf2b.1,D05,Sample,20222,3589,4419,3156,2917.12009,1777.970255,2848.550727,1976.758039,6107.629369,5697.677619,1754.46685,18.91891892,30.79882326,35.29784537,21.79732314,138.861014,30.49507167,27.44825735,167.3474,17.66508777,3.326544467,1.996197719,20.76775996,0.585121204,0.497850192,0.316856781,1.338432122,51.28375587,78.69351533,66.71189101,49.12980156
D06,Gadd45b.2,D06,Sample,19769,2599,3216,3593,2642.101343,1689.57364,2745.408985,1591.661524,4984.563091,5419.419121,1651.442277,18.35321277,30.47263682,33.509602,20.39092664,197.6797388,30.31134615,28.76212597,156.2277626,25.27895344,4.695273632,2.031728361,19.03957529,2.34705656,1.026119403,0.556637907,1.242760618,38.83360429,59.34378611,63.08604397,42.65824451
D07,Hdac4.3,D07,Sample,22894,573,867,7156,3337.480049,2152.870901,2942.756404,2534.848094,6534.048875,5850.169112,1687.672536,16.23036649,32.75663206,35.57853549,22.5846926,116.8876898,26.73365658,26.66207748,156.7360535,16.23036649,5.882352941,2.7529346,20.18402342,0.523560209,0.92272203,0.489100056,1.154328733,41.0738955,63.5179613,71.13943391,46.95689183
D08,Hdac10.2,D08,Sample,20117,2336,2726,4942,4395.615111,3229.066473,2932.901383,2504.079481,7531.645064,6107.816491,1784.970248,22.55993151,39.9486427,33.65034399,22.40482384,80.11586182,27.4847311,26.08714728,163.1169423,13.78424658,3.595011005,2.023472278,20.48947742,1.198630137,0.586940572,0.323755565,1.064081343,49.54626421,79.09020423,64.20855931,44.58943112
D09,Gtf2f1.2,D09,Sample,17370,1906,2446,3302,4173.908644,2857.009242,3071.763324,1946.909533,5752.975602,5752.456078,1703.678815,22.1930745,36.263287,35.61477892,21.29149378,133.5094979,28.59546947,26.0115007,140.5487591,20.3567681,3.883892069,1.483949122,18.97043568,1.101783841,0.449713818,0.272562084,0.868775934,45.43964428,79.19969285,61.08924716,40.89217414
D10,Fbxw9.3,D10,Sample,19729,1053,1315,4891,2870.593168,1800.587767,1785.778608,2131.809978,6409.855656,5781.891194,1896.129983,18.13865147,32.24334601,29.93252914,18.38638331,93.93863636,24.52780838,23.99628733,127.1601971,15.19468186,5.095057034,2.024125946,17.17472834,1.234567901,0.684410646,0.429360049,1.384748534,59.72928217,81.47799633,64.73302554,50.3929787
D11,Hdac6.2,D11,Sample,19655,1979,2131,3825,3694.719012,2521.666531,2664.197217,1904.179998,6458.09946,5930.044466,1786.088515,12.43052046,27.35804786,28.78431373,17.06261325,102.8095768,29.89239164,28.33218031,118.7346111,15.81606872,4.317221962,2.535947712,16.94181599,1.616978272,0.375410605,0.653594771,1.580430844,42.74318182,62.25015,60.42318865,38.90487316
E02,Gtf3c4.2,E02,Sample,21749,4601,4461,2644,3796.876673,2530.633266,2441.409235,1678.066237,5699.079472,5110.798501,1603.28136,21.23451424,37.72696705,40.6580938,27.27385378,102.5116695,35.51674683,34.68992341,120.3176876,13.84481634,3.115893297,1.701966717,13.45724907,1.238861117,0.560412464,0.302571861,0.817843866,63.81958405,92.59967507,77.46554309,54.6883505
E03,Hat1.2,E03,Sample,20617,2784,3162,4117,3810.673445,2460.96325,2946.69769,1940.833675,5908.490259,5751.647654,1729.016866,18.60632184,32.95382669,38.28030119,24.61263409,141.561018,42.49027543,39.91774462,145.542292,19.14511494,5.344718533,2.137478747,16.20977354,1.903735632,1.73940544,0.437211562,1.084624553,55.22421157,89.58410327,78.71524172,55.04242515
E04,Fbxw9.4,E04,Sample,22763,5351,5628,2669,4311.489016,3042.110711,2990.931418,2276.934182,6582.430688,5891.069635,1767.315884,19.24873855,34.61265103,40.0524541,26.45634859,81.9355918,34.21956379,28.7247425,136.2307645,12.01644552,2.825159915,1.498688647,16.88271123,0.635395253,0.710732054,0.187336081,0.858972357,55.47013168,90.86566494,67.98429496,46.18763074
E05,Hdac2.3,E05,Sample,22005,5201,5312,2677,4552.592267,3425.169218,2978.166744,1940.645718,5607.989256,6091.249986,1935.65815,17.57354355,35.73042169,38.21441913,23.85432473,140.2444829,35.66351024,28.2790947,168.5344977,20.36146895,4.83810241,1.158012701,19.57511381,0.942126514,0.545933735,0.22413149,0.864946889,52.79385138,75.548973,59.18983448,46.12621132
E06,Hdac1.3,E06,Sample,17677,3039,2923,3037,3404.875346,2393.576517,3307.53212,2314.54565,6952.876582,6640.835082,1965.762749,20.43435341,36.26411221,34.54066513,21.56295224,185.2707895,37.29073165,31.27343951,172.0357208,23.988154,4.481696887,2.173197234,20.13024602,3.455083909,1.505302771,0.230490616,0.897250362,78.11459161,104.4798624,68.94772645,49.27002821
E07,Gtf2b.2,E07,Sample,16338,723,797,4749,4118.977771,2923.626509,3176.969169,864.8795454,2737.984485,5923.251816,1749.548758,24.61964039,37.64115433,36.74457781,21.85489239,476.4459696,49.48753344,32.96803345,179.988688,40.66390041,8.78293601,2.905874921,19.43643222,17.98063624,3.889585947,0.442198358,1.153760817,103.9013115,91.11549309,69.5136641,49.75611426
E08,Fkbp1a.3,E08,Sample,22012,5579,5794,2470,3392.658526,2637.010697,2785.923908,2103.252344,5736.165019,5372.957852,1665.329917,20.05735795,35.12254056,36.11336032,21.89029536,89.62176181,31.2478418,27.74049019,143.5168766,12.99516042,3.037625129,1.862348178,18.4978903,0.932066679,0.431480842,0.16194332,1.164556962,43.28491504,67.12611529,62.75062021,43.09843583
E09,Hdac3.3,E09,Sample,19551,2757,3113,2895,3307.402829,2101.890062,2763.326388,3589.799363,8543.191597,4842.909658,1324.464642,18.28073993,31.99486026,34.74956822,20.25407478,96.33768253,31.25620583,24.67264529,143.0456499,14.47225245,3.983295856,2.037996546,19.19942474,0.725426188,0.513973659,0.379965458,1.162511985,45.49168245,80.48853129,58.62208676,40.08000803
E10,Hdac10.3,E10,Sample,18513,2390,2673,3703,3503.784781,2451.797956,2878.819572,1858.528442,5282.04974,5889.353144,1751.859905,17.57322176,32.36064347,31.59600324,18.79419427,142.2135347,27.57466878,27.337589,145.3779589,20.37656904,3.29218107,1.593302728,19.20357276,1.213389121,0.635989525,0.243046179,1.277757102,44.77163727,54.78922695,63.13846906,43.22701048
E11,Gtf2f1.3,E11,Sample,25608,2683,2934,4845,4527.51365,2871.666846,2557.385853,2392.51449,6693.659647,6238.422389,1799.966972,21.31941856,39.29788684,29.39112487,17.04477356,77.96773753,26.60257039,25.33134554,134.0286768,13.30600075,3.544648943,1.651186791,18.50868932,0.745434215,0.715746421,0.330237358,1.224210256,56.20571421,99.78583104,65.8706881,45.37675971
F02,Gadd45a.3,F02,Sample,17482,1866,1852,3361,3999.570918,2461.66583,2632.81275,1390.50009,4442.937044,4148.006558,1245.836515,20.471597,35.31317495,35.07884558,24.80902146,96.09760528,35.14785563,39.50647064,139.2884995,9.699892819,3.563714903,1.93394823,15.16915242,0.803858521,0.593952484,0.327283547,1.200436522,67.31296601,98.71984517,82.14704765,61.30537537
F03,Hdac6.3,F03,Sample,18677,694,803,4894,3873.056888,2485.36432,2706.489344,1456.018057,3826.256372,4177.988016,1333.746476,21.1815562,34.62017435,33.51042092,22.96303282,145.6114138,41.17028485,37.78699079,134.5354669,18.73198847,6.102117061,2.451982019,15.20181064,0.576368876,0.99626401,0.367797303,1.056205206,51.76805899,67.67371827,79.43104021,55.74165616
F04,Hdac1.4,F04,Sample,18854,1189,1197,5117,3010.47249,2267.500285,2858.569923,1277.689399,3739.849047,4762.633012,1504.524229,17.83010934,35.25480368,37.17021692,24.74974464,113.5843723,41.3146694,37.58488643,155.0710804,14.80235492,5.012531328,2.306038695,17.15015322,3.280067283,0.918964077,0.410396717,1.052093973,69.25105828,85.90971187,72.23444076,53.02516647
F05,Gtf2b.3,F05,Sample,18099,3179,3518,2864,4107.044091,3071.158343,2943.553539,1781.705386,4640.113621,4742.404512,1442.827257,26.83233721,40.13644116,38.30307263,26.58207772,124.2479609,28.61051636,31.64129166,176.9296072,16.42025794,3.86583286,1.815642458,20.79302141,0.692041522,0.312677658,0.244413408,0.967486122,45.23898179,74.79794727,66.89647636,47.5430651
F06,Gadd45b.3,F06,Sample,17436,1256,1619,4332,3804.892687,2551.357593,2874.46056,1669.982502,5592.023469,5637.818028,1701.787208,20.70063694,31.06856084,33.81809788,21.1655345,305.0968658,36.24045691,27.87802299,163.2295147,33.59872611,6.79431748,2.423822715,19.62817304,2.786624204,1.111797406,0.507848569,1.060660231,54.92091217,80.41521415,69.63312921,49.68345372
F07,Hdac2.4,F07,Sample,17422,3267,3538,2903,4661.493813,3362.618313,2870.088004,1750.08144,4557.80997,4692.416196,1387.95372,18.57973676,32.30638779,35.377196,21.56563084,160.8111239,31.91875212,32.09431748,189.1798079,21.70186716,3.306953081,2.44574578,21.59959246,1.591674319,0.67834935,0.137788495,1.171676006,54.41957137,77.31922604,71.37212441,48.09899177
F08,Hat1.3,F08,Sample,17048,4865,4690,1301,3442.46563,2777.757739,3027.649345,1142.671951,3841.708465,5446.791339,1700.636266,25.07708119,39.12579957,36.74096849,23.39089482,134.6734682,35.48413504,28.8151686,152.5305895,18.68448099,3.795309168,1.460415065,17.53756448,0.801644399,0.255863539,0.230591852,1.009194887,54.55353785,112.2100189,66.60484374,39.77695116
F09,Gtf3c4.3,F09,Sample,17057,2700,3108,2932,3289.669729,2141.715833,2733.280949,1481.53559,4085.200338,4343.967156,1312.148238,22.2962963,30.18018018,35.67530696,22.83042012,169.757643,33.13693316,28.02392579,170.9579993,22.33333333,4.890604891,1.909959072,20.33118675,1.740740741,0.933075933,0.34106412,1.195952162,44.73558394,71.82976123,61.39426972,44.03931441
F10,Gadd45b.4,F10,Sample,19238,3425,3090,3166,4005.415016,2974.614276,3100.799576,2146.445109,6091.189437,6145.371237,1796.5293,13.75182482,27.73462783,32.43840809,21.65123256,212.3052228,36.93957775,28.97484402,165.641752,25.40145985,6.213592233,2.053063803,21.25994522,1.197080292,0.67961165,0.379027164,1.447763141,47.23592743,69.10084101,66.98719985,42.64687956
F11,Hdac3.4,F11,Sample,17500,1073,849,3890,1927.986782,1288.179109,2906.016706,4773.845063,10899.24204,5362.173571,1558.264831,12.76794035,24.14605418,29.46015424,17.59693633,100.4162417,28.61687875,31.30341568,144.4569562,16.02982293,4.240282686,2.776349614,18.77453327,0.838769804,0.35335689,0.437017995,1.665868837,42.34688241,76.72808971,66.11980046,43.75368597
G02,Hdac10.4,G02,Sample,21322,936,939,5969,3648.265737,2313.603143,2695.294547,2513.621683,5859.413574,4407.221082,1437.454723,27.56410256,41.32055378,39.98994807,29.28459802,83.8352244,38.44964094,37.68559256,111.3827518,8.974358974,3.301384452,2.378957949,12.70185796,0.854700855,0.319488818,0.385324175,0.6077444,68.33639421,92.0823469,92.20572879,62.31731819
G03,Gtf3c4.4,G03,Sample,18623,3109,3429,2748,4166.144559,2490.655185,2925.979404,1504.775247,3078.434134,4334.932258,1560.423,27.11482792,40.6824147,43.44978166,31.13425926,206.8153266,46.48847287,42.60820462,167.2001708,22.93341911,5.686789151,1.9286754,17.91087963,1.029269862,0.962379703,0.400291121,0.651041667,64.58328249,84.61667268,72.32454065,56.91730288
G04,Fkbp1a.4,G04,Sample,18098,257,222,5555,4592.874701,2594.44936,2852.623985,1890.051322,5819.751056,5032.896933,1611.447917,22.95719844,44.59459459,35.75157516,21.71950048,84.59123705,29.20911916,33.72660947,116.1989658,10.89494163,6.306306306,2.502250225,14.02497598,1.167315175,0.45045045,0.450045005,0.806916427,62.23124913,94.02752871,83.01183834,56.36110454
G05,Hdac6.4,G05,Sample,18518,4440,4143,1716,4255.501788,2945.170767,3214.904556,2272.073868,6753.024146,5962.868348,1875.075012,19.95495495,36.22978518,37.12121212,26.8736281,174.1921121,34.73463976,31.67523463,156.3733408,21.89189189,4.441226165,1.806526807,17.82690499,0.900900901,0.555153271,0.466200466,1.081843838,50.59518837,70.48535129,72.64303896,51.44940328
G06,Hdac4.4,G06,Sample,17707,6245,3978,865,4383.234827,2821.258578,2736.806824,1694.60837,4665.172713,4886.763757,1732.003539,28.2786229,41.85520362,39.53757225,28.67513612,124.6651877,31.56876272,28.29717837,145.2888916,16.4131305,3.544494721,1.156069364,16.90108893,1.072858287,0.57817999,0,0.635208711,49.58288941,75.7956505,57.5931325,43.03716917
G07,Gtf2b.4,G07,Sample,18865,706,749,5346,4331.548461,2427.368004,2830.074766,1807.846502,5667.715361,5270.410109,1635.933398,25.07082153,32.57676903,34.8110737,23.94448219,86.62702622,29.05524309,26.03966382,122.7583729,11.04815864,3.337783712,2.169846614,15.44210424,0.708215297,0.667556742,0.392817059,0.786178783,52.70635467,76.14714188,64.80633094,43.14099373
G08,Gadd45a.4,G08,Sample,19390,1188,1170,4776,3759.449405,2489.670801,2863.434352,2043.612339,5568.761221,5434.790381,1614.714993,20.62289562,32.56410256,37.64656616,24.76567784,118.3856836,26.82554147,29.0965547,134.9665978,17.17171717,2.478632479,2.114740369,17.03546236,1.178451178,0.427350427,0.397822446,0.811672625,46.49362194,65.86040835,61.6504179,44.87787638
G09,Hcfc1.4,G09,Sample,16443,890,860,3982,3603.20811,2964.242677,3083.248448,1262.709306,4077.637759,5949.659422,1996.717018,13.93258427,25.93023256,35.283777,21.90265487,303.3602123,42.10634135,31.8763764,148.9864534,35.50561798,7.325581395,2.938221999,17.90981879,6.516853933,1.860465116,0.276243094,0.969237252,51.9404875,75.5545925,72.64378445,51.69926097
G10,Gtf2f1.4,G10,1186,1325,4116,4105.181485,2559.9379,3121.358897,2127.062937,5624.106729,6168.186202,1827.648874,15.17706577,30.86792453,33.64917396,21.75344105,94.04800806,27.68945732,27.74860047,113.9206384,14.08094435,3.622641509,1.943634597,15.30021943,0.758853288,0.452830189,0.340136054,0.877717933,50.47424834,79.9191575,69.48250697,47.06531338,,
G11,Hat1.4,G11,1167,1272,4282,3783.171512,2275.211059,2757.830519,2461.157618,7721.520962,6984.363572,2223.448956,20.05141388,25.07861635,28.04764129,18.87276676,106.4498403,30.63203395,28.08955018,128.6804519,16.02399314,4.245283019,2.522185894,16.79992103,1.542416452,0.628930818,0.233535731,1.214095351,42.63529561,73.74185594,65.23397131,42.50258601,,
