Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
E05,Chaf1b.3,5262.168436,2590.884405,19.60297767,113.3121738,17.36972705,0.744416873,35.22561818
E06,Cbx8.3,4052.357586,2037.659554,14.96437055,102.4475651,15.20190024,0.950118765,36.30124511
E07,Cbx3.2,3758.627604,1833.466499,14.3187067,101.9144353,14.78060046,0.346420323,37.85645119
E08,Brwd3.3,4035.240413,1871.959583,15.09433962,88.87506807,14.62264151,0.471698113,38.83665003
E09,Chd1.3,4648.343527,2863.539213,17.61076837,100.1336311,14.80650589,0.897363993,41.36177799
E10,Chaf1a.3,4757.616995,4107.834358,12.01157742,233.9286657,30.24602026,11.28798842,63.76531665
E11,Cbx4.3,5103.104189,2060.71207,13.4520277,50.38670195,6.923837784,0.692383778,43.82903372
F02,Carm1.3,4215.071445,1835.379555,22.07446809,160.8796095,20.21276596,0.265957447,50.96293207
F03,Chd2.3,3909.357928,2619.904579,18.93939394,263.7758998,35.60606061,2.651515152,41.82124763
F04,Cbx8.4,5144.544111,2886.779476,17.49622926,130.5755989,20.9653092,0.452488688,44.07650804
F05,Cbx3.3,4127.303099,2534.268676,13.47708895,140.9886979,21.69811321,1.078167116,38.58178993
F06,Cbx1.3,4492.610057,1937.673459,17.73584906,154.4833294,20,1.509433962,55.40363117
F07,Chaf1b.4,4064.242668,5149.607654,12.41830065,394.5754982,37.90849673,20.91503268,90.77851558
F08,Cbx6.3,4710.271149,1820.88751,19.94134897,114.3470151,17.30205279,1.173020528,39.8721421
F09,Cbx5.3,4333.891983,2017.579671,15.77235772,148.0917336,22.27642276,0.650406504,41.31211306
F10,Cbx1.4,4470.595757,1720.055661,14.87226277,151.7110801,24.72627737,1.733576642,49.64819613
F11,Chd1.4,3965.619976,2133.694,17.31092437,117.9973773,15.18207283,0.616246499,43.05248718
G02,Chaf1a.4,3780.190771,3889.177857,13.1061599,305.4757319,34.07601573,8.912188729,68.7189474
G03,Cbx5.4,4226.380464,2036.044857,29.04019688,107.3313776,15.91468417,0.574241181,43.24911563
G04,Brwd3.4,1632.48064,160.8411003,85.71428571,107.4556172,0,0,45.93820111
G05,Chd2.4,3838.481176,2603.72022,16.82600382,134.6029162,18.73804971,0.573613767,42.18876989
G06,Chd1l.4,0,0,NaN,0,NaN,NaN,0
G07,Cbx3.4,3101.768609,2195.119189,16.56495205,135.5395672,20.74978204,1.046207498,50.43960789
G08,Carm1.4,3993.770009,2160.972542,18.05766313,86.40751588,16.38846737,0.758725341,50.55599775
G09,Cbx7.4,4615.391119,2209.69523,17.55725191,127.3174128,18.25699746,0.82697201,46.23302547
G10,Cbx4.4,4702.580369,1888.605822,13.50777935,59.65523432,9.052333805,0.353606789,45.75956126
G11,Cbx6.4,4070.444765,1611.509129,14.3231441,90.0145883,15.80786026,0.96069869,38.46587008
