source,target,color,edge,source_n,target_n,sourcesize,targetsize
SIRT7,ATM,3,pp,15,10,3.872983346207417,3.1622776601683795
CBX3,EHMT2,2,pp,31,23,5.5677643628300215,4.795831523312719
EP400,EPC1,2,pp,10,7,3.1622776601683795,2.6457513110645907
H2AFZ,EP400,3,pp,7,10,2.6457513110645907,3.1622776601683795
H2AFZ,EPC1,3,pp,7,7,2.6457513110645907,2.6457513110645907
H2AFZ,ING3,3,pp,7,7,2.6457513110645907,2.6457513110645907
UHRF1,SUV39H1,4,pp,19,24,4.358898943540674,4.898979485566356
SUV39H1,UHRF1,4,pp,24,19,4.898979485566356,4.358898943540674
PCGF5,RING1,5,pp,8,28,2.8284271247461903,5.291502622129181
PCGF6,RING1,1,pp,15,28,3.872983346207417,5.291502622129181
PCGF6,CBX3,1,pp,15,31,3.872983346207417,5.5677643628300215
PCGF6,WDR5,1,pp,15,28,3.872983346207417,5.291502622129181
PCGF6,HDAC1,1,pp,15,58,3.872983346207417,7.615773105863909
PHC1,PCGF2,6,pp,16,15,4.0,3.872983346207417
PHC1,RING1,6,pp,16,28,4.0,5.291502622129181
PHC1,PHC3,6,pp,16,15,4.0,3.872983346207417
PHC1,CBX6,6,pp,16,17,4.0,4.123105625617661
PHC1,HDAC2,6,pp,16,47,4.0,6.855654600401044
PHC2,PCGF2,3,pp,17,15,4.123105625617661,3.872983346207417
PHC2,RING1,3,pp,17,28,4.123105625617661,5.291502622129181
PHC2,PHC3,3,pp,17,15,4.123105625617661,3.872983346207417
PHC2,CBX4,3,pp,17,23,4.123105625617661,4.795831523312719
PHC2,CBX6,3,pp,17,17,4.123105625617661,4.123105625617661
PHC2,HDAC2,3,pp,17,47,4.123105625617661,6.855654600401044
PHC3,PCGF2,4,pp,15,15,3.872983346207417,3.872983346207417
PHC3,RING1,4,pp,15,28,3.872983346207417,5.291502622129181
PHC3,PHC1,4,pp,15,16,3.872983346207417,4.0
PHC3,PHC2,4,pp,15,17,3.872983346207417,4.123105625617661
PHC3,CBX4,4,pp,15,23,3.872983346207417,4.795831523312719
PHC3,CBX6,4,pp,15,17,3.872983346207417,4.123105625617661
CBX4,PCGF2,1,pp,23,15,4.795831523312719,3.872983346207417
CBX4,PHC2,1,pp,23,17,4.795831523312719,4.123105625617661
CBX4,PHC3,1,pp,23,15,4.795831523312719,3.872983346207417
CBX6,RING1,5,pp,17,28,4.123105625617661,5.291502622129181
CBX6,PHC1,5,pp,17,16,4.123105625617661,4.0
CBX6,PHC2,5,pp,17,17,4.123105625617661,4.123105625617661
CBX6,PHC3,5,pp,17,15,4.123105625617661,3.872983346207417
CBX6,CBX4,5,pp,17,23,4.123105625617661,4.795831523312719
RING1,WDR5,6,pp,28,28,5.291502622129181,5.291502622129181
RING1,PCGF2,6,pp,28,15,5.291502622129181,3.872983346207417
PCGF2,CBX7,6,pp,15,13,3.872983346207417,3.605551275463989
EHMT2,DNMT3A,1,pp,23,20,4.795831523312719,4.47213595499958
SMARCD3,SMARCA4,2,pp,9,49,3.0,7.0
DNMT1,CHD4,4,pp,33,44,5.744562646538029,6.6332495807108
DNMT1,HDAC3,4,pp,33,18,5.744562646538029,4.242640687119285
HDAC3,DNMT1,4,pp,18,33,4.242640687119285,5.744562646538029
CHD4,DNMT1,5,pp,44,33,6.6332495807108,5.744562646538029
KDM4C,HDAC1,5,pp,8,58,2.8284271247461903,7.615773105863909
KDM4C,HDAC3,5,pp,8,18,2.8284271247461903,4.242640687119285
UBE2E1,RNF20,4,pp,8,11,2.8284271247461903,3.3166247903554
RNF20,UBE2E1,1,pp,11,8,3.3166247903554,2.8284271247461903
UBE2E1,PAF1,4,pp,8,16,2.8284271247461903,4.0
PAF1,UBE2E1,4,pp,16,8,4.0,2.8284271247461903
PAF1,RNF20,4,pp,16,11,4.0,3.3166247903554
TRIM24,CBX5,1,pp,10,36,3.1622776601683795,6.0
TRIM24,CBX1,1,pp,10,25,3.1622776601683795,5.0
TRIM24,CBX3,1,pp,10,31,3.1622776601683795,5.5677643628300215
NCOR1,NCOR2,2,pp,20,14,4.47213595499958,3.7416573867739413
MEN1,KMT2D,5,pp,14,6,3.7416573867739413,2.449489742783178
RNF20,UBE2B,1,pp,11,6,3.3166247903554,2.449489742783178
CHAF1A,CHAF1B,4,pp,23,8,4.795831523312719,2.8284271247461903
SMARCC1,SMARCD1,6,pp,28,21,5.291502622129181,4.58257569495584
ARID1A,SMARCE1,5,pp,23,26,4.795831523312719,5.0990195135927845
ARID1A,SMARCD1,5,pp,23,21,4.795831523312719,4.58257569495584
ARID1A,ARID1B,5,pp,23,17,4.795831523312719,4.123105625617661
BAZ1B,SMARCC1,1,pp,8,28,2.8284271247461903,5.291502622129181
BAZ1B,SMARCA4,1,pp,8,49,2.8284271247461903,7.0
ARID1A,SMARCD2,5,pp,23,10,4.795831523312719,3.1622776601683795
SMARCC1,SMARCD2,6,pp,28,10,5.291502622129181,3.1622776601683795
ARID1B,SMARCE1,3,pp,17,26,4.123105625617661,5.0990195135927845
ARID1A,SMARCD3,5,pp,23,9,4.795831523312719,3.0
HDAC1,SMARCC1,2,pp,58,28,7.615773105863909,5.291502622129181
HDAC1,SMARCA5,2,pp,58,19,7.615773105863909,4.358898943540674
SMARCA5,SMARCC1,5,pp,19,28,4.358898943540674,5.291502622129181
HDAC1,SMARCD1,2,pp,58,21,7.615773105863909,4.58257569495584
SMARCA1,SMARCA5,6,pp,9,19,3.0,4.358898943540674
SMARCA1,SMARCC1,6,pp,9,28,3.0,5.291502622129181
BAZ1B,SMARCD2,1,pp,8,10,2.8284271247461903,3.1622776601683795
SMARCA1,SMARCA4,6,pp,9,49,3.0,7.0
HDAC3,SMARCD1,4,pp,18,21,4.242640687119285,4.58257569495584
NCOR1,SMARCE1,2,pp,20,26,4.47213595499958,5.0990195135927845
BPTF,NCOR1,1,pp,8,20,2.8284271247461903,4.47213595499958
BPTF,SMARCD2,1,pp,8,10,2.8284271247461903,3.1622776601683795
NCOR1,SMARCD1,2,pp,20,21,4.47213595499958,4.58257569495584
EHMT2,DNMT3B,1,pp,23,27,4.795831523312719,5.196152422706632
DNMT3B,EHMT2,5,pp,27,23,5.196152422706632,4.795831523312719
DNMT3A,EHMT2,3,pp,20,23,4.47213595499958,4.795831523312719
CBX5,EHMT2,5,pp,36,23,6.0,4.795831523312719
CBX5,RBBP7,5,pp,36,31,6.0,5.5677643628300215
CBX5,TRIM24,5,pp,36,10,6.0,3.1622776601683795
CBX1,TRIM24,1,pp,25,10,5.0,3.1622776601683795
KDM6B,WDR5,6,pp,9,28,3.0,5.291502622129181
KDM6B,ASH2L,6,pp,9,12,3.0,3.4641016151377544
EHMT2,HDAC2,1,pp,23,47,4.795831523312719,6.855654600401044
HDAC2,MBD2,2,pp,47,14,6.855654600401044,3.7416573867739413
HDAC2,EHMT2,2,pp,47,23,6.855654600401044,4.795831523312719
HDAC2,SIN3B,2,pp,47,11,6.855654600401044,3.3166247903554
CBX4,PARP1,1,pp,23,17,4.795831523312719,4.123105625617661
CBX6,BPTF,5,pp,17,8,4.123105625617661,2.8284271247461903
CBX6,CHAF1B,5,pp,17,8,4.123105625617661,2.8284271247461903
CBX6,DNMT1,5,pp,17,33,4.123105625617661,5.744562646538029
CBX6,NCOR2,5,pp,17,14,4.123105625617661,3.7416573867739413
CBX6,PCGF2,5,pp,17,15,4.123105625617661,3.872983346207417
CBX6,PCGF5,5,pp,17,8,4.123105625617661,2.8284271247461903
CBX6,PCGF6,5,pp,17,15,4.123105625617661,3.872983346207417
CBX7,PCGF5,1,pp,13,8,3.605551275463989,2.8284271247461903
PCGF5,PRMT6,5,pp,8,6,2.8284271247461903,2.449489742783178
HDAC1,EHMT2,2,pp,58,23,7.615773105863909,4.795831523312719
HDAC1,ZMYND8,2,pp,58,9,7.615773105863909,3.0
HDAC1,WDR5,2,pp,58,28,7.615773105863909,5.291502622129181
PAF1,DNMT3A,4,pp,16,20,4.0,4.47213595499958
PAF1,DNMT3B,4,pp,16,27,4.0,5.196152422706632
DNMT1,ATM,4,pp,33,10,5.744562646538029,3.1622776601683795
ATM,DNMT1,1,pp,10,33,3.1622776601683795,5.744562646538029
ATM,UHRF1,1,pp,10,19,3.1622776601683795,4.358898943540674
DNMT3B,PAF1,5,pp,27,16,5.196152422706632,4.0
DNMT3A,PAF1,3,pp,20,16,4.47213595499958,4.0
DNMT3A,DNMT1,3,pp,20,33,4.47213595499958,5.744562646538029
CHAF1A,CBX3,4,pp,23,31,4.795831523312719,5.5677643628300215
SMARCD1,PRMT6,2,pp,21,6,4.58257569495584,2.449489742783178
SUV39H1,PRMT6,4,pp,24,6,4.898979485566356,2.449489742783178
RPA3,PARP1,6,pp,6,17,2.449489742783178,4.123105625617661
RPA3,CHD4,6,pp,6,44,2.449489742783178,6.6332495807108
RPA3,HCFC1,6,pp,6,16,2.449489742783178,4.0
RPA3,SMARCA5,6,pp,6,19,2.449489742783178,4.358898943540674
PARP1,UHRF1,5,pp,17,19,4.123105625617661,4.358898943540674
UHRF1,PARP1,4,pp,19,17,4.358898943540674,4.123105625617661
PARP1,DNMT1,5,pp,17,33,4.123105625617661,5.744562646538029
RNF20,UBE2A,1,pp,11,7,3.3166247903554,2.6457513110645907
RNF20,PAF1,1,pp,11,16,3.3166247903554,4.0
CHD1L,TRIM33,5,pp,8,7,2.8284271247461903,2.6457513110645907
TRIM33,CHD1L,1,pp,7,8,2.6457513110645907,2.8284271247461903
PARP1,TRIM33,5,pp,17,7,4.123105625617661,2.6457513110645907
DNMT1,PARP1,4,pp,33,17,5.744562646538029,4.123105625617661
DNMT3B,CHD4,5,pp,27,44,5.196152422706632,6.6332495807108
DNMT3B,RBBP7,5,pp,27,31,5.196152422706632,5.5677643628300215
PRMT5,WDR5,4,pp,25,28,5.0,5.291502622129181
WDR5,HDAC1,4,pp,28,58,5.291502622129181,7.615773105863909
BRD4,AFF1,5,pp,11,6,3.3166247903554,2.449489742783178
TRIM33,UBE2E1,1,pp,7,8,2.6457513110645907,2.8284271247461903
PHC2,PCGF5,3,pp,17,8,4.123105625617661,2.8284271247461903
UBE2A,CBX5,6,pp,7,36,2.6457513110645907,6.0
UBE2B,CBX5,1,pp,6,36,2.449489742783178,6.0
CBX5,UBE2A,5,pp,36,7,6.0,2.6457513110645907
CBX5,UBE2B,5,pp,36,6,6.0,2.449489742783178
CBX3,CHAF1A,2,pp,31,23,5.5677643628300215,4.795831523312719
CBX3,CHAF1B,2,pp,31,8,5.5677643628300215,2.8284271247461903
SIRT6,RNF20,5,pp,10,11,3.1622776601683795,3.3166247903554
SIRT6,RBBP7,5,pp,10,31,3.1622776601683795,5.5677643628300215
SIRT6,PRMT5,5,pp,10,25,3.1622776601683795,5.0
SIRT6,HDAC2,5,pp,10,47,3.1622776601683795,6.855654600401044
SIRT6,HDAC1,5,pp,10,58,3.1622776601683795,7.615773105863909
SIRT6,CHD4,5,pp,10,44,3.1622776601683795,6.6332495807108
CBX3,TRIM24,2,pp,31,10,5.5677643628300215,3.1622776601683795
CBX7,PHC3,1,pp,13,15,3.605551275463989,3.872983346207417
RBBP7,HDAC2,1,pp,31,47,5.5677643628300215,6.855654600401044
RBBP7,SIN3B,1,pp,31,11,5.5677643628300215,3.3166247903554
RBBP7,MBD2,1,pp,31,14,5.5677643628300215,3.7416573867739413
RBBP7,CHD5,1,pp,31,8,5.5677643628300215,2.8284271247461903
RBBP7,SMARCA5,1,pp,31,19,5.5677643628300215,4.358898943540674
RBBP7,SMARCA1,1,pp,31,9,5.5677643628300215,3.0
RBBP7,BPTF,1,pp,31,8,5.5677643628300215,2.8284271247461903
SMARCD1,SMARCD3,2,pp,21,9,4.58257569495584,3.0
CHD5,RBBP7,3,pp,8,31,2.8284271247461903,5.5677643628300215
CHD5,CHD4,3,pp,8,44,2.8284271247461903,6.6332495807108
CHD5,MBD2,3,pp,8,14,2.8284271247461903,3.7416573867739413
UBE2A,UBE2B,6,pp,7,6,2.6457513110645907,2.449489742783178
UBE2B,UBE2A,1,pp,6,7,2.449489742783178,2.6457513110645907
SMARCD2,ARID1A,6,pp,10,23,3.1622776601683795,4.795831523312719
SMARCD3,ARID1A,2,pp,9,23,3.0,4.795831523312719
SMARCD2,ARID1B,6,pp,10,17,3.1622776601683795,4.123105625617661
SMARCD3,ARID1B,2,pp,9,17,3.0,4.123105625617661
HDAC1,EP400,2,pp,58,10,7.615773105863909,3.1622776601683795
SMARCA4,EP400,6,pp,49,10,7.0,3.1622776601683795
EP400,HDAC2,2,pp,10,47,3.1622776601683795,6.855654600401044
UBE2A,RPA3,6,pp,7,6,2.6457513110645907,2.449489742783178
SMARCD2,SMARCA4,6,pp,10,49,3.1622776601683795,7.0
SMARCC1,SMARCD3,6,pp,28,9,5.291502622129181,3.0
KMT2A,SMARCC1,4,pp,22,28,4.69041575982343,5.291502622129181
KMT2A,HDAC2,4,pp,22,47,4.69041575982343,6.855654600401044
KMT2A,RBBP7,4,pp,22,31,4.69041575982343,5.5677643628300215
ZMYND8,CHD4,6,pp,9,44,3.0,6.6332495807108
ZMYND8,HDAC1,6,pp,9,58,3.0,7.615773105863909
ZMYND8,HDAC2,6,pp,9,47,3.0,6.855654600401044
HDAC1,AFF1,2,pp,58,6,7.615773105863909,2.449489742783178
SIN3B,RBBP7,6,pp,11,31,3.3166247903554,5.5677643628300215
ZMYND8,RBBP7,6,pp,9,31,3.0,5.5677643628300215
HDAC1,RING1,2,pp,58,28,7.615773105863909,5.291502622129181
ZMYND8,MBD2,6,pp,9,14,3.0,3.7416573867739413
ING3,BAZ1B,2,pp,7,8,2.6457513110645907,2.8284271247461903
ING3,EP400,2,pp,7,10,2.6457513110645907,3.1622776601683795
MEN1,RNF20,5,pp,14,11,3.7416573867739413,3.3166247903554
CHAF1A,HDAC2,4,pp,23,47,4.795831523312719,6.855654600401044
HDAC2,CHAF1A,2,pp,47,23,6.855654600401044,4.795831523312719
CHAF1A,HDAC1,4,pp,23,58,4.795831523312719,7.615773105863909
CHAF1A,CBX1,4,pp,23,25,4.795831523312719,5.0
CHAF1A,CHD4,4,pp,23,44,4.795831523312719,6.6332495807108
CHAF1A,ARID1A,4,pp,23,23,4.795831523312719,4.795831523312719
CHAF1A,WDR5,4,pp,23,28,4.795831523312719,5.291502622129181
CHAF1A,SIN3A,4,pp,23,32,4.795831523312719,5.656854249492381
CHAF1A,RBBP7,4,pp,23,31,4.795831523312719,5.5677643628300215
CHAF1A,SMARCC1,4,pp,23,28,4.795831523312719,5.291502622129181
CHAF1A,SMARCA4,4,pp,23,49,4.795831523312719,7.0
CHAF1A,SMARCA5,4,pp,23,19,4.795831523312719,4.358898943540674
CHAF1A,SMARCD1,4,pp,23,21,4.795831523312719,4.58257569495584
CHD7,WDR5,3,pp,10,28,3.1622776601683795,5.291502622129181
CHD7,ASH2L,3,pp,10,12,3.1622776601683795,3.4641016151377544
ASH2L,CHD7,2,pp,12,10,3.4641016151377544,3.1622776601683795
UHRF1,PRMT5,4,pp,19,25,4.358898943540674,5.0
PRMT5,UHRF1,4,pp,25,19,5.0,4.358898943540674
EPC1,EP400,5,pp,7,10,2.6457513110645907,3.1622776601683795
EPC1,ING3,5,pp,7,7,2.6457513110645907,2.6457513110645907
EPC1,H2AFZ,5,pp,7,7,2.6457513110645907,2.6457513110645907
CHD4,PARP1,5,pp,44,17,6.6332495807108,4.123105625617661
SUV39H1,CBX3,4,pp,24,31,4.898979485566356,5.5677643628300215
CBX3,SUV39H1,2,pp,31,24,5.5677643628300215,4.898979485566356
HDAC3,BCL6,4,pp,18,13,4.242640687119285,3.605551275463989
BCL6,HDAC3,3,pp,13,18,3.605551275463989,4.242640687119285
HDAC1,CHD5,2,pp,58,8,7.615773105863909,2.8284271247461903
PHC1,CBX7,6,pp,16,13,4.0,3.605551275463989
PCGF6,CBX4,1,pp,15,23,3.872983346207417,4.795831523312719
WDR5,PCGF6,4,pp,28,15,5.291502622129181,3.872983346207417
PCGF2,CBX6,6,pp,15,17,3.872983346207417,4.123105625617661
PCGF6,CBX1,1,pp,15,25,3.872983346207417,5.0
SIRT6,EHMT2,5,pp,10,23,3.1622776601683795,4.795831523312719
PCGF6,HDAC2,1,pp,15,47,3.872983346207417,6.855654600401044
WDR5,HDAC2,4,pp,28,47,5.291502622129181,6.855654600401044
RING1,HDAC1,6,pp,28,58,5.291502622129181,7.615773105863909
SUV39H1,EHMT2,4,pp,24,23,4.898979485566356,4.795831523312719
SIRT6,HDAC3,5,pp,10,18,3.1622776601683795,4.242640687119285
UBE2E1,PCGF5,4,pp,8,8,2.8284271247461903,2.8284271247461903
UBE2E1,H2AFZ,4,pp,8,7,2.8284271247461903,2.6457513110645907
DNMT1,RBBP7,4,pp,33,31,5.744562646538029,5.5677643628300215
RBBP7,DNMT1,1,pp,31,33,5.5677643628300215,5.744562646538029
UHRF1,SMARCA5,4,pp,19,19,4.358898943540674,4.358898943540674
UHRF1,CBX3,4,pp,19,31,4.358898943540674,5.5677643628300215
EP400,ING3,2,pp,10,7,3.1622776601683795,2.6457513110645907
CHD4,H2AFZ,5,pp,44,7,6.6332495807108,2.6457513110645907
CHAF1B,CBX3,5,pp,8,31,2.8284271247461903,5.5677643628300215
CBX1,CHAF1B,1,pp,25,8,5.0,2.8284271247461903
CBX1,EHMT2,1,pp,25,23,5.0,4.795831523312719
CBX1,HDAC2,1,pp,25,47,5.0,6.855654600401044
CBX1,PCGF6,1,pp,25,15,5.0,3.872983346207417
CBX1,RING1,1,pp,25,28,5.0,5.291502622129181
CBX1,WDR5,1,pp,25,28,5.0,5.291502622129181
CBX3,HDAC2,2,pp,31,47,5.5677643628300215,6.855654600401044
CBX3,WDR5,2,pp,31,28,5.5677643628300215,5.291502622129181
CBX4,KDM2B,1,pp,23,8,4.795831523312719,2.8284271247461903
CBX4,PCGF5,1,pp,23,8,4.795831523312719,2.8284271247461903
CBX4,PCGF6,1,pp,23,15,4.795831523312719,3.872983346207417
CBX5,HDAC2,5,pp,36,47,6.0,6.855654600401044
CBX5,PCGF6,5,pp,36,15,6.0,3.872983346207417
CBX7,PHC1,1,pp,13,16,3.605551275463989,4.0
EHMT2,WDR5,1,pp,23,28,4.795831523312719,5.291502622129181
SUV39H1,CHD4,4,pp,24,44,4.898979485566356,6.6332495807108
WDR5,CBX3,4,pp,28,31,5.291502622129181,5.5677643628300215
WDR5,MEN1,4,pp,28,14,5.291502622129181,3.7416573867739413
WDR5,RING1,4,pp,28,28,5.291502622129181,5.291502622129181
PHC2,CBX7,3,pp,17,13,4.123105625617661,3.605551275463989
PHC3,CBX7,4,pp,15,13,3.872983346207417,3.605551275463989
RING1,CBX3,6,pp,28,31,5.291502622129181,5.5677643628300215
RING1,CBX6,6,pp,28,17,5.291502622129181,4.123105625617661
RING1,CBX7,6,pp,28,13,5.291502622129181,3.605551275463989
RING1,KDM2B,6,pp,28,8,5.291502622129181,2.8284271247461903
RING1,PCGF5,6,pp,28,8,5.291502622129181,2.8284271247461903
RING1,PCGF6,6,pp,28,15,5.291502622129181,3.872983346207417
RING1,PHC3,6,pp,28,15,5.291502622129181,3.872983346207417
BRD4,KMT2A,5,pp,11,22,3.3166247903554,4.69041575982343
BRD4,KDM4C,5,pp,11,8,3.3166247903554,2.8284271247461903
BRD4,KDM6B,5,pp,11,9,3.3166247903554,3.0
PRMT5,HDAC1,4,pp,25,58,5.0,7.615773105863909
BRD4,KDM2B,5,pp,11,8,3.3166247903554,2.8284271247461903
KDM6B,PRMT5,6,pp,9,25,3.0,5.0
BRD4,PRMT5,5,pp,11,25,3.3166247903554,5.0
PRMT5,DNMT1,4,pp,25,33,5.0,5.744562646538029
KDM4A,PRMT5,5,pp,9,25,3.0,5.0
PRMT6,PRMT5,4,pp,6,25,2.449489742783178,5.0
KDM2B,PRMT5,6,pp,8,25,2.8284271247461903,5.0
KDM6B,KMT2A,6,pp,9,22,3.0,4.69041575982343
KDM4C,PRMT5,5,pp,8,25,2.8284271247461903,5.0
PRMT5,MBD1,4,pp,25,8,5.0,2.8284271247461903
ING3,BRD4,2,pp,7,11,2.6457513110645907,3.3166247903554
PRMT5,CARM1,4,pp,25,12,5.0,3.4641016151377544
CHD4,EHMT2,5,pp,44,23,6.6332495807108,4.795831523312719
EHMT2,CHD4,1,pp,23,44,4.795831523312719,6.6332495807108
CHD4,KMT2A,5,pp,44,22,6.6332495807108,4.69041575982343
CHD4,ARID1A,5,pp,44,23,6.6332495807108,4.795831523312719
CHD4,SMARCA5,5,pp,44,19,6.6332495807108,4.358898943540674
CHD4,MBD2,5,pp,44,14,6.6332495807108,3.7416573867739413
CHD4,BAZ1B,5,pp,44,8,6.6332495807108,2.8284271247461903
CHD4,CBX1,5,pp,44,25,6.6332495807108,5.0
CHD4,CBX3,5,pp,44,31,6.6332495807108,5.5677643628300215
CHD4,ZMYND8,5,pp,44,9,6.6332495807108,3.0
CHD4,PAF1,5,pp,44,16,6.6332495807108,4.0
CHD4,CBX5,5,pp,44,36,6.6332495807108,6.0
SIRT6,SMARCA5,5,pp,10,19,3.1622776601683795,4.358898943540674
SMARCA5,SIRT6,5,pp,19,10,4.358898943540674,3.1622776601683795
KDM6B,CBX3,6,pp,9,31,3.0,5.5677643628300215
PAF1,SMARCD3,4,pp,16,9,4.0,3.0
EP400,MEN1,2,pp,10,14,3.1622776601683795,3.7416573867739413
MBD2,PAF1,4,pp,14,16,3.7416573867739413,4.0
ARID1A,RBBP7,5,pp,23,31,4.795831523312719,5.5677643628300215
PAF1,PHC3,4,pp,16,15,4.0,3.872983346207417
EP400,HCFC1,2,pp,10,16,3.1622776601683795,4.0
PAF1,PHC1,4,pp,16,16,4.0,4.0
EPC1,PHC2,5,pp,7,17,2.6457513110645907,4.123105625617661
HCFC1,PAF1,6,pp,16,16,4.0,4.0
