,,Experiment: 10U p1,Analysis: Analysis 2,User: Admin,Plate: 5,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:31:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,
B11,Ezh2.1,B11,Sample,14618,219,159,3338,1958.20529,1078.538161,994.3640997,185.0351191,1210.653183,782.2933626,156.5588392,33.78995434,34.59119497,26.69263032,23.71039805,4665.171267,172.0691383,310.58119,3914.863499,93.15068493,33.96226415,35.88975434,89.1754671,33.78995434,10.6918239,18.42420611,32.35174655,660.1598638,77.96800447,94.68559613,534.9142492
C02,Ezh1.2,C02,Sample,10870,2629,2047,763,1608.558352,904.9370225,1033.705108,166.3584679,310.5892374,680.1485232,220.0509661,25.37086345,35.31998046,25.95019659,20.1632473,4847.41952,396.2761106,281.6412094,3278.154569,93.03917839,43.23400098,34.60026212,86.74167218,52.11106885,38.88617489,23.72214941,34.61283918,379.0126514,80.21131553,89.68611579,361.0700984
C03,Ehmt2.1,C03,Sample,9047,1753,1810,1036,1672.085222,1103.05735,890.6269633,236.5799115,500.492511,322.3535833,156.4193075,30.80433542,34.47513812,34.45945946,26.10386004,4805.197571,388.8144143,499.7105728,3470.015426,93.09754706,43.70165746,46.52509653,86.36489864,43.92470051,33.03867403,32.43243243,39.29464038,627.875312,113.5799074,117.2665542,491.0375429
C04,Dub2a.2,C04,Sample,13047,276,481,3749,1531.270481,1237.663497,950.9637528,245.26857,604.9712137,379.3614926,134.7932685,28.98550725,28.8981289,34.1157642,27.38126476,4464.996252,338.6691439,390.5483394,4389.846506,93.11594203,40.33264033,41.50440117,92.04933088,50.36231884,30.35343035,26.35369432,43.7811598,579.392875,119.1456091,113.5455576,637.6298964
C05,Ezh2.2,C05,Sample,13317,3159,2821,1492,1704.788229,1174.521925,1105.730599,154.9098228,405.1127137,496.9192815,154.8835638,30.07280785,32.50620347,33.51206434,27.87817259,5117.142618,525.0070879,427.5080742,4565.353057,94.71351694,47.53633463,43.29758713,91.12690355,42.5767648,31.12371499,27.21179625,44.34517766,672.0465668,124.9287631,101.6274537,590.3580326
C06,Ercc5.1,C06,Sample,12563,2012,1946,1831,1660.300123,1124.526066,1019.493807,215.9133604,684.4154062,523.4679226,200.5493818,26.09343936,35.45734841,29.05516111,26.14932596,5093.014859,333.6547744,381.5385422,4597.811535,94.88071571,42.60020555,42.38121245,91.70411338,44.28429423,31.03802672,26.70671764,47.66678189,613.7429214,107.8134555,95.12081281,592.0292573
C07,Epc2.2,C07,Sample,12162,1503,1258,2490,1616.565873,1154.580403,1085.868629,125.8829675,469.8748167,529.7265311,144.0137088,20.15968064,24.40381558,22.48995984,19.58559447,5279.301822,456.3837875,350.9213346,4181.568157,95.00998004,44.27662957,40.36144578,90.80743299,51.43047239,31.00158983,29.11646586,49.7944417,503.2258774,94.09912992,89.54227765,570.2709218
C08,Ehmt1.2,C08,Sample,11074,1856,1877,1495,1841.897632,1047.883265,975.1934068,325.0793316,916.7362418,702.1944141,169.1430547,21.12068966,26.15876399,28.29431438,23.70887338,6164.764931,397.8975857,309.970378,4384.396009,95.20474138,42.40809803,35.38461538,90.24925224,40.30172414,22.64251465,20.40133779,41.83449651,525.8113786,108.5265451,78.35744226,558.1360912
C09,Fbxl19.1,C09,Sample,11358,2300,1978,1358,1739.575485,1061.016087,886.3190489,211.9203839,713.3711889,527.2090692,154.2405037,25.69565217,27.35085945,29.89690722,22.88954221,5212.644712,317.2192206,287.0574126,3741.260726,94.30434783,38.06875632,35.3460972,87.90424192,41.2173913,23.50859454,21.35493373,40.550189,622.3541652,90.98084073,79.81565203,543.2968218
C10,Epc1.2,C10,Sample,12116,972,850,2444,1704.391008,997.5680738,959.4088863,272.1148781,989.2213117,715.4107744,169.3070609,21.09053498,23.88235294,25.45008183,20.48942948,3975.925528,195.9999989,253.7362763,3683.631498,90.02057613,32.35294118,33.83797054,88.41587026,34.36213992,19.88235294,19.68085106,38.79235447,513.0499313,84.01185181,85.14701588,537.0897061
C11,Ep300.1,C11,Sample,12628,5,5,3214,1446.475555,1452.508084,982.2283894,1006.805212,162.5280135,817.9887524,208.6768695,20,40,24.54884879,20.94319898,3075.012474,42.662631,307.0214292,4216.564413,80,20,36.15432483,90.82355674,20,0,20.03733665,38.63398769,561.6563854,24.24088186,87.51091425,580.2664227
D02,Eed.2,D02,Sample,10435,638,823,2038,1373.58437,929.6743772,863.1741795,193.1038587,449.387061,501.3318134,178.0775715,30.09404389,29.04009721,28.70461237,24.89529234,5236.337378,462.9911113,362.2799179,4029.215565,95.45454545,47.63061968,39.4013739,90.23286983,48.58934169,32.56379101,23.50343474,42.05059474,664.1920407,116.0124991,105.6478983,628.1530249
D03,Fbxl19.2,D03,Sample,10313,1754,1822,1395,1689.822655,1196.255575,1059.455678,253.6765315,792.9633681,499.2568296,145.4787376,33.4663626,35.40065862,25.44802867,22.68850987,4281.961741,242.2587042,414.0438586,3923.95525,92.70239453,35.12623491,41.29032258,88.71184919,38.36944128,26.83863886,29.67741935,45.82585278,746.4605472,130.1102983,111.9385442,609.546683
D04,Epc1.3,D04,Sample,8935,1821,1650,1129,1353.621027,786.4403157,936.3182191,167.9701834,534.2737311,474.7019439,110.4367424,28.55573861,35.21212121,27.36935341,23.01476734,5785.10472,540.9757807,397.3072598,4254.689048,95.27732015,48.06060606,41.98405669,89.60713291,47.44645799,29.27272727,27.10363153,48.64864865,737.6848791,138.7895934,107.2301144,651.7452812
D05,Elp3.1,D05,Sample,10723,1755,1814,1516,1823.244592,938.3872733,931.1661581,218.4915062,641.3951002,393.4360578,132.5991533,17.72079772,24.80705623,24.34036939,22.00208551,4444.706766,272.149324,399.8820951,4414.531844,93.10541311,38.8092613,42.21635884,91.07403545,54.58689459,29.27232635,29.55145119,54.70281543,639.212132,96.29840169,103.1042696,726.157677
D06,Ehmt2.2,D06,Sample,11301,1608,1662,1762,1699.039055,1070.159729,1024.412138,91.71869976,515.523747,519.5489062,89.48504222,17.7238806,23.10469314,20.03405221,17.11061783,5659.613205,354.3357148,330.2481658,4598.498165,96.33084577,41.2755716,37.23041998,92.56381798,56.96517413,32.79181709,25.48240636,50.98039216,844.220857,121.424669,91.85436831,645.0716233
D07,Fbxl19.3,D07,Sample,9874,734,979,2089,1966.045417,1143.264227,950.3270257,296.8082309,1025.714256,432.0724533,137.8324503,26.15803815,32.37997957,27.28578267,23.61968931,4762.110238,320.3924535,370.9946295,4516.789468,94.6866485,39.93871297,38.43944471,91.8210743,50.54495913,35.3421859,28.53039732,52.29271945,754.7268978,151.4940272,94.67743645,714.5616555
D08,Ercc5.2,D08,Sample,11561,597,778,2570,1681.378847,901.0182366,994.7389811,193.5055207,448.7204498,548.5635792,159.4126851,17.92294807,25.83547558,22.06225681,18.76041825,5772.59578,294.9195849,321.1592966,4290.022285,94.30485762,40.10282776,37.66536965,91.1956357,53.26633166,29.04884319,26.84824903,48.56796484,834.4049003,109.7108185,104.7387771,642.8463376
D09,Elp4.2,D09,Sample,10985,1686,1915,1399,1507.959891,826.8702117,811.5863857,253.5499558,822.8151582,467.8596799,159.2438167,23.72479241,25.16971279,25.73266619,19.05136784,5515.431321,295.324289,402.2900503,3904.716676,94.66192171,37.02349869,38.24160114,89.56898248,48.04270463,25.79634465,23.44531808,43.0033458,768.1113801,93.12809411,92.13716464,574.9792542
D10,Dub2a.3,D10,Sample,11980,1377,1163,2125,1619.59544,1167.517216,859.0392303,176.4472376,749.672194,635.4145331,143.0838261,27.37835875,29.23473775,26.63529412,21.79546506,4808.321632,306.3464861,252.8188623,4217.164604,95.13435004,39.638865,32.8,90.86842511,42.41103849,26.13929493,19.15294118,39.6729909,612.8063374,94.17148793,81.29461375,600.6253252
D11,Fbxo44.2,D11,Sample,13108,2456,1970,1700,1565.405199,943.4460714,871.8600129,101.7978434,672.9369956,411.5543518,75.17484805,26.3029316,29.13705584,28.64705882,24.50084602,4767.797241,300.4511294,369.7399216,3988.192445,93.72964169,35.58375635,37.64705882,88.59560068,37.37785016,20.25380711,19.88235294,36.81895093,590.3027589,92.17528827,95.18334531,578.0327773
E02,Ep300.2,E02,Sample,12463,658,817,2741,1008.34621,425.4163312,954.2622734,110.622497,205.6735763,583.5491427,179.2702987,22.79635258,27.0501836,27.7271069,20.56904927,5512.598293,429.7717175,310.3567393,4047.379699,97.11246201,46.14443084,36.11820503,89.97918112,55.31914894,34.51652387,23.96935425,41.2352533,631.3761483,84.18448414,101.8669171,567.8449175
E03,Ep400.2,E03,Sample,12738,324,336,3920,1496.668962,1002.228895,909.3261647,142.4806874,396.4590301,386.7493908,104.4346885,29.32098765,31.8452381,26.60714286,22.930839,4144.949117,359.5582593,267.1702525,3768.83322,93.82716049,45.23809524,34.08163265,89.48412698,52.77777778,27.38095238,23.01020408,44.86961451,726.394009,121.7040927,95.79679421,615.5864321
E04,Dub2a.4,E04,Sample,10088,794,999,2433,1708.644478,907.1543347,1019.021312,200.4088958,663.9883244,611.4459561,209.7768748,26.95214106,29.62962963,26.55158241,24.26035503,5715.338306,311.1627728,284.1701983,4703.952946,96.85138539,39.63963964,36.62145499,91.87920832,55.6675063,30.93093093,25.77065351,53.27484187,719.7827277,88.2864975,92.39675846,653.7900984
E05,Ezh1.3,E05,Sample,9080,730,895,2172,1667.856655,1078.240195,1062.409161,186.27006,700.7548052,517.8243906,139.0571639,30.4109589,35.19553073,26.01289134,26.05937004,5391.901467,373.5220974,345.9415817,4762.752696,95.89041096,41.67597765,37.3388582,91.32109676,58.35616438,33.40782123,29.09760589,53.43303875,848.0978729,137.2704968,123.8643876,736.7554559
E06,Epc2.3,E06,Sample,13790,2718,3071,1650,1561.965902,845.1008246,1095.848585,87.40251326,381.5597629,526.4094393,103.5768073,24.06181015,31.87886682,27.87878788,21.93648938,5094.624508,299.589898,278.511069,3628.142761,94.81236203,38.84728102,32.90909091,87.41476719,57.79985283,26.63627483,22.12121212,47.63296318,771.2661529,109.8654451,94.06967032,586.1415051
E07,Elp3.2,E07,Sample,11207,1138,1509,2397,1732.388302,998.1349089,988.6356889,173.9579805,739.4400428,454.2041596,122.825121,29.5254833,29.42345924,30.4964539,25.34824407,5490.965557,244.9241699,288.1179205,4418.859601,95.3427065,36.77932406,35.21068002,90.42574063,54.48154657,25.91119947,25.49019608,49.2642731,691.9052735,92.71730253,93.53142113,642.9111405
E08,Eed.3,E08,Sample,10921,1314,1555,2184,1956.151664,1333.284241,1065.801159,72.14586567,458.6485009,470.8325765,74.67032135,34.62709285,33.89067524,31.04395604,27.62967555,5510.851607,349.0651723,376.4489385,4406.764503,95.20547945,40.38585209,38.003663,89.77061376,59.5129376,31.25401929,24.03846154,46.51787559,835.6053728,115.5438743,108.6232224,639.158115
E09,Ezh2.3,E09,Sample,13750,1677,2082,2629,1723.668585,1249.458182,936.4192724,92.64273567,411.9719473,365.6738132,98.33509954,34.28741801,34.77425552,33.77710156,27.44578712,4643.348121,299.5903638,307.6457539,3790.492654,92.30769231,38.56868396,37.46671738,87.65105115,49.01610018,28.53025937,25.21871434,39.4140043,653.8348507,108.4349171,102.266929,538.0934313
E10,Ercc5.3,E10,Sample,11761,902,1173,2578,1678.351543,1039.178152,942.2836258,202.7516418,598.2792354,382.7440397,123.0734679,20.95343681,32.31031543,38.55702095,29.40783987,5356.279292,353.2745026,363.4404503,3814.99665,93.68070953,43.56351236,40.30256012,88.00667223,36.80709534,25.57544757,25.56245151,39.46622185,465.7093429,109.8460189,113.5043565,564.1722067
E11,Elp4.3,E11,Sample,14778,2259,2064,2112,1615.691859,1028.055454,975.5264796,180.9194784,823.780261,623.6164704,143.9969666,28.46392209,35.85271318,31.48674242,27.58287293,4500.493464,289.530665,276.9511148,3729.451637,93.35989376,36.24031008,33.23863636,87.5,28.86232846,19.47674419,16.61931818,29.98618785,556.5787363,102.533104,87.36024246,487.7159573
F02,Ehmt1.3,F02,Sample,11312,320,334,2599,1385.906999,1028.700099,882.0575259,122.7797663,454.0275893,429.0846832,113.4271277,20.9375,27.84431138,25.97152751,19.67769296,4291.457528,412.4967284,337.3516544,3874.055122,92.5,48.50299401,37.66833397,90.69833192,41.25,30.23952096,23.97075798,44.21826407,747.9520429,183.3446121,114.1522034,651.8955715
F03,Fbxo44.3,F03,Sample,10705,920,838,2070,1615.390386,907.9912374,864.5574992,91.62276614,388.6826786,335.169147,56.50752675,17.7173913,28.99761337,24.49275362,19.40658962,4795.85099,446.1762362,343.7112641,4003.032872,94.89130435,44.98806683,38.45410628,90.56408487,53.47826087,32.10023866,27.19806763,50.92289115,747.5771146,123.260668,111.854561,677.5738356
F04,Epc2.4,F04,Sample,10463,3185,2648,773,1526.464434,938.3637327,968.8775555,167.6884367,487.7545585,358.286454,133.3848468,30.04709576,33.19486405,31.8240621,25.95673877,5938.134063,467.1225549,517.3623349,3673.464863,96.67189953,44.44864048,45.01940492,86.75540765,58.74411303,33.76132931,32.60025873,50.04991681,933.4573898,142.0081733,137.5505019,658.5409826
F05,Elp3.3,F05,Sample,14319,3,5,3851,292.798055,2061.330911,964.1537266,10.05866397,580.4232856,448.3039811,163.0417471,100,40,29.62866788,25.52243556,2250.365092,578.3679319,380.7926425,4031.433462,66.66666667,60,42.37860296,92.04412857,0,40,25.52583744,45.2105654,1283.423295,199.2179445,108.1505076,632.2803074
F06,Ehmt2.3,F06,Sample,12453,1363,1720,2340,1623.860148,1084.565581,969.1880886,121.4108708,584.5259698,378.1649217,96.14464222,24.50476889,29.01162791,28.5042735,24.70527046,5496.898811,411.1949298,317.8505884,4399.309955,96.11151871,44.24418605,37.64957265,91.12343967,46.95524578,28.54651163,25,49.77461859,878.1756209,137.4527586,105.7849036,709.1095252
F07,Ezh1.4,F07,Sample,11131,2433,2090,1326,1442.558797,917.1725343,922.3055813,134.7170607,495.9533174,373.2744469,117.6821428,30.62063296,36.60287081,30.61840121,29.25138632,5012.659887,476.6805682,391.1546487,4289.241023,94.78010686,45.6937799,42.45852187,90.27264325,49.69173859,30.71770335,29.56259427,47.80499076,750.5666586,113.8954907,101.7467377,686.381569
F08,Ep400.3,F08,Sample,11468,5,5,2876,1239.358174,706.4653991,927.5241632,825.8444427,50.77161773,580.000143,182.3490367,20,40,31.25869263,26.81498829,2797.587196,374.0937868,366.4825959,4253.938377,80,40,42.66342142,90.64532917,40,0,24.82614743,41.29586261,930.9064546,130.9850918,106.7382473,631.0283858
F09,Ep300.3,F09,Sample,12274,1046,1497,2410,1113.529051,703.8420103,933.1610663,292.3120798,234.1155095,793.8046846,219.2450273,33.46080306,32.93253173,28.29875519,24.24575739,5591.582952,802.5382292,282.9979793,4183.873609,97.41873805,56.44622578,35.22821577,90.38340666,58.12619503,46.96058784,17.30290456,36.65933375,447.0916517,76.51519646,76.54552342,487.2932844
F10,Ehmt2.4,F10,Sample,11907,2300,2080,1501,1593.241689,950.6710503,890.1946555,183.8443736,613.5027293,748.5968574,191.9988211,27,28.125,27.84810127,24.24547284,3941.757342,211.522778,252.6268125,3909.662547,90.04347826,33.65384615,33.17788141,88.81287726,40.65217391,23.50961538,17.38840773,32.95774648,642.4863261,94.01064586,82.92345945,502.8160506
F11,Ezh2.4,F11,Sample,13221,2232,2054,1738,1566.306898,1145.315667,899.1254412,223.1780259,1234.311737,553.0565969,148.8011887,26.16487455,29.94157741,31.07019563,27.22667102,4035.15832,231.6921982,341.0214981,4029.564052,89.60573477,33.44693281,38.89528193,89.4427194,32.88530466,19.57156767,22.72727273,38.71547639,450.1660542,89.07057594,105.6031171,632.2432808
G02,Ercc5.4,G02,Sample,10236,1318,1338,1376,1239.160831,642.6458612,817.270774,191.7905626,807.186619,761.6170478,187.8194422,26.02427921,27.877429,24.63662791,17.76669225,3840.546581,239.9665246,317.2209735,3730.596392,90.51593323,36.32286996,34.52034884,88.20030698,45.90288316,23.16890882,20.34883721,41.71143515,600.3358456,83.42393594,98.82663841,541.4221081
G03,Ep300.4,G03,Sample,12091,3,6,3112,493.2872533,2307.251523,917.4288696,98.98830702,604.8223116,541.0654725,139.4714101,100,66.66666667,26.86375321,21.34280814,3255.983268,1627.248672,313.9847116,4411.072458,100,50,38.3033419,91.44817447,0,50,23.6503856,42.3303112,1262.285428,195.7475165,87.11701046,585.1470773
G04,Eed.4,G04,Sample,12870,1340,1059,2060,1843.09942,1929.286367,897.1300209,99.06654155,550.8840414,679.2275204,142.4229835,29.47761194,23.13503305,25.63106796,18.13978787,2878.614952,169.8848018,304.1256741,3915.03684,87.01492537,31.44475921,35.72815534,87.62578189,43.28358209,21.24645892,21.99029126,40.49496872,495.080702,61.1375385,84.53540484,536.4763323
G05,Fbxo44.4,G05,Sample,12282,1875,1511,1953,1620.510966,988.5536322,871.6811503,205.802942,737.2482464,492.4043439,137.1985178,18.77333333,25.34745202,24.06554019,21.6147164,4182.732942,223.6704975,306.3210552,4041.208624,91.14666667,34.54665784,37.27598566,89.83137455,40.05333333,21.50893448,22.52944188,42.32669051,630.8589735,93.68771282,84.99039518,567.5992939
G06,Fbxl19.4,G06,Sample,11104,408,470,2697,1555.74893,1208.242632,923.1609508,306.9341524,1004.505249,819.3915624,211.7391927,24.50980392,29.78723404,24.13793103,21.15959354,5155.945001,370.9962446,281.9651957,4231.649561,91.91176471,42.76595745,36.74453096,90.31679617,51.71568627,29.14893617,22.54356693,44.85953377,672.7898105,125.5328855,84.43738478,576.0790991
G07,Elp3.4,G07,Sample,12477,2996,1940,1309,1789.809298,1170.816452,919.1647851,349.0063715,867.6170599,753.0659695,193.6220143,18.85847797,28.1443299,24.98090145,19.55676516,5382.453834,276.6310008,268.8015551,3742.139815,94.02536716,36.8556701,32.77310924,87.98600311,38.18424566,17.88659794,16.7303285,39.34681182,465.1136488,89.35635833,78.7215252,476.7377478
G08,Ehmt1.4,G08,Sample,13143,458,458,2832,1670.494545,1017.434928,952.2754697,258.0976204,1440.570496,1001.311768,248.7103093,20.08733624,28.38427948,24.8940678,22.73522211,4657.6848,270.9308909,231.0987752,4191.736376,93.01310044,36.89956332,33.33333333,90.24134313,36.4628821,21.39737991,18.78531073,36.78442346,586.5493104,100.9882599,76.68300407,518.7497451
G09,Epc1.4,G09,Sample,13176,2712,1667,1574,1592.339181,834.6467504,877.2766665,208.2516586,685.3283453,770.9560555,188.5394449,16.2979351,24.47510498,28.27191868,22.87089014,4586.972319,263.6676034,195.1877974,3626.079172,91.66666667,37.85242951,30.17789072,88.13151564,43.65781711,23.75524895,13.34180432,32.91098637,386.9971779,74.54012483,72.70497479,461.3171145
G10,Elp4.4,G10,Sample,13417,3529,2870,1167,1483.122515,947.1105494,958.8884918,164.8253848,555.6892883,749.4077024,169.8929764,23.85945027,27.00348432,28.96315338,24.42748092,4971.252643,284.1104208,259.4900877,3661.726832,93.90762256,37.66550523,34.79005998,87.04410517,35.44913573,21.18466899,18.25192802,30.55555556,622.0087079,87.98678131,75.16995094,435.6607261
G11,Ep400.4,G11,Sample,14195,1222,813,3021,1493.088457,897.0648604,951.428795,229.2039633,594.1467019,739.4673106,206.5554433,17.8396072,22.87822878,28.53359815,24.07270941,3684.224798,296.2418403,260.0466921,3898.103052,90.26186579,38.37638376,34.62429659,89.49889462,22.99509002,19.55719557,19.86097319,33.82461312,609.2418161,111.4842672,86.25704261,504.7933957
