Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
E11,Chd9.3,592.2318727,332.5505197,25.47660312,324.0741995,41.3056037,26.63200462,92.38788253
F02,Chd5.3,670.5340733,139.1013137,27.97695262,302.9466399,38.47631242,27.97695262,110.202711
F03,Dot1l.3,665.2195255,329.2104958,28.05194805,328.1907481,41.81818182,28.7012987,115.6443027
F04,Dmap1.4,814.4537555,513.0604402,27.32130929,298.7786135,36.33934536,26.25250501,109.37923
F05,Chd8.3,721.883265,352.0128221,29.03865213,256.6929252,37.8592666,25.76808722,110.3634729
F06,Chd6.3,822.2155836,361.9079357,35.07057546,362.2270037,42.7795874,36.64495114,111.0549655
F07,Dnmt3a.4,907.6974425,523.5236028,29.19896641,307.5832458,40.31007752,27.90697674,121.0411108
F08,Ctsl.3,894.3918237,1503.455135,34.68729852,406.7821129,45.90586718,33.72018053,143.6617215
F09,Crebbp.3,905.5156281,381.2739003,34.375,580.2186321,51.6875,37.5,127.7416038
F10,Chd6.4,933.0379031,554.4611769,32.00295639,330.8451609,43.68070953,30.08130081,112.4763089
F11,Dnmt3b.4,811.8854369,376.1329244,23.51145038,601.9563708,48.85496183,33.28244275,141.4819393
G02,Dnmt1.4,720.3655024,497.3867916,15.56927298,431.2152021,44.10150892,35.04801097,109.6393103
G03,Crebbp.4,603.1347082,293.0667661,31.5539739,434.5940994,44.3653618,31.31672598,115.4182976
G04,Chd4.4,850.4243773,849.0337333,33.40659341,363.7663825,41.97802198,41.0989011,175.4978592
G05,Dot1l.4,693.2761582,372.6228974,28.70662461,261.6768791,34.93690852,31.07255521,116.9903238
G06,Dnmt3l.4,480.4730288,243.5967098,20.86137281,346.8249459,41.99192463,25.16823688,96.94969772
G07,Chd8.4,1036.590569,619.627761,29.10394265,514.3297854,46.52329749,28.38709677,164.1600441
G08,Chd5.4,877.4022597,301.401675,26.90233673,504.6362158,48.89155183,33.19352906,136.5056318
G09,Cxxc1.4,599.0965926,292.2614027,17.84338896,397.6616834,39.66623877,32.15661104,81.52851325
G10,Chd9.4,859.3510327,537.6408204,33.6440678,484.3092056,47.03389831,30.6779661,118.1748513
G11,Ctsl.4,991.6799017,1105.435948,26.20727075,285.8668389,36.89636462,19.37059143,104.194666
