Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
D02,Baz1b.2,772.8112544,237.3658332,28.0771132,467.8435305,49.23381117,43.49975284,100.8747603
D03,Brpf1.2,627.6914872,400.0786996,25.22222222,404.9071571,46.55555556,33,100.7233116
D04,Brd2.3,531.8345329,188.7837354,34.68634686,331.4546208,43.03505535,28.78228782,77.39897753
D05,Bmi1.1,718.5973289,278.5131329,34.1509434,345.3632941,42.54716981,31.08490566,127.2394616
D06,Baz2b.2,806.036093,454.6070871,35.52631579,464.3456501,44.29824561,34.70394737,108.0482065
D07,Brpf1.3,1037.037661,591.2903887,29.95529061,344.3036324,43.21907601,36.81073025,96.76669556
D08,Brd4.2,600.9073812,395.7094429,53.78973105,203.8634919,31.5403423,32.27383863,118.1024815
D09,Bop1.2,1015.401602,387.6302108,36.89482471,531.1662714,47.24540902,33.05509182,133.1415302
D10,Baz1a.3,1082.947939,551.3305823,33.93316195,310.2359585,39.46015424,28.27763496,113.6873585
D11,Brpf3.2,1097.271148,357.3735538,39.5711501,442.4344407,41.91033138,30.99415205,129.299003
E02,Bptf.2,723.3413845,371.3492584,25.27881041,396.2672412,42.75092937,28.99628253,114.4184853
E03,Brd1.2,1065.198831,506.0050889,34.86073675,324.260577,40.25157233,45.28301887,138.2730622
E04,Baz1a.4,909.8424079,400.2906098,35.2704515,258.5668277,37.55029057,27.08985248,87.8129761
E05,Brd8.3,786.4059339,177.7031239,32.8358209,562.2768291,53.73134328,42.3880597,125.6491358
E06,Brd3.3,939.2172267,347.4088748,40.41013269,331.4931574,40.53075995,37.03256936,142.1449435
E07,Bmi1.2,1051.25045,572.5794466,31.2987013,433.9776652,46.23376623,41.68831169,145.4541166
E08,Baz1b.3,955.1659038,435.6919665,26.15942029,633.8900732,50.43478261,30,96.33546061
E09,Brd9.3,675.4029812,238.9942852,29.726206,552.4885947,48.50065189,28.87874837,97.95777754
E10,Brd4.3,750.912874,702.019592,48.99408284,113.1724016,28.16568047,31.71597633,159.7961915
E11,Bop1.3,910.9277698,575.3565236,32.10843373,247.6851292,36.08433735,26.3253012,90.69696403
F02,Baz2a.3,967.029752,566.5432931,26.84331797,328.4664549,38.01843318,28.4562212,102.5732377
F03,Brpf3.3,890.0755863,366.0880297,28.9532294,456.0783803,45.87973274,33.90868597,122.0625218
F04,Brd3.4,1057.300487,216.0167835,26.08695652,937.4906422,60.86956522,39.13043478,233.1640079
F05,Bmi1.3,810.859664,330.3288179,28.58809802,381.1575635,41.77362894,30.80513419,113.5774273
F06,Baz2b.3,1062.400617,263.6940408,31.28834356,568.3300112,51.76380368,36.88650307,134.5699036
F07,Brd8.4,745.8021746,337.8874442,26.31578947,408.7763251,41.19617225,28.80382775,91.87900204
F08,Brd1.3,845.7176325,340.8855484,40.3064231,299.1205776,40.77784325,36.82969947,112.3839704
F09,Bptf.3,1055.373648,405.4308702,32.35023041,450.6148854,45.52995392,28.11059908,125.0289441
F10,Baz2b.4,844.6284476,278.9889398,24.8776509,413.9270539,43.63784666,37.19412724,117.7954005
F11,Brd9.4,794.1061392,482.7737913,33.39145597,221.3025024,31.29904098,18.91891892,87.64424481
G02,Brd4.4,730.2416829,290.8666536,47.09418838,188.6870878,30.06012024,34.66933868,144.9432392
G03,Bptf.4,938.7172261,191.9708304,30.09153318,700.5333304,53.73760488,34.32494279,146.1655583
G04,Baz1b.4,747.2426145,307.6145694,30.27975864,278.9364538,39.8793198,35.76522216,92.04296472
G05,Brpf3.4,846.8432619,331.7755697,29.75658222,542.6129047,48.58420268,32.33979136,120.3565818
G06,Brpf1.4,861.1581241,337.2220605,27.07535121,399.5749813,44.82758621,35.24904215,114.764315
G07,Bmi1.4,911.5794348,389.8860727,25.88084561,475.2350949,45.41960282,28.57142857,102.5842626
G08,Baz2a.4,833.3790022,312.4728924,31.22171946,380.1289956,43.89140271,31.67420814,102.7480724
G09,Brd2.4,520.9969618,186.4087889,29.60893855,450.3271626,44.27374302,39.17597765,116.678908
G10,Bop1.4,797.4703745,269.2626121,29.7979798,364.6541945,44.78114478,35.69023569,124.5606671
G11,Brd1.4,840.9636081,436.9828345,23.80952381,316.642241,42.28571429,37.33333333,122.9565444
