,,Experiment: 10U p1,Analysis: Analysis 2,User: Admin,Plate: 1,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:28:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,
B11,Atr.1,B11,Sample,12137,1211,1498,2131,854.6776765,494.535221,516.9673521,356.4568736,740.8934016,541.8711865,232.6667106,25.35094963,30.64085447,25.76255279,23.51979064,3276.735898,332.4472286,326.4600023,2340.968401,85.7968621,38.65153538,34.9131863,79.2116454,34.76465731,26.03471295,26.56030033,32.41740268,531.4602275,146.9106784,142.516298,465.7065091
C02,Atm.2,C02,Sample,14619,2897,2773,1700,1299.977271,764.3498849,588.2041334,385.2934412,716.3046852,489.9414455,237.4146431,24.92233345,29.71510999,29,23.10503734,4692.998032,548.5734701,410.1416894,3319.009594,92.99275112,47.52975117,41.41176471,86.04798983,50.39696237,35.05228994,31.35294118,43.82647386,786.2341101,152.2301212,110.0927642,587.8624859
C03,Arid2.1,C03,Sample,13884,4115,3170,1041,1052.84676,657.1534841,542.0697653,357.2756828,579.6164263,402.3940406,235.0038985,28.5054678,33.59621451,28.43419789,21.0641559,4087.47272,491.7278182,348.9862675,2729.183406,92.34507898,44.82649842,40.05763689,81.80424787,46.80437424,33.47003155,28.62632085,39.52266258,789.8546069,161.4786071,97.17898234,469.811431
C04,Actl6b.2,C04,Sample,14360,2926,3787,1616,1052.755482,637.4962895,633.810109,262.5226758,742.2892356,335.2706385,179.7644065,31.30553657,29.04673884,28.71287129,24.21326919,4212.157067,417.4255607,509.5550006,3355.485741,91.90020506,41.06152627,44.98762376,85.10723592,50.51264525,35.27858463,35.33415842,46.06133494,692.6523292,129.8438286,118.477177,568.8787818
C05,Atr.2,C05,Sample,14750,2865,3270,1673,1002.137175,532.5676656,532.0869029,342.7147744,836.4373863,496.5005288,225.9589497,26.70157068,24.98470948,28.09324567,22.76157804,3920.758316,359.0704892,418.3321294,2732.123639,88.58638743,38.0733945,40.22713688,80.13722127,44.57242583,26.05504587,30.72325164,42.22984563,661.6382811,119.5852132,110.2054541,479.8168648
C06,Atad2b.1,C06,Sample,13630,4382,3819,885,1148.397225,698.1905011,599.7439235,335.3412928,617.8401177,397.6641815,261.3396098,31.195801,36.2922231,25.42372881,21.16661854,4930.025824,554.353087,580.9619853,2789.079597,93.86125057,46.03299293,46.44067797,81.08576379,49.63486992,33.85703064,32.20338983,44.35460583,893.5273264,150.0367447,112.5184348,459.0122584
C07,Atad2.2,C07,Sample,12621,1725,1476,1986,975.9931694,733.269861,562.8952203,226.9160701,450.7630036,600.4620371,278.3033718,37.62318841,35.09485095,23.81671702,21.10715942,4407.559075,514.9354301,386.0220302,3513.405662,95.30434783,45.05420054,38.36858006,86.85634761,45.68115942,36.04336043,26.83786506,44.672955,941.089399,175.1274856,109.0477618,571.7406972
C08,Aff4.2,C08,Sample,13820,2271,2223,2299,1156.558552,681.2749832,558.7097558,267.9484511,650.5029165,477.0906043,203.7759698,25.18714223,28.11515969,25.05437147,22.02995008,4695.395951,500.0584275,453.9724718,3336.13541,93.70321444,44.03958614,41.49630274,85.3078203,41.39145751,32.20872695,31.88342758,44.89184692,901.1277796,157.9680691,124.1847261,612.0046893
C09,Atrx.1,C09,Sample,10578,2890,2603,829,1240.805192,592.1816187,586.8785056,457.0084589,923.5138134,432.0041261,242.1951616,25.91695502,29.2354975,23.64294331,24.87888287,4156.127787,383.2288166,466.7341524,3304.401074,91.31487889,37.72570111,41.61640531,84.61100028,51.52249135,31.694199,33.89626055,46.96494728,798.0976726,144.7919527,129.6843428,622.9021816
C10,Asxl3.2,C10,Sample,13900,4260,4017,918,1342.246857,685.6809177,607.5704508,473.4920009,1088.054763,469.2329588,221.0993788,22.08920188,26.43764003,25.92592593,21.61643836,4591.612777,390.7524663,497.8788906,3040.749302,92.95774648,38.01344287,41.06753813,83.67123288,54.71830986,34.40378392,34.8583878,44.90410959,625.6844912,129.95239,125.3958411,567.0291966
C11,Asxl1.1,C11,Sample,10919,2137,1897,1435,1051.940853,540.3175406,499.9388152,473.6464227,751.2151294,435.372716,273.490141,27.98315395,28.94043226,22.36933798,22.06460061,3355.359721,368.3994676,407.272703,2929.174792,88.25456247,38.5345282,38.95470383,83.36970755,40.75807206,33.2103321,30.52264808,36.57791357,668.8971226,140.2866997,126.1011596,522.6888857
D02,Aff1.2,D02,Sample,9511,823,667,1682,743.374929,474.9845043,413.7804542,320.4321354,555.9536613,373.2095159,231.6125801,19.80558931,24.58770615,23.12722949,17.60181786,2979.443515,241.2576952,263.3209719,2023.730949,86.75577157,33.73313343,35.13674197,78.20311134,38.15309842,27.13643178,29.78596908,33.54308687,484.4320678,88.19063555,89.55982629,367.7952266
D03,Atrx.2,D03,Sample,10910,2048,1901,1461,1335.346402,962.475912,606.0189554,460.4140182,1037.623644,423.236839,224.9879957,25.48828125,30.35244608,25.11978097,21.74916107,3461.640495,418.0165967,368.6231899,3073.705182,88.72070313,39.03208837,40.04106776,84.94127517,51.953125,32.03577065,33.94934976,45.88926174,610.8573452,139.0336574,109.4400686,540.039031
D04,Asxl3.3,D04,Sample,11232,1450,1489,2014,958.5807823,524.8611966,472.0474496,368.5233353,592.0458294,399.5282936,246.6226271,29.51724138,30.08730692,23.63455809,21.55438533,3236.318902,293.2935228,305.2881257,2595.800422,88.27586207,36.73606447,38.33167825,83.1124024,48.89655172,33.57958361,32.3733863,43.25404031,668.3731693,121.1703197,103.5324574,515.1209941
D05,Ash1l.1,D05,Sample,11657,2872,2767,1273,796.6201609,432.1161818,539.8153935,295.5674529,463.9444595,340.4857002,223.5915504,28.48189415,28.80375858,27.88688138,26.09793034,3914.847427,402.3080838,366.850271,3067.269039,92.82729805,43.80195157,39.19874313,86.19384149,57.06824513,41.95880014,34.17124902,47.45078243,731.6641641,128.192372,103.4107748,551.2342436
D06,Arid2.2,D06,Sample,13931,3447,2384,1859,1218.989594,691.4888222,569.1883139,388.2844558,835.3534215,495.9858861,243.878399,28.40150856,30.62080537,24.52931684,23.45065034,4182.260679,481.9907968,437.4255683,3707.912761,91.47084421,43.75,40.29047875,87.96863045,48.53495793,35.19295302,32.16783217,46.82478959,810.560487,167.1447817,113.9307325,627.3311697
D07,Atrx.3,D07,Sample,12476,1077,1314,3000,1274.396781,601.3893439,611.22752,262.9522051,517.1995934,504.7108765,239.5916395,24.79108635,27.09284627,27.46666667,24.81349335,4997.500911,489.1020204,428.0350613,4232.198373,95.07892293,44.82496195,40.5,90.36652611,47.07520891,35.08371385,31.7,51.34609147,963.0777539,157.5353844,123.9187036,726.8145826
D08,Atad2b.2,D08,Sample,14126,926,1267,3400,1091.918522,691.8238322,639.1267454,232.8200586,567.6814692,572.8070555,243.6751761,32.82937365,30.38674033,24.61764706,24.69250099,5247.272801,602.5592531,402.778838,4006.89421,95.46436285,48.85556433,38.47058824,89.7368073,59.71922246,42.06787687,32.35294118,49.00145483,927.6523287,162.238896,110.4626776,625.1081568
D09,Ash2l.2,D09,Sample,8248,1099,910,1508,1534.893694,913.332467,629.5195981,363.6662663,815.8141355,737.139304,273.8860982,27.66151046,28.9010989,25.33156499,29.13064361,5802.415246,682.1928179,378.7575014,4164.745207,94.81346679,47.69230769,36.60477454,89.79346782,46.13284804,32.74725275,27.98408488,47.91066282,749.9768087,180.8864107,116.2532461,691.0451066
D10,Actl6b.3,D10,Sample,9484,952,1385,1881,1299.146532,735.5539511,606.4895307,323.5428565,836.5902725,612.6978661,255.1466741,28.1512605,28.59205776,25.73099415,23.74618404,5036.739803,483.9656781,372.3584149,3541.674539,93.27731092,42.52707581,36.46996279,87.02573048,59.76890756,34.36823105,29.08027645,44.19973833,848.2772723,161.1414074,117.9103791,604.8581029
D11,Aurkb.2,D11,Sample,8587,736,782,1813,1265.825018,626.5198947,586.0185489,377.8234716,1257.025664,615.39106,235.9617138,24.18478261,26.59846547,20.90457805,23.71112058,3797.416615,441.2053207,346.6129953,3718.041895,88.99456522,40.66496164,36.84500827,87.66510439,47.2826087,34.65473146,29.12300055,43.65146996,683.2932748,177.4743799,120.5074967,623.9229669
E02,Asxl1.2,E02,Sample,16954,1711,2215,2879,848.9845936,397.7257868,418.890223,402.2167216,577.6154637,385.7917407,207.3991307,34.30742256,29.30022573,24.90448072,18.0304367,2615.849576,230.3803218,220.9346183,1790.40675,84.97954413,32.59593679,31.12191733,73.90824879,29.39801286,24.60496614,23.48037513,28.25319806,481.5385295,84.13689785,72.23642562,302.0130224
E03,Asxl2.2,E03,Sample,21598,424,575,7228,818.3565987,673.2239596,525.9820462,315.610924,620.8547044,348.0156328,197.3335395,31.60377358,35.65217391,30.7415606,24.60634948,3407.000873,551.1104782,344.9130637,2639.388886,91.03773585,47.47826087,38.65522966,83.36879734,40.80188679,33.56521739,33.35639181,38.42880245,645.176096,148.5732616,106.2772369,449.9999173
E04,Actl6b.4,E04,Sample,11995,2073,2391,1864,974.6018343,588.8364029,524.22982,314.2019882,587.1793005,395.5032915,205.6413659,27.64109986,28.52363028,26.44849785,23.58014304,4411.776499,519.7815805,347.4736113,2527.857112,94.11480945,45.46214973,35.7832618,80.62684056,46.02026049,30.82392304,29.4527897,39.33529659,847.0656844,149.3925446,111.4289709,495.2087557
E05,Atm.3,E05,Sample,16798,1674,2396,4168,1120.389097,658.532807,531.4265213,251.8939385,585.4165386,458.0107233,219.1591951,25.62724014,27.04507513,26.84740883,25.75840394,4263.102156,378.7914846,297.9063623,2990.848024,91.21863799,39.69115192,35.00479846,84.18966931,51.91158901,34.64106845,27.71113244,44.21973217,667.6203372,125.7938764,98.20293592,549.5124039
E06,Atad2.3,E06,Sample,15346,842,1006,4808,1269.735692,728.0765759,595.2008647,168.7154389,585.0572297,485.8165925,209.1080014,26.12826603,32.80318091,29.70049917,28.03291744,5361.004433,574.1800545,352.9605109,3400.978995,96.31828979,47.71371769,37.58319468,86.96575524,58.66983373,39.3638171,31.09400998,44.41199894,808.0024611,153.0094069,111.007344,588.9645605
E07,Ash1l.2,E07,Sample,12680,2612,2647,2004,1381.259907,723.4733757,648.3685099,234.2066225,597.611085,638.0035549,243.4928408,21.82235835,20.66490366,23.15369261,23.24698526,5339.347716,586.1547526,378.0511043,3574.477465,94.41041348,46.16547034,37.0259481,86.24385887,57.46554364,41.06535701,34.88023952,48.34747655,828.562623,183.5104437,127.3053649,629.3562002
E08,Aff1.3,E08,Sample,12427,2406,2672,1834,1272.56587,683.8769344,604.6790416,248.626071,570.4141436,524.0006428,189.9560397,29.26018288,25.48652695,26.49945474,24.87912088,4711.399431,675.0064753,443.3596434,3423.139335,93.3915212,47.67964072,39.69465649,85.67032967,50.8312552,32.03592814,29.82551799,43.62637363,726.8724599,139.4923265,121.3934136,577.3554099
E09,Atr.3,E09,Sample,12282,612,658,3463,1385.091364,869.8901059,633.2763936,270.0320003,915.6519098,615.3809787,220.7564891,33.66013072,33.13069909,27.51949177,29.69106681,5293.417899,836.1669566,405.5303782,3956.254841,94.44444444,53.7993921,39.21455386,87.99269518,52.12418301,37.6899696,30.26277794,46.09648455,780.6126151,197.6187852,126.1166212,686.3063315
E10,Atad2b.3,E10,Sample,11632,901,1014,3100,1124.450165,753.1187159,575.0139945,305.1963853,837.3508244,515.4949628,218.7352082,31.18756937,32.05128205,27.58064516,28.32984658,4017.289187,534.1839853,386.5701735,3760.297523,91.0099889,45.36489152,39.29032258,88.80753138,50.72142064,39.9408284,34.09677419,46.54811715,776.265244,180.0783941,126.3579377,740.3844306
E11,Ash2l.3,E11,Sample,14451,950,1376,3611,1069.752677,658.5008261,602.695235,325.2788373,1211.30005,610.236089,207.1885725,29.78947368,29.65116279,25.69925228,25.98939208,3226.108444,424.9563294,459.6248701,4190.739234,88.21052632,39.02616279,39.68429798,89.35128519,43.15789474,31.17732558,30.93325948,42.17326261,759.0884768,172.0933196,153.8507163,697.5693041
F02,Aff4.3,F02,Sample,15633,3597,3715,1326,1064.763281,614.8070202,622.9086961,282.3202267,620.0505142,459.6065837,188.0532728,31.24826244,30.52489906,28.65761689,20.42575651,4476.495309,488.9822166,419.9681947,2549.307743,93.35557409,44.41453567,39.74358974,79.39831105,47.84542674,31.06325707,33.8612368,35.81984518,736.044145,132.5103389,111.1880244,433.9001654
F03,Aurkb.3,F03,Sample,17120,906,1458,4986,1146.38328,686.5032009,600.0227568,325.9872574,971.2611709,546.3455022,232.4409473,31.78807947,32.44170096,29.2218211,25.63673323,4132.700854,402.6239549,328.5185295,3078.513994,92.05298013,41.28943759,35.67990373,85.13691259,49.77924945,32.44170096,31.30766145,41.92275499,713.7298657,132.2487995,107.5627017,547.7788794
F04,Atad2.4,F04,Sample,16770,27,63,5912,773.9551365,1443.327498,613.2532716,163.107346,2690.34696,606.0161958,219.0639281,48.14814815,58.73015873,27.60487145,27.83028775,3549.095364,2571.885538,405.2776274,4083.008351,88.88888889,71.42857143,39.05615697,88.77336694,40.74074074,46.03174603,29.27943166,44.59147238,774.8968781,488.4068342,116.8606165,674.6680007
F05,Ash1l.3,F05,Sample,11209,237,381,3545,1210.623149,870.0835119,623.533383,211.4451174,806.0836418,569.0049432,208.0620941,34.59915612,32.28346457,26.65726375,28.21829856,4776.200295,518.4575988,369.0507024,4130.295481,94.092827,48.81889764,39.32299013,88.89245586,54.85232068,38.58267717,32.32722144,49.96789727,910.1716285,196.2787107,130.5807818,790.8298119
F06,Arid2.3,F06,Sample,13949,839,964,3718,1318.260881,754.2537445,609.771904,314.1056929,894.6219596,648.7662699,225.479136,31.46603099,32.05394191,27.86444325,26.84689507,5301.344866,509.477075,371.5639936,3799.911785,94.39809297,42.73858921,36.71328671,88.18254818,53.75446961,33.60995851,28.37547068,43.7633833,810.1387033,173.0046202,117.3521915,630.0823995
F07,Atm.4,F07,Sample,12405,98,115,4316,794.8332781,654.8211779,619.2369605,292.239698,1159.348763,630.3465365,244.5739072,26.53061224,42.60869565,24.58294717,25.16642547,4270.777472,647.1191207,365.6665213,3918.823645,92.85714286,51.30434783,37.25671918,87.88712012,43.87755102,34.7826087,31.71918443,45.05065123,1010.384159,214.7501548,120.9855058,647.5697565
F08,Asxl2.3,F08,Sample,13415,1235,1590,3271,1230.763237,769.7520003,656.2188297,263.1716544,609.6730417,579.4503678,238.4556498,25.10121457,31.13207547,24.30449404,27.23483094,5264.776281,492.2318772,394.9358124,3876.910324,94.41295547,43.89937107,39.19290737,88.06546241,49.95951417,35.78616352,33.13971263,48.58730894,895.5206473,150.7948303,122.6605183,683.0545794
F09,Asxl1.3,F09,Sample,12946,11,34,3762,718.3149616,848.6402563,645.8664588,238.1663446,2237.861233,510.1298536,189.0530526,27.27272727,55.88235294,27.80435938,27.916718,4493.799921,1087.235786,495.5856597,3926.71659,90.90909091,61.76470588,44.39128123,88.45632623,45.45454545,41.17647059,33.97129187,45.76814094,1049.219535,434.5019173,139.5400776,676.2277119
F10,Arid2.4,F10,Sample,11197,683,999,2810,1078.558028,583.611419,556.5111412,329.0806192,873.8852876,558.7992064,207.2473195,21.37628111,28.32832833,24.62633452,26.68481961,4935.747383,397.0712507,345.5128486,3679.49678,92.82576867,39.43943944,36.01423488,87.11708645,46.41288433,29.62962963,29.43060498,44.24778761,769.3099789,178.8162862,125.6902946,693.7110011
F11,Atr.4,F11,Sample,8366,410,589,1733,948.3741267,437.8278639,463.7664097,389.366704,744.7602455,406.8762399,235.6131466,29.02439024,25.9762309,22.50432776,22.62832035,3659.92108,300.0700507,354.6860934,3085.666647,90.48780488,39.89813243,39.6999423,84.5416417,50.73170732,28.69269949,33.17945759,45.13680847,866.7195322,141.3835421,137.5431621,708.6667063
G02,Atad2b.4,G02,Sample,13187,3543,3171,790,798.1597618,377.8072044,419.17144,236.1615729,456.1750302,363.6131792,167.4172434,28.53513971,25.03941974,26.58227848,17.7559415,3140.755365,316.6180978,255.7337016,1695.288974,90.77053345,39.57742037,32.15189873,71.93784278,36.52272086,25.48092085,25.3164557,22.76051188,552.0003618,102.2435296,80.31725159,281.9323762
G03,Asxl1.4,G03,Sample,11878,2607,2561,1081,1056.184793,692.2428132,392.2395968,427.9037988,973.0082004,298.2049842,177.7438896,33.17990027,34.47871925,24.23681776,20.0042203,3132.573307,293.4997316,315.9090744,1941.713054,90.14192558,35.68918391,37.00277521,74.99472463,52.01380898,32.01874268,30.61979648,33.12935218,755.9745524,157.7162007,108.0737801,411.5297335
G04,Aff1.4,G04,Sample,13708,643,607,3668,912.4902096,617.021883,432.9512311,243.0241815,549.6788704,333.001517,157.8092964,27.37169518,32.78418451,27.78080698,25.32903226,2800.629695,340.3401796,285.9499592,2314.627924,86.46967341,41.0214168,35.49618321,80.07741935,28.92690513,26.19439868,26.06324973,29.63870968,557.64849,167.0964677,92.35878305,402.2034217
G05,Aurkb.4,G05,Sample,12422,580,820,2902,886.908869,540.6829673,474.6841865,248.8037117,740.8290713,405.5913986,195.6009164,28.96551724,31.70731707,25.60303239,23.81153305,3537.872575,299.9835393,287.2270712,2875.166148,90,37.80487805,36.52653343,83.69901547,51.03448276,31.82926829,32.73604411,41.35021097,672.5616514,113.3737476,103.7337753,522.4334577
G06,Atrx.4,G06,Sample,12360,1733,2145,2136,1115.524059,604.4090679,476.0413391,253.3400464,728.9358968,503.7076599,167.4901801,31.50605886,30.44289044,26.31086142,25.41540785,3814.170636,355.6783491,272.3058375,2382.787782,91.45989613,38.97435897,32.63108614,79.13519637,48.12463935,29.04428904,23.50187266,32.09969789,693.030734,120.3128957,94.2241392,422.3587513
G07,Ash1l.4,G07,Sample,11315,1752,1647,1809,1331.948797,702.4785651,531.4885551,306.5574665,847.9347112,448.1336152,152.7364023,28.25342466,29.143898,24.87562189,25.5646612,4716.325496,303.9585372,275.541572,2776.137357,92.92237443,37.2191864,35.21282477,81.41115331,35.38812785,24.1044323,31.7302377,40.93543874,692.4306126,115.4927139,95.02889649,521.5407104
G08,Aff4.4,G08,Sample,9636,1769,1990,940,931.7703182,572.0637252,477.6135758,248.8281645,609.7947744,462.9944017,217.7296219,39.73996608,35.02512563,27.0212766,22.80970626,3563.093605,291.6569289,310.2712547,2064.051604,90.84228378,38.79396985,34.46808511,75.91315453,46.97569248,26.93467337,30.31914894,33.84418902,718.6138071,113.7753969,100.7204933,368.5619878
G09,Asxl3.4,G09,Sample,10631,1345,1628,1905,1145.916744,616.470955,515.9111314,263.8360965,768.3259005,467.2156597,178.1807727,24.08921933,28.80835381,23.1496063,25.5625,4149.347319,313.7712092,292.1596803,3077.733611,91.67286245,38.45208845,34.22572178,83.04166667,40.81784387,30.8968059,28.92388451,39.6875,703.9221405,135.0755643,105.2880208,547.3000991
G10,Ash2l.4,G10,Sample,10710,1615,1663,1643,986.7960532,609.8754052,498.0534124,219.0496218,569.5091889,482.7133974,171.9920013,29.72136223,26.51834035,24.22398052,22.71069692,4104.192735,379.2895304,300.6982632,2120.000086,91.14551084,39.44678292,33.65794279,77.06645057,42.84829721,29.64521948,25.74558734,29.33549433,661.5650543,145.1215658,111.5677525,399.0295411
G11,Asxl2.4,G11,Sample,10357,2877,2407,890,877.7536313,490.4811815,467.2734705,235.3418415,502.905348,427.2259453,164.2688752,29.61418144,29.41420856,25.16853933,23.22346538,4309.167398,357.2718186,315.1794811,2109.25781,92.38790407,38.47112588,32.58426966,75.68793468,38.8251651,30.41130037,30.6741573,32.3858482,729.4344561,128.1927235,104.9169199,407.3701014
