Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
C11,Prmt8.1,26.79187428,1.111536987,94.89175882,49.15920741,3383.86716,10.73208126,3576.204333,55.01595753
D02,Prmt2.2,32.885212,2.843846949,115.873601,44.39458083,5681.342812,19.85522234,5148.870515,109.9294567
D03,Rnf217.2,37.36208626,3.585757272,175.8205885,46.09286386,5129.797132,18.10431294,4992.22685,91.36411581
D04,Rbbp4.3,24.88083889,2.526215443,52.92029687,36.46602849,7451.911127,18.68446139,5698.04296,143.9840539
D05,Prmt6.1,29.45759664,1.678154031,105.7857949,45.00359993,4567.354559,13.60503446,5058.916659,82.04324165
D06,Prmt5.2,36.96703297,1.56043956,196.2079396,39.3485164,3405.271528,17.67032967,5045.097416,96.55946386
D07,Rnf217.3,39.0969163,2.643171806,231.8465741,48.06446237,3723.605099,17.51101322,3690.657027,66.59872941
D08,Rbbp7.2,44.01864319,3.78042465,347.8391863,44.85552135,3258.941967,16.83065769,4458.285419,77.06561996
D09,Prmt7.2,32.83828383,2.310231023,143.0786635,48.97287228,4377.518936,19.25192519,4613.392242,67.52982313
D10,Prmt1.3,77.68190969,7.937877481,2304.252267,72.77378586,4642.093233,11.90681622,3472.338021,93.34129805
D11,Rnf40.2,15.31879658,3.312172233,42.39366056,82.19956708,2968.730957,14.10433343,5565.154033,87.15228076
E02,Prmt8.2,41.37489325,3.309137489,213.0557694,46.43595934,6519.608904,19.68403074,4615.237439,107.0197717
E03,Psip1.2,40.09478673,2.236966825,224.4498834,43.69136282,4794.985963,22.46445498,5121.360075,94.00521364
E04,Prmt1.4,38.67710174,2.650845746,149.4327012,40.91725363,5914.658365,20.49987377,4893.448864,92.95004328
E05,Ring1.3,36.58423493,1.267387944,162.7156624,42.15525903,4606.018452,15.42503864,4308.648115,77.7921669
E06,Rbbp5.3,35.59122944,1.879404855,166.2442488,52.53997828,4630.610298,19.67501958,4418.164391,70.75545044
E07,Prmt6.2,37.44997141,1.50562226,190.851333,45.95360882,4569.845125,18.58204688,4403.957509,70.68096207
E08,Prmt2.3,32.38434164,1.194712761,127.8285304,47.49579277,4433.563638,17.59023894,5786.63756,84.16510271
E09,Rnf20.3,32.03240059,2.430044183,147.8790541,56.11999861,3884.48609,17.6730486,4955.324616,77.56326825
E10,Rbbp7.3,42.08168643,1.739130435,257.5395577,48.94280538,4240.551075,15.75757576,4063.078884,74.86044221
E11,Prmt7.3,32.05645161,2.598566308,124.6018246,56.12247271,5175.043429,18.8844086,4576.300117,70.05019393
F02,Prmt3.3,39.7061491,6.965354616,243.6788482,54.31458004,2661.388251,16.66968982,3374.895799,77.96653083
F03,Rnf40.3,17.79269828,1.783466219,45.31168277,51.6658426,5587.295353,16.09315988,5453.753534,99.68007899
F04,Rbbp5.4,30.78929068,2.312239221,115.4430615,55.3805351,5229.37008,20.87969402,4487.242747,74.36776207
F05,Prmt6.3,29.0399523,2.355396541,104.2634532,45.36051104,4989.552307,17.9189028,4568.197949,76.48930717
F06,Prmt5.3,34.18817118,2.949190575,150.8331235,49.52111684,5364.877493,17.87145376,3270.697394,75.48131486
F07,Ring1.4,22.44799226,2.177068215,46.45267495,52.87161389,6669.043112,22.54475085,6150.117853,81.46463401
F08,Psip1.3,42.60657734,1.485992692,291.2541989,49.81205303,4369.57008,22.31425091,4744.870725,65.67806964
F09,Prmt8.3,25.86975914,1.204281891,83.32463448,58.2424488,4286.128916,21.23104371,5047.289131,54.61611474
F10,Prmt5.4,37.62580645,5.987096774,208.2777187,74.54424473,3612.279462,14.42580645,5082.40987,73.70156373
F11,Rnf20.4,26.82926829,2.192381474,76.97208132,54.66390332,4431.004415,15.12743217,5060.834897,91.14489486
G02,Rbbp7.4,57.95036765,6.387867647,661.7726313,62.21563051,4597.064027,16.63602941,3553.359589,149.8373904
G03,Prmt8.4,30.37515127,1.08914885,123.6987238,35.88106035,4196.406916,16.94231545,3982.042987,87.27747394
G04,Prmt2.4,22.76410097,0.810221253,77.11319488,35.05205004,2501.123792,12.02866937,2531.075946,90.01963723
G05,Rnf40.4,22.83597884,1.164021164,78.57640542,49.48389201,4191.498932,12.04232804,4578.765594,86.73077088
G06,Rnf217.4,20.16129032,1.566820276,48.48860831,44.99626172,4284.282845,19.74654378,4741.142143,83.28906195
G07,Prmt6.4,24.72527473,2.485609628,82.94026594,56.89664153,2632.328688,14.3118786,4169.049288,78.32169253
G08,Prmt3.4,35.70236108,3.76818507,172.3992431,58.48087734,3689.858352,18.38778917,4228.261019,85.36346895
G09,Rbbp4.4,31.57894737,5.263157895,127.6853378,75.00475897,2550.885552,15.78947368,4339.037955,66.40948339
G10,Prmt7.4,31.44122383,4.428341385,106.4497373,65.82976228,4890.367443,12.80193237,5408.216421,88.82907449
G11,Psip1.4,39.64642044,4.288464905,191.2194982,65.93880548,4550.826424,14.26570978,4911.17075,75.07491363
