,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 10,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:24:25 AM,,,,,,,,,,,,,,,,,,,,,,,
D02,Mll2.2,D02,Sample,15.75611228,2.354145343,2.215189873,4.286145487,1.81678608,0.210970464,18.6238225,2.585073437,4.642482817,31.79287932,22.90245409,19.42316699,6425.050913,12508.15017,6422.860091,32.74977362,37.2569089,32.91139241,6623.39525,6284.356217,3636.124624,149.8224087,177.7806347,127.3242784,19597,14809,3313,3908,948
D03,Myst4.2,D03,Sample,30,12.5,4.430734717,0,0,0.392596747,39.49646369,6.007480581,5.517930396,53.82496771,65.3211517,21.38301273,1134.623931,11916.93763,7627.524926,50,41.66666667,32.88465134,5745.666107,6628.705859,3953.753294,103.8796144,215.4428692,133.3860869,29031,21128,20,24,5349
D04,Mta3.3,D04,Sample,38.28897338,7.039934129,2.785406042,2.775665399,0.699876492,0.196155355,222.8516077,6.432362599,4.871079501,40.8075922,24.65576174,19.82293545,3986.980866,9499.819168,9490.601328,23.30798479,41.33388226,39.03491565,5798.188013,4766.454523,4666.728725,108.019295,155.8538469,152.377719,22643,16168,2630,2429,2549
D05,Morf4l1.1,D05,Sample,40,0,5,0,0,0.472027972,607.6396522,2.364486818,5.233524832,130.5147907,34.14910647,19.72126604,3541.400735,5056.710105,6765.209001,40,45.45454545,36.52097902,6967.517932,5510.557313,4065.015536,58.9424068,77.27335414,130.7983761,29294,21385,5,11,5720
D06,Mll5.2,D06,Sample,52.26325194,6.947524021,2.793296089,1.488981537,0.2463661,0.372439479,557.6179482,7.514135206,6.148574209,35.19465017,16.67394091,16.54537618,2525.87715,5875.342364,5459.166472,18.19535438,36.38827297,40.73556797,4710.604695,3846.034703,3728.810852,85.06844842,163.3598641,129.4772066,24439,17177,3358,4059,2148
D07,Myst4.3,D07,Sample,42.66748997,6.305770375,2.927339258,1.574560049,0.624628198,0.261369577,287.9054445,5.736351109,4.794070565,36.41034165,20.99481972,17.35629435,4081.638784,9344.262458,8521.520795,21.08675517,38.78643664,38.15995818,5487.81466,4497.453138,4437.864702,87.80861442,148.5719114,125.4642346,23951,17033,3239,3362,1913
D08,Myst1.2,D08,Sample,35.84142395,5.622042861,1.607717042,2.588996764,0.640133593,0.321543408,197.0953319,5.814704066,4.780952889,37.96346927,22.10868107,18.99345211,3355.549721,8468.180999,7369.944495,22.65372168,34.7342054,37.78135048,5734.520386,4422.21614,4100.150112,93.1473823,139.8041543,110.1732848,18523,12794,3708,3593,622
D09,Msl3.2,D09,Sample,41.4797136,7.820250948,3.251649387,2.00477327,0.758681062,0.235626767,279.6596265,7.040621979,5.04757329,38.11743406,25.23366837,21.36796224,3886.869865,9380.260902,8028.337598,20.88305489,36.65013131,41.0933082,4779.708899,4001.938713,4425.200486,82.05410614,138.4620653,116.4733135,28490,20271,4190,3427,2122
D10,Mll1.3,D10,Sample,40.96837592,5.207064555,1.580756014,1.179203145,0.791717418,0.274914089,244.3818032,5.093485083,3.328764998,43.8366917,28.01194711,19.2621162,5206.098671,10781.54815,10823.54304,19.27818474,33.06942753,32.78350515,6633.758343,5002.580511,4669.742588,78.02107227,133.6624707,119.3439718,24966,18398,5597,3284,1455
D11,Nap1l1.2,D11,Sample,52.38744884,6.740649404,3.587086489,7.639836289,2.219482121,0.757273814,484.8325897,5.708888644,5.150294222,63.07012552,25.82811951,21.00632638,5967.276625,11051.11868,10377.94369,13.13096862,25.68845047,27.02271821,6230.528551,5102.418396,4494.625494,108.5077308,152.3257764,126.7747396,28161,19229,2932,2433,2509
E02,Mta1.2,E02,Sample,38.80597015,6.331309627,2.374527793,3.593145384,1.300954033,0.161899622,208.9663237,5.874312161,5.714452136,37.02162988,20.57105469,23.4871521,3955.915267,10138.52225,8037.651737,21.50359315,33.21769297,32.54182407,6063.328742,4522.030213,3911.296629,143.0768901,214.8414908,139.6191822,18704,13429,1809,1153,1853
E03,Mta2.2,E03,Sample,41.28949616,5.488194001,2.22107438,3.928266439,1.052967454,0.361570248,231.3828253,5.09987336,5.003686354,40.69436252,21.27884603,21.8439895,4395.02428,9195.504551,7007.503857,17.25021349,31.81238034,38.79132231,3747.419573,2914.968505,4059.742433,95.6426416,149.7437782,130.0333828,21316,15297,2342,3134,1936
E04,Mll1.4,E04,Sample,30.16248154,4.031209363,2.014995314,0.886262925,0.563502384,0.234301781,116.8396865,4.588761941,4.359111756,39.22452989,22.29404126,21.69622501,4636.592708,12363.75156,9291.28082,26.44017725,38.79497182,38.1443299,7547.936031,5543.843798,4681.344545,109.492929,184.4111572,156.1517999,20703,15062,3385,2307,2134
E05,Myst2.3,E05,Sample,35.87020649,4.674922601,1.566820276,1.651917404,0.681114551,0.092165899,201.7755457,5.378146936,5.234773809,32.57835539,19.51653995,19.69126141,3318.881198,8494.637206,7476.472471,23.83480826,37.55417957,35.94470046,5555.260555,4653.988846,3987.14311,102.032912,169.4896166,120.4109152,19009,13270,3390,3230,1085
E06,Mtf2.3,E06,Sample,43.66397722,8.688456765,2.200120555,1.803512103,0.744724866,0.150693189,368.1918171,9.326192288,4.963556269,45.04075345,24.98887454,19.26915614,2741.967156,6118.217299,8036.689843,19.74371144,40.8771204,37.25135624,5166.324091,3967.573067,4313.672113,93.63903423,129.8754629,151.6982053,23941,17076,2107,2417,3318
E07,Morf4l1.2,E07,Sample,51.60427807,7.500566508,2.551574376,1.203208556,0.543847723,0.380021716,554.6604018,11.35137353,4.905979033,41.74455462,31.69664366,20.67777009,2046.991441,5239.028621,7409.438396,22.2459893,39.29299796,39.95656895,4941.783432,4066.746819,3960.910518,76.22238891,97.45489873,122.1687708,24136,17278,3740,4413,1842
E08,Mll2.3,E08,Sample,47.48858447,6.041881222,2.299676608,3.094875698,0.858221765,0.179662235,373.068785,6.32362882,5.098531789,42.65709057,18.00199445,19.34310435,3292.270915,8209.493516,7105.296575,25.06341958,41.16031583,36.86669062,5160.807039,4704.157825,4147.64403,90.20629142,171.8320901,121.7757772,23480,16500,1971,2913,2783
E09,Myst3.3,E09,Sample,42.95328583,5.585012372,3.182150695,3.048297704,0.883704489,0.256035113,287.1175385,5.101104007,4.517596879,45.83992563,24.60931975,19.5005869,5615.078396,10817.62581,8615.294997,19.12114014,35.66631318,36.79590344,6225.823372,5387.942226,4469.365241,85.72868514,143.0740358,134.1414114,24042,16980,2526,2829,2734
E10,Myst1.3,E10,Sample,44.76944253,5.196581197,3.470031546,2.649690296,0.615384615,0.315457413,355.5137931,5.863290286,5.911390665,45.84523681,23.6308269,23.785918,4525.292534,9426.87642,8092.571736,17.13695802,33.23076923,37.22397476,5503.417601,5128.46006,4721.818291,91.94927063,151.1304045,124.7770059,22444,16162,2906,2925,1902
E11,Msl3.3,E11,Sample,44.34033933,5.958923922,2.63054574,1.772600658,0.83887764,0.274833137,369.7894678,7.246543146,5.304262717,41.83633504,27.65495628,22.92700503,3294.943981,8529.895284,8968.394379,17.70068372,34.97251953,33.60816647,4787.813625,3961.099185,4479.590901,82.49718395,132.3883103,123.3044227,29238,20788,3949,3457,2547
F02,Mll3.3,F02,Sample,48.45881758,5.660377358,1.996672213,0.833754421,0.421517463,0.332778702,444.5894865,6.607298128,4.463719268,40.66421165,31.67235105,19.07959897,1594.983075,7821.474414,9991.857051,13.87064174,24.36772381,38.35274542,4332.554718,4860.242499,4562.372444,78.27836937,112.6225388,136.2694188,23055,16931,3958,4982,1202
F03,Nap1l1.3,F03,Sample,33.81019545,4.054691183,2.378378378,1.168647995,0.282885431,0.324324324,177.8809247,5.011090674,4.803671086,37.08506307,23.00034502,20.90084911,3108.340144,8749.969775,7876.258797,18.67821882,32.76756247,35.13513514,5666.771307,4838.201044,3916.998266,93.3174175,157.615265,104.9476154,21621,15978,4963,4242,925
F04,Mtf2.4,F04,Sample,52.9127776,7.590132827,2.245814618,1.770196331,0.542152345,0.163331972,555.5911286,8.298427562,4.76378079,44.35131522,29.30519211,24.29043233,4393.434125,9401.291093,9518.50543,22.40102993,38.46570886,37.36218865,5041.065461,3773.693449,4576.456038,71.64958125,112.3089303,115.3774078,24051,17716,3107,3689,2449
F05,Morf4l1.3,F05,Sample,49.6882494,6.34746922,1.355206847,0.959232614,0.300957592,0.213980029,534.2113504,8.227049043,4.564049056,41.27996631,28.73166847,23.22093788,2667.924254,7021.476272,8078.685453,16.30695444,32.33926129,39.37232525,4652.969512,3787.427109,4203.643449,71.02958141,108.7626861,113.6342194,21758,15389,4170,3655,1402
F06,Mll5.3,F06,Sample,41.07142857,5.555555556,2.945845828,1.785714286,0,0.211677545,205.0400468,5.688346224,4.54447615,40.7209869,35.48872617,25.16720427,2806.572512,5684.967071,10004.63786,26.78571429,38.88888889,38.5429529,5367.737291,4940.809334,4936.509972,85.29110925,100.1055221,124.0111675,22976,16647,56,36,5669
F07,Myst2.4,F07,Sample,51.27201566,6.200787402,1.726784344,3.489889106,0.984251969,0.153491942,549.2634387,6.365439847,4.335486081,55.69626119,29.88150196,22.43748338,3726.555639,7082.460928,8988.036924,29.38682322,52.03412073,44.39754413,4672.978831,4813.870538,4881.689792,64.1520037,106.1180754,137.1550524,22859,16482,3066,3048,2606
F08,Mta2.3,F08,Sample,34.70963411,4.835820896,2.086383602,1.242027526,0.656716418,0.219619327,157.8939725,4.822679038,3.996515495,42.35404761,26.14885125,23.83513176,3881.591312,10268.75455,9547.891062,23.73279624,41.79104478,39.97071742,5839.642229,4896.37715,4756.327077,92.11630488,140.2679033,126.2228201,24231,18007,2979,3350,2732
F09,Mta1.3,F09,Sample,29.98814698,3.527040645,2.185628743,1.066772027,0.335908633,0.179640719,129.5609042,4.633118762,4.522881415,44.34922096,31.17569705,24.19648678,4363.948041,10148.17546,8472.741331,22.08613196,42.3580786,39.49101796,5796.853628,4868.124141,4345.110251,75.33233274,126.2735443,124.6086763,26760,19719,2531,2977,3340
F10,Mll5.4,F10,Sample,42.21556886,5.014084507,2.359405301,1.077844311,0.394366197,0.258564964,291.1776983,5.22575375,4.965022433,42.49600764,27.36193049,26.60546217,4002.040998,10144.3996,9035.953119,17.84431138,37.4084507,38.5261797,5025.512665,4265.659407,4495.862579,84.15429504,132.2846099,109.8730578,23702,17514,1670,1775,3094
F11,Myst3.4,F11,Sample,45.57372427,5.117859418,1.73347779,1.381449112,0.382246762,0,387.1875709,6.618630445,4.348921213,53.65363415,36.8000647,29.67183557,4523.461795,9068.611973,9505.402694,16.92979983,35.0605224,41.92849404,6185.791301,4933.875699,4485.363798,85.20875644,129.5248792,109.4921248,28977,20808,7094,4709,923
G02,Myst1.4,G02,Sample,36.85503686,5.94488189,1.935171746,1.71990172,0.905511811,0.193517175,184.2104262,5.737133478,5.118507691,34.3739468,20.43443156,21.11849441,3705.757475,8547.236568,7963.584717,24.25412425,42.87401575,41.79970972,5507.707694,4127.491778,3925.221381,116.0412034,188.145768,155.9511299,23397,16214,2849,2540,2067
G03,Mta1.4,G03,Sample,41.842723,6.257521059,1.669449082,1.408450704,0.962695548,0.133555927,322.6964496,6.833932425,4.040778559,37.82735663,27.3039125,19.98057101,2188.98286,6541.351277,8655.509018,25.17605634,40.67388688,43.67278798,4749.210891,3990.669353,4031.473564,76.93846666,128.0492227,135.2776461,24488,17304,1704,2493,2995
G04,Mll2.4,G04,Sample,17.84603421,2.548186867,2.196053469,1.166407465,0.522704998,0.159134309,31.85899165,3.039307642,3.891670362,32.2975418,22.69541518,19.21174311,5207.180753,13123.80003,9934.38485,26.39968896,43.71120549,42.36155315,7764.300885,5902.072302,4385.332752,111.6277044,168.9333402,146.4130772,24883,18669,2572,3061,3142
G05,Nap1l1.4,G05,Sample,43.8346567,5.514316013,1.897983393,1.307800093,0.583244963,0.355871886,338.0469288,6.508409569,4.740881703,35.58999976,20.64117935,19.67542171,3372.738185,7601.388423,8738.623072,25.29191966,43.76988335,40.9252669,5523.416894,4194.586027,3764.944715,96.46562377,164.3276861,110.2637586,20796,15002,4282,3772,843
G06,Myst4.4,G06,Sample,37.86861314,4.048086359,2.183406114,1.605839416,0.417075564,0.388161087,244.8660331,4.787616101,4.687795468,41.11815482,25.71965188,20.89452452,4354.676108,10058.37912,8502.67041,22.0729927,42.93424926,43.95924309,5215.549774,4208.681573,4305.744967,91.88176497,139.1205446,124.0133433,24777,17931,3425,4076,2061
G07,Morf4l1.4,G07,Sample,51.23753232,6.720827179,1.922306768,0.849649058,0.369276219,0.200240288,518.4558456,8.097878706,5.143736607,42.62016287,32.00139032,23.55278168,3662.230728,9449.041936,8952.796487,19.8743997,39.54948301,43.17180617,5592.126769,4588.071043,4789.829631,83.35998068,121.1762064,134.2074667,21417,15525,2707,2708,2497
G08,Mll3.4,G08,Sample,58.4556962,4.569383028,1.256144184,1.493670886,0.400084228,0.163844894,828.7348658,6.49642456,4.471402359,43.58591285,29.75996945,24.51381094,2504.49819,6204.514712,9322.226948,14,37.56580333,41.83506281,4590.119692,4903.096245,4709.070535,75.67171804,107.758829,119.6561782,24388,18569,3950,4749,1831
G09,Mta3.4,G09,Sample,57.67866194,5.91775326,1.885714286,1.748606183,0.651955868,0.114285714,866.3263697,8.191849346,4.86762472,41.60409658,24.34982146,22.75280767,3477.402009,6537.662017,9578.435038,17.18195641,45.03510532,39.48571429,4144.683343,3915.054549,4505.233059,102.2976335,146.2897946,119.2617221,25444,17771,3946,3988,1750
G10,Msl3.4,G10,Sample,43.13784764,4.662298387,1.50206534,0.967351874,0.453629032,0.262861434,309.5808695,4.69585749,3.760520267,51.44308173,32.6354601,24.595723,3805.94095,10333.04434,9069.406652,20.85852479,41.38104839,43.29703342,5205.724978,4341.395133,4672.203954,78.29262544,122.8611278,134.4503894,25827,19040,3308,3968,2663
G11,Mta2.4,G11,Sample,41.62566065,5.941520468,1.19760479,4.610898487,1.567251462,0.224550898,267.1241121,5.854964508,4.058370895,60.99379446,36.24105072,28.38022131,3598.145205,9559.891257,10229.59418,23.27319118,35.62573099,37.0508982,5047.514731,4090.889118,4265.361712,95.02292886,124.2101686,119.3210433,26209,18953,5487,4275,1336
