Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
F05,Ncor1.3,96.79930796,42.8200692,7026.526868,205.3931769,694.3586034,37.71626298,2434.608193,1128.535148
F06,Ncoa3.3,98.50746269,49.47761194,8875.30173,277.3231658,132.5153158,36.86567164,1386.530792,1031.288046
F07,Parp1.4,98.50187266,60.6741573,9711.682559,558.7942519,183.0724059,26.52933833,2321.027109,1514.066361
F08,Orc1.3,99.31972789,64.62585034,10528.73479,683.8394301,137.3005388,29.40287226,2184.983031,1411.000835
F09,Nsd1.3,97.86324786,47.97008547,10291.25746,258.1347768,316.4818673,36.85897436,2055.44269,1362.267129
F10,Ncoa3.4,97.6845152,56.58465991,8815.195645,431.5658546,167.1575711,29.52243126,2031.746625,1505.661148
F11,Paxip1.4,98.55967078,56.46090535,8442.90874,407.010143,126.3072635,29.75308642,1743.245437,1545.884857
G02,Padi6.4,98.57054071,57.36482287,9869.872696,490.5241598,151.2016642,40.6463642,1657.631034,1398.218173
G03,Nsd1.4,99.03225806,51.93548387,9590.629321,389.2768398,171.7956638,30.64516129,1984.577666,1169.699613
G04,Nap1l3.4,98.691301,58.04464973,9112.704278,458.8100724,180.3865062,45.61200924,2049.069208,1691.505547
G05,Pcgf1.4,97.56944444,73.61111111,8090.7633,1129.175683,163.8401632,22.24702381,2103.767401,1337.316189
G06,Pbrm1.4,97.25239617,50.95846645,8244.897429,316.0084641,250.3521001,36.80511182,1883.568637,1372.525412
G07,Ncor1.4,98.02858551,55.54460325,9002.89627,450.2190827,361.4764472,13.79990143,2031.797065,1105.849789
G08,Ncoa1.4,98.34384858,56.46687697,8945.030406,373.8823566,173.5280462,33.59621451,1959.600245,1532.274276
G09,Padi1.4,98.61707201,53.79113019,10202.65368,352.6069423,172.1692127,28.37386743,1906.774348,1127.009047
G10,Ncor2.4,98.42931937,48.42931937,7599.184093,190.8351859,182.5045473,30.36649215,2102.107934,1182.982534
G11,Orc1.4,95.28985507,56.06884058,5555.784917,437.1792778,259.9922111,41.21376812,1828.944626,1246.773512
