shRNA,Q3,Q2,Q4,Q1,exp
Rpa3.2,-0.3568004605574193,-1.0148744782399033,-0.6999087674750938,0.2589001567176826,P15-21_rep2
Rpa3.1,-0.4306637447446974,-0.9950997687314832,-0.6815374176975678,0.29884806421010157,P15-21_rep2
Wbp7.4,-0.4312367287960773,-0.9934238507417862,-0.6810806225422598,0.29583687753656385,P15-21_rep2
Sp110.1,-0.41189823529931663,-1.0137551633657418,-0.6538788975542924,0.2610314646872225,P15-21_rep2
Smarca4.3,-0.5128445254912816,-1.0090690262691373,-0.6217349833067196,0.3525881162999393,P15-21_rep2
Tcea1.2,-0.4463297161269432,-0.884314568916262,-0.5529525545656234,-0.042846814026443296,P15-21_rep2
Sfmbt1.2,-0.41296812703712377,-0.8174890221863568,-0.5871559582302684,-0.13151988570862844,P15-21_rep2
Smarce1.2,-0.34675425528086196,-0.8731773967031203,-0.578110811818875,-0.1418035032894621,P15-21_rep2
Sirt4.3,-0.433695942535121,-0.802622991990701,-0.6306834752183476,-0.07324938917981973,P15-21_rep2
Trim28.4,-0.3802464439465289,-0.8444253852446106,-0.6361085829481194,-0.07122658947137936,P15-21_rep2
Sin3b.4,-0.32276651723598526,-0.8150790677206677,-0.8211684496495782,0.07444285600763847,P15-21_rep2
Sp140.3,-0.27535532789744843,-0.6432320202888491,-0.7080432037962837,-0.34559441779634853,P15-21_rep2
Smyd5.3,-0.31765926694109764,-0.6790370729695063,-0.6704389205571806,-0.30635405767148216,P15-21_rep2
Usp22.3,-0.30339322304171895,-0.7100941285265472,-0.6646941168463025,-0.29089910897922766,P15-21_rep2
Scmh1.1,-0.2902509137975658,-0.7198245517912635,-0.6427618591152932,-0.3178122153944942,P15-21_rep2
Zmynd11.2,-0.2611988811989628,-0.7091540842484316,-0.6638240116483172,-0.33463763223313825,P15-21_rep2
Smyd1.2,-0.17279395580867235,-0.6815020561305852,-0.7166307097239966,-0.3888943870008702,P15-21_rep2
Setd8.2,-0.3685984123927374,-0.5506850283389414,-0.7708754323665246,-0.28148919641613296,P15-21_rep2
Sirt5.3,-0.4817279422494209,-0.4641341211911069,-0.7948196793984683,-0.22642549374600923,P15-21_rep2
Smarca2.2,-0.6300813696784848,-0.2848835523133871,-0.774940086210866,-0.2716085608687789,P15-21_rep2
Trim24.2,-0.48542302127569953,-0.27708729102132645,-0.9667461690322299,-0.19787469559529636,P15-21_rep2
Whsc1.2,-0.5034521159927857,-0.3028708124530465,-0.8999915644761604,-0.23978965237726396,P15-21_rep2
Smarcd3.1,-0.5595682807278423,-0.2904721979398554,-0.8625387066722678,-0.2373448270264618,P15-21_rep2
Wdr82.3,-0.5707947895688997,-0.39789038550740724,-0.7773746940995979,-0.21949068327745463,P15-21_rep2
Suv420h1.3,-0.559625041887956,-0.37863223808442253,-0.8345382826759677,-0.18027959306100289,P15-21_rep2
Smyd4.3,-0.6634488318597294,-0.26849508684076906,-0.7687863220232035,-0.25653865844196,P15-21_rep2
Setdb2.4,-0.6437506096828841,-0.28792141619959183,-0.8115822717348434,-0.2064620992945774,P15-21_rep2
Sirt6.2,-0.602018033483482,-0.4758081115540449,-0.7626912309502095,-0.1131170686685675,P15-21_rep2
Zmynd8.3,-0.6116083956102375,-0.3984482634821688,-0.6909828808188558,-0.2770770223401879,P15-21_rep2
Sirt4.1,-0.5964820108416211,-0.3896030390616337,-0.7313803546047036,-0.25541669341828244,P15-21_rep2
Suz12.1,-0.5832076130863286,-0.46533020332985026,-0.6783677917505376,-0.2528026172391567,P15-21_rep2
Suv420h1.2,-0.5376449609066192,-0.41777238530331595,-0.7823791082072844,-0.22980983288695928,P15-21_rep2
Smarce1.1,-0.46920533910986345,-0.4305319284785354,-0.8564135429825702,-0.19872810905054805,P15-21_rep2
Tet3.3,-0.553337604266692,-0.41170118186472454,-0.8442881094280379,-0.13808899487783008,P15-21_rep2
Smarcd3.4,-0.5551523474037563,-0.47389841002944416,-0.8106772618441686,-0.10914739768763591,P15-21_rep2
Tdg.2,-0.6103910394946964,-0.43908429189811743,-0.8044212942189195,-0.09017208215551432,P15-21_rep2
Suv39h2.1,-0.8643149946511113,-0.35527572673170055,-0.6833248618405328,-0.010119564291117874,P15-21_rep2
Scmh1.3,-0.8751873777164492,-0.48522331722020473,-0.606951151435257,0.06309432519446477,P15-21_rep2
Tet1.1,-0.859612827827882,-0.4762290811974101,-0.5991774167772298,0.018007641822534403,P15-21_rep2
Usp51.3,-0.8217133469456589,-0.4612005177595784,-0.5685903403568419,-0.09276455713665512,P15-21_rep2
Ube2e1.1,-0.939668516188062,-0.3792926741788529,-0.5183686190688809,-0.08546748382534305,P15-21_rep2
Smyd3.1,-0.9103533679405997,-0.4743898471514839,-0.466911262896405,-0.07763993487141466,P15-21_rep2
Usp51.1,-0.9972992807229647,-0.5062225373427183,-0.38855654085741187,-0.004796359356845199,P15-21_rep2
Sirt6.4,-0.9924828468826518,-0.4730027823887888,-0.41838391206156983,-0.017679434168726322,P15-21_rep2
Smarcd2.3,-0.8173720603649641,-0.6330102897886029,-0.2877505096363112,-0.2121013676785579,P15-21_rep2
Usp22.1,-0.8636585191661007,-0.6431162796024915,-0.263859468647548,-0.164278202484158,P15-21_rep2
Wbp7.3,-0.8524294605504379,-0.5974656093907604,-0.22024882884738367,-0.27695300366251957,P15-21_rep2
Sirt7.2,-0.8067427926594141,-0.5135721009669454,-0.12354835896140426,-0.5084697351552534,P15-21_rep2
Setdb2.3,-0.7482196890739299,-0.4670413840525043,-0.05529392913422905,-0.6708287765095348,P15-21_rep2
Sirt4.4,-0.7875013688481955,-0.4528896272541686,-0.03540026566085734,-0.6581864901630479,P15-21_rep2
Trim24.4,-0.9309422545485209,-0.3892873633319925,-0.006980224010062321,-0.5815878676849127,P15-21_rep2
Setdb2.1,-0.9871825524205705,-0.3710356572216617,-0.0001787198245298476,-0.538418471813856,P15-21_rep2
Ube2i.1,-0.9994235507424422,-0.3378806852025342,-0.03797863395297174,-0.5247622408195655,P15-21_rep2
Sirt5.4,-0.9398216795075708,-0.3662216191271465,-0.10841740783358782,-0.5114806578383448,P15-21_rep2
Zmynd8.2,-0.9118605062140802,-0.4333831075049128,-0.1331105744155735,-0.458780651750079,P15-21_rep2
Uhrf1.4,-0.960946552428361,-0.3764454616253525,-0.1838584808089561,-0.41069133291156906,P15-21_rep2
Tdg.1,-1.0189536134031298,-0.38154243854616005,-0.14326118696707824,-0.3691827126524952,P15-21_rep2
Smyd5.2,-1.0045330599803584,-0.4026377843945933,-0.13151584401023036,-0.37689427651519936,P15-21_rep2
Ube2i.3,-0.9870895352686921,-0.446042141178529,-0.13915581394311882,-0.3477196374225863,P15-21_rep2
Smyd2.3,-0.9688871810823858,-0.43852312789129516,-0.14230601796049427,-0.3757707399826126,P15-21_rep2
Trim28.1,-0.9265061883288613,-0.5503929907606189,-0.09566423766181081,-0.3523631753546231,P15-21_rep2
Smyd5.4,-0.9215254935489645,-0.6489534085766749,-0.07486106713813362,-0.26601597826892465,P15-21_rep2
Suv420h2.4,-0.9074495747813319,-0.6491199816785991,-0.10772257976324642,-0.2538189882039335,P15-21_rep2
Tet1.3,-0.9354679815927816,-0.6295033035215513,-0.08719355481171638,-0.2593203166111801,P15-21_rep2
Tdg.3,-0.932507535972951,-0.6800801202443117,-0.011731518223532258,-0.2714862743631501,P15-21_rep2
Usp22.2,-0.9115482472227514,-0.5970262477899752,-0.1665568657061768,-0.25373302418690347,P15-21_rep2
Sirt3.1,-0.8627014460414303,-0.5505360112484331,-0.26398906820491774,-0.2741359628810397,P15-21_rep2
Suz12.2,-0.7830894713910764,-0.6595752080752711,-0.22396176421230277,-0.28756828426989484,P15-21_rep2
Trim33.1,-0.8055679923676553,-0.641239308916133,-0.26603302357478953,-0.23952413348869603,P15-21_rep2
Trim66.1,-0.8240506528226209,-0.6273854222435804,-0.25084191843106096,-0.24784489802056683,P15-21_rep2
Trim28.2,-0.8192427684448419,-0.5932220591970557,-0.29343703916695973,-0.2506280146746817,P15-21_rep2
