,,Experiment: 100U p1_1,Analysis: Analysis 1,User: Admin,Plate: 7,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:26:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C07,Ing5.2,C07,Sample,14489,1241,1296,3871,3161.61214,2478.193164,3166.758631,2350.774062,6306.804413,6316.25713,1991.09938,22.48186946,34.9537037,37.30302247,21.86523873,228.2914481,34.05773757,28.61457584,163.6620929,21.91780822,4.089506173,1.446654611,18.01279191,1.611603546,0.925925926,0.361663653,1.130447717,36.8098775,56.73055071,64.24423662,40.61541901
C08,Hdac9.2,C08,Sample,16144,1399,2643,3860,3612.465097,2926.187243,2954.627292,1628.332563,5041.488427,5363.629529,1894.755231,20.22873481,32.69012486,39.84455959,28.54780517,108.0241705,23.06610263,23.66167408,169.8044395,17.86990708,2.686341279,1.658031088,19.82862297,1.215153681,0.56753689,0.284974093,1.067348166,33.28940235,51.78423772,48.23656154,32.16134782
C09,Jmjd1c.1,C09,Sample,14931,6,9,4497,6198.136102,3107.413548,2768.648934,568.0970627,6036.502388,5046.53057,1909.233349,16.66666667,44.44444444,36.0684901,23.73675404,418.0249342,132.5333819,33.0974293,219.7044516,16.66666667,22.22222222,2.37936402,22.13050753,0,0,0.466977985,0.892359175,69.66363102,205.8240657,59.91725709,40.16477205
C10,Ing4.2,C10,Sample,13236,1776,1916,2391,3753.614716,2640.18193,2914.86646,2075.747948,6268.559077,5798.945353,2121.638249,21.95945946,33.19415449,36.30280217,21.09264498,129.508333,25.13806651,28.59158374,206.5628276,14.97747748,3.027139875,1.714763697,21.18104668,1.182432432,0.417536534,0.334588038,1.255304102,40.15748554,60.50750284,66.00987538,44.06413121
C11,Ing2.1,C11,Sample,12062,2094,2589,1405,3308.950333,2484.886914,2880.097224,1466.640909,4563.678267,5415.567736,1722.62277,23.30468004,33.56508304,37.58007117,23.66216845,138.0405206,31.12351759,29.99307891,190.9852802,16.80993314,3.398995751,1.352313167,19.89297348,1.623686724,0.579374276,0.427046263,1.651931131,50.7870792,115.4021086,67.32392727,44.22982936
D02,Hdac8.2,D02,Sample,14999,3024,2944,1830,4417.77101,3101.216251,2817.346367,2358.692996,5612.332676,4469.799868,1622.61575,32.24206349,46.5013587,39.83606557,28.5687904,91.96169295,24.17506843,27.89180414,197.1381164,13.16137566,2.34375,1.584699454,22.19759926,0.42989418,0.441576087,0.218579235,1.0710988,36.24562752,58.0674953,43.14733619,32.48517439
D03,Jmjd1c.2,D03,Sample,14044,2053,2925,2005,4051.480333,3215.885431,3018.645244,2338.854697,6602.863488,4525.755562,1602.464144,29.56648807,44.03418803,45.0872818,29.80677253,183.4987294,32.204525,28.03836509,182.47673,21.91914272,3.829059829,1.845386534,20.83413048,1.412566975,0.820512821,0.149625935,1.262674574,39.5351866,72.39580698,51.04811694,34.93079102
D04,Ing4.3,D04,Sample,16422,2424,3749,2362,3519.509025,2761.266502,2909.272153,1491.87597,3143.689636,4970.11931,1796.625092,24.38118812,42.19791945,41.53259949,30.21800948,363.2293431,43.23727049,33.99912496,219.3674046,35.27227723,6.108295545,2.201524132,23.07109005,0.99009901,0.720192051,0.254022015,1.478672986,35.60724898,44.68941689,52.68350439,36.12384747
D05,Hira.1,D05,Sample,13138,2931,3196,1381,4782.4835,4144.003774,3356.284943,2550.481694,7059.0603,5285.791378,1716.663837,20.9143637,29.16145181,45.3294714,30.62702973,183.6549197,25.54604701,31.403137,208.5768197,22.38143978,3.973717146,1.375814627,22.3082688,2.592971682,1.032540676,0.072411296,0.949288034,35.97996856,54.4134067,54.28322243,38.38759492
D06,Hells.2,D06,Sample,12779,3891,3061,1170,4486.729629,3377.418807,3054.337933,2078.026694,5400.993801,5371.270574,2023.567743,26.29144179,42.86180987,39.31623932,27.40673887,191.3455709,37.57472476,31.71151451,199.9137346,21.43407864,3.397582489,2.051282051,21.60048135,1.028013364,0.457366874,0.512820513,1.052948255,48.2479631,76.67411597,57.0502472,41.76145812
D07,Jmjd1c.3,D07,Sample,14220,8,16,4566,3563.922347,4367.032494,3123.138528,1835.57946,7880.880099,6206.666802,2130.354176,25,31.25,39.04949628,24.2568371,96.86470131,71.02382463,35.1588785,215.8489024,25,12.5,3.066141042,23.48394768,0,0,0.284713097,1.236623068,55.10302171,178.8468928,60.78941911,41.16210377
D08,Ino80.2,D08,Sample,12595,2044,2447,2145,3685.530598,3401.66065,3317.252279,1627.205163,4920.053773,6656.0681,2271.392058,28.76712329,35.34940744,40.65268065,26.29671574,184.5415363,29.85589603,35.36068163,242.7100591,21.33072407,3.473641193,1.491841492,23.7599094,1.712328767,0.939926441,0.13986014,1.109852775,34.15990453,39.57721764,62.19431578,42.84756558
D09,Hltf.2,D09,Sample,11259,1772,2312,2074,3730.084455,3161.073517,2897.367836,3159.432085,7266.241057,5941.89316,2127.184926,17.88939052,31.74740484,34.23336548,22.5,311.7939405,39.79694316,35.765627,254.7306936,32.50564334,5.233564014,1.735776278,24.94897959,2.934537246,0.908304498,0.482160077,1.428571429,50.03747139,82.37803853,66.73846497,43.79316733
D10,Hdac7.3,D10,Sample,12970,647,825,3488,4033.563627,2847.715718,2837.730405,2081.709685,6010.268278,5946.993096,1967.112497,19.62905719,34.54545455,34.08830275,22.85139889,118.0005236,32.82663466,41.76801287,236.8245797,15.30139104,4.121212121,2.809633028,22.86815212,1.854714065,0.96969697,0.344036697,1.50779025,48.76558056,73.37568756,72.34851896,48.61907555
D11,Jmjd4.2,D11,Sample,10960,2055,1970,1505,3543.244174,2622.319484,2952.006446,2297.929978,6356.760721,5819.262565,1963.450714,20.53527981,31.97969543,30.16611296,22.94246176,195.5765137,37.54138414,41.18567934,263.3953285,20.1946472,3.248730964,2.19269103,23.81646031,0.729927007,0.456852792,0.598006645,1.723719349,42.02754624,68.22089771,70.52915013,40.86387408
E02,Ing2.2,E02,Sample,16149,1028,1019,3179,4408.782484,2505.999998,2987.833102,2016.652105,4642.588866,5128.203669,1960.585027,19.74708171,36.31010795,35.04246618,25.94576117,163.0032504,24.38916543,29.12692845,163.6522987,22.27626459,4.514229637,2.264863165,18.93801276,1.167315175,0.392541708,0.251651463,1.242023701,40.85500107,56.77699645,48.62448873,34.75883514
E03,Ing3.2,E03,Sample,14493,3982,2815,1434,4177.961859,3187.799843,3461.049519,2063.982323,5816.047005,5501.803722,2164.566932,26.31843295,39.28952043,41.35285914,29.88844454,321.4782607,38.98217698,30.247806,218.5089081,31.59216474,5.150976909,1.743375174,23.04777941,1.356102461,0.959147425,0.418410042,1.11555462,37.38084335,53.22036561,44.71811019,33.71029361
E04,Hdac7.4,E04,Sample,14891,3019,2918,2241,4611.638257,3242.641571,3286.910731,1965.159706,6762.622669,5854.8595,2028.697446,28.68499503,39.7875257,43.2842481,28.5935384,164.3674937,32.94560017,35.03560393,211.0024789,18.08545876,2.981494174,1.561802767,21.78371058,0.828088771,0.274160384,0.178491745,1.044689495,38.29578239,55.80336395,47.25753892,35.25834034
E05,Jarid2.3,E05,Sample,14008,4055,3359,1174,3686.717394,2618.373726,3352.322351,2483.279452,6049.530938,5718.192943,2008.458473,29.51911221,41.14319738,36.88245315,25.98522167,243.3356424,29.80404819,30.23609527,239.3791805,24.5622688,3.453408753,2.470187394,23.37438424,1.40567201,0.535873772,0.340715503,1.57635468,37.89502917,56.94980762,49.57519436,32.87116249
E06,Ing5.3,E06,Sample,10846,3068,1856,1203,5504.144635,3844.633132,3287.124345,2447.570119,6485.452515,6183.528022,2242.820897,19.94784876,36.74568966,31.67082294,22.98507463,271.5989518,44.69073189,33.51137468,230.8254175,24.57627119,3.933189655,1.330008313,21.57394844,1.10821382,0.808189655,0.581878637,0.92265943,48.34449238,72.23613597,58.10592439,42.98607685
E07,Hira.2,E07,Sample,13454,2366,2144,2180,3970.975987,3281.496512,3243.107367,1769.795335,4844.322973,6322.49792,2034.279633,25.23245985,37.91977612,37.79816514,26.04112666,248.5380671,41.70292645,35.98446472,246.7519735,26.79628064,4.524253731,1.697247706,21.89390012,1.098901099,0.932835821,0.412844037,1.105927078,40.9883307,56.90533555,55.28987857,42.6731219
E08,Hdac8.3,E08,Sample,11168,1171,1546,2446,3674.444883,2771.34783,3260.065742,2362.355744,6825.907035,6208.130747,2101.970664,24.5089667,36.67529107,38.06214227,28.32750463,237.404384,40.12590254,33.84684044,218.0062417,25.44833476,4.333764554,1.921504497,21.37420284,1.70794193,0.388098318,0.449713818,1.19317013,43.05436869,75.30643352,62.07995681,40.13996309
E09,Jhdm1d.3,E09,Sample,11369,3636,4103,727,3519.978617,2441.114222,3078.338071,1971.111287,5524.766141,6451.69847,1883.229036,18.06930693,31.85474043,34.25034388,22.06424434,165.2182747,33.79813775,24.06806817,211.0087061,19.55445545,2.412868633,0.550206327,21.43233281,2.227722772,0.365586156,0.275103164,1.790416008,44.61060939,78.44846513,55.95689471,35.90827669
E10,Ino80.3,E10,Sample,15292,3209,3420,2077,3706.403625,2909.057558,3072.017773,2521.219842,7980.709159,6636.869292,2110.741719,29.32377688,33.62573099,36.30235917,26.38230648,81.82642603,27.50770204,27.13136576,191.3320593,10.81333749,1.695906433,1.396244584,21.26777251,0.311623559,0.497076023,0.38517092,1.125592417,38.6312367,61.88315605,62.94742443,40.48409486
E11,Hltf.3,E11,Sample,9361,2993,2544,502,3985.486528,2807.867148,2749.654796,2119.141693,6159.956769,5349.360022,1807.95283,26.3280989,37.38207547,38.24701195,27.12433989,162.6024062,34.98596959,30.99783824,241.5838624,17.97527564,2.633647799,1.992031873,22.89966395,1.236217842,0.589622642,0.398406375,1.152184349,45.92396111,69.09849634,48.85681516,37.15694846
F02,Hdac9.3,F02,Sample,15126,1019,1339,4213,3966.629571,2941.690303,3143.202591,2233.221248,5922.372539,5680.789918,1834.027438,29.14622179,46.67662435,43.93543793,29.9970033,101.9183177,21.67666107,24.8384764,156.8161157,16.68302257,2.240477969,1.78020413,19.19388672,0.490677134,0.448095594,0.284832661,0.928978124,32.42535412,54.78451323,49.71730182,32.37250693
F03,Jmjd4.3,F03,Sample,13493,3195,3349,1517,4496.645168,3099.314681,3130.419544,1936.649787,6419.769173,4898.819231,1693.3659,27.98122066,42.63959391,40.40870138,27.65606596,100.8669603,25.74629945,22.68722518,154.6417951,13.8028169,2.717229024,1.911667765,17.97408716,0.782472613,0.298596596,0.527356625,1.107184923,36.87021356,62.84189221,46.99216469,33.63727534
F04,Ing5.4,F04,Sample,20299,2958,3125,4097,3384.937433,2701.907136,3343.184302,1486.032825,5182.015979,6197.155307,2135.81541,20.41920216,37.088,40.12692214,27.41640543,238.7505213,28.4027777,29.03624851,209.4421203,28.32995267,3.872,1.928240176,22.27011494,1.487491548,0.736,0.439345863,1.149425287,35.40287155,57.99807105,53.58305273,38.47139033
F05,Hira.3,F05,Sample,13628,1962,1698,2837,4036.910768,2741.995734,3300.303397,2482.086882,5224.360443,5600.655582,1822.79133,31.60040775,48.99882214,43.95488192,30.76646276,104.8838127,39.55109635,30.10974175,191.0192205,12.7930683,3.415783274,1.762425097,21.17668226,1.376146789,0.294464075,0.17624251,1.169485426,46.25406227,59.38581146,52.44074015,36.86634421
F06,Hells.3,F06,Sample,13130,1358,2403,2874,4163.315128,2535.056511,3105.491777,2030.194565,5912.713237,5261.396784,1774.858072,26.5095729,40.65751144,39.21363953,26.93449436,135.3280758,27.43395765,26.80394211,180.9940535,17.23122239,3.454015814,1.391788448,20.1860281,0.368188513,0.624219725,0.208768267,0.771818722,41.77759249,69.09421559,53.96027859,37.43113517
F07,Jarid2.4,F07,Sample,17858,4381,6111,1871,4492.801441,3810.63488,3155.142795,2309.49578,6119.611749,5189.357183,1756.631526,33.55398311,43.49533628,43.29235703,29.546065,112.0401131,27.92026776,26.36873742,155.3760242,14.28897512,1.76730486,1.496525922,17.19043782,0.59347181,0.360006546,0.213789417,0.88638195,39.01032977,65.42163132,55.69059003,36.29026879
F08,Ing3.3,F08,Sample,12420,794,1332,3684,3669.220321,2803.465003,3276.985158,1850.933564,7179.20499,6010.909851,1869.988924,24.30730479,39.71471471,42.48099891,28.57662243,150.889095,32.31353159,30.99878143,182.3570514,19.89924433,3.078078078,1.764386536,20.48718415,1.259445844,0.600600601,0.298588491,1.017996728,36.43291997,73.15338609,61.68596394,38.17627033
F09,Ing2.3,F09,Sample,10058,1953,2212,1362,3111.154122,2054.108025,2886.150921,2233.157186,5325.805912,5404.330771,1817.481498,17.20430108,25.45207957,31.49779736,19.94840929,317.0521312,35.4429779,34.94741339,263.4716069,31.23399898,4.430379747,1.321585903,24.82086558,2.764976959,0.813743219,0.440528634,1.519059903,43.43579107,58.7164796,60.86510031,40.44574703
F10,Hells.4,F10,Sample,11080,1240,2055,2146,4131.684474,2814.51931,3082.169632,2426.384356,7454.364178,6937.267723,2087.951673,24.75806452,35.37712895,33.45759553,21.01397773,157.0772372,31.12002421,32.64971962,209.6649175,18.14516129,2.96836983,1.957129543,21.9379294,0.967741935,0.389294404,0.37278658,1.350390903,42.56769954,79.75426047,70.68514984,42.22024569
F11,Jhdm1d.4,F11,Sample,14032,3875,4144,1145,3907.258758,3009.846976,3197.585622,2615.384557,7734.831778,6668.525742,2113.509581,18.83870968,32.48069498,39.82532751,24.4107288,163.3834963,34.93060062,34.95583284,206.4346125,17.85806452,2.461389961,1.746724891,21.89108643,0.593548387,0.386100386,0.524017467,1.869412083,46.9528581,82.04831488,74.96953309,46.59364918
G02,Ino80.4,G02,Sample,16625,4395,2852,1795,3997.465218,3206.183452,3035.110348,2438.590004,6155.012514,6179.432447,2023.531243,30.87599545,41.30434783,43.34261838,31.59663866,94.20757383,21.36102793,22.28500021,130.4747316,14.08418658,3.050490884,1.615598886,16.35294118,1.092150171,1.437587658,0.61281337,1.176470588,38.63732555,52.51813485,49.25267834,31.70077778
G03,Ing2.4,G03,Sample,18624,2614,3625,3067,4166.510186,2895.817998,3180.438592,2525.037667,6222.291897,5890.198799,1937.236293,27.50573833,38.89655172,45.12552983,31.25983126,201.2323499,29.68309024,26.52757566,147.1873328,25.74598317,3.889655172,1.858493642,17.2029172,0.956388676,0.386206897,0.260841213,0.843700844,38.21018189,62.82240695,52.3808365,32.77483437
G04,Hdac8.4,G04,Sample,20099,5186,4428,1944,4050.454405,3101.001388,2920.686396,2127.972429,5339.27493,5792.87942,2086.664133,30.13883533,42.81842818,48.09670782,33.01756803,159.6562401,30.17763915,22.7712012,174.0478094,20.74816815,3.726287263,1.080246914,20.20323803,0.520632472,0.293586269,0.205761317,0.826730968,31.54447821,49.03010603,40.49043687,30.46761577
G05,Jmjd4.4,G05,Sample,17075,3162,3136,2516,4786.019365,3469.699571,3091.395742,3282.865359,9105.905684,5928.021745,1998.963082,29.66476913,42.76147959,44.71383148,28.30246914,92.98226341,25.24156359,26.02658388,184.3447243,13.21948134,2.710459184,1.947535771,21.17283951,0.600885515,0.223214286,0.19872814,0.987654321,42.65291734,78.60035231,46.85240547,32.83333849
G06,Jmjd1c.4,G06,Sample,15816,2967,3778,1796,3760.254719,2286.167039,3047.945557,1914.13886,5063.522865,6056.337841,2072.066882,22.34580384,33.66860773,36.46993318,26.73699527,264.324334,30.41767962,29.16862826,190.8002548,27.1991911,3.202752779,1.726057906,19.55256457,1.415571284,0.555849656,0.278396437,0.909421608,41.17795901,59.51823445,57.08072985,37.92817715
G07,Hira.4,G07,Sample,10890,2945,3237,751,4267.980785,2784.770489,2800.104358,2515.133544,6021.711334,5178.559803,1682.430592,25.29711375,43.40438678,37.15046605,27.32240437,107.6957304,25.47931001,26.08600665,171.4957495,15.65365025,2.533209762,0.665778961,18.69633099,1.086587436,0.46339203,0,1.053864169,45.51795851,72.41098442,55.2841462,35.25275772
G08,Hdac9.4,G08,Sample,15600,10,8,4471,2545.250293,1116.890689,2501.601116,2326.956864,6854.634983,6262.309106,2187.81267,40,25,38.20174458,24.61151737,193.3579005,127.9586772,30.87096079,157.0705395,20,0,2.818161485,18.30438757,0,0,0.402594498,0.788391225,31.84145456,68.2146072,49.45929942,32.81605757
G09,Ing4.4,G09,Sample,9078,2121,1709,1161,4247.489681,2880.710721,3229.289928,2508.061145,5611.807319,6063.104242,2069.391994,30.26874116,44.0608543,40.56847545,24.43146896,161.7400989,30.26808885,29.2218634,182.183745,20.27345592,3.335283792,1.20585702,19.36078672,1.603017445,0.81919251,0.172265289,0.86047941,42.34624149,59.3812621,60.44394234,41.30585307
G10,Hltf.4,G10,Sample,8417,1264,1789,1274,4473.652988,3546.371354,3182.886895,3098.778878,7905.509004,6472.022117,2004.706864,24.05063291,40.30184461,35.47880691,26.47058824,179.4961464,33.264274,35.61306499,169.4842388,18.03797468,2.794857462,2.119309262,18.30065359,0.553797468,0.335382895,0.156985871,0.816993464,48.36765501,78.97532317,66.01556426,40.85631393
G11,Ing3.4,G11,Sample,11248,1439,1767,1718,4213.597588,3114.960551,3137.71162,2927.164398,7082.833206,5483.604218,1858.965916,23.55802641,36.10639502,38.76600698,25.8546169,196.4320374,37.31190602,39.13097764,232.648266,20.22237665,3.678551217,1.746216531,22.71119843,3.266157054,0.565930956,0.640279395,1.493123772,62.39287396,96.27878972,72.53277859,48.7833664
