Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
D06,,2978.429697,7996.212717,34.34714211,19.32551046,2.621919245,0.314630309,71.44782897
D07,,3359.06244,7498.158324,34.33048433,24.29707068,4.131054131,0.427350427,91.62954394
D08,,862.5992359,6900.46627,45.23809524,24.63527881,4.761904762,2.380952381,61.50516406
D09,,3061.053847,6613.845656,36.8852459,20.28064092,2.213114754,0.573770492,62.85524793
D10,,3145.186745,7616.814512,36.61784288,15.46004653,1.464713715,0.22192632,58.63101714
D11,,3239.467709,6346.599499,34.13173653,13.70887094,1.646706587,0.149700599,65.1386179
E02,,2962.230067,6152.918096,29.14798206,16.57111741,5.381165919,0,74.55403896
E03,,2886.513254,6489.258958,35.34883721,27.07956928,4.96124031,0.465116279,64.01686545
E04,,3513.138342,8686.430745,37.67560664,20.39646748,2.745849298,0.510855683,93.34115195
E05,,2803.23871,4527.293366,33.56890459,28.92681147,6.007067138,0.706713781,76.66034146
E06,,2482.865116,7651.36504,31.02625298,21.23510388,4.77326969,0.715990453,71.81375732
E07,,2622.618966,6136.940624,33.4622824,19.61013521,3.868471954,1.160541586,75.67283077
E08,,2848.755826,4192.861189,37.53375338,17.649441,2.790279028,0.720072007,59.26350496
E09,,2151.447306,6040.834545,30.78651685,21.64426261,3.29588015,0.524344569,39.07837815
E10,,1845.084087,5267.163666,43.5483871,22.71827256,5,3.064516129,42.64549242
E11,,3052.765278,7649.097469,38.50818678,12.5026454,1.455427532,0.424499697,70.4301452
F02,,2564.664876,7061.336293,28.66666667,17.79406977,2.266666667,0.133333333,71.96471707
F03,,2861.966753,6934.448236,31.06382979,21.62840835,3.120567376,0.283687943,63.77805866
F04,,2715.803182,9116.443005,28.30188679,26.58552895,3.773584906,0,94.06919511
F05,,3096.640999,7511.214092,32.98662704,30.53726908,3.714710253,1.040118871,76.1317774
F06,,3135.975051,7997.004871,29.14171657,28.42569986,4.590818363,0.898203593,90.54492067
F07,,1995.660033,5403.164768,25.17564403,20.7460114,1.990632319,0.351288056,49.88416644
F08,,2675.2553,5074.908057,35.17615176,23.90916749,2.384823848,0.27100271,48.98249821
F09,,3018.744176,6838.988247,32.70547945,16.15548519,2.311643836,0.342465753,69.09552312
F10,,2890.984801,6712.523594,24.10501193,17.69947714,2.863961814,0.397772474,70.40446518
F11,,2785.163486,4537.859924,35.99160546,14.61043865,1.259181532,0.314795383,53.43345476
G02,,1402.601432,2547.43661,40.54054054,29.90940746,9.009009009,8.558558559,56.26103317
G03,,3396.766902,5926.313937,33.83668904,22.3121666,3.41163311,0.447427293,69.52291519
G04,,2665.842431,8921.458702,26.41843972,21.32170322,3.191489362,1.063829787,65.03831152
G05,,2849.57742,8274.05842,30,22.23606187,3.193277311,0.504201681,68.21289747
G06,,2898.566941,7731.929915,27.60180995,27.98928459,2.262443439,0.678733032,75.93165186
G07,,2653.963162,7242.279908,34.24947146,20.34288588,2.889358703,0.704721635,79.87132767
G08,,3214.626164,8898.393602,33.82838284,18.44305053,1.650165017,0,64.30083558
G09,,1449.753169,6263.655951,31.38736264,20.26714411,2.884615385,0.549450549,54.92044033
G10,,2699.870667,6945.81004,33.92504931,16.23921528,1.57790927,0.394477318,74.79196327
G11,,2992.086413,7744.193999,20.85201794,22.34367366,3.139013453,0.224215247,74.41324129
