Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
E10,Ercc5.3,4798.521574,2876.307172,19.57671958,78.50683095,12.16931217,0.925925926,54.00505887
E11,Elp4.3,5121.063289,3219.377933,26.5771028,89.70740682,12.00350467,0.58411215,51.09969407
F02,Ehmt1.3,4433.841414,2191.142901,13.01587302,89.61248652,15.23809524,0.634920635,47.30852113
F03,Fbxo44.3,4175.806226,2384.983812,17.24787936,100.5683344,15.92836946,1.036757776,46.29139375
F04,Epc2.4,3955.064075,1973.19095,18.55851331,163.9814971,22.62682069,1.757910598,42.81492322
F05,Elp3.3,1528.230008,662.033969,33.33333333,167.9974318,30,0,34.73765516
F06,Ehmt2.3,4095.326045,2235.50963,20.9492635,126.5239738,20.1309329,1.47299509,43.44369361
F07,Ezh1.4,3754.200409,2381.275308,26.66165978,105.9915424,16.89823507,0.75103267,36.23459429
F08,Ep400.3,3582.6146,1751.851879,50,46.25696604,28.57142857,7.142857143,114.3004263
F09,Ep300.3,2026.196702,1390.854292,23.54211663,386.644913,36.60907127,2.159827214,33.3473537
F10,Ehmt2.4,4434.181089,1757.537775,21.1922699,67.80969892,10.21945627,0.851621356,52.73422942
F11,Ezh2.4,5776.368827,3629.773756,23.86332323,64.20598678,8.266740149,0.854229815,51.93739262
G02,Ercc5.4,4420.627199,2402.927553,21.98870765,102.8160881,15.93475533,2.132998745,36.01502635
G03,Ep300.4,3192.124505,2718.189741,9.090909091,137.5750012,18.18181818,0,56.76917558
G04,Eed.4,7779.607586,2235.19775,28.08013356,42.33568209,4.941569282,1.803005008,42.9241195
G05,Fbxo44.4,5213.053892,2574.061197,17.92332268,73.50397227,9.45686901,0.511182109,45.25361245
G06,Fbxl19.4,4844.821862,1947.823067,19.52095808,103.5441881,16.04790419,1.916167665,40.82440221
G07,Elp3.4,5147.499108,2439.642856,21.3700991,86.97673798,13.31322706,0.603188281,57.24192492
G08,Ehmt1.4,4956.168833,2787.730779,17.9245283,68.44988632,8.490566038,0.314465409,45.59215758
G09,Epc1.4,4834.35522,2454.711814,16.96998346,55.84056571,6.759631293,0.354526117,49.46964574
G10,Elp4.4,5153.802323,2105.997913,21.13709308,104.7851511,14.51933364,0.764175455,52.61862258
G11,Ep400.4,4224.809472,503.4259544,15.17925248,211.5714628,31.04500381,3.051106026,67.47121608
