Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
E02,Gtf3c4.2,3796.876673,1678.066237,21.23451424,102.5116695,13.84481634,1.238861117,63.81958405
E03,Hat1.2,3810.673445,1940.833675,18.60632184,141.561018,19.14511494,1.903735632,55.22421157
E04,Fbxw9.4,4311.489016,2276.934182,19.24873855,81.9355918,12.01644552,0.635395253,55.47013168
E05,Hdac2.3,4552.592267,1940.645718,17.57354355,140.2444829,20.36146895,0.942126514,52.79385138
E06,Hdac1.3,3404.875346,2314.54565,20.43435341,185.2707895,23.988154,3.455083909,78.11459161
E07,Gtf2b.2,4118.977771,864.8795454,24.61964039,476.4459696,40.66390041,17.98063624,103.9013115
E08,Fkbp1a.3,3392.658526,2103.252344,20.05735795,89.62176181,12.99516042,0.932066679,43.28491504
E09,Hdac3.3,3307.402829,3589.799363,18.28073993,96.33768253,14.47225245,0.725426188,45.49168245
E10,Hdac10.3,3503.784781,1858.528442,17.57322176,142.2135347,20.37656904,1.213389121,44.77163727
E11,Gtf2f1.3,4527.51365,2392.51449,21.31941856,77.96773753,13.30600075,0.745434215,56.20571421
F02,Gadd45a.3,3999.570918,1390.50009,20.471597,96.09760528,9.699892819,0.803858521,67.31296601
F03,Hdac6.3,3873.056888,1456.018057,21.1815562,145.6114138,18.73198847,0.576368876,51.76805899
F04,Hdac1.4,3010.47249,1277.689399,17.83010934,113.5843723,14.80235492,3.280067283,69.25105828
F05,Gtf2b.3,4107.044091,1781.705386,26.83233721,124.2479609,16.42025794,0.692041522,45.23898179
F06,Gadd45b.3,3804.892687,1669.982502,20.70063694,305.0968658,33.59872611,2.786624204,54.92091217
F07,Hdac2.4,4661.493813,1750.08144,18.57973676,160.8111239,21.70186716,1.591674319,54.41957137
F08,Hat1.3,3442.46563,1142.671951,25.07708119,134.6734682,18.68448099,0.801644399,54.55353785
F09,Gtf3c4.3,3289.669729,1481.53559,22.2962963,169.757643,22.33333333,1.740740741,44.73558394
F10,Gadd45b.4,4005.415016,2146.445109,13.75182482,212.3052228,25.40145985,1.197080292,47.23592743
F11,Hdac3.4,1927.986782,4773.845063,12.76794035,100.4162417,16.02982293,0.838769804,42.34688241
G02,Hdac10.4,3648.265737,2513.621683,27.56410256,83.8352244,8.974358974,0.854700855,68.33639421
G03,Gtf3c4.4,4166.144559,1504.775247,27.11482792,206.8153266,22.93341911,1.029269862,64.58328249
G04,Fkbp1a.4,4592.874701,1890.051322,22.95719844,84.59123705,10.89494163,1.167315175,62.23124913
G05,Hdac6.4,4255.501788,2272.073868,19.95495495,174.1921121,21.89189189,0.900900901,50.59518837
G06,Hdac4.4,4383.234827,1694.60837,28.2786229,124.6651877,16.4131305,1.072858287,49.58288941
G07,Gtf2b.4,4331.548461,1807.846502,25.07082153,86.62702622,11.04815864,0.708215297,52.70635467
G08,Gadd45a.4,3759.449405,2043.612339,20.62289562,118.3856836,17.17171717,1.178451178,46.49362194
G09,Hcfc1.4,3603.20811,1262.709306,13.93258427,303.3602123,35.50561798,6.516853933,51.9404875
G10,Gtf2f1.4,3121.358897,6168.186202,33.64917396,27.74860047,1.943634597,0.340136054,69.48250697
G11,Hat1.4,2757.830519,6984.363572,28.04764129,28.08955018,2.522185894,0.233535731,65.23397131
