,,Experiment: 100U p1_1,Analysis: Analysis 1,User: Admin,Plate: 4,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:22:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,
B11,Dnmt3b.1,B11,Sample,13057,2388,1940,1639,3770.12057,2588.415858,2971.511269,2319.4035,5774.248591,5698.794342,2014.500094,12.35343384,25.46391753,27.82184259,14.93658211,110.35125,20.02590302,22.61575531,147.4614356,15.49413735,2.010309278,1.708358755,17.97396529,0.963149079,0.360824742,0.305064063,1.218291055,36.18618493,46.31242888,57.79657986,37.69529447
C02,Dnmt3a.2,C02,Sample,14486,1402,1686,3095,4180.751695,2662.170407,2847.825333,2122.25564,7372.901991,6115.529133,1917.443674,9.843081312,23.1316726,23.00484653,12.7843828,76.82557003,23.92504043,23.12937567,107.1152767,17.68901569,3.855278766,2.778675283,18.61147806,1.355206847,0.889679715,0.872374798,2.040217232,37.04888162,70.28728577,59.33678005,38.21254547
C03,Chd6.1,C03,Sample,8778,960,958,1864,4863.210112,3402.816643,3289.731552,2071.998955,6876.786541,6627.702771,1879.765801,18.02083333,33.19415449,33.15450644,19.41026236,66.19027732,22.4826657,19.8689301,96.22791396,13.4375,2.922755741,1.877682403,15.18458324,0.208333333,0.626304802,0.375536481,0.882284653,39.82560864,66.57236511,61.98571108,39.16685859
C04,Chd3.2,C04,Sample,8537,604,528,2088,4852.797212,3255.605831,3200.730253,2312.177002,7464.956903,6218.38714,1887.554897,17.8807947,29.92424242,34.77011494,20.49786948,86.66162183,23.51477655,22.54078288,110.3678422,15.23178808,4.545454545,2.490421456,16.05741198,0.993377483,1.325757576,0.431034483,0.784929356,45.76511798,82.04990879,63.05499683,40.79467289
C05,Dnmt3b.2,C05,Sample,8280,1144,1372,1377,3949.67782,2845.237396,3480.83829,1908.759376,5045.621481,6137.343844,1966.83822,11.01398601,24.63556851,33.26071169,17.30716063,77.64941909,22.23643605,24.10726768,134.8116174,12.67482517,4.227405248,2.106027596,18.71716892,0.524475524,0.364431487,0.290486565,1.52059718,34.3476907,48.36268047,55.34058315,37.45225592
C06,Dnmt1.1,C06,Sample,10331,1885,1829,1641,4275.412088,2743.044746,3303.496172,2049.872125,6320.759458,6375.840441,1934.878145,10.55702918,25.80645161,24.68007313,13.62518446,103.5243429,21.06455825,22.75899935,133.3844679,16.28647215,3.553854565,2.010968921,19.65076242,1.326259947,0.437397485,0.243753809,1.7461879,35.20624924,60.21153689,53.21028742,35.0884979
C07,Dmap1.2,C07,Sample,8684,799,755,1889,5932.972612,4575.671747,3548.995769,1078.387845,11033.5534,6567.286096,2057.267656,17.89737171,32.45033113,32.13340392,18.03020059,179.9896716,26.23053091,27.20513325,135.3169451,29.03629537,7.284768212,1.905770249,19.13455037,3.003754693,0.927152318,0.21175225,1.036736534,49.23226853,110.9552872,58.89819021,38.05023037
C08,Chd5.2,C08,Sample,9795,751,867,2336,5029.980182,3375.017326,3114.01546,2401.514096,7319.434263,5996.594017,1938.585515,17.57656458,30.79584775,30.00856164,17.65697429,104.1045582,26.75994213,24.21042873,149.9411064,15.84553928,5.074971165,2.09760274,20.71217868,0.932090546,0.92272203,0.342465753,1.559207754,41.7798163,77.67828013,58.79119286,37.30860987
C09,Dnmt3l.1,C09,Sample,9967,1596,1359,1710,4787.728594,3299.145176,3333.164511,2029.819104,6165.024295,5626.67622,1828.351703,14.84962406,30.83149375,33.62573099,19.07980244,94.01187567,20.84350508,23.99204169,158.3095058,14.47368421,3.605592347,1.754385965,20.45749935,1.065162907,0.588668138,0.292397661,1.767611126,32.44957948,50.87627202,57.58788019,36.35820438
C10,Cxxc1.2,C10,Sample,10007,12,18,3061,4136.003411,2126.141119,2985.672838,5426.234161,2764.829472,5915.328613,1941.366145,25,38.88888889,29.82685397,16.33084173,54.80059154,36.08329896,21.49253125,130.4073834,8.333333333,11.11111111,2.580855929,18.31329217,0,5.555555556,0.359359686,1.202469938,49.19570475,37.33833865,55.50197533,35.29476008
C11,Crebbp.1,C11,Sample,13721,2218,1876,2166,4036.864482,2345.576531,3437.52825,2054.869965,7058.212044,6542.990736,2221.289446,22.13706041,31.76972281,32.87165282,17.73700306,321.3665434,33.58097593,24.32048698,162.9739958,33.0477908,5.277185501,1.708217913,19.99660211,2.344454463,0.799573561,0.369344414,1.444104655,45.64212538,63.6859192,62.91356956,43.05916348
D02,Chd4.2,D02,Sample,9529,853,1067,1886,4558.471159,2663.53564,3132.791507,2959.284819,8103.242625,6114.477753,1798.55498,17.93669402,34.39550141,29.69247084,18.20728291,47.88396624,22.20622246,24.34420861,86.04633391,10.1992966,2.530459231,2.704135737,12.90670114,1.289566237,0.562324274,0.636267232,0.711053652,51.79571525,72.8844533,74.1798904,47.9493447
D03,Dnmt3l.2,D03,Sample,8895,1992,1543,1056,5192.030938,3638.501144,3448.435091,1780.793371,5776.808655,6792.403042,1997.612566,14.15662651,31.23784835,34.94318182,20.07248397,128.2790432,28.26086906,21.55160748,109.8650105,21.38554217,5.379131562,1.515151515,16.69919152,1.40562249,1.360985094,0.378787879,1.170894898,49.03300809,80.3191007,71.50734292,46.18763913
D04,Cxxc1.3,D04,Sample,9027,822,958,1928,3223.441207,2199.772132,3417.706751,1824.249594,4798.257893,7000.170941,2102.054325,15.08515815,28.81002088,34.02489627,18.68107135,131.1051894,31.32848657,24.45150575,144.1857434,15.93673966,4.279749478,2.178423237,20.95431015,1.703163017,1.14822547,0.570539419,1.282916948,48.00057011,61.84420719,59.88536923,41.06029749
D05,Chd8.1,D05,Sample,12332,2070,2536,2031,5610.62076,4212.694047,3457.877219,2815.268281,8795.641885,6700.987314,2017.355583,18.59903382,35.41009464,33.33333333,20.28238458,101.0074707,19.14524739,18.35793772,151.0244277,16.37681159,2.760252366,1.72328902,23.01658449,0.628019324,0.197160883,0.492368291,1.255042582,45.96712758,103.4507119,57.53874124,37.18018208
D06,Chd6.2,D06,Sample,8776,991,944,1912,5046.889636,3433.254647,3664.567156,2228.612364,7443.912039,6853.43238,2069.396669,16.54894046,27.86016949,34.30962343,17.52114165,110.9540101,23.94207743,24.57045565,143.3783173,16.75075681,3.601694915,1.464435146,17.91754757,0.605449041,0.31779661,0.261506276,1.00422833,53.16711379,86.08870179,69.19587871,43.51391548
D07,Dnmt3l.3,D07,Sample,8754,1265,1478,1513,4014.525066,2639.180821,3403.775147,2209.10037,5894.153792,6255.338696,1878.62552,22.21343874,39.10690122,35.49239921,20.86064406,190.1760097,25.89976667,26.11696093,181.6508317,23.47826087,4.803788904,1.982815598,21.63009404,1.501976285,0.473612991,0.19828156,1.339412938,39.13608479,58.78500702,62.42073799,38.88189416
D08,Dnmt1.2,D08,Sample,9811,1342,1660,1732,4225.802876,2837.935093,3334.661546,2308.872175,6482.376109,5885.147421,1898.542389,14.38152012,30.06024096,30.02309469,18.9994816,122.4146594,24.76226185,27.762788,191.1238785,17.36214605,2.65060241,1.732101617,21.59149819,1.788375559,0.421686747,0.461893764,0.959046138,45.61102707,64.90133669,66.74920407,44.65233807
D09,Chd9.2,D09,Sample,10908,725,889,2868,4645.727455,3319.909639,3465.521472,2453.26793,6806.087027,6353.366081,2094.435123,18.20689655,35.77052868,33.61227336,18.02035153,120.3635708,28.63500101,29.53037325,195.8984097,15.44827586,4.724409449,2.615062762,22.88621647,1.517241379,0.449943757,0.174337517,1.258094357,43.7329577,75.38459364,65.77284882,41.12278003
D10,Chd3.3,D10,Sample,10575,759,942,2395,4253.729223,2826.230816,3300.82783,2371.79694,6749.426813,6301.767413,2237.500897,20.9486166,34.92569002,33.77870564,19.33359163,113.8332536,22.1919434,23.93942081,162.4612499,16.60079051,3.184713376,2.212943633,21.54203797,0.658761528,0.42462845,0.292275574,1.007361488,37.75778705,50.2240206,61.92115018,41.55269456
D11,Dot1l.2,D11,Sample,11615,739,1080,2383,4390.98842,3155.936673,3338.967766,1040.529215,3178.648487,6683.692275,2118.56883,18.67388363,35.92592593,33.52916492,18.83116883,178.3301204,22.06556055,22.59345322,140.3410364,28.28146143,4.444444444,2.308015107,19.71361971,3.247631935,0.833333333,0.377675199,1.032301032,48.69906762,72.2578244,67.40512173,42.81340618
E02,Crebbp.2,E02,Sample,12371,441,436,3128,4797.581381,2794.54839,3078.176975,2551.661645,7222.480254,5959.202316,1906.821163,21.08843537,32.33944954,34.49488491,22.23317375,168.2314664,21.92674487,22.65099444,86.64495825,21.99546485,3.669724771,1.982097187,13.26386933,2.040816327,1.376146789,0.319693095,0.858912982,61.9843176,75.79509208,68.78000316,44.74051774
E03,Ctsl.2,E03,Sample,10751,1189,827,2316,4274.739695,2837.001241,3140.461703,542.7900158,2785.563484,6559.086743,1953.634182,13.87720774,29.38331318,32.68566494,20.11019284,147.5024749,27.48694599,21.41388687,82.7296874,26.57695542,6.287787183,1.165803109,12.543618,3.784693019,3.264812576,0.129533679,1.083562902,50.8181458,57.57301175,57.88918154,41.46349442
E04,Chd3.4,E04,Sample,10824,1225,1563,2444,4925.736232,3405.23088,3386.293164,2480.964,6731.741791,6260.399965,1940.166178,11.91836735,28.918746,32.32405892,17.49124343,135.7536592,26.28894264,29.31202621,143.8291771,20.57142857,3.262955854,1.391162029,19.59281961,2.12244898,0.511836212,0.286415712,0.809982487,61.94293213,89.12771309,73.32331102,51.89118424
E05,Dnmt3a.3,E05,Sample,10840,700,1056,3052,5137.580556,3095.163481,3305.709201,2759.159937,8015.009853,6411.389849,1960.578174,14.57142857,23.29545455,32.14285714,19.82985619,92.59001389,24.43929423,23.70314154,134.0147148,16.42857143,3.503787879,2.162516383,19.95138748,0.428571429,0.662878788,0.262123198,0.951995139,40.88369615,68.20390165,65.50502103,40.1897756
E06,Dmap1.3,E06,Sample,10335,483,566,3068,5532.817104,4232.207534,3427.011021,1154.413738,8182.539131,6453.845087,1962.205437,18.2194617,30.74204947,33.70273794,20.01949318,153.5426101,27.07361491,25.93231719,156.6416595,23.80952381,3.71024735,2.314211213,20.23391813,1.035196687,0.176678445,0.619295958,0.838206628,39.2911587,80.32884698,66.38618064,44.87212777
E07,Chd8.2,E07,Sample,11863,614,1248,3372,5839.08515,3882.658036,3433.826989,3014.814838,7826.341773,6396.955804,2056.940166,15.4723127,33.81410256,36.53618031,19.45169713,116.855491,22.41468322,23.1419744,191.5824548,20.68403909,4.006410256,1.779359431,23.44274524,0.488599349,0.721153846,0.474495848,0.932487878,58.1488477,101.7174448,68.9963801,43.79872363
E08,Chd4.3,E08,Sample,10551,1806,1994,1899,4707.217352,3385.881717,3555.03756,2438.420875,6015.953079,6508.729007,2079.057215,13.8427464,34.65396189,36.22959452,20.29096478,213.0628619,26.24428592,26.12534045,194.3090042,25.63676633,3.259779338,1.263823065,24.06840225,1.605758583,0.601805416,0.368615061,1.174068402,41.23707566,62.64671282,65.85650136,42.44666093
E09,Dnmt3b.3,E09,Sample,12303,1232,1648,2911,4692.637774,3889.983528,3472.841383,2047.350078,6616.385388,6217.816599,2064.464663,16.80194805,33.79854369,34.42116111,18.65437788,147.4244687,24.38294527,26.48273545,186.1176034,21.18506494,2.669902913,2.301614565,22.69124424,1.542207792,0.546116505,0.27481965,1.216589862,46.37576671,81.08409078,63.05579695,43.23771842
E10,Dnmt1.3,E10,Sample,11687,715,935,3123,5117.809901,3217.955333,3504.979169,2348.375124,6766.666998,6988.703846,2081.512032,18.04195804,29.41176471,31.92443164,17.84021071,85.21771896,21.31147073,23.24196419,132.6330952,17.9020979,3.529411765,2.337495997,18.40210711,0.41958042,0.64171123,0.576368876,0.755048288,44.63512781,87.48160786,64.66558622,38.19225255
E11,Chd9.3,E11,Sample,12770,1512,1722,2368,4288.294765,3006.350688,3606.115272,2770.28381,8465.778327,7007.494159,2181.045117,12.23544974,24.970964,30.40540541,16.37916597,104.0716333,26.96486476,24.49281916,129.3394157,15.47619048,3.890824623,1.942567568,18.20465584,1.521164021,0.754936121,0.253378378,0.988109194,44.43431173,77.7435486,69.18478387,46.49646919
F02,Chd5.3,F02,Sample,9832,2383,1556,1116,4830.781908,3155.669151,3296.43157,1744.806345,5637.253312,7292.10848,2286.586306,17.07931179,37.53213368,33.42293907,20.99786553,74.88976235,21.18077732,21.10845842,75.89831561,11.07847251,2.699228792,1.075268817,11.97972252,0.713386488,0.642673522,0.627240143,0.800426894,48.93883146,80.17340203,69.02589645,43.62782133
F03,Dot1l.3,F03,Sample,10253,971,998,2247,4808.806468,2712.061943,3139.584104,2720.32364,7396.894735,6665.802422,2074.614007,17.19876416,30.96192385,32.30974633,18.01856336,63.79826864,24.50997381,25.09391608,100.01796,11.12255407,3.80761523,1.869158879,14.02340597,0.411946447,0.701402806,0.400534045,0.766747377,48.73469266,74.41225736,66.1704359,44.70121036
F04,Dmap1.4,F04,Sample,9847,1730,1672,1521,5667.554401,3303.138086,3488.86603,2238.529146,7676.744591,6993.512528,1973.878291,15.89595376,32.65550239,37.60683761,20.9724238,66.57641871,27.05819289,23.13737523,134.3739051,10.63583815,2.990430622,1.709401709,18.74697629,0.751445087,0.956937799,0.723208416,1.088534107,50.87916148,82.879889,69.23036186,43.97986959
F05,Chd8.3,F05,Sample,11708,1161,1341,2639,3638.876089,2366.579293,2651.951398,1893.432347,5571.457102,4932.061522,1481.210345,17.48492679,33.33333333,32.66388784,20.81807082,116.6965354,25.210476,29.20505598,150.7806198,16.96813092,3.281133482,1.667298219,19.00691901,0.689061154,0.820283371,0.265251989,0.854700855,46.03038834,84.58920517,68.0839964,43.73904478
F06,Chd6.3,F06,Sample,8721,1260,1496,1407,5037.19664,3558.128648,3540.269568,2158.224483,6573.470903,7353.609104,2287.560888,20.3968254,34.62566845,33.75977257,18.64097891,155.4883631,24.88530968,24.77921236,185.9202721,22.61904762,4.946524064,2.132196162,22.49414215,2.063492063,0.735294118,0.426439232,0.96329081,51.87687935,86.38634865,60.51921342,42.46512391
F07,Dnmt3a.4,F07,Sample,9474,1102,1251,1951,5244.859602,3369.091559,3414.589105,2884.102587,7795.709753,6872.888281,2189.014333,16.96914701,32.13429257,33.16248078,19.56163092,117.5380607,24.80896882,24.14435241,167.1676818,16.33393829,4.476418865,1.947719118,21.96559038,0.725952813,1.438848921,0.307534598,1.225547961,45.52089834,83.99395535,65.25223684,45.34350267
F08,Ctsl.3,F08,Sample,11067,1966,2216,1754,4336.387719,3425.650033,3531.329324,4214.7289,9520.127524,6924.326791,1962.256725,21.15971516,35.33393502,36.37400228,21.26078619,158.4576601,29.84942569,26.27276456,183.4436286,23.70295015,3.971119134,1.767388826,22.60306807,1.729399797,0.767148014,0.228050171,1.078619367,48.4491405,75.19781544,74.39585619,47.83578608
F09,Crebbp.3,F09,Sample,9497,1533,1763,1777,4975.527008,3317.364311,3679.016228,2595.577855,6839.368522,6781.01888,2028.843303,21.78734508,39.53488372,38.77321328,21.55437517,100.5519343,22.78951597,21.919047,136.3825906,17.15590346,2.836074872,1.913337085,18.42325971,0.717547293,0.283607487,0.05627462,0.866648029,49.54792298,95.77360715,75.1169401,45.14858953
F10,Chd6.4,F10,Sample,10764,1910,1761,1572,5761.082708,3514.507121,3480.421376,2665.566812,7185.215738,6629.090067,2130.379159,21.20418848,36.00227144,37.34096692,19.70973783,67.44890293,20.93749331,25.64154345,156.5044728,10.83769634,2.668938103,2.162849873,20.38857678,0.942408377,0.624645088,0.127226463,0.81928839,50.51749291,81.07057347,62.82432185,43.64322751
F11,Dnmt3b.4,F11,Sample,11092,472,650,2547,4259.624197,2985.915056,3292.052971,1907.885991,6388.256807,7049.82286,2225.789723,13.77118644,30,30.97762073,17.78624742,147.1852608,27.50307512,26.71954211,131.7246036,21.61016949,4.769230769,2.669807617,18.11973956,0.847457627,0.769230769,0.471142521,1.270446244,50.91032323,83.88648138,74.85752267,47.47267782
G02,Dnmt1.4,G02,Sample,10161,1485,1535,1488,4422.136794,2224.058521,3101.675006,2193.753397,6749.398236,7063.185952,2147.528225,6.936026936,13.74592834,27.08333333,16.20588896,177.0227455,26.20865832,23.74973817,81.07993359,22.35690236,5.146579805,1.411290323,13.7559002,3.838383838,2.736156352,0.403225806,0.876601483,50.99844718,74.90613481,80.4714607,48.69580141
G03,Crebbp.4,G03,Sample,12235,1187,1085,2798,4876.747625,2840.265302,3402.110211,3099.552338,7903.537469,7638.80698,2291.141611,18.53411963,33.1797235,31.37955683,17.81973977,84.5687094,28.63255348,20.70590132,63.70435314,14.23757372,2.764976959,1.322373124,9.933354491,0.926705981,0.368663594,0.214438885,0.666455094,57.30687398,78.16400349,78.59775761,49.61735456
G04,Chd4.4,G04,Sample,10593,415,522,2913,4351.788641,2494.764051,3530.037072,3209.144965,8860.583835,6980.209798,2168.889993,10.36144578,24.71264368,30.00343289,18.06048319,98.37137621,27.53176681,27.46956911,98.73275991,15.6626506,3.639846743,1.956745623,14.34363913,2.891566265,1.53256705,0.377617576,0.658895084,59.70537469,83.18385962,77.70909056,48.82561051
G05,Dot1l.4,G05,Sample,9626,1098,1025,1994,4944.735759,3285.231415,3570.132754,2646.346371,6894.822491,7655.080513,2356.460744,18.9435337,28.3902439,34.05215647,19.49025487,183.3386622,26.76606849,23.07501431,116.2187432,25.2276867,5.268292683,1.955867603,17.36988649,2.276867031,0.975609756,0.401203611,1.28507175,46.52300594,64.48163221,70.24089755,49.60097622
G06,Dnmt3l.4,G06,Sample,10945,910,936,2920,4493.6714,2719.276236,3458.42529,1791.601171,7764.773631,7425.371669,2233.569631,12.52747253,22.11538462,28.69863014,17.82617075,86.78363478,26.0089969,24.71254103,120.0174517,15.27472527,3.739316239,1.849315068,18.38504529,0.43956044,0.427350427,0.547945205,1.175563692,45.33218196,71.64680537,69.26582607,47.60300493
G07,Chd8.4,G07,Sample,10522,1494,1548,1940,6319.009948,4289.440473,3702.091181,2982.241706,8832.733918,7692.989892,2354.20766,16.53279786,30.74935401,30.92783505,18.17595182,77.82415612,20.20547621,21.21799892,118.1319991,14.65863454,4.457364341,2.164948454,17.85330179,0.535475234,0.452196382,0.463917526,1.09701011,64.47761659,116.7619073,77.78159911,45.97046833
G08,Chd5.4,G08,Sample,11038,1629,1845,1899,5205.535618,3636.398872,3620.463807,1896.738895,4569.070267,7600.319134,2370.434625,14.85573972,28.72628726,32.7014218,19.69342133,86.90960452,22.31776895,22.3446381,115.3400987,16.63597299,2.764227642,1.474460242,16.18054077,0.73664825,0.596205962,0.421274355,0.809027039,53.16224256,75.97219132,73.29386433,44.52408802
G09,Cxxc1.4,G09,Sample,10077,1758,2114,1336,1989.417636,1452.167815,3519.195307,2238.981909,3455.256199,7469.128965,2551.824533,9.726962457,22.51655629,29.94011976,18.94368095,292.6873307,36.46804123,23.49775823,122.0029671,21.95676906,3.263954588,2.320359281,16.76098087,3.868031854,0.898770104,0.748502994,0.970088925,43.79144965,52.17804068,62.42473997,43.1707846
G10,Chd9.4,G10,Sample,13374,2185,1597,2320,4852.921808,3247.652195,3232.5147,2402.826492,5973.646872,7517.016561,2411.404809,17.98627002,31.30870382,28.10344828,16.09007833,115.8410786,22.15392056,24.95355839,111.3454534,16.61327231,3.44395742,2.327586207,15.3883812,0.686498856,0.814026299,0.387931034,0.930156658,44.79764029,55.05459331,73.43433449,45.95915634
G11,Ctsl.4,G11,Sample,12373,2613,1686,1445,5353.387023,3109.80973,3185.841482,3368.516304,8608.138599,7311.264159,2299.472999,15.0401837,30.78291815,29.2733564,17.89627465,59.31659594,21.60806084,21.09227999,104.3634379,9.223115193,3.440094899,1.176470588,14.71877283,0.535782625,0.533807829,0.138408304,0.840029218,48.32450308,76.16283195,62.8252259,47.77168378
