Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
D11,Aurkb.2,2027.535836,8085.714785,26.93032015,17.02996539,1.94601381,0.502197112,61.46336828
E02,Asxl1.2,2345.167073,8610.941802,29.92073976,25.45859729,4.887714663,1.321003963,80.39037872
E03,Asxl2.2,3776.126135,7226.056312,33.78378378,18.55974556,1.351351351,0,83.21233875
E04,Actl6b.4,3290.342897,8093.602014,28.4157161,23.0682645,2.99112801,0.380228137,72.98791261
E05,Atm.3,2921.249467,8229.394181,28.0136652,23.05606118,4.050756467,0.439238653,91.52483955
E06,Atad2.3,2967.676476,6837.602786,31.80379747,23.36171217,3.32278481,0.474683544,63.35639853
E07,Ash1l.2,2000.028412,7551.313057,19.3037079,28.40699393,4.500424568,1.018964053,71.1911797
E08,Aff1.3,2493.099482,6212.015694,23.76938638,20.52964095,3.405259609,0.708024275,58.28130482
E09,Atr.3,2993.399205,8897.583702,21.89781022,19.10571143,3.649635036,0.729927007,71.19566848
E10,Atad2b.3,2613.100365,8185.411238,32.46362268,15.54729549,2.408429503,0.501756147,61.15810015
E11,Ash2l.3,2328.74703,9559.708415,28.9298893,14.79647541,1.697416974,0.590405904,56.63569345
F02,Aff4.3,2877.261348,5358.930276,33.62470862,24.74386507,2.874902875,0.427350427,82.23735906
F03,Aurkb.3,2804.744741,7819.019675,32.95687885,25.07195994,3.901437372,0.821355236,79.66942773
F04,Atad2.4,3047.069918,5259.275237,41.66666667,33.09335568,8.333333333,0,99.83147922
F05,Ash1l.3,2858.231184,8330.692816,21.26168224,19.78234524,3.037383178,1.168224299,90.29948669
F06,Arid2.3,3154.475514,8484.901215,28.46924177,30.65536169,4.721030043,1.430615165,72.86101486
F07,Atm.4,3445.633693,7289.272351,36.36363636,20.58011998,3.636363636,0,80.5781815
F08,Asxl2.3,3174.268206,7337.862963,27.72036474,22.00789346,3.58662614,0.972644377,67.24118762
F09,Asxl1.3,3132.983572,9183.052435,33.33333333,27.73261256,5.555555556,5.555555556,143.2937439
F10,Arid2.4,2500.424486,8669.896966,26.367713,17.1110372,2.331838565,0.358744395,94.78029783
F11,Atr.4,2546.884556,9702.11981,25.26395173,19.74234612,2.865761689,0.829562594,77.85488861
G02,Atad2b.4,1813.903331,5701.034984,26.78989846,24.28433349,2.994011976,0.833116376,54.73394992
G03,Asxl1.4,3608.580479,9741.377776,35.78985772,23.4975335,3.575337468,1.313389274,105.9654177
G04,Aff1.4,3437.999375,9734.776625,32.31357553,22.34795625,4.588910134,1.912045889,99.18930192
G05,Aurkb.4,3472.607861,9256.346032,28.98719441,25.80757996,2.910360885,0.582072177,85.90443543
G06,Atrx.4,3217.330842,8797.05256,31.73948887,22.28609042,3.338829349,0.412201154,76.15557627
G07,Ash1l.4,3346.032742,8636.869947,29.90320937,22.51582268,3.718797759,0.611309221,78.94619015
G08,Aff4.4,3778.152328,6977.765044,39.20415225,20.78792884,3.979238754,0.484429066,52.43185309
G09,Asxl3.4,2823.157997,8184.334849,27.03703704,18.7628343,2.638888889,0.555555556,86.68301448
G10,Ash2l.4,3027.464788,7378.334888,25.05144033,26.88732159,3.395061728,0.411522634,81.51385585
G11,Asxl2.4,2588.743247,6517.58021,27.46369295,20.96683352,3.267634855,0.855809129,61.90758894
