,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 9,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:22:43 AM,,,,,,,,,,,,,,,,,,,,,,,
D09,L3mbtl1.2,D09,Sample,44.51361868,7.770388519,2.952913009,2.282749676,0.980049002,0.478850758,306.3844337,6.305722509,4.616928892,42.52840954,26.61919986,23.26998647,4373.274149,11389.80295,8009.865351,19.29961089,34.86174309,35.27533919,5655.294183,4371.799301,4344.951832,86.741477,132.4894818,106.6797808,23596,16890,3855,2857,1253
D10,Kdm5b.3,D10,Sample,44.88766621,6.832694764,3.251077164,2.980284273,0.638569604,0.587544066,283.5550501,6.272261774,5.183553165,41.19281789,26.15933045,25.02374251,4698.179723,10642.15185,9027.673878,19.1655204,33.26947637,34.58676067,3154.343236,2772.514752,4274.354532,86.15140146,125.1952406,123.0517282,26353,19069,2181,1566,2553
D11,Men1.2,D11,Sample,35.13513514,9.523809524,4.350359293,2.702702703,0,0.582637405,115.0625869,3.952860519,4.5788121,32.69732099,67.62549469,26.97796874,2567.028783,12795.91135,9937.984671,8.108108108,23.80952381,30.37483006,5920.876127,4888.137796,3766.294663,62.22923893,175.5115977,112.39591,31768,22600,37,21,5149
E02,L3mbtl2.2,E02,Sample,44.44444444,40,4.435392623,11.11111111,0,0.497850192,445.2225815,70.36693654,4.983833083,165.5129823,104.989538,24.0564875,1473.708437,9736.597988,11431.56327,44.44444444,20,31.79452365,4569.811814,3374.953968,4018.27516,54.77765706,183.7256357,113.1525355,29231,20904,9,5,4419
E03,L3mbtl3.2,E03,Sample,35.92989289,6.321162152,2.538461538,1.363193768,0.785237534,0.346153846,161.7939788,4.560419184,3.895191358,40.79646522,22.02847718,22.88197435,4752.81868,12585.8374,10178.79408,21.87601428,31.17393011,35.23076923,5807.313061,4442.917501,4055.902367,77.3922359,137.9410781,107.2953485,29437,21163,3081,2547,2600
E04,Kdm5b.4,E04,Sample,44.16160673,7.3156846,2.781546811,1.261092947,0.398519784,0.610583446,307.7508922,6.400329486,3.843658491,39.8387511,23.75317694,22.29299556,3997.57492,10490.81662,11370.68127,19.0098085,33.13407344,32.70013569,5920.451091,4665.133798,4613.778942,75.57224792,121.2943845,107.2180766,26545,18817,4282,3513,1474
E05,Mbd3.3,E05,Sample,46.45023189,10.33695031,4.011670314,6.064930432,2.055968018,0.474106492,367.6740549,7.413974259,5.598760949,60.59571019,32.04544318,22.10930753,4658.378637,11063.54839,9030.702044,24.50945416,41.23358081,34.28154632,6111.540336,4667.943133,4054.706179,77.48694731,104.9943631,103.6947046,28011,19828,2803,1751,2742
E06,Mbd1.3,E06,Sample,41.04010025,6.737588652,3.16091954,2.443609023,1.205673759,0.383141762,266.2440327,5.597016715,4.406265048,47.01246681,27.08368804,21.78051917,4642.08223,10435.25642,9435.295214,18.04511278,32.76595745,34.9137931,5145.050441,4231.429006,4080.976946,68.97610748,104.9541209,105.360303,30012,21685,1596,1410,4176
E07,Kdm6b.2,E07,Sample,40.92735703,4.943114947,2.838427948,1.916537867,0.588466065,0.349344978,265.308147,4.761333731,4.691290694,49.80126356,30.23986249,20.62451903,4067.032802,10820.93635,8769.667456,26.21329212,39.07414672,36.20087336,5593.888608,4613.377527,4158.282376,60.00288568,94.83479874,104.3297494,27629,19948,3235,2549,2290
E08,Kdm5c.3,E08,Sample,51.63768702,8.972198821,4.014244092,3.356247473,1.053074979,0.323729362,468.9676975,9.055257465,5.587605284,39.31025434,19.57597872,21.15266863,3865.606092,8243.817085,9655.222017,18.96482006,33.95113732,34.57429589,5622.017063,4062.337902,3925.534536,95.94351641,138.2255163,111.9599665,30794,21786,2473,2374,3089
E09,Mbd4.3,E09,Sample,38.57954545,8.509142053,2.883675464,2.130681818,0.949367089,0.635386119,218.8967762,7.032754675,4.413419912,43.54504383,23.62052571,22.70079814,3730.334695,10339.05096,10087.22516,21.81818182,37.16596343,36.75464321,5619.484695,4318.124488,4400.819612,77.36837841,117.9563427,107.0825111,27147,19108,3520,2844,2046
E10,Mbd2.3,E10,Sample,26.29538964,3.59056806,3.168316832,3.794369645,0.750267953,0.297029703,115.3892936,4.568033276,4.466963949,53.55318616,36.07935086,19.73556127,3843.146672,9350.272096,10937.54036,11.83190534,26.09860665,32.72277228,4854.59792,3121.576934,4171.943792,74.58166743,96.65798365,117.8580321,29955,22728,4902,3732,2020
E11,L3mbtl1.3,E11,Sample,32.95664207,6.031641397,2.184235518,2.121771218,0.659195781,0.522317189,162.858614,5.912018928,5.558765861,42.51760484,25.95841825,20.42433273,3725.910271,10957.87398,9161.101854,21.47140221,33.91562294,32.85849953,5913.572148,4557.145278,4060.396583,92.36558948,140.5157846,129.6798901,30983,22198,4336,3034,2106
F02,Kdm5d.3,F02,Sample,37.52561475,6.476484194,1.795511222,1.024590164,0.693909021,0.199501247,207.3608932,6.069849687,3.186010828,42.00050053,24.19885305,23.16900585,3224.901855,8685.380641,12187.66397,17.49487705,32.57517348,33.26683292,5486.892713,3769.496719,3868.276226,66.71425206,110.3716375,98.20522947,29221,21383,3904,2594,2005
F03,Men1.3,F03,Sample,27.94326241,5.002382087,2.659758204,1.040189125,0.666984278,0.276338515,105.9396649,4.054538696,3.622746826,47.47091303,29.76781939,24.36512711,4252.718755,12132.02072,11717.65899,15.17730496,31.20533587,36.37305699,5944.556212,3329.126169,3922.967495,61.23548743,95.99703289,105.2226233,33873,25362,4230,2099,2895
F04,Mbd1.4,F04,Sample,37.97250859,6.289688539,2.942840973,1.298205422,0.54429997,0.282965478,206.3317848,5.85096177,3.580094757,40.86078086,25.41920501,22.01800658,3469.25823,8891.444608,10885.73095,17.58304696,32.68823707,34.46519525,5374.481798,3728.895717,4133.853891,68.91287794,106.0751149,98.65816162,31737,23408,5238,3307,1767
F05,Kdm6b.3,F05,Sample,46.0208562,8.395176252,2.555509007,1.454445664,0.463821892,0.335148722,335.7641466,6.499796957,3.986608907,44.61744774,27.70509856,21.16248385,4136.140665,12116.33124,10563.67793,20.06037322,38.82189239,37.57855048,5320.064372,3762.405841,4248.819377,67.29215198,104.2418608,98.42428324,31181,22847,3644,2156,2387
F06,Kdm6a.3,F06,Sample,25.074985,5,2.783597725,2.24955009,0.763358779,0.448967375,67.95072448,3.975015983,3.792603864,48.55140942,30.6653072,19.4885665,4239.082684,11404.42284,10296.82135,22.73545291,36.22137405,38.52140078,5855.040408,5013.792721,4163.153994,65.77096006,91.21030713,110.1658678,34603,25126,3334,2620,3341
F07,Mbd3.4,F07,Sample,34.18630752,6.258941345,3.402366864,1.481481481,0.178826896,0.345167653,177.5842816,5.394774813,4.717816568,38.35445599,23.01033475,20.44761978,4194.118476,10395.03927,8691.407453,24.89337823,41.55937053,38.70808679,4893.790042,3369.919804,4040.643225,71.59303804,106.129786,99.10272867,31024,22410,4455,2796,2028
F08,L3mbtl3.3,F08,Sample,35.18742443,7.36505032,2.661795407,1.632406288,0.731930467,0.365344468,188.7337245,7.558944431,4.250369669,40.34498467,27.97035464,23.27282417,3338.794166,8195.940618,9043.697728,16.35429262,31.51875572,33.45511482,4267.769561,3399.075552,3780.031187,66.53808456,100.9725636,98.14650851,26923,19519,3308,2186,1916
F09,L3mbtl2.3,F09,Sample,31.86507937,3.925673907,3.22156476,2.142857143,0.44490971,0.262984878,123.9160712,3.442193529,4.5246159,50.19150953,25.02205779,21.7605029,5230.821352,11720.61632,8475.09378,16.25,32.84480502,37.01512163,6195.172534,4346.98753,3804.222629,75.18373004,114.7299545,98.16074992,30685,22559,5040,3821,1521
F10,Kdm6a.4,F10,Sample,27.67973856,4.557640751,3.181049069,1.732026144,0.375335121,0.304568528,107.1791547,5.169882339,4.9738367,36.06938054,21.91690386,21.62013419,3263.891842,8562.256306,10041.72606,21.33986928,38.87399464,35.02538071,6119.377975,4435.01675,3934.921774,94.91705131,135.0628762,117.2886644,31663,23277,3060,1865,2955
F11,Mbd4.4,F11,Sample,38.4809417,6.220258328,2.582159624,1.205156951,0.611828688,0.469483568,212.0607825,6.139612499,4.5277427,41.71329482,27.8348375,21.47969033,4361.666576,10783.81172,9973.617697,21.86098655,39.32698844,32.62910798,5351.889555,3590.482957,3973.879485,80.18730456,111.5017338,133.3405403,30062,21497,3568,2942,2130
G02,Mbd2.4,G02,Sample,34.56330399,5.846153846,2.741116751,2.40352065,0.666666667,0.355329949,168.1579949,4.780609255,3.677038402,54.74964832,31.82390588,26.28208089,3611.335305,10734.4845,11265.84706,14.62423832,27.33333333,32.69035533,5019.112655,3140.008682,3727.840535,66.27239969,97.58460886,95.15534934,25425,18271,2954,1950,1970
G03,L3mbtl2.4,G03,Sample,30.80317741,5.286885246,1.826045171,1.941747573,0.327868852,0.288322922,111.1560446,4.093997157,3.414489193,46.63374444,26.72766415,24.12951048,4636.603977,12137.13168,11870.64339,19.59399823,33.85245902,31.33109082,6655.914838,4788.470738,3821.526677,70.29990485,111.3174863,99.36247641,27131,19718,3399,2440,2081
G04,Kdm5c.4,G04,Sample,39.67629046,6.322229776,2.624142107,1.662292213,0.543847723,0.322971336,257.2009212,5.017759096,3.733106922,46.99991068,32.11827758,24.27286664,4796.40012,11204.3933,11023.55748,14.17322835,29.77566281,32.49899071,6508.03264,5030.704706,3946.666779,72.3386985,100.9155856,102.7235389,26660,19769,2286,1471,2477
G05,Men1.4,G05,Sample,27.49613336,5.421103582,1.761102603,1.443547001,0.9196515,0.229709035,103.0789993,4.413141698,3.707879891,51.01009338,35.77928586,21.35752164,3805.613638,11781.98393,11045.93568,14.10895343,28.31558567,32.38897397,5854.608425,3681.461064,3902.972732,62.25503971,96.93868114,109.9104633,26488,19201,5819,2066,1306
G06,Mecom.4,G06,Sample,30.24926067,6.43776824,3.450834879,1.182931981,0.17167382,0.445269017,137.6077998,5.304895475,3.900159395,45.22289016,30.42823583,23.61671682,2704.684895,9056.051498,11306.00713,14.02619349,29.27038627,35.99257885,5897.651227,3857.261191,4040.305652,58.7964206,102.4444606,103.4127944,28236,20741,2367,1165,2695
G07,Kdm6b.4,G07,Sample,38.75677931,7.919075145,3.787327021,1.752190238,1.156069364,0.218499636,246.0321538,7.655872822,5.212886632,45.84490104,27.03066831,25.95139374,4083.041966,10593.33367,9541.990738,18.31455987,31.32947977,36.92643846,5334.084987,3293.932226,3781.684132,63.78185683,108.2249762,97.32258554,32072,23035,2397,1730,2746
G08,Kdm5d.4,G08,Sample,43.1504065,4.05904059,2.524866106,1.463414634,0.516605166,0.306044376,285.9684761,4.681482077,4.528164437,49.11620453,25.87832289,21.62236822,3965.672255,9488.454715,9451.867053,17.25609756,34.39114391,35.57765876,4913.325817,3977.956065,4043.419294,66.11371224,95.79004832,105.2919077,26759,19850,4920,2710,1307
G09,L3mbtl4.4,G09,Sample,30.36082474,5.481874447,2.031746032,1.18556701,0.397877984,0.063492063,132.8048539,4.663522664,3.881827391,44.55850825,26.71698021,26.78029842,3244.48012,10441.0527,11259.208,18.50515464,34.79221927,32.95238095,5820.150235,4006.705249,3931.150544,80.51475173,121.4824805,104.5111242,25429,18345,3880,2262,1575
G10,L3mbtl1.4,G10,Sample,40.85927225,6.831395349,4.126337239,3.375712407,0.944767442,0.50942435,235.5368132,6.042482811,4.810366053,48.83775236,26.18248994,28.64541842,3984.07151,10057.793,10170.14103,19.94739149,36.84593023,33.21446765,5610.918341,3834.424215,3795.774437,94.31386486,137.0528041,130.0324396,26046,18451,2281,1376,1963
G11,L3mbtl3.4,G11,Sample,31.55893536,5.714285714,3.139013453,2.043726236,0.634920635,0.358744395,168.8433821,5.710163837,4.382260303,49.24430778,37.08446478,32.8857381,3273.614356,9534.326484,10466.74177,13.54562738,32.38095238,33.99103139,5079.216886,3314.120324,3749.998475,95.94194362,119.2034705,133.2183697,26342,19131,2104,1260,2230
