Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
E04,Kdm5b.4,7.3156846,0.398519784,6.400329486,23.75317694,10490.81662,33.13407344,4665.133798,121.2943845
E05,Mbd3.3,10.33695031,2.055968018,7.413974259,32.04544318,11063.54839,41.23358081,4667.943133,104.9943631
E06,Mbd1.3,6.737588652,1.205673759,5.597016715,27.08368804,10435.25642,32.76595745,4231.429006,104.9541209
E07,Kdm6b.2,4.943114947,0.588466065,4.761333731,30.23986249,10820.93635,39.07414672,4613.377527,94.83479874
E08,Kdm5c.3,8.972198821,1.053074979,9.055257465,19.57597872,8243.817085,33.95113732,4062.337902,138.2255163
E09,Mbd4.3,8.509142053,0.949367089,7.032754675,23.62052571,10339.05096,37.16596343,4318.124488,117.9563427
E10,Mbd2.3,3.59056806,0.750267953,4.568033276,36.07935086,9350.272096,26.09860665,3121.576934,96.65798365
E11,L3mbtl1.3,6.031641397,0.659195781,5.912018928,25.95841825,10957.87398,33.91562294,4557.145278,140.5157846
F02,Kdm5d.3,6.476484194,0.693909021,6.069849687,24.19885305,8685.380641,32.57517348,3769.496719,110.3716375
F03,Men1.3,5.002382087,0.666984278,4.054538696,29.76781939,12132.02072,31.20533587,3329.126169,95.99703289
F04,Mbd1.4,6.289688539,0.54429997,5.85096177,25.41920501,8891.444608,32.68823707,3728.895717,106.0751149
F05,Kdm6b.3,8.395176252,0.463821892,6.499796957,27.70509856,12116.33124,38.82189239,3762.405841,104.2418608
F06,Kdm6a.3,5,0.763358779,3.975015983,30.6653072,11404.42284,36.22137405,5013.792721,91.21030713
F07,Mbd3.4,6.258941345,0.178826896,5.394774813,23.01033475,10395.03927,41.55937053,3369.919804,106.129786
F08,L3mbtl3.3,7.36505032,0.731930467,7.558944431,27.97035464,8195.940618,31.51875572,3399.075552,100.9725636
F09,L3mbtl2.3,3.925673907,0.44490971,3.442193529,25.02205779,11720.61632,32.84480502,4346.98753,114.7299545
F10,Kdm6a.4,4.557640751,0.375335121,5.169882339,21.91690386,8562.256306,38.87399464,4435.01675,135.0628762
F11,Mbd4.4,6.220258328,0.611828688,6.139612499,27.8348375,10783.81172,39.32698844,3590.482957,111.5017338
G02,Mbd2.4,5.846153846,0.666666667,4.780609255,31.82390588,10734.4845,27.33333333,3140.008682,97.58460886
G03,L3mbtl2.4,5.286885246,0.327868852,4.093997157,26.72766415,12137.13168,33.85245902,4788.470738,111.3174863
G04,Kdm5c.4,6.322229776,0.543847723,5.017759096,32.11827758,11204.3933,29.77566281,5030.704706,100.9155856
G05,Men1.4,5.421103582,0.9196515,4.413141698,35.77928586,11781.98393,28.31558567,3681.461064,96.93868114
G06,Mecom.4,6.43776824,0.17167382,5.304895475,30.42823583,9056.051498,29.27038627,3857.261191,102.4444606
G07,Kdm6b.4,7.919075145,1.156069364,7.655872822,27.03066831,10593.33367,31.32947977,3293.932226,108.2249762
G08,Kdm5d.4,4.05904059,0.516605166,4.681482077,25.87832289,9488.454715,34.39114391,3977.956065,95.79004832
G09,L3mbtl4.4,5.481874447,0.397877984,4.663522664,26.71698021,10441.0527,34.79221927,4006.705249,121.4824805
G10,L3mbtl1.4,6.831395349,0.944767442,6.042482811,26.18248994,10057.793,36.84593023,3834.424215,137.0528041
G11,L3mbtl3.4,5.714285714,0.634920635,5.710163837,37.08446478,9534.326484,32.38095238,3314.120324,119.2034705
