Well,shRNA,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,GeoMean Alexa 700-A - CD44 of Amet+,Amet+CD62L+ as % of Amet+,Amet+ as % of Amet+CXCR3+,Amet+CXCR3+ as % of Amet+,GeoMean APC-A - CD103 of Amet+,GeoMean PE-A - CD127 of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+
E11,Zmynd11.3,118.9817019,1086.198651,42.82615432,105.2854812,94.97985745,395.6352226,955.4766308,4801.817215
F02,Wdr82.3,190.1900821,1150.250972,15.55329949,125.7339801,79.53299492,311.7319912,388.3827255,1992.32964
F03,Eaf1.3,198.5222175,1268.517983,39.70762544,103.5597381,96.56262347,511.1522481,1050.766938,5674.366411
F04,Brdt.2,102.4169906,1346.36917,36.24816805,101.8914883,98.14362482,843.8313394,1243.781677,7548.522684
F05,Whsc1l1.3,277.0018407,1533.275534,53.05010893,104.0226629,96.1328976,894.2220361,886.8751315,5792.064931
F06,Whsc1.3,108.1461036,1229.271764,44.91877597,104.418146,95.76879486,775.7141201,986.6496509,5659.086094
F07,Chd7.1,137.6090871,1361.161322,42.74245344,104.2517576,95.92164419,519.2119619,1249.976853,5200.663223
F08,Arid1a.1,85.10481467,1326.553747,44.69726186,104.4721998,95.71924412,672.3146891,957.2565063,5934.510301
F09,Zmynd8.3,106.0980605,970.9874319,48.79482657,103.593179,96.53145209,570.4429173,1067.517802,4985.341401
F10,Whsc1.4,103.9143381,796.3765793,38.70427255,106.5456709,93.85646467,323.604487,732.8802713,4278.470149
F11,Clock.2,150.5716863,1060.149039,37.38707436,105.1132213,95.13551077,298.4620026,777.1942584,4558.902348
G02,Cbx2.3,150.0210027,1092.647153,38.39099625,105.3579271,94.91454773,353.4906948,884.1481488,4778.560711
G03,Zmynd8.4,193.1200687,1252.1638,43.03912648,107.5342466,92.99363057,483.5298843,821.1589474,4506.894344
G04,Wdr5.4,198.0964774,1473.888001,41.77863084,106.3989108,93.9859245,651.5442306,740.0671077,5138.361565
G05,Fbxo17.1,247.9368127,1228.243387,45.07099391,103.397651,96.71399594,438.9961048,951.2984233,5784.395337
G06,Dpy30.3,142.1852086,1276.668138,44.58333333,105.3401609,94.93055556,584.1109561,978.213229,5018.997651
G07,Whsc1l1.4,112.8654725,1190.187023,45.23517382,106.2581486,94.11042945,505.5430158,684.7744911,4359.397738
G08,Wdr82.4,389.8722861,1075.454736,19.5931922,157.2454308,63.59485264,323.4467649,323.6955353,1216.773229
G09,Brd7.1,176.5079277,807.4621233,40.80717489,108.5451595,92.12755356,526.0536295,956.2600406,3784.262628
G10,Zmynd11.4,109.4241158,736.4304659,44.81891348,109.1707853,91.59959759,336.7230262,769.9393133,3355.275177
G11,Arid1a.2,661.851261,440.3757922,41.93548387,110.4109589,90.5707196,355.4678445,624.1098161,3913.944116
