Well,shRNA,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,GeoMean Alexa 700-A - CD44 of Amet+GFP+,Amet+GFP+CD62L+ as % of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,GeoMean APC-A - CD103 of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+
D10,Fkbp2.1,440.1447228,912.907014,39.33469507,61.89086665,188.8634521,180.453065,976.9509356
D11,Rnf2.3,879.8800446,1370.14108,40.73856975,56.91676436,152.5243993,217.4114798,812.4180604
E02,Jmjd8.3,460.1951644,923.041853,39.10845588,58.27205882,166.9510125,194.0110429,784.7320822
E03,Mecp2.1,330.9436977,943.9717019,36.47917793,62.35803137,160.4662911,190.2328546,1107.216539
E04,Fkbp2.2,629.4352336,968.7639375,47.75896414,55.35358566,155.5372531,177.7120667,702.4307003
E05,Phc3.3,518.4783119,871.1341941,49.08148846,53.34432407,229.9679615,173.1828009,543.8327888
E06,Paf1.3,329.0386394,822.2728873,45.21002211,68.6440678,236.1101097,168.7827036,1407.063351
E07,Hdac5.1,550.5940888,1094.160713,48.93617021,56.80851064,302.420237,184.28247,784.7302321
E08,Fkbp5.2,424.7738829,866.3972879,40.07101192,63.14988587,227.5707539,209.5879736,1103.03371
E09,Phf17.1,466.3349088,1224.630476,38.60248447,59.8136646,245.617677,208.0609747,885.5393458
E10,Phc2.1,389.1743815,793.8249978,37.64705882,55.40723982,170.0051483,164.6750246,623.275009
E11,Iws1.3,360.8280056,773.0105382,42.73927393,57.16171617,178.3310047,202.1427406,700.573488
F02,Gtf2h1.3,395.5546143,1218.006591,49.68583857,60.22232963,238.5633879,224.0740773,888.938338
F03,Satb1.1,620.9020015,953.356632,37.44525547,58.10218978,334.4399816,247.9357482,758.736168
F04,Parp2.1,374.6854695,1079.408884,46.38872578,64.59189665,288.5395444,241.7195693,1154.00303
F05,Hdac5.2,446.1840978,1123.584678,50.83726921,62.94547016,165.5440464,214.8323349,997.3567763
F06,Hdac11.1,612.9164401,944.1596673,44.90946869,59.06797269,164.0793231,193.2265888,927.4526882
F07,Phf10.1,1275.042099,1473.025548,47.47174301,53.83700178,160.3125294,192.4073929,634.9912531
F08,Mecp2.2,558.8137932,1045.10771,50.5358615,60.38746908,265.3340798,243.8344979,1046.531993
F09,Kdm4b.1,344.7236648,943.4857303,39.77855793,56.81879557,189.4038996,189.4052508,779.1864448
F10,Hdac11.2,545.4008187,1034.912502,37.08524758,56.07452782,157.6713473,195.0879518,812.2183963
F11,Phf17.2,485.7238949,800.9421844,34.88083416,53.45084409,152.5232463,157.2111658,695.6002798
G02,Phc2.2,606.6047737,847.0980492,37.83026421,60.52842274,195.10191,194.4493339,969.4893126
G03,Kdm4b.2,550.4788063,772.8296035,42.73607748,58.9991929,162.9742756,171.3800672,870.416542
G04,Fkbp5.3,646.0022583,1016.167128,52.7831094,53.3109405,218.5896203,203.5521586,678.8327092
G05,Satb1.2,711.546026,1102.780225,43.19455564,47.99839872,126.7357516,136.7605907,458.3659774
G06,Rnf2.1,579.0300785,1199.640803,42.09631728,53.37110482,160.134997,168.7914889,745.393678
G07,Hdac5.3,507.934411,888.1453261,43.53448276,53.9184953,152.1925382,169.8693041,704.6769091
G08,H2afz.1,542.2876439,922.423364,51.1929107,59.16837082,222.0270534,197.664205,846.5415214
G09,Padi3,495.5296512,822.1149357,35.2027027,49.08783784,100.2438144,115.3623864,473.3800147
G10,Jmjd8.1,738.4988717,870.7269571,32.50084374,52.37934526,146.6035311,168.8550678,596.1362562
G11,Mecp2.3,489.7947108,737.9032789,38.83913765,51.04477612,107.7687236,149.774782,585.4072559
