,,Experiment: 10 U p1,Analysis: Analysis 3,User: Admin,Plate: 19,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:37:19 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Chd7.2,B11,Sample,648,3292,2556,10608,123.2277674,453.890674,86.56786192,51.32454896,765.0395117,1011.264927,1297.808267,991.4000746,32.40740741,35.87636933,40.2490887,39.12403386,56.48148148,102.8107433,53.16901408,97.26609964,52.4691358,341.3167437,145.3303923,594.5190133,137.9259594,181.9983468,1179.651054,689.4982803,696.5721328,6151.865859
C02,Cecr2.2,C02,Sample,1347,3252,4562,13590,250.4995207,748.1710673,154.6843876,72.16105375,573.9788589,778.6257927,1501.131241,1082.560387,34.59539718,33.20911881,37.11562116,46.23791509,48.99777283,104.064,52.43314336,96.09471095,41.87082405,160.2660067,153.2852345,398.1077896,123.5026625,157.2023212,879.9487607,464.6172225,599.3294386,6196.505575
C03,Whsc1.1,C03,Sample,1112,3049,4110,12620,193.1887119,547.8189539,139.321257,95.66104554,605.5541345,714.7869322,1391.88979,1164.68344,39.20863309,37.32360097,36.56936701,48.39549003,48.29136691,102.7637344,49.12408759,97.31059364,41.0971223,167.0135168,145.7126492,486.2056063,143.6635625,196.25674,1090.658968,462.3288158,523.9738387,7014.749532
C04,Wbp7.2,C04,Sample,576,3659,2943,10583,220.284546,648.5878948,115.8899003,70.45162459,501.3937519,783.755581,1124.394483,894.1294803,35.41666667,40.06116208,45.61355562,44.36090226,43.57638889,104.2747221,47.87631668,95.90051927,29.34027778,82.74441118,119.3748315,307.6507877,99.96432167,220.1653692,1273.219226,325.8994273,436.0130592,5024.742478
C05,Chd7.3,C05,Sample,1826,3782,5260,15890,164.9868974,495.5962821,152.247543,56.36450103,714.9155117,946.1917304,1500.889989,1146.99021,38.99233297,41.14068441,40.63987308,49.90647213,48.90470975,105.8198097,49.42965779,94.50026441,42.11391019,166.8016693,114.3714706,338.9284494,136.8563653,204.4136047,1158.018265,497.4329381,504.8889823,4729.649468
C06,Brdt.3,C06,Sample,1987,2632,3812,14016,151.6929073,676.4897137,162.495345,68.5832266,666.8563025,996.3843479,1390.307424,1026.913314,44.38852542,46.19622246,45.4787234,47.39952719,53.04479114,104.0316206,51.36411333,96.12462006,44.79114243,194.2575667,199.8951308,827.8053851,146.2742361,187.3634634,1104.572546,561.8562377,562.8427344,5463.945302
C07,Brd7.3,C07,Sample,2042,1790,2990,11708,89.01237488,384.7070083,102.8656894,51.32636511,651.4397376,948.1447275,1271.66871,966.1490252,44.07443683,47.65886288,45.58659218,48.59749916,52.69343781,105.0469484,55.55183946,95.19553073,46.37610186,203.7257819,150.1795704,381.9814357,147.1221343,202.3381697,1066.366441,491.8799502,656.1383201,5423.376665
C08,Wdr82.2,C08,Sample,1266,3796,3004,12558,170.0431092,284.0774921,283.4250317,82.18952006,672.4199146,715.9370771,1393.989113,1145.67356,36.72985782,26.59786951,17.01791359,44.33890578,46.68246445,122.8081527,38.81491345,81.42781876,36.8878357,127.1707637,133.2054827,501.6999911,99.4251657,128.2099922,405.0944694,430.2026989,313.3188657,1924.266105
C09,Clock.3,C09,Sample,1076,2800,3901,12676,125.9250036,403.8149749,106.501255,59.11077453,572.5753587,789.5037148,1149.954628,980.9196663,39.68401487,37.60574212,40.5,42.87962234,47.0260223,103.1687546,53.75544732,96.92857143,36.71003717,129.5377031,120.0543002,505.0831136,113.7120114,156.9820767,1025.672081,415.0347043,653.2681352,6189.184301
C10,Arid1b.2,C10,Sample,1671,1628,2702,11248,125.6956264,380.172546,121.2570245,80.37454425,571.8756483,960.0756007,1209.089279,942.2237559,39.37761819,44.78164323,47.66584767,43.71274482,50.32914423,104.1586692,53.51591414,96.00737101,40.03590664,150.5122382,220.2193276,648.6646539,132.3423276,225.768719,1270.021995,526.5835877,603.640594,5008.095923
C11,Zmynd8.1,C11,Sample,1739,3849,4012,15387,241.5393302,515.5254072,120.6695959,85.37806285,693.9619302,794.4402536,1015.231443,1162.681765,37.09028177,40.52841476,42.29670044,40.37998394,47.90109258,105.8872077,63.18544367,94.44011432,36.57274296,121.2864089,222.4093554,661.4037663,100.6945493,211.8465772,1137.996488,468.3282247,1047.192682,4797.288538
D02,Wdr5.2,D02,Sample,1710,799,563,8739,447.9844625,1188.032951,403.4181209,171.2681864,667.942619,1299.368516,1586.464922,1270.955247,31.98830409,36.23445826,33.41677096,32.87779758,49.23976608,117.3274596,53.46358792,85.23153942,31.98830409,105.4572893,236.7290762,572.9315319,112.9225395,170.480674,662.2704993,541.3681788,578.4990038,3152.883811
D03,Dpy30.1,D03,Sample,733,4228,2428,11029,163.2788885,421.2307331,143.6124796,98.21323438,482.5739987,618.9800723,853.2317689,1092.799984,33.96998636,43.36902801,38.88363292,38.08095952,42.97407913,113.442447,55.0247117,88.15042573,33.56070941,110.4123305,181.9539043,427.1568508,97.6529533,221.1940671,971.0943495,391.6101253,628.4643031,3096.566212
D04,Arid1b.3,D04,Sample,2605,2382,2902,14188,109.5494337,185.6844923,86.95895966,67.90476546,565.0627043,684.6809433,948.0680468,848.0897575,33.47408829,38.28394211,35.97816961,37.93181818,46.29558541,105.5383252,54.37629221,94.75230898,42.07293666,161.0177924,197.8685045,621.4238981,105.3608702,168.0366443,868.4018969,386.7417783,634.877614,4328.321933
D05,Whsc1l1.1,D05,Sample,7470,29,49,20694,295.4793127,374.7013538,90.59834021,102.4945775,682.9200394,618.8423587,571.5771879,1170.65915,39.50468541,48.97959184,31.03448276,43.0943814,50.37483266,131.8181818,48.97959184,75.86206897,36.35876841,113.8071664,201.5788335,269.4218139,111.0073998,140.6384314,644.1331165,452.8314595,482.8068907,1837.002404
D06,Whsc1.2,D06,Sample,6263,37,52,15969,159.739864,220.8490291,112.5956013,84.36308108,665.8234902,1051.40299,854.7043436,942.3175935,47.70876577,51.92307692,62.16216216,50.08908119,52.97780616,105.7142857,53.84615385,94.59459459,39.48586939,139.2471224,248.8824304,874.8068308,135.7375406,174.1487799,845.1816488,523.9368819,544.5084106,3964.715107
D07,Dpy30.2,D07,Sample,7411,22,46,16445,118.4039695,529.5153015,239.7310252,51.59865843,661.8755169,1871.245783,1336.014269,921.4713941,42.50438537,54.34782609,72.72727273,45.43756287,49.15665902,104.7619048,76.08695652,95.45454545,37.24193766,115.2342005,451.0147443,274.9085441,110.6557226,356.4685302,1046.819533,435.7254208,1486.395483,5861.107047
D08,Cbx2.1,D08,Sample,1452,2979,4391,14590,89.53752224,273.2531112,140.894938,63.0340339,510.7954866,619.2354594,1027.322188,793.3005792,35.05509642,39.10271009,34.94461229,39.7821909,42.83746556,106.5069718,48.00728763,93.8905673,38.36088154,128.0099193,104.1308768,338.8790379,106.2665649,138.7585739,781.6068821,314.933261,429.6719005,4617.646832
D09,Zmynd11.2,D09,Sample,1642,3028,4235,14028,104.4415643,301.5446577,105.9174221,54.79876484,475.1002563,757.8316742,1133.199901,839.5905362,37.454324,41.06257379,42.56935271,44.70834789,43.17904994,107.1479122,48.80755608,93.32892999,33.73934227,100.9864606,149.932212,640.9568929,99.19657971,164.1643608,999.8433359,314.0759589,434.2376934,3905.330902
D10,Wbp7.3,D10,Sample,2411,2124,2563,13687,170.2544821,494.8281454,114.5008984,85.63365763,717.769898,968.7632754,1282.271969,1062.434181,45.12650353,41.94303551,46.04519774,46.96969697,48.52758192,104.6821094,52.86773313,95.52730697,35.62836997,120.6680187,202.6725679,656.9818552,117.5074279,169.8267469,910.371441,466.1756146,615.3461118,5491.397395
D11,Eaf1.2,D11,Sample,1174,2382,3250,11814,225.2399959,448.7442033,106.146574,82.03464595,625.3594813,1140.6436,1296.382208,960.1458165,37.81942078,32.24615385,34.84466835,40.86455331,40.63032368,104.5195261,53.23076923,95.6759026,27.76831346,85.35092337,91.26475426,354.8337078,86.0346544,140.6955821,774.015995,332.0099797,679.1116534,5232.170302
E02,Zmynd8.2,E02,Sample,2174,1574,2298,11492,261.2574482,493.8255978,141.1933523,104.2700584,627.5189063,850.8961167,1323.306506,1084.934679,37.4425023,42.21061793,47.90343075,45.85037287,46.45814167,103.8943894,48.95561358,96.25158831,36.20055198,124.7300246,119.4535253,532.5114275,112.9328453,153.0945668,1242.149899,460.1490143,444.5535561,5566.054178
E03,Actl6a,E03,Sample,3854,1852,1734,14091,130.9683488,267.8980489,104.9164972,64.68728169,618.0116117,831.1538891,704.2386112,851.1343129,40.39958485,38.98500577,28.50971922,44.82906902,47.27555786,105.2272727,59.74625144,95.03239741,40.32174364,155.2002073,168.9195928,251.2112672,107.4687011,158.7712197,595.7115067,363.4304027,672.8808552,4703.285863
E04,Wbp7.4,E04,Sample,1282,2539,3776,11863,158.2171157,634.8687554,185.8229744,63.14820125,687.6721374,756.8455809,1226.38097,1055.941822,35.49141966,42.92902542,50.01969279,47.85621481,47.11388456,102.5030279,55.48199153,97.55809374,42.43369735,181.042491,258.0566858,691.3080074,120.3091684,205.5633671,1296.527736,415.3671455,644.6338763,5814.59836
E05,Cecr2.3,E05,Sample,2252,2430,5098,15284,158.2253065,606.8322255,207.0802367,97.76676548,653.3848215,886.6460925,1427.355258,1079.047127,46.13676732,47.86190663,50.82304527,49.98307953,49.3339254,102.7484144,55.57081208,97.32510288,42.18472469,157.8672143,118.3358148,502.2383368,133.5859806,194.0172469,1254.347089,427.4608768,699.8748532,6439.143186
E06,Brdt.1,E06,Sample,1149,2531,4565,12516,58.49344269,216.628289,87.8711002,53.52289455,530.0485989,796.0061705,1036.946928,624.3382661,45.3437772,38.2475356,43.22402213,46.67689162,46.04003481,105.7668199,51.85104053,94.54760964,44.47345518,168.3297073,174.0770356,598.7682315,103.176896,137.9601663,758.6260043,331.6085272,533.3729176,4460.446476
E07,Whsc1l1.2,E07,Sample,2111,2009,4222,13837,104.3133071,400.6368703,107.8312784,63.2818207,619.5093302,523.1939282,852.3760328,922.2501444,42.39696826,43.77072477,46.2419114,51.88679245,49.54997631,103.556701,53.50544766,96.56545545,41.92325912,171.6074553,212.1973282,702.0812375,128.147552,190.2533592,1353.235668,435.3403157,545.6780399,5414.651578
E08,Wdr5.3,E08,Sample,3053,1143,1952,12116,179.0171084,407.7376823,171.1736339,102.163556,736.9351475,906.2777271,1244.539424,1081.735356,44.48083852,44.26229508,49.69378828,47.18309859,51.55584671,105.6377079,55.99385246,94.6631671,47.26498526,222.9787035,249.1083565,1389.482258,151.6263044,216.7249517,1373.211362,554.0776869,747.3831134,4976.845119
E09,Clock.1,E09,Sample,1873,2325,4565,14100,150.8534093,354.1738794,80.22743101,62.609583,631.7264034,925.182656,1219.623971,1038.076621,42.28510411,42.54107338,44.43010753,48.48386045,47.57074212,103.195739,59.67141292,96.90322581,39.40202883,140.9309382,203.8451318,707.8444785,132.5265798,201.0647731,1132.760876,428.869542,888.406495,6508.43118
E10,Cbx2.2,E10,Sample,683,3205,3646,11470,75.50003863,250.8083914,95.86764528,60.59376712,472.4934682,621.9347911,873.7185009,581.1187993,39.53147877,38.04168952,41.80967239,47.09754638,47.29136164,106.5846358,51.97476687,93.82215289,39.238653,146.8075175,161.0403139,438.6528662,109.9450036,159.6371573,919.0507668,391.69596,508.9605796,3963.883661
E11,Zmynd11.3,E11,Sample,597,3227,3657,11200,124.5426094,409.3921819,118.9817019,61.22613441,513.8250369,660.6578919,1086.198651,813.2486069,43.71859296,38.06398687,42.82615432,46.17052023,43.04857621,105.2854812,48.37298332,94.97985745,37.68844221,137.9942274,114.3111534,395.6352226,87.73801161,138.55524,955.4766308,342.0330541,422.0782668,4801.817215
F02,Wdr82.3,F02,Sample,973,4925,2667,12260,236.5493052,323.2549938,190.1900821,127.2332474,531.8135107,721.8589683,1150.250972,1037.588134,37.2045221,23.02212223,15.55329949,41.65975104,45.7348407,125.7339801,39.40757405,79.53299492,32.68242549,107.55104,93.77062626,311.7319912,89.58836715,107.3791332,388.3827255,388.190042,292.0157645,1992.32964
F03,Eaf1.3,F03,Sample,1118,2531,3305,10892,219.8001034,491.2504152,198.5222175,114.9803133,588.2758803,749.0514293,1268.517983,1059.243903,32.20035778,36.00605144,39.70762544,41.25659051,43.20214669,103.5597381,54.58396369,96.56262347,36.49373882,131.4694865,177.0250561,511.1522481,95.32181488,160.2225678,1050.766938,378.9188923,650.4515738,5674.366411
F04,Brdt.2,F04,Sample,848,2047,2622,7958,272.9600835,189.9078203,102.4169906,148.9500889,731.4434396,827.7435816,1346.36917,1088.427919,37.5,34.70633105,36.24816805,45.22741832,48.58490566,101.8914883,65.02669718,98.14362482,33.84433962,107.7374264,341.8007543,843.8313394,115.6877202,237.8113809,1243.781677,456.3421076,1245.601795,7548.522684
F05,Whsc1l1.3,F05,Sample,1094,1836,3282,10043,328.1227658,768.289951,277.0018407,135.4850404,633.0495844,843.7343007,1533.275534,1186.232188,41.5904936,50,53.05010893,49.61089494,49.54296161,104.0226629,47.68433882,96.1328976,36.74588665,115.4445094,138.9807717,894.2220361,110.3850557,119.2551391,886.8751315,499.7471623,460.5047764,5792.064931
F06,Whsc1.3,F06,Sample,2345,2647,4613,14630,148.8332521,444.2328126,108.1461036,56.86075233,719.7146168,655.3643101,1229.271764,1137.037425,44.00852878,40.42922176,44.91877597,53.20704553,48.74200426,104.418146,49.29546933,95.76879486,43.28358209,166.379712,192.9655768,775.7141201,121.7076579,168.6350136,986.6496509,441.6608197,455.8117325,5659.086094
F07,Chd7.1,F07,Sample,1122,3114,4845,12850,163.612769,322.0173561,137.6090871,91.69139116,705.8955582,884.3566451,1361.161322,1058.637147,45.90017825,41.13519092,42.74245344,54.41714584,50.17825312,104.2517576,50.50567595,95.92164419,38.68092692,134.4597393,162.5192895,519.2119619,128.88355,221.2569182,1249.976853,532.631615,537.7096217,5200.663223
F08,Arid1a.1,F08,Sample,2835,2593,4994,16508,172.6831025,285.3822715,85.10481467,71.52306431,704.8147698,870.857191,1326.553747,1168.750856,44.19753086,41.670004,44.69726186,51.2543836,49.41798942,104.4721998,52.86343612,95.71924412,40.10582011,145.3218039,201.2177544,672.3146891,120.8483067,149.4923858,957.2565063,431.8813837,581.4059372,5934.510301
F09,Zmynd8.3,F09,Sample,1893,1701,3837,12757,72.87015502,241.8794759,106.0980605,56.98346177,453.682175,711.37691,970.9874319,636.0152889,41.2044374,48.08444097,48.79482657,49.74838246,43.15900687,103.593179,57.33646078,96.53145209,37.24247227,138.4545862,176.8500782,570.4429173,100.6997406,199.948525,1067.517802,301.6449863,600.6066809,4985.341401
F10,Whsc1.4,F10,Sample,1035,3581,4290,13315,100.3051539,255.2648862,103.9143381,55.19229729,507.2833869,431.6949849,796.3765793,772.8255017,36.42512077,37.73892774,38.70427255,47.1042471,43.28502415,106.5456709,48.20512821,93.85646467,35.07246377,124.2093012,125.047194,323.604487,98.82601884,177.1188654,732.8802713,391.7239041,404.6176998,4278.470149
F11,Clock.2,F11,Sample,329,2878,2642,8412,122.2604577,417.9192428,150.5716863,82.6833429,437.3554796,592.6795355,1060.149039,697.24119,40.42553191,35.23845572,37.38707436,38.78968254,40.72948328,105.1132213,46.66919001,95.13551077,29.48328267,99.38384065,110.331099,298.4620026,66.62298447,134.2706396,777.1942584,287.8861226,418.893565,4558.902348
G02,Cbx2.3,G02,Sample,488,2399,2637,8298,168.7187917,426.6973877,150.0210027,84.2304245,439.0349474,708.1540995,1092.647153,727.673973,39.13934426,34.20553659,38.39099625,45.58173785,46.10655738,105.3579271,52.18050815,94.91454773,35.24590164,133.2819162,133.9345168,353.4906948,84.76526489,162.8642134,884.1481488,323.7230794,523.1967707,4778.560711
G03,Zmynd8.4,G03,Sample,2450,1099,1451,11763,178.0997315,492.3505884,193.1200687,86.85388162,542.6338761,835.5165053,1252.1638,903.2403573,38.32653061,41.55754652,43.03912648,43.60531309,48.28571429,107.5342466,55.96140593,92.99363057,38.69387755,140.5021757,221.3806592,483.5298843,112.8478767,175.1542533,821.1589474,442.8452792,657.0531954,4506.894344
G04,Wdr5.4,G04,Sample,671,1563,817,6128,228.1677581,754.9359656,198.0964774,116.8892391,696.3244236,972.2782957,1473.888001,1082.917284,39.94038748,39.04528764,41.77863084,43.01075269,50.07451565,106.3989108,51.28518972,93.9859245,35.46944858,136.0358356,207.0066213,651.5442306,125.9061532,147.043263,740.0671077,549.4408745,522.7061526,5138.361565
G05,Fbxo17.1,G05,Sample,1148,2465,3500,11333,223.242679,670.1269462,247.9368127,132.514439,568.6298739,729.8536169,1228.243387,1015.912968,38.32752613,41.88571429,45.07099391,46.31578947,47.99651568,103.397651,52.05714286,96.71399594,34.58188153,124.2672877,161.6305975,438.9961048,111.2267224,171.2536054,951.2984233,422.0475953,613.5330876,5784.395337
G06,Dpy30.3,G06,Sample,2579,1440,2354,12051,162.4208004,384.0777139,142.1852086,78.61695995,591.8940499,970.616585,1276.668138,881.41715,44.00930593,44.39252336,44.58333333,47.41820041,50.01938736,105.3401609,51.23194562,94.93055556,42.03179527,177.6561603,209.4157719,584.1109561,126.3712494,172.091865,978.213229,428.7381583,484.0396903,5018.997651
G07,Whsc1l1.4,G07,Sample,995,2445,4072,11785,174.1082851,333.1323537,112.8654725,75.92540866,544.3104893,857.3022357,1190.187023,853.5569731,41.80904523,45.26031434,45.23517382,46.2805526,46.23115578,106.2581486,49.77897839,94.11042945,36.88442211,120.5391148,130.6522441,505.5430158,96.529418,129.651189,684.7744911,359.1896913,464.0510835,4359.397738
G08,Wdr82.4,G08,Sample,1990,2409,1866,11824,371.5223194,396.4110283,389.8722861,123.9010354,607.0001549,660.3623726,1075.454736,1088.270582,38.09045226,27.70632369,19.5931922,41.42823913,45.27638191,157.2454308,35.04823151,63.59485264,32.51256281,104.4071344,91.93217743,323.4467649,98.93673093,89.62169688,323.6955353,434.6819983,215.3773148,1216.773229
G09,Brd7.1,G09,Sample,1850,2007,3400,12011,116.8990492,441.0781319,176.5079277,85.00380178,535.1341686,611.8939887,807.4621233,753.701309,38.05405405,41.97058824,40.80717489,44.09638554,46.64864865,108.5451595,50.20588235,92.12755356,41.24324324,154.3086428,187.6077009,526.0536295,108.0235747,185.5871394,956.2600406,381.8617696,503.4148158,3784.262628
G10,Zmynd11.4,G10,Sample,1717,1988,3330,12670,95.060995,286.3062607,109.4241158,60.61119106,431.9659328,622.3170674,736.4304659,481.1596735,38.84682586,42.61261261,44.81891348,40.60897436,41.00174723,109.1707853,45.91591592,91.59959759,34.12929528,118.6460333,127.8928096,336.7230262,83.611031,142.7630907,769.9393133,267.7235995,369.749836,3355.275177
G11,Arid1a.2,G11,Sample,907,2821,2158,11825,227.0517152,625.4052412,661.851261,97.6811063,437.7980326,362.1586996,440.3757922,437.6394738,35.5016538,41.38090825,41.93548387,31.87613843,35.94266814,110.4109589,42.77108434,90.5707196,21.0584344,74.39825055,148.4955958,355.4678445,84.2684349,213.0171063,624.1098161,271.0502797,325.2531997,3913.944116
