plate,shRNA,Well,Percentage
plate 9,Mbd2.3,E10,11.83190534
plate 12,Phf1.1,B09,11.86717474
plate 3,Chaf1a.3,E10,12.01157742
plate 12,Phip.1,B08,11.88267736
plate 14,Prmt1.2,C04,11.90155739
plate 14,Prmt1.3,D10,11.90681622
plate 4,Cxxc1.1,B03,12.07289294
control 3,shBrd8.4,C09,12.82226785
plate 2,Brd8.2,C02,12.16545012
plate 13,Prdm12.2,C08,12.00846945
plate 14,Prmt2.4,G04,12.02866937
plate 14,Rnf40.4,G05,12.04232804
control 3,shSmarca4.1,E02,12.91925466
plate 4,Chd9.3,E11,12.23544974
plate 6,Hdac1.2,C07,12.24806202
plate 11,Padi1.3,D04,12.07304701
plate 18,Uhrf1.1,B08,12.97034086
plate 6,Hdac3.1,B11,12.28249744
plate 4,Dnmt3b.1,B11,12.35343384
plate 3,Chaf1b.4,F07,12.41830065
plate 1,Ash1l.2,E07,12.42093157
plate 6,Hdac6.2,D11,12.43052046
plate 4,Dnmt3l.4,G06,12.52747253
plate 2,Brpf1.4,G06,12.60273973
plate 2,Brd8.4,F07,12.61595547
plate 10,Myst2.1,B08,12.40310078
plate 12,Pcgf6.1,B06,12.40496198
plate 5,Eed.1,B10,12.68221574
plate 11,Ncoa3.2,D06,12.42529097
plate 3,Carm1.1,B06,12.72384543
plate 6,Hdac3.4,F11,12.76794035
plate 3,Chaf1b.2,C02,12.79069767
plate 20,Padi2.2,C10,13.48837209
plate 11,Parp1.1,B08,12.57451036
plate 11,Ncoa1.1,B06,12.63425664
plate 8,Jmjd5.1,B02,12.65746851
plate 5,Ehmt1.3,F02,13.01587302
plate 20,Padi2.1,B03,13.75573155
plate 13,Prdm2.3,F09,12.73851115
plate 11,Padi1.4,G09,12.74271845
plate 5,Dub2a.4,E04,13.0952381
plate 3,Chaf1a.4,G02,13.1061599
control 3,shBptf.1,,13.79310345
plate 14,Prmt7.4,G10,12.80193237
plate 2,Baz2b.3,F06,13.19648094
plate 8,Kat2a.2,C08,12.85791464
plate 16,Smarca4.4,G11,13.92884179
control 3,shWdr82.3,G08,13.95759717
plate 2,Bptf.2,E02,13.33333333
plate 18,Trim28.2,D09,14.02013943
plate 3,Chd2.2,D11,13.34156887
plate 13,Prdm15.1,B09,12.96641791
plate 3,Brwd1.3,D10,13.39889367
plate 1,Arid2.4,F10,13.4194831
plate 3,Cbx4.3,E11,13.4520277
plate 14,Psip1.1,B05,13.04428386
plate 3,Cbx3.3,F05,13.47708895
plate 3,Chaf1a.1,C06,13.48484848
plate 11,Nap1l2.1,B02,13.06984525
plate 3,Cbx4.4,G10,13.50777935
plate 20,Phc2.1,E10,14.19776837
plate 5,Elp4.2,D09,13.52299299
plate 16,Smarca4.1,B05,14.21412301
plate 13,Prkaa2.2,D03,13.11258278
plate 14,Rbbp4.2,C10,13.1147541
plate 10,Nap1l1.2,D11,13.13096862
plate 8,Jmjd6.2,D02,13.14941603
plate 14,Prmt1.1,B02,13.16445183
plate 14,Prmt3.1,B06,13.16553727
plate 2,Brd1.4,G11,13.61702128
plate 13,Prdm6.2,C07,13.18477252
plate 6,Hdac3.2,C05,13.6659436
plate 20,Kdm4b.3,B05,14.34525877
plate 11,Orc1.1,B05,13.24052133
plate 15,Sfmbt2.2,C05,14.42622951
plate 6,Gadd45b.4,F10,13.75182482
plate 1,Arid2.3,F06,13.76404494
plate 4,Dnmt3b.4,F11,13.77118644
plate 3,Cbx5.1,C11,13.80813953
plate 10,Nap1l1.1,B07,13.33992095
plate 4,Chd4.3,E08,13.8427464
plate 1,Aff1.3,E08,13.87387387
plate 4,Ctsl.2,E03,13.87720774
plate 13,Prkaa1.2,C05,13.42776204
plate 6,Hcfc1.4,G09,13.93258427
plate 3,Chd1.1,B11,13.9334638
plate 12,Ppargc1a.4,G06,13.44902386
plate 1,Atrx.3,D07,13.96172927
plate 3,Chaf1a.2,D08,13.97139714
plate 18,Uhrf1.3,E05,14.67304625
plate 10,Mtf2.1,B04,13.48902056
plate 13,Prdm9.2,C02,13.5022199
plate 20,Rnf2.2,B07,14.70117396
plate 9,L3mbtl3.4,G11,13.54562738
plate 2,Baz1a.1,B02,14.14141414
plate 14,Prmt6.1,D05,13.60503446
plate 4,Dnmt3l.2,D03,14.15662651
plate 21,Satb1.3,B02,14.85634198
plate 11,Padi4.4,F04,13.6374324
plate 16,Sirt7.1,B09,14.86910995
plate 12,Pcgf6.2,C08,13.67501181
plate 13,Prdm8.1,C06,13.7254902
plate 3,Cbx3.2,E07,14.3187067
plate 3,Cbx6.4,G11,14.3231441
control 3,shBptf.2,B03,15.01014199
plate 3,Brwd3.2,D02,14.34159061
plate 2,Baz1b.2,D02,14.36077058
plate 2,Brd2.1,B03,14.37216339
plate 16,Smarca4.3,F08,15.04916631
plate 4,Dnmt1.2,D08,14.38152012
plate 13,Prkaa2.1,C09,13.84388807
plate 13,Prdm6.3,E06,13.84903306
plate 10,Mll3.3,F02,13.87064174
plate 13,Prdm2.4,G03,13.94316163
plate 4,Dnmt3a.3,E05,14.57142857
plate 12,Ppargc1a.1,C09,13.94571204
plate 20,Satb1.1,F03,15.2972028
plate 11,Nsd1.2,E02,13.99622997
plate 10,Mll3.4,G08,14
plate 20,Fbxo17.2,B02,15.33523538
plate 5,Epc2.2,C07,14.66978375
plate 9,Mecom.4,G06,14.02619349
plate 13,Prdm11.3,E08,14.04631322
plate 18,Ube2b.2,C10,15.36945813
plate 6,Hdac4.1,C09,14.70588235
plate 14,Rnf40.2,D11,14.10433343
plate 9,Men1.4,G05,14.10895343
plate 4,Dnmt3l.1,C09,14.84962406
plate 9,Kdm5c.4,G04,14.17322835
plate 4,Chd5.4,G08,14.85573972
plate 3,Cbx1.4,F10,14.87226277
plate 1,Ash2l.4,G10,14.92814094
plate 18,Tet1.1,B10,15.6169334
plate 3,Cbx8.3,E06,14.96437055
plate 14,Psip1.4,G11,14.26570978
control 3,shWhsc1.2,B07,15.6581741
plate 6,Hcfc1.3,D04,15.01519757
plate 19,Chd7.2,B11,15.6855151
plate 14,Prmt6.4,G07,14.3118786
plate 4,Ctsl.4,G11,15.0401837
plate 2,Baz2b.1,C03,15.04324934
plate 18,Usp22.3,E09,15.73855592
plate 4,Cxxc1.3,D04,15.08515815
plate 15,Scml2.2,D02,15.75306014
plate 3,Brwd3.3,E08,15.09433962
plate 17,Suv39h1.1,B05,15.76253838
plate 13,Prkaa1.1,B11,14.37578815
plate 2,Brd8.3,E05,15.10791367
plate 6,Gadd45a.2,C08,15.11397423
plate 20,Mecp2.1,E03,15.79766537
plate 14,Prmt5.4,F10,14.42580645
plate 6,Gtf2f1.4,G10,15.17706577
plate 5,Ep400.4,G11,15.17925248
plate 3,Cbx8.2,C07,15.26347668
plate 6,Fkbp1a.1,B10,15.28776978
plate 8,Jmjd6.1,B10,14.54248366
plate 4,Chd5.1,B06,15.33196441
plate 16,Smarce1.2,C05,16.00447678
plate 1,Atr.2,C05,15.35008977
plate 8,Jmjd5.2,C04,14.57795432
control 3,shWhsc1.4,B09,16.03139013
plate 13,Prdm14.4,G07,14.59437424
plate 13,Prdm12.4,G08,14.59574468
plate 3,Chd2.1,B07,15.4028436
plate 11,Ncoa3.3,F06,14.61609621
plate 4,Dnmt3a.1,B08,15.40962289
plate 9,Mbd2.4,G02,14.62423832
plate 10,Myst4.1,C09,14.62450593
plate 16,Smarcd1.1,C06,16.0781625
control 3,shSmarca4.4,E05,16.08080808
plate 3,Cbx7.3,D04,15.43209877
plate 18,Usp22.4,F11,16.10169492
plate 1,Atm.2,C02,15.44117647
plate 4,Dmap1.1,B04,15.45454545
plate 1,Asxl1.1,C11,15.45551223
plate 4,Chd8.2,E07,15.4723127
plate 15,Sin3a.2,D03,16.14429332
plate 20,Jmjd8.1,G10,16.18634031
plate 17,Ssrp1.3,E11,16.19047619
plate 12,Polr2b.1,B11,14.71893491
control 3,shmll2.3,C04,16.20575221
plate 11,Parp1.2,C02,14.73577236
plate 13,Prdm14.1,D05,14.75358702
plate 6,Hdac6.1,B07,15.58528428
plate 11,Pcgf1.4,G05,14.76703597
plate 19,Arid1b.1,B03,16.25441696
plate 13,Prkaa2.4,G06,14.77339612
plate 19,Brdt.2,F04,16.27444481
plate 18,Tet2.2,C08,16.28472222
plate 2,Brpf3.3,F03,15.63444109
plate 11,Orc1.3,F08,14.80446927
plate 8,Kdm2b.1,B03,14.81481481
plate 19,Eaf1.1,B07,16.31722881
plate 16,Smyd3.3,F03,16.32653061
plate 13,Prdm12.3,F02,14.83429774
plate 11,Paxip1.1,B11,14.85745614
plate 11,Parp1.4,F07,14.88329096
plate 5,Elp3.1,D05,15.74167508
plate 17,Suv420h2.2,D08,16.40625
plate 19,Brd7.2,B04,16.41730691
plate 12,Phf20.1,B03,14.90774908
plate 17,Suv420h1.2,C07,16.42718447
plate 3,Cbx5.3,F09,15.77235772
plate 3,Chd1l.2,D03,15.77261809
plate 20,H2afz.2,C03,16.43948781
control 3,shSmarca4.3,E04,16.44144144
plate 11,Ncor2.1,B09,14.93048128
plate 1,Asxl3.2,C10,15.79384871
plate 11,Nsd1.1,C11,14.97386109
plate 9,Mbd4.1,B11,14.97683994
plate 20,Jmjd8.2,C11,16.51196873
plate 19,Wdr5.1,B10,16.52298851
control 3,shBrd8.3,C08,16.5273909
control 2,shWhsc1.3,B08,14.9924661
plate 4,Dmap1.4,F04,15.89595376
plate 13,Prdm10.2,C04,15.01919386
control 3,shWhsc1.3,B08,16.56441718
plate 11,Nap1l3.3,E08,15.02849003
plate 14,Ring1.1,B08,15.02911208
plate 17,Sp100.2,C08,16.57932349
plate 17,Suv39h2.2,C10,16.58711217
Control 1,shWdr82.3,G08,15.95166163
plate 15,Setdb1.1,B03,16.62337662
plate 19,Cecr2.2,C02,16.64935964
plate 11,Ncor1.4,G07,15.1222457
plate 3,Chaf1b.1,B08,16.03466956
plate 14,Rnf20.4,F11,15.12743217
plate 10,Myst1.1,C06,15.14476615
control 3,shCd4.4,E10,16.72263264
plate 21,Smarcc1.1,F10,16.73024523
control 3,shWhsc1.1,B06,16.73553719
plate 11,Ncoa3.4,F10,15.1675485
plate 16,Smarcd3.3,E05,16.75
plate 11,Padi6.3,E10,15.17637408
plate 9,Men1.3,F03,15.17730496
control 2,shWdr82.3,G08,15.18415566
plate 20,Gtf2h1.2,C08,16.78018576
plate 15,Setd8.1,B05,16.78880746
control 3,shSmarce1.4,G05,16.81818182
plate 2,Baz2a.1,B06,16.18257261
plate 4,Dot1l.1,B07,16.19156214
plate 19,Chd7.3,C05,16.85242978
plate 1,Atr.4,F11,16.20762712
plate 1,Asxl2.3,F08,16.22562674
plate 6,Hdac4.3,D07,16.23036649
plate 13,Prdm5.1,B03,15.28831563
plate 20,Hdac5.3,G07,16.89389449
plate 16,Smarcc2.2,C07,16.92307692
plate 12,Ppargc1a.2,D03,15.32281205
plate 11,Nap1l2.4,E04,15.33245844
plate 12,Phf2.3,F08,15.34232884
plate 9,L3mbtl1.1,B09,15.34781008
plate 14,Rbbp5.2,C07,15.38308853
plate 13,Prdm5.2,C10,15.38992409
plate 8,Kdm4c.4,F11,15.40130152
plate 12,Phf19.1,C11,15.4108754
plate 14,Ring1.3,E05,15.42503864
plate 9,Kdm5b.2,C04,15.4295246
plate 13,Prdm11.4,G04,15.43340381
plate 20,Kdm4b.1,F09,17.09058456
Control 1,shBptf.4,B05,16.44923426
plate 17,Ssrp1.1,B09,17.11038961
plate 13,Prdm15.2,D09,15.46728972
plate 13,Prdm4.4,G11,15.48209366
plate 5,Dub2a.3,D10,16.4791901
plate 1,Aff1.2,D02,16.49341649
plate 15,Setdb1.2,C10,17.16378859
plate 13,Prdm13.1,C03,15.51086454
plate 4,Chd8.4,G07,16.53279786
plate 4,Chd6.2,D06,16.54894046
plate 3,Cbx3.4,G07,16.56495205
plate 21,Smarcd2.3,B09,17.23095526
plate 2,Brpf1.1,C09,16.58894071
plate 13,Prkcd.1,B07,15.63554556
plate 7,Jmjd1c.1,C09,16.66666667
plate 6,Hdac2.1,B08,16.68074324
plate 16,Smarce1.1,B11,17.34740707
plate 6,Hat1.1,B05,16.69702489
plate 13,Prdm8.3,E10,15.66193853
plate 18,Usp22.2,C05,17.38488784
plate 8,Kdm3b.3,E10,15.6993007
plate 14,Prmt7.1,B09,15.73732271
plate 4,Dnmt3b.3,E09,16.80194805
plate 8,Kat5.3,F05,15.74780888
plate 1,Aff1.4,G04,16.8161435
plate 14,Rbbp7.3,E10,15.75757576
control 3,shCd4.1,B10,17.47151384
plate 10,Mta2.1,B05,15.7621397
plate 3,Chd2.4,G05,16.82600382
plate 5,Dub2a.2,C04,16.82926829
plate 12,Phf20.2,C10,15.77172503
plate 3,Brwd1.4,E04,16.83848797
control 2,shCxxcl.4,D09,15.78427499
plate 14,Rbbp4.4,G09,15.78947368
plate 2,Baz2b.4,F10,16.87791861
plate 16,Smarca1.1,C11,17.53188965
plate 13,Prdm5.4,G09,15.80996885
plate 11,Ncoa1.2,C08,15.83815029
plate 8,Kat5.4,G07,15.84295612
plate 1,Ash1l.4,G07,16.92844677
plate 8,Kat5.2,E07,15.86303284
plate 3,Cbx1.1,C03,16.95402299
plate 1,Atad2b.4,G02,16.96406747
plate 20,Fbxo17.3,C04,17.6168024
plate 4,Dnmt3a.4,F07,16.96914701
plate 5,Epc1.4,G09,16.96998346
plate 11,Ncor2.3,E11,15.8810184
plate 3,Cbx4.2,D09,16.97127937
plate 20,Hdac11.2,F10,17.64959105
plate 16,Smyd3.4,G05,17.65584173
plate 20,Fkbp2.1,D10,17.68103065
plate 6,Hdac10.1,C06,17.03835861
plate 19,Eaf1.3,F03,17.69316909
plate 2,Bptf.4,G03,17.06464764
plate 20,Parp2.2,C06,17.72151899
plate 4,Chd5.3,F02,17.07931179
plate 13,Prkaa2.3,D07,15.97586569
plate 4,Chd9.1,B09,17.08975521
plate 15,Scml4.2,C08,17.74558624
plate 16,Smarca1.2,E02,17.75210084
plate 1,Asxl2.4,G11,17.14904509
plate 12,Phf8.3,E10,16.02519244
plate 14,Rbbp4.1,B03,16.03305785
plate 16,Smarcd3.1,B08,17.83360791
plate 4,Dot1l.3,F03,17.19876416
plate 7,Ing2.3,F09,17.20430108
plate 15,Setdb1.3,D04,17.85480706
plate 5,Ep300.2,E02,17.20969089
plate 17,Taf1.1,B11,17.86846276
plate 3,Brwd3.1,B10,17.22643554
plate 14,Rnf40.3,F03,16.09315988
plate 11,Pbrm1.2,D03,16.10196838
plate 5,Fbxo44.3,F03,17.24787936
control 3,shCd4.4,E11,17.9337232
plate 1,Actl6b.1,B02,17.30319564
plate 3,Chd1.4,F11,17.31092437
plate 8,Kdm1b.2,E02,16.16603774
plate 5,Eed.2,D02,17.32954545
plate 20,H2afz.3,D06,17.98759476
plate 21,Scmh1.1,C04,17.99485861
plate 16,Smarce1.4,F11,18.00334169
plate 2,Brpf3.4,G05,17.37967914
plate 3,Brwd1.1,B02,17.39488871
plate 1,Actl6b.2,C04,17.40290543
plate 8,Kdm2b.4,G09,16.24087591
plate 1,Aff4.2,C08,17.41697417
plate 13,Prkcd.3,F03,16.24447125
plate 9,L3mbtl2.3,F09,16.25
plate 5,Ehmt2.2,D06,17.43327655
plate 19,Chd7.1,F07,18.08622503
plate 19,Wbp7.1,B02,18.09006211
plate 1,Arid2.2,D06,17.45827985
plate 1,Actl6b.4,E04,17.45839637
plate 16,Smyd3.1,B07,18.11917308
plate 4,Chd8.3,F05,17.48492679
plate 3,Cbx8.4,F04,17.49622926
plate 10,Morf4l1.3,F05,16.30695444
plate 3,Carm1.2,C08,17.49885479
plate 17,Ssrp1.2,D09,18.15068493
plate 8,Kdm2b.3,D04,16.32311978
plate 5,Epc2.3,E06,17.52232143
plate 11,Nsd1.4,G03,16.32896305
plate 9,L3mbtl3.3,F08,16.35429262
plate 3,Cbx7.4,G09,17.55725191
plate 6,Hdac10.3,E10,17.57322176
plate 6,Hdac2.3,E05,17.57354355
plate 4,Chd5.2,C08,17.57656458
plate 3,Chd1.3,E09,17.61076837
plate 13,Prdm10.3,D10,16.3993792
plate 12,Phf20l1.4,F04,16.39966273
Control 1,shSmarca4.1,E02,17.62452107
plate 9,Kdm5d.1,B06,16.41115858
control 3,shBptf.4,B05,18.27435773
plate 19,Zmynd11.1,B09,18.30065359
plate 11,Padi1.1,B03,16.43835616
plate 5,Ep400.2,E03,17.67955801
Control 1,shCd4.4,E10,17.68018018
plate 12,Phf1.2,D09,16.45516074
plate 16,Smarcd1.4,G02,18.34268451
plate 16,Smarcc2.1,B04,18.34532374
plate 19,Brdt.1,E06,18.34826646
plate 11,Padi4.2,C07,16.47674777
plate 20,Hdac5.2,F05,18.36283186
plate 8,Kdm4c.1,B11,16.48596052
plate 18,Trim28.4,G10,18.3639399
plate 3,Cbx1.3,F06,17.73584906
Control 1,shCd4.3,D11,17.74193548
plate 3,Brwd1.2,C04,17.76155718
plate 3,Cbx3.1,D05,17.7852349
plate 19,Cbx2.3,G02,18.44197138
plate 17,Suv420h1.1,B04,18.44746163
plate 11,Ncor2.4,G10,16.56050955
plate 8,Kdm4d.1,C09,16.56862745
plate 17,Suv420h2.3,E10,18.46623426
plate 17,Sp100.1,B06,18.4719239
plate 6,Hdac1.4,F04,17.83010934
plate 3,Cbx8.1,B04,17.8343949
plate 19,Wdr5.2,D02,18.49148418
plate 6,Gtf3c4.1,C11,17.86516854
plate 3,Cbx7.2,C10,17.87610619
control 2,shCxxcl.1,D06,16.61506708
plate 4,Chd3.2,C04,17.8807947
plate 7,Hltf.2,D09,17.88939052
plate 14,Rnf20.1,B11,16.62553979
plate 4,Dmap1.2,C07,17.89737171
plate 14,Rbbp7.4,G02,16.63602941
plate 14,Prmt5.1,C03,16.63796814
plate 16,Sirt4.4,G08,18.55297158
Control 1,shCxxcl.4,D09,17.91574279
plate 8,Kat2b.1,C03,16.64617276
plate 5,Fbxo44.4,G05,17.92332268
plate 5,Ehmt1.4,G08,17.9245283
plate 15,Setdb2.3,E06,18.5720357
plate 4,Chd4.2,D02,17.93669402
control 3,shCd4.3,D11,18.5840708
plate 14,Prmt3.3,F02,16.66968982
control 3,shmll2.4,C05,18.58913251
plate 1,Ash2l.2,D09,17.95325779
plate 13,Prdm12.1,B06,16.67692308
plate 19,Brdt.3,C06,18.59956236
plate 17,Smyd4.3,D10,18.62682772
plate 20,Padi2.3,D04,18.6271128
plate 4,Chd9.4,G10,17.98627002
control 3,shSmarce1.2,G03,18.6366479
plate 18,Tet2.1,B06,18.65429234
plate 4,Chd6.1,C03,18.02083333
plate 1,Asxl3.4,G09,18.02575107
plate 4,Dnmt1.3,E10,18.04195804
plate 2,Brd2.4,G09,18.04461942
plate 3,Carm1.4,G08,18.05766313
plate 7,Jhdm1d.3,E09,18.06930693
plate 17,Taf1.2,C05,18.71886121
plate 11,Parp1.3,E05,16.77882459
plate 12,Pcmt1.4,F10,16.79194227
plate 13,Prkcd.2,D11,16.80429397
plate 13,Prdm8.4,G02,16.80672269
plate 12,Pcmt1.3,F06,16.81232751
plate 20,Phf17.2,F11,18.76494024
plate 11,Paxip1.4,F11,16.81345076
Control 1,shCd4.4,E11,18.12796209
plate 6,Fbxw9.3,D10,18.13865147
plate 8,Kdm5a.2,D11,16.82521918
plate 1,Atad2.3,E06,18.1425486
plate 12,Phf8.1,C06,16.83001014
plate 14,Rbbp7.2,D08,16.83065769
plate 16,Sirt4.3,F02,18.79382889
plate 19,Whsc1.1,C03,18.81977671
plate 1,Atad2.4,F04,18.18181818
plate 16,Sirt3.2,D02,18.82716049
plate 19,Cbx2.1,D08,18.82960413
plate 4,Chd9.2,D09,18.20689655
plate 3,Cbx7.1,B03,18.21192053
plate 4,Dmap1.3,E06,18.2194617
plate 8,Kdm3a.1,B04,16.8982519
plate 11,Orc1.2,E03,16.91230656
plate 7,Hdac8.1,B10,18.25033647
plate 18,Usp51.2,D11,18.89721627
plate 6,Gtf2f1.1,B09,18.26835902
plate 10,Myst3.4,F11,16.92979983
plate 16,Smarcd3.2,C02,18.91040072
plate 6,Hdac3.3,E09,18.28073993
control 3,shBptf.3,B04,18.92319873
plate 14,Prmt8.4,G03,16.94231545
plate 16,Sirt5.4,F10,18.94243641
plate 20,Phc3.2,C02,18.95325203
plate 18,Tet1.2,D02,18.95565093
plate 16,Smarce1.3,E09,18.96728016
plate 18,Ube2i.2,D08,18.96774194
Control 1,shBptf.2,B03,18.33333333
plate 13,Prdm15.3,E11,16.99426699
plate 6,Gadd45b.2,D06,18.35321277
plate 18,Usp51.1,B07,19.01306241
control 3,shCxxcl.1,D06,19.0214678
control 3,shBrd8.2,C07,19.02173913
plate 12,Pcgf2.3,D10,17.03385277
plate 19,Whsc1.4,F10,19.04237755
control 2,shBrd8.4,C09,17.04438149
plate 6,Gadd45a.1,B06,18.41532434
plate 5,Ercc5.2,D08,18.42105263
plate 1,Arid2.1,C03,18.43497633
plate 18,Tdg.4,E04,19.0862196
plate 15,Sfmbt1.2,C02,19.10785619
plate 13,Prdm9.1,B08,17.09371709
control 2,shCd4.4,E10,17.10932674
plate 2,Brd3.2,C07,18.49229488
plate 14,Prmt2.1,B10,17.11185309
control 3,shCd4.1,B11,19.13303438
plate 3,Cbx6.1,B05,18.50220264
plate 17,Suv39h2.3,D04,19.15178571
plate 17,Tcea1.2,D11,19.15998112
plate 10,Myst1.3,E10,17.13695802
plate 4,Crebbp.4,G03,18.53411963
plate 18,Trim24.3,F05,19.17145449
plate 12,Phf19.3,F09,17.1539961
plate 1,Atad2.2,C07,18.5483871
plate 5,Epc2.4,F04,18.55851331
plate 12,Prdm1.1,B07,17.17403791
plate 16,Sirt3.4,G04,19.21024546
plate 6,Hdac2.4,F07,18.57973676
plate 10,Mta3.4,G09,17.18195641
plate 4,Chd8.1,D05,18.59903382
plate 11,Nap1l3.2,D02,17.19616742
control 3,shCd4.2,C11,19.23601637
plate 6,Hat1.2,E03,18.60632184
plate 2,Brpf1.3,D07,18.62527716
plate 21,Ube2a.1,C11,19.26851026
plate 6,Fbxw9.2,C04,18.6440678
control 3,shCd4.3,D10,19.28104575
plate 9,Mbd1.2,C07,17.2337427
plate 6,Hcfc1.1,B03,18.6504928
plate 10,Mta2.2,E03,17.25021349
plate 2,Baz2a.4,G08,18.66666667
plate 9,Kdm5d.4,G08,17.25609756
plate 4,Dot1l.2,D11,18.67388363
Control 1,shSmarca4.2,E03,18.67995019
plate 19,Arid1a.1,F08,19.31616341
plate 16,Sirt7.2,D09,19.31761164
plate 16,Sirt5.1,C03,19.31979216
plate 18,Tdg.2,C04,19.33458883
plate 2,Brpf3.1,B07,18.70769231
plate 1,Atm.3,E05,18.72713972
plate 12,Phf2.2,E03,17.30175077
plate 2,Baz1a.2,C04,18.73350923
plate 15,Setd5.2,E02,19.3814433
control 2,shSmarca4.1,E02,17.33122779
plate 21,Smarca2.3,C03,19.40840685
plate 8,Jmjd5.4,E04,17.3465704
plate 12,Phf20l1.2,C07,17.35763098
plate 20,Parp2.1,F04,19.43419434
plate 11,Ncoa3.1,C03,17.36028537
Control 1,shWhsc1.4,B09,18.81493506
plate 8,Kdm4a.2,C02,17.38286665
plate 7,Jhdm1d.4,F11,18.83870968
plate 18,Trim66.4,G11,19.48373409
plate 9,Men1.1,B07,17.40179943
plate 20,Jmjd8.3,E02,19.49210707
plate 11,Ncor2.2,D09,17.41394272
plate 8,Kdm1b.1,C11,17.41444867
plate 20,Phf10.2,B11,19.51852726
plate 16,Sirt4.2,C08,19.53385128
plate 2,Baz1b.4,G04,18.90380313
plate 6,Gtf2b.1,D05,18.91891892
control 2,shWhsc1.1,B06,17.45896397
plate 3,Chd2.3,F03,18.93939394
plate 4,Dot1l.4,G05,18.9435337
plate 18,Tet3.4,F10,19.5862069
plate 16,Sirt3.1,B10,19.58836054
plate 7,Jmjd4.1,B07,18.96656535
plate 9,Kdm5d.3,F02,17.49487705
plate 12,Polr2b.4,F11,17.5
plate 14,Rnf217.3,D07,17.51101322
plate 1,Atad2b.3,E10,18.99549259
plate 16,Smyd2.3,D07,19.64285714
plate 16,Sirt3.3,E08,19.67213115
plate 18,Trim28.1,B09,19.68288682
plate 1,Atad2b.2,D08,19.05882353
plate 20,Prdm16.2,D03,19.70842333
plate 9,Mbd1.4,F04,17.58304696
plate 14,Prmt2.3,E08,17.59023894
plate 16,Smarca1.3,F09,19.74288338
plate 5,Fbxl19.3,D07,19.11468813
plate 3,Cbx6.2,E03,19.1689008
plate 1,Asxl1.2,E02,19.17721519
plate 1,Aff1.1,B10,19.18472986
plate 19,Wbp7.3,D10,19.81687377
plate 14,Prmt5.2,D06,17.67032967
plate 14,Rnf20.3,E09,17.6730486
plate 14,Rnf217.1,C09,17.67691848
plate 16,Smyd2.1,C09,19.82626469
plate 12,Pcgf5.1,B10,17.67891683
control 3,shSp140.4,F09,19.83157895
plate 16,Smyd3.2,D11,19.83173077
plate 19,Cbx2.2,E10,19.84758118
plate 10,Msl3.3,E11,17.70068372
