plate,shRNA,Well,Percentage
plate 1,Aff4.4,G08,27.98327436
plate 20,Rnf2.1,G06,28.57142857
plate 5,Eed.4,G04,28.08013356
plate 9,Mbd3.4,F07,24.89337823
plate 19,Dpy30.3,G06,28.761799
control 2,shmll2.4,C05,24.96366279
plate 16,Sirt6.3,F05,28.78535774
plate 6,Hdac4.4,G06,28.2786229
plate 10,Myst2.2,C02,25.02194908
control 2,shNcor1.4,D05,25.02543235
control 2,shKlf2.3,E08,25.05878401
plate 10,Mll2.3,E08,25.06341958
Control 1,shBrd8.2,C07,28.46190704
plate 10,Mta1.4,G03,25.17605634
control 2,shSp140.2,F07,25.25550314
plate 16,Smarca5.1,B03,29.15492958
plate 10,Nap1l1.4,G05,25.29191966
plate 7,Hdac7.4,E04,28.68499503
control 2,shRunx3.3,F04,25.38564722
plate 7,Ino80.2,D08,28.76712329
Control 1,shBptf.1,B02,28.78635908
plate 15,Setd1a.4,F10,29.41602317
plate 3,Cbx5.4,G03,29.04019688
plate 18,Usp51.3,F03,29.59009394
plate 7,Hdac9.3,F02,29.14622179
plate 7,Ino80.3,E10,29.32377688
plate 15,Setd8.3,F08,29.9086758
plate 7,Jarid2.2,C02,29.45454545
plate 7,Jarid2.3,E05,29.51911221
plate 7,Jmjd1c.2,D03,29.56648807
plate 20,Paf1.3,E06,30.15607581
plate 7,Jmjd4.4,G05,29.66476913
plate 12,Polr2b.2,C05,26.13908873
Control 1,shSp140.1,F06,29.73446894
plate 9,Kdm6b.2,E07,26.21329212
plate 5,Ezh2.3,E09,29.81651376
plate 20,Fkbp5.3,G04,30.37190083
plate 10,Mll2.4,G04,26.39968896
plate 18,Ube2i.4,G02,30.54695562
plate 19,Dpy30.1,D03,30.55555556
plate 10,Mll1.4,E04,26.44017725
plate 15,Setd8.2,E03,30.6017192
plate 11,Ncor1.1,D05,26.47306397
plate 15,Setd4.4,G10,30.63241107
plate 7,Hdac8.4,G04,30.13883533
plate 15,Setd1a.3,F06,30.73621657
Control 1,shKlf2.2,E07,30.20134228
plate 7,Ing4.4,G09,30.26874116
plate 10,Mll5.3,F06,26.78571429
plate 7,Ino80.4,G02,30.87599545
control 2,shCd4.2,C11,27.39383847
plate 15,Sfmbt2.4,F11,31.81818182
plate 11,Nap1l2.2,C04,27.54491018
plate 8,Kdm1a.1,B09,27.59391771
plate 10,Mll2.1,B10,27.62494269
plate 7,Hira.3,F05,31.60040775
control 3,shNcor1.3,D04,32.22641509
control 3,shNcor1.1,D02,32.31005372
control 2,shmll2.1,C02,27.87244401
plate 13,Prkcd.4,G05,27.88461538
plate 7,Hdac8.2,D02,32.24206349
Control 1,shKlf2.3,E08,32.35945108
control 3,shRunx3.3,F04,32.89299868
control 2,shmll2.2,C03,28.54122622
plate 5,Elp3.3,F05,33.33333333
plate 7,Hdac9.1,B06,33.33333333
plate 2,Brd4.3,E10,33.49282297
plate 7,Jarid2.4,F07,33.55398311
plate 15,Rpa3.4,E04,34.09785933
plate 15,Setd8.4,G11,34.09854423
plate 11,Ncor1.3,F05,29.30923176
plate 10,Myst2.4,F07,29.38682322
plate 15,Rpa3.1,B02,34.74576271
plate 8,Kdm4a.4,F07,30.37974684
plate 9,Kdm6a.2,D06,30.49275362
Control 1,shmll2.4,C05,35.34743202
plate 9,Mbd2.1,C06,30.76923077
plate 18,Usp27x.1,C09,36.84210526
plate 6,Fkbp1a.2,D02,36.36363636
Control 1,shSp140.2,F07,36.70680871
Control 1,shNcor1.2,D03,37.5
plate 10,Mll2.2,D02,32.74977362
plate 18,Ube2i.3,E10,39.28571429
plate 2,Brd8.1,B08,38.88888889
control 2,shNcor1.3,D04,33.88528918
plate 21,Smarcb1.1,D06,40
plate 21,Ube2a.2,E02,40
Control 1,shmll2.1,C02,39.91652438
plate 7,Hdac9.4,G08,40
Control 1,shNcor1.4,D05,40.85138163
plate 5,Ep300.1,C11,41.66666667
control 3,shNcor1.2,D03,42.85714286
plate 12,Phf8.4,G02,37.5
plate 1,Asxl1.3,F09,44.44444444
plate 15,Scml4.4,G08,45.45454545
Control 1,shmll2.2,C03,45.39091586
Control 1,shNcor1.3,D04,45.63612679
control 2,shNcor1.1,D02,39.05099536
plate 10,Morf4l1.1,D05,40
Control 1,shNcor1.1,D02,47.41480611
plate 5,Ep400.3,F08,50
plate 9,L3mbtl2.2,E02,44.44444444
plate 8,Kat2a.4,G08,44.44444444
plate 19,Whsc1l1.1,D05,58.33333333
plate 10,Myst4.2,D03,50
plate 8,Kdm3b.1,C06,55
plate 14,Ring1.2,C02,55.55555556
plate 18,Trim24.1,D05,75
plate 18,Trim66.2,E03,79.16666667
plate 3,Brwd3.4,G04,85.71428571
plate 3,Chd1l.4,G06,NaN
