plate,shRNA,Well,Percentage
CR-pLMPd-A-P11,Nap1l3.1,B10,66.98113208
CR-pLMPd-A-P11,Parp1.2,C02,66.99410609
CR-pLMPd-A-P20,Fbxo17.2,B02,69.96735582
CR-pLMPd-A-P08,Kdm3a.1,B04,67.04180064
CR-pLMPd-A-P09,Kdm5b.1,B02,67.05426357
CR-pLMPd-A-P04,Dnmt3a.4,F07,62.22969726
CR-pLMPd-A-P15,Setdb2.2,C07,70.04580761
CR-pLMPd-A-P19,Clock.3,C09,70.10263275
CR-pLMPd-A-P19,Zmynd8.3,F09,70.10641728
CR-pLMPd-A-P14,Rbbp7.2,D08,67.15758468
CR-pLMPd-A-P11,Ncoa3.4,F10,67.1592775
CR-pLMPd-A-P16,Sirt3.3,E08,70.12907191
CR-pLMPd-A-P17,Suv39h1.1,B05,70.14157014
CR-pLMPd-A-P17,Smyd5.1,B10,70.15851137
CR-pLMPd-A-P20,Hdac5.3,G07,70.17252131
CR-pLMPd-A-P20,Phc3.2,C02,70.18226002
CR-pLMPd-A-P17,Smyd5.3,E08,70.19882512
CR-pLMPd-A-P14,Prmt6.1,D05,67.2332636
CR-pLMPd-A-P12,Phf2.2,E03,67.24137931
CR-pLMPd-A-P17,Suz12.3,E05,70.22256332
CR-pLMPd-A-P16,Smarcc2.2,C07,70.23872679
CR-pLMPd-A-P20,Phc2.2,G02,70.24515619
CR-pLMPd-A-P19,Wbp7.2,C04,70.24695031
CR-pLMPd-A-P20,Rnf2.2,B07,70.25586354
CR-pLMPd-A-P02,Brpf3.3,F03,62.41514092
CR-pLMPd-A-P18,Trim28.4,G10,70.26755853
CR-pLMPd-A-P04,Crebbp.2,E02,62.42350061
CR-pLMPd-A-P11,Pbrm1.2,D03,67.29708432
CR-pLMPd-A-P17,Suv420h1.4,F04,70.29542695
control screen 2,shCd4.1+Runx3,B10,67.3188789
CR-pLMPd-A-P01,Atad2b.2,D08,62.46056782
CR-pLMPd-A-P05,Elp4.3,E11,62.46741964
CR-pLMPd-A-P14,Prmt1.4,E04,67.33349597
CR-pLMPd-A-P04,Chd5.4,G08,62.48697464
control screen 1,Whsc1.3,B08,62.50457708
control screen 2,Ncor1.3,D04,67.37237831
CR-pLMPd-A-P14,Prmt8.3,F09,67.38217452
CR-pLMPd-A-P18,Ube2b.3,D04,70.38926174
CR-pLMPd-A-P21,Smyd1.2,E11,70.39790118
CR-pLMPd-A-P04,Dnmt3b.4,F11,62.53746254
CR-pLMPd-A-P08,Kdm4a.3,E05,67.41098371
CR-pLMPd-A-P01,Atad2.2,C07,62.55250404
CR-pLMPd-A-P03,Chaf1b.2,C02,62.55924171
CR-pLMPd-A-P06,Gtf2b.4,G07,62.56038647
CR-pLMPd-A-P09,L3mbtl3.3,F08,67.4289246
CR-pLMPd-A-P12,Phf2.4,G11,67.43748319
control screen 1,Whsc1.4,B09,62.57550133
CR-pLMPd-A-P09,Mecom.1,C09,67.45375836
CR-pLMPd-A-P19,Zmynd11.3,E11,70.4688154
CR-pLMPd-A-P19,Clock.2,F11,70.47720798
CR-pLMPd-A-P07,Hdac7.1,B02,62.61355695
control screen 2,shCd4.1+pMig,B11,67.48788368
CR-pLMPd-A-P13,Prdm10.1,B02,67.49226006
CR-pLMPd-A-P07,Jhdm1d.1,B11,62.62569832
CR-pLMPd-A-P12,Polr2b.3,E09,67.49696233
CR-pLMPd-A-P05,Fbxo44.2,D11,62.62994711
CR-pLMPd-A-P17,Ssrp1.1,B09,70.51899411
CR-pLMPd-A-P02,Bmi1.3,F05,62.63194933
CR-pLMPd-A-P06,Gtf3c4.2,E02,62.65957447
CR-pLMPd-A-P03,Chaf1a.2,D08,62.68195854
CR-pLMPd-A-P18,Tet2.1,B06,70.58506336
control screen 2,shCd4.3+pMig,D11,67.55924171
CR-pLMPd-A-P11,Pbrm1.3,D07,67.58289703
CR-pLMPd-A-P05,Fbxl19.2,D03,62.76923077
CR-pLMPd-A-P19,Wbp7.1,B02,70.6920904
CR-pLMPd-A-P20,Gtf2h1.2,C08,70.70707071
CR-pLMPd-A-P19,Wdr5.1,B10,70.70800555
CR-pLMPd-A-P20,Fkbp5.1,D02,70.70943573
CR-pLMPd-A-P05,Eed.1,B10,62.79271466
CR-pLMPd-A-P20,Phf17.2,F11,70.73017205
CR-pLMPd-A-P14,Prmt3.2,C08,67.68331226
CR-pLMPd-A-P05,Ezh2.4,F11,62.81174578
CR-pLMPd-A-P19,Arid1a.1,F08,70.76889567
CR-pLMPd-A-P18,Ube2i.1,C06,70.77665643
CR-pLMPd-A-P04,Dnmt1.2,D08,62.86078098
control screen 2,Bptf.3,B04,67.77941417
CR-pLMPd-A-P18,Trim24.2,E07,70.97296048
CR-pLMPd-A-P06,Gadd45a.1,B06,63.01369863
CR-pLMPd-A-P09,Mbd3.4,F07,67.90651745
CR-pLMPd-A-P06,Gadd45b.1,C03,63.06253653
CR-pLMPd-A-P15,Setd8.4,G11,71.0748156
control screen 1,Whsc1.2,B07,63.1042219
CR-pLMPd-A-P20,Fkbp2.2,E04,71.08945527
CR-pLMPd-A-P15,Scml2.1,B10,71.09120521
CR-pLMPd-A-P12,Phf1.2,D09,68.0088659
CR-pLMPd-A-P21,Setd7.1,G04,71.10665999
CR-pLMPd-A-P11,Orc1.1,B05,68.01699717
CR-pLMPd-A-P16,Smarcd3.4,F07,71.11561866
CR-pLMPd-A-P04,Cxxc1.2,C10,63.15789474
control screen 3,Sp140.1,F06,71.15719763
CR-pLMPd-A-P02,Baz2a.3,F02,63.16989738
CR-pLMPd-A-P12,Pcgf6.3,F02,68.08160579
CR-pLMPd-A-P11,Padi6.4,G02,68.10366949
CR-pLMPd-A-P12,Pcgf6.2,C08,68.11655405
CR-pLMPd-A-P12,Phf20.3,D04,68.16091954
CR-pLMPd-A-P01,Aurkb.4,G05,63.2748538
CR-pLMPd-A-P11,Pcgf1.1,B07,68.16640289
CR-pLMPd-A-P16,Sirt3.4,G04,71.29653402
CR-pLMPd-A-P17,Suv420h2.2,D08,71.34213421
CR-pLMPd-A-P18,Ube2i.2,D08,71.36083452
CR-pLMPd-A-P16,Smyd3.4,G05,71.37653374
CR-pLMPd-A-P01,Atm.3,E05,63.3604336
CR-pLMPd-A-P15,Setd2.1,D05,71.40935082
CR-pLMPd-A-P16,Sirt5.4,F10,71.44939608
CR-pLMPd-A-P02,Brd9.4,F11,63.41142406
CR-pLMPd-A-P02,Brpf1.1,C09,63.41634514
CR-pLMPd-A-P20,Jmjd8.2,C11,71.48194271
CR-pLMPd-A-P18,Tet3.4,F10,71.49695387
CR-pLMPd-A-P18,Tdg.4,E04,71.50658529
CR-pLMPd-A-P19,Zmynd11.2,D09,71.51093439
CR-pLMPd-A-P03,Chd1l.3,D07,63.5
CR-pLMPd-A-P14,Prmt6.3,F05,68.41182365
CR-pLMPd-A-P06,Hat1.3,F08,63.56602778
CR-pLMPd-A-P14,Rnf217.1,C09,68.48544974
CR-pLMPd-A-P13,Prdm4.2,E03,68.54901961
CR-pLMPd-A-P08,Kdm5a.3,F03,68.5535248
CR-pLMPd-A-P05,Elp4.4,G10,63.67407011
CR-pLMPd-A-P16,Smarca1.3,F09,71.76749703
CR-pLMPd-A-P12,Phf20.4,G09,68.62836681
CR-pLMPd-A-P17,Suv39h2.2,C10,71.84363444
CR-pLMPd-A-P16,Sirt1.4,E04,71.84740374
CR-pLMPd-A-P17,Suv39h1.3,F08,71.86987425
CR-pLMPd-A-P08,Kat2b.4,F10,68.7
CR-pLMPd-A-P03,Cbx4.1,B09,63.80303824
CR-pLMPd-A-P13,Prdm12.2,C08,68.71966019
CR-pLMPd-A-P13,Prdm14.2,E07,68.72659176
CR-pLMPd-A-P04,Dnmt3a.2,C02,63.821368
control screen 3,Bptf.3,B04,72.01250838
CR-pLMPd-A-P20,Fkbp2.3,B10,72.03981837
CR-pLMPd-A-P04,Chd3.2,C04,63.92307692
CR-pLMPd-A-P11,Padi6.3,E10,68.83942766
CR-pLMPd-A-P05,Ehmt1.3,F02,63.95939086
CR-pLMPd-A-P14,Prmt7.3,E11,68.88384984
CR-pLMPd-A-P18,Usp27x.4,G06,72.11420133
CR-pLMPd-A-P01,Atrx.4,G06,63.981991
CR-pLMPd-A-P18,Trim28.3,E11,72.13420317
CR-pLMPd-A-P20,Rnf2.3,D11,72.16332941
CR-pLMPd-A-P02,Baz2a.4,G08,64.0094093
CR-pLMPd-A-P08,Kdm4d.1,C09,68.94025384
CR-pLMPd-A-P03,Brwd3.1,B10,64.02439024
CR-pLMPd-A-P05,Dub2a.1,B02,64.05505558
CR-pLMPd-A-P17,Sp100.1,B06,72.24532225
CR-pLMPd-A-P20,Phf17.1,E09,72.31471536
CR-pLMPd-A-P05,Elp3.1,D05,64.20056101
CR-pLMPd-A-P17,Sp110.3,F06,72.45461721
CR-pLMPd-A-P19,Brd7.2,B04,72.467903
CR-pLMPd-A-P21,Smarca2.2,G08,72.46844731
CR-pLMPd-A-P01,Actl6b.1,B02,64.31451613
CR-pLMPd-A-P02,Baz1b.3,E08,64.32142857
CR-pLMPd-A-P03,Cbx6.1,B05,64.32748538
CR-pLMPd-A-P17,Suv39h1.4,G11,72.54743642
CR-pLMPd-A-P20,Iws1.3,E11,72.56546645
CR-pLMPd-A-P17,Sp100.3,F02,72.56756757
control screen 2,Sp140.3,F08,69.29052896
control screen 3,Brd8.1,C06,72.61290323
CR-pLMPd-A-P13,Prdm15.4,G10,69.3450743
CR-pLMPd-A-P04,Chd6.2,D06,64.41558442
CR-pLMPd-A-P19,Brdt.3,C06,72.6685611
CR-pLMPd-A-P13,Prdm9.3,E05,69.3755602
CR-pLMPd-A-P17,Sp110.4,F10,72.72727273
CR-pLMPd-A-P14,Prmt5.2,D06,69.44537254
CR-pLMPd-A-P09,L3mbtl2.3,F09,69.45628998
CR-pLMPd-A-P20,Phf10.2,B11,72.78283115
CR-pLMPd-A-P20,Parp2.2,C06,72.84218843
CR-pLMPd-A-P06,Gtf3c4.1,C11,64.60280374
CR-pLMPd-A-P07,Hltf.4,G10,64.60410557
CR-pLMPd-A-P18,Trim24.4,G07,72.90880852
CR-pLMPd-A-P05,Fbxo44.3,F03,64.63737427
CR-pLMPd-A-P20,Satb1.1,F03,72.9184673
CR-pLMPd-A-P05,Fbxl19.1,C09,64.68483816
CR-pLMPd-A-P15,Setdb2.1,B04,72.99554566
control screen 2,shCd4.3+Runx3,D10,69.65097333
CR-pLMPd-A-P19,Whsc1.4,F10,73.02481084
control screen 1,Bptf.3,B04,64.75026015
CR-pLMPd-A-P06,Hat1.2,E03,64.77179557
CR-pLMPd-A-P19,Dpy30.2,D07,73.07692308
CR-pLMPd-A-P02,Baz2a.1,B06,64.77882038
CR-pLMPd-A-P01,Atad2.3,E06,64.79591837
CR-pLMPd-A-P12,Ppargc1a.1,C09,69.77297693
CR-pLMPd-A-P20,Padi2.1,B03,73.14529161
CR-pLMPd-A-P11,Ncor2.1,B09,69.78401728
CR-pLMPd-A-P18,Ube2e1.4,F04,73.17322432
CR-pLMPd-A-P16,Smyd2.4,G06,73.17633544
CR-pLMPd-A-P14,Prmt3.1,B06,69.81526664
CR-pLMPd-A-P15,Setd5.2,E02,73.19587629
CR-pLMPd-A-P01,Atrx.1,C09,64.88603989
CR-pLMPd-A-P01,Arid2.3,F06,64.89563567
CR-pLMPd-A-P20,Padi2.2,C10,73.2290385
CR-pLMPd-A-P11,Ncoa1.1,B06,69.85559567
CR-pLMPd-A-P09,Mbd2.2,D08,69.85645933
CR-pLMPd-A-P11,Pbrm1.4,G06,69.86199179
CR-pLMPd-A-P12,Phf2.3,F08,69.86492781
CR-pLMPd-A-P01,Atrx.2,D03,64.91341991
CR-pLMPd-A-P19,Arid1b.1,B03,73.24819908
CR-pLMPd-A-P11,Nap1l2.1,B02,69.88399072
CR-pLMPd-A-P04,Dnmt3l.4,G06,64.93506494
CR-pLMPd-A-P19,Eaf1.1,B07,73.29529244
CR-pLMPd-A-P18,Trim66.3,F08,73.29853055
CR-pLMPd-A-P01,Atad2b.1,C06,64.98300896
CR-pLMPd-A-P17,Supt16h.2,E02,73.34191887
CR-pLMPd-A-P09,Kdm5d.3,F02,69.96330275
control screen 2,Klf2.1,E06,69.96999195
CR-pLMPd-A-P01,Aff4.3,F02,65.02928396
CR-pLMPd-A-P16,Smarcc2.4,F04,73.3974359
CR-pLMPd-A-P01,Ash2l.3,E11,65.0931677
CR-pLMPd-A-P18,Ube2e1.1,B04,73.49102773
CR-pLMPd-A-P18,Usp51.1,B07,73.50170375
CR-pLMPd-A-P12,Phf19.3,F09,70.12416428
CR-pLMPd-A-P20,Hdac11.2,F10,73.54356846
CR-pLMPd-A-P01,Actl6b.2,C04,65.17982251
CR-pLMPd-A-P09,Kdm5b.2,C04,70.1427323
CR-pLMPd-A-P11,Padi4.1,B04,70.17326733
CR-pLMPd-A-P09,Kdm5d.2,C08,70.19453451
control screen 1,Sp140.1,F06,65.23446523
CR-pLMPd-A-P06,Gadd45a.3,F02,65.23873271
control screen 2,Brd8.2,C07,70.24756189
CR-pLMPd-A-P21,Smarcd2.1,F05,73.68421053
CR-pLMPd-A-P07,Jmjd4.4,G05,65.30731139
CR-pLMPd-A-P01,Asxl3.1,B03,65.30931872
CR-pLMPd-A-P03,Cbx4.2,D09,65.31698288
CR-pLMPd-A-P14,Ring1.1,B08,70.35928144
CR-pLMPd-A-P06,Fkbp1a.4,G04,65.39509537
CR-pLMPd-A-P15,Setd1a.2,D06,73.85561376
CR-pLMPd-A-P14,Rbbp5.4,F04,70.4
CR-pLMPd-A-P10,Myst1.4,G02,70.41152263
CR-pLMPd-A-P16,Sirt6.4,G07,73.91423108
CR-pLMPd-A-P12,Pcgf2.3,D10,70.46347211
CR-pLMPd-A-P14,Prmt3.4,G08,70.47565438
CR-pLMPd-A-P17,Suv39h1.2,E03,73.97959184
CR-pLMPd-A-P12,Phc1.4,G07,70.51140137
CR-pLMPd-A-P12,Phf19.1,C11,70.55903302
CR-pLMPd-A-P06,Fbxw9.2,C04,65.58864129
control screen 2,Whsc1.2,B07,70.57306062
CR-pLMPd-A-P05,Dub2a.3,D10,65.61380658
CR-pLMPd-A-P09,Mbd4.4,F11,70.5990322
control screen 2,Whsc1.4,B09,70.63306699
CR-pLMPd-A-P18,Trim66.4,G11,74.14276472
CR-pLMPd-A-P17,Smyd4.3,D10,74.1662639
CR-pLMPd-A-P17,Supt16h.1,C11,74.1844336
CR-pLMPd-A-P01,Atr.2,C05,65.71428571
CR-pLMPd-A-P03,Cbx4.3,E11,65.73252927
CR-pLMPd-A-P19,Brd7.1,G09,74.23871194
CR-pLMPd-A-P19,Whsc1.3,F06,74.24108459
CR-pLMPd-A-P02,Brd2.1,B03,65.7773386
CR-pLMPd-A-P16,Sirt7.4,G10,74.2780027
CR-pLMPd-A-P10,Mll5.4,F10,70.84557623
CR-pLMPd-A-P01,Asxl1.4,G03,65.8788774
CR-pLMPd-A-P15,Setdb2.3,E06,74.40982059
CR-pLMPd-A-P06,Fbxw9.1,B02,65.91595715
control screen 2,Sp140.2,F07,70.92682211
control screen 2,Klf2.3,E08,70.92861655
control screen 2,Klf2.2,E07,70.98082192
CR-pLMPd-A-P15,Setd8.1,B05,74.58874459
CR-pLMPd-A-P01,Ash1l.3,F05,66.07142857
control screen 3,Ncor1.3,D04,74.62568952
CR-pLMPd-A-P01,Aff1.4,G04,66.14509246
CR-pLMPd-A-P17,Suv39h2.4,G09,74.71796938
CR-pLMPd-A-P18,Tet2.3,F02,74.75432057
CR-pLMPd-A-P15,Setd2.2,E07,74.76525822
control screen 2,shCd4.4+pMig,E11,71.20511909
CR-pLMPd-A-P09,Mbd1.2,C07,71.20929268
CR-pLMPd-A-P08,Kat2a.3,F02,71.21963959
CR-pLMPd-A-P10,Myst2.1,B08,71.28065395
CR-pLMPd-A-P06,Gtf2f1.3,E11,66.27951994
CR-pLMPd-A-P05,Fbxo44.4,G05,66.29092861
CR-pLMPd-A-P15,Setd1a.4,F10,74.91727333
CR-pLMPd-A-P14,Psip1.3,F08,71.33426685
CR-pLMPd-A-P01,Aff1.3,E08,66.334283
CR-pLMPd-A-P05,Elp3.4,G07,66.336
CR-pLMPd-A-P14,Psip1.4,G11,71.34427439
CR-pLMPd-A-P14,Psip1.1,B05,71.39338494
CR-pLMPd-A-P09,Mecom.4,G06,71.39354311
CR-pLMPd-A-P14,Rbbp5.2,C07,71.39556377
CR-pLMPd-A-P14,Rnf20.4,F11,71.40296979
CR-pLMPd-A-P01,Aurkb.1,B07,66.44509779
CR-pLMPd-A-P06,Hdac10.1,C06,66.46542261
CR-pLMPd-A-P08,Jmjd6.2,D02,71.48078633
CR-pLMPd-A-P12,Polr2b.1,B11,71.50666211
CR-pLMPd-A-P17,Supt16h.3,F09,75.13768686
CR-pLMPd-A-P05,Ercc5.4,G02,66.50587248
CR-pLMPd-A-P14,Rbbp4.1,B03,71.53179191
CR-pLMPd-A-P04,Chd8.4,G07,66.54984424
CR-pLMPd-A-P10,Myst2.2,C02,71.58119658
CR-pLMPd-A-P02,Bmi1.4,G07,66.6061706
CR-pLMPd-A-P18,Usp22.4,F11,75.27766351
control screen 3,Brd8.2,C07,75.28510916
CR-pLMPd-A-P10,Mll2.4,G04,71.69029444
CR-pLMPd-A-P02,Bop1.2,D09,66.67452274
CR-pLMPd-A-P14,Prmt8.4,G03,71.75609756
CR-pLMPd-A-P14,Rnf217.4,G06,71.76444245
CR-pLMPd-A-P11,Ncor2.4,G10,71.76870748
CR-pLMPd-A-P14,Rbbp7.4,G02,71.79675994
CR-pLMPd-A-P04,Chd8.1,D05,66.80825243
CR-pLMPd-A-P10,Myst3.2,C05,71.93185577
CR-pLMPd-A-P09,L3mbtl4.2,C10,71.93850267
CR-pLMPd-A-P02,Baz2b.2,D06,66.9506463
CR-pLMPd-A-P10,Myst3.3,E09,71.98374397
CR-pLMPd-A-P15,Setmar.3,E10,75.68414456
CR-pLMPd-A-P16,Smyd3.2,D11,75.69934323
CR-pLMPd-A-P15,Setd4.4,G10,75.72016461
CR-pLMPd-A-P14,Prmt5.3,F06,72.02737382
CR-pLMPd-A-P01,Atrx.3,D07,67.00738217
CR-pLMPd-A-P02,Brpf1.4,G06,67.11349419
control screen 1,shCd4.4+Runx3,E10,67.15494792
CR-pLMPd-A-P09,Mbd1.4,F04,72.25323149
CR-pLMPd-A-P02,Baz2b.1,C03,67.23500411
CR-pLMPd-A-P17,Smyd5.2,D02,76.01713062
CR-pLMPd-A-P14,Prmt7.4,G10,72.29002154
CR-pLMPd-A-P19,Wdr5.4,G04,76.12491605
CR-pLMPd-A-P20,Phc3.1,B08,76.13499397
CR-pLMPd-A-P14,Prmt8.1,C11,72.4137931
control screen 3,Whsc1.2,B07,76.19313945
CR-pLMPd-A-P01,Actl6b.4,E04,67.3857868
CR-pLMPd-A-P18,Ube2e1.3,E06,76.29042289
CR-pLMPd-A-P18,Uhrf1.4,F07,76.29244417
CR-pLMPd-A-P08,Kat2a.2,C08,72.54901961
CR-pLMPd-A-P09,L3mbtl2.1,C11,72.59821723
control screen 3,Whsc1.3,B08,76.40701468
CR-pLMPd-A-P06,Hdac3.2,C05,67.56756757
CR-pLMPd-A-P14,Rbbp4.3,D04,72.65909578
CR-pLMPd-A-P01,Ash2l.2,D09,67.60833134
CR-pLMPd-A-P15,Setd1a.1,C03,76.48431423
CR-pLMPd-A-P01,Asxl1.1,C11,67.63596004
CR-pLMPd-A-P04,Dot1l.3,F03,67.68041237
CR-pLMPd-A-P10,Mta1.2,E02,72.76911276
CR-pLMPd-A-P19,Whsc1.1,C03,76.65031222
CR-pLMPd-A-P19,Cecr2.2,C02,76.68009328
CR-pLMPd-A-P03,Cbx4.4,G10,67.88809111
CR-pLMPd-A-P01,Arid2.1,C03,67.92419412
CR-pLMPd-A-P11,Nap1l3.2,D02,73.0630269
CR-pLMPd-A-P05,Ehmt1.4,G08,68
CR-pLMPd-A-P13,Prdm6.3,E06,73.0790802
CR-pLMPd-A-P17,Ssrp1.4,G10,76.99490662
CR-pLMPd-A-P05,Eed.3,E08,68.09160305
CR-pLMPd-A-P12,Phf19.4,G03,73.22348095
CR-pLMPd-A-P18,Usp51.4,G05,77.10891089
CR-pLMPd-A-P14,Prmt5.4,F10,73.22704783
CR-pLMPd-A-P14,Ring1.4,F07,73.23062109
CR-pLMPd-A-P14,Prmt6.4,G07,73.2543159
CR-pLMPd-A-P15,Sfmbt2.3,E09,77.19087635
CR-pLMPd-A-P20,Mecp2.3,G11,77.19784701
CR-pLMPd-A-P16,Sirt5.3,F06,77.30720607
CR-pLMPd-A-P01,Atm.2,C02,68.32311734
control screen 2,mll2.4,C05,73.40258722
control screen 2,Whsc1.3,B08,73.4521576
CR-pLMPd-A-P12,Phf1.3,E11,73.49092444
CR-pLMPd-A-P10,Mta1.1,C11,73.50869628
CR-pLMPd-A-P06,Gtf2f1.4,G10,68.43832021
CR-pLMPd-A-P02,Baz2b.4,F10,68.44125928
CR-pLMPd-A-P09,Men1.1,B07,73.52761361
CR-pLMPd-A-P02,Brd2.2,C10,68.46560847
CR-pLMPd-A-P01,Aurkb.3,F03,68.48049281
CR-pLMPd-A-P21,Satb1.3,B02,77.56354075
CR-pLMPd-A-P02,Brd8.2,C02,68.57142857
CR-pLMPd-A-P12,Pcmt1.3,F06,73.66828087
CR-pLMPd-A-P02,Brd1.1,B05,68.60192102
CR-pLMPd-A-P04,Chd5.3,F02,68.60687023
CR-pLMPd-A-P15,Sfmbt1.3,E05,77.73833671
CR-pLMPd-A-P16,Smarcd3.3,E05,77.77777778
CR-pLMPd-A-P05,Epc1.2,C10,68.73930405
CR-pLMPd-A-P09,Mbd2.3,E10,73.85659838
CR-pLMPd-A-P12,Pcgf6.4,G08,73.89358528
CR-pLMPd-A-P09,Kdm5c.4,G04,73.90706626
CR-pLMPd-A-P04,Dnmt1.3,E10,68.85784717
CR-pLMPd-A-P14,Rnf40.1,B07,73.97476341
CR-pLMPd-A-P16,Smarcc2.3,E06,77.986007
CR-pLMPd-A-P12,Pcmt1.4,F10,74.14259286
CR-pLMPd-A-P02,Bptf.1,C11,69.04761905
CR-pLMPd-A-P20,Phf10.1,F07,78.20703318
control screen 2,Sp140.1,F06,74.18035948
CR-pLMPd-A-P05,Ercc5.3,E10,69.09177366
control screen 3,Whsc1.1,B06,78.23240589
CR-pLMPd-A-P05,Epc1.4,G09,69.10468805
CR-pLMPd-A-P20,Jmjd8.1,G10,78.29409335
CR-pLMPd-A-P14,Rnf40.4,G05,74.25581395
CR-pLMPd-A-P09,L3mbtl2.4,G03,74.30687831
CR-pLMPd-A-P15,Setd1a.3,F06,78.37650324
CR-pLMPd-A-P07,Jmjd1c.1,C09,69.23076923
CR-pLMPd-A-P02,Bop1.1,B09,69.24567921
control screen 1,Whsc1.1,B06,69.26920675
control screen 3,mll2.4,C05,78.46815162
CR-pLMPd-A-P06,Hcfc1.2,C10,69.30860034
CR-pLMPd-A-P12,Phip.4,F07,74.50980392
CR-pLMPd-A-P01,Aff1.2,D02,69.4202155
CR-pLMPd-A-P08,Kdm2b.2,C10,74.54566501
CR-pLMPd-A-P11,Ncor2.3,E11,74.57281306
CR-pLMPd-A-P09,Mbd2.4,G02,74.69135802
CR-pLMPd-A-P01,Atad2.1,B04,69.62703482
CR-pLMPd-A-P02,Brpf3.2,D11,69.6969697
control screen 2,shCd4.4+Runx3,E10,74.92852704
CR-pLMPd-A-P09,L3mbtl4.4,G09,75.02850627
CR-pLMPd-A-P05,Elp4.1,B09,69.98302207
CR-pLMPd-A-P19,Whsc1.2,D06,79.31034483
CR-pLMPd-A-P14,Rnf20.1,B11,75.15112949
CR-pLMPd-A-P02,Bop1.3,E11,70.05028869
CR-pLMPd-A-P01,Asxl3.2,C10,70.06664735
CR-pLMPd-A-P08,Kdm4a.2,C02,75.26466381
CR-pLMPd-A-P02,Bptf.3,F09,70.20237264
CR-pLMPd-A-P14,Rbbp4.2,C10,75.49088359
CR-pLMPd-A-P01,Ash2l.4,G10,70.41343669
control screen 1,mll2.4,C05,70.41685343
CR-pLMPd-A-P18,Uhrf1.3,E05,80.05977797
CR-pLMPd-A-P01,Arid2.2,D06,70.63820018
CR-pLMPd-A-P10,Myst3.1,B11,75.82938389
CR-pLMPd-A-P16,Smarcd3.1,B08,80.14571949
CR-pLMPd-A-P18,Usp22.3,E09,80.26315789
CR-pLMPd-A-P17,Ssrp1.2,D09,80.26315789
CR-pLMPd-A-P05,Ezh2.1,B11,70.87378641
CR-pLMPd-A-P01,Aff4.2,C08,71.10597896
CR-pLMPd-A-P02,Baz1a.4,E04,71.10859729
CR-pLMPd-A-P02,Baz1a.2,C04,71.1627907
CR-pLMPd-A-P14,Rbbp7.3,E10,76.34752646
CR-pLMPd-A-P15,Setd4.3,E11,80.80689385
CR-pLMPd-A-P09,L3mbtl3.4,G11,76.84380032
CR-pLMPd-A-P01,Actl6b.3,D10,71.65157665
control screen 2,Whsc1.1,B06,76.97451426
CR-pLMPd-A-P04,Crebbp.4,G03,71.78819444
CR-pLMPd-A-P01,Ash1l.4,G07,71.82254197
CR-pLMPd-A-P02,Bop1.4,G10,72.01166181
CR-pLMPd-A-P12,Prdm1.1,B07,77.55297334
CR-pLMPd-A-P01,Aurkb.2,D11,72.40637107
CR-pLMPd-A-P14,Rnf40.2,D11,77.67903816
CR-pLMPd-A-P02,Brpf1.3,D07,72.60490895
CR-pLMPd-A-P20,Phf10.3,C05,82.45137947
CR-pLMPd-A-P02,Brpf3.1,B07,72.75017999
CR-pLMPd-A-P02,Brd1.4,G11,72.77131783
CR-pLMPd-A-P01,Atr.1,B11,72.77669903
CR-pLMPd-A-P01,Atr.4,F11,72.95373665
CR-pLMPd-A-P05,Eed.4,G04,73.01869991
CR-pLMPd-A-P18,Tet1.1,B10,83.02088913
CR-pLMPd-A-P14,Rnf40.3,F03,78.6744315
CR-pLMPd-A-P12,Phf1.4,G10,78.75210793
CR-pLMPd-A-P12,Phc1.3,F05,79.15492958
CR-pLMPd-A-P09,Men1.3,F03,79.31303669
CR-pLMPd-A-P01,Asxl3.4,G09,74.05764967
CR-pLMPd-A-P01,Aff1.1,B10,74.40168935
CR-pLMPd-A-P10,Mll1.3,D10,79.95960503
CR-pLMPd-A-P10,Mll1.1,B02,80.00241371
CR-pLMPd-A-P01,Arid2.4,F10,74.79734709
CR-pLMPd-A-P02,Baz1b.1,B10,74.8173913
CR-pLMPd-A-P10,Mll1.4,E04,80.15417418
CR-pLMPd-A-P10,Myst3.4,F11,80.54643912
CR-pLMPd-A-P09,Men1.4,G05,81.48240579
CR-pLMPd-A-P01,Atad2b.3,E10,76.1255116
CR-pLMPd-A-P04,Ctsl.4,G11,76.482257
CR-pLMPd-A-P02,Baz1a.3,D10,76.78258694
CR-pLMPd-A-P18,Uhrf1.2,C02,87.44316194
CR-pLMPd-A-P04,Dnmt1.4,G02,77.41286863
CR-pLMPd-A-P18,Ube2i.3,E10,88.88888889
CR-pLMPd-A-P02,Baz1a.1,B02,79.56989247
CR-pLMPd-A-P18,Uhrf1.1,B08,91.08662994
CR-pLMPd-A-P02,Brd8.1,B08,80
CR-pLMPd-A-P02,Brd3.4,F04,82.5
