plate,shRNA,Well,Percentage
CR-pLMPd-A-P19,Chd7.1,F07,41.51741294
CR-pLMPd-A-P19,Actl6a,E03,41.8746196
control screen 1,Cxxcl.4,D09,38.97785349
CR-pLMPd-A-P16,Smarce1.3,E09,42.28979212
CR-pLMPd-A-P20,Paf1.2,C07,42.61363636
CR-pLMPd-A-P07,Hdac7.4,E04,39.2841361
control screen 1,Smarce1.2,G03,39.42722636
CR-pLMPd-A-P02,Brd4.1,C06,39.77272727
control screen 1,Wdr82.3,G08,39.81145758
CR-pLMPd-A-P01,Asxl1.3,F09,40
control screen 1,Ncor1.4,D05,40.07243991
CR-pLMPd-A-P20,Iws1.1,B09,43.67956138
CR-pLMPd-A-P13,Prdm14.4,G07,44.20186113
control screen 1,Wdr82.2,G07,40.2916074
CR-pLMPd-A-P17,Taf1.3,E09,44.39598779
CR-pLMPd-A-P09,Kdm6a.2,D06,44.93986506
CR-pLMPd-A-P02,Brd4.2,D08,40.93264249
CR-pLMPd-A-P19,Chd7.2,B11,44.75103734
CR-pLMPd-A-P06,Gtf2b.2,E07,41.14285714
CR-pLMPd-A-P05,Elp4.2,D09,41.16743472
CR-pLMPd-A-P10,Mta2.4,G11,45.35591719
CR-pLMPd-A-P10,Morf4l1.2,E07,45.35748074
CR-pLMPd-A-P13,Prdm11.2,D02,45.47406082
CR-pLMPd-A-P05,Epc1.1,B03,41.50977552
CR-pLMPd-A-P17,Sp100.2,C08,45.37071886
CR-pLMPd-A-P16,Smarcd1.2,D08,45.82924436
CR-pLMPd-A-P07,Hira.2,E07,42.10683378
CR-pLMPd-A-P03,Cbx6.2,E03,42.14226634
CR-pLMPd-A-P16,Sirt7.2,D09,46.17881381
control screen 2,Smarca4.3,E04,46.37599625
control screen 1,Cxxcl.2,D07,42.3117338
CR-pLMPd-A-P20,H2afz.3,D06,46.31746876
control screen 2,Cxxcl.2,D07,46.62551857
control screen 1,Smarca4.1,E02,42.51968504
CR-pLMPd-A-P19,Brdt.2,F04,46.75603217
CR-pLMPd-A-P03,Cbx3.1,D05,42.75074479
CR-pLMPd-A-P06,Hcfc1.3,D04,42.91868605
control screen 3,Ncor1.4,D05,47.28306655
control screen 2,Smarce1.4,G05,47.64408919
CR-pLMPd-A-P08,Kdm1a.3,E11,47.72109387
CR-pLMPd-A-P02,Brd9.3,E09,43.84352849
CR-pLMPd-A-P19,Actb,B05,48.24212779
CR-pLMPd-A-P03,Brwd1.3,D10,44.03956925
CR-pLMPd-A-P02,Brd4.3,E10,44.182262
CR-pLMPd-A-P13,Prdm5.3,D04,48.61367837
CR-pLMPd-A-P09,Kdm6a.3,F06,48.63429439
CR-pLMPd-A-P10,Mll3.1,B06,48.64864865
CR-pLMPd-A-P13,Prdm2.1,C11,48.66850321
CR-pLMPd-A-P04,Dnmt3b.2,C05,44.65452045
control screen 3,Smarce1.4,G05,49.09615385
control screen 1,Brd8.4,C09,44.72401321
CR-pLMPd-A-P07,Hdac9.2,C08,44.7320891
CR-pLMPd-A-P10,Mll5.3,F06,49.15254237
CR-pLMPd-A-P07,Ing3.2,E03,45.01850709
control screen 3,Smarca4.3,E04,49.52071208
CR-pLMPd-A-P03,Cbx7.3,D04,45.17208413
CR-pLMPd-A-P13,Prdm5.4,G09,49.51177484
CR-pLMPd-A-P21,Sirt2,C08,50
CR-pLMPd-A-P21,Ube2a.2,E02,50
CR-pLMPd-A-P05,Elp3.3,F05,45.45454545
CR-pLMPd-A-P21,Scmh1.1,C04,50.08849558
control screen 1,Smarca4.3,E04,45.54508748
CR-pLMPd-A-P06,Hcfc1.4,G09,45.72192513
CR-pLMPd-A-P10,Morf4l1.1,D05,50
CR-pLMPd-A-P16,Smarca4.3,F08,50.39713041
control screen 1,Wdr82.1,G06,45.95210946
CR-pLMPd-A-P03,Cbx1.1,C03,45.97402597
CR-pLMPd-A-P07,Jmjd1c.4,G06,46.00886918
CR-pLMPd-A-P06,Hcfc1.1,B03,46.31519274
CR-pLMPd-A-P03,Chd2.1,B07,46.34675669
control screen 1,shCd4.2+pMig,C11,46.37588198
control screen 3,Cxxcl.2,D07,51.23939444
CR-pLMPd-A-P13,Prdm13.2,D06,50.7751938
CR-pLMPd-A-P17,Smyd4.4,E04,51.27444134
CR-pLMPd-A-P07,Jarid2.3,E05,46.55355249
CR-pLMPd-A-P15,Setd5.1,C11,51.36422694
CR-pLMPd-A-P18,Tdg.2,C04,51.57350869
CR-pLMPd-A-P16,Smarce1.4,F11,51.62311956
CR-pLMPd-A-P03,Chd2.3,F03,47.02484113
control screen 3,Smarce1.1,G02,52
CR-pLMPd-A-P11,Ncor1.2,E07,51.51515152
CR-pLMPd-A-P16,Sirt3.2,D02,52.17809097
CR-pLMPd-A-P07,Ing2.3,F09,47.30344379
CR-pLMPd-A-P13,Prdm10.3,D10,51.90492835
CR-pLMPd-A-P10,Mta2.2,E03,52.21992179
control screen 1,Cxxcl.1,D06,47.91499599
CR-pLMPd-A-P13,Prkcd.3,F03,52.28334198
CR-pLMPd-A-P10,Mll2.3,E08,52.28628231
CR-pLMPd-A-P02,Brd3.1,B04,47.97297297
CR-pLMPd-A-P13,Prdm11.4,G04,52.3379555
CR-pLMPd-A-P14,Prmt1.3,D10,52.46132208
CR-pLMPd-A-P03,Brwd3.2,D02,48.17188089
CR-pLMPd-A-P17,Taf3.3,D07,53.34261838
CR-pLMPd-A-P14,Rnf217.3,D07,52.59391771
CR-pLMPd-A-P07,Jmjd1c.3,D07,48.38709677
CR-pLMPd-A-P12,Pcgf2.4,E04,52.76561878
CR-pLMPd-A-P09,L3mbtl4.3,D04,52.84241532
CR-pLMPd-A-P17,Taf1.2,C05,53.67222579
CR-pLMPd-A-P09,L3mbtl2.2,E02,52.94117647
CR-pLMPd-A-P14,Rbbp5.1,B04,52.97066934
CR-pLMPd-A-P10,Morf4l1.3,F05,53.01076541
control screen 1,Smarce1.4,G05,48.68319132
control screen 1,Wdr82.4,G09,48.71364653
CR-pLMPd-A-P07,Hells.1,C03,48.7391105
control screen 3,shCd4.1+pMig,B11,54.03422983
control screen 1,Cxxcl.3,D08,48.89547414
CR-pLMPd-A-P02,Brd3.3,E06,48.91640867
CR-pLMPd-A-P07,Ing4.1,B03,48.91859052
CR-pLMPd-A-P09,Mbd3.3,E05,53.3557047
control screen 2,mll2.3,C04,53.39498018
CR-pLMPd-A-P04,Cxxc1.4,G09,49.04655076
CR-pLMPd-A-P12,Polr2b.4,F11,53.41463415
CR-pLMPd-A-P13,Prdm12.3,F02,53.54072861
CR-pLMPd-A-P03,Chd2.4,G05,49.2343934
CR-pLMPd-A-P16,Smarcd1.4,G02,54.5769564
CR-pLMPd-A-P03,Cbx1.3,F06,49.29225645
CR-pLMPd-A-P16,Smyd2.3,D07,54.62184874
CR-pLMPd-A-P06,Hdac1.2,C07,49.38574939
CR-pLMPd-A-P17,Taf1.4,F11,54.79143179
CR-pLMPd-A-P11,Nsd1.1,C11,53.84359401
CR-pLMPd-A-P16,Smarcd1.3,E10,54.93586168
CR-pLMPd-A-P12,Pcgf5.2,D02,53.98977551
CR-pLMPd-A-P01,Aff4.4,G08,49.60985626
CR-pLMPd-A-P07,Hltf.2,D09,49.73885094
CR-pLMPd-A-P07,Hdac7.2,C04,49.85074627
CR-pLMPd-A-P07,Ino80.4,G02,49.90212072
CR-pLMPd-A-P19,Wdr82.2,C08,55.4304103
CR-pLMPd-A-P03,Chd1l.4,G06,50
CR-pLMPd-A-P02,Brd9.1,B11,50
CR-pLMPd-A-P02,Baz2a.2,C08,50
CR-pLMPd-A-P01,Asxl2.2,E03,50
CR-pLMPd-A-P06,Gadd45b.2,D06,50.01748863
CR-pLMPd-A-P16,Smarca5.3,D04,55.46583851
CR-pLMPd-A-P10,Mta2.1,B05,54.45492662
CR-pLMPd-A-P20,Parp2.3,D08,55.68049632
CR-pLMPd-A-P07,Ing4.4,G09,50.2203665
CR-pLMPd-A-P07,Ing5.2,C07,50.23825732
CR-pLMPd-A-P07,Ing3.1,B05,50.24875622
CR-pLMPd-A-P13,Prkaa2.1,C09,54.66230937
CR-pLMPd-A-P07,Jarid2.1,B08,50.28598665
control screen 2,Wdr82.2,G07,54.71014493
CR-pLMPd-A-P03,Carm1.1,B06,50.30721966
control screen 1,shCd4.1+pMig,B11,50.3257329
control screen 3,Wdr82.1,G06,55.86485843
CR-pLMPd-A-P13,Prdm6.2,C07,54.80769231
CR-pLMPd-A-P13,Prdm6.4,F04,54.8952381
CR-pLMPd-A-P04,Chd6.3,F06,50.48318516
CR-pLMPd-A-P06,Hdac2.1,B08,50.50505051
CR-pLMPd-A-P10,Myst1.1,C06,54.9969344
CR-pLMPd-A-P10,Mta1.4,G03,55.04178273
CR-pLMPd-A-P07,Jarid2.2,C02,50.64377682
CR-pLMPd-A-P12,Pcgf5.1,B10,55.1087673
CR-pLMPd-A-P15,Setdb1.1,B03,56.32614808
CR-pLMPd-A-P08,Kdm3a.3,E06,55.17167151
CR-pLMPd-A-P03,Cbx3.3,F05,50.77653149
CR-pLMPd-A-P10,Mll5.2,D06,55.24587254
CR-pLMPd-A-P07,Hdac8.3,E08,50.81880613
CR-pLMPd-A-P03,Chaf1a.4,G02,50.82552432
control screen 2,Wdr82.1,G06,55.29179031
CR-pLMPd-A-P10,Myst1.3,E10,55.45621275
CR-pLMPd-A-P07,Hira.1,D05,51.02195307
CR-pLMPd-A-P07,Hltf.3,E11,51.04379218
CR-pLMPd-A-P15,Scml4.4,G08,56.75675676
control screen 2,Cxxcl.4,D09,55.54753557
CR-pLMPd-A-P07,Ing4.2,C10,51.12897053
CR-pLMPd-A-P13,Prdm12.4,G08,55.57457213
CR-pLMPd-A-P08,Jmjd5.2,C04,55.58976332
CR-pLMPd-A-P11,Padi1.3,D04,55.79441562
CR-pLMPd-A-P08,Kdm3a.2,C07,55.81075775
CR-pLMPd-A-P04,Chd4.1,B10,51.38023152
CR-pLMPd-A-P09,Mbd1.3,E06,55.83804143
control screen 3,Cxxcl.4,D09,57.10864359
CR-pLMPd-A-P03,Chd1.2,C05,51.40234574
CR-pLMPd-A-P15,Setmar.2,D08,57.13213213
CR-pLMPd-A-P18,Ube2e1.2,C07,57.14285714
CR-pLMPd-A-P11,Paxip1.2,C05,55.91263651
control screen 1,shCd4.3+pMig,D11,51.50659134
CR-pLMPd-A-P13,Prdm6.1,B04,56.03751465
CR-pLMPd-A-P04,Chd3.3,D10,51.58166559
control screen 2,Cxxcl.3,D08,56.04523357
CR-pLMPd-A-P15,Setdb1.3,D04,57.38033821
CR-pLMPd-A-P11,Orc1.3,F08,56.08763693
CR-pLMPd-A-P11,Ncor1.1,D05,56.22096025
CR-pLMPd-A-P03,Cbx1.2,D06,51.77447052
CR-pLMPd-A-P05,Fbxo44.1,B07,51.80878553
CR-pLMPd-A-P08,Kdm4c.2,C05,56.29407787
CR-pLMPd-A-P11,Nap1l3.3,E08,56.30221576
CR-pLMPd-A-P04,Dot1l.4,G05,51.84659091
CR-pLMPd-A-P07,Jmjd4.2,D11,51.86927457
CR-pLMPd-A-P05,Ezh1.2,C02,51.98706722
CR-pLMPd-A-P16,Sirt7.3,E11,57.89473684
CR-pLMPd-A-P16,Smarcd1.1,C06,57.90571548
CR-pLMPd-A-P03,Cbx5.2,E02,52.06431986
CR-pLMPd-A-P15,Scml4.2,C08,57.94538944
control screen 1,shCd4.2+Runx3,C10,52.14899713
CR-pLMPd-A-P04,Dnmt3b.1,B11,52.20188026
CR-pLMPd-A-P08,Kdm4a.4,F07,56.72528805
CR-pLMPd-A-P11,Paxip1.1,B11,56.75806843
CR-pLMPd-A-P12,Polr2b.2,C05,56.76190476
CR-pLMPd-A-P04,Chd4.2,D02,52.29856649
CR-pLMPd-A-P17,Taf3.4,G06,58.19622182
CR-pLMPd-A-P13,Prdm9.2,C02,56.79559972
CR-pLMPd-A-P02,Brd8.4,F07,52.3282226
CR-pLMPd-A-P01,Asxl1.2,E02,52.40734326
CR-pLMPd-A-P16,Smarca5.4,G09,58.32223702
CR-pLMPd-A-P10,Mtf2.3,E06,56.90844233
CR-pLMPd-A-P19,Chd7.3,C05,58.35435669
CR-pLMPd-A-P07,Ing2.4,G03,52.48313918
CR-pLMPd-A-P04,Ctsl.2,E03,52.52566735
CR-pLMPd-A-P06,Gtf3c4.3,F09,52.56497948
CR-pLMPd-A-P13,Prkaa2.4,G06,57.06436421
CR-pLMPd-A-P05,Epc1.3,D04,52.63609087
CR-pLMPd-A-P07,Jhdm1d.2,C05,52.64483627
CR-pLMPd-A-P08,Kat2a.4,G08,57.14285714
CR-pLMPd-A-P11,Parp1.3,E05,57.19781332
control screen 3,shCd4.4+pMig,E11,58.67530598
CR-pLMPd-A-P08,Kat5.1,D05,57.21313655
CR-pLMPd-A-P03,Brwd1.2,C04,52.73663876
CR-pLMPd-A-P13,Prkaa1.3,E09,57.24106324
CR-pLMPd-A-P02,Baz2b.3,F06,52.76008493
CR-pLMPd-A-P08,Kdm2b.1,B03,57.28643216
CR-pLMPd-A-P03,Cbx7.2,C10,52.80528053
CR-pLMPd-A-P17,Ssrp1.3,E11,58.82352941
CR-pLMPd-A-P03,Chaf1b.4,F07,52.84280936
CR-pLMPd-A-P07,Ino80.1,C06,52.84324729
CR-pLMPd-A-P11,Pcgf1.2,D11,57.37727149
CR-pLMPd-A-P18,Ube2b.2,C10,58.9987163
CR-pLMPd-A-P13,Prkaa1.4,F11,57.50982962
CR-pLMPd-A-P11,Padi4.2,C07,57.51445087
CR-pLMPd-A-P16,Smarca4.4,G11,59.06210393
CR-pLMPd-A-P06,Gtf2f1.2,D09,53.03643725
CR-pLMPd-A-P04,Cxxc1.3,D04,53.03867403
CR-pLMPd-A-P07,Hdac8.4,G04,53.05684662
CR-pLMPd-A-P09,L3mbtl1.2,D09,57.57124232
CR-pLMPd-A-P13,Prkaa2.2,D03,57.64642082
CR-pLMPd-A-P07,Hltf.1,B09,53.15674891
CR-pLMPd-A-P21,Smarcb1.2,F06,59.21052632
control screen 3,Smarca4.4,E05,59.24258886
CR-pLMPd-A-P13,Prdm5.2,C10,57.7242763
CR-pLMPd-A-P11,Padi4.3,E06,57.76614311
CR-pLMPd-A-P07,Jhdm1d.3,E09,53.25566882
CR-pLMPd-A-P04,Dnmt3l.3,D07,53.31660093
CR-pLMPd-A-P05,Epc2.3,E06,53.32046332
CR-pLMPd-A-P04,Dot1l.2,D11,53.32785538
CR-pLMPd-A-P17,Taf3.1,C09,59.43134535
CR-pLMPd-A-P03,Chaf1a.1,C06,53.35102853
CR-pLMPd-A-P05,Ep400.1,B05,53.35140018
control screen 3,Klf2.4,E09,59.44340213
CR-pLMPd-A-P09,L3mbtl1.4,G10,57.89108567
CR-pLMPd-A-P14,Prmt1.1,B02,57.89851604
CR-pLMPd-A-P06,Gadd45b.3,F06,53.38616715
CR-pLMPd-A-P16,Sirt7.1,B09,59.48450135
CR-pLMPd-A-P10,Mll2.2,D02,57.91530945
CR-pLMPd-A-P10,Nap1l1.2,D11,57.92037272
CR-pLMPd-A-P08,Kdm2a.4,G11,58.00599464
control screen 3,Wdr82.2,G07,59.6042471
CR-pLMPd-A-P03,Carm1.3,F02,53.48837209
CR-pLMPd-A-P20,Hdac11.1,F06,59.61440893
CR-pLMPd-A-P03,Cbx8.4,F04,53.54868062
CR-pLMPd-A-P16,Smarca1.4,G03,59.68664511
CR-pLMPd-A-P03,Cbx5.3,F09,53.56125356
control screen 1,Sp140.4,F09,53.56824264
CR-pLMPd-A-P12,Pcmt1.1,C03,58.15823132
CR-pLMPd-A-P05,Dub2a.2,C04,53.65853659
CR-pLMPd-A-P07,Jmjd4.3,F03,53.67690783
CR-pLMPd-A-P13,Prdm15.1,B09,58.29428304
CR-pLMPd-A-P11,Padi1.2,C10,58.30002104
CR-pLMPd-A-P15,Setdb2.4,F04,59.96838569
CR-pLMPd-A-P10,Mta3.4,G09,58.33832874
CR-pLMPd-A-P19,Whsc1l1.1,D05,60
CR-pLMPd-A-P12,Phf20.1,B03,58.36036567
CR-pLMPd-A-P14,Prmt7.1,B09,58.38497289
CR-pLMPd-A-P05,Ep300.4,G03,53.84615385
CR-pLMPd-A-P19,Wdr5.2,D02,60.03649635
CR-pLMPd-A-P18,Trim24.3,F05,60.04016064
CR-pLMPd-A-P07,Hdac9.3,F02,53.85572139
CR-pLMPd-A-P13,Prdm8.3,E10,58.40188014
control screen 3,Wdr82.3,G08,60.10159317
CR-pLMPd-A-P10,Msl3.1,B09,58.47150259
CR-pLMPd-A-P19,Wdr82.1,B06,60.13561742
CR-pLMPd-A-P14,Ring1.3,E05,58.48808305
CR-pLMPd-A-P02,Brd9.2,C05,53.95176252
CR-pLMPd-A-P10,Msl3.2,D09,58.52282158
CR-pLMPd-A-P10,Msl3.3,E11,58.5235794
control screen 3,shCd4.2+pMig,C11,60.25738077
CR-pLMPd-A-P09,L3mbtl4.1,B03,58.58717997
control screen 2,Smarca4.4,E05,58.59664415
control screen 1,Brd8.3,C08,54.05117271
CR-pLMPd-A-P05,Ehmt2.1,C03,54.06519296
CR-pLMPd-A-P17,Sp110.1,C03,60.29577238
CR-pLMPd-A-P03,Cbx7.1,B03,54.07759303
CR-pLMPd-A-P14,Prmt2.4,G04,58.63672602
CR-pLMPd-A-P08,Kdm1a.1,B09,58.63697706
CR-pLMPd-A-P03,Chd1l.2,D03,54.08790708
CR-pLMPd-A-P21,Setd3.3,E08,60.33768716
CR-pLMPd-A-P19,Arid1b.2,C10,60.34583822
CR-pLMPd-A-P12,Phf20l1.3,E06,58.67237687
CR-pLMPd-A-P18,Trim28.1,B09,60.39411601
control screen 2,Brd8.4,C09,58.73699695
CR-pLMPd-A-P02,Brd8.3,E05,54.18719212
CR-pLMPd-A-P12,Pcgf2.2,C04,58.75500546
CR-pLMPd-A-P07,Ing2.2,E02,54.25467713
CR-pLMPd-A-P10,Myst4.1,C09,58.83708562
CR-pLMPd-A-P10,Myst2.4,F07,58.84274382
CR-pLMPd-A-P10,Mta1.3,F09,58.84831461
CR-pLMPd-A-P03,Cbx3.2,E07,54.29420505
CR-pLMPd-A-P17,Tcea1.2,D11,60.57432432
CR-pLMPd-A-P04,Dmap1.3,E06,54.31235431
CR-pLMPd-A-P08,Kdm2a.3,F08,58.8997555
control screen 1,mll2.2,C03,54.34550786
control screen 2,Cxxcl.1,D06,58.92097264
CR-pLMPd-A-P07,Ing5.1,B04,54.38712522
CR-pLMPd-A-P16,Smarca5.1,B03,60.71251856
CR-pLMPd-A-P15,Sfmbt2.4,F11,60.71428571
CR-pLMPd-A-P07,Jarid2.4,F07,54.42084942
CR-pLMPd-A-P11,Nap1l2.4,E04,58.99293606
CR-pLMPd-A-P03,Cbx8.1,B04,54.44860351
CR-pLMPd-A-P11,Ncoa1.2,C08,59.03344209
CR-pLMPd-A-P13,Prdm15.2,D09,59.09090909
CR-pLMPd-A-P03,Brwd3.3,E08,54.5276873
CR-pLMPd-A-P13,Prkcd.4,G05,59.10910911
CR-pLMPd-A-P07,Hdac7.3,D10,54.54545455
CR-pLMPd-A-P05,Ezh1.1,B08,54.54545455
CR-pLMPd-A-P07,Hdac8.2,D02,54.58530007
CR-pLMPd-A-P07,Ing3.3,F08,54.60017197
CR-pLMPd-A-P10,Mta2.3,F08,59.17985367
CR-pLMPd-A-P11,Paxip1.4,F11,59.18777644
CR-pLMPd-A-P11,Ncoa3.3,F06,59.19182948
CR-pLMPd-A-P03,Cbx8.3,E06,54.63546355
CR-pLMPd-A-P08,Kdm2b.3,D04,59.21030334
CR-pLMPd-A-P18,Ube2i.4,G02,61.01026046
CR-pLMPd-A-P05,Epc2.4,F04,54.67349552
control screen 3,mll2.1,C02,61.02049352
CR-pLMPd-A-P03,Cbx6.3,F08,54.7107438
control screen 3,Brd8.4,C09,61.07303238
CR-pLMPd-A-P08,Kdm4d.2,D03,59.30293501
CR-pLMPd-A-P07,Jhdm1d.4,F11,54.73703842
CR-pLMPd-A-P09,Kdm6b.1,D05,59.31232092
CR-pLMPd-A-P13,Prdm2.4,G03,59.36487362
CR-pLMPd-A-P21,Setd3.2,D02,61.20389701
control screen 1,Smarca4.4,E05,54.86608327
control screen 1,Sp140.3,F08,54.87354362
CR-pLMPd-A-P15,Scml2.4,G04,61.26175982
CR-pLMPd-A-P16,Sirt6.1,D05,61.30242073
CR-pLMPd-A-P11,Ncor1.3,F05,59.49453552
CR-pLMPd-A-P03,Chd2.2,D11,54.92808799
CR-pLMPd-A-P12,Pcgf6.1,B06,59.51239009
CR-pLMPd-A-P10,Mtf2.4,F04,59.54198473
CR-pLMPd-A-P08,Kdm2a.2,E03,59.54246318
CR-pLMPd-A-P16,Sirt4.1,B06,61.414791
CR-pLMPd-A-P13,Prdm4.4,G11,59.59291368
control screen 3,shCd4.3+pMig,D11,61.42034549
CR-pLMPd-A-P06,Gtf3c4.4,G03,55.01350135
CR-pLMPd-A-P06,Fbxw9.3,D10,55.0154321
CR-pLMPd-A-P06,Hdac1.4,F04,55.01567398
CR-pLMPd-A-P15,Sfmbt1.2,C02,61.43617021
CR-pLMPd-A-P09,Men1.2,D11,59.61538462
CR-pLMPd-A-P15,Sin3b.3,F03,61.45689258
CR-pLMPd-A-P20,Iws1.2,D09,61.5138392
CR-pLMPd-A-P14,Prmt1.2,C04,59.6786342
CR-pLMPd-A-P17,Suz12.2,C02,61.52395323
control screen 3,Bptf.1,B02,61.53846154
CR-pLMPd-A-P01,Asxl2.3,F08,55.10852303
CR-pLMPd-A-P20,Fkbp5.3,G04,61.54042336
CR-pLMPd-A-P14,Rnf217.2,D03,59.70353033
CR-pLMPd-A-P07,Jmjd4.1,B07,55.15388373
CR-pLMPd-A-P04,Crebbp.1,C11,55.16276704
CR-pLMPd-A-P14,Prmt6.2,E07,59.76852652
CR-pLMPd-A-P01,Asxl2.4,G11,55.21298174
CR-pLMPd-A-P12,Ppargc1a.2,D03,59.82758621
CR-pLMPd-A-P17,Suz12.4,F07,61.72106825
CR-pLMPd-A-P07,Hira.4,G07,55.26212833
CR-pLMPd-A-P21,Smarca2.1,F02,61.72671652
control screen 3,shCd4.1+Runx3,B10,61.73311053
CR-pLMPd-A-P13,Prdm10.4,E04,59.88235294
CR-pLMPd-A-P04,Chd9.4,G10,55.29953917
CR-pLMPd-A-P19,Wdr5.3,E08,61.77715092
CR-pLMPd-A-P06,Gadd45b.4,F10,55.32915361
control screen 3,Cxxcl.3,D08,61.81734741
CR-pLMPd-A-P20,Prdm16.3,D07,61.84947128
CR-pLMPd-A-P08,Kat5.4,G07,59.97302765
CR-pLMPd-A-P20,Fkbp5.2,E08,61.85755283
CR-pLMPd-A-P06,Hdac6.2,D11,55.37747786
CR-pLMPd-A-P13,Prdm2.3,F09,59.98138669
control screen 2,Brd8.1,C06,59.98677249
CR-pLMPd-A-P14,Rbbp4.4,G09,60
CR-pLMPd-A-P07,Hdac8.1,B10,55.40106952
CR-pLMPd-A-P19,Cecr2.1,B08,61.89533239
CR-pLMPd-A-P09,Kdm6a.1,C03,60.00851789
CR-pLMPd-A-P12,Prdm1.3,F03,60.08154188
CR-pLMPd-A-P05,Epc2.1,B04,55.48338746
CR-pLMPd-A-P19,Whsc1l1.3,F05,61.98801199
CR-pLMPd-A-P16,Smyd3.1,B07,62.05908684
CR-pLMPd-A-P18,Usp27x.3,D07,62.09400847
CR-pLMPd-A-P15,Rpa3.2,C04,62.10720887
CR-pLMPd-A-P18,Usp27x.2,D03,62.11354694
CR-pLMPd-A-P03,Chd1.1,B11,55.59792972
CR-pLMPd-A-P05,Fbxl19.4,G06,55.62444641
CR-pLMPd-A-P07,Ing5.3,E06,55.63560679
CR-pLMPd-A-P07,Jmjd1c.2,D03,55.6421552
CR-pLMPd-A-P17,Smyd4.2,C04,62.17679708
CR-pLMPd-A-P05,Eed.2,D02,55.654102
CR-pLMPd-A-P12,Phc1.1,D05,60.27542373
CR-pLMPd-A-P06,Hdac3.4,F11,55.67986231
CR-pLMPd-A-P16,Smarce1.1,B11,62.24093264
CR-pLMPd-A-P20,Mecp2.2,F08,62.2530475
CR-pLMPd-A-P06,Hdac6.4,G05,55.71349455
control screen 2,Wdr82.4,G09,60.34209693
CR-pLMPd-A-P20,Hdac5.2,F05,62.29249012
CR-pLMPd-A-P17,Tcea1.4,G05,62.31986771
