plate_well,shRNA,Percentage
7_C03,Hells.1,48.7391105
control3_B11,shCd4.1+pMig,54.03422983
control1_D08,Cxxcl.3,48.89547414
2_E06,Brd3.3,48.91640867
7_B03,Ing4.1,48.91859052
9_E05,Mbd3.3,53.3557047
control2_C04,mll2.3,53.39498018
4_G09,Cxxc1.4,49.04655076
12_F11,Polr2b.4,53.41463415
13_F02,Prdm12.3,53.54072861
3_G05,Chd2.4,49.2343934
16_G02,Smarcd1.4,54.5769564
3_F06,Cbx1.3,49.29225645
16_D07,Smyd2.3,54.62184874
6_C07,Hdac1.2,49.38574939
17_F11,Taf1.4,54.79143179
11_C11,Nsd1.1,53.84359401
16_E10,Smarcd1.3,54.93586168
12_D02,Pcgf5.2,53.98977551
1_G08,Aff4.4,49.60985626
7_D09,Hltf.2,49.73885094
7_C04,Hdac7.2,49.85074627
7_G02,Ino80.4,49.90212072
19_C08,Wdr82.2,55.4304103
3_G06,Chd1l.4,50
2_B11,Brd9.1,50
2_C08,Baz2a.2,50
1_E03,Asxl2.2,50
6_D06,Gadd45b.2,50.01748863
16_D04,Smarca5.3,55.46583851
10_B05,Mta2.1,54.45492662
20_D08,Parp2.3,55.68049632
7_G09,Ing4.4,50.2203665
7_C07,Ing5.2,50.23825732
7_B05,Ing3.1,50.24875622
13_C09,Prkaa2.1,54.66230937
7_B08,Jarid2.1,50.28598665
control2_G07,Wdr82.2,54.71014493
3_B06,Carm1.1,50.30721966
control1_B11,shCd4.1+pMig,50.3257329
control3_G06,Wdr82.1,55.86485843
13_C07,Prdm6.2,54.80769231
13_F04,Prdm6.4,54.8952381
4_F06,Chd6.3,50.48318516
6_B08,Hdac2.1,50.50505051
10_C06,Myst1.1,54.9969344
10_G03,Mta1.4,55.04178273
7_C02,Jarid2.2,50.64377682
12_B10,Pcgf5.1,55.1087673
15_B03,Setdb1.1,56.32614808
8_E06,Kdm3a.3,55.17167151
3_F05,Cbx3.3,50.77653149
10_D06,Mll5.2,55.24587254
7_E08,Hdac8.3,50.81880613
3_G02,Chaf1a.4,50.82552432
control2_G06,Wdr82.1,55.29179031
10_E10,Myst1.3,55.45621275
7_D05,Hira.1,51.02195307
7_E11,Hltf.3,51.04379218
15_G08,Scml4.4,56.75675676
control2_D09,Cxxcl.4,55.54753557
7_C10,Ing4.2,51.12897053
13_G08,Prdm12.4,55.57457213
8_C04,Jmjd5.2,55.58976332
11_D04,Padi1.3,55.79441562
8_C07,Kdm3a.2,55.81075775
4_B10,Chd4.1,51.38023152
9_E06,Mbd1.3,55.83804143
control3_D09,Cxxcl.4,57.10864359
3_C05,Chd1.2,51.40234574
15_D08,Setmar.2,57.13213213
18_C07,Ube2e1.2,57.14285714
11_C05,Paxip1.2,55.91263651
control1_D11,shCd4.3+pMig,51.50659134
13_B04,Prdm6.1,56.03751465
4_D10,Chd3.3,51.58166559
control2_D08,Cxxcl.3,56.04523357
15_D04,Setdb1.3,57.38033821
11_F08,Orc1.3,56.08763693
11_D05,Ncor1.1,56.22096025
3_D06,Cbx1.2,51.77447052
5_B07,Fbxo44.1,51.80878553
8_C05,Kdm4c.2,56.29407787
11_E08,Nap1l3.3,56.30221576
4_G05,Dot1l.4,51.84659091
7_D11,Jmjd4.2,51.86927457
5_C02,Ezh1.2,51.98706722
16_E11,Sirt7.3,57.89473684
16_C06,Smarcd1.1,57.90571548
3_E02,Cbx5.2,52.06431986
15_C08,Scml4.2,57.94538944
control1_C10,shCd4.2+Runx3,52.14899713
4_B11,Dnmt3b.1,52.20188026
8_F07,Kdm4a.4,56.72528805
11_B11,Paxip1.1,56.75806843
12_C05,Polr2b.2,56.76190476
4_D02,Chd4.2,52.29856649
17_G06,Taf3.4,58.19622182
13_C02,Prdm9.2,56.79559972
2_F07,Brd8.4,52.3282226
1_E02,Asxl1.2,52.40734326
16_G09,Smarca5.4,58.32223702
10_E06,Mtf2.3,56.90844233
19_C05,Chd7.3,58.35435669
7_G03,Ing2.4,52.48313918
4_E03,Ctsl.2,52.52566735
6_F09,Gtf3c4.3,52.56497948
13_G06,Prkaa2.4,57.06436421
5_D04,Epc1.3,52.63609087
7_C05,Jhdm1d.2,52.64483627
8_G08,Kat2a.4,57.14285714
11_E05,Parp1.3,57.19781332
control3_E11,shCd4.4+pMig,58.67530598
8_D05,Kat5.1,57.21313655
3_C04,Brwd1.2,52.73663876
13_E09,Prkaa1.3,57.24106324
2_F06,Baz2b.3,52.76008493
8_B03,Kdm2b.1,57.28643216
3_C10,Cbx7.2,52.80528053
17_E11,Ssrp1.3,58.82352941
3_F07,Chaf1b.4,52.84280936
7_C06,Ino80.1,52.84324729
11_D11,Pcgf1.2,57.37727149
18_C10,Ube2b.2,58.9987163
13_F11,Prkaa1.4,57.50982962
11_C07,Padi4.2,57.51445087
16_G11,Smarca4.4,59.06210393
6_D09,Gtf2f1.2,53.03643725
4_D04,Cxxc1.3,53.03867403
7_G04,Hdac8.4,53.05684662
9_D09,L3mbtl1.2,57.57124232
13_D03,Prkaa2.2,57.64642082
7_B09,Hltf.1,53.15674891
21_F06,Smarcb1.2,59.21052632
control3_E05,Smarca4.4,59.24258886
13_C10,Prdm5.2,57.7242763
11_E06,Padi4.3,57.76614311
7_E09,Jhdm1d.3,53.25566882
4_D07,Dnmt3l.3,53.31660093
5_E06,Epc2.3,53.32046332
4_D11,Dot1l.2,53.32785538
17_C09,Taf3.1,59.43134535
3_C06,Chaf1a.1,53.35102853
5_B05,Ep400.1,53.35140018
control3_E09,Klf2.4,59.44340213
9_G10,L3mbtl1.4,57.89108567
14_B02,Prmt1.1,57.89851604
6_F06,Gadd45b.3,53.38616715
16_B09,Sirt7.1,59.48450135
10_D02,Mll2.2,57.91530945
10_D11,Nap1l1.2,57.92037272
8_G11,Kdm2a.4,58.00599464
control3_G07,Wdr82.2,59.6042471
3_F02,Carm1.3,53.48837209
20_F06,Hdac11.1,59.61440893
3_F04,Cbx8.4,53.54868062
16_G03,Smarca1.4,59.68664511
3_F09,Cbx5.3,53.56125356
control1_F09,Sp140.4,53.56824264
12_C03,Pcmt1.1,58.15823132
5_C04,Dub2a.2,53.65853659
7_F03,Jmjd4.3,53.67690783
13_B09,Prdm15.1,58.29428304
11_C10,Padi1.2,58.30002104
15_F04,Setdb2.4,59.96838569
10_G09,Mta3.4,58.33832874
19_D05,Whsc1l1.1,60
12_B03,Phf20.1,58.36036567
14_B09,Prmt7.1,58.38497289
5_G03,Ep300.4,53.84615385
19_D02,Wdr5.2,60.03649635
18_F05,Trim24.3,60.04016064
7_F02,Hdac9.3,53.85572139
13_E10,Prdm8.3,58.40188014
control3_G08,Wdr82.3,60.10159317
10_B09,Msl3.1,58.47150259
19_B06,Wdr82.1,60.13561742
14_E05,Ring1.3,58.48808305
2_C05,Brd9.2,53.95176252
10_D09,Msl3.2,58.52282158
10_E11,Msl3.3,58.5235794
control3_C11,shCd4.2+pMig,60.25738077
9_B03,L3mbtl4.1,58.58717997
control2_E05,Smarca4.4,58.59664415
control1_C08,Brd8.3,54.05117271
5_C03,Ehmt2.1,54.06519296
17_C03,Sp110.1,60.29577238
3_B03,Cbx7.1,54.07759303
14_G04,Prmt2.4,58.63672602
8_B09,Kdm1a.1,58.63697706
3_D03,Chd1l.2,54.08790708
21_E08,Setd3.3,60.33768716
19_C10,Arid1b.2,60.34583822
12_E06,Phf20l1.3,58.67237687
18_B09,Trim28.1,60.39411601
control2_C09,Brd8.4,58.73699695
2_E05,Brd8.3,54.18719212
12_C04,Pcgf2.2,58.75500546
7_E02,Ing2.2,54.25467713
10_C09,Myst4.1,58.83708562
10_F07,Myst2.4,58.84274382
10_F09,Mta1.3,58.84831461
3_E07,Cbx3.2,54.29420505
17_D11,Tcea1.2,60.57432432
4_E06,Dmap1.3,54.31235431
8_F08,Kdm2a.3,58.8997555
control1_C03,mll2.2,54.34550786
control2_D06,Cxxcl.1,58.92097264
7_B04,Ing5.1,54.38712522
16_B03,Smarca5.1,60.71251856
15_F11,Sfmbt2.4,60.71428571
7_F07,Jarid2.4,54.42084942
11_E04,Nap1l2.4,58.99293606
3_B04,Cbx8.1,54.44860351
11_C08,Ncoa1.2,59.03344209
13_D09,Prdm15.2,59.09090909
3_E08,Brwd3.3,54.5276873
13_G05,Prkcd.4,59.10910911
7_D10,Hdac7.3,54.54545455
5_B08,Ezh1.1,54.54545455
7_D02,Hdac8.2,54.58530007
7_F08,Ing3.3,54.60017197
10_F08,Mta2.3,59.17985367
11_F11,Paxip1.4,59.18777644
11_F06,Ncoa3.3,59.19182948
3_E06,Cbx8.3,54.63546355
8_D04,Kdm2b.3,59.21030334
18_G02,Ube2i.4,61.01026046
5_F04,Epc2.4,54.67349552
control3_C02,mll2.1,61.02049352
3_F08,Cbx6.3,54.7107438
control3_C09,Brd8.4,61.07303238
8_D03,Kdm4d.2,59.30293501
7_F11,Jhdm1d.4,54.73703842
9_D05,Kdm6b.1,59.31232092
13_G03,Prdm2.4,59.36487362
21_D02,Setd3.2,61.20389701
control1_E05,Smarca4.4,54.86608327
control1_F08,Sp140.3,54.87354362
15_G04,Scml2.4,61.26175982
16_D05,Sirt6.1,61.30242073
11_F05,Ncor1.3,59.49453552
3_D11,Chd2.2,54.92808799
12_B06,Pcgf6.1,59.51239009
10_F04,Mtf2.4,59.54198473
8_E03,Kdm2a.2,59.54246318
16_B06,Sirt4.1,61.414791
13_G11,Prdm4.4,59.59291368
control3_D11,shCd4.3+pMig,61.42034549
6_G03,Gtf3c4.4,55.01350135
6_D10,Fbxw9.3,55.0154321
6_F04,Hdac1.4,55.01567398
15_C02,Sfmbt1.2,61.43617021
9_D11,Men1.2,59.61538462
15_F03,Sin3b.3,61.45689258
20_D09,Iws1.2,61.5138392
14_C04,Prmt1.2,59.6786342
17_C02,Suz12.2,61.52395323
control3_B02,Bptf.1,61.53846154
1_F08,Asxl2.3,55.10852303
20_G04,Fkbp5.3,61.54042336
14_D03,Rnf217.2,59.70353033
7_B07,Jmjd4.1,55.15388373
4_C11,Crebbp.1,55.16276704
14_E07,Prmt6.2,59.76852652
1_G11,Asxl2.4,55.21298174
12_D03,Ppargc1a.2,59.82758621
17_F07,Suz12.4,61.72106825
7_G07,Hira.4,55.26212833
21_F02,Smarca2.1,61.72671652
control3_B10,shCd4.1+Runx3,61.73311053
13_E04,Prdm10.4,59.88235294
4_G10,Chd9.4,55.29953917
19_E08,Wdr5.3,61.77715092
6_F10,Gadd45b.4,55.32915361
control3_D08,Cxxcl.3,61.81734741
20_D07,Prdm16.3,61.84947128
8_G07,Kat5.4,59.97302765
20_E08,Fkbp5.2,61.85755283
6_D11,Hdac6.2,55.37747786
13_F09,Prdm2.3,59.98138669
control2_C06,Brd8.1,59.98677249
14_G09,Rbbp4.4,60
7_B10,Hdac8.1,55.40106952
19_B08,Cecr2.1,61.89533239
9_C03,Kdm6a.1,60.00851789
12_F03,Prdm1.3,60.08154188
5_B04,Epc2.1,55.48338746
19_F05,Whsc1l1.3,61.98801199
16_B07,Smyd3.1,62.05908684
18_D07,Usp27x.3,62.09400847
15_C04,Rpa3.2,62.10720887
18_D03,Usp27x.2,62.11354694
3_B11,Chd1.1,55.59792972
5_G06,Fbxl19.4,55.62444641
7_E06,Ing5.3,55.63560679
7_D03,Jmjd1c.2,55.6421552
17_C04,Smyd4.2,62.17679708
5_D02,Eed.2,55.654102
12_D05,Phc1.1,60.27542373
6_F11,Hdac3.4,55.67986231
16_B11,Smarce1.1,62.24093264
20_F08,Mecp2.2,62.2530475
6_G05,Hdac6.4,55.71349455
control2_G09,Wdr82.4,60.34209693
20_F05,Hdac5.2,62.29249012
17_G05,Tcea1.4,62.31986771
5_F07,Ezh1.4,55.7622739
5_E07,Elp3.2,55.7711951
18_D09,Trim28.2,62.34567901
10_B04,Mtf2.1,60.40962838
4_C07,Dmap1.2,55.7966522
20_G08,H2afz.1,62.3758004
11_C06,Padi6.1,60.45074518
8_D07,Kdm4d.3,60.4910418
18_C09,Usp27x.1,62.5
8_D06,Kat2b.2,60.53647059
18_G09,Ube2b.4,62.54375729
4_E08,Chd4.3,55.96302003
6_B11,Hdac3.1,55.96330275
control2_G08,Wdr82.3,60.60198419
12_D08,Phf8.2,60.62557498
10_C03,Mll5.1,60.63829787
control1_B05,Bptf.4,56.02883355
10_C04,Mll1.2,60.69630872
10_C07,Mtf2.2,60.69901667
12_G05,Prdm1.4,60.70381232
8_B08,Kdm4a.1,60.70438159
13_B08,Prdm9.1,60.70504528
control3_F08,Sp140.3,62.70386266
17_G07,Sp140.4,62.73606633
20_F04,Parp2.1,62.74554075
19_G08,Wdr82.4,62.75092937
13_B03,Prdm5.1,60.76458753
7_F06,Hells.3,56.16850552
20_D04,Padi2.3,62.80741582
3_E04,Brwd1.4,56.1970339
control3_C03,mll2.2,62.85211268
20_D05,Hdac11.3,62.85506191
19_C11,Zmynd8.1,62.97117517
6_B09,Gtf2f1.1,56.31825273
15_C06,Setmar.1,62.99398625
4_B06,Chd5.1,56.34340223
control2_B05,Bptf.4,61.01576994
control1_D10,shCd4.3+Runx3,56.3996859
control1_C02,mll2.1,56.4077826
20_G05,Satb1.2,63.09487258
1_E07,Ash1l.2,56.42006803
7_F05,Hira.3,56.43322476
18_D11,Usp51.2,63.13165647
13_G02,Prdm8.4,61.09452736
control2_B03,Bptf.2,61.10397946
control3_G09,Wdr82.4,63.16056911
7_G11,Ing3.4,56.47933117
9_B08,Mbd3.1,61.12412178
6_B04,Hdac1.1,56.52173913
16_E02,Smarca1.2,63.24909747
control2_C03,mll2.2,61.18751653
2_G03,Bptf.4,56.56668608
8_E10,Kdm3b.3,61.22413493
15_D03,Sin3a.2,63.30252918
11_G04,Nap1l3.4,61.26155878
16_C08,Sirt4.2,63.38383838
7_F10,Hells.4,56.67776545
19_D11,Eaf1.2,63.4416826
15_B02,Rpa3.1,63.48623853
10_B07,Nap1l1.1,61.39157973
8_E02,Kdm1b.2,61.43349828
control1_D02,Ncor1.1,56.78588927
15_D02,Scml2.2,63.54998623
control1_E09,Klf2.4,56.79490098
17_B08,Suz12.1,63.55501814
control3_B03,Bptf.2,63.58629131
10_B10,Mll2.1,61.49703823
9_D02,Kdm5c.2,61.52263374
5_C07,Epc2.2,56.87782805
10_D03,Myst4.2,61.53846154
9_B11,Mbd4.1,61.5692554
4_C09,Dnmt3l.1,56.93506494
19_E06,Brdt.1,63.72595026
16_C09,Smyd2.1,63.73796957
9_E08,Kdm5c.3,61.64341085
15_G06,Sin3a.4,63.78908073
4_C08,Chd5.2,57.00116686
13_B05,Prdm4.1,61.6686344
3_G03,Cbx5.4,57.01774085
9_B09,L3mbtl1.1,61.68067227
control2_C08,Brd8.3,61.70817316
15_D10,Rpa3.3,63.88888889
2_F08,Brd1.3,57.09052852
10_D08,Myst1.2,61.75459573
1_B05,Asxl2.1,57.09812109
9_C06,Mbd2.1,61.76470588
15_E08,Scml2.3,63.95558998
control3_C04,mll2.3,63.95971716
15_G02,Setmar.4,63.96028037
11_D10,Nap1l2.3,61.80482686
16_D03,Smyd2.2,64.00608134
16_F03,Smyd3.3,64.02439024
18_C05,Usp22.2,64.03213268
8_D08,Kdm3b.2,61.87609732
9_D07,Mecom.3,61.89412553
17_D03,Taf3.2,64.07678245
13_B11,Prkaa1.1,61.90871369
11_G05,Pcgf1.4,61.91533657
19_E09,Clock.1,64.11159263
16_B02,Sirt1.1,64.18678977
3_C08,Carm1.2,57.33074279
15_B06,Scml4.1,64.19477329
15_F08,Setd8.3,64.21404682
19_E10,Cbx2.2,64.2316879
3_C07,Cbx8.2,57.42981055
3_B02,Brwd1.1,57.43124634
2_E07,Bmi1.2,57.44493392
18_C08,Tet2.2,64.34187167
4_E09,Dnmt3b.3,57.46720484
13_D11,Prkcd.2,62.16763006
7_D06,Hells.2,57.49834838
16_C03,Sirt5.1,64.39259447
19_D04,Arid1b.3,64.39456913
18_B11,Usp22.1,64.40882454
control3_F07,Sp140.2,64.4295302
17_B07,Tcea1.1,64.48532837
16_D10,Sirt1.3,64.54894868
12_E08,Pcgf5.3,62.32114467
control1_D03,Ncor1.2,57.65765766
8_E08,Jmjd6.3,62.35373919
9_D03,Mecom.2,62.35955056
19_F03,Eaf1.3,64.6307725
11_E02,Nsd1.2,62.39273094
17_G04,Smyd5.4,64.66250709
21_D10,Scmh1.2,64.67209191
9_B05,L3mbtl3.1,62.42937853
control3_F09,Sp140.4,64.69459546
12_D06,Pcmt1.2,62.5
3_F10,Cbx1.4,57.81766651
9_B06,Kdm5d.1,62.50944822
9_E07,Kdm6b.2,62.53669994
control1_C04,mll2.3,57.85662563
8_B10,Jmjd6.1,62.54914132
13_F05,Prdm14.3,62.55597658
10_G07,Morf4l1.4,62.55681818
11_D09,Ncor2.2,62.5594564
control3_D10,shCd4.3+Runx3,64.89948408
16_G08,Sirt4.4,64.9301826
11_E09,Paxip1.3,62.64409222
control1_B03,Bptf.2,57.95454545
13_E02,Prdm2.2,62.65520535
control1_C06,Brd8.1,57.96497081
13_F08,Prdm4.3,62.66503667
21_G10,Smyd1.3,64.96447602
control1_F07,Sp140.2,57.98319328
control1_E11,shCd4.4+pMig,57.99782372
10_F03,Nap1l1.3,62.70826701
16_C04,Sirt1.2,65.00811249
16_F02,Sirt4.3,65.0084317
18_B05,Trim66.1,65.02184996
19_B09,Zmynd11.1,65.02762431
16_B10,Sirt3.1,65.03485425
18_B02,Tdg.1,65.03647215
11_D06,Ncoa3.2,62.75083612
16_E07,Sirt6.2,65.06378803
3_G08,Carm1.4,58.08031342
8_F09,Kdm1b.3,62.79278126
13_D07,Prkaa2.3,62.81796502
13_B07,Prkcd.1,62.83618582
12_G06,Ppargc1a.4,62.83839212
8_B06,Kat2a.1,62.9418696
5_E04,Dub2a.4,58.24742268
15_G05,Sin3b.4,65.33528765
5_F08,Ep400.3,58.33333333
9_E11,L3mbtl1.3,63.06732224
6_E10,Hdac10.3,58.38555105
6_F05,Gtf2b.3,58.4057971
10_G10,Msl3.4,63.1402922
16_C10,Smarca5.2,65.50546448
control3_B05,Bptf.4,65.513968
19_F02,Wdr82.3,65.53773024
20_E10,Phc2.1,65.5501378
12_D07,Ppargc1a.3,63.18829419
12_D11,Prdm1.2,63.20606321
14_F02,Prmt3.3,63.21070234
3_G11,Cbx6.4,58.51312711
11_F07,Parp1.4,63.24881583
12_F04,Phf20l1.4,63.24977619
6_G06,Hdac4.4,58.55224752
4_G04,Chd4.4,58.56423174
21_D05,Smarcc1.2,65.67304675
3_F11,Chd1.4,58.57785393
8_D11,Kdm5a.2,63.30227743
4_E05,Dnmt3a.3,58.59872611
1_F07,Atm.4,58.59872611
8_G10,Kdm1a.4,63.32811685
10_D07,Myst4.3,63.33176765
17_B11,Taf1.1,65.73405979
6_C09,Hdac4.1,58.62966175
13_C05,Prkaa1.2,63.36375489
2_D03,Brpf1.2,58.66709388
17_F05,Sp140.3,65.79715787
control1_B10,shCd4.1+Runx3,58.67610484
5_C05,Ezh2.2,58.68335333
6_G08,Gadd45a.4,58.70445344
14_C03,Prmt5.1,63.43877771
12_C07,Phf20l1.2,63.45891966
3_E05,Chaf1b.3,58.74912157
control1_E08,Klf2.3,58.75
18_B03,Ube2b.1,65.93200807
3_E10,Chaf1a.3,58.80012244
8_G02,Kdm3b.4,63.53207429
15_B07,Sin3b.1,65.98697253
6_D08,Hdac10.2,58.83767535
6_E05,Hdac2.3,58.84384657
8_B02,Jmjd5.1,63.57290589
3_E09,Chd1.3,58.85809313
20_C03,H2afz.2,66.01638705
11_G09,Padi1.4,63.5924933
9_B10,Kdm5c.1,63.59426681
control2_D03,Ncor1.2,63.63636364
20_D10,Fkbp2.1,66.11783376
2_G09,Brd2.4,58.95330939
19_E04,Wbp7.4,66.14131862
8_F05,Kat5.3,63.72133781
10_D04,Mta3.3,63.728191
11_F03,Pcgf1.3,63.72826526
8_G05,Kdm5a.4,63.73360242
13_E11,Prdm15.3,63.79993901
12_C06,Phf8.1,63.8221768
15_D09,Setd4.2,66.29892304
4_C06,Dnmt1.1,59.13019236
15_C10,Setdb1.2,66.34542227
4_B03,Cxxc1.1,59.1374269
12_E02,Phf19.2,63.88993592
18_D02,Tet1.2,66.39593909
control3_D06,Cxxcl.1,66.40891517
9_G07,Kdm6b.4,63.94422311
9_E09,Mbd4.3,63.95269112
9_C05,Mbd4.2,63.95864106
6_D05,Gtf2b.1,59.22247446
8_D10,Jmjd5.3,63.96461455
2_C07,Brd3.2,59.23997918
2_G04,Baz1b.4,59.24737456
1_D04,Asxl3.3,59.26053905
14_E09,Rnf20.3,64.03952206
17_D05,Sp140.1,66.54528903
11_F04,Padi4.4,64.05687545
15_F09,Setd5.3,66.57427938
13_B06,Prdm12.1,64.07588739
14_E06,Rbbp5.3,64.10808694
17_G02,Suv420h2.4,66.62804171
19_G07,Whsc1l1.4,66.62850601
control3_E08,Klf2.3,66.64525797
11_F02,Ncoa1.3,64.13976903
17_D06,Sp110.2,66.65297741
16_F05,Sirt6.3,66.66666667
18_D06,Tet3.2,66.70160727
19_G03,Zmynd8.4,66.70886076
16_C02,Smarcd3.2,66.74727932
20_G09,Padi3,66.75889328
6_E09,Hdac3.3,59.48753463
control1_B02,Bptf.1,59.49905482
18_C03,Tet3.1,66.79598357
4_B02,Chd3.1,59.51772013
4_D03,Dnmt3l.2,59.53241745
15_F02,Scml4.3,66.83250415
4_F09,Crebbp.3,59.55506929
20_G06,Rnf2.1,66.86244204
11_C09,Pbrm1.1,64.33408578
17_C06,Suv420h2.1,66.900628
12_E05,Phip.3,64.36744034
