plate,shRNA,Well,GeoMean
CR-pLMPd-A-P05,Elp4.4,G10,1881.349384
CR-pLMPd-A-P10,Msl3.4,G10,2598.238236
CR-pLMPd-A-P08,Jmjd5.2,C04,2600.749568
control screen 1,shCd4.3+pMig,D11,1885.389793
CR-pLMPd-A-P06,Hdac6.1,B07,1886.513484
CR-pLMPd-A-P11,Ncoa3.3,F06,2615.901172
control screen 1,Cxxcl.2,D07,1893.479809
CR-pLMPd-A-P03,Carm1.2,C08,1893.649102
CR-pLMPd-A-P04,Cxxc1.1,B03,1901.27428
CR-pLMPd-A-P11,Ncoa1.4,G08,2633.219131
CR-pLMPd-A-P04,Dot1l.4,G05,1903.929599
CR-pLMPd-A-P20,Iws1.1,B09,1660.053979
CR-pLMPd-A-P16,Smarca4.4,G11,1261.115132
CR-pLMPd-A-P01,Atr.1,B11,1907.317572
CR-pLMPd-A-P21,Smarcd2.1,F05,1267.538435
CR-pLMPd-A-P08,Jmjd6.2,D02,2649.55657
CR-pLMPd-A-P16,Smarca4.3,F08,1279.709771
CR-pLMPd-A-P11,Pbrm1.4,G06,2654.839475
CR-pLMPd-A-P03,Carm1.1,B06,1915.435015
CR-pLMPd-A-P05,Ezh2.1,B11,1916.459939
CR-pLMPd-A-P02,Bop1.1,B09,1916.883213
CR-pLMPd-A-P08,Kdm1a.2,D09,2660.237755
CR-pLMPd-A-P11,Ncor2.4,G10,2660.985026
CR-pLMPd-A-P08,Kat5.4,G07,2664.19153
CR-pLMPd-A-P03,Chaf1b.1,B08,1922.747013
CR-pLMPd-A-P07,Jmjd1c.1,C09,1924.753751
CR-pLMPd-A-P10,Mll2.2,D02,2676.277177
CR-pLMPd-A-P08,Kdm3a.2,C07,2689.321536
control screen 3,Runx3.2,F03,1327.335015
CR-pLMPd-A-P05,Fbxl19.1,C09,1939.339172
CR-pLMPd-A-P07,Ino80.2,D08,1940.985242
CR-pLMPd-A-P19,Zmynd8.1,C11,2197.953709
control screen 2,shCd4.4+pMig,E11,2703.412386
CR-pLMPd-A-P10,Myst3.1,B11,2704.531255
CR-pLMPd-A-P03,Cbx6.4,G11,1944.883707
CR-pLMPd-A-P03,Cbx5.1,C11,1945.846462
CR-pLMPd-A-P11,Nap1l2.3,D10,2709.004205
CR-pLMPd-A-P08,Kdm4d.4,G06,2710.084978
control screen 1,Ncor1.2,D03,1949.216482
CR-pLMPd-A-P01,Ash1l.3,F05,1950.672561
CR-pLMPd-A-P11,Pcgf1.4,G05,2714.869122
CR-pLMPd-A-P02,Brd2.2,C10,1953.557142
CR-pLMPd-A-P08,Kat5.2,E07,2719.767392
CR-pLMPd-A-P14,Prmt3.1,B06,2720.237577
CR-pLMPd-A-P09,L3mbtl2.2,E02,2727.28127
CR-pLMPd-A-P02,Baz2a.1,B06,1959.727209
CR-pLMPd-A-P11,Paxip1.4,F11,2732.760186
CR-pLMPd-A-P02,Baz1a.3,D10,1962.334744
CR-pLMPd-A-P02,Baz2a.3,F02,1962.350224
CR-pLMPd-A-P11,Padi4.3,E06,2737.286063
CR-pLMPd-A-P06,Gadd45a.1,B06,1965.260049
CR-pLMPd-A-P10,Nap1l1.1,B07,2742.497902
CR-pLMPd-A-P20,Paf1.1,B04,1778.115583
CR-pLMPd-A-P06,Gadd45a.2,C08,1970.395902
CR-pLMPd-A-P08,Kdm4a.1,B08,2758.389755
CR-pLMPd-A-P05,Fbxl19.2,D03,1976.843745
CR-pLMPd-A-P13,Prdm8.3,E10,2763.050098
CR-pLMPd-A-P08,Jmjd6.1,B10,2764.423662
CR-pLMPd-A-P01,Ash2l.4,G10,1981.288428
CR-pLMPd-A-P05,Ercc5.3,E10,1982.027096
control screen 2,Sp140.3,F08,2774.839234
CR-pLMPd-A-P11,Padi1.2,C10,2780.836733
CR-pLMPd-A-P12,Polr2b.4,F11,2782.690414
CR-pLMPd-A-P14,Prmt1.3,D10,2784.553182
CR-pLMPd-A-P09,Mecom.4,G06,2786.054487
CR-pLMPd-A-P08,Kdm3a.1,B04,2787.583429
CR-pLMPd-A-P03,Chd2.3,F03,1993.751236
CR-pLMPd-A-P11,Padi4.2,C07,2788.173136
CR-pLMPd-A-P08,Kdm1b.1,C11,2790.100734
CR-pLMPd-A-P20,Hdac5.1,E07,1830.074478
CR-pLMPd-A-P01,Asxl2.3,F08,1997.665566
CR-pLMPd-A-P20,Padi2.1,B03,1831.38168
CR-pLMPd-A-P19,Brdt.2,F04,2289.823122
CR-pLMPd-A-P03,Cbx6.1,B05,2002.283418
CR-pLMPd-A-P14,Prmt5.1,C03,2802.533281
CR-pLMPd-A-P06,Hat1.4,G11,2008.970451
CR-pLMPd-A-P05,Dub2a.2,C04,2013.137823
CR-pLMPd-A-P08,Kat2b.1,C03,2829.395275
CR-pLMPd-A-P11,Ncor1.3,F05,2832.274549
control screen 3,Wdr82.4,G09,1500.872965
CR-pLMPd-A-P04,Ctsl.2,E03,2025.744356
CR-pLMPd-A-P11,Orc1.3,F08,2842.141734
control screen 2,Ncor1.4,D05,2847.471714
CR-pLMPd-A-P11,Pcgf1.1,B07,2849.316892
CR-pLMPd-A-P09,Mbd2.4,G02,2853.629348
CR-pLMPd-A-P12,Phf19.1,C11,2860.64119
CR-pLMPd-A-P11,Nap1l3.3,E08,2866.941683
CR-pLMPd-A-P08,Kdm4d.1,C09,2867.076628
CR-pLMPd-A-P03,Carm1.3,F02,2041.522924
CR-pLMPd-A-P03,Chaf1a.4,G02,2042.748908
CR-pLMPd-A-P14,Psip1.4,G11,2871.582528
CR-pLMPd-A-P15,Sin3a.4,G06,1549.156362
CR-pLMPd-A-P15,Sfmbt2.4,F11,1549.547639
CR-pLMPd-A-P01,Atad2.2,C07,2045.264233
CR-pLMPd-A-P01,Atm.1,B08,2045.826806
CR-pLMPd-A-P05,Eed.1,B10,2054.858869
CR-pLMPd-A-P20,Paf1.3,E06,1943.087487
CR-pLMPd-A-P06,Hcfc1.4,G09,2060.924623
CR-pLMPd-A-P08,Kat2b.2,D06,2909.613464
CR-pLMPd-A-P20,Jmjd8.3,E02,1957.923413
CR-pLMPd-A-P08,Kat2a.4,G08,2912.713801
CR-pLMPd-A-P02,Baz1a.1,B02,2070.199434
control screen 2,shCd4.3+Runx3,D10,2917.074531
CR-pLMPd-A-P06,Hdac2.2,C02,2073.991636
control screen 2,Sp140.4,F09,2925.679687
CR-pLMPd-A-P05,Epc2.1,B04,2076.244411
CR-pLMPd-A-P19,Eaf1.3,F03,2414.458413
CR-pLMPd-A-P03,Brwd3.2,D02,2079.85026
CR-pLMPd-A-P10,Mta3.4,G09,2933.619645
CR-pLMPd-A-P05,Ezh1.2,C02,2081.777005
control screen 2,shCd4.1+pMig,B11,2949.058769
CR-pLMPd-A-P15,Setmar.2,D08,1646.847521
CR-pLMPd-A-P15,Setdb1.1,B03,1647.815579
CR-pLMPd-A-P19,Dpy30.3,G06,2436.351735
CR-pLMPd-A-P11,Padi6.1,C06,2957.727497
CR-pLMPd-A-P05,Dub2a.1,B02,2095.851729
CR-pLMPd-A-P01,Aff4.1,B06,2097.043961
CR-pLMPd-A-P16,Sirt4.2,C08,1662.568097
CR-pLMPd-A-P02,Brd2.4,G09,2099.819886
CR-pLMPd-A-P08,Kdm5a.3,F03,2967.309825
control screen 2,Smarce1.1,G02,2968.559375
CR-pLMPd-A-P20,Rnf2.2,B07,2022.327653
CR-pLMPd-A-P15,Scml2.4,G04,1668.573953
CR-pLMPd-A-P20,Gtf2h1.3,F02,2034.66435
CR-pLMPd-A-P06,Gtf3c4.3,F09,2107.870232
CR-pLMPd-A-P11,Ncor1.2,E07,2981.90558
control screen 1,Sp140.4,F09,2110.92618
control screen 1,Cxxcl.1,D06,2111.226933
CR-pLMPd-A-P05,Eed.2,D02,2113.904369
CR-pLMPd-A-P07,Ing4.3,D04,2115.934544
CR-pLMPd-A-P06,Gadd45a.4,G08,2117.282223
CR-pLMPd-A-P07,Hdac7.4,E04,2119.416627
CR-pLMPd-A-P11,Ncoa1.2,C08,3006.752695
CR-pLMPd-A-P13,Prdm4.4,G11,3007.83098
CR-pLMPd-A-P11,Parp1.4,F07,3008.822209
CR-pLMPd-A-P03,Carm1.4,G08,2125.590233
CR-pLMPd-A-P13,Prdm13.3,F06,3011.333051
CR-pLMPd-A-P16,Smarca5.4,G09,1720.81128
CR-pLMPd-A-P08,Kdm3b.3,E10,3018.817619
CR-pLMPd-A-P11,Nap1l2.2,C04,3021.022951
CR-pLMPd-A-P12,Pcgf5.4,G04,3022.401005
CR-pLMPd-A-P10,Mll5.3,F06,3022.432844
CR-pLMPd-A-P06,Hdac2.1,B08,2132.671961
CR-pLMPd-A-P19,Dpy30.1,D03,2501.290773
CR-pLMPd-A-P01,Asxl1.4,G03,2136.209447
CR-pLMPd-A-P15,Setdb2.4,F04,1741.813744
CR-pLMPd-A-P05,Ep400.1,B05,2143.617072
CR-pLMPd-A-P02,Bmi1.3,F05,2144.110968
control screen 1,Bptf.4,B05,2145.93857
control screen 1,Cxxcl.4,D09,2146.212943
CR-pLMPd-A-P08,Jmjd5.3,D10,3048.426354
CR-pLMPd-A-P04,Dnmt3l.4,G06,2149.500062
CR-pLMPd-A-P06,Gtf2f1.4,G10,2149.837816
CR-pLMPd-A-P15,Scml2.2,D02,1773.801062
CR-pLMPd-A-P04,Dmap1.2,C07,2152.850338
control screen 2,Wdr82.2,G07,3060.634773
CR-pLMPd-A-P06,Hdac4.2,D03,2155.362203
CR-pLMPd-A-P11,Ncor2.3,E11,3071.013132
CR-pLMPd-A-P03,Brwd1.1,B02,2163.275114
CR-pLMPd-A-P03,Brwd1.3,D10,2163.479554
CR-pLMPd-A-P20,H2afz.3,D06,2143.436012
CR-pLMPd-A-P05,Fbxo44.2,D11,2167.183047
CR-pLMPd-A-P15,Setdb1.4,G09,1807.606301
CR-pLMPd-A-P08,Kat2b.3,F06,3084.274573
CR-pLMPd-A-P19,Dpy30.2,D07,2562.241625
CR-pLMPd-A-P10,Myst1.3,E10,3091.071385
CR-pLMPd-A-P08,Kdm2b.4,G09,3094.585646
CR-pLMPd-A-P06,Hdac6.3,F03,2175.626857
CR-pLMPd-A-P07,Jmjd1c.4,G06,2176.776643
CR-pLMPd-A-P10,Mta2.4,G11,3099.712519
CR-pLMPd-A-P12,Ppargc1a.4,G06,3101.996635
CR-pLMPd-A-P02,Brd3.2,C07,2182.475829
CR-pLMPd-A-P03,Cbx5.2,E02,2184.376859
CR-pLMPd-A-P19,Cbx2.3,G02,2589.509321
CR-pLMPd-A-P11,Pbrm1.1,C09,3117.096375
CR-pLMPd-A-P03,Cbx4.4,G10,2188.461048
CR-pLMPd-A-P12,Phf20.2,C10,3125.764143
CR-pLMPd-A-P05,Fbxo44.1,B07,2193.640422
CR-pLMPd-A-P04,Dot1l.1,B07,2199.697183
CR-pLMPd-A-P06,Fkbp1a.4,G04,2202.556655
CR-pLMPd-A-P07,Hdac7.3,D10,2205.382754
CR-pLMPd-A-P03,Cbx7.3,D04,2209.455428
CR-pLMPd-A-P14,Prmt8.3,F09,3155.819985
CR-pLMPd-A-P12,Prdm1.4,G05,3156.01704
CR-pLMPd-A-P20,Paf1.2,C07,2229.208229
CR-pLMPd-A-P09,L3mbtl3.4,G11,3158.584363
CR-pLMPd-A-P19,Zmynd11.1,B09,2633.130438
CR-pLMPd-A-P19,Arid1b.3,D04,2635.27471
CR-pLMPd-A-P10,Msl3.1,B09,3167.04961
control screen 2,Cxxcl.1,D06,3168.356874
CR-pLMPd-A-P16,Sirt7.2,D09,1915.981958
control screen 1,Brd8.2,C07,2221.317494
CR-pLMPd-A-P19,Whsc1.1,C03,2644.703549
CR-pLMPd-A-P11,Ncoa3.4,F10,3178.869531
CR-pLMPd-A-P01,Atm.2,C02,2227.531364
CR-pLMPd-A-P19,Cecr2.2,C02,2655.457137
CR-pLMPd-A-P14,Prmt7.1,B09,3190.344273
CR-pLMPd-A-P03,Cbx4.2,D09,2233.320751
CR-pLMPd-A-P05,Elp4.3,E11,2235.141006
CR-pLMPd-A-P05,Ezh2.3,E09,2235.30836
CR-pLMPd-A-P13,Prdm11.2,D02,3201.386661
CR-pLMPd-A-P08,Kat5.1,D05,3201.923547
CR-pLMPd-A-P17,Sp100.2,C08,1960.146951
control screen 1,shCd4.1+pMig,B11,2247.628105
CR-pLMPd-A-P19,Wdr5.2,D02,2687.526387
CR-pLMPd-A-P10,Myst2.4,F07,3225.029321
CR-pLMPd-A-P19,Zmynd11.4,G10,2694.068486
control screen 3,shCd4.4+pMig,E11,1992.751118
CR-pLMPd-A-P09,L3mbtl2.4,G03,3235.927105
control screen 2,Ncor1.1,D02,3237.282651
CR-pLMPd-A-P03,Brwd1.2,C04,2260.667186
CR-pLMPd-A-P11,Ncoa3.2,D06,3243.312823
CR-pLMPd-A-P11,Pcgf1.2,D11,3244.739156
CR-pLMPd-A-P08,Kdm3a.4,F04,3247.988426
control screen 1,shCd4.1+Runx3,B10,2266.388958
CR-pLMPd-A-P13,Prdm2.2,E02,3251.53348
CR-pLMPd-A-P05,Ercc5.4,G02,2268.470044
CR-pLMPd-A-P03,Chd1l.2,D03,2268.495957
CR-pLMPd-A-P06,Fkbp1a.2,D02,2268.580162
CR-pLMPd-A-P13,Prdm2.4,G03,3252.944915
CR-pLMPd-A-P20,Fkbp5.3,G04,2334.995446
CR-pLMPd-A-P03,Chaf1a.3,E10,2269.153207
CR-pLMPd-A-P16,Sirt3.1,B10,2021.204165
CR-pLMPd-A-P11,Nsd1.1,C11,3258.420033
CR-pLMPd-A-P10,Mll2.4,G04,3259.094414
CR-pLMPd-A-P01,Arid2.4,F10,2274.845605
CR-pLMPd-A-P08,Kdm3b.2,D08,3267.67474
CR-pLMPd-A-P06,Gtf3c4.2,E02,2277.931577
CR-pLMPd-A-P06,Gtf2f1.2,D09,2278.293222
CR-pLMPd-A-P13,Prdm9.1,B08,3271.187624
CR-pLMPd-A-P01,Aff4.4,G08,2279.413806
CR-pLMPd-A-P11,Ncor2.2,D09,3271.915168
CR-pLMPd-A-P03,Chd1l.3,D07,2279.838975
CR-pLMPd-A-P14,Prmt3.2,C08,3274.457977
control screen 1,shCd4.3+Runx3,D10,2281.50383
CR-pLMPd-A-P08,Kdm5a.2,D11,3278.902637
CR-pLMPd-A-P01,Aff1.4,G04,2284.631298
control screen 1,Brd8.4,C09,2287.86289
CR-pLMPd-A-P20,Kdm4b.2,G03,2372.188134
CR-pLMPd-A-P02,Baz2b.1,C03,2288.953838
CR-pLMPd-A-P21,Smarcc1.2,D05,2061.198958
control screen 3,Smarca4.4,E05,2063.016035
CR-pLMPd-A-P14,Rnf20.1,B11,3290.933182
CR-pLMPd-A-P02,Brd9.4,F11,2292.521349
CR-pLMPd-A-P03,Chd2.4,G05,2293.050687
CR-pLMPd-A-P04,Dnmt3b.2,C05,2295.664313
CR-pLMPd-A-P17,Tcea1.2,D11,2085.729393
control screen 3,shCd4.1+Runx3,B10,2086.120802
CR-pLMPd-A-P20,Phc3.2,C02,2400.698151
CR-pLMPd-A-P08,Jmjd5.4,E04,3316.265273
CR-pLMPd-A-P09,Mbd4.1,B11,3318.803947
CR-pLMPd-A-P09,L3mbtl1.3,E11,3319.98264
CR-pLMPd-A-P15,Scml4.3,F02,2100.727441
CR-pLMPd-A-P04,Crebbp.4,G03,2309.834961
CR-pLMPd-A-P19,Whsc1l1.2,E07,2786.169581
CR-pLMPd-A-P06,Hcfc1.1,B03,2310.643427
CR-pLMPd-A-P12,Phf1.4,G10,3325.150141
CR-pLMPd-A-P17,Taf1.1,B11,2113.19819
CR-pLMPd-A-P02,Brd9.2,C05,2314.241121
CR-pLMPd-A-P01,Actl6b.1,B02,2315.225451
CR-pLMPd-A-P07,Ing5.4,F04,2316.763824
CR-pLMPd-A-P09,Kdm5b.1,B02,3334.91269
CR-pLMPd-A-P20,Fbxo17.2,B02,2425.21041
CR-pLMPd-A-P15,Rpa3.3,D10,2119.930492
CR-pLMPd-A-P11,Pbrm1.3,D07,3342.273817
CR-pLMPd-A-P20,Iws1.2,D09,2437.362798
CR-pLMPd-A-P02,Baz1b.4,G04,2325.242501
control screen 2,Cxxcl.4,D09,3351.662791
