plate_well,shRNA,Percentage
2_G06,Brpf1.4,12.60273973
2_F07,Brd8.4,12.61595547
10_B08,Myst2.1,12.40310078
12_B06,Pcgf6.1,12.40496198
5_B10,Eed.1,12.68221574
11_D06,Ncoa3.2,12.42529097
3_B06,Carm1.1,12.72384543
6_F11,Hdac3.4,12.76794035
3_C02,Chaf1b.2,12.79069767
20_C10,Padi2.2,13.48837209
11_B08,Parp1.1,12.57451036
11_B06,Ncoa1.1,12.63425664
8_B02,Jmjd5.1,12.65746851
5_F02,Ehmt1.3,13.01587302
20_B03,Padi2.1,13.75573155
13_F09,Prdm2.3,12.73851115
11_G09,Padi1.4,12.74271845
5_E04,Dub2a.4,13.0952381
3_G02,Chaf1a.4,13.1061599
14_G10,Prmt7.4,12.80193237
2_F06,Baz2b.3,13.19648094
8_C08,Kat2a.2,12.85791464
16_G11,Smarca4.4,13.92884179
control3_G08,shWdr82.3,13.95759717
2_E02,Bptf.2,13.33333333
18_D09,Trim28.2,14.02013943
3_D11,Chd2.2,13.34156887
13_B09,Prdm15.1,12.96641791
3_D10,Brwd1.3,13.39889367
1_F10,Arid2.4,13.4194831
3_E11,Cbx4.3,13.4520277
14_B05,Psip1.1,13.04428386
3_F05,Cbx3.3,13.47708895
3_C06,Chaf1a.1,13.48484848
11_B02,Nap1l2.1,13.06984525
3_G10,Cbx4.4,13.50777935
20_E10,Phc2.1,14.19776837
5_D09,Elp4.2,13.52299299
16_B05,Smarca4.1,14.21412301
13_D03,Prkaa2.2,13.11258278
14_C10,Rbbp4.2,13.1147541
10_D11,Nap1l1.2,13.13096862
8_D02,Jmjd6.2,13.14941603
14_B02,Prmt1.1,13.16445183
14_B06,Prmt3.1,13.16553727
2_G11,Brd1.4,13.61702128
13_C07,Prdm6.2,13.18477252
6_C05,Hdac3.2,13.6659436
20_B05,Kdm4b.3,14.34525877
11_B05,Orc1.1,13.24052133
15_C05,Sfmbt2.2,14.42622951
6_F10,Gadd45b.4,13.75182482
1_F06,Arid2.3,13.76404494
4_F11,Dnmt3b.4,13.77118644
3_C11,Cbx5.1,13.80813953
10_B07,Nap1l1.1,13.33992095
4_E08,Chd4.3,13.8427464
1_E08,Aff1.3,13.87387387
4_E03,Ctsl.2,13.87720774
13_C05,Prkaa1.2,13.42776204
6_G09,Hcfc1.4,13.93258427
3_B11,Chd1.1,13.9334638
12_G06,Ppargc1a.4,13.44902386
1_D07,Atrx.3,13.96172927
3_D08,Chaf1a.2,13.97139714
18_E05,Uhrf1.3,14.67304625
10_B04,Mtf2.1,13.48902056
13_C02,Prdm9.2,13.5022199
20_B07,Rnf2.2,14.70117396
9_G11,L3mbtl3.4,13.54562738
2_B02,Baz1a.1,14.14141414
14_D05,Prmt6.1,13.60503446
4_D03,Dnmt3l.2,14.15662651
21_B02,Satb1.3,14.85634198
11_F04,Padi4.4,13.6374324
16_B09,Sirt7.1,14.86910995
12_C08,Pcgf6.2,13.67501181
13_C06,Prdm8.1,13.7254902
3_E07,Cbx3.2,14.3187067
3_G11,Cbx6.4,14.3231441
control3_B03,shBptf.2,15.01014199
3_D02,Brwd3.2,14.34159061
2_D02,Baz1b.2,14.36077058
2_B03,Brd2.1,14.37216339
16_F08,Smarca4.3,15.04916631
4_D08,Dnmt1.2,14.38152012
13_C09,Prkaa2.1,13.84388807
13_E06,Prdm6.3,13.84903306
10_F02,Mll3.3,13.87064174
13_G03,Prdm2.4,13.94316163
4_E05,Dnmt3a.3,14.57142857
12_C09,Ppargc1a.1,13.94571204
20_F03,Satb1.1,15.2972028
11_E02,Nsd1.2,13.99622997
10_G08,Mll3.4,14
20_B02,Fbxo17.2,15.33523538
5_C07,Epc2.2,14.66978375
9_G06,Mecom.4,14.02619349
13_E08,Prdm11.3,14.04631322
18_C10,Ube2b.2,15.36945813
6_C09,Hdac4.1,14.70588235
14_D11,Rnf40.2,14.10433343
9_G05,Men1.4,14.10895343
4_C09,Dnmt3l.1,14.84962406
9_G04,Kdm5c.4,14.17322835
4_G08,Chd5.4,14.85573972
3_F10,Cbx1.4,14.87226277
1_G10,Ash2l.4,14.92814094
18_B10,Tet1.1,15.6169334
3_E06,Cbx8.3,14.96437055
14_G11,Psip1.4,14.26570978
control3_B07,shWhsc1.2,15.6581741
6_D04,Hcfc1.3,15.01519757
19_B11,Chd7.2,15.6855151
14_G07,Prmt6.4,14.3118786
4_G11,Ctsl.4,15.0401837
2_C03,Baz2b.1,15.04324934
18_E09,Usp22.3,15.73855592
4_D04,Cxxc1.3,15.08515815
15_D02,Scml2.2,15.75306014
3_E08,Brwd3.3,15.09433962
17_B05,Suv39h1.1,15.76253838
13_B11,Prkaa1.1,14.37578815
2_E05,Brd8.3,15.10791367
6_C08,Gadd45a.2,15.11397423
20_E03,Mecp2.1,15.79766537
14_F10,Prmt5.4,14.42580645
6_G10,Gtf2f1.4,15.17706577
5_G11,Ep400.4,15.17925248
3_C07,Cbx8.2,15.26347668
6_B10,Fkbp1a.1,15.28776978
8_B10,Jmjd6.1,14.54248366
4_B06,Chd5.1,15.33196441
16_C05,Smarce1.2,16.00447678
1_C05,Atr.2,15.35008977
8_C04,Jmjd5.2,14.57795432
control3_B09,shWhsc1.4,16.03139013
13_G07,Prdm14.4,14.59437424
13_G08,Prdm12.4,14.59574468
3_B07,Chd2.1,15.4028436
11_F06,Ncoa3.3,14.61609621
4_B08,Dnmt3a.1,15.40962289
9_G02,Mbd2.4,14.62423832
10_C09,Myst4.1,14.62450593
16_C06,Smarcd1.1,16.0781625
control3_E05,shSmarca4.4,16.08080808
3_D04,Cbx7.3,15.43209877
18_F11,Usp22.4,16.10169492
1_C02,Atm.2,15.44117647
4_B04,Dmap1.1,15.45454545
1_C11,Asxl1.1,15.45551223
4_E07,Chd8.2,15.4723127
15_D03,Sin3a.2,16.14429332
20_G10,Jmjd8.1,16.18634031
17_E11,Ssrp1.3,16.19047619
12_B11,Polr2b.1,14.71893491
control3_C04,shmll2.3,16.20575221
11_C02,Parp1.2,14.73577236
13_D05,Prdm14.1,14.75358702
6_B07,Hdac6.1,15.58528428
11_G05,Pcgf1.4,14.76703597
19_B03,Arid1b.1,16.25441696
13_G06,Prkaa2.4,14.77339612
19_F04,Brdt.2,16.27444481
18_C08,Tet2.2,16.28472222
2_F03,Brpf3.3,15.63444109
11_F08,Orc1.3,14.80446927
8_B03,Kdm2b.1,14.81481481
19_B07,Eaf1.1,16.31722881
16_F03,Smyd3.3,16.32653061
13_F02,Prdm12.3,14.83429774
11_B11,Paxip1.1,14.85745614
11_F07,Parp1.4,14.88329096
5_D05,Elp3.1,15.74167508
17_D08,Suv420h2.2,16.40625
19_B04,Brd7.2,16.41730691
12_B03,Phf20.1,14.90774908
17_C07,Suv420h1.2,16.42718447
3_F09,Cbx5.3,15.77235772
3_D03,Chd1l.2,15.77261809
20_C03,H2afz.2,16.43948781
control3_E04,shSmarca4.3,16.44144144
11_B09,Ncor2.1,14.93048128
1_C10,Asxl3.2,15.79384871
11_C11,Nsd1.1,14.97386109
9_B11,Mbd4.1,14.97683994
20_C11,Jmjd8.2,16.51196873
19_B10,Wdr5.1,16.52298851
control3_C08,shBrd8.3,16.5273909
control2_B08,shWhsc1.3,14.9924661
4_F04,Dmap1.4,15.89595376
13_C04,Prdm10.2,15.01919386
control3_B08,shWhsc1.3,16.56441718
11_E08,Nap1l3.3,15.02849003
14_B08,Ring1.1,15.02911208
17_C08,Sp100.2,16.57932349
17_C10,Suv39h2.2,16.58711217
control1_G08,shWdr82.3,15.95166163
15_B03,Setdb1.1,16.62337662
19_C02,Cecr2.2,16.64935964
11_G07,Ncor1.4,15.1222457
3_B08,Chaf1b.1,16.03466956
14_F11,Rnf20.4,15.12743217
10_C06,Myst1.1,15.14476615
control3_E10,shCd4.4,16.72263264
21_F10,Smarcc1.1,16.73024523
control3_B06,shWhsc1.1,16.73553719
11_F10,Ncoa3.4,15.1675485
16_E05,Smarcd3.3,16.75
11_E10,Padi6.3,15.17637408
9_F03,Men1.3,15.17730496
control2_G08,shWdr82.3,15.18415566
20_C08,Gtf2h1.2,16.78018576
15_B05,Setd8.1,16.78880746
control3_G05,shSmarce1.4,16.81818182
2_B06,Baz2a.1,16.18257261
4_B07,Dot1l.1,16.19156214
19_C05,Chd7.3,16.85242978
1_F11,Atr.4,16.20762712
1_F08,Asxl2.3,16.22562674
6_D07,Hdac4.3,16.23036649
13_B03,Prdm5.1,15.28831563
20_G07,Hdac5.3,16.89389449
16_C07,Smarcc2.2,16.92307692
12_D03,Ppargc1a.2,15.32281205
11_E04,Nap1l2.4,15.33245844
12_F08,Phf2.3,15.34232884
9_B09,L3mbtl1.1,15.34781008
14_C07,Rbbp5.2,15.38308853
13_C10,Prdm5.2,15.38992409
8_F11,Kdm4c.4,15.40130152
12_C11,Phf19.1,15.4108754
14_E05,Ring1.3,15.42503864
9_C04,Kdm5b.2,15.4295246
13_G04,Prdm11.4,15.43340381
20_F09,Kdm4b.1,17.09058456
control1_B05,shBptf.4,16.44923426
17_B09,Ssrp1.1,17.11038961
13_D09,Prdm15.2,15.46728972
13_G11,Prdm4.4,15.48209366
5_D10,Dub2a.3,16.4791901
1_D02,Aff1.2,16.49341649
15_C10,Setdb1.2,17.16378859
13_C03,Prdm13.1,15.51086454
4_G07,Chd8.4,16.53279786
4_D06,Chd6.2,16.54894046
3_G07,Cbx3.4,16.56495205
21_B09,Smarcd2.3,17.23095526
2_C09,Brpf1.1,16.58894071
13_B07,Prkcd.1,15.63554556
7_C09,Jmjd1c.1,16.66666667
6_B08,Hdac2.1,16.68074324
16_B11,Smarce1.1,17.34740707
6_B05,Hat1.1,16.69702489
13_E10,Prdm8.3,15.66193853
18_C05,Usp22.2,17.38488784
8_E10,Kdm3b.3,15.6993007
14_B09,Prmt7.1,15.73732271
4_E09,Dnmt3b.3,16.80194805
8_F05,Kat5.3,15.74780888
1_G04,Aff1.4,16.8161435
14_E10,Rbbp7.3,15.75757576
control3_B10,shCd4.1,17.47151384
10_B05,Mta2.1,15.7621397
3_G05,Chd2.4,16.82600382
5_C04,Dub2a.2,16.82926829
12_C10,Phf20.2,15.77172503
3_E04,Brwd1.4,16.83848797
control2_D09,shCxxcl.4,15.78427499
14_G09,Rbbp4.4,15.78947368
2_F10,Baz2b.4,16.87791861
16_C11,Smarca1.1,17.53188965
13_G09,Prdm5.4,15.80996885
11_C08,Ncoa1.2,15.83815029
8_G07,Kat5.4,15.84295612
1_G07,Ash1l.4,16.92844677
8_E07,Kat5.2,15.86303284
3_C03,Cbx1.1,16.95402299
1_G02,Atad2b.4,16.96406747
20_C04,Fbxo17.3,17.6168024
4_F07,Dnmt3a.4,16.96914701
5_G09,Epc1.4,16.96998346
11_E11,Ncor2.3,15.8810184
3_D09,Cbx4.2,16.97127937
20_F10,Hdac11.2,17.64959105
16_G05,Smyd3.4,17.65584173
20_D10,Fkbp2.1,17.68103065
6_C06,Hdac10.1,17.03835861
19_F03,Eaf1.3,17.69316909
2_G03,Bptf.4,17.06464764
20_C06,Parp2.2,17.72151899
4_F02,Chd5.3,17.07931179
13_D07,Prkaa2.3,15.97586569
4_B09,Chd9.1,17.08975521
15_C08,Scml4.2,17.74558624
16_E02,Smarca1.2,17.75210084
1_G11,Asxl2.4,17.14904509
12_E10,Phf8.3,16.02519244
14_B03,Rbbp4.1,16.03305785
16_B08,Smarcd3.1,17.83360791
4_F03,Dot1l.3,17.19876416
7_F09,Ing2.3,17.20430108
15_D04,Setdb1.3,17.85480706
5_E02,Ep300.2,17.20969089
17_B11,Taf1.1,17.86846276
3_B10,Brwd3.1,17.22643554
14_F03,Rnf40.3,16.09315988
11_D03,Pbrm1.2,16.10196838
5_F03,Fbxo44.3,17.24787936
control3_E11,shCd4.4,17.9337232
1_B02,Actl6b.1,17.30319564
3_F11,Chd1.4,17.31092437
8_E02,Kdm1b.2,16.16603774
5_D02,Eed.2,17.32954545
20_D06,H2afz.3,17.98759476
21_C04,Scmh1.1,17.99485861
16_F11,Smarce1.4,18.00334169
2_G05,Brpf3.4,17.37967914
3_B02,Brwd1.1,17.39488871
1_C04,Actl6b.2,17.40290543
8_G09,Kdm2b.4,16.24087591
1_C08,Aff4.2,17.41697417
13_F03,Prkcd.3,16.24447125
9_F09,L3mbtl2.3,16.25
5_D06,Ehmt2.2,17.43327655
19_F07,Chd7.1,18.08622503
19_B02,Wbp7.1,18.09006211
1_D06,Arid2.2,17.45827985
1_E04,Actl6b.4,17.45839637
16_B07,Smyd3.1,18.11917308
4_F05,Chd8.3,17.48492679
3_F04,Cbx8.4,17.49622926
10_F05,Morf4l1.3,16.30695444
3_C08,Carm1.2,17.49885479
17_D09,Ssrp1.2,18.15068493
8_D04,Kdm2b.3,16.32311978
5_E06,Epc2.3,17.52232143
11_G03,Nsd1.4,16.32896305
9_F08,L3mbtl3.3,16.35429262
3_G09,Cbx7.4,17.55725191
6_E10,Hdac10.3,17.57322176
6_E05,Hdac2.3,17.57354355
4_C08,Chd5.2,17.57656458
3_E09,Chd1.3,17.61076837
13_D10,Prdm10.3,16.3993792
12_F04,Phf20l1.4,16.39966273
control1_E02,shSmarca4.1,17.62452107
9_B06,Kdm5d.1,16.41115858
control3_B05,shBptf.4,18.27435773
19_B09,Zmynd11.1,18.30065359
11_B03,Padi1.1,16.43835616
5_E03,Ep400.2,17.67955801
control1_E10,shCd4.4,17.68018018
12_D09,Phf1.2,16.45516074
16_G02,Smarcd1.4,18.34268451
16_B04,Smarcc2.1,18.34532374
19_E06,Brdt.1,18.34826646
11_C07,Padi4.2,16.47674777
20_F05,Hdac5.2,18.36283186
8_B11,Kdm4c.1,16.48596052
18_G10,Trim28.4,18.3639399
3_F06,Cbx1.3,17.73584906
control1_D11,shCd4.3,17.74193548
3_C04,Brwd1.2,17.76155718
3_D05,Cbx3.1,17.7852349
19_G02,Cbx2.3,18.44197138
17_B04,Suv420h1.1,18.44746163
11_G10,Ncor2.4,16.56050955
8_C09,Kdm4d.1,16.56862745
17_E10,Suv420h2.3,18.46623426
17_B06,Sp100.1,18.4719239
6_F04,Hdac1.4,17.83010934
3_B04,Cbx8.1,17.8343949
19_D02,Wdr5.2,18.49148418
6_C11,Gtf3c4.1,17.86516854
3_C10,Cbx7.2,17.87610619
control2_D06,shCxxcl.1,16.61506708
4_C04,Chd3.2,17.8807947
7_D09,Hltf.2,17.88939052
14_B11,Rnf20.1,16.62553979
4_C07,Dmap1.2,17.89737171
14_G02,Rbbp7.4,16.63602941
14_C03,Prmt5.1,16.63796814
16_G08,Sirt4.4,18.55297158
control1_D09,shCxxcl.4,17.91574279
8_C03,Kat2b.1,16.64617276
5_G05,Fbxo44.4,17.92332268
5_G08,Ehmt1.4,17.9245283
15_E06,Setdb2.3,18.5720357
4_D02,Chd4.2,17.93669402
control3_D11,shCd4.3,18.5840708
14_F02,Prmt3.3,16.66968982
control3_C05,shmll2.4,18.58913251
1_D09,Ash2l.2,17.95325779
13_B06,Prdm12.1,16.67692308
19_C06,Brdt.3,18.59956236
17_D10,Smyd4.3,18.62682772
20_D04,Padi2.3,18.6271128
4_G10,Chd9.4,17.98627002
control3_G03,shSmarce1.2,18.6366479
18_B06,Tet2.1,18.65429234
4_C03,Chd6.1,18.02083333
1_G09,Asxl3.4,18.02575107
4_E10,Dnmt1.3,18.04195804
2_G09,Brd2.4,18.04461942
3_G08,Carm1.4,18.05766313
7_E09,Jhdm1d.3,18.06930693
17_C05,Taf1.2,18.71886121
11_E05,Parp1.3,16.77882459
12_F10,Pcmt1.4,16.79194227
13_D11,Prkcd.2,16.80429397
13_G02,Prdm8.4,16.80672269
12_F06,Pcmt1.3,16.81232751
20_F11,Phf17.2,18.76494024
11_F11,Paxip1.4,16.81345076
control1_E11,shCd4.4,18.12796209
6_D10,Fbxw9.3,18.13865147
8_D11,Kdm5a.2,16.82521918
1_E06,Atad2.3,18.1425486
12_C06,Phf8.1,16.83001014
14_D08,Rbbp7.2,16.83065769
16_F02,Sirt4.3,18.79382889
19_C03,Whsc1.1,18.81977671
1_F04,Atad2.4,18.18181818
16_D02,Sirt3.2,18.82716049
19_D08,Cbx2.1,18.82960413
4_D09,Chd9.2,18.20689655
3_B03,Cbx7.1,18.21192053
4_E06,Dmap1.3,18.2194617
8_B04,Kdm3a.1,16.8982519
11_E03,Orc1.2,16.91230656
7_B10,Hdac8.1,18.25033647
18_D11,Usp51.2,18.89721627
6_B09,Gtf2f1.1,18.26835902
10_F11,Myst3.4,16.92979983
16_C02,Smarcd3.2,18.91040072
6_E09,Hdac3.3,18.28073993
control3_B04,shBptf.3,18.92319873
14_G03,Prmt8.4,16.94231545
16_F10,Sirt5.4,18.94243641
20_C02,Phc3.2,18.95325203
18_D02,Tet1.2,18.95565093
16_E09,Smarce1.3,18.96728016
18_D08,Ube2i.2,18.96774194
control1_B03,shBptf.2,18.33333333
13_E11,Prdm15.3,16.99426699
6_D06,Gadd45b.2,18.35321277
18_B07,Usp51.1,19.01306241
control3_D06,shCxxcl.1,19.0214678
control3_C07,shBrd8.2,19.02173913
12_D10,Pcgf2.3,17.03385277
19_F10,Whsc1.4,19.04237755
control2_C09,shBrd8.4,17.04438149
6_B06,Gadd45a.1,18.41532434
5_D08,Ercc5.2,18.42105263
1_C03,Arid2.1,18.43497633
18_E04,Tdg.4,19.0862196
15_C02,Sfmbt1.2,19.10785619
13_B08,Prdm9.1,17.09371709
control2_E10,shCd4.4,17.10932674
2_C07,Brd3.2,18.49229488
14_B10,Prmt2.1,17.11185309
control3_B11,shCd4.1,19.13303438
3_B05,Cbx6.1,18.50220264
17_D04,Suv39h2.3,19.15178571
17_D11,Tcea1.2,19.15998112
10_E10,Myst1.3,17.13695802
4_G03,Crebbp.4,18.53411963
18_F05,Trim24.3,19.17145449
12_F09,Phf19.3,17.1539961
1_C07,Atad2.2,18.5483871
5_F04,Epc2.4,18.55851331
12_B07,Prdm1.1,17.17403791
16_G04,Sirt3.4,19.21024546
6_F07,Hdac2.4,18.57973676
10_G09,Mta3.4,17.18195641
4_D05,Chd8.1,18.59903382
11_D02,Nap1l3.2,17.19616742
control3_C11,shCd4.2,19.23601637
6_E03,Hat1.2,18.60632184
2_D07,Brpf1.3,18.62527716
21_C11,Ube2a.1,19.26851026
6_C04,Fbxw9.2,18.6440678
control3_D10,shCd4.3,19.28104575
9_C07,Mbd1.2,17.2337427
6_B03,Hcfc1.1,18.6504928
10_E03,Mta2.2,17.25021349
2_G08,Baz2a.4,18.66666667
9_G08,Kdm5d.4,17.25609756
4_D11,Dot1l.2,18.67388363
control1_E03,shSmarca4.2,18.67995019
19_F08,Arid1a.1,19.31616341
16_D09,Sirt7.2,19.31761164
16_C03,Sirt5.1,19.31979216
18_C04,Tdg.2,19.33458883
2_B07,Brpf3.1,18.70769231
1_E05,Atm.3,18.72713972
12_E03,Phf2.2,17.30175077
2_C04,Baz1a.2,18.73350923
15_E02,Setd5.2,19.3814433
control2_E02,shSmarca4.1,17.33122779
21_C03,Smarca2.3,19.40840685
8_E04,Jmjd5.4,17.3465704
12_C07,Phf20l1.2,17.35763098
20_F04,Parp2.1,19.43419434
11_C03,Ncoa3.1,17.36028537
control1_B09,shWhsc1.4,18.81493506
8_C02,Kdm4a.2,17.38286665
7_F11,Jhdm1d.4,18.83870968
18_G11,Trim66.4,19.48373409
9_B07,Men1.1,17.40179943
20_E02,Jmjd8.3,19.49210707
11_D09,Ncor2.2,17.41394272
8_C11,Kdm1b.1,17.41444867
20_B11,Phf10.2,19.51852726
16_C08,Sirt4.2,19.53385128
2_G04,Baz1b.4,18.90380313
6_D05,Gtf2b.1,18.91891892
control2_B06,shWhsc1.1,17.45896397
3_F03,Chd2.3,18.93939394
4_G05,Dot1l.4,18.9435337
18_F10,Tet3.4,19.5862069
16_B10,Sirt3.1,19.58836054
7_B07,Jmjd4.1,18.96656535
9_F02,Kdm5d.3,17.49487705
12_F11,Polr2b.4,17.5
14_D07,Rnf217.3,17.51101322
1_E10,Atad2b.3,18.99549259
16_D07,Smyd2.3,19.64285714
16_E08,Sirt3.3,19.67213115
18_B09,Trim28.1,19.68288682
1_D08,Atad2b.2,19.05882353
20_D03,Prdm16.2,19.70842333
9_F04,Mbd1.4,17.58304696
14_E08,Prmt2.3,17.59023894
16_F09,Smarca1.3,19.74288338
5_D07,Fbxl19.3,19.11468813
3_E03,Cbx6.2,19.1689008
1_E02,Asxl1.2,19.17721519
1_B10,Aff1.1,19.18472986
19_D10,Wbp7.3,19.81687377
14_D06,Prmt5.2,17.67032967
14_E09,Rnf20.3,17.6730486
14_C09,Rnf217.1,17.67691848
16_C09,Smyd2.1,19.82626469
12_B10,Pcgf5.1,17.67891683
control3_F09,shSp140.4,19.83157895
16_D11,Smyd3.2,19.83173077
19_E10,Cbx2.2,19.84758118
10_E11,Msl3.3,17.70068372
10_B11,Myst3.1,17.70304569
3_C09,Chd1l.1,19.24778761
6_E04,Fbxw9.4,19.24873855
16_G10,Sirt7.4,19.88304094
1_G05,Aurkb.4,19.25566343
19_B08,Cecr2.1,19.89005497
1_C09,Atrx.1,19.27208945
20_E09,Phf17.1,19.94328922
21_B06,Setd7.2,19.94401679
15_B08,Sfmbt1.1,19.94428969
control2_E03,shSmarca4.2,17.77777778
21_D09,Smyd1.1,19.9553239
12_D08,Phf8.2,17.79279279
control3_E07,shKlf2.2,19.98844598
8_B07,Kdm5a.1,17.81853914
20_F02,Gtf2h1.3,20
16_E11,Sirt7.3,20
11_C09,Pbrm1.1,17.81979083
4_B10,Chd4.1,19.39501779
10_F10,Mll5.4,17.84431138
17_G02,Suv420h2.4,20.05317129
14_F06,Prmt5.3,17.87145376
18_G06,Usp27x.4,20.07465782
5_C10,Epc1.2,19.45854484
4_B02,Chd3.1,19.47565543
control3_E09,shKlf2.4,20.11898323
14_F05,Prmt6.3,17.9189028
5_G06,Fbxl19.4,19.52095808
18_B02,Tdg.1,20.15013829
12_B02,Pcgf2.1,17.94871795
21_F02,Smarca2.1,20.18111255
5_E10,Ercc5.3,19.57671958
17_F02,Sp100.3,20.21210231
19_C11,Zmynd8.1,20.2166065
8_E11,Kdm1a.3,17.99797776
3_E05,Chaf1b.3,19.60297767
12_G03,Phf19.4,18.01075269
8_F09,Kdm1b.3,18.01075269
1_E11,Ash2l.3,19.61115807
1_D05,Ash1l.1,19.62416107
7_D10,Hdac7.3,19.62905719
16_D05,Sirt6.1,20.27303754
9_E06,Mbd1.3,18.04511278
12_E11,Phf1.3,18.04746977
2_D03,Brpf1.2,19.6780893
8_C07,Kdm3a.2,18.07945613
17_F06,Sp110.3,20.33557047
3_B09,Cbx4.1,19.71830986
control2_B04,shBptf.3,18.10044754
5_D11,Fbxo44.2,19.72284088
14_D03,Rnf217.2,18.10431294
18_B03,Ube2b.1,20.36240091
17_F11,Taf1.4,20.36316472
7_E02,Ing2.2,19.74708171
control2_E04,shSmarca4.3,18.12341834
3_E02,Cbx5.2,19.75308642
17_C04,Smyd4.2,20.39254824
11_G08,Ncoa1.4,18.14461119
21_E04,Scmh1.3,20.40245947
16_D06,Sirt5.2,20.41649653
18_D06,Tet3.2,20.44159544
2_E09,Brd9.3,19.81845688
17_C03,Sp110.1,20.4620462
10_D06,Mll5.2,18.19535438
14_C05,Rnf20.2,18.20285384
8_G02,Kdm3b.4,18.20288363
21_G04,Setd7.1,20.48149479
15_B11,Sfmbt2.1,20.48192771
6_C03,Gadd45b.1,19.86379115
19_E07,Whsc1l1.2,20.49180328
control1_D10,shCd4.3,19.88076129
20_B10,Fkbp2.3,20.52278347
control2_E05,shSmarca4.4,18.2464455
15_E08,Scml2.3,20.52785924
15_C03,Setd1a.1,20.53979872
15_G03,Setd5.4,20.55837563
3_F08,Cbx6.3,19.94134897
7_E06,Ing5.3,19.94784876
6_G05,Hdac6.4,19.95495495
18_C11,Trim33.1,20.58987201
15_C07,Setdb2.2,20.59377945
9_G07,Kdm6b.4,18.31455987
19_D04,Arid1b.3,20.61383417
2_B11,Brd9.1,20
2_F05,Bmi1.3,20.03642987
5_C09,Fbxl19.1,20.0430519
2_D04,Brd2.3,20.04333694
19_F06,Whsc1.3,20.66795741
2_G07,Bmi1.4,20.04909984
6_G11,Hat1.4,20.05141388
6_E08,Fkbp1a.3,20.05735795
5_C08,Ehmt1.2,20.05813953
14_G08,Prmt3.4,18.38778917
20_D09,Iws1.2,20.6993007
10_B02,Mll1.1,18.40056617
15_F09,Setd5.3,20.73767407
2_D10,Baz1a.3,20.12526096
