Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
G02,Chaf1a.4,1604.439809,695.2622572,22.9480737,5484.836164,93.71859296,53.18257956,920.8564642
G03,Cbx5.4,1106.227194,231.7599037,33.6677116,4402.448498,92.9153605,48.68338558,899.4555483
G04,Brwd3.4,696.0580244,555.409812,7.692307692,2468.546755,69.23076923,23.07692308,332.0739803
G05,Chd2.4,878.5215011,201.4125808,33.25581395,4249.530152,93.64341085,57.20930233,810.1450438
G06,Chd1l.4,1273.975004,281.0746264,23.11557789,5161.740357,92.96482412,56.7839196,756.7887522
G07,Cbx3.4,1194.825969,350.0022678,21.70263789,5420.33552,93.88489209,52.63788969,679.9316721
G08,Carm1.4,960.9287143,173.7745028,26.51612903,5095.735734,93.09677419,43.80645161,818.6132914
G09,Cbx7.4,1156.841577,361.3827576,28.14883291,4788.249773,92.83568292,47.26138202,1021.759393
G10,Cbx4.4,1158.52405,290.1228581,25.87014726,4314.000706,92.30254351,41.53279786,911.5580201
G11,Cbx6.4,989.5952962,232.1108775,22.14123007,4581.41565,92.61958998,43.32574032,751.0027582
