,,Experiment: 10U p1,Analysis: Analysis 2,User: Admin,Plate: 7,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:32:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C06,Ino80.1,C06,Sample,14359,4245,3027,836,1388.270542,1072.025216,844.6562749,81.13256606,384.0293968,232.7966071,59.85281524,22.61484099,31.45028081,28.8277512,17.76841171,4551.126222,469.939197,409.2023419,3233.825804,93.82803298,46.15130492,40.55023923,87.62200532,45.1590106,30.92170466,23.92344498,41.21561668,552.5045205,106.2271175,79.59311596,419.0520407
C07,Ing5.2,C07,Sample,15340,1116,1280,3697,1049.848778,886.1235374,866.0365028,51.46369828,261.5175777,229.624521,58.939272,26.52329749,35.46875,30.56532324,22.49143727,4555.78272,753.1197067,446.5879171,3583.928875,95.07168459,53.671875,44.65783067,89.29341621,57.88530466,38.203125,26.45388153,40.84739312,743.4149362,147.8517694,105.2856008,507.9957669
C08,Hdac9.2,C08,Sample,13268,1404,2182,2452,1444.894676,1181.36742,904.5178249,63.61259981,393.5545147,251.1074233,57.84466627,24.64387464,35.7928506,36.70473083,24.18300654,4842.146029,596.3256095,529.879855,4082.609101,94.72934473,50.73327223,47.1451876,90.14447884,58.4045584,35.7928506,28.05872757,45.87203302,844.5094723,153.1417792,114.2293098,588.272507
C09,Jmjd1c.1,C09,Sample,14755,5,17,4303,428.8776951,2744.889301,1011.871681,292.0815899,7196.641322,303.0907988,67.24669453,40,76.47058824,34.16221241,28.13438647,246.1274815,552.7856964,581.3177603,4601.84662,60,41.17647059,50.3834534,92.57981978,40,29.41176471,30.49035557,46.20091223,160.831168,334.8525321,132.3304038,681.1956416
C10,Ing4.2,C10,Sample,11758,1450,1712,1888,1559.510803,1033.11719,988.3140661,92.60661372,495.3690639,314.7954344,74.51177174,29.24137931,33.93691589,28.1779661,20.44556234,4583.832923,399.774819,503.7734833,3667.515203,92.27586207,42.1728972,44.43855932,88.48365074,46.27586207,29.26401869,25.47669492,42.09486166,550.0198616,106.9748704,91.55609664,456.0600903
C11,Ing2.1,C11,Sample,13213,2703,2644,1191,1427.444801,1131.357182,923.4314994,71.15966942,401.1801412,323.1377027,87.10280875,24.3063263,30.52193646,33.83711167,21.34254689,5195.186997,577.7968349,547.6566232,3560.314704,95.30151683,47.91981846,45.84382872,87.24580454,58.12060673,34.37972769,24.68513854,38.47976308,851.2907383,176.281168,123.315485,490.2085793
D02,Hdac8.2,D02,Sample,14058,2487,2910,1308,1500.169609,1027.423846,873.1676254,110.6570253,388.533556,156.1555989,69.35604131,35.66546039,45.18900344,35.70336391,23.84469697,4874.12565,485.0836355,620.6426239,3287.212605,94.25010052,48.38487973,51.52905199,87.68939394,45.87856856,31.27147766,33.56269113,40.89015152,502.6247036,108.2606802,108.7992097,434.6753748
D03,Jmjd1c.2,D03,Sample,12273,2010,2975,1259,1691.577689,1225.978713,921.3408819,153.4604502,527.8295472,93.65384533,60.64056226,33.03482587,41.78151261,36.37807784,25.60497811,4372.924559,527.3660629,749.832243,3672.269741,93.23383085,48.43697479,56.5528197,88.45356073,47.21393035,36.50420168,42.01747419,48.07559345,659.1589504,156.8802739,135.6488254,547.7577636
D04,Ing4.3,D04,Sample,12414,1480,2454,1681,1151.429613,1082.111921,751.3365335,61.93944603,94.32495412,154.8378517,64.37407703,31.62162162,36.10431948,32.89708507,22.67569546,4830.363864,1237.399019,484.8558501,2874.247545,95.94594595,66.42216789,46.28197501,85.28550512,50.81081081,41.76854116,34.38429506,37.97584187,617.4172071,160.7499917,98.61370529,368.407719
D05,Hira.1,D05,Sample,11093,2694,2466,775,1833.639708,1739.717581,854.1821222,47.99871372,308.1877881,115.4799507,42.70599782,29.21306607,29.6025953,33.29032258,24.67198353,5721.32005,809.5491317,763.2189813,3049.397319,94.61766889,54.94728305,52.12903226,85.49009519,65.18188567,45.09326845,38.19354839,43.581168,837.8329524,203.9347329,176.9666169,507.9173693
D06,Hells.2,D06,Sample,13522,4084,2980,906,1437.993348,1048.257923,848.1909378,59.55127538,253.0824158,166.229061,56.17037448,30.26444662,38.89261745,35.87196468,22.64585466,4995.279406,659.5574355,568.2252704,3141.03676,94.98041136,52.41610738,46.35761589,86.51484135,50.36728697,37.08053691,30.24282561,41.73490276,697.1047817,144.5983165,109.107894,452.4715939
D07,Jmjd1c.3,D07,Sample,13134,17,24,3540,845.5087889,1170.479527,1024.837305,76.61779293,532.8389865,234.4372595,61.62636377,35.29411765,41.66666667,35.4519774,26.660227,2158.463847,248.7508391,687.1203202,4078.663626,64.70588235,45.83333333,54.40677966,91.4271915,47.05882353,29.16666667,36.94915254,50.89350398,343.3796166,145.4073964,133.7396322,624.8092111
D08,Ino80.2,D08,Sample,12283,2151,1857,1553,1396.807188,1282.076221,1081.029393,33.05140941,163.0132926,328.251132,71.49258173,28.9632729,35.64889607,35.60849968,23.44461305,4294.659116,508.4830675,494.7115584,3150.446113,92.93351929,47.60366182,44.55891822,84.29438543,66.10878661,46.20355412,27.55956214,43.13353566,708.1450715,172.2820891,114.7311329,415.1536525
D09,Hltf.2,D09,Sample,12089,2172,2579,1427,1557.701109,1301.742417,896.3319105,124.9256452,622.7473794,187.3633188,60.68521746,27.946593,32.57076386,31.39453399,22.03579418,5454.012639,795.7626313,597.2886309,3430.667096,96.36279926,56.49476541,49.05395936,87.11409396,62.43093923,40.36448236,31.3244569,45.54809843,714.271005,181.7086746,137.5099671,556.3616799
D10,Hdac7.3,D10,Sample,12060,619,791,2924,1512.362743,1280.028091,978.5860708,78.24233705,502.9276027,313.0686026,68.57882202,22.61712439,38.81163085,34.88372093,23.90377588,4484.342291,539.6726868,491.8340638,4037.89419,93.69951535,49.43109987,46.78522572,89.96650426,51.05008078,32.86978508,28.625171,44.67113276,652.5905002,174.2273962,132.7066256,597.4425377
D11,Jmjd4.2,D11,Sample,15071,2569,2466,1811,1381.009576,989.2396687,937.6735762,98.20136703,451.344183,327.3893897,83.34168303,28.18217205,33.41443633,28.93429045,22.85845167,5716.453041,596.5880975,510.9289167,4146.130853,96.1852861,51.21654501,46.38321369,90.5634448,50.79797587,33.33333333,28.05080066,45.6100168,765.5491127,136.8222401,120.1397865,596.0749597
E02,Ing2.2,E02,Sample,16962,987,1321,2828,1059.772003,801.9352963,724.6496748,44.38019872,169.3489337,124.1903368,48.42856758,21.9858156,29.52308857,27.22772277,17.8232651,4317.661604,557.1655862,429.1736528,2598.477603,93.00911854,51.77895534,43.63507779,84.85272092,41.13475177,33.91370174,32.77934936,35.6465302,446.5768033,102.148799,87.29413056,359.6844991
E03,Ing3.2,E03,Sample,15232,3522,3110,1023,1091.903932,874.3942046,756.9097747,53.52163974,138.5495901,118.4836529,58.41767551,23.7649063,31.73633441,27.85923754,17.81760675,4163.044974,650.9316639,474.3959511,2448.433903,93.55479841,53.31189711,45.65004888,82.95554384,48.8358887,39.61414791,33.43108504,34.56334563,526.970403,122.5835113,97.49636465,337.0104632
E04,Hdac7.4,E04,Sample,13484,2071,2460,1790,1340.068575,1001.936987,855.5331685,65.05648461,287.4395234,136.8891867,52.92036993,25.8812168,35.69105691,31.00558659,22.46148459,4866.400115,503.1439335,621.16927,3443.182431,93.48140995,48.57723577,49.4972067,88.23529412,50.07242878,35.69105691,36.1452514,44.87044818,561.1741127,124.2969595,106.8582332,427.4182379
E05,Jarid2.3,E05,Sample,13850,3500,3736,912,1381.776589,870.7756225,868.8639532,88.63316464,272.8735731,185.6754394,58.48735321,30.37142857,37.17880086,32.23684211,20.18532432,4894.147385,586.0579598,587.7668739,3651.819904,95.77142857,50.24089936,48.13596491,89.20611069,56.74285714,39.96252677,29.49561404,46.78186827,621.0554285,119.8043356,114.7847709,493.8687992
E06,Ing5.3,E06,Sample,14750,3803,2650,1190,1545.601792,1068.594971,911.1988748,62.27665588,418.001623,204.7979139,60.48867348,24.69103339,31.35849057,27.14285714,21.15883006,4054.568275,359.4335749,508.2825581,3808.029786,93.37365238,42.98113208,45.29411765,89.8741207,56.61320011,35.13207547,32.77310924,47.64901888,822.1613933,133.7707897,103.883712,518.4980684
E07,Hira.2,E07,Sample,14183,2164,2374,1917,1109.01276,974.9805151,991.2039303,61.0765062,237.8930517,287.7784036,65.49822993,27.72643253,32.26621735,29.99478352,21.77959184,4216.754304,600.265745,507.2009857,4002.185416,90.57301294,50.33698399,47.47000522,90.84081633,51.84842884,36.85762426,31.35106938,46.90612245,822.5713401,138.475906,100.1691292,516.2790968
E08,Hdac8.3,E08,Sample,14542,1531,2172,2536,1388.899378,1035.0965,918.23218,87.08222958,430.2187906,194.2111972,55.94270576,29.45787067,35.91160221,30.55993691,23.99110264,4850.439277,563.2729901,552.0941059,3919.845013,94.83997387,52.3480663,49.05362776,89.87925008,51.99216199,35.63535912,34.26656151,47.10835717,687.8496237,135.7814762,122.3929453,612.4431561
E09,Jhdm1d.3,E09,Sample,13729,3831,4419,677,1634.69236,954.6880479,889.6319106,83.11122115,520.0384304,266.9210675,67.80737073,18.11537458,28.69427472,28.95125554,16.92459664,5938.321451,470.3399732,450.2854402,3210.141778,94.67501958,45.66644037,45.34711965,87.65228844,61.62881754,29.30527269,26.73559823,42.97003622,525.6455417,105.7146492,116.4645262,465.1801839
E10,Ino80.3,E10,Sample,14061,3016,2727,1632,1248.704148,1040.006803,1057.355959,92.41562626,745.5703442,417.2038059,78.42241963,26.95623342,34.36010268,29.96323529,22.39685658,4973.451139,351.2685351,370.6223782,4012.834487,93.70026525,41.65749908,38.7254902,88.84086444,37.76525199,24.67913458,21.01715686,41.06090373,440.9260653,109.8905193,104.8503452,501.3336076
E11,Hltf.3,E11,Sample,13753,4644,3671,564,1416.731211,1024.558321,895.7496647,86.37557342,524.342901,237.5411774,66.04503672,28.63910422,33.09724871,31.73758865,23.69611094,5054.332511,507.7339012,536.5908942,4150.81344,94.83204134,46.9081994,49.29078014,90.02110341,48.66494401,30.34595478,28.36879433,43.02080193,750.9449826,136.7147595,136.2031387,612.2117896
F02,Hdac9.3,F02,Sample,17134,1104,1623,4073,1307.317728,1034.70184,853.7734318,73.3903844,339.4390313,169.3129382,60.62007213,24.63768116,37.70794824,33.80800393,21.94665419,4475.357325,586.4860321,502.0588395,3358.837654,93.11594203,49.66112138,47.60618709,87.95039775,41.12318841,32.65557609,33.68524429,40.40711277,452.0024261,113.7718122,100.2726328,412.6030838
F03,Jmjd4.3,F03,Sample,15842,3496,4145,1317,1537.506528,1116.505189,884.1169701,62.1872874,345.5853606,184.0681659,55.71739091,25.97254005,36.83956574,29.53682612,19.36758893,5075.541621,423.8637753,480.6635352,3501.941582,94.82265446,43.28106152,44.4191344,88.45433742,48.74141876,31.09770808,30.90356872,46.43228625,655.8602614,108.0442784,98.7691823,489.9331455
F04,Ing5.4,F04,Sample,16952,2185,2742,2930,1274.328742,948.6418889,891.5071031,51.24309957,184.2232738,172.5519601,58.18455612,22.01372998,31.4733771,30.13651877,22.18171621,5230.45774,522.2287761,464.1910664,3583.976476,95.01144165,50.76586433,45.39249147,89.14750421,54.14187643,37.27206419,35.08532423,44.01289961,637.4944406,104.5885247,99.73940698,461.7154255
F05,Hira.3,F05,Sample,13041,1578,1929,2209,1589.067486,1119.997968,963.0408837,92.86333209,335.7046064,150.4695899,43.5446863,28.45373891,43.28667703,36.44182888,26.5010352,4702.676553,560.05143,619.4404378,3976.935314,90.43092522,49.45567652,50.97329108,90.35541753,49.11280101,34.88854329,38.47894975,50.98343685,593.865679,152.3563107,114.9288971,582.1533353
F06,Hells.3,F06,Sample,14328,1537,2484,2529,1370.825084,930.5542764,848.2266114,59.08520745,370.9160312,183.5528675,57.17520238,28.23682498,35.18518519,33.61012258,23.93668052,5146.922307,400.6778649,559.4766684,4060.341488,93.81912817,43.51851852,48.04270463,90.5340582,48.99154196,30.7568438,31.63305654,48.08122801,624.5030484,115.9576996,99.78831504,554.2241008
F07,Jarid2.4,F07,Sample,19019,4471,6062,1576,1641.11911,1396.85751,845.1235202,118.8193252,567.8707728,136.1697793,48.02316747,33.79557146,42.27977565,35.02538071,26.9045323,4641.746006,444.3070991,525.305729,3933.25045,94.4978752,46.48630815,48.03299492,89.41658631,48.80339969,26.82283075,32.6142132,50.50626808,559.9967005,102.649082,117.7100408,646.9809806
F08,Ing3.3,F08,Sample,13589,876,1587,3155,1206.371648,1054.448599,877.4143113,64.78247216,467.645261,212.80042,56.90714433,30.82191781,38.56332703,35.68938193,25.97925375,4683.759081,415.2085441,492.8053429,3909.985571,93.49315068,46.06175173,47.35340729,89.82814677,52.62557078,32.89224953,29.88906498,47.23641431,711.4016797,123.8164174,108.441509,587.5084234
F09,Ing2.3,F09,Sample,13681,3147,3401,1290,1582.948851,1008.732214,877.8401378,123.2529325,656.3871592,238.2419388,85.38880132,21.57610423,26.55101441,28.52713178,20.55813953,6327.949288,597.19387,566.5062354,4193.858924,97.29901493,50.19112026,46.51162791,91.18604651,67.52462663,39.34137019,32.86821705,50.27906977,748.0164511,120.4361181,116.8727037,625.0881066
F10,Hells.4,F10,Sample,15387,1864,2730,2789,1592.184009,1196.265614,981.4417776,135.5366551,746.6234598,336.3902101,64.68351742,24.24892704,32.1978022,27.64431696,20.50772289,5037.862563,429.9744359,446.2637707,4548.002618,92.8111588,44.35897436,44.5679455,91.39012081,48.2832618,30.54945055,29.93904625,50.6040679,696.927147,143.6336505,128.1809265,680.4755396
F11,Jhdm1d.4,F11,Sample,14361,3487,3579,930,1356.925142,1050.164528,887.7251226,94.86989816,587.6506449,309.8629421,77.02271162,20.56208775,28.91869237,31.72043011,20.43685121,5582.310969,516.8413771,633.6833943,3612.987102,94.46515629,45.45962559,48.49462366,87.56487889,47.06051047,23.69376921,27.09677419,40.24653979,620.1016094,118.2974997,131.6585985,551.4631376
G02,Ino80.4,G02,Sample,15465,3802,2843,1120,1180.475883,963.6126266,810.5873048,57.47536715,112.0728446,161.158431,67.25817492,26.2756444,34.54097784,31.51785714,18.19553916,3370.748937,450.6214455,462.8860607,2552.783426,90.16307207,47.34435456,44.01785714,82.5926547,52.31457128,46.25395709,30.625,34.93208117,639.8493,173.1607454,87.40752972,317.8554071
G03,Ing2.4,G03,Sample,14407,2209,2904,1694,1579.302193,1060.568564,788.5910163,119.6805223,316.1275612,147.6875938,69.87967369,22.04617474,32.6446281,34.7107438,20.44928973,5694.923912,948.2006185,536.6302125,2909.532634,96.60479855,59.88292011,48.34710744,85.64585398,39.79176098,26.75619835,31.75914994,36.66997027,459.7367745,131.2255178,104.5926911,385.9840838
G04,Hdac8.4,G04,Sample,13473,3349,2947,1090,1440.385193,1094.101643,1047.712961,66.81771614,189.4564111,175.8484081,63.83828702,29.29232607,36.57957245,31.46788991,22.50426621,5704.738607,1046.757881,630.2884721,3586.252185,96.35712153,59.65388531,49.5412844,88.60921502,47.4469991,35.86698337,34.03669725,41.19027304,502.1449553,133.7790186,103.7904229,414.1128735
G05,Jmjd4.4,G05,Sample,14700,2899,2690,1789,1766.271413,1293.986599,1019.850161,143.5107343,585.6363471,186.3942994,50.58905948,23.07692308,31.63568773,28.56344326,24.69562356,5112.086869,485.0120138,740.1043221,4337.939617,94.10141428,43.60594796,53.43767468,91.79006252,52.88030355,33.30855019,38.56903298,51.15169464,536.5555252,126.1871373,118.1577525,616.0360091
G06,Jmjd1c.4,G06,Sample,14547,2803,3426,1301,1387.108906,915.8033678,959.280618,80.76870874,375.3609498,259.2162069,72.72435245,25.7581163,26.24051372,25.90315142,19.74358974,4423.983214,570.2900615,574.8997374,3432.39725,94.3631823,47.92761238,45.19600307,87.85714286,43.63182305,31.9614711,28.97770945,39.68864469,604.0227503,141.4490929,102.1746632,424.9981604
G07,Hira.4,G07,Sample,13719,3901,3813,663,1474.514401,1199.047185,982.0726581,99.367495,526.9817682,236.0014702,68.88224843,25.19866701,34.40860215,33.4841629,22.31653888,5358.22296,622.7050016,711.5272613,3989.573946,94.48859267,48.20351429,47.51131222,89.81380066,47.75698539,27.11775505,27.90346908,44.30449069,664.4256947,133.7991967,122.8529326,530.4079683
G08,Hdac9.4,G08,Sample,15302,17,24,3970,1183.617973,733.2071016,1097.428398,82.28151502,278.9140279,347.075288,71.30893144,35.29411765,37.5,36.64987406,25.40503611,2947.173151,379.0360065,649.5206648,4252.647544,82.35294118,33.33333333,51.41057935,90.88424751,29.41176471,37.5,29.697733,42.33847355,407.7415724,84.11906062,124.8682198,558.733674
G09,Ing4.4,G09,Sample,11040,2348,2047,942,1525.16693,1180.763472,923.7269538,186.0407173,746.8009733,413.2880309,82.97950706,31.47359455,40.59599414,30.78556263,22.60042283,5446.686587,738.6528138,521.7610225,3540.399524,94.54855196,51.63654128,45.7537155,87.63213531,49.14821124,32.09574988,23.24840764,39.72515856,440.8932917,123.2319829,104.9792202,430.7745929
G10,Hltf.4,G10,Sample,14236,2651,2736,1614,1458.486034,1345.13821,1015.919415,128.0628452,936.5259632,266.960902,63.02492697,31.83704263,38.41374269,34.26270136,23.7436526,4744.959663,547.6660498,574.8768882,3733.722869,94.41720106,46.96637427,46.46840149,87.81299247,45.79403998,27.59502924,26.33209418,40.79845911,508.7559929,132.3653188,122.6321744,532.7937215
G11,Ing3.4,G11,Sample,12506,1833,2150,1510,1466.258719,1260.073084,937.2782827,183.9312448,826.8873919,366.9566639,81.47964637,34.42444081,36.13953488,31.78807947,23.78551017,5296.009876,604.268445,628.9287146,4234.456224,93.5624659,48.13953488,47.74834437,90.25046226,49.64539007,30,26.02649007,41.97344091,707.36786,173.9554827,119.2350794,537.8856123
