Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
D07,Fbxl19.3,1143.264227,1025.714256,32.37997957,320.3924535,39.93871297,35.3421859,151.4940272
D08,Ercc5.2,901.0182366,448.7204498,25.83547558,294.9195849,40.10282776,29.04884319,109.7108185
D09,Elp4.2,826.8702117,822.8151582,25.16971279,295.324289,37.02349869,25.79634465,93.12809411
D10,Dub2a.3,1167.517216,749.672194,29.23473775,306.3464861,39.638865,26.13929493,94.17148793
D11,Fbxo44.2,943.4460714,672.9369956,29.13705584,300.4511294,35.58375635,20.25380711,92.17528827
E02,Ep300.2,425.4163312,205.6735763,27.0501836,429.7717175,46.14443084,34.51652387,84.18448414
E03,Ep400.2,1002.228895,396.4590301,31.8452381,359.5582593,45.23809524,27.38095238,121.7040927
E04,Dub2a.4,907.1543347,663.9883244,29.62962963,311.1627728,39.63963964,30.93093093,88.2864975
E05,Ezh1.3,1078.240195,700.7548052,35.19553073,373.5220974,41.67597765,33.40782123,137.2704968
E06,Epc2.3,845.1008246,381.5597629,31.87886682,299.589898,38.84728102,26.63627483,109.8654451
E07,Elp3.2,998.1349089,739.4400428,29.42345924,244.9241699,36.77932406,25.91119947,92.71730253
E08,Eed.3,1333.284241,458.6485009,33.89067524,349.0651723,40.38585209,31.25401929,115.5438743
E09,Ezh2.3,1249.458182,411.9719473,34.77425552,299.5903638,38.56868396,28.53025937,108.4349171
E10,Ercc5.3,1039.178152,598.2792354,32.31031543,353.2745026,43.56351236,25.57544757,109.8460189
E11,Elp4.3,1028.055454,823.780261,35.85271318,289.530665,36.24031008,19.47674419,102.533104
F02,Ehmt1.3,1028.700099,454.0275893,27.84431138,412.4967284,48.50299401,30.23952096,183.3446121
F03,Fbxo44.3,907.9912374,388.6826786,28.99761337,446.1762362,44.98806683,32.10023866,123.260668
F04,Epc2.4,938.3637327,487.7545585,33.19486405,467.1225549,44.44864048,33.76132931,142.0081733
F05,Elp3.3,2061.330911,580.4232856,40,578.3679319,60,40,199.2179445
F06,Ehmt2.3,1084.565581,584.5259698,29.01162791,411.1949298,44.24418605,28.54651163,137.4527586
F07,Ezh1.4,917.1725343,495.9533174,36.60287081,476.6805682,45.6937799,30.71770335,113.8954907
F08,Ep400.3,706.4653991,50.77161773,40,374.0937868,40,0,130.9850918
F09,Ep300.3,703.8420103,234.1155095,32.93253173,802.5382292,56.44622578,46.96058784,76.51519646
F10,Ehmt2.4,950.6710503,613.5027293,28.125,211.522778,33.65384615,23.50961538,94.01064586
F11,Ezh2.4,1145.315667,1234.311737,29.94157741,231.6921982,33.44693281,19.57156767,89.07057594
G02,Ercc5.4,642.6458612,807.186619,27.877429,239.9665246,36.32286996,23.16890882,83.42393594
G03,Ep300.4,2307.251523,604.8223116,66.66666667,1627.248672,50,50,195.7475165
G04,Eed.4,1929.286367,550.8840414,23.13503305,169.8848018,31.44475921,21.24645892,61.1375385
G05,Fbxo44.4,988.5536322,737.2482464,25.34745202,223.6704975,34.54665784,21.50893448,93.68771282
G06,Fbxl19.4,1208.242632,1004.505249,29.78723404,370.9962446,42.76595745,29.14893617,125.5328855
G07,Elp3.4,1170.816452,867.6170599,28.1443299,276.6310008,36.8556701,17.88659794,89.35635833
G08,Ehmt1.4,1017.434928,1440.570496,28.38427948,270.9308909,36.89956332,21.39737991,100.9882599
G09,Epc1.4,834.6467504,685.3283453,24.47510498,263.6676034,37.85242951,23.75524895,74.54012483
G10,Elp4.4,947.1105494,555.6892883,27.00348432,284.1104208,37.66550523,21.18466899,87.98678131
G11,Ep400.4,897.0648604,594.1467019,22.87822878,296.2418403,38.37638376,19.55719557,111.4842672
