,,Experiment: 10U p1,Analysis: Analysis 2,User: Admin,Plate: 3,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:29:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C10,Cbx7.2,C10,Sample,12525,630,978,2822,1097.066848,651.8838314,657.3621156,362.463493,1011.332307,625.2982013,216.4323722,22.53968254,25.76687117,24.73423104,22.46540525,4945.80795,391.992726,374.5707126,3976.335679,91.42857143,41.10429448,38.69596031,87.26348489,48.73015873,27.50511247,26.15166549,45.4815024,717.37525,138.1181619,135.7743337,717.473657
C11,Cbx5.1,C11,Sample,17611,2189,2511,3204,1312.090161,777.3622624,660.2763719,351.4448631,857.3564849,673.2560889,217.9241189,25.53677478,27.99681402,25.81148564,25.17695875,4740.972423,417.1042492,369.9002102,3781.742369,91.68570123,40.30266826,36.32958801,86.94166463,42.530836,26.68259658,23.68913858,39.84622895,725.8381212,153.0849708,132.6439797,657.0344915
D02,Brwd3.2,D02,Sample,15387,1727,2338,2446,1131.636018,767.5933212,663.4779074,234.8974424,569.1199004,300.0010029,167.1219827,24.66705269,30.53892216,31.43908422,23.64961604,5571.278326,758.206151,704.9140521,3013.068067,94.03590041,49.6150556,48.85527392,83.24873096,53.32947307,34.51668092,37.53066231,45.12560198,745.6569362,167.7727491,192.627119,580.9142059
D03,Chd1l.2,D03,Sample,12977,2209,2373,1751,1199.198481,844.8258715,737.8618809,291.179843,602.7048924,390.8562288,188.4837159,30.23992757,34.93468184,30.78241005,24.1870276,4531.826017,608.8527366,626.3683792,3011.710327,92.89271163,46.43910662,45.45973729,83.1077518,62.47170665,39.8651496,35.57966876,45.82527685,1045.801577,208.3907963,177.2241775,598.1802373
D04,Cbx7.3,D04,Sample,14491,970,1608,3271,1080.510321,808.037152,678.5530232,341.9869355,589.5476591,392.8108673,218.2574276,30.82474227,35.63432836,34.63772547,24.72542191,4797.60594,591.1443267,535.9790464,3441.741454,94.02061856,46.57960199,45.46010394,85.98982052,57.21649485,36.75373134,34.63772547,51.00455398,944.6263898,179.953564,166.9574082,681.1089032
D05,Cbx3.1,D05,Sample,18466,1444,2216,3711,1231.557544,723.6753869,682.3170602,157.32318,315.7095029,321.2321002,155.2210356,28.67036011,33.16787004,32.39019132,22.32374624,5049.793449,721.6155776,484.9788265,2877.242323,94.04432133,50.63176895,43.41147939,83.99958467,60.11080332,37.81588448,33.98005928,45.03166857,861.2070858,179.8152253,157.8495629,578.0256593
D06,Cbx1.2,D06,Sample,14822,1856,2456,2601,1214.802286,799.6498378,722.9630534,194.6057618,495.0789167,305.4205847,160.0865839,29.36422414,35.99348534,32.94886582,25.80263353,4914.838446,576.4462976,588.1090747,3590.398964,93.42672414,47.39413681,47.21261053,87.15786359,58.24353448,35.05700326,36.60130719,51.30936529,990.6497498,174.9098468,161.2228229,699.400879
D07,Chd1l.3,D07,Sample,16298,370,477,5313,1311.698945,869.3706132,705.1448219,267.6890865,714.5193835,469.4997208,188.5324612,25.40540541,35.639413,31.65819688,25.31888475,5183.410797,500.9847185,429.342509,3664.254772,94.86486486,45.07337526,40.89968003,87.30104978,47.83783784,30.81761006,26.55750047,44.04560334,833.2960629,151.7522245,143.3262763,697.4632372
D08,Chaf1a.2,D08,Sample,16584,1492,1744,3790,1399.95341,940.0331069,745.476298,346.0987996,913.1138291,504.996788,193.3212148,21.51474531,30.50458716,30.07915567,22.44994669,4528.814202,515.9460252,479.3509123,3381.285418,92.22520107,42.54587156,41.60949868,85.40457292,46.24664879,26.72018349,27.96833773,42.55419974,750.5864913,193.400108,148.6948782,661.7418381
D09,Cbx4.2,D09,Sample,16939,2380,2639,2603,1111.427264,758.9279535,626.3772257,266.4354367,794.3037665,463.2741288,200.2236215,26.55462185,32.09549072,28.1598156,21.39070398,4332.7849,406.6581164,415.5516359,2964.75136,91.05042017,38.57521789,39.95389935,83.24497596,47.94117647,28.83668056,28.04456396,41.17864628,1000.624409,170.3842674,143.6954991,630.737083
D10,Brwd1.3,D10,Sample,17632,4245,4664,1530,1131.241396,720.9931075,557.2940314,256.1457102,821.6813227,533.9821254,188.4500096,22.49705536,27.53001715,22.15686275,20.811044,5112.119376,381.173455,321.3404355,2939.529012,92.53239105,38.1432247,34.96732026,82.43313201,39.38751472,19.78987993,23.26797386,40.06902502,794.748243,130.4916446,106.5610012,566.6290409
D11,Chd2.2,D11,Sample,18878,3181,3004,2477,1154.932685,721.7943944,615.4637371,462.9477298,1339.910179,568.3785612,215.3604827,27.25558001,29.46071904,23.73839322,21.35655362,4158.548279,358.6078738,374.8901026,3780.033433,91.35491984,37.1171771,36.61687525,87.52291476,39.01288903,25.99866844,24.06136455,41.25802016,850.6918244,170.0808786,115.7797051,683.2457847
E02,Cbx5.2,E02,Sample,17568,1564,1883,3420,1225.601069,895.0348582,762.3678668,222.6034286,485.0745835,284.0652707,170.7016034,29.02813299,38.92724376,35,25.77814915,4867.019419,831.3335549,769.880795,3836.184365,94.88491049,50.98247477,50.93567251,89.01190725,52.42966752,39.03345725,37.60233918,46.33382076,847.4108858,208.0020057,181.9246355,651.360056
E03,Cbx6.2,E03,Sample,14795,1312,1539,2894,1240.241077,854.6113373,746.3027284,225.6931955,481.2154062,343.267939,169.4378903,26.44817073,35.15269656,31.61713891,25.33919598,5774.999391,821.2299156,632.8688924,4187.032574,95.88414634,53.99610136,48.30684174,89.89949749,55.56402439,39.96101365,36.86938493,51.14321608,958.7392857,198.3495175,157.1319081,782.3907669
E04,Brwd1.4,E04,Sample,14067,1179,1775,3037,1360.098588,754.1955941,743.8473704,221.7746853,404.441115,340.0912334,181.4738084,26.88719254,32.90140845,32.40039513,25.83156405,5838.283183,742.1477745,653.9681825,3840.005434,95.08057676,50.98591549,49.09450115,87.60084926,68.78710772,38.53521127,37.1748436,53.54564756,949.4384908,189.3908224,184.8732262,733.3355789
E05,Chaf1b.3,E05,Sample,17162,956,1582,4348,1188.201566,768.4737986,708.760037,197.2869299,464.7220215,295.6278083,153.9579553,30.0209205,36.21997472,32.35970561,25.88314456,4741.957223,604.2721755,529.887197,3601.402459,94.9790795,47.78761062,44.73321067,88.43781541,56.17154812,33.18584071,34.06163753,51.31770775,970.9884784,192.9803806,171.1942789,700.5871822
E06,Cbx8.3,E06,Sample,16980,774,1216,4491,1436.543173,860.3840032,801.5335556,300.2444758,698.856515,460.6141844,192.650016,23.51421189,33.05921053,31.77466043,26.21548457,5596.870408,573.9358093,500.0756787,4428.906095,94.31524548,44.40789474,44.33311067,90.2544667,58.91472868,36.67763158,32.62079715,54.84569572,831.7653085,174.4876418,152.5333179,827.3957082
E07,Cbx3.2,E07,Sample,14593,1680,2581,2773,1362.752842,783.6193029,686.6447571,288.6794599,596.3607653,375.3036749,177.2126483,27.02380952,29.83339791,31.84276956,27.20115681,5230.44705,599.8165585,514.4885137,3969.053146,92.08333333,48.31460674,44.71691309,87.69280206,57.02380952,30.414568,30.61666066,52.07262211,822.5981467,156.5346325,142.1386176,709.957283
E08,Brwd3.3,E08,Sample,18668,1248,1926,4832,1088.616391,759.5063046,688.903832,202.7385674,558.1828338,374.2143049,175.4556788,26.04166667,31.20456906,30.73261589,25.52523284,4495.08649,488.8646865,408.9127186,3503.057966,92.70833333,45.17133956,40.16970199,87.22113927,48.55769231,31.82762201,30.13245033,48.8412389,769.1712722,159.6387982,133.1354266,666.5186243
E09,Chd1.3,E09,Sample,19460,4275,4350,1995,1269.414709,734.4648527,604.5446831,395.3082205,873.7806243,298.9313246,182.0229395,25.70760234,31.88505747,27.31829574,21.98391421,4038.736665,422.1138786,520.2691888,2949.667572,91.18128655,39.26436782,45.11278195,83.40482574,46.24561404,25.49425287,32.88220551,43.78016086,896.2080113,158.0767049,153.5880819,610.9687094
E10,Chaf1a.3,E10,Sample,15698,2633,2496,1982,2056.419773,1092.792261,674.625656,1400.750163,1986.286318,568.6693649,227.5751578,15.07785796,23.23717949,26.28657921,22.17206585,4276.4036,263.4400084,399.1760274,3688.560002,88.79605013,28.56570513,39.80827447,87.32076474,57.95670338,25.84134615,27.54793138,46.40201806,655.1431205,148.5335637,143.394375,750.7981414
E11,Cbx4.3,E11,Sample,20047,1654,1793,3950,1164.432992,709.362908,672.9823288,318.5559177,775.5107375,659.3064965,246.9314615,23.33736397,30.00557724,22.6835443,21.69009041,3958.488665,327.8291045,346.0938325,3592.666342,91.59613059,36.19631902,34.73417722,87.13633515,36.69891173,26.49191299,23.41772152,38.54623579,793.0104966,128.2089975,111.5296278,629.7276945
F02,Carm1.3,F02,Sample,18568,958,1359,4156,1241.538785,758.3419558,692.287897,228.1035245,375.8227714,288.344827,177.8863738,30.06263048,35.68800589,33.87872955,24.31563476,5832.550206,766.455998,695.1671186,3374.850209,95.40709812,51.58204562,51.34744947,86.02792578,53.86221294,38.92568065,39.70163619,46.54602241,930.7883499,188.8746202,186.3186279,639.9335075
F03,Chd2.3,F03,Sample,23444,1954,3123,4797,1088.880096,928.6916529,731.9498131,237.6358301,492.5579778,257.4908792,155.0849163,25.69089048,30.61159142,32.33270794,23.45795192,4749.08833,951.0416063,624.6593404,3230.186931,94.5752303,57.60486711,48.67625599,86.28625203,50.71647902,35.28658341,38.58661664,49.93583711,979.1193971,265.6539245,182.5578137,669.6350174
F04,Cbx8.4,F04,Sample,21006,1854,2626,4212,1229.949731,888.0471315,735.7178523,214.241546,595.5064005,325.6228957,154.8845306,29.71952535,39.45163747,34.85280152,24.5491455,4606.4322,566.4954167,598.0868608,3135.019213,93.52750809,47.0677837,47.60208927,84.24133698,52.91262136,35.60548363,36.34852802,46.07685771,788.9241423,178.9896655,176.6581257,624.9578043
F05,Cbx3.3,F05,Sample,19326,1791,2560,4096,1278.401597,838.4666799,654.533489,230.7509954,446.4659907,356.6920536,159.9906842,27.58235623,33.3984375,29.93164063,23.55712603,5497.763476,837.5233384,531.3378327,3138.845147,95.25404802,53.984375,45.19042969,85.78006211,56.33724176,36.953125,31.98242188,46.26833708,863.3378809,189.5960611,154.6903749,654.6556229
F06,Cbx1.3,F06,Sample,23457,2164,2586,4785,1159.621747,853.8223933,639.9112699,164.0394309,357.3338119,310.0299353,145.831431,34.10351201,37.741686,34.4200627,24.29269114,4220.347841,808.5041957,507.6470852,2653.820404,92.97597043,55.25908739,44.723093,81.64365106,59.01109057,41.80201083,30.32392894,41.8996295,974.8153976,250.3062221,165.1141253,600.3956761
F07,Chaf1b.4,F07,Sample,18373,457,661,4587,1850.909712,1177.026452,758.8407132,964.5830888,2108.759558,466.9100802,193.684585,21.22538293,38.72919818,31.15325921,23.70548006,5797.044023,393.0803298,528.2670343,3129.303097,94.52954048,37.51891074,44.62611729,84.03055334,68.05251641,35.09833585,32.72291258,45.36814992,871.323361,196.002452,178.104189,683.6019006
F08,Cbx6.3,F08,Sample,20831,906,1444,5561,1397.91215,897.3275586,717.3078596,232.5149724,576.7732224,460.2015764,175.6840624,35.65121413,38.64265928,32.0445963,24.84778964,5030.874442,648.2736845,475.5303153,3507.737035,94.0397351,49.30747922,43.60726488,85.93488044,56.95364238,34.97229917,30.4621471,47.65728404,914.3328152,211.0771314,160.9010912,681.2402761
F09,Cbx5.3,F09,Sample,16949,1229,1643,3967,1195.193901,753.243692,637.5407112,228.784512,454.1287322,419.5053286,196.5465799,31.00081367,36.64029215,32.94681119,27.40869565,5368.546097,610.2206922,495.1073424,3715.873371,93.65337673,49.6652465,44.46685153,87.02608696,54.75996745,36.27510651,30.57726241,48.83478261,1033.622076,194.7521046,154.3681887,751.8934816
F10,Cbx1.4,F10,Sample,19287,3661,3772,2550,1170.411015,762.1164224,627.9974581,198.058239,443.5104657,547.891816,232.711144,28.59874351,29.71898197,29.09803922,22.05937617,4605.899391,451.108157,357.0450785,3026.835842,92.67959574,42.52386002,36.50980392,83.02643117,51.35208959,33.21845175,25.29411765,40.92446449,1118.509203,213.600659,134.8964136,631.2806127
F11,Chd1.4,F11,Sample,23116,3696,3158,3354,1108.68901,656.2891935,613.7589415,369.3553009,835.4975969,551.0063417,228.8339859,26.32575758,28.24572514,25.04472272,23.24815244,4332.861862,425.7768342,374.0755484,3579.163121,92.0995671,40.6269791,37.7757901,86.46603152,37.79761905,27.42241925,25.76028623,42.22242009,794.6073461,142.6645257,129.5618091,697.7711929
G02,Chaf1a.4,G02,Sample,25563,2388,2355,4603,1604.439809,1114.437715,658.0064169,695.2622572,1218.806383,361.4933428,180.3016837,22.9480737,31.25265393,33.02194221,26.39285963,5484.836164,472.5830249,668.1814516,3509.169892,93.71859296,40.12738854,49.35911362,87.35792483,53.18257956,27.98301486,35.28133826,47.02600934,920.8564642,215.021629,202.7803565,750.9399709
G03,Cbx5.4,G03,Sample,23299,3190,3380,3524,1106.227194,795.046433,604.6148758,231.7599037,510.9277937,321.5571422,155.8052119,33.6677116,40.76923077,32.77525539,21.3819028,4402.448498,658.1790073,507.1225014,2497.823409,92.9153605,49.43786982,43.87060159,79.85321758,48.68338558,33.31360947,30.13620885,37.33106596,899.4555483,222.0654475,158.7980699,507.9286056
G04,Brwd3.4,G04,Sample,16865,13,19,4070,696.0580244,1029.767735,671.7495775,555.409812,769.3354868,370.3122058,183.708871,7.692307692,73.68421053,31.91646192,24.06481641,2468.546755,1217.529185,628.0027942,3015.651399,69.23076923,63.15789474,47.86240786,84.47681434,23.07692308,47.36842105,34.2014742,42.88915704,332.0739803,269.7735216,180.0261969,619.0987377
G05,Chd2.4,G05,Sample,25261,1290,1704,5402,878.5215011,654.8051564,668.0030275,201.4125808,520.7111565,320.7806445,142.9136847,33.25581395,34.15492958,34.67234358,25.09806529,4249.530152,565.3059179,557.8555155,3071.40346,93.64341085,48.4741784,45.81636431,85.20710059,57.20930233,37.67605634,32.69159571,44.8573898,810.1450438,149.2072291,174.2393643,625.1890969
G06,Chd1l.4,G06,Sample,23369,199,284,5418,1273.975004,596.0401415,667.8819653,281.0746264,638.3830671,380.9471982,170.2361746,23.11557789,39.43661972,32.41048357,23.85146695,5161.740357,588.1369894,517.3738676,2877.586042,92.96482412,47.88732394,46.142488,83.7526139,56.7839196,35.21126761,32.53968254,41.31550599,756.7887522,207.172794,167.201132,606.168525
G07,Cbx3.4,G07,Sample,17644,2502,3306,2322,1194.825969,571.1958776,638.6410051,350.0022678,836.9120214,423.6996839,177.8497094,21.70263789,28.76588022,30.31869078,23.49693252,5420.33552,586.1906237,458.3067901,3326.951192,93.88489209,45.28130672,41.17140396,85.26380368,52.63788969,28.19116757,26.83031869,42.88343558,679.9316721,165.9986816,139.684639,650.1966078
G08,Carm1.4,G08,Sample,22103,1550,1486,4789,960.9287143,604.2638484,652.9796024,173.7745028,585.3805858,434.3965066,180.4987096,26.51612903,31.62853297,29.3380664,23.79748835,5095.735734,432.4023582,469.0941614,3376.226447,93.09677419,40.37685061,42.61850073,85.73572388,43.80645161,26.7833109,28.92044268,44.41987205,818.6132914,154.3551362,147.8696246,687.1348537
G09,Cbx7.4,G09,Sample,20332,4327,3753,2119,1156.841577,801.3943952,598.1686744,361.3827576,911.0934961,445.2002957,199.3996391,28.14883291,33.49320544,32.09060878,24.19447311,4788.249773,510.5946892,486.5239287,3163.791859,92.83568292,44.20463629,43.13355356,83.08680197,47.26138202,28.48387956,29.49504483,42.30019493,1021.759393,198.687143,156.0475865,673.588333
G10,Cbx4.4,G10,Sample,23520,2988,2735,4054,1158.52405,732.5651777,587.668349,290.1228581,825.6557232,533.8804118,214.6902093,25.87014726,26.47166362,26.04834731,23.30427563,4314.000706,447.3221077,360.8531685,3289.271119,92.30254351,41.60877514,36.87715836,84.47488584,41.53279786,27.56855576,27.08436112,39.26940639,911.5580201,177.0587318,134.204742,636.9678367
G11,Cbx6.4,G11,Sample,22910,2195,2379,4083,989.5952962,567.5872112,581.5600556,232.1108775,598.0947652,628.3886399,212.4982959,22.14123007,27.70071459,23.38966446,20.95858383,4581.41565,354.2080858,303.2807904,3435.339957,92.61958998,42.58091635,35.0722508,85.80494322,43.32574032,31.5258512,21.60176341,37.1743487,751.0027582,138.1426914,117.9770473,601.0265641
