Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
C09,Hdac4.1,1194.307209,86.69328463,21.75925926,5118.077171,93.51851852,39.12037037,578.5702792
C10,Hcfc1.2,1793.851702,350.9649749,25.96153846,3686.032225,85.09615385,38.22115385,358.5091812
C11,Gtf3c4.1,1346.799126,232.9152377,22.08201893,3212.821578,85.48895899,31.54574132,389.7025057
D02,Fkbp1a.2,1513.308423,63.42243419,27.60736196,4137.672538,92.02453988,49.69325153,591.9824092
D03,Hdac4.2,1781.866637,136.6929562,33.02207131,4657.505392,94.65195246,48.89643463,620.4058442
D04,Hcfc1.3,1871.32434,130.3554406,29.42345924,4275.226859,92.24652087,62.52485089,691.1566497
D05,Gtf2b.1,1344.741921,62.06532243,25.55970149,4728.421826,92.97263682,45.39800995,649.0128856
D06,Gadd45b.2,1257.704339,72.98017607,25.06082725,5549.431018,95.21492295,60.4217356,511.6066855
D07,Hdac4.3,1465.561914,89.33879892,24.36708861,4024.754898,90.50632911,55.06329114,606.8163582
D08,Hdac10.2,1646.48247,112.1308538,36.30454968,4581.261,93.68616527,50.78922934,674.6367687
D09,Gtf2f1.2,1503.691851,75.17407356,32.81114012,5208.92531,94.69103568,45.5178416,935.2198075
D10,Fbxw9.3,1802.5542,133.7402904,30.26819923,4595.723401,93.48659004,40.22988506,818.0137657
D11,Hdac6.2,1840.938727,100.8148755,19.87041037,5771.309935,94.60043197,45.78833693,768.5216289
E02,Gtf3c4.2,1775.636612,77.46330062,27.01181767,4559.305847,92.62802476,40.2363534,617.2135111
E03,Hat1.2,1401.204848,50.22401229,31.57439446,5320.939133,96.10726644,58.30449827,728.4899028
E04,Fbxw9.4,1739.886023,88.05982916,29.23219241,5270.115605,95.14338575,51.15633673,677.7192779
E05,Hdac2.3,1629.771063,62.19594687,30.40115998,4825.49751,94.53842436,55.24407927,811.4301865
E06,Hdac1.3,1775.090762,97.05861388,31.93181818,5256.329132,92.32954545,65.45454545,893.225722
E07,Gtf2b.2,1809.758228,236.5591656,32.22003929,6768.298691,95.2848723,65.42239686,937.5147639
E08,Fkbp1a.3,1477.808151,75.01570643,26.87022901,5080.49253,94.13740458,46.93129771,609.4627004
E09,Hdac3.3,1640.737538,446.978211,28.5814116,4179.69951,89.51781971,39.55276031,540.7803247
E10,Hdac10.3,1439.007817,74.41230338,29.38254081,5493.739049,94.74804826,43.08019872,788.2405269
E11,Gtf2f1.3,1788.72366,102.387024,28.59315589,5207.519122,94.37262357,40.76045627,743.7945111
F02,Gadd45a.3,1655.393284,65.21414784,27.09302326,4540.116821,94.41860465,42.20930233,737.1611984
F03,Hdac6.3,1358.495801,46.57200617,34.57943925,5110.251037,95.79439252,51.40186916,938.4510285
F04,Hdac1.4,1685.2086,75.54040024,29.49308756,3765.208471,86.86635945,64.51612903,695.6076659
F05,Gtf2b.3,1601.169073,73.33221598,35.82677165,4477.679722,93.75703037,50.16872891,642.5989662
F06,Gadd45b.3,1366.124271,110.2442001,26.64700098,4026.853971,93.51032448,61.35693215,1031.701804
F07,Hdac2.4,1997.56533,90.91821599,24.89063867,5220.360548,93.7007874,50.65616798,746.4699544
F08,Hat1.3,1448.186154,72.72001134,34.68667255,4872.879991,93.7040306,52.45660488,889.9883255
F09,Gtf3c4.3,1439.669961,93.02311479,32.55687974,5594.503903,95.28710726,55.85048754,879.6698754
F10,Gadd45b.4,1288.862997,177.5574088,25.61837456,4759.120364,94.9204947,39.4434629,944.0481351
F11,Hdac3.4,1093.409191,1021.221638,25.19201229,3484.272386,83.41013825,30.10752688,381.9717397
G02,Hdac10.4,1495.54578,204.0705446,33.44370861,3107.912114,88.41059603,34.76821192,373.5791268
G03,Gtf3c4.4,1680.287324,65.86270146,35.73180703,5581.960108,95.33932952,54.04742437,613.8191347
G04,Fkbp1a.4,1567.88548,50.84466837,38.54166667,4792.689601,94.79166667,45.83333333,753.562462
G05,Hdac6.4,1428.651588,82.90371885,30.89233754,5341.45618,95.78079534,52.13385063,697.0413302
G06,Hdac4.4,1649.979367,128.8929593,28.0334728,4608.781372,92.20235831,47.20426017,674.4631268
G07,Gtf2b.4,1422.428238,58.86439224,20.32258065,4258.581084,90.64516129,45.48387097,548.5832671
G08,Gadd45a.4,1591.950133,101.779605,32.99565847,4717.738991,93.92185239,48.3357453,692.5994386
G09,Hcfc1.4,1623.958198,95.70986079,23.88059701,5807.783968,94.40298507,58.76865672,675.4031571
G10,Gtf2f1.4,1677.178994,116.135204,19.1323693,4246.764107,89.65517241,39.37708565,551.1430753
G11,Hat1.4,1391.008898,113.2114106,26.34408602,5054.608283,93.9516129,49.7311828,673.3904321
