Well,shRNA,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,GeoMean Alexa 700-A - CD44 of Amet+,Amet+CD62L+ as % of Amet+,Amet+ as % of Amet+CXCR3+,Amet+CXCR3+ as % of Amet+,GeoMean APC-A - CD103 of Amet+,GeoMean PE-A - CD127 of Amet+
E03,Actl6a,1426.924492,3455.220278,12.42680547,154.1624875,64.86662329,20.93708275,67.56304075
E04,Wbp7.4,3927.317442,3999.30869,25.01485443,266.2974684,37.55199049,20.35074441,60.11621884
E05,Cecr2.3,4146.444384,4409.205302,26.27118644,243.4920635,41.06910039,19.56653593,66.11811948
E06,Brdt.1,3300.750901,4263.926574,18.34826646,291.3734393,34.32021815,22.65719058,63.50643302
E07,Whsc1l1.2,3394.216754,2718.714075,20.49180328,242.484472,41.2397541,24.56096447,70.25886356
E08,Wdr5.3,5224.699461,4054.592482,24.26966292,186.9747899,53.48314607,30.41471182,78.72649155
E09,Clock.1,2795.333105,3905.473313,21.82827851,271.2630359,36.86458778,25.41137498,64.88009839
E10,Cbx2.2,2869.904287,3255.882699,19.84758118,276.6269478,36.14976806,25.42603944,63.79746894
E11,Zmynd11.3,2967.904705,3942.855223,22.14693295,315.4105737,31.70470756,27.00885148,80.85659155
F02,Wdr82.3,2517.917704,2629.636068,12.45853299,660.0973236,15.14928124,25.55544524,50.45092254
F03,Eaf1.3,4587.226394,4716.049383,17.69316909,280.5235602,35.64762971,17.67652234,53.57342473
F04,Brdt.2,1891.701099,3643.534923,16.27444481,190.1071204,52.60192244,25.00540591,46.77149133
F05,Whsc1l1.3,4284.286517,4977.331456,27.36009045,254.8991354,39.23120407,19.01388801,63.24607661
F06,Whsc1.3,3880.480748,2591.833241,20.66795741,371.5827338,26.91190707,23.40254379,75.73877077
F07,Chd7.1,2093.95754,3628.164491,18.08622503,334.8591549,29.86330179,31.09928404,40.56811181
F08,Arid1a.1,2705.151627,3741.530793,19.31616341,386.2778731,25.88809947,27.32529324,76.37192534
F09,Zmynd8.3,3896.40943,4487.503732,23.78277154,253.4810127,39.45068664,25.65204886,86.45043805
F10,Whsc1.4,3631.905514,2417.588459,19.04237755,321.024735,31.15024766,23.36138916,77.60729698
F11,Clock.2,3155.545956,3685.95091,22.91147132,350.9846827,28.49127182,26.8933157,76.02147083
G02,Cbx2.3,3955.034723,4503.670111,18.44197138,429.058663,23.30683625,21.00321357,54.38363753
G03,Zmynd8.4,4364.489701,5678.218917,22.65084075,338.1270903,29.57467854,22.17349378,62.49247666
G04,Wdr5.4,4941.125174,5335.109205,27.38028169,321.557971,31.09859155,28.46801354,69.09338056
G05,Fbxo17.1,3457.086548,3833.585437,23.56321839,321.1726384,31.13590264,25.18298846,57.14147301
G06,Dpy30.3,3275.006281,4629.622091,28.761799,460.6138107,21.71016102,23.42509985,58.07580347
G07,Whsc1l1.4,2745.205027,4023.979545,26.29085741,319.3645991,31.31217432,29.10451712,62.01240211
G08,Wdr82.4,2472.903837,2105.768302,10.61746988,499.2481203,20.03012048,32.7390108,63.63487556
G09,Brd7.1,5164.621142,3767.714534,22.95895354,310.0699301,32.25078935,22.57345677,89.33338395
G10,Zmynd11.4,4300.576503,4771.771112,20.87597217,285.7309942,34.99795334,24.09900525,65.75364115
G11,Arid1a.2,2336.312784,2147.734367,25.19122896,145.9077381,68.53646099,48.0084858,219.8094054
