,,Experiment: 100U p1,Analysis: Analysis 1,User: Admin,Plate: 19,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:46:22 AM,,,,,,,,,,,,,,,,,,,,,
C02,Cecr2.2,C02,Sample,1212,2889,1646,12032,10853.73679,11411.8153,5009.971703,3971.386475,1991.74911,1794.057615,4283.966199,4574.952832,28.63036304,24.96962333,16.64935964,25.68186777,4.620462046,498.1034483,10.93560146,20.07615092,0.660066007,4.800269448,6.512300512,16.5125564,56.59756762,64.73401825,53.08849337
C03,Whsc1.1,C03,Sample,863,2508,1095,9122,10390.73804,10972.10486,4792.035584,3827.454467,2726.728576,1610.140668,3700.533186,4900.154791,31.5179606,26.94063927,18.81977671,28.24675325,5.909617613,333.5106383,10.3196347,29.98405104,1.158748552,5.157672487,6.881483946,18.64590261,71.26832973,104.5015591,89.47440773
C04,Wbp7.2,C04,Sample,338,2246,843,5988,8996.763444,8960.458112,3701.281006,3620.353688,1753.197891,2242.941726,4636.836556,4316.791372,35.50295858,29.41874259,22.79608192,27.44063325,4.733727811,268.9820359,10.67615658,37.17720392,0.591715976,6.344229785,9.091425253,20.04142837,68.99755108,88.80142958,73.88101171
C05,Chd7.3,C05,Sample,1045,2243,1287,9464,8362.325124,7989.648527,3182.054696,3282.666772,2704.575189,2528.291751,4233.171086,4564.1278,34.25837321,25.40792541,16.85242978,25.52760914,4.019138756,394.8943662,12.8982129,25.32322782,0.4784689,5.80680754,9.146093407,21.97409007,57.7723864,58.99665754,49.80764161
C06,Brdt.3,C06,Sample,1349,1828,1154,9474,7768.049813,7811.272568,4453.909952,3246.097192,2891.20008,1995.009556,4392.471836,4657.037122,38.39881394,29.63604853,18.59956236,26.19775739,6.078576723,322.3985891,11.6117851,31.01750547,0.370644922,6.396779195,9.170505974,20.9488094,65.03089013,117.8591389,82.24149982
C07,Brd7.3,C07,Sample,1592,1818,1012,9867,6937.775192,6986.482852,3674.286892,2985.781845,2299.194746,2293.144435,4365.207791,4318.204751,33.91959799,29.44664032,24.31243124,27.40828402,5.40201005,328.7522604,12.1541502,30.4180418,0.565326633,6.54378507,9.801044013,20.42644712,51.16836918,87.10972229,68.25374368
C08,Wdr82.2,C08,Sample,1005,1742,828,8772,8878.726064,5127.947348,2611.934252,4076.547553,2768.393412,1267.496511,1741.996688,4841.21919,33.73134328,21.37681159,9.931113662,28.0283353,7.661691542,405.1162791,14.85507246,24.68427095,1.094527363,7.382601541,11.19628455,32.28916539,61.22630646,81.92931092,72.06079931
C09,Clock.3,C09,Sample,720,2177,1119,7989,6118.254506,5694.559477,2809.414826,2642.854472,2412.620578,2131.684563,3496.512088,3858.783292,38.19444444,29.31188561,23.38079927,28.33391063,6.111111111,343.3753943,12.95799821,29.12264584,0,7.716833623,12.96255172,23.23117129,74.78943804,111.7772654,83.68782663
C10,Arid1b.2,C10,Sample,1271,1737,1055,9814,6510.6208,5676.290488,2509.035683,3071.865858,2231.076126,2732.498947,4196.841311,3754.428953,36.90007868,31.7535545,25.04317789,28.7444232,5.822187254,333.3973129,11.94312796,29.99424295,0.314712825,7.781852269,11.9878396,24.04103865,63.95349723,113.4601238,96.99491659
C11,Zmynd8.1,C11,Sample,1177,1662,1221,9599,6513.966497,4689.229195,3027.291559,3055.914252,2450.877199,2080.564578,3040.702617,3988.42195,33.81478335,28.58312858,20.2166065,28.41664615,6.202209006,235.0777935,16.95331695,42.53910951,0.679694138,8.122343129,15.26845323,27.1305275,64.40887644,90.636004,77.63660876
D02,Wdr5.2,D02,Sample,1825,411,204,10752,10305.41391,11395.80176,4731.251727,4279.131824,2472.598133,2345.939793,4355.793733,5198.557539,30.35616438,30.88235294,18.49148418,21.11666026,7.452054795,228.3333333,18.1372549,43.79562044,1.04109589,6.456735366,10.35013539,27.98512815,48.12636192,58.31112285,58.80540835
D03,Dpy30.1,D03,Sample,671,1728,618,7099,8548.63498,9269.124629,4996.942461,2943.532746,2130.832941,2033.570853,3054.847084,4477.175188,35.61847988,35.11326861,30.55555556,27.47093023,2.831594635,304.2253521,15.53398058,32.87037037,0.44709389,5.733803632,9.941880147,17.40789327,46.91690832,46.5790145,48.43459938
D04,Arid1b.3,D04,Sample,1714,2183,1095,11455,9480.625936,8796.003931,3577.562206,3596.343226,2529.289195,2105.779001,4293.00708,4874.215549,34.59743291,29.04109589,20.61383417,27.02503682,4.609101517,347.0588235,11.14155251,28.81355932,0.350058343,5.646160842,7.8521782,20.14607339,56.35037289,72.4001039,68.88041489
D05,Whsc1l1.1,D05,Sample,3550,12,14,14535,10769.95929,10774.59856,1088.040689,4210.195159,2467.161557,3796.399819,4711.771313,5031.796145,34.11267606,42.85714286,58.33333333,26.45990774,6.873239437,300,7.142857143,33.33333333,0.535211268,5.38987627,9.326894682,33.04559055,62.65793009,80.15570861,49.72551735
D06,Whsc1.2,D06,Sample,4121,22,19,14154,7006.849946,8071.914843,2318.590955,2943.637415,2433.472278,1117.028069,3174.745786,4074.847805,36.83571949,42.10526316,27.27272727,28.14397703,7.206988595,440,26.31578947,22.72727273,0.436787188,7.809769672,39.46528367,22.19510668,69.53857761,224.255003,69.74800404
D07,Dpy30.2,D07,Sample,5012,21,13,14570,8387.406402,7559.459389,4154.168864,3562.518998,2532.449125,4924.838949,4904.088927,4636.371909,35.75418994,46.15384615,23.80952381,25.24377031,7.881085395,233.3333333,0,42.85714286,0.339185954,7.036241384,16.05403096,25.6629832,75.32230505,138.92158,128.9295427
D08,Cbx2.1,D08,Sample,1112,2905,1690,10837,6889.813586,7440.337771,3454.35354,2866.066408,2450.460372,1711.801719,3657.804138,4257.305498,34.5323741,28.40236686,18.82960413,21.84945024,3.507194245,325.3079507,11.47928994,30.74010327,0.899280576,6.90112503,11.54698906,21.9273068,57.86911436,78.50062362,66.68953536
D09,Zmynd11.2,D09,Sample,1472,3106,1614,11991,7327.289742,6325.806113,3689.348456,3186.103662,2389.592372,2212.057438,3803.425528,4084.489089,34.7826087,32.58983891,21.05602061,28.90054745,4.41576087,315.6504065,10.40892193,31.68061816,0,6.382700197,10.16418643,20.10617995,69.8384697,80.6401589,65.26143308
D10,Wbp7.3,D10,Sample,1627,1529,941,10868,6318.03284,6851.875348,2767.284893,2809.812342,2232.126606,2167.916137,3596.142476,4091.457921,34.8494161,31.56216791,19.81687377,27.61166482,4.363859865,406.6489362,13.2837407,24.5912361,0.49170252,7.387330943,11.03527888,25.83738665,61.67891488,76.60780603,62.74083812
D11,Eaf1.2,D11,Sample,1040,3374,1491,11422,7221.349686,7443.125978,3421.681522,3390.76482,2046.744056,2649.942617,4491.424033,4040.728709,34.32692308,29.84574111,20.89508002,26.7312692,4.134615385,262.9773967,12.00536553,38.0260818,0.192307692,7.310460254,12.88641839,23.01501485,63.08046192,76.00319547,65.45729695
E02,Zmynd8.2,E02,Sample,1488,1308,653,9434,9560.442792,9509.686887,4255.505614,3907.746887,2734.120992,3284.770119,4829.922148,5300.843433,32.12365591,30.62787136,24.31192661,28.12142039,5.040322581,218.3639399,17.45788668,45.79510703,0.134408602,6.046024054,7.874213064,18.39424204,53.30138782,79.6342155,59.34861087
E03,Actl6a,E03,Sample,2918,1537,619,12443,11287.93677,7662.613637,1426.924492,4094.255275,2612.049118,1834.01202,3455.220278,5052.943095,32.31665524,20.35541195,12.42680547,24.90390775,6.065798492,154.1624875,21.64781906,64.86662329,0.582590816,4.6587353,6.772134826,20.93708275,50.6934282,79.1427495,67.56304075
E04,Wbp7.4,E04,Sample,832,1683,1266,7656,8904.031637,9611.380315,3927.317442,3572.029353,2484.278912,1719.96731,3999.30869,4769.654187,34.97596154,30.4107425,25.01485443,28.89977393,4.447115385,266.2974684,11.45339652,37.55199049,0.721153846,5.73286905,7.528018225,20.35074441,60.22465764,69.9333757,60.11621884
E05,Cecr2.3,E05,Sample,1451,1534,1077,8556,8442.179361,9326.434578,4146.444384,3136.463151,2797.913098,2785.907667,4409.205302,4787.528647,40.04135079,34.44753946,26.27118644,31.77312775,3.859407305,243.4920635,14.94893222,41.06910039,0.344589938,5.32627158,7.143342418,19.56653593,53.952167,83.43862897,66.11811948
E06,Brdt.1,E06,Sample,1104,2567,1994,9882,6936.283807,6369.594187,3300.750901,2952.12035,2474.444581,2475.157788,4263.926574,4150.217026,37.40942029,25.777332,18.34826646,30.44301401,5.434782609,291.3734393,10.53159478,34.32021815,0.905797101,7.26382781,10.94135078,22.65719058,59.65501742,74.19098678,63.50643302
E07,Whsc1l1.2,E07,Sample,1349,1952,1486,9486,7891.032154,6457.398032,3394.216754,2926.316571,2706.099917,1581.463811,2718.714075,4679.462995,37.73165308,32.83983849,20.49180328,29.99709893,4.077094144,242.484472,15.00672948,41.2397541,0.815418829,5.944980187,11.7900488,24.56096447,56.95933442,84.24510826,70.25886356
E08,Wdr5.3,E08,Sample,2758,445,575,11693,9439.299559,11849.66474,5224.699461,3751.998676,2907.045748,3188.156328,4054.592482,5397.056774,37.74474257,37.73913043,24.26966292,28.02101576,7.034082669,186.9747899,24.69565217,53.48314607,0.652646846,6.16163017,10.86078216,30.41471182,51.51919508,98.54035343,78.72649155
E09,Clock.1,E09,Sample,1188,2341,1580,9851,7119.342241,5823.232088,2795.333105,3004.510196,2777.830978,2039.727868,3905.473313,4320.005343,34.42760943,27.84810127,21.82827851,29.73541792,4.797979798,271.2630359,13.79746835,36.86458778,0.168350168,6.776340352,14.61499939,25.41137498,61.67031903,91.4364582,64.88009839
E10,Cbx2.2,E10,Sample,489,3018,1268,8174,6855.538759,6247.646123,2869.904287,2606.46584,2551.183053,1796.219321,3255.882699,4092.654038,34.5603272,26.10410095,19.84758118,28.47854356,4.08997955,276.6269478,12.06624606,36.14976806,0.204498978,9.154980444,11.69433575,25.42603944,62.78468331,77.70222873,63.79746894
E11,Zmynd11.3,E11,Sample,465,2804,1106,7431,7878.733263,7496.785252,2967.904705,3034.465098,2612.108032,2055.803349,3942.855223,4120.372744,34.40860215,27.3960217,22.14693295,26.81086519,4.301075269,315.4105737,10.75949367,31.70470756,0.430107527,7.010758643,11.30138291,27.00885148,84.80413308,102.0277301,80.85659155
F02,Wdr82.3,F02,Sample,928,2713,875,9764,10428.28622,6172.223985,2517.917704,4141.826167,2376.83096,2133.972904,2629.636068,5250.264675,30.28017241,24.34285714,12.45853299,26.75057208,4.202586207,660.0973236,9.714285714,15.14928124,0.646551724,5.515464131,8.737622722,25.55544524,46.72843545,50.54199839,50.45092254
F03,Eaf1.3,F03,Sample,873,2679,1312,9750,11238.2615,10507.75839,4587.226394,4530.459595,2568.450007,2204.378282,4716.049383,4974.29389,28.06414662,23.47560976,17.69316909,23.3399829,3.780068729,280.5235602,13.79573171,35.64762971,0.687285223,4.123961909,8.175197852,17.67652234,45.98003751,62.26731901,53.57342473
F04,Brdt.2,F04,Sample,665,3017,1424,8797,9854.215682,5240.958347,1891.701099,4082.282894,2570.172187,1828.666123,3643.534923,4677.513119,35.78947368,22.68258427,16.27444481,31.28262491,5.714285714,190.1071204,16.15168539,52.60192244,0.30075188,5.15558503,10.74285863,25.00540591,38.75635257,46.17386886,46.77149133
F05,Whsc1l1.3,F05,Sample,963,1769,844,8133,9512.789022,9360.351803,4284.286517,3314.680394,2608.950734,2963.869435,4977.331456,4921.30144,39.25233645,39.57345972,27.36009045,30.74125874,5.919003115,254.8991354,12.79620853,39.23120407,0.41536864,5.474423503,8.249522943,19.01388801,52.83883841,72.22327504,63.24607661
F06,Whsc1.3,F06,Sample,1707,2066,1494,10445,7223.024275,7792.269776,3880.480748,2799.049409,2632.654922,1087.132702,2591.833241,4613.480069,39.77738723,28.98259705,20.66795741,29.31923672,3.046280023,371.5827338,9.170013387,26.91190707,0.410076157,7.283064856,10.96750344,23.40254379,63.71399508,105.2489478,75.73877077
F07,Chd7.1,F07,Sample,1042,1902,1477,8101,6001.161994,4544.303471,2093.95754,2331.72011,2727.056053,2355.793136,3628.164491,4295.989058,44.14587332,28.23290454,18.08622503,30.96824775,3.550863724,334.8591549,8.598510494,29.86330179,0.383877159,7.714403084,12.33442794,31.09928404,53.72582127,36.68664028,40.56811181
F08,Arid1a.1,F08,Sample,1758,2252,1586,11131,7633.439921,6647.284444,2705.151627,3020.119095,2283.666281,2048.895322,3741.530793,4107.94005,36.29124005,27.17528373,19.31616341,30.15463918,4.266211604,386.2778731,11.60151324,25.88809947,0.284414107,6.932201199,12.42792326,27.32529324,61.61927228,89.188048,76.37192534
F09,Zmynd8.3,F09,Sample,1581,1602,1416,10140,7906.795006,8234.660911,3896.40943,3274.053993,2602.098094,2604.871793,4487.503732,4670.927083,36.55913978,32.48587571,23.78277154,31.18145563,4.174573055,253.4810127,14.47740113,39.45068664,0.189753321,6.918940908,12.05064891,25.65204886,66.11561544,112.8277277,86.45043805
F10,Whsc1.4,F10,Sample,1268,3634,1746,11670,9040.656334,7883.894708,3631.905514,3940.45328,2406.528594,1111.457758,2417.588459,5033.019576,31.86119874,28.2932417,19.04237755,27.47426762,4.022082019,321.024735,9.049255441,31.15024766,0.23659306,6.480666044,10.20869272,23.36138916,65.60187315,113.7862637,77.60729698
F11,Clock.2,F11,Sample,426,3208,1295,8373,6748.569037,6852.169581,3155.545956,2964.131891,2080.444267,2087.490014,3685.95091,3836.240115,33.56807512,26.71814672,22.91147132,31.00289296,3.051643192,350.9846827,9.806949807,28.49127182,0.234741784,6.708147964,13.51217654,26.8933157,59.73043844,88.04180265,76.02147083
G02,Cbx2.3,G02,Sample,524,3145,1382,9383,9644.833723,8971.990615,3955.034723,3645.475807,1795.152183,1852.769095,4503.670111,4446.655582,34.35114504,24.60202605,18.44197138,29.41998602,3.435114504,429.058663,12.01157742,23.30683625,0.190839695,5.6411365,9.820762572,21.00321357,49.18846407,67.09793534,54.38363753
G03,Zmynd8.4,G03,Sample,2429,1011,579,14367,9925.881066,10972.28063,4364.489701,3949.381645,2588.41561,3323.716718,5678.218917,4701.625674,32.77068753,32.81519862,22.65084075,24.25238252,4.199258954,338.1270903,14.68048359,29.57467854,0.617538082,6.510720289,8.495401602,22.17349378,54.18262524,101.8184697,62.49247666
G04,Wdr5.4,G04,Sample,1066,1775,692,10464,9142.536536,12392.60492,4941.125174,3548.666952,2590.877043,2478.976453,5335.109205,5073.439305,34.99061914,36.70520231,27.38028169,28.42972428,6.566604128,321.557971,16.04046243,31.09859155,0.281425891,6.737795628,10.342885,28.46801354,44.38311765,90.09784505,69.09338056
G05,Fbxo17.1,G05,Sample,1195,2958,1610,12189,8076.103365,7925.984382,3457.086548,2984.298763,2388.060922,1784.50716,3833.585437,4598.609979,35.23012552,32.11180124,23.56321839,29.23076923,2.677824268,321.1726384,11.49068323,31.13590264,0.167364017,7.144333751,11.70134243,25.18298846,47.95386776,67.38461668,57.14147301
G06,Dpy30.3,G06,Sample,2947,1801,1074,14903,7386.429158,8489.134494,3275.006281,2893.460728,2624.6699,2864.479865,4629.622091,4386.038297,40.58364438,36.59217877,28.761799,30.2328641,4.207668816,460.6138107,10.33519553,21.71016102,0.542925008,7.565808567,11.17783347,23.42509985,53.65693488,76.72184717,58.07580347
G07,Whsc1l1.4,G07,Sample,824,2111,1499,8939,6973.721829,5218.637253,2745.205027,3200.667851,2631.732604,2514.089064,4023.979545,4317.042563,35.80097087,35.49032688,26.29085741,30.48128342,4.490291262,319.3645991,12.6084056,31.31217432,0.606796117,7.92370238,16.91641736,29.10451712,52.08108816,70.51464056,62.01240211
G08,Wdr82.4,G08,Sample,2443,1328,959,13610,9625.137215,3341.913851,2472.903837,3855.242975,2846.546898,1698.206432,2105.768302,5383.165865,33.72902169,22.8362878,10.61746988,26.46538656,7.286123619,499.2481203,11.26173097,20.03012048,0.573065903,6.640506471,10.01021182,32.7390108,42.59075151,40.75418888,63.63487556
G09,Brd7.1,G09,Sample,2318,2217,1844,14124,8371.437704,9580.709605,5164.621142,3583.078555,2475.984376,2244.42965,3767.714534,4706.535472,34.0811044,29.28416486,22.95895354,26.71265843,5.823986195,310.0699301,10.30368764,32.25078935,0.647109577,7.393014836,10.61669638,22.57345677,51.66091091,100.0756883,89.33338395
G10,Zmynd11.4,G10,2443,1777,12944,9410.816544,8595.875796,4300.576503,3722.913915,2687.764457,3065.193724,4771.771112,4842.780939,30.63552417,31.0073157,20.87597217,26.13160898,4.942965779,285.7309942,10.91727631,34.99795334,0.488864747,6.934476377,10.83126757,24.09900525,60.42604717,79.71631596,65.75364115,,
G11,Arid1a.2,G11,1961,1774,9446,8685.203236,4524.919099,2336.312784,3907.626196,2643.957579,1249.909481,2147.734367,4576.442797,33.73362445,26.71927847,25.19122896,31.31716303,4.148471616,145.9077381,10.93573844,68.53646099,0.109170306,8.433987406,19.34183281,48.0084858,76.83677767,147.0493795,219.8094054,,
